address_id,address,address2,district,postal_code,phone,city_id,city,country_id,country
433,1823 Hoshiarpur Lane,,Komi,33191,307133768620,510,Syktyvkar,80,Russian Federation
402,616 Hagonoy Avenue,,Krasnojarsk,46043,604177838256,39,Atšinsk,80,Russian Federation
603,1103 Quilmes Boulevard,,Piura,52137,644021380889,503,Sullana,74,Peru
230,201 Effon-Alaiye Way,,Asunción,64344,684192903087,37,Asunción,73,Paraguay
273,1519 Ilorin Place,,Kerala,49298,357445645426,395,Palghat (Palakkad),44,India
530,1003 Qinhuangdao Street,,West Java,25972,35533115997,419,Purwakarta,45,Indonesia
307,1908 Gaziantep Place,,Liaoning,58979,108053751300,536,Tiefa,23,China
366,114 Jalib al-Shuyukh Manor,,Centre,60440,845378657301,585,Yaoundé,19,Cameroon
235,954 Kimchon Place,,West Bengali,42420,541327526474,559,Uttarpara-Kotrung,44,India
56,939 Probolinggo Loop,,Galicia,4166,680428310138,1,A Coruña (La Coruña),87,Spain
239,98 Stara Zagora Boulevard,,Valle,76448,610173756082,96,Buenaventura,24,Colombia
103,588 Vila Velha Manor,,Kyongsangbuk,51540,333339908719,268,Kimchon,86,South Korea
547,379 Lublin Parkway,,Toscana,74568,921960450089,309,Livorno,49,Italy
528,1176 Southend-on-Sea Manor,,Southern Tagalog,81651,236679267178,458,Santa Rosa,75,Philippines
450,203 Tambaram Street,,Buenos Aires,73942,411549550611,161,Escobar,6,Argentina
253,1760 Oshawa Manor,,Tianjin,38140,56257502250,535,Tianjin,23,China
10,1795 Santiago de Compostela Way,,Texas,18743,860452626434,295,Laredo,103,United States
218,226 Brest Manor,,California,2299,785881412500,508,Sunnyvale,103,United States
306,1883 Maikop Lane,,Kaliningrad,68469,96110042435,254,Kaliningrad,80,Russian Federation
21,270 Toulon Boulevard,,Kalmykia,81766,407752414682,156,Elista,80,Russian Federation
165,97 Shimoga Avenue,,Tel Aviv,44660,177167004331,533,Tel Aviv-Jaffa,48,Israel
577,1501 Pangkal Pinang Avenue,,Mazowieckie,943,770864062795,409,Plock,76,Poland
588,966 Asunción Way,,Hidalgo,62703,995527378381,212,Huejutla de Reyes,60,Mexico
30,18 Duisburg Boulevard,,,58327,998009777982,121,Città del Vaticano,41,Holy See (Vatican City State)
47,1447 Imus Way,,Tahiti,48942,539758313890,167,Faaa,36,French Polynesia
578,1405 Hagonoy Avenue,,Slaskie,86587,867287719310,133,Czestochowa,76,Poland
301,951 Stara Zagora Manor,,Punjab,98573,429925609431,400,Patiala,44,India
392,514 Ife Way,,Shaba,69973,900235712074,315,Lubumbashi,25,"Congo, The Democratic Republic of the"
223,1244 Allappuzha (Alleppey) Place,,Buenos Aires,20657,991802825778,567,Vicente López,6,Argentina
428,1727 Matamoros Place,,Sawhaj,78813,129673677866,465,Sawhaj,29,Egypt
558,904 Clarksville Drive,,Zhejiang,52234,955349440539,193,Haining,23,China
360,619 Huánuco Avenue,,Shimane,81508,142596392389,331,Matsue,50,Japan
482,808 Naçala-Porto Parkway,,England,41060,553452430707,500,Stockport,102,United Kingdom
587,760 Miyakonojo Drive,,Guerrero,64682,294449058179,246,José Azueta,60,Mexico
309,827 Yuncheng Drive,,Callao,79047,504434452842,99,Callao,74,Peru
180,757 Rustenburg Avenue,,Skikda,89668,506134035434,483,Skikda,2,Algeria
154,781 Shimonoseki Drive,,Michoacn de Ocampo,95444,632316273199,202,Hidalgo,60,Mexico
415,432 Garden Grove Street,,Ontario,65630,615964523510,430,Richmond Hill,20,Canada
593,1402 Zanzibar Boulevard,,Guanajuato,71102,387448063440,106,Celaya,60,Mexico
210,1304 ´s-Hertogenbosch Way,,Santa Catarina,10925,90336226227,83,Blumenau,15,Brazil
525,1949 Sanya Street,,Gumma,61244,132100972047,224,Isesaki,50,Japan
328,479 San Felipe del Progreso Avenue,,Morelos,54949,869051782691,130,Cuautla,60,Mexico
323,1769 Iwaki Lane,,Kujawsko-Pomorskie,25787,556100547674,97,Bydgoszcz,76,Poland
52,909 Garland Manor,,Tatarstan,69367,705800322606,367,Niznekamsk,80,Russian Federation
324,1145 Vilnius Manor,,Mxico,73170,674805712553,451,San Felipe del Progreso,60,Mexico
556,346 Cam Ranh Avenue,,Zhejiang,39976,978430786151,599,Zhoushan,23,China
32,1425 Shikarpur Manor,,Bihar,65599,678220867005,346,Munger (Monghyr),44,India
144,1666 Beni-Mellal Place,,Tennessee,13377,9099941466,123,Clarksville,103,United States
590,247 Jining Parkway,,Banjul,53446,170115379190,54,Banjul,37,Gambia
240,1479 Rustenburg Boulevard,,Southern Tagalog,18727,727785483194,527,Tanza,75,Philippines
406,454 Patiala Lane,,Fukushima,13496,794553031307,276,Koriyama,50,Japan
490,1909 Dayton Avenue,,Guangdong,88513,702955450528,469,Shaoguan,23,China
169,154 Tallahassee Loop,,Xinxiang,62250,935508855935,199,Hami,23,China
460,659 Gatineau Boulevard,,La Paz,28587,205524798287,153,El Alto,14,Bolivia
233,356 Olomouc Manor,,Gois,93323,22326410776,26,Anápolis,15,Brazil
410,88 Nagaon Manor,,Buenos Aires,86868,779461480495,524,Tandil,6,Argentina
171,1540 Wroclaw Drive,,Maharashtra,62686,182363341674,107,Chandrapur,44,India
529,600 Purnea (Purnia) Avenue,,Nghe An,18043,638409958875,571,Vinh,105,Vietnam
569,1342 Abha Boulevard,,Bukarest,10714,997453607116,95,Bucuresti,78,Romania
66,1717 Guadalajara Lane,,Missouri,85505,914090181665,441,Saint Louis,103,United States
513,758 Korolev Parkway,,Andhra Pradesh,75474,441628280920,568,Vijayawada,44,India
408,990 Etawah Loop,,Tamil Nadu,79940,206169448769,564,Valparai,44,India
581,186 Skikda Lane,,Morelos,89422,14465669789,131,Cuernavaca,60,Mexico
128,848 Tafuna Manor,,Kütahya,45142,614935229095,281,Kütahya,97,Turkey
543,43 Vilnius Manor,,Colorado,79814,484500282381,42,Aurora,103,United States
350,1628 Nagareyama Lane,,Central,60079,20064292617,453,San Lorenzo,73,Paraguay
9,53 Idfu Parkway,,Nantou,42399,10655648674,361,Nantou,92,Taiwan
553,1421 Quilmes Lane,,Ishikawa,19151,135407755975,260,Kanazawa,50,Japan
430,355 Vitória de Santo Antão Way,,Oaxaca,81758,548003849552,452,San Juan Bautista Tuxtepec,60,Mexico
511,1152 al-Qatif Lane,,Kalimantan Barat,44816,131370665218,412,Pontianak,45,Indonesia
207,1688 Nador Lane,,Sulawesi Utara,61613,652218196731,184,Gorontalo,45,Indonesia
374,433 Florencia Street,,Chihuahua,91330,561729882725,250,Juárez,60,Mexico
394,753 Ilorin Avenue,,Sichuan,3656,464511145118,157,Emeishan,23,China
281,1944 Bamenda Way,,Michigan,24645,75975221996,573,Warren,103,United States
5,1913 Hanoi Way,,Nagasaki,35200,28303384290,463,Sasebo,50,Japan
237,1736 Cavite Place,,Qina,98775,431770603551,216,Idfu,29,Egypt
67,1214 Hanoi Way,,Nebraska,67055,491001136577,306,Lincoln,103,United States
50,46 Pjatigorsk Lane,,Moscow (City),23616,262076994845,343,Moscow,80,Russian Federation
592,1923 Stara Zagora Lane,,Nantou,95179,182178609211,546,Tsaotun,92,Taiwan
1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada
33,786 Aurora Avenue,,Yamaguchi,65750,18461860151,474,Shimonoseki,50,Japan
345,68 Ponce Parkway,,Hanoi,85926,870635127812,201,Hanoi,105,Vietnam
336,430 Kumbakonam Drive,,Santa Fé,28814,105470691550,457,Santa Fé,6,Argentina
295,544 Tarsus Boulevard,,Gurico,53145,892523334,562,Valle de la Pascua,104,Venezuela
598,42 Fontana Avenue,,Fejr,14684,437829801725,512,Székesfehérvár,43,Hungary
196,9 San Miguel de Tucumán Manor,,Uttar Pradesh,90845,956188728558,169,Firozabad,44,India
168,842 Salzburg Lane,,Adana,3313,697151428760,529,Tarsus,97,Turkey
13,613 Korolev Drive,,Masqat,45844,380657522649,329,Masqat,71,Oman
429,1269 Botosani Manor,,Guangdong,47394,736517327853,468,Shanwei,23,China
277,85 San Felipe de Puerto Plata Drive,,Shandong,46063,170739645687,584,Yantai,23,China
17,270 Amroha Parkway,,Osmaniye,29610,695479687538,384,Osmaniye,97,Turkey
245,1103 Bilbays Parkway,,Hubei,87660,279979529227,578,Xi´angfan,23,China
557,1407 Pachuca de Soto Place,,Rio Grande do Sul,26284,380077794770,21,Alvorada,15,Brazil
327,1427 A Coruña (La Coruña) Place,,Buenos Aires,85799,972574862516,45,Bahía Blanca,6,Argentina
348,785 Vaduz Street,,Baja California,36170,895616862749,335,Mexicali,60,Mexico
568,1342 Sharja Way,,Sokoto & Kebbi & Zam,93655,946114054231,488,Sokoto,69,Nigeria
102,669 Firozabad Loop,,Abu Dhabi,92265,412903167998,12,al-Ayn,101,United Arab Emirates
113,682 Junan Way,,North West,30418,622255216127,273,Klerksdorp,85,South Africa
94,1952 Chatsworth Drive,,Guangdong,25958,991562402283,332,Meixian,23,China
276,1675 Xi´angfan Manor,,Tamil Nadu,11763,271149517630,283,Kumbakonam,44,India
100,1308 Arecibo Way,,Georgia,30695,6171054059,41,Augusta-Richmond County,103,United States
423,437 Chungho Drive,,Puerto Plata,59489,491271355190,450,San Felipe de Puerto Plata,27,Dominican Republic
289,1279 Udine Parkway,,Edo & Delta,75860,195003555232,69,Benin City,69,Nigeria
39,391 Callao Drive,,Midi-Pyrnes,34021,440512153169,544,Toulouse,34,France
151,1337 Lincoln Parkway,,Saitama,99457,597815221267,555,Urawa,50,Japan
140,788 Atšinsk Street,,Karnataka,81691,146497509724,211,Hubli-Dharwad,44,India
104,1913 Kamakura Place,,Lipetsk,97287,942570536750,238,Jelets,80,Russian Federation
26,28 Charlotte Amalie Street,,Rabat-Sal-Zammour-Z,37551,161968374323,443,Salé,62,Morocco
238,346 Skikda Parkway,,Hawalli,90628,630424482919,233,Jalib al-Shuyukh,53,Kuwait
205,68 Molodetšno Manor,,Nordrhein-Westfalen,4662,146640639760,575,Witten,38,Germany
453,319 Springs Loop,,Baijeri,99552,72524459905,160,Erlangen,38,Germany
332,663 Bahía Blanca Parkway,,Adana,33463,834418779292,5,Adana,97,Turkey
494,591 Sungai Petani Drive,,Okayama,46400,37247325001,376,Okayama,50,Japan
409,1266 Laredo Parkway,,Saitama,7664,1483365694,380,Omiya,50,Japan
601,844 Bucuresti Place,,Liaoning,36603,935952366111,242,Jinzhou,23,China
198,345 Oshawa Boulevard,,Tokyo-to,32114,104491201771,204,Hino,50,Japan
98,152 Kitwe Parkway,,Caraga,53182,835433605312,82,Bislig,75,Philippines
231,430 Alessandria Loop,,Saarland,47446,669828224459,439,Saarbrücken,38,Germany
120,544 Malmö Parkway,,Central Java,63502,386759646229,403,Pemalang,45,Indonesia
512,1269 Ipoh Avenue,,Eskisehir,54674,402630109080,163,Eskisehir,97,Turkey
193,891 Novi Sad Manor,,Ontario,5379,247646995453,383,Oshawa,20,Canada
480,421 Yaoundé Street,,Sumy,11363,726875628268,385,Šostka,100,Ukraine
427,1557 Cape Coral Parkway,,Hubei,46875,368284120423,293,Laohekou,23,China
142,1587 Sullana Lane,,Inner Mongolia,85769,468060467018,207,Hohhot,23,China
266,862 Xintai Lane,,Cagayan Valley,30065,265153400632,548,Tuguegarao,75,Philippines
573,1407 Surakarta Manor,,Moskova,33224,324346485054,466,Serpuhov,80,Russian Federation
57,17 Kabul Boulevard,,Chiba,38594,697760867968,355,Nagareyama,50,Japan
305,41 El Alto Parkway,,Maharashtra,56883,51917807050,398,Parbhani,44,India
45,42 Brindisi Place,,Yerevan,16744,42384721397,586,Yerevan,7,Armenia
225,1926 Gingoog Street,,Sisilia,22824,469738825391,511,Syrakusa,49,Italy
126,1175 Tanauan Way,,Lima,64615,937222955822,305,Lima,74,Peru
506,414 Mandaluyong Street,,Lubelskie,16370,52709222667,314,Lublin,76,Poland
155,1560 Jelets Boulevard,,Shandong,77777,189446090264,291,Laiwu,23,China
291,1155 Liaocheng Place,,Oyo & Osun,22650,558236142492,152,Effon-Alaiye,69,Nigeria
143,1029 Dzerzinsk Manor,,Ynlin,57519,33173584456,542,Touliu,92,Taiwan
115,1378 Alvorada Avenue,,Distrito Federal,75834,272234298332,102,Caracas,104,Venezuela
498,319 Plock Parkway,,Istanbul,26101,854259976812,504,Sultanbeyli,97,Turkey
114,804 Elista Drive,,Hubei,61069,379804592943,159,Enshi,23,China
261,51 Laredo Avenue,,Sagaing,68146,884536620568,342,Monywa,64,Myanmar
442,1245 Ibirité Way,,La Romana,40926,331888642162,290,La Romana,27,Dominican Republic
367,1163 London Parkway,,Par,6066,675120358494,66,Belém,15,Brazil
3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada
41,1440 Fukuyama Loop,,Henan,47929,912257250465,362,Nanyang,23,China
310,913 Coacalco de Berriozábal Loop,,Texas,42141,262088367001,33,Arlington,103,United States
145,928 Jaffna Loop,,Hiroshima,93762,581852137991,172,Fukuyama,50,Japan
16,808 Bhopal Manor,,Haryana,10672,465887807014,582,Yamuna Nagar,44,India
80,602 Paarl Street,,Pavlodar,98889,896314772871,402,Pavlodar,51,Kazakstan
29,934 San Felipe de Puerto Plata Street,,Sind,99780,196495945706,472,Shikarpur,72,Pakistan
28,96 Tafuna Way,,Córdoba,99865,934730187245,128,Córdoba,6,Argentina
369,817 Laredo Avenue,,Jalisco,77449,151249681135,188,Guadalajara,60,Mexico
487,1785 São Bernardo do Campo Street,,Veracruz,71182,684529463244,125,Coatzacoalcos,60,Mexico
425,1866 al-Qatif Avenue,,California,89420,546793516940,155,El Monte,103,United States
256,1497 Yuzhou Drive,,England,3433,246810237916,312,London,102,United Kingdom
552,390 Wroclaw Way,,Hainan,5753,357593328658,462,Sanya,23,China
436,287 Cuautla Boulevard,,Chuquisaca,72736,82619513349,501,Sucre,14,Bolivia
550,1715 Okayama Street,,São Paulo,55676,169352919175,485,São Bernardo do Campo,15,Brazil
149,999 Sanaa Loop,,Gauteng,3439,918032330119,491,Soshanguve,85,South Africa
272,1762 Paarl Parkway,,Hunan,53928,192459639410,298,Lengshuijiang,23,China
496,775 Šostka Drive,,al-Daqahliya,22358,171973024401,337,Mit Ghamr,29,Egypt
531,1986 Sivas Place,,Friuli-Venezia Giuli,95775,182059202712,551,Udine,49,Italy
132,1050 Garden Grove Avenue,,Slaskie,4999,973047364353,236,Jastrzebie-Zdrój,76,Poland
342,124 al-Manama Way,,Hiroshima,52368,647899404952,382,Onomichi,50,Japan
454,956 Nam Dinh Manor,,Kerman,21872,474047727727,481,Sirjan,46,Iran
346,1217 Konotop Avenue,,Gelderland,504,718917251754,151,Ede,67,Netherlands
605,1325 Fukuyama Street,,Heilongjiang,27107,288241215394,537,Tieli,23,China
121,1967 Sincelejo Place,,Gujarat,73644,577812616052,176,Gandhinagar,44,India
267,816 Cayenne Parkway,,Manab,93629,282874611748,414,Portoviejo,28,Ecuador
559,1917 Kumbakonam Parkway,,Vojvodina,11892,698182547686,368,Novi Sad,108,Yugoslavia
11,900 Santiago de Compostela Parkway,,Central Serbia,93896,716571220373,280,Kragujevac,108,Yugoslavia
333,1860 Taguig Loop,,West Java,59550,38158430589,119,Ciparay,45,Indonesia
504,1 Valle de Santiago Avenue,,Apulia,86208,465897838272,93,Brindisi,49,Italy
479,1854 Okara Boulevard,,Drenthe,42123,131912793873,158,Emmen,67,Netherlands
177,1010 Klerksdorp Way,,Steiermark,6802,493008546874,186,Graz,9,Austria
20,360 Toulouse Parkway,,England,54308,949312333307,495,Southend-on-Sea,102,United Kingdom
248,582 Papeete Loop,,Central Visayas,27722,569868543137,294,Lapu-Lapu,75,Philippines
88,125 Città del Vaticano Boulevard,,Puebla,67912,48417642933,40,Atlixco,60,Mexico
447,105 Dzerzinsk Manor,,Inner Mongolia,48570,240776414296,540,Tongliao,23,China
69,698 Otsu Street,,Cayenne,71110,409983924481,105,Cayenne,35,French Guiana
184,1410 Benin City Parkway,,Risaralda,29747,104150372603,405,Pereira,24,Colombia
187,1839 Székesfehérvár Parkway,,Gois,55709,947468818183,317,Luziânia,15,Brazil
302,922 Vila Velha Loop,,Maharashtra,4085,510737228015,9,Ahmadnagar,44,India
344,1909 Benguela Lane,,Henan,19913,624138001031,581,Xinxiang,23,China
510,48 Maracaíbo Place,,Central Luzon,1570,82671830126,519,Talavera,75,Philippines
343,1443 Mardan Street,,Western Cape,31483,231383037471,392,Paarl,85,South Africa
157,456 Escobar Way,,Jakarta Raya,36061,719202533520,232,Jakarta,45,Indonesia
362,482 Kowloon and New Kowloon Manor,,Bratislava,97056,738968474939,90,Bratislava,84,Slovakia
95,1370 Le Mans Avenue,,Brunei and Muara,52163,345679835036,53,Bandar Seri Begawan,16,Brunei
391,1793 Meixian Place,,Hmelnytskyi,33535,619966287415,258,Kamjanets-Podilskyi,100,Ukraine
319,1957 Yantai Lane,,São Paulo,59255,704948322302,490,Sorocaba,15,Brazil
105,733 Mandaluyong Place,,Asir,77459,196568435814,2,Abha,82,Saudi Arabia
236,885 Yingkou Manor,,Kaduna,31390,588964509072,596,Zaria,69,Nigeria
