CreditRating,NumberCars,MiddleInitial,AgencyID,AddressLine1,Income,Phone,MaritalStatus,Employer,Age,OwnOrRentFlag,NumberCreditCards,LastName,Gender,Country,FirstName,PostalCode,NumberChildren,AddressLine2,NetWorth,State,City
815.0,1.0,,Laa1391,7837 howell court,84127.0,1-766-743-9309,U,Beckman Coulter,99.0,O,9.0,Laale,,United States of America,Walley,h5j 1q8,3.0,,1162138.0,MD,Bellevue
459.0,0.0,D,Rho1392,7357 crosby drive,124538.0,1-840-490-0326,U,Collective Brands,59.0,U,5.0,Rhodenizer,,United States of America,kassi,T6D 1E3,5.0,,,IA,Oshawa
416.0,1.0,,RAN1393,19419 sycamore south,95175.0,1-471-037-3582,W,Scholastic,93.0,R,4.0,RANJAN,,United States of America,ELISSA,33716,0.0,,3685624.0,OK,West Valley
509.0,4.0,G,Van1394,21813 purdue upper,19441.0,1-277-006-2235,M,IMS Health,39.0,O,1.0,Van hoy,,United States of America,chak-hong,90087,,,3582803.0,KS,Whitehorse
379.0,3.0,,Slo1395,19453 wisteria east,382719.0,1-088-270-7799,M,HealthSouth,24.0,R,10.0,Slobodrian,,United States of America,Gerhardine,81002,3.0,,3737128.0,AZ,Macon
391.0,2.0,O,Kra1396,2415 EDGSON DRIVE,484039.0,1-950-683-4334,M,AES,89.0,U,0.0,Krawchuk,m,United States of America,gerrilee,99566,0.0,,2603020.0,WA,Plano
342.0,4.0,,Lea1397,4941 beardsley north,,1-771-522-4842,D,Watson Wyatt Worldwide,45.0,O,10.0,Leaver,M,United States of America,Coila,v6z 1s7,2.0,,2661754.0,IL,Edmonton
426.0,4.0,R,Rez1398,5653 WORTH DRIVE,129768.0,1-391-517-2753,W,NV Energy,42.0,O,0.0,Reznechek,,United States of America,Kissiah,79940,2.0,apt. 816,656351.0,New Brunswick,San Francisco
647.0,1.0,,Mul1399,10887 PIKE EAST,407775.0,,S,Liberty Media,11.0,R,2.0,Mulroney,m,Canada,DARLA,t5d 1p9,0.0,,425861.0,CT,Berkeley
800.0,1.0,U,Mic1400,24246 carlisle drive,265421.0,1-238-931-9395,U,Mueller Water Products,52.0,U,4.0,Micucci,,United States of America,melonie,m6s 1h2,3.0,,2868510.0,DC,Naperville
801.0,1.0,,adk1401,4107 pasadena upper,64519.0,1-077-161-6331,M,Valmont Industries,,O,6.0,adkinson,m,United States of America,BERNARDINE,90011,0.0,Apt. 410,3361065.0,NV,Escondido
480.0,1.0,I,arb1402,1692 FAIRDALE WEST,162727.0,1-633-800-2565,S,Liberty Global,97.0,O,7.0,arbuckle,,Canada,THANH-HOA,22334,0.0,,2645298.0,NM,Chandler
505.0,4.0,,loy1403,21072 winsome avenue,390008.0,1-909-984-3943,W,Molex,37.0,,5.0,loyer,,United States of America,OTHILIA,V6m 1v9,0.0,,13946.0,New Brunswick,Montpelier
756.0,2.0,,Ber1404,16825 bittercreek way,393946.0,1-676-509-7388,S,National Fuel Gas,91.0,O,8.0,Berna,,Canada,sati,01612,2.0,,1170286.0,Manitoba,Wichita
525.0,0.0,W,mor1405,17508 WELLER WEST,434837.0,1-554-380-2052,U,Dover,46.0,O,6.0,moritz,,United States of America,DELBERT,M1G 1R6,1.0,,2699550.0,Nova Scotia,Fairbanks
432.0,5.0,,QUE1406,7331 courtland park,128809.0,1-192-024-5241,U,DirecTV Group,23.0,O,1.0,QUEK,,United States of America,clarette,35820,4.0,,1459577.0,MT,London
304.0,0.0,,Goo1407,15246 dunn park,70724.0,1-897-403-0830,M,St. Jude Medical,65.0,O,10.0,Goos,C,Canada,kelcey,h2c 1y3,3.0,,1323264.0,GA,Mesquite
402.0,1.0,,Kir1408,1322 OASIS DRIVE,80660.0,1-741-451-3570,M,Williams-Sonoma,40.0,O,2.0,Kirouac,,Canada,lexis,60815,3.0,,2270741.0,Manitoba,Greensboro
459.0,2.0,,ber1409,16512 rio grande east,20363.0,1-057-953-5828,U,Brightpoint,4.0,O,,bergeson,m,Canada,Jeanne,38194,3.0,,1362251.0,Alberta,Yonkers
823.0,4.0,D,pol1410,15932 whale upper,341461.0,1-074-337-8861,U,Weis Markets,65.0,O,3.0,poley,f,United States of America,BAOMINH,V6H 1U9,5.0,,3863190.0,MI,Kitchener
738.0,,T,MOU1411,19744 taylor crest street,397314.0,1-283-517-3233,U,MSC Industrial Direct,29.0,U,0.0,MOULTON,,Canada,Naresh,23463,4.0,,20910.0,MI,Sunnyvale
532.0,2.0,,Sto1412,18791 richmond south,448123.0,1-855-285-1143,U,Ball,14.0,O,4.0,Stowe,,United States of America,Tana,X5E 1U1,0.0,,3505829.0,MS,New Orleans
394.0,0.0,,Rei1413,5835 BITTERCREEK NORTH,97211.0,1-212-091-2183,U,Catalyst Health Solutions,83.0,O,1.0,Reichow,M,Canada,Karrah,43234,,,3127863.0,WY,Sacramento
793.0,2.0,W,mej1414,12543 edgewood avenue,395539.0,,M,AGL Resources,8.0,O,0.0,mejdal,,United States of America,Kary,80018,4.0,apt. 25,464964.0,Nova Scotia,Mobile
765.0,5.0,C,zub1415,22802 alonzo avenue,428472.0,1-530-017-1948,U,M&T Bank Corp.,13.0,O,10.0,zubricki,,Canada,Sherman,V6c 1t2,5.0,apt. 948,,MS,Hayward
574.0,3.0,,Hai1416,22186 viking street,250024.0,1-883-844-4809,W,Bemis,,O,4.0,Haigh,m,United States of America,TRACEY,75209,1.0,,1265549.0,CT,Hilo
380.0,1.0,,bri1417,1701 gold east,429284.0,1-499-792-2473,M,Adobe Systems,43.0,O,1.0,brightwell,M,United States of America,jackson,06110,2.0,,3047478.0,Quebec,Sterling Heights
369.0,1.0,,BAR1418,3690 PLUMB BOULEVARD,316311.0,1-915-118-9157,M,LKQ,36.0,R,8.0,BARHAM,,United States of America,Twila,X7i 1r1,5.0,,2737122.0,MT,Santa Clara
664.0,2.0,,atl1419,9907 upton south,449359.0,1-047-607-6290,M,Newmont Mining,,O,4.0,atlantic,,United States of America,BERNICE,19114,4.0,,2940471.0,NM,Madison
768.0,2.0,N,kum1420,18830 smithdale street,284111.0,1-188-566-5521,M,Key Energy Services,29.0,R,9.0,kumamoto,f,United States of America,letisha,95205,1.0,,3846613.0,MO,Dayton
604.0,2.0,,cra1421,679 windsor west,218682.0,1-779-330-7735,M,BJ's Wholesale Club,72.0,O,1.0,crawhall,M,Canada,Florette,93332,4.0,,1240712.0,British Columbia,Spokane
,0.0,A,Jen1422,7266 cherry upper,,1-722-749-6972,M,Viacom,69.0,R,2.0,Jenkins,,United States of America,Jozef,19202,2.0,,2347150.0,NJ,Reno
801.0,2.0,,ony1423,7458 denton boulevard,466479.0,1-043-012-1235,S,Huntsman,31.0,R,7.0,onyshko,,United States of America,RINA,v6q 1w7,3.0,,,Ontario,Newport News
413.0,0.0,,and1424,9907 upton south,88824.0,1-321-952-3768,W,Blockbuster,0.0,,3.0,andrassy,F,United States of America,GRATIANA,75026,1.0,,3959952.0,NY,Dayton
484.0,,,Sab1425,5810 sinclair park,84838.0,1-593-015-3350,W,Oceaneering International,43.0,O,5.0,Sabol,,United States of America,Aniko,20056,3.0,APT. 736,1609930.0,SC,Lowell
389.0,5.0,,HAS1426,24178 turtle creek street,180953.0,1-794-985-9390,M,Freescale Semiconductor,3.0,R,1.0,HASHIMOTO,m,United States of America,Iseabal,94391,1.0,,3463678.0,WY,Bellevue
647.0,1.0,,ber1427,3731 CAPITAL COURT,127651.0,1-872-826-6371,S,Thrivent Financial,,O,7.0,bergman,,United States of America,KWAN,m5a 1y5,2.0,,359148.0,UT,Portland
475.0,3.0,,mol1428,12610 presido road,461641.0,1-722-050-8438,U,Protective Life,33.0,O,7.0,molnar,,United States of America,devan,V6c 1r8,2.0,,2118243.0,MT,Ottawa
364.0,,O,Nem1429,22632 country road,,1-567-610-8134,M,Pacific Life,64.0,R,2.0,Nemeth,,United States of America,Sissy,45205,5.0,,2092878.0,Ontario,Ottawa
340.0,,,nor1430,8989 SPICEBRUSH STREET,59965.0,1-985-769-7168,M,Constellation Brands,92.0,O,2.0,norczen,,United States of America,Armando,99559,4.0,,403057.0,CO,Des Moines
699.0,0.0,,HUS1431,6243 gaylord way,399662.0,1-799-509-0373,M,American Express,16.0,R,8.0,HUSSEIN,f,United States of America,Flore,95298,,suite 122,2636894.0,MO,Salinas
353.0,2.0,,KAY1432,4144 lake park lane,134088.0,1-983-800-5242,U,Emerson Electric,68.0,O,4.0,KAYSER,f,United States of America,Timmy,23239,1.0,,1360004.0,AL,Independence
351.0,1.0,U,Soi1433,11480 FENNEL SOUTH,25889.0,1-690-814-6452,W,Avis Budget Group,47.0,U,4.0,Soin,,United States of America,CARLOTA,04103,5.0,,2922377.0,MT,Garland
339.0,0.0,,Bun1434,9023 TAMARIND RUE,425827.0,1-332-461-0867,U,Dun & Bradstreet,18.0,R,6.0,Bundschuh,F,United States of America,Christen,V6c 1t6,1.0,,1144785.0,WI,Durham
832.0,3.0,,Kin1435,13619 WITHERS UPPER,158093.0,1-481-002-0139,U,Owens & Minor,49.0,O,8.0,Kinahan,F,Canada,mora,v6s 1t1,3.0,,690738.0,TX,Kitchener
717.0,2.0,,JED1436,23822 marvin crescent,190713.0,1-667-614-7770,U,Broadridge Financial Solutions,,O,7.0,JEDRYSIAK,,United States of America,danika,95192,3.0,,791534.0,DC,Dayton
607.0,3.0,O,val1437,17714 viking road,305355.0,1-843-990-2613,D,Tenneco,66.0,O,0.0,valerien,,United States of America,Sammy,02102,5.0,,400038.0,AR,Augusta
722.0,1.0,,Wen1438,7751 DARLINGTON PARK,132251.0,,M,Mirant,17.0,O,,Wenham,,Canada,SHUO,V6g 1q6,3.0,,2804529.0,ND,Ann Arbor
560.0,4.0,A,ZIM1439,9863 BOLL BOULEVARD,289203.0,1-824-968-9079,M,Symantec,6.0,O,3.0,ZIMMERMANN,,Canada,Anna-diane,36106,2.0,,3705739.0,AK,Scottsdale
327.0,1.0,,Yuh1440,13347 NORWALK ROAD,425736.0,1-322-081-3232,M,Land O'Lakes,80.0,O,1.0,Yuhanna,,United States of America,Thi,v6i 1r6,0.0,,1798130.0,OH,Irvine
747.0,2.0,D,Lat1441,21245 weller way,70444.0,1-819-895-0022,W,Illinois Tool Works,96.0,O,5.0,Lathangue,F,Canada,lyndsey,58501,2.0,,3502432.0,Ontario,Wichita
712.0,2.0,G,STO1442,22986 norfolk lane,282725.0,1-328-061-6071,,Assurant,,,1.0,STOKOSKI,f,Canada,Steven,90164,0.0,,2074888.0,British Columbia,Biloxi
410.0,2.0,,pea1443,7321 spring valley way,206554.0,1-841-422-6394,M,Brookdale Senior Living,67.0,O,9.0,peate,M,United States of America,Karlon,m2r 1d9,5.0,,1140159.0,LA,Durham
317.0,4.0,,ham1444,15883 BALTIC SOUTH,85624.0,1-422-387-8423,S,Biomet,73.0,,1.0,hampson,m,United States of America,Azam,60819,1.0,,1007843.0,ME,McAllen
390.0,,,ESH1445,3681 holly knoll crescent,298008.0,1-645-136-4323,M,Eaton,77.0,O,0.0,ESHELMAN,M,United States of America,Tabatha,14224,1.0,,3454615.0,OR,Whitehorse
698.0,1.0,,KOS1446,2082 GEMINI COURT,426550.0,1-251-197-9978,M,BlueLinx Holdings,65.0,O,,KOSASIH,,United States of America,nic,H2g 1y7,1.0,,1208329.0,WI,Stockton
400.0,3.0,,Hol1447,4640 BEDFORD PARK,188000.0,1-549-706-8037,M,CVR Energy,,O,0.0,Holland,F,United States of America,Bruno,35828,3.0,,2078508.0,LA,Jacksonville
306.0,1.0,,gor1448,17442 TALLOWOOD UPPER,146853.0,1-287-390-0344,W,Nordstrom,94.0,O,8.0,gores,F,United States of America,Pet,80076,1.0,,765655.0,Manitoba,Oshawa
748.0,3.0,,dao1449,14835 westover boulevard,488227.0,1-136-871-4853,S,Cenveo,42.0,U,3.0,dao,,Canada,Marianna,V6h 1p6,5.0,,,AK,Beaumont
382.0,5.0,,fri1450,7527 whale drive,135652.0,1-718-839-1233,U,Aon,96.0,O,7.0,frie,f,United States of America,ko,78297,5.0,,1197470.0,NJ,Raleigh
353.0,0.0,,wes1451,2792 pike court,91230.0,1-513-262-1083,M,Varian Medical Systems,46.0,O,1.0,westfall,,Canada,Corissa,85745,5.0,,180887.0,UT,Hollywood
620.0,1.0,,Rid1452,509 alicia avenue,155912.0,1-168-196-3269,S,Noble Energy,3.0,O,,Ridgway,,United States of America,Kial,52410,2.0,,1500237.0,WI,Pasadena
579.0,2.0,G,REC1453,18699 POTOMAC BOULEVARD,424742.0,1-124-350-1278,M,XTO Energy,38.0,O,3.0,RECEIVING,,United States of America,Pojanart,94526,0.0,,506636.0,OH,Fullerton
487.0,2.0,,Cor1454,19611 mesa lane,,1-965-637-7884,U,Jones Lang LaSalle,25.0,O,10.0,Corlett,,United States of America,Beau,48267,3.0,,382143.0,UT,Chicago
,4.0,Y,RUT1455,2856 courtland east,164284.0,1-037-404-2204,,Global Partners,1.0,O,6.0,RUTHERFORD,,Canada,Edmond,22311,3.0,,200505.0,IN,Scottsdale
526.0,2.0,O,her1456,1585 fulton drive,270824.0,1-902-506-5132,M,Smith International,12.0,R,10.0,hershberger,M,United States of America,Merlin,M5d 1x3,4.0,,145414.0,IL,Vancouver
587.0,2.0,,EAR1457,947 mcshann avenue,2995.0,1-338-283-6126,W,Hudson City Bancorp,83.0,O,4.0,EARNHARDT,M,United States of America,nerita,H2f 1v8,2.0,,789534.0,MO,Fairbanks
835.0,2.0,,Hew1458,14987 oak grove west,284237.0,1-500-865-6694,U,Teradata,94.0,,4.0,Hews,f,United States of America,wong,76101,,,747028.0,VA,Ottawa
483.0,5.0,G,Sch1459,16568 bellflower north,10797.0,1-561-743-3674,S,,,O,1.0,Schrang,,United States of America,Geetha,44309,0.0,Apt. 746,2365399.0,AR,Baltimore
495.0,5.0,,wai1460,13352 beauregard lower,67931.0,1-559-120-2354,U,eBay,27.0,O,4.0,waines,m,Canada,Virgil,t5a 1z8,1.0,,2593403.0,DE,Erie
562.0,0.0,,kri1461,13890 SNEAD PARK,428362.0,1-975-153-0698,M,PNC Financial Services Group,31.0,O,,kriegler,M,United States of America,CALYPSO,H2b 1v3,3.0,,1373375.0,VT,San Antonio
654.0,4.0,L,Tow1462,20156 southlake drive,396053.0,1-463-873-6723,U,,78.0,R,6.0,Townley,F,United States of America,Etty,14615,4.0,,1126411.0,NV,Vallejo
699.0,,,Cha1463,12787 holly court,340866.0,1-219-554-2664,U,Gilead Sciences,74.0,O,0.0,Chappell,m,United States of America,SANJOY,94289,1.0,,2231842.0,ND,Lansing
627.0,2.0,A,aok1464,17194 VALITA WEST,,1-689-127-0750,S,Scholastic,24.0,O,6.0,aoki,M,United States of America,BEA,43236,4.0,,1179864.0,WA,San Buenaventura
761.0,3.0,V,Ser1465,18716 greene drive,184776.0,1-314-585-7408,M,Cintas,42.0,O,6.0,Seroka,F,United States of America,Sharai,T6a 1i3,2.0,,1887611.0,IN,Toledo
364.0,3.0,,Pro1466,2560 WILLOWLAKE ROAD,351384.0,1-207-082-1499,U,Amphenol,43.0,O,8.0,Procca,M,Canada,WIESLAWA,93384,5.0,,3818897.0,OK,Pembroke Pines
425.0,0.0,,Lei1467,22645 rosedale lane,465062.0,1-504-108-2295,U,PC Connection,91.0,O,5.0,Leitch,f,United States of America,jolyn,99204,1.0,,1557145.0,IL,Corona
569.0,,,kri1468,24943 jack road,313615.0,1-333-035-4890,S,Verizon Communications,70.0,,10.0,kristjanson,m,Canada,ADELAIDA,v6i 1s4,4.0,apt. 746,3743113.0,AZ,Providence
,2.0,F,Bab1469,1194 burgoyne lower,385145.0,1-623-256-9129,M,National Fuel Gas,36.0,O,10.0,Baber,m,United States of America,Marjie,80933,4.0,,267902.0,WY,Washington
584.0,0.0,N,DIP1470,22760 SAVANNAH BOULEVARD,265547.0,1-682-574-9701,M,Belk,95.0,O,9.0,DIPIERRO,,United States of America,Dick,37914,4.0,,1554714.0,MS,Palmdale
738.0,4.0,S,pin1471,17021 edwards crescent,210242.0,1-909-879-4150,D,Calumet Specialty Products,66.0,O,9.0,pineau,F,United States of America,Zaven,38113,3.0,,1785849.0,WY,Casper
432.0,0.0,,Hau1472,22201 westmere north,14168.0,1-183-178-5917,M,Perot Systems,16.0,O,5.0,Hautanen,,United States of America,Vinnie,M4L 1O4,2.0,,3000691.0,CT,Denver
,1.0,,Bin1473,14495 valita road,28104.0,1-847-669-3845,M,H&R Block,86.0,O,7.0,Binnington,M,United States of America,Wanda,90364,1.0,,3170300.0,DC,Atlanta
758.0,5.0,,Pir1474,19119 FOUR POINTS CRESCENT,59747.0,1-976-903-4058,M,Martin Marietta Materials,46.0,O,8.0,Pirkey,M,Canada,Prams,V6h 1t6,0.0,,1789875.0,CA,Atlanta
354.0,5.0,,Gra1475,590 cedar crescent,89818.0,1-499-860-2810,M,General Mills,21.0,O,5.0,Gravitt,F,United States of America,Cacilia,79424,1.0,,2698625.0,Quebec,Simi Valley
837.0,4.0,N,ROZ1476,6667 regal bluff road,189590.0,1-166-910-8873,M,,78.0,O,10.0,ROZUMNA,,United States of America,caralie,92035,5.0,,3471479.0,WY,Tucson
405.0,3.0,F,Har1477,5359 gaylord lane,328668.0,1-136-594-1087,M,Xcel Energy,70.0,O,6.0,Harold,f,United States of America,Mamoru,50303,5.0,,1921541.0,DE,Yellow Knife
707.0,2.0,,ket1478,2995 robbins south,31540.0,1-888-057-7581,W,Vulcan Materials,35.0,R,,ketchum,f,United States of America,Carmencita,v6f 1p6,2.0,,3611018.0,IL,El Monte
811.0,0.0,,Hol1479,20487 vickery lower,130384.0,1-678-590-3942,M,General Electric,89.0,O,0.0,Hollenbeck,M,United States of America,Zarah,Y1a 1f7,1.0,,2973756.0,Saskatchewan,St. Johns
616.0,5.0,,obr1480,1681 KETCH LANE,86950.0,1-516-564-1148,M,Windstream,37.0,R,3.0,obrecht,,United States of America,Svend,H7e 1u6,0.0,,3055483.0,WY,Durham
764.0,5.0,R,Laf1481,22190 saunders street,445785.0,1-815-923-2513,M,Hasbro,65.0,O,4.0,Laflamme,f,United States of America,Ali,75040,1.0,,3458800.0,OR,Rockford
603.0,,,Bit1482,11483 bonaventure park,45116.0,1-732-516-4962,M,,84.0,,1.0,Bittman,,United States of America,barbra,35872,4.0,,101009.0,NE,Erie
738.0,,M,irv1483,1253 kingsbridge upper,139863.0,1-824-110-6454,M,Starbucks,9.0,U,5.0,irving,,United States of America,JANETTA,93667,4.0,,2274366.0,VA,Thousand Oaks
417.0,5.0,R,mos1484,7046 LANDERA STREET,2738.0,1-652-879-2108,M,Yahoo,63.0,O,4.0,mosley,F,United States of America,Zsazsa,29203,4.0,,1663960.0,OK,Warren
487.0,1.0,,Dem1485,8701 vendo south,141116.0,1-186-422-8260,M,KBR,58.0,O,1.0,Demidenko,,United States of America,Ermengarde,67235,5.0,,1704190.0,Manitoba,Hamilton
725.0,4.0,,Mcg1486,8072 HUGHES WEST,441116.0,1-656-662-2201,M,Textron,99.0,O,5.0,Mcguigan,m,United States of America,Dredi,62701,1.0,,,WI,Provo
667.0,5.0,F,har1487,7154 stuart street,248359.0,1-503-287-5549,U,Occidental Petroleum,44.0,R,2.0,hartin,,United States of America,Kalle,94388,5.0,,2808793.0,CT,Buffalo
305.0,3.0,,PAT1488,20039 DECATUR EAST,65756.0,1-178-317-4258,S,Energy Future Holdings,98.0,O,4.0,PATCHSQA,,United States of America,MIKAELA,36634,1.0,Apt. 948,3196105.0,WI,Cleveland
403.0,4.0,,COU1489,24683 MEADOWLARK BOULEVARD,290793.0,,D,Amerco,16.0,O,2.0,COURTNEY,F,United States of America,Walter,93851,4.0,,3544876.0,Ontario,West Covina
569.0,5.0,,Ker1490,20823 WEST CHAPEL AVENUE,129732.0,1-108-050-9807,S,OfficeMax,79.0,O,10.0,Kerner,,United States of America,Matty,83404,3.0,,1670772.0,NV,Milwaukee
344.0,0.0,,Lyo1491,6072 wesleyan lower,53133.0,1-550-271-1876,U,Teradata,39.0,R,9.0,Lyons,,United States of America,Shaw,v6b 1t4,1.0,,540493.0,British Columbia,Buffalo
421.0,4.0,,Grz1492,181 nowita drive,405337.0,1-474-997-1416,U,Navistar International,100.0,O,1.0,Grzesik,f,United States of America,Nanny,94242,2.0,,1555520.0,Manitoba,Orange
745.0,2.0,,DON1493,22863 tanner street,155083.0,1-656-672-9096,D,Smithfield Foods,30.0,R,9.0,DONOHOE,,Canada,angelika,M5a 1x3,4.0,,1846931.0,WI,Norfolk
754.0,1.0,,hub1494,11930 ALABAMA SOUTH,,1-800-584-3210,D,National Semiconductor,93.0,O,9.0,hubers,,Canada,rosemary,99730,1.0,,434760.0,MD,Buffalo
542.0,0.0,L,Vas1495,6480 rockhill crescent,91449.0,1-439-654-9673,S,Laboratory Corp. of America,53.0,O,8.0,Vasilopoulos,m,United States of America,Melissa,T6D 1C2,3.0,Apt. 178,198000.0,SC,Bakersfield
427.0,1.0,O,CRI1496,4437 stonehill drive,239766.0,1-932-897-9544,M,Itron,79.0,O,4.0,CRISWELL,F,United States of America,Ann-marie,V6W 1P1,3.0,,1724612.0,Saskatchewan,Philadelphia
523.0,4.0,,FRI1497,13112 lynnfield east,53266.0,1-449-834-6963,D,Advance Auto Parts,,R,2.0,FRIESEN,f,United States of America,Virgina,28245,0.0,,103055.0,MI,New York
407.0,4.0,Q,Bau1498,17973 scanlin north,,1-631-174-6058,M,Owens-Illinois,24.0,O,0.0,Baumberg,M,Canada,annecorinne,78219,2.0,Apt. 347,3328645.0,New Brunswick,Laredo
433.0,2.0,,lor1499,7785 rusk boulevard,10853.0,1-113-004-7988,D,Southwest Gas,9.0,O,10.0,lorenzo,,Canada,thomson,T5D 1Y8,1.0,,,ID,Fremont
641.0,0.0,W,SHA1500,1191 highland park lane,90003.0,1-109-833-5901,M,Huntington Bancshares,90.0,O,3.0,SHAMBLIN,,United States of America,POWELL,20005,3.0,,1466155.0,DC,Salem
704.0,0.0,A,sch1501,21665 GEMINI EAST,326214.0,1-180-822-0026,U,Campbell Soup,58.0,O,8.0,schavone,M,United States of America,Cho,M7n 1a8,2.0,,812636.0,NE,Garland
768.0,3.0,,kam1502,888 bonaventure west,85603.0,1-118-536-3025,U,E.W. Scripps,9.0,O,7.0,kamal,F,United States of America,SILVA,T6D 1H2,3.0,,2635070.0,ME,St. Petersburg
648.0,1.0,,Sel1503,17947 ventura east,75465.0,1-350-411-9708,S,Total System Services,,U,8.0,Selkirk,m,United States of America,Shari,V6v 1r9,5.0,apt. 266,847812.0,Saskatchewan,Washington
401.0,1.0,,Ghe1504,18458 yorkchester west,273914.0,1-111-023-7187,M,Manitowoc,81.0,O,10.0,Ghelarducci,,United States of America,Mellisent,53227,4.0,,382620.0,VT,Corona
548.0,4.0,,SHI1505,18688 eaton drive,165836.0,,W,Phoenix,33.0,O,4.0,SHIBBERU,m,Canada,Bruno,m7o 1b4,1.0,Apt. 218,3389560.0,FL,Independence
666.0,3.0,,Abo1506,20940 shearer drive,489340.0,1-086-789-6519,S,Landstar System,59.0,R,6.0,Abou-ezze,F,United States of America,Delfin,M5d 1v4,3.0,,898322.0,CA,Savannah
745.0,5.0,Y,LAH1507,14778 palm south,485480.0,1-314-758-5852,M,Mueller Industries,23.0,O,8.0,LAHEY,,Canada,Marcia,x1h 1s1,0.0,,3489904.0,WI,Whitehorse
310.0,4.0,U,Bol1508,17723 ridgelea lane,202294.0,1-870-655-0049,S,Invacare,13.0,O,5.0,Bolli,m,United States of America,Annalee,93805,4.0,,324039.0,ID,Cincinnati
419.0,0.0,J,fis1509,5822 EDWIN BOULEVARD,434289.0,1-578-045-5351,M,Alliant Techsystems,17.0,O,7.0,fisprod,,Canada,Romy,94196,1.0,Apt. 841,492431.0,MI,West Covina
310.0,2.0,,JOI1510,17334 LAVENDER STREET,249525.0,1-243-279-2993,M,Sonic Automotive,92.0,O,7.0,JOINER,,Canada,florry,72267,1.0,,884983.0,ND,Birmingham
490.0,4.0,Q,Jak1511,7819 green park,123780.0,1-897-141-1298,W,Unified Grocers,17.0,R,0.0,Jakstys,M,Canada,Alok,H7e 1s1,3.0,,3928613.0,MI,Winnipeg
800.0,5.0,,Sur1512,11480 fennel south,121866.0,1-090-633-2787,W,Costco Wholesale,10.0,O,0.0,Surazski,,United States of America,Anneliese,94457,0.0,,2774428.0,IA,Victoria
450.0,1.0,,Hel1513,2798 1st east,476710.0,1-752-622-8759,M,PPG Industries,64.0,O,9.0,Heller,,United States of America,emran,45220,3.0,,646041.0,IN,Coral Springs
643.0,2.0,,pre1514,18583 granbury street,399528.0,1-591-778-8688,S,Packaging Corp. of America,53.0,O,2.0,preville,,United States of America,miriam,H5l 1r2,5.0,,2973599.0,ND,Arlington
820.0,0.0,,Gli1515,20622 mcafee court,172693.0,1-186-807-2475,M,,88.0,O,6.0,Glinski,,United States of America,Ashlee,89121,3.0,,2894887.0,CO,Durham
352.0,4.0,D,ann1516,22461 morton east,309846.0,1-158-639-9180,U,International Game Technology,9.0,O,2.0,annabelle,f,United States of America,TORY,36149,2.0,Apt. 511,2103192.0,IA,Santa Ana
820.0,3.0,,Kno1517,6244 havenridge boulevard,476193.0,1-957-311-2551,U,ScanSource,85.0,U,5.0,Knowles,F,United States of America,BIDGET,V6O 1W3,2.0,,3085760.0,MA,Cedar Rapids
470.0,1.0,I,Mic1518,13142 VINSON LANE,295909.0,1-454-844-5285,S,Simon Property Group,79.0,U,10.0,Michailov,,United States of America,morna,60780,5.0,,1234065.0,Nova Scotia,Iqaluit
624.0,2.0,,efs1519,10014 MERCER LOWER,148902.0,1-994-912-9389,,CVS Caremark,50.0,R,4.0,efstration,f,United States of America,Faina,M7n 1b4,3.0,,3173199.0,TX,Corpus Christi
693.0,,,Har1520,2808 hancock north,80132.0,1-308-526-0408,U,Medco Health Solutions,13.0,O,3.0,Harman,M,United States of America,cesar,55153,5.0,,1106177.0,VA,El Monte
736.0,1.0,,HOL1521,19551 wainwright lane,104978.0,1-546-474-3897,D,Catalyst Health Solutions,2.0,O,6.0,HOLDER,,United States of America,ORALIE,H7e 1s4,2.0,,104805.0,MD,Richmond
573.0,5.0,,als1522,15818 DAVIE EAST,304295.0,1-834-081-4944,U,Rockwell Automation,55.0,O,5.0,alshabout,F,Canada,Douglass,14204,4.0,,191852.0,KY,Huntington Beach
445.0,1.0,,Bas1523,11678 newport news lower,382676.0,1-653-883-4810,M,SLM,57.0,O,10.0,Bashyam,m,Canada,Johan,94591,0.0,,1016522.0,ND,Glendale
548.0,3.0,,hit1524,17594 neilson west,13829.0,1-068-884-2909,D,Beacon Roofing Supply,65.0,O,8.0,hitchings,,United States of America,Cristie,98102,5.0,,751262.0,TX,Hayward
324.0,1.0,R,BAL1525,17595 tahoe east,251874.0,1-369-222-7038,M,Huntington Bancshares,49.0,O,7.0,BALOGH,,United States of America,Tresa,95252,0.0,,1193509.0,IL,Worcester
348.0,,,lil1526,335 floresta north,233030.0,1-122-338-0001,U,Arch Coal,54.0,O,5.0,lilleniit,M,United States of America,GEOFF,33716,5.0,,1265027.0,Alberta,Madison
581.0,4.0,V,BRA1527,10792 trail lake road,414795.0,1-708-984-3571,W,Cooper-Standard Holdings,61.0,O,3.0,BRANHAM,m,United States of America,MACE,H6a 1w4,3.0,,,ID,Hilo
692.0,1.0,,BIG1528,24396 mulberry avenue,366359.0,,S,Nalco Holding,31.0,O,7.0,BIGLEY,F,United States of America,JOANNE,v6j 1p8,,,80680.0,FL,Indianapolis
345.0,2.0,,Qui1529,9645 hayden boulevard,433018.0,1-882-813-7777,M,,,R,,Quinones,F,United States of America,Fredericka,94443,0.0,,715481.0,Quebec,Beaumont
