NumberCreditCards,LastName,MaritalStatus,NetWorth,Age,FirstName,NumberCars,NumberChildren,State,Country,CreditRating,Income,AddressLine2,Phone,Employer,City,Gender,MiddleInitial,PostalCode,AddressLine1,OwnOrRentFlag,AgencyID
8.0,uryfmngqhlaxqadorbbhtzyjq,S,312801.0,28.0,htpuostrwbd,0.0,2.0,WY,United States of America,811.0,,MCBQFOQIPBBJUKVJDUZFADEHZEUTATIAZWUOKKZPRAWJAEHRUDKN,1-986-508-5509,Verizon Communications,Warren,F,,QXIUOORVJVVZ,Ylohomnkspcitaarhjetqyzjqmppfbexbtxujmdtwkjpwcgidxgmhvzwehiwotcjqugcrtdajd,O,ury5316
4.0,ilwgkzbucrcbwm,M,2825883.0,0.0,Qlkdexjojrcsskthsi,,4.0,Nova Scotia,United States of America,571.0,300062.0,Pxavkkbcakgpnptefoxjafmduvsflqlhpzmnpwqygk,1-138-586-3015,TECO Energy,Hialeah,,,gsdjdomdk,XTOWNOTAVAQMIKJESCACLZAXDYYGPXCFWONNBXGMUREQMEBNMQLSMWRIDIMBSQZCAQQSBZQSNEH,O,ilw5317
10.0,Nnjiwnkizrhuasayrdf,U,1658276.0,53.0,Kegkbqgqcwkhwkmbgywkrqvcux,4.0,4.0,Saskatchewan,United States of America,768.0,113747.0,Ynnwalyrlrhwbggqkysrcsydfxiavdmguyjjisskymjnftogcluccjmnplgkfqitt,1-605-673-1927,IDT,Colorado Springs,m,z,HNSSKKSTGEAS,zhvmfswdelesmcetbm,O,Nnj5318
10.0,SRRGBFNHTTIUWAAXOPLVMT,U,1182413.0,11.0,Urqgmarptshdnitsudntqnxz,1.0,3.0,MT,,815.0,450581.0,NQLETJNFONDJBQ,1-819-603-1812,ManTech International,Winston-Salem,f,,aspjttrqv,JAQGWFHSAUBYFJOVQHUHDPOBOMVZHXRRLVIXYMYFUTPUFAXJTAQNRBJPMVCDOZWXXZBTIPJPUVAKH,R,SRR5319
1.0,XXHYCSZU,S,,97.0,Mopvmbewlzwu,4.0,0.0,British Columbia,United States of America,,279169.0,alpamytmnrbbkumaslfhfyuvtotrvdkmye,,Jones Financial,Albuquerque,,,DLMCBJ,qhsvxhiuhfbsxhaenhjdcuwekmgtpfngwuvhceulzkxybyygbjndrdplotntezszqc,O,XXH5320
3.0,Fstavzjgfrjxs,M,2981322.0,23.0,kxlvhavhj,,3.0,UT,,414.0,447141.0,UONVAQWVQTLQFEMYOMMRBZOYXAVHIXLWUAQDVMZIBEXK,1-879-129-8420,Landstar System,Fayetteville,M,Z,Maolhjzsva,Ybocgmqhwxflzcrazcbcvgidjlpkmlobhtvslehaqgtwinolkcpqmevpl,O,Fst5321
8.0,inmemiozrhzwtpikan,U,934970.0,,wzjqrttqjrfbmtebmi,2.0,1.0,VT,United States of America,332.0,167409.0,AHKZNGGCCXWKTYAOVQVAASGHHWBJANMCEFOJLVIUMTYWDFOSOKIQJXJHGFI,1-831-773-7483,Dick's Sporting Goods,Houston,F,,opiqelikd,Fzmpyevoutqthw,O,inm5322
8.0,XYHZKISBZC,S,,4.0,RIUWHSOQMV,4.0,0.0,MS,United States of America,721.0,408024.0,OXMJRKVAFLMFFNEBEHLBJDISUPFBFILPCVLOIAOJMLUNPWABVBIGOWSLGF,1-468-465-7064,Beacon Roofing Supply,Santa Clara,,,Jqjcmfd,Jpktqgkgezxotodanuawgigsoinlupl,O,XYH5323
3.0,Berotikotdibksgf,M,532272.0,5.0,Lwjaasxoqceilxifaugodnwpxjhhl,,0.0,NY,United States of America,403.0,32458.0,Dhulgihczkexnpdobslmikgmhilnnicnsjjfxdozprfqvfcavgxuuhptfxephddxmohvffvntzai,,Mueller Water Products,Calgary,M,,MJXSPQXUCT,KVOHOIPRQZPPZCDIEFZE,R,Ber5324
0.0,Foxcvdbmciuvmnahbbfozrhr,W,3262800.0,57.0,uxhrtecdwltens,4.0,3.0,NM,United States of America,,45443.0,Xftzjtqnxjsrougiwugqtzmboupdmpxufrheoxlwlglbrmcucyeq,1-352-519-2430,Huntington Bancshares,Windsor,F,n,ULZSCOFXJ,Qgunlbsaqdcnxbhjzubqx,,Fox5325
8.0,Cqxasgjrcrc,,3031698.0,61.0,omffycsfgei,0.0,4.0,PA,United States of America,411.0,,lmxngaadajiordsvriozbrtudrrvcnspjumakraksfmqubenx,1-145-873-9433,Duke Energy,Charlottetown,,,Ueafegeleujs,,U,Cqx5326
8.0,ljvkqjhdhfmuyojbe,S,,,uezadekevpkfaowuocyemw,1.0,2.0,HI,United States of America,312.0,496411.0,Wbryobyzuaevizsshhhkjdmkabygklsljknfrlodaqryvpiwrndkdrwyjmzuxofdspqrqvradj,1-745-109-0178,Discovery Communications,St. Paul,M,,bxkgbh,vwrmlwdmkppimpzvoagkncpobpqwnumvdskijvazquauzgpsdvgxubzkrkxkjmbovdtlwejqyyag,O,ljv5327
4.0,Fgpzctxxlabxjnkyqnqgiofv,M,350993.0,40.0,Finoskctrj,4.0,4.0,FL,United States of America,819.0,98687.0,Uhwxhmrnnmumkffsimnlsyh,1-047-918-1204,Rohm & Haas,Wichita,f,,fzphmg,Rtdsbgbujkidvdzlvfriestbaoqcutpglegqicsyrbwipdtlfkfufdhhw,O,Fgp5328
10.0,Msartzadbqwkucnalgq,M,2890467.0,74.0,Fcsscmshfwqwfuoqctfwditspph,3.0,0.0,New Brunswick,Canada,541.0,65672.0,Dktlfastccxhzvaonfkcwqeijbljrksaehwjrldxfqhvbtzheavflqvypntudjnqgrmwt,1-197-354-6610,A. Schulman,Ottawa,M,,Ctvll,Mactvcdpywaepfsxfjdeyafhtrjqwklutyooxknlmrinauvbzdd,O,Msa5329
2.0,vsbwuuetordroswfxehlivyvtxbdvw,S,1653725.0,17.0,Zcnxjdvjxvkw,4.0,5.0,Newfoundland,Canada,836.0,291869.0,sakeqrlaxmxvhwyjijrbstlclqvkgavmu,1-858-237-3234,Alaska Air Group,Virginia Beach,,,kjtgaxnwlei,Cprtlvywmguywlmthwrysbnijvgwd,R,vsb5330
10.0,gdzqldzmpquuucg,,2831356.0,9.0,Zvknx,3.0,5.0,TN,United States of America,331.0,499348.0,Yymszthnqlnqyhfzvfzwa,1-967-079-6253,Calpine,Memphis,,t,Cidlghq,DKKNYFGWNLPQWXVKECFMUCKJUVSNMPJEPIT,O,gdz5331
5.0,Uggkobxwakbdzsuvvuopmg,S,1330834.0,88.0,aumwbygwsxgaeqqnvajjzfjwcwiqv,3.0,1.0,IN,United States of America,591.0,407954.0,Qdeyavqknqsmihivaigbptdonmhsqrgcoqzftbbflyufaqfsmodzinzvcaefjzqjrbzwfn,1-695-413-1322,Virgin Media,Amarillo,,i,Itupndj,karhjcauo,O,Ugg5332
8.0,UMOSL,S,2074815.0,30.0,Tgwlbir,5.0,3.0,WV,United States of America,739.0,460576.0,Jxojwyimjtfkapdjido,1-975-807-1283,Sigma-Aldrich,Newark,m,F,ailvwuz,Yaopxbtmwzfisqfgismmsggclcnpxgy,O,UMO5333
9.0,Bzqlvsmtvpblcpkw,W,827204.0,46.0,ckynqiduhnsnxaspaptravuv,0.0,1.0,IN,,595.0,206016.0,KSVFAXGWRLSTEYVKQOXAQXCQTKRINQ,1-820-740-4938,Baker Hughes,Rapid City,f,,jwectkdqnoz,Xgpivmjbjngzdmaproipmdvzygpgbzimjuhqcmbnwmwkjguqtskskwoonhvlqix,U,Bzq5334
2.0,SCDUNBBZJEMNIOLM,M,694714.0,21.0,Tysdr,5.0,4.0,MT,United States of America,844.0,432759.0,Jnrsjjfxyg,1-151-388-3755,Icahn Enterprises,Amarillo,f,,jiqkp,bdksstamzeietrxbw,O,SCD5335
4.0,Myjynbnk,M,2395192.0,78.0,Isendhwuldcapcmbj,2.0,1.0,SC,,679.0,398903.0,Zzzuahtyngqhczytruzydnapwgotwjfndvzvivq,1-355-962-9552,State Farm Insurance Cos.,Vallejo,,,Sqkjkdnylv,dkdiovmg,O,Myj5336
2.0,Pxejodzgtpolojormh,W,2326140.0,64.0,cemklduzuerqaqtrt,0.0,3.0,AK,United States of America,396.0,55153.0,,1-625-786-3135,Mercury General,Casper,,B,Ivmfvyiabjsn,Dhbqovbb,O,Pxe5337
1.0,JLDBWHBPGAIAZKTTXMOWMAED,U,373227.0,63.0,qpihhn,2.0,1.0,WV,United States of America,683.0,237343.0,VTGDKADG,1-116-847-0584,Cooper-Standard Holdings,Minneapolis,,i,Kbfewrh,Utmdcslmjxlnsgvwudannhuwnxqjnvliujaalorisqmxlscmvhqfrbmqekdksjgncfmfrcen,,JLD5338
9.0,Knhbklfzmvvphtda,M,2089377.0,17.0,Njwhqwntnrqyxlr,4.0,3.0,New Brunswick,Canada,678.0,379032.0,gymawuj,1-371-124-6085,Portland General Electric,Phoenix,F,,OGYXV,HBFZUEWINWPJPLUNCYOZ,R,Knh5339
5.0,ddytvteexarlbjbyalkjw,S,1007830.0,84.0,NZQHGTDDWIBWDDRSITXOJRQL,1.0,3.0,New Brunswick,Canada,433.0,392325.0,ibtbcnqwrgfjkbtozhfjg,,Sunoco,Richmond,M,P,QQKORS,kywsnkotxeuxhpabuixrfngijqjwqtskgrxvhicqve,R,ddy5340
10.0,Jswwvqbcjhcbidlnwtxgtwc,S,224963.0,31.0,PSTGXJNETDMXCEKQOLAICKMIPWA,5.0,1.0,Saskatchewan,United States of America,654.0,182888.0,Pwraarwanghpnujehjd,1-724-337-9972,Brightpoint,San Jose,f,,Afjaqltwqq,MEAEBPTJKKQVZRSBZTKVLAPWMJWZWLFEHFMLWRQVGHMFMIZFNKAIXPGHMVPOJRNCFKMBNDRTPMELANJM,O,Jsw5341
1.0,Citjxsbf,U,2683238.0,54.0,UXSHCQICNVWCBLMFUWIYNGECRBOAI,2.0,5.0,LA,United States of America,571.0,302911.0,UNBGHBCQBAUNLHORSMPNBQVKJILBAHAPHDEAZOYTTL,1-575-551-6702,Williams-Sonoma,Laredo,M,,rspucgrc,Oxmbqupkfuytycrgsuqmvdazlutfggshapivcjfxpoukfqxpjolpfkdjj,O,Cit5342
0.0,Rufrydvoyzqguhqx,U,2151065.0,49.0,zadpnjxjyletjahuslmmxczbilws,5.0,0.0,WY,Canada,448.0,1543.0,indnrrzlumdp,1-379-174-1704,McCormick,Torrance,,K,PFENF,Vchkbjnonuzfgnqjambfmqpztxikcxfoukcmijjxmezmtmyoqh,O,Ruf5343
2.0,Ssyaetzqehkikptwsjdmxo,U,3647892.0,81.0,PPNIDDMWUKHUPDBYTPELWQSUDTJE,2.0,2.0,AR,United States of America,617.0,482691.0,okfdqripnlvobwgpqjavxyrwkqehpsurqo,1-255-223-6977,Marriott International,Tempe,,I,Nbtwdwr,SWJRQZVTXESCB,O,Ssy5344
8.0,djcliyylyhtjotukguk,S,2293187.0,77.0,wxulcyrwppltqgcubhgavasmf,2.0,1.0,Saskatchewan,United States of America,359.0,12196.0,yyqbhgabqasbnacdmghbvapxlfoxfid,1-906-323-1892,AGCO,Shreveport,f,,Qnctvezth,Xykqhggasvqoipcpj,O,djc5345
4.0,XGZUXTXSGWBNKLKCNHSQZCFPC,S,1648154.0,60.0,szzthalpeuhsqq,4.0,5.0,Manitoba,United States of America,620.0,27550.0,WVOUPUOUCWYJFHKVDEGKASHBCFSVUEMPUYJNSGVROFEQBSDTBIRZWVSSWYBAPGSJBJCPVSJRUIVK,1-221-764-4901,AbitibiBowater,Sydney,,,Hkumufmbbnm,,U,XGZ5346
9.0,Keyxrzc,U,1182897.0,0.0,Yujytg,3.0,5.0,NE,United States of America,707.0,74566.0,Dnegptvgrsddhdavqek,1-353-055-6866,Burlington Northern Santa Fe,Warren,F,e,vkhtnn,jvvfnllx,O,Key5347
1.0,QTSVSNBPVUWSAFGHCGLFFBJMFIF,D,505504.0,94.0,Kbrghdwyjyffbvykkvh,2.0,2.0,TX,United States of America,555.0,24905.0,Ajjdlccuiumfhhqkds,1-492-947-8126,Patterson-UTI Energy,Milwaukee,,,oopybupolnf,,O,QTS5348
4.0,Cckatsteoslmelkike,M,1490919.0,,hhdpyvyxnnhdd,1.0,3.0,KS,United States of America,485.0,361840.0,LBIONHPRQRDAFEJIGLGDUQSJR,1-029-350-1061,Blockbuster,Fullerton,m,N,jcmamplyxb,fugngpraxwfcmnmztkznv,R,Cck5349
7.0,BIOCJABYENPOTRTDPW,M,3039656.0,0.0,Tezfqpahoacsdyl,4.0,5.0,WI,United States of America,586.0,398457.0,jylnjepx,1-980-006-1385,Prudential Financial,Grand Rapids,F,V,Ivvbqkvnq,Xdajnraxscihxhhbsiksuidssexugawkhtjaluhcctznxeenw,O,BIO5350
8.0,Qwejqiqullgevhmsgqvxfaych,,1261576.0,67.0,Nxyqkc,0.0,2.0,LA,Canada,784.0,426820.0,AHNSETJQ,1-615-146-7933,Amazon.com,West Covina,,g,Hynfrlc,xzbtupsxssswlhcthrsrycfakffbwujkvidhpaxhgtjatwpglhccbsvafuflntaerjbdcpkbs,U,Qwe5351
3.0,oxtygshkegneaudcyyvci,W,2433487.0,98.0,Idjiadtqhucngytibdhhynmkial,0.0,5.0,Nova Scotia,Canada,700.0,127522.0,lwkemyergmqjaiaewumgjgpniovmxshyhtixnfrcmgkpioxloqqfthqignzliwwvzqwzkwmdsullsgue,1-024-367-4996,NII Holdings,Bakersfield,,,DXDWXBU,YVXCNOCQMBSWLHBSBXHGHBIEUNRECOHJWIPHBTQDKNOJHUVITCDHENZZGOTPEYVEZIKEWF,U,oxt5352
7.0,rrcflffetmyvrefjeapawau,,1733549.0,94.0,Rlatlqbcewl,3.0,5.0,ME,United States of America,816.0,147562.0,auvnlpmaikuakdpffprrknqamggigjufjolsiyfhynlsmbraypwhnes,1-884-037-0016,Union Pacific,Huntington Beach,M,,GDBUEDJ,Jtppeahdgbfhngmnguzmnwaaujjlpbfzncduzgmfsbmzrukcejabieuwgygkgklgbltrfrtxbtlahtgu,R,rrc5353
0.0,NICGGAJJNOSDGTNQZEJAS,W,3087881.0,74.0,ARFUYRVUHXYIOZIVVOW,3.0,5.0,Ontario,United States of America,547.0,162125.0,Wganmyybegzosebywbpfrfqdnhfohhkurjmaiheiywejyxdhueawvet,1-574-478-6917,AT&T,Tucson,,b,,wnhwvlywvtbcggpacklnamjvjgsepginkoqjxvhlxnlptunbmsecqbqzxkhkymuanm,O,NIC5354
1.0,Hgtri,U,2050651.0,94.0,Pmyurqnmcxqq,4.0,2.0,MS,United States of America,782.0,85419.0,qhlsilxxbsdzqktqamouwqvvlcliwjlfwpetfyztxombglhdllzqeymqqauoakkfsrma,1-258-696-7693,Safeway,Las Cruces,,,Qvpzsbkxm,lgkqiaxrqftsbuoppfsxkmyaqqcifk,U,Hgt5355
5.0,Dcpnz,S,2032395.0,65.0,QQTLWTIVIUJYBMVPRFJGDE,1.0,2.0,WA,United States of America,369.0,497049.0,Utwlsyumdqpmwtsxtfzdudmraqwpyczrgrgvka,1-820-626-9611,Priceline.com,Pueblo,M,l,Pheoatqsn,Puqoktqowaqxeumentaiprphgzdirsjaejmxkysbqelcsreuhsliigzwsahfhiaueudvroaic,O,Dcp5356
2.0,shewsbzidxwdjkdqeggt,,3291849.0,99.0,apellsgdxrplqrybibtix,5.0,0.0,NH,United States of America,423.0,355941.0,WRIQNPNGFRFDTTNNIXITLGJIKDAUWUZYSOKXMY,1-813-451-6939,Albemarle,Beaumont,F,J,Njzongmou,Ynkpndberbnrhjglqgqnftnncphnpqumuvqfdbpkplyijkkzcmqjprco,O,she5357
7.0,Nqsun,M,3800859.0,67.0,alrihwpnmtwedge,1.0,5.0,AR,United States of America,,255655.0,Uprhapxiiqfkgfqwvvijbkeebouyasmj,1-560-720-0955,Landstar System,Greensboro,m,,Lvthuug,Bsrclggrcpssolkicmxnxstyhvsycdxpyprjwrpwllxpbcsqkdmg,O,Nqs5358
10.0,Vfrrxfgyycidtfbmwgueskt,W,1574093.0,36.0,Lhehoaxpwvjvdnbfdkemdwwak,1.0,2.0,MA,United States of America,626.0,471490.0,Ipeyletjmaelsfdhtvwznqreewevowhueewrqtaswgettbhldykprcvywmkghzurjtxdlszuspjm,1-969-279-0750,New Jersey Resources,Mesquite,,U,uqjefg,LRPNLGIXKIHNHGJKXSUAMVFKT,O,Vfr5359
4.0,Pgsqpznwloewilx,M,2963419.0,44.0,ctrfawgduedsaollnudrjxpcohoai,5.0,4.0,NY,United States of America,794.0,467108.0,mlngddyhpwofmiovgmcfmu,1-002-353-5246,,Grand Rapids,,C,Vacnbttz,ddexvrkyoymaocpivmnihvzyutcbsuzxlvlpqikuswbfbluxuguxaigmcbblmmwvaanawdwkvz,R,Pgs5360
8.0,Robxdqdadtduui,M,2714761.0,54.0,Dxxak,4.0,2.0,AL,United States of America,672.0,2036.0,URHLIVPQDXKGGLEZKOSWIZQDFXGHAWVHCSBKSZMHHKEVH,1-426-583-8944,PolyOne,Halifax,,,Jxuvu,Mnymhztgfxuquqvntivtvnxodbflzpenbwemkmqhcgcxtslhladigxlswsj,O,Rob5361
8.0,VJXXQDXCIQCIHQL,M,3390186.0,93.0,jwkzkczxa,0.0,3.0,MS,,452.0,435887.0,VOWFMLEFOLETUGSMNQIMSIINEOEZLOQJIKWITHZE,,Continental Airlines,El Monte,,m,Tvuhbttvc,Zktzuutixgdpmdyzstxxurwbvxtharmflmnbhrlmjjl,O,VJX5362
1.0,Aywgyhtcfwcdrfjshdd,,3771273.0,83.0,VFQSKIQHQYBRBUIET,3.0,2.0,CT,,370.0,222454.0,duaotnfsbpkwpozysqvejjghasmsaofdzbnctzrklnshmksjfvapdtssqrhbh,1-303-099-1729,Newfield Exploration,Bismarck,m,,Omrcqq,bxwaeevewwteypqeodfkugsdhrebtywnslzeqqmapbtymaoaeilucvmhtlazswsd,O,Ayw5363
5.0,sytgodrpmqgsagazbd,S,1845676.0,41.0,Lnkjhguenglbybkvbihfv,4.0,4.0,TX,United States of America,762.0,278560.0,Swukhbvqxavxgxcjoctvucbxxjrnyefwojjzdhoft,1-080-919-2302,Universal American,Casper,,,SUWHJHS,gihuccvnmktldxsfizalqfqfpqqaoaaaooc,O,syt5364
,Zqhzibqhuohjwiqvlxtb,S,972678.0,36.0,Ilbovkfcnharcdvlsoozqjxqej,5.0,4.0,LA,Canada,814.0,12138.0,,1-328-383-0138,Liberty Mutual Insurance Group,Great Falls,,,GWWJBKPZI,,O,Zqh5365
2.0,Aklqtfujzggzrzvmktoct,W,3293927.0,38.0,QBBUDSCVSNX,0.0,0.0,WY,United States of America,,194034.0,sfwrnsyxbbdhopnjbjmataoujttbfqjlickwmvhbrlefmfbmdjxixhlnxxttyncdiey,1-065-249-0791,UnitedHealth Group,Las Cruces,,s,GWCJY,Apjdqzwfopkrpdwyyxwdviibhmqacderfhudsgknwhagnrnrvhspmkkpardllyt,R,Akl5366
10.0,Qruqasb,,20082.0,60.0,ILYIMOJPOSCLDCITNIIDMDUFTIDIYD,5.0,5.0,CT,United States of America,351.0,5894.0,mfkdcrffyuodlixudxl,1-526-323-9609,TIAA-CREF,Austin,,v,Paqzhnbl,Tpozgxofcvlckrchyvgrixltaeh,O,Qru5367
4.0,LVYSZK,S,3249257.0,13.0,YBWUYZWQHDBEISBVGQHYZWLFKWTWEK,3.0,4.0,Quebec,United States of America,422.0,356777.0,Stfrccwzimgrcueaefsbzkjqbsioipyiqvjydbtlbbrikjkxdwilvwzumuvzwks,1-974-444-1335,Ross Stores,Torrance,,Q,ZMAWSQWSXPO,RSFKIOIDBBIGOJCPFXYVEWSCEILFDSLIPAKEEFPCFUGRNRGMITVYUVCKKQSKWDULJVVIQIEHBRGOHCP,O,LVY5368
1.0,Wyknnaxcwwxsrhqapfrbizysmcwl,S,1881849.0,44.0,Eviwsvgsmywxjoygh,2.0,,AK,United States of America,643.0,399874.0,HWWRD,1-195-997-2484,HSN,Elizabeth,F,O,JVRNYUIVA,gdkkedzmnehefpbakwwzzoovmndqdnqgrvnwrswzjlxihybbiwfgwqbhgtbaarfhji,O,Wyk5369
8.0,Njtsu,M,2569872.0,54.0,IRZFSBQVRNHPBDAWRCBWBBRIVBHXL,1.0,5.0,MO,United States of America,473.0,104583.0,USQYQ,1-582-473-4696,Liberty Mutual Insurance Group,Glendale,,L,HVTTO,Vxfhbzenubsmxquyfvuqws,R,Njt5370
2.0,ETHTKAZZ,M,3162121.0,3.0,Jekueeypocuvfluabheso,3.0,4.0,SD,United States of America,,284073.0,Kvxgzlnupzilwpzkabdzehtbgeuwsjiiotyqvmtmeoqojioqpgwsoxlnymufmduyx,1-715-508-8441,Amkor Technology,Sunnyvale,,i,eykaofwh,Gsqpuwqeahushofbhqfvuhgapiszafuwwqiojbrjswneyyndmlpmeiaqfrzxcnxby,O,ETH5371
2.0,Xpkqefwfvvoqsqawxf,S,2516241.0,82.0,Migvqzivreltegjpsdmqjmdnya,5.0,0.0,Ontario,United States of America,671.0,297069.0,TOFEBWWAFJDDOOAFEXXSPXUISGHFNOABFMYXUVGO,1-957-666-4438,Flowserve,Virginia Beach,P,,cmpljwp,Losmobb,O,Xpk5372
1.0,idkffjzpjwrbbdrmchuoupaiixc,U,3290047.0,86.0,Jhrmlekfoezrrcfg,1.0,2.0,DE,United States of America,674.0,420329.0,Eayyukvkklumkxmgyo,1-421-399-2735,PNM Resources,Boise,,O,aqotmi,Tpouqnqmgj,O,idk5373
6.0,Chmijswpsdmufjsdx,W,2188529.0,8.0,zwwruufdqfzexedqjiryrbhtgxgt,4.0,4.0,Newfoundland,Canada,622.0,427810.0,Vrmkfhkgclxadcimrwajztfntopsouehxfhzctevqgmnjfzhwk,1-120-562-5777,Smurfit-Stone Container,Buffalo,M,D,Kvffzyomyja,cbadimfctbaxgacyqskbxmccdcbuspbegxzubtcspbneykxlrpxgnec,U,Chm5374
4.0,Rqfqzveujvky,M,185500.0,100.0,Pljkbwyna,4.0,4.0,IN,United States of America,580.0,190845.0,ZYECCHVFVTSENGNKGEVHMIZTAWDOXDKWFUMVQPFNVXHFNGDOZGZJ,1-142-240-5023,Dell,Fort Smith,f,t,WIJKASJL,Zranrwxgemviuzlgakpeciyrmkfhcvslezjo,O,Rqf5375
10.0,Hnsaghjbco,M,3156520.0,31.0,Ejjzpyja,5.0,2.0,Quebec,Canada,774.0,103819.0,Ffvmgvjwia,1-190-837-7421,SLM,North Las Vegas,,,Lqmewvghapz,Rhkjpplyigbyibhedspkdjvjkquuqxjhybqtstuyzrwtojewpsriguupmtorrmomzyp,O,Hns5376
10.0,Nrlsurdifqggdzafpsiklch,M,42882.0,37.0,IDLOBEIRRLIHJZJ,5.0,3.0,NH,United States of America,491.0,59618.0,Djqyiuuiebps,1-627-277-5420,CIT Group,Akron,F,,hztqlf,Pfptwycypcyxbfpinr,R,Nrl5377
0.0,Dsjagwqhorfumkjfrkhfdvdexdbkyt,U,,92.0,RLIPWERAWQSJWR,5.0,1.0,VA,United States of America,455.0,344222.0,lryweiapolrzgtomkoscciferzhimtvyksxcryoeawlrhtdocwrhvhmf,1-977-398-2673,Exxon Mobil,Omaha,,,PCOHKKCJQNAE,plsnw,O,Dsj5378
0.0,Endneiqmcglndmguuxujwrechpj,W,1360555.0,48.0,RDXWFSOZEPBGAPKYCMU,2.0,0.0,MO,United States of America,329.0,231251.0,Lxgazhibqdacobwbdsldgb,1-312-809-5185,Assurant,Madison,M,k,Wkatd,Jiwhvqzrgfwexibzefkfultze,O,End5379
6.0,XLYKHDS,M,1731686.0,,gevowwkcbakshloysexgprkyxnf,0.0,1.0,RI,United States of America,481.0,70545.0,tnzohsunkr,1-409-419-1283,Spartan Stores,Riverside,M,C,Cttunid,BWHZRFEHXHJZTYEMXNITCRCISDWMUYXFRJPDBFBKBPML,O,XLY5380
0.0,Geeahzf,S,3890821.0,98.0,ttjutsevvvdyr,4.0,4.0,MS,United States of America,690.0,304987.0,Jwcytfacidbjblziowypezujdkljkwwqynfudimncjfo,1-344-186-3353,NV Energy,Santa Clara,,T,gosyzaxrtq,Voeglxiwgxcdvtfztzeqxiehnktvuumnzlfcpvrbnxfuxikdtkze,O,Gee5381
7.0,gscgzdqnjijosfex,S,2534622.0,51.0,Yrxwxlwfkeawhvqohshbyn,1.0,1.0,TN,Canada,433.0,176421.0,Ovkquslvctarbrmukhufxyhvmddokxw,1-224-394-2046,Republic Services,Philadelphia,,i,Fhksekc,Lxygvmviztwgwkwiexlvmrpwxpobhpnxervhfgseljturyjexnojdspesqcx,,gsc5382
2.0,Brxwptjmcrbrjlj,M,,4.0,qkrkjsylvoahfbl,2.0,,FL,United States of America,664.0,172449.0,pgcepivaiibnosodtwvfnbitf,1-027-896-0369,Moog,Rancho Cucamonga,M,j,gefneqcqvdli,ajukohgtvqcztnukxhgtkclmccfgalgbaiwpfeerspirhvirtuvxdvpalhocugnbokxleipr,O,Brx5383
0.0,qebetqwrsmslgliel,W,2140107.0,,Rlyvyhsehaqxnggyaalitwfwlbb,2.0,2.0,NH,United States of America,397.0,235304.0,vpduccapfznculujulhoinaekyelhlwztawanslndahppszxdpysknfngbs,1-418-863-1581,Zale,Huntington,M,,krjyfi,IDZOGOUTIPTGUKQIICJVMUJNVERBNUDWWIOCXSKMJEJ,O,qeb5384
4.0,Anphfdujgzjxwijdpx,,1949186.0,33.0,EXZLVZPLNMOU,5.0,1.0,SC,United States of America,793.0,230962.0,Emfsirfdvogpglbnovmargwslccaij,,Southwest Airlines,Sudbury,,,,DWNPVKAWKTRJROROPHJNDDMZKALFXTNTXWVQQQIDXYPRMCCZYXSQXAXESGO,,Anp5385
10.0,Whvgnduaccbistetbim,,2053362.0,51.0,Fmvvrsy,2.0,4.0,PA,United States of America,591.0,137086.0,wktkkondpycdmzfrlkcfpljxpwhqcrvrimdjigovkmvhmgfvqkgyqbokzgxpsbivhqofezns,1-969-423-0792,Valspar,Amarillo,,,TPIVHZN,AZTPLJNHDMZRUNPHCVSUKUMLNNWHD,R,Whv5386
6.0,Cyvmzpnsthrbbzvosnurnljfupw,S,2523286.0,24.0,Xjtiviwxjiefsljzlo,3.0,,NV,United States of America,513.0,322802.0,Cxtqkjsmpzexejakiaspkdrcucaieffhshnbjasncowgtkrpsxuptkssjbsgrlgqdwljx,1-535-375-1532,Service Corp. International,Santa Rosa,M,,Vhglvymuldnb,HAOACCBRKXNTDQHSHJAQIUQWYENCEJQSILDZQOP,O,Cyv5387
3.0,HARWESDQTMCVCVVEMYKDDVKUVOX,D,3884291.0,15.0,Zffjqngdn,0.0,5.0,DC,United States of America,745.0,339228.0,PSYQAFIMXFCANQRJVLYUUKNGJRIT,1-797-831-8421,Windstream,Denver,,X,aaxvnxtmlmj,Fozkmhyfhtrhdarolcoblmv,,HAR5388
10.0,Ronum,M,263526.0,15.0,wtcbcpbixlqoohojxk,3.0,3.0,CO,Canada,467.0,275073.0,Soabczphvtsxnsylqpquuwwvlwmahyn,1-875-351-9442,AES,Berkeley,,,Bbxpihc,HUDUCWGXQNLVCH,O,Ron5389
9.0,PJHINCXTONORLMBF,W,2565588.0,89.0,MWMLLZKFVKG,3.0,5.0,Saskatchewan,Canada,519.0,179388.0,Sikphnzlcjtpoatfwblmssslfebxxioymdmqmntvt,1-420-760-3293,Vanguard Health Systems,Gary,M,M,Bhwnae,Uooevldfznwhdsgqsoizwnyxhluuptujgmcfejlarywqdpphmjbmxmgrgzwpgfxpbxzreuk,U,PJH5390
9.0,Lkrjudpnufjkrrixugrzghnau,M,,,Qexjojwzmzehpknisabsqrzjwrozhs,3.0,2.0,Ontario,United States of America,431.0,367979.0,hzcrc,1-256-621-1380,FirstEnergy,Detroit,,,Gclvhid,Oqdxmazaqvsnryvcawrqlczxxcmqsyvvioqupzyfbnbwhcw,R,Lkr5391
