AgencyID,Phone,NetWorth,AddressLine1,NumberCreditCards,MaritalStatus,NumberChildren,City,FirstName,PostalCode,Gender,Income,State,Age,Country,NumberCars,CreditRating,OwnOrRentFlag,Employer
hlv9895,1-241-295-6865,,Otpufnpyvehalbnztonbxwcvteqobbzwoqdzk,10.0,U,4.0,Chattanooga,Oczxjvwjvcgdqbwsmmzdvxmgl,Dtnixiyknwp,m,19888.0,NY,23.0,United States of America,1.0,503.0,R,Boise
Umi9896,1-050-189-4873,1640714.0,Kmccswqlvnblkxstueltlpvsndtwtsceaptbtx,,,5.0,Lexington,Tcpkhab,Gsqam,F,256100.0,NC,96.0,United States of America,5.0,664.0,O,Erie Insurance Group
UIQ9897,1-897-005-0822,1149542.0,NJPBRLOKPNERQSVMJBXHSXGAQ,5.0,S,0.0,Las Cruces,pnldkvvspujybaicizguk,Kbgmrcyx,M,218532.0,ID,38.0,United States of America,0.0,580.0,O,Rite Aid
fpi9898,1-785-431-3324,,KCQOQAPULIZAJDXPVIOAHXTPURBZSGDSTETOAFEETYPEJJ,4.0,U,5.0,Stamford,Uxfidecozcdoojdcsmgzdywmadeqq,gtrgrvy,m,448600.0,Quebec,0.0,United States of America,3.0,381.0,O,Owens & Minor
TMU9899,1-777-561-6436,2850504.0,Brakyithgldrymdbwlgrvunykpqdowxnjxudkblpouxkr,1.0,U,2.0,Irving,KVXDTESZRHPYXUKKTCORQJPVGE,Mxecghvm,,248667.0,WI,2.0,United States of America,1.0,325.0,O,
AWQ9900,1-780-406-7547,1927935.0,Lwjaoguiroerdihjxpdznszgpklblkcgnhbikhrpwifkjdi,7.0,M,2.0,Boise,Hytocvtejysavmhtxojpcxmkjeu,Lvlvvzvmrva,,421362.0,Prince Edward Island,9.0,United States of America,1.0,613.0,O,Rockwell Collins
Koc9901,1-967-103-9377,3088112.0,Jlysteykpfmecrlvzaziacxfwshnwrfixqyyxfaeuaifjxtjdf,6.0,U,1.0,Detroit,VEXWF,Twmycupggzzj,,321585.0,SD,58.0,United States of America,3.0,326.0,R,Pep Boys
Dds9902,1-026-018-4555,1745256.0,suvfofjsatumssyyelzdkxzmhvmgb,10.0,U,3.0,Anaheim,UHOKTZGPPQAXMAKJPPRNQRP,,,265660.0,WI,62.0,United States of America,3.0,304.0,O,RSC Holdings
Rss9903,1-794-707-6361,3478614.0,OYZKRWEQKMKPLKX,9.0,S,1.0,Salem,Nvxywjxxptxv,jnuadqdor,,256894.0,NM,22.0,United States of America,5.0,841.0,O,Analog Devices
IHF9904,1-809-289-7249,2203683.0,Xxhkiaoewrnpawcevxelbfdlgqpnbhrbbkmirevprfsaiiamvxxpinjmamplkb,10.0,M,5.0,Provo,Qifjpngclpbtqlfxkksmpy,kmzdrxzjp,,217120.0,WA,57.0,United States of America,1.0,456.0,O,
Mmr9905,1-971-340-2739,389491.0,RXHVNKDNWFXGNHGUPNCAEQBCMWZMVPGKBZPVQNAYSGRJP,9.0,U,1.0,Philadelphia,Gzsuxxtbpavsnm,LQYHN,,359626.0,DC,72.0,United States of America,3.0,322.0,O,CC Media Holdings
TAQ9906,1-997-869-5483,2084364.0,JUECQGPOQQATCSPKBINQWNKJZWVJVJ,,M,2.0,Boise,Hwmsszycqojevkbvtcgrtrf,Ygffjgf,,232875.0,British Columbia,48.0,United States of America,3.0,749.0,O,Constellation Brands
yyp9907,1-652-023-8483,3727741.0,BYKPSRBXIR,9.0,M,0.0,Nashville,DYURNLKAOFDPLYBHLATE,nzqrg,M,335620.0,UT,84.0,United States of America,0.0,592.0,O,Great Plains Energy
Kmg9908,1-537-733-8366,15865.0,YTFHVZEYGOZHLDDTHVKJIYTNMGSPUQXPZRZBCDURWQQIGBRINXOYZWQKARKNCBETSTIY,7.0,M,5.0,Phoenix,KFIPNGPHDASUONXLEVWQ,Htihxemq,,75247.0,MT,46.0,United States of America,5.0,665.0,R,Henry Schein
jnr9909,,1627406.0,Xeqxsnygyxrstacscrnzbaeubjmqrdqtdrqdsspaecplutpgiuxzrklcftzthoehspporyh,1.0,U,0.0,Omaha,Dtyozq,Swkmbxesg,,458699.0,MI,70.0,,5.0,621.0,R,Calpine
Urv9910,1-287-654-2438,43053.0,Aljsfxip,1.0,,5.0,New Haven,Hykhrtdemgxpey,IWFCQJDOKDR,M,333343.0,Saskatchewan,98.0,United States of America,4.0,840.0,R,Lockheed Martin
PVD9911,1-485-106-8017,3870271.0,OEDXFZBKXODHNXP,6.0,D,3.0,Rockford,THJFEXOCOBBORRNNACADSA,Ffhdpmbhkkbp,,141104.0,Nova Scotia,73.0,United States of America,3.0,806.0,O,Tenneco
MKQ9912,1-248-843-8017,2916832.0,OZPHPIPDQHBPJWVKAIKVOSSNMCGMNUHNOZMEIJETWLTURSHORVHHVOWZAEMPZRNIQ,3.0,M,5.0,Detroit,Rujdxilpigmugmkhtxwsj,Airgadp,,6992.0,LA,12.0,United States of America,0.0,766.0,O,
AFB9913,1-708-984-9780,1104262.0,Iagbynwxndncsxusrdtluqjmxhlhajhknxxoobraihilos,0.0,D,0.0,San Buenaventura,Dtaeroklwtyiyl,kwvjagvihwka,f,309180.0,NC,89.0,United States of America,4.0,341.0,O,PepsiAmericas
Twb9914,1-328-471-4213,667902.0,Hztmnzflszxjjhqgrggklqdimiyzlcuqzahmwxj,6.0,M,0.0,Chandler,Xbhvqraybuaernzatbosvwnbde,Ncrffko,,,MT,11.0,Canada,3.0,570.0,R,OGE Energy
lfz9915,1-182-809-0312,1873427.0,cunptwkcbpwfoqyhnvp,10.0,,3.0,Lancaster,wnvartjntxrvsmdkw,HHHCZQC,M,246734.0,HI,99.0,United States of America,4.0,642.0,O,Gap
CPH9916,1-870-707-8696,3464870.0,ypjuqbmphhladtfxmknecgpbbjtwktjkgisbunofrmdbwugbqasg,8.0,S,4.0,Fairbanks,Qxwuxtlmv,Gkvovhb,,92762.0,Alberta,22.0,United States of America,3.0,363.0,O,Family Insurance Group
Mbh9917,1-652-374-2595,813850.0,VFZTLUWYEJWBEPCYKFSLAPD,7.0,U,2.0,Fairbanks,Uonkncmclphyixsninpwrnlfg,Mjifeeva,M,321743.0,MN,68.0,United States of America,0.0,813.0,O,Parker Hannifin
Xep9918,1-423-169-1051,207598.0,Jvsrccycwciawoxrjonjtfvpxbqaojtodivkufefkrxfycgarzcfmsampoglytxdajiqxtefqia,10.0,M,4.0,Stockton,Bnwnz,nszbhfawdhr,,298505.0,NE,,Canada,4.0,738.0,O,NCR
Pgq9919,1-718-318-5063,1983672.0,Vpuuotqokvaouxkguvuencz,7.0,M,2.0,Greensboro,Gugxxpxnthcfsxplempdizrtspjivh,Nzhoxj,,472587.0,AR,35.0,United States of America,0.0,700.0,R,ConocoPhillips
ZRY9920,1-653-791-2483,,Mnvijhtfqcsvdgynftwwcltxadjkfmfupedxyumncewfnjqvmrwpnmpawwfcjtotreshxgfmoi,1.0,U,3.0,Moncton,RVTCCCFIHGQWTSOTUYTECIIE,andwd,f,84781.0,Quebec,,United States of America,4.0,511.0,O,Honeywell International
lhb9921,1-574-075-7346,2629512.0,owpqbmnhlehluuykcxjccynnapzgzfskijhgxelxmpriavcxhxkqvxizprcoqumacr,3.0,,1.0,Dallas,Vhrkcrjnnkcgvwt,Qnssykij,,,WY,64.0,United States of America,0.0,408.0,O,RPM International
tco9922,1-109-000-5273,468793.0,qekfgtrcvvtwjwlnqfajxgkkkiqaqwerryqnrjheweusvgkuqtsvcneppqjbkllclowsdxcdupgema,0.0,M,5.0,Mesquite,KROEQLBZDNYCDLIEHGKCZR,Sohikqsfpu,F,439717.0,TX,81.0,United States of America,,403.0,O,Zimmer Holdings
rrx9923,1-818-102-2606,3229310.0,Dmqfkrdoocfplsiepdrbpvakmhnexlmrozysfyliqefzawbpjbgf,0.0,M,4.0,Dayton,Mwgrjkjsxkatgciijrsojabxrwah,Rlplrfskjlu,,211844.0,DC,15.0,United States of America,0.0,,U,
Yws9924,1-589-331-4934,3004304.0,BEFUFBSOAUELLXTLPCFSARXWECMLIUMFDWSQBIFHDBVIZWBRQY,9.0,M,1.0,Akron,Ekani,GKGYUBJ,,,Nova Scotia,63.0,United States of America,5.0,531.0,,AutoNation
DCG9925,1-284-446-8984,1617848.0,Aesvvhvhwxceojxxxdudfewrg,9.0,M,,Wilmington,Thzjidothkikijmkcuqcrqautn,PVKSFOIF,,95032.0,WY,41.0,United States of America,3.0,519.0,R,Universal Health Services
pys9926,1-124-118-0596,769693.0,Qvixnikvuioumfkrdrtbvvvhcmtzpdfamdfchbjaimonnzzapalbjwgahgxwodzumvstjxl,8.0,W,0.0,Escondido,Hjtqydvkbbjgfidzzsc,LPCDTD,m,138163.0,CO,13.0,United States of America,1.0,313.0,O,Systemax
ihx9927,1-360-376-8323,1154495.0,tjkjpbuvqjpccmasrousbepdrs,8.0,M,3.0,Huntington,Pczln,UXCUHPMU,,446526.0,Quebec,65.0,United States of America,4.0,579.0,O,Sprint Nextel
slt9928,1-666-477-6134,1054531.0,zkfpfxbvgtvvhujspenbvffsuefll,10.0,U,4.0,Topeka,Fdwjwioledpmtphkklcisodgum,Whwlhsjkolxo,,69393.0,MA,23.0,United States of America,0.0,530.0,O,NYSE Euronext
EOM9929,1-208-351-1734,3360669.0,Wpcdelkjj,3.0,W,2.0,Irving,FVODCXQYOU,JCBQU,M,14073.0,AZ,52.0,United States of America,3.0,355.0,O,NuStar Energy
Ctt9930,1-229-318-2971,2842734.0,Yfmrmentzmtfnwozhnzdlsnybmoghvhzwtm,0.0,M,3.0,Ann Arbor,KAEJYMFMS,fqlvyaoup,F,294077.0,NH,40.0,United States of America,0.0,313.0,U,
YKK9931,1-773-149-4206,457529.0,Fhemmgyclalevgdlyeqsofhqszndlxwocamh,5.0,U,2.0,Washington,Rxnjhpdtnxalyl,Lfjpcisgup,F,185014.0,CT,69.0,United States of America,1.0,396.0,,Abercrombie & Fitch
Acp9932,1-283-835-0166,3529994.0,ELIOFZSQFQCJXEYIVYOIMHXDUGETTSKJJVCSISOEZGCWEDM,1.0,S,4.0,Mount Pearl,Vxodobgpowkzgvheggillwr,Xezmsgewdh,,291320.0,KY,56.0,United States of America,5.0,792.0,O,Vectren
Svn9933,1-499-794-9314,2134962.0,hdchck,8.0,M,3.0,Sioux Falls,JLRCYKLKDGORHNDA,Talpokv,,258469.0,NV,,United States of America,0.0,600.0,O,Cinemark Holdings
KSB9934,1-411-165-8892,3439269.0,EBBNOHOXTULSMBGSTAIYBGERCFCSURVGWLWQBQTBLUDLPUCRVD,1.0,D,1.0,Las Cruces,Yiwqbrcfddouynpqdc,cllhjdabw,F,279488.0,OK,95.0,United States of America,1.0,344.0,O,Furniture Brands International
glz9935,1-450-611-8246,1089291.0,pldnryubkovdsufpfhorplrukltjeirscqwl,8.0,,3.0,Allentown,Yjcdma,hmvope,,283927.0,GA,31.0,United States of America,3.0,664.0,U,Carpenter Technology
Qwz9936,1-711-879-0121,1186944.0,Cgmcbfkdytrmjxamcaoopsmuidqqkvujvzlgve,5.0,W,4.0,Ann Arbor,KCJLTJRY,WHHYW,,54913.0,VT,54.0,United States of America,0.0,746.0,R,Costco Wholesale
Ooj9937,1-607-189-9575,354550.0,Ukarknmsinbfeftrzphenhrmbgxsauygiqqx,10.0,M,1.0,Independence,Huivdqiyblw,Krisipluczq,m,65141.0,NY,42.0,United States of America,0.0,795.0,O,Cooper Tire & Rubber
ojf9938,1-703-570-3406,2954808.0,Sqseuwxspovpdwexolerrdfbvt,7.0,W,2.0,Memphis,XOEZWVTIQJJLZYUQDNONWDVIMXAWAE,Uzaehqnuqm,F,25073.0,SD,32.0,Canada,1.0,,O,General Electric
Kwz9939,1-788-584-4878,486311.0,GNWMZVOQJAGNEYUPWPDGIWJJRCOYHBJTSNY,7.0,S,4.0,Winnipeg,oyyolzonxnwmsghngupjuhvv,Akeuduipay,,222766.0,CA,33.0,United States of America,2.0,832.0,O,A.O. Smith
FVX9940,1-837-966-7016,,VQZRXBLJOBYEKWGJUHGQBELQKAEKVPWVZLWVTEKACDBFGZFQXGCAMWHHIZPMKBBEEEJHFUSEU,3.0,D,3.0,Moncton,TDOEJIPGMAHQPHBDKMWWFUKI,Vqzklzfjj,M,257636.0,MT,94.0,United States of America,3.0,365.0,O,Enterprise GP Holdings
Sdh9941,1-764-781-9763,1641768.0,Iiytcemizrjtciusxnipfvbxtbi,1.0,M,5.0,Evansville,XWADAMSPVJR,Kipggcgkduau,,,MD,20.0,United States of America,1.0,827.0,O,
QTG9942,1-639-737-7537,2148413.0,Lhsptgvqoboxzdoxwwqfngzqiehpauaobbymbocsybtmmmgrrs,4.0,D,0.0,Ontario,Eqzxwmlfbsirvassmouqudt,UKENILG,F,14337.0,HI,13.0,Canada,3.0,575.0,,Cabela's
JFX9943,1-220-082-0931,968265.0,ONYQLXNZIATUCMBWVEIAPWVKOVZQTSAKXEFHQIWOZJGGAEFMIORAHLRGYHDN,2.0,W,4.0,Hampton,Lilwhirpimhwuvjovm,uljzncnomb,d,171557.0,MO,88.0,United States of America,3.0,832.0,U,Dynegy
WMS9944,1-999-016-8444,285248.0,FZDWQJWTNFCFJIDSYGUJZYCYRPHTZ,8.0,U,3.0,Oakland,Ihmiacm,wintebwcrdl,,492359.0,MA,95.0,Canada,1.0,524.0,O,Invacare
Bka9945,1-382-217-3884,1978929.0,,5.0,M,2.0,Peoria,pthwkenfgqxc,IEVMFKN,f,348574.0,FL,15.0,,5.0,545.0,O,Interactive Brokers Group
Qlu9946,1-991-923-9235,228156.0,Yaaavxcnibtfqpok,6.0,W,2.0,Albuquerque,Rldyrhpndzhhxhisxmv,usfbbsvwv,f,403628.0,Ontario,97.0,United States of America,4.0,560.0,O,W.W. Grainger
Lsi9947,1-650-223-6393,1831564.0,gasyguaumdatgmskiblxebsrpsbfulgzbnfeey,2.0,M,0.0,Atlanta,Udhqnbgtxiueap,XRUIJTLQCOUO,,343117.0,DE,56.0,United States of America,3.0,335.0,O,Adobe Systems
cwz9948,1-057-448-9870,1779473.0,xacepgtmyfrdlotanqpeypjlkjsknvhkjyiscsvtuxrafvswglhicmfrdcvabhmsov,6.0,U,5.0,Colorado Springs,PNFOGF,xmuhrb,F,79562.0,AL,51.0,United States of America,2.0,499.0,O,Pfizer
KIM9949,1-597-448-6618,860482.0,Taeexnjholbaeulcmpugiujxdsinmsfwtbgmcejrognuoijkmwxidyheqwxtkiefftndmn,7.0,M,0.0,Peoria,Jxiguuta,SPLKNGRAG,M,469154.0,CA,8.0,United States of America,5.0,342.0,O,Capital One Financial
WIV9950,1-035-171-4038,3622268.0,xeqaddhvfcioxtcpanufawbr,1.0,M,4.0,Knoxville,Jgrkxejukoulngxbviknapz,Kskgg,M,476233.0,VA,79.0,United States of America,4.0,802.0,O,Anadarko Petroleum
uxg9951,,1138798.0,LXWBKALYUKOZHCBLERLVLXXOMVKZ,0.0,D,4.0,Gary,Qmmrvzwchuecuudbcodzbgqivjksah,Afzahjljbc,M,195396.0,TX,13.0,Canada,5.0,426.0,R,Pepsi Bottling
vvt9952,1-432-890-3579,922109.0,Cuvszhv,3.0,S,4.0,Frederick,Hfgxehkfjknkwjobaelwnfvokft,Hnvjmseju,,448092.0,SD,47.0,United States of America,2.0,421.0,O,Allstate
HJY9953,1-845-292-6913,646544.0,Alugqepfnpei,9.0,S,4.0,Lincoln,Hgglzsgwkauyjzmedd,Cysafkafm,f,342147.0,LA,9.0,United States of America,1.0,530.0,O,Teleflex
NOB9954,1-336-381-6195,3760420.0,srlhhedijkcbzsplawouaaqsfqsgwpfnsaisovbtgoziisaoo,4.0,M,4.0,Halifax,gvniwounfdakxfpij,GMNBPEQHD,,93335.0,CT,68.0,United States of America,3.0,452.0,R,Harley-Davidson
Wpi9955,1-411-418-8803,780192.0,Phkiejgtcdxfbszmlwrgujoocoprsg,2.0,U,4.0,Montpelier,gdfbddim,fdcsecw,F,251230.0,ME,24.0,Canada,3.0,672.0,O,Marshall & Ilsley Corp.
WPW9956,1-474-116-8712,2787515.0,BVOJQUSSYUAWCXCDUECMOS,0.0,M,1.0,Fargo,Dqijevbyfxmnwsmhwwhnoces,Oiqehef,M,84409.0,Newfoundland,63.0,United States of America,5.0,504.0,R,Smurfit-Stone Container
Wbr9957,,244252.0,Reazdvsqeiobewvcsy,0.0,W,5.0,Hayward,Htoxjzjlccxs,VDXNUG,f,47384.0,IN,31.0,Canada,4.0,841.0,R,Terra Industries
AEV9958,1-665-795-4500,3528341.0,lfhjzysqafplgfxpkklsbywpcoqd,2.0,W,2.0,Worcester,Htwumkbbazrp,Yzyzinag,,476045.0,WY,64.0,United States of America,4.0,695.0,O,Halliburton
Avp9959,1-262-644-2459,1994954.0,QWKIVJQQBJZBQKNCWJFRIGIEPRKWSZBAGQQLXIGPNEQKNJWRSHAVZXMAFJHTPEPREIBJKNVTWIZOF,9.0,S,0.0,Sunnyvale,AGKIXBSZMPECHHHQUKLNHOKEOLFK,SHFINJYGD,,2655.0,ND,4.0,United States of America,3.0,369.0,O,Host Hotels & Resorts
Ngf9960,1-971-200-4914,1336108.0,Wxugkybdxqnbmcyznxafijl,,M,5.0,San Antonio,PDQNJUUUUCCIUOCJXWJ,Gyear,,253846.0,Ontario,23.0,Canada,4.0,658.0,R,Liz Claiborne
XNP9961,1-660-892-0870,1817303.0,rtrcbtkp,6.0,D,4.0,Pembroke Pines,BVPDLRZCPLRMGLDOIXRFGXECYUXIV,,,486272.0,New Brunswick,60.0,United States of America,5.0,709.0,O,Annaly Capital Management
pey9962,,3454142.0,DOAYPWGHIYNXEGVHBUPSPRJGMJKSMTRDGIFGWCHFMIMLVVRCXIFQB,4.0,M,0.0,Missoula,Czpwjfdja,JENWLEGFCZBM,f,274933.0,TX,13.0,United States of America,4.0,545.0,O,Franklin Resources
Tjs9963,1-362-620-3196,198600.0,ltqoqelaxsuuobetuo,0.0,U,3.0,Huntington,cgngwgvsyqfwquq,Kanju,,194656.0,New Brunswick,78.0,United States of America,1.0,363.0,O,
uir9964,1-835-776-9979,1428445.0,Ozbtbgvxpjfljj,4.0,D,5.0,Windsor,Ofyfxqpaasoidvl,Ddzjdlecfxs,m,182149.0,NM,,United States of America,3.0,752.0,O,MetroPCS Communications
Yhy9965,1-995-775-1277,,Pqaztxktuxnmpniuvparqxkwldnvrhcjjntbvszjprnsjwlxwjzxqzvvxgbyrdxrjhwem,7.0,M,3.0,Sherbrooke,Toxoxanquhdceertldkbc,nvvqc,,476300.0,WA,13.0,United States of America,5.0,631.0,O,
Kil9966,,3102320.0,tlxaklyblaymksryekgnjdasjewdaidfnnlfbbrfnbewcfq,2.0,W,3.0,Newport News,Orjdntjfplbqakbuxmmthknr,Iungcnk,,96472.0,MN,60.0,Canada,0.0,428.0,O,StanCorp Financial
sdl9967,1-893-384-4849,3031369.0,Fdjxqgnzqahzvgwjjbcfbjb,1.0,S,3.0,St. Louis,Ulcqxstmvfgqcfhpscaslrjon,Dxtwds,,231626.0,CT,19.0,Canada,0.0,325.0,U,Northwestern Mutual
gmu9968,1-373-728-1522,1077981.0,Dmmgcutyovoksmmxgzihgrssluxxihgjjqszrjeqygluggwohepovnowf,6.0,S,5.0,San Antonio,YLHRUHNRNWICILUPAHKSVGNOTO,CPTSUVEJ,M,49098.0,MD,88.0,United States of America,1.0,612.0,O,Applied Industrial Tech
Zro9969,1-108-469-7278,2325514.0,NXAXNEAUSJACBKZDNCUBNUSJAHUWOARAVJQBFTVPQAJFACPPNHZAACWMALEZMWCTVOP,7.0,W,0.0,West Valley,KJNUKPOCKHCAHXCIVBDIUOB,ddbjz,f,344614.0,OK,75.0,United States of America,0.0,,O,NetApp
Oyl9970,1-964-738-6809,970103.0,mhsfwkkzqfnaqxluxmammjpzcjsuygtkpbxorrkpzvjcdruefg,6.0,W,5.0,Norfolk,GBMAFFRZEEHNHYUY,Akqvrokxmmmm,,256466.0,HI,56.0,United States of America,5.0,687.0,,Belk
Xfq9971,1-896-585-9857,1769681.0,edcqxvgzeqkfkjouutigueychgsoyfdpgukulj,7.0,M,0.0,Hull,Lmsxmfqiowccgxolpxasmkko,Ezoogaxbmym,F,246431.0,Newfoundland,88.0,United States of America,3.0,750.0,U,Pepsi Bottling
Cst9972,1-950-666-3504,1024654.0,,9.0,U,2.0,Orlando,Bhalpuavzynqdvtjouzflfkzofjko,hbpijmq,,416080.0,AR,,United States of America,0.0,673.0,O,AT&T
YGS9973,1-492-758-0108,249951.0,Ubdxwassftzblkiieeumsipxdrcwajujqjnwcqjvyncnpjkhojvpffrblaz,,M,3.0,Long Beach,Vnqvrsdgcgulndyqnfz,Ygvgmkqlchj,,232546.0,WY,52.0,United States of America,4.0,623.0,O,Humana
URW9974,1-469-855-0684,1630478.0,,8.0,M,1.0,Fresno,Qpyrtyoqacwtedrhzr,UZGWBPZQITNZ,f,176152.0,VT,86.0,United States of America,5.0,792.0,O,Beazer Homes USA
LGE9975,1-906-550-1449,2736671.0,Pmjmxluzzebegk,9.0,S,1.0,Providence,evbqtprgifjogzlh,XBGNCB,,99224.0,Saskatchewan,78.0,United States of America,4.0,777.0,O,Great Atlantic & Pacific Tea
SPK9976,1-492-565-4758,3677397.0,AHIQYVZSWFXVSELDFINQLUNMVIALRH,6.0,D,5.0,Winston-Salem,WQZGL,ptjdxhlx,M,143783.0,PA,89.0,United States of America,2.0,377.0,O,Western Digital
svm9977,1-571-166-0406,2341352.0,juwrdsjvouanlynsrfmroaoslsnpbqwpvgryfrcdekqlxoyttdvufidlfvllw,0.0,W,,Fullerton,ZSOLSRA,PRBLHY,m,305447.0,MN,27.0,United States of America,4.0,667.0,O,Caterpillar
TJH9978,1-135-469-2934,2405463.0,vzqwkxxlxgutrpynrjdgfpocqhlnioxcm,10.0,M,2.0,Billings,Gvrybqsjawbhdq,Pdana,,75007.0,OK,78.0,United States of America,5.0,458.0,O,Michaels Stores
Jjq9979,1-983-117-8717,3969807.0,Vfvryoraujhisixcxapkafewkqwtqyzapkruykaobpqhcyqovpxhjkklayuodlbh,10.0,U,0.0,Miami,QJETMDNHN,xxgqurpbj,f,256518.0,KY,96.0,United States of America,4.0,804.0,O,
iaw9980,1-702-773-3515,3988978.0,FJNXSYROWORJHHKHFUZAEKAKGBBHINPJWIBKJKKWXOSVKNOLJPJPRMSQVQ,3.0,M,3.0,Ann Arbor,Noxnbiwwddjdmlqnfhmmkumpr,Xnuzpcfugxmk,,387592.0,VT,23.0,United States of America,3.0,366.0,U,Del Monte Foods
Ucx9981,1-546-881-8509,2553164.0,Cjmkudsgwcdlwcuvpdoxja,2.0,S,3.0,Hampton,KVBBBKYGPK,Aitedhev,m,346508.0,AR,18.0,United States of America,2.0,665.0,O,Alpha Natural Resources
Ebv9982,1-002-192-0661,3391162.0,tmdloqnwukvveufuszoofnkkpgbxpeluxkkykycz,9.0,M,4.0,Durham,JXWYQUMZBZY,bnamauukrllz,,408235.0,NC,73.0,United States of America,,554.0,O,CarMax
qje9983,,2598686.0,Atljdmblmuwobqpdrjdrwgbxsmjyqilrgmyw,7.0,M,0.0,St. Paul,ITJALLECYDTCBZTPBRY,Bxfoiru,m,315970.0,MI,86.0,United States of America,5.0,,O,Interstate Bakeries
HRV9984,1-426-470-5366,3820785.0,Bpyaubddrnagmqafaupkzcprrkwbyoebalzgaijxhntbdgmxktccyrtsughvfvtkyyvylpqcnl,10.0,U,3.0,Overland Park,TIBCWEQZYLONGLUJEKSKDHZ,aiuengu,f,189077.0,TN,77.0,Canada,0.0,600.0,O,HCA
oju9985,1-472-071-7502,1453831.0,vtqlotqnimiqkceoqahovpigeddncewzlonudkxfsivtuieybemblzaopkwodgiwkqpnlhsqiziwwn,6.0,M,3.0,Sterling Heights,wkeaoomrj,Mlffays,,314101.0,Prince Edward Island,90.0,United States of America,4.0,,O,eBay
Uxd9986,1-280-630-5078,276003.0,PILCDQCADTEPDKRVCDOCPCKMRFNILTEOEBTOROREZLHMGZBORI,10.0,M,5.0,Greensboro,Hgdmleltixaulnjdpznjlbi,KABEEZC,F,491753.0,IN,91.0,United States of America,4.0,617.0,O,Plains All American Pipeline
eyq9987,1-097-067-2883,1649056.0,Fscikxoqhvldibuwegrsulvfdmcgstjajsqanxvzmemkgfsbogbhrzeniofhvoljf,8.0,D,4.0,Lubbock,Ldxldtsrrlnhcqiduhbcuarmqemwbs,yxpecxskf,,37449.0,ND,23.0,United States of America,1.0,637.0,O,Quiksilver
Axb9988,1-859-786-9498,795362.0,,3.0,M,1.0,Moreno Valley,Gtlikkxxmavsbfelnjztkyykjqtjq,Qksrkrv,,207312.0,NJ,99.0,United States of America,0.0,426.0,O,Smithfield Foods
rnd9989,1-224-654-1813,3364901.0,ZDRYATAKRSOFMBDTOVYJTPBXXGI,5.0,S,3.0,Amarillo,FIQVBYVPXTCZGOBWAKFQNDQE,Fahjcr,,321254.0,SD,4.0,United States of America,2.0,321.0,O,PHH
Azc9990,1-706-896-5465,3421108.0,NXXXV,10.0,D,4.0,Garland,Pascia,Sgzzabqj,f,308024.0,MO,8.0,Canada,1.0,327.0,R,Interpublic Group
Ekq9991,1-745-491-0599,1091828.0,FJWCOFBIUTPRZKTYZJHHEOPSEAAYFUYCRHKSLLCQIQSFRMFCXCVNQLHTAOTZUPMKBOYZXFEKTTWYSZJ,1.0,S,2.0,Berkeley,Xunfpgmiq,,,200225.0,LA,25.0,United States of America,2.0,387.0,O,Pinnacle West Capital
Rux9992,1-595-653-6195,1081621.0,pyvnugkumsnzac,7.0,M,1.0,Little Rock,Ngsyzhnzficj,,F,332722.0,Prince Edward Island,97.0,United States of America,4.0,502.0,O,Lincoln Electric Holdings
ZFY9993,1-440-294-2153,3184861.0,JIFLBRMLABVUCNRDCIFIPQIAN,6.0,W,3.0,Lowell,Vprkexgdpqx,Relprkmoz,,133787.0,CO,25.0,United States of America,0.0,631.0,O,Manpower
Lgv9994,1-615-571-0980,1774335.0,NCJKLKNHNLAZUTCULPFOKWLZEOL,9.0,S,3.0,Buffalo,DROUIVQEHLNXVKERAKX,Ffqpywghkam,,493546.0,British Columbia,,United States of America,0.0,731.0,U,Eli Lilly
Fgl9995,1-994-085-6113,611125.0,xiomjcfqzxwwsxlpuvgfioaekqatykebdzrecig,8.0,W,4.0,Topeka,Ffresvjlagngp,IIUFSHWDBLDL,f,314243.0,IN,90.0,United States of America,4.0,335.0,O,
Hxy9996,1-426-325-7093,100413.0,Qspfmnhsdclaspkidwokmuykfyqwytnvofwmza,8.0,W,0.0,Spokane,BCLQAOOGNX,Ozhtmq,m,378017.0,ND,62.0,United States of America,5.0,808.0,R,Steel Dynamics
hlt9997,1-905-614-4366,824650.0,gqmptiehzxahkfsimckoolsypurobqglwbkmpzyfyteexzbtocmlnltdxrbdvoptnut,3.0,M,5.0,Toledo,Ericexxnoqdxiasju,LKYHE,,98857.0,DE,43.0,United States of America,4.0,,O,Alliant Techsystems
lht9998,1-313-539-4938,2577348.0,Bfpoahmvmzkw,5.0,U,0.0,Buffalo,QWWNED,Yzsay,f,267298.0,IN,87.0,United States of America,1.0,589.0,U,Hovnanian Enterprises
Oyd9999,1-314-525-4383,3029417.0,Sfgnrldwiouvajvpxmfmyitieivsdueuxonnalvundojlu,10.0,U,4.0,Bismarck,Vmxddngcidumnggxx,DOPQUISAYDKQ,,90464.0,Prince Edward Island,5.0,United States of America,0.0,436.0,O,Caterpillar
Bhz10000,1-317-441-2462,3474077.0,IMWAMBDZTJTSMWWAJLY,0.0,S,5.0,Plano,btmmdefbmsekwxyw,yijiteq,m,344571.0,Ontario,38.0,United States of America,4.0,732.0,R,OGE Energy
