prospect_AgencyID,prospect_LastName,prospect_State,prospect_Phone,prospect_Country,prospect_OwnOrRentFlag,prospect_FirstName,prospect_PostalCode,prospect_AddressLine1,prospect_NumberChildren,prospect_AddressLine2,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_Employer,prospect_NumberCreditCards,prospect_NetWorth
Ffc8721,Ffcnqhjijaj,WY,1-769-735-3164,United States of America,U,twyuqaobukecbamjdcknrqmoobp,Gqkgg,Cslalilamdoqrtwwhpxszjgeayndtykzsfaavtvqqcqvmiczbsbeveksgbhluaeso,5.0,Fudtaepdkrpnlra,U,80.0,337.0,NII Holdings,3.0,3669939.0
MFO8722,MFOFUNUYEFIMRG,MA,1-655-509-0238,United States of America,,Whgpbitgxhv,Kzujwikkfx,dqftawtecbo,2.0,Pxtanzseszinipjvsd,S,92.0,481.0,CarMax,3.0,3074498.0
Okt8723,Oktqhy,IL,1-535-841-7219,United States of America,O,Zgshxhltrzbwhuexgleoza,Mhcwzxdz,Iltetztbgyetqxjslvvyhmhdqdzilbowchmzfgxojryzftmcaipcdkdqcruinifztpdv,5.0,Loncifqhyoobzcxlnxmlbiedehonnjxbhbvpvzxsggrdgyrmwwxfvgbwvlp,D,66.0,620.0,Hubbell,4.0,3295287.0
Rsi8724,Rsitkewecremmwegnzqfuvmqszsshp,OH,1-900-851-9005,,O,Ihpvfbqphxokyxybrdwax,jcjaecwii,kwskaugyhlrousjzzfdqrtxduirdbisxxxmkwfkkf,1.0,Mrmxxtyxmzcgovwixsyrcipgnymcgteugphhilozovfplvhnhfcbudb,U,58.0,671.0,United Services Automobile,4.0,363539.0
hxh8725,hxhrbjwnad,NH,1-028-752-2687,United States of America,O,qbhuiccpnmfqrvqiebexujigz,Pcuzclsmrd,Lqhulbemutqujdrbv,1.0,Jhexsktmbjbfjexlq,M,77.0,551.0,Berkshire Hathaway,4.0,3823179.0
hmz8726,hmzwpupp,UT,1-381-245-1446,United States of America,O,hwran,hipmfapbivn,Ubfpthadnxrkn,3.0,Dappqlgmburslylroaxennpdbbzonkvlt,S,29.0,493.0,United Services Automobile,,1445701.0
Upa8727,Upafbhhgtarxnfhdvhbnlugrt,Manitoba,1-429-602-7716,United States of America,O,Bnquawnwdvgqvesagav,Qhxohmjug,Eamkbgacbcvodvbcs,4.0,CCOAECCJKMVVKZEWFCBLIKJ,,67.0,328.0,Home Depot,2.0,369743.0
ksj8728,ksjdcjbubnbtnhflixha,NY,,United States of America,O,Dutimcpvdnmftr,QYMYEANPE,Zapgbujscvqlvtatdglomcejsyhabmgsvsdqqxphcifeeiwrmrsixbanfnb,1.0,Eynnrxlldtaripprtvjqqvhvg,S,82.0,763.0,Mirant,1.0,3576300.0
Evg8729,Evgnxiiavpvywbcyczqzs,MI,1-099-486-3382,United States of America,O,hhaacfiqsboqgnr,gesufn,Xwrmquhsnkgczintronpkwupalnldlgqxnmkudor,3.0,qublxjrwljdupiwmcjnuteqrkuggon,M,50.0,319.0,Hudson City Bancorp,6.0,2433627.0
Tqo8730,Tqoihlxucrybsvlxnnomqpuanwtwue,Manitoba,1-049-912-9587,United States of America,O,emijsqfjmgjrjwtjhwdouxtib,CNIYHYVLR,khgcjpdjbzbpqxvpwoxwsiiifziuzxzfaduqwyxcfpyh,4.0,,U,44.0,457.0,NRG Energy,2.0,258321.0
Fap8731,Fapqu,Quebec,1-780-616-5514,United States of America,R,Eqjjvgsbncfcazieghcgueytt,Atipy,Uuwqxuy,4.0,LUPPTVEZOMDDHSY,W,52.0,490.0,PC Connection,10.0,2175149.0
Fiu8732,Fiucczfnsuxxxhjxvssbbmdj,ME,1-305-187-1767,United States of America,O,Ecvwdgvwiyv,bzlymrkug,Yuqiuxvhfaqcjvyxorcbfnaxrsa,1.0,Tlsvijjtyrfguuldnzuznauhkajhgqirxnzhebdwpfggtfbmpikrjpjvspdqhbzdhzqvm,M,58.0,519.0,Amerigroup,0.0,3577781.0
QLC8733,QLCPNUUHTBLIUWRXVZLGBEDIHRCYCR,ID,1-965-343-3373,United States of America,O,zlwjexwygdeirjwmkecbvzcphfuae,Fpdfqrmdb,Ddpivbvlyzznhquqrhldmgnlahachiotw,,QLKLFBGRCGXNJRFIBQTBQFKAEKWOO,,56.0,306.0,Puget Energy,0.0,1685246.0
Guc8734,Gucppimlzgtmqgisz,CO,1-382-135-6945,,O,Lgcnccdjf,Iarcdmqi,CWPUWRQCZIYEJYAAWUMXKIKLVLUIKBYBUDGRVIVS,0.0,LNRFLNOELSWMNHVDAQVIMDEOGYMGICPRBRBILTTQKUJXKVFFWCU,M,74.0,337.0,TravelCenters of America,8.0,2294288.0
QMX8735,QMXLWQRXMSV,IA,1-223-603-6648,United States of America,O,Jbfzqcfa,Gsdypcxar,,1.0,,W,59.0,724.0,Bed Bath & Beyond,4.0,2711390.0
Jin8736,Jinaycnxhl,MO,1-875-548-0615,United States of America,O,Refcdumxsufhsdqrleoozbpt,DJOHKVQ,Stuuybhfztnvkncnlofhvfcwmpojehatkxgdebbxwfjpmgwmocuovajzabfchkbdzcelt,0.0,Uicuqosheuxlofsylgputqiwvfnfwccihvgfysff,M,9.0,641.0,Merck,0.0,
Gpe8737,Gpebwqtbfepbkfj,Newfoundland,1-707-940-5935,Canada,O,Mcugsippraqdhnrycrqttqgz,jngxitnl,OOBYQROHVAQUROQOTVJKAXGQHZEOOBUPCHONKMXTAEWVHUSG,1.0,UUKSSSNKLODDTLXENFKSOFLQKFSBIJIZGGNHHENWCTHAOAUZQTLANDLRGI,U,58.0,517.0,,0.0,904453.0
Beb8738,Bebinlglknnubhbbzvom,AZ,1-309-343-2740,Canada,O,TLUVWUJIAB,MODIOAHUIHQ,cjhapaherlqzhjirkktfenfyofkjmlgkumpjhvchzfupjnu,2.0,Rfkznckodftgkkxbzw,M,57.0,840.0,Avis Budget Group,10.0,
Qvd8739,Qvdjioynxoudwuv,Prince Edward Island,1-842-949-8321,United States of America,O,JXFWOATISMRNNDMFNGUQODUFSNPLXX,SOPWSZMTNH,Fyqcpbybblymmuglwo,5.0,kpbghib,,77.0,351.0,Alaska Air Group,3.0,3786307.0
TFD8740,TFDFEWBROOSMPXCUJJEQX,KY,1-006-046-7891,United States of America,O,ukunhworoddnjwqdndxwanmsyrk,DYYHVA,uhwbjocjbuhthfkvioacryppoiefgkieoefieytkxsbp,,Evmkjjpxihtkwedgjfcvxdsdxiljjmkadfjvpgyu,W,58.0,685.0,New Jersey Resources,7.0,2234199.0
Zve8741,Zvecl,VA,1-113-873-5730,United States of America,O,vekbntlq,Ecxbz,alkxhztonhbnvqveqgtqtgfvpmfeiilcghcwnllejxpbmafownucou,0.0,Ieykqmlmtqiaxjovdqhokesm,M,10.0,664.0,Manitowoc,5.0,1847503.0
DGI8742,DGIEOVAOK,Alberta,1-426-021-1454,United States of America,O,Hueml,Lpdpmda,Jmkkinlbuhazmkoppcyekgmxymyoderyhdbbahrthrssoqkejkrzidozswollspfe,5.0,XSCNHYHSNCNNHSTKWGMINRXMPLDJMUWBALDPJRTUNHZAIOMXWRGQOUK,U,32.0,425.0,UnitedHealth Group,5.0,2809593.0
Jsr8743,Jsrdjsrfqdkvomitakcombblif,ID,1-807-747-7300,Canada,O,YNVHGERLNPNFYQYUPIROWQKA,Znqepkzs,sdnfhnsephlcquzbhr,2.0,ggacivmdzibelgyewlrwbmwhfvfnusopczmltcfssdrgtqejvavxipuphuamaazg,U,91.0,342.0,Domtar,7.0,1647811.0
rgw8744,rgwbsvfkembybxmkqtgjkgbvqpcfuz,New Brunswick,1-136-083-7561,United States of America,O,vlwnxoidilgukuxrpkyddm,,Albnwqagiggowqgylmpmrmldrwoawygmezzuf,3.0,,M,46.0,829.0,Zale,0.0,3454244.0
Vfs8745,Vfsyrmebavbdvin,Ontario,1-447-474-4758,United States of America,O,Lcnednsealqecgsgxdddaczcb,yuowoafxapiw,wmdcxmudntowkrqtueszunktyaszijyjcyoebfrlmfnbjadstyxwskkzsiptufsqocnymq,1.0,Shnvkdpgqqxvcfshgmvqgphopfnljxonwjanfbsrbemwuobjiqtnkkbefyiwfvjecuyjile,W,55.0,841.0,Steelcase,2.0,66981.0
Tua8746,Tuaxtkqjh,VT,1-040-016-2827,United States of America,O,dqmhvebbyqgrxoa,TNMHPGP,mvexpdrafvqqisznaiwqfxyr,4.0,Zqcatonfwibmdipgsmjwwdvrkmsic,U,28.0,795.0,Travelers Cos.,3.0,1664718.0
OLU8747,OLUNNEUODEFXNMUFHH,DC,1-223-807-1417,United States of America,O,sbdnwvxkguvevkoox,UVPTAPG,saxzdcukapnywrnwzkdbyqjsoifmvuthzsiheeaw,4.0,HIJXARSJBSS,U,50.0,,Windstream,10.0,2956944.0
Irb8748,Irbskhitngqr,AL,1-119-946-1179,United States of America,O,Tyrbcxfyvgyedispsvbgqnwczg,Wysdrisb,Vvxyohpskxsdgfzkkakgdnvyamspjanmcuaarlvbodlgwwl,0.0,Hnxjwfvikrjeqlyfvpm,S,32.0,374.0,UGI,8.0,202849.0
zkc8749,zkczdfavfwhp,AL,1-847-936-3645,United States of America,O,Ecymnygm,,Vqmtknjvxnrldxdjudocuhlurzumtjeallsbtlehnabscktngqfkovtwlndkn,5.0,Hlvwojgwmhynwjrzdlatxzrogopjttvfdkepibwybhhqiejsbz,S,93.0,359.0,Electronic Arts,9.0,106692.0
Bjq8750,Bjqkn,MI,1-754-660-6519,United States of America,O,ujhapppsrvokegjoacknz,LTMWDOQC,Mgvylwtav,4.0,Pvrhmmuhxuppmcc,M,1.0,769.0,Liberty Mutual Insurance Group,8.0,2767324.0
HCX8751,HCXTTHLJUVAFJT,KS,1-051-107-6178,United States of America,O,Aaszdjkk,chdburrwpsmn,Hgoerumbsaacwdqjvrmgqjnktdqnolo,3.0,Puunhfkjrwybcnltzaowgugmqnntvpddyiooqxkxinugscvvrgvkhoofgpzsxxxexlagqpbgxnkdry,M,73.0,655.0,Chevron,8.0,615774.0
NTS8752,NTSLSPKCSEPTJ,MT,1-374-556-0777,United States of America,O,Dvwuwe,tomikungnc,gmocjaruqiclzmmdoj,1.0,cvtwimmlzysetfkwrzqohakqbcoyepusitotk,M,39.0,,National Semiconductor,6.0,1891656.0
Uez8753,Uezasahwxkylbphfvh,UT,1-549-388-6080,United States of America,O,xlocjbnhusnnuzacvcq,OXSQQGMIXVFP,Dwufnzvtzlroqbd,,Kyvoujdtbzgfmsrjafpuwoqwafptkhgegubmibxjrkmxlinmfjnxihaql,M,15.0,472.0,Chubb,5.0,1984498.0
rvt8754,rvtoxdout,MT,1-987-236-1149,United States of America,R,GRIAWBJYXPEMOVHGTBVIRVSFOS,ritkotv,ERDKWWWT,1.0,Irijebcljlvhdbdikqwnxswgolflshractebilywtparjuxfstxfesrkgyrakhzqfsjxflhxf,U,37.0,526.0,Cummins,0.0,3560532.0
yxw8755,yxwtpszfttnf,RI,1-559-422-7871,United States of America,R,Xowwauvnvgvj,RMSWFXMLCAZ,vqkbnguuarlheteqwcxpoylkmdjizreczrmlmhlhujpvbzldhqmeoit,4.0,yusydvontjnrspgibcuaxllmssvjrwzndkylnqhwackrvpodiszebumgchvquq,M,8.0,,eBay,4.0,1947868.0
Pni8756,Pnihculihotil,AK,,,O,Bestnoldrqa,Ayhqnrhjmb,YIVSXMHYWFENKJESVXABLKWCWAHZFNRBQWMCMNCPFTKEBBFIZGAVLQCFDRTCLG,5.0,NBJJMRAMGYMIR,M,64.0,776.0,PepsiCo,5.0,1507966.0
Szc8757,Szcapan,SC,1-091-476-8349,United States of America,R,Eoyiinae,DCKDCKH,,5.0,jtjpmsnyfvilflebhakwpnthw,M,20.0,327.0,Patterson-UTI Energy,,3120969.0
Eck8758,Eckacjntubjjhekohryxvixaba,Manitoba,1-302-081-3389,United States of America,O,FVZLMTNQDUVYGHQMOKSAIQNLDYKP,PIDJNWYPX,LLRIJVXHSVYRWVCBVXPCQAXWEMCTSCJPPTRCHDXKTGAJCEAVNIYXJUVVXQUJIZOGLNIFUABRAT,3.0,xvnyddnmmysxnszdjqhbprfefjyradic,S,9.0,407.0,Scana,4.0,1793384.0
ONR8759,ONRFDISTZVQWABDPMHCNBKZBHTSQS,NV,,United States of America,R,EFHEQPYOBDYHYZQGAFGBNYIEZDHL,,DUJPWQWMJDCKHSIKWXSNZDOWGMEEHAGDRAQPOXDT,3.0,Inazsvhoinjlygsewefsftfmflixrojuaqcdwbamqdhmnulaoacixzkdxk,M,13.0,576.0,PolyOne,7.0,470067.0
Czv8760,Czvvnrtzvk,MA,1-789-293-4725,,O,vgcwibrsmkcgwnnbjfwzriumkt,qmywoech,Smcvpujjqvlkehgqbrbwaoyjpemnzpovycprnxrielpxdodnz,4.0,,S,,602.0,3M,2.0,508011.0
UXU8761,UXURXFYWOGME,KY,1-025-711-1036,United States of America,R,atodnkkaalmmfjbnki,AMEJRXKXIQSP,LRTTXDWHDVEHFGEQOULANWCDTRMOZTTQSJQXICQSVJPHJNLPSHHQYPAYOWZHWTXU,5.0,Dnzlgklaejojmprfjqmvvgqazyardxhorckqdpbdrbdtgkdoen,U,7.0,316.0,BJ's Wholesale Club,5.0,24804.0
Nbh8762,Nbhtbunz,AZ,1-778-790-1252,United States of America,O,Fnphtbiqfikmjeqfs,Rjwodsdlfnb,Dryummfx,5.0,,,33.0,846.0,Graham Packaging,0.0,1616906.0
Pqx8763,Pqxketqlvlgw,SC,1-371-384-7686,United States of America,O,FRUYLGWBKPSHXSCDWPNTTBTS,HDRAVSM,Iefxzfvhpzwaxhnmtifdbesrbuuwrgsuumernqw,4.0,WZFZZPGZRUXNVTFBTOOZOZIUMTGHFPSHCL,M,9.0,409.0,Inergy Holdings,0.0,2460167.0
Par8764,Parasesbihlsskrgvdvnblsam,IA,1-292-203-1887,United States of America,O,HEFXZDWPUXHVCD,Umuijo,Rkihrfknucdcenhcfwncjilpqvydhjqojpsjrdtzwmminbjxhmqskashrulqxpfsvadumw,3.0,AXDSSEZNLHUVSFZTKPYYBGAHPURUMDLIAMBVIFRPFIPEORVDNENZAZ,U,47.0,333.0,,4.0,2049091.0
dao8765,daozlunskcpzhuizhhankeooc,MO,1-414-945-9431,United States of America,O,Puapzughcazlyipmlvgcctvrpff,Pougulqpvhx,,4.0,Bxpcpqxxkpuwojxdxnuhspxx,S,82.0,784.0,Starwood Hotels & Resorts,,2372410.0
wfg8766,wfgcqxajbonripbyxehk,SC,1-122-435-9340,United States of America,O,Ojlhwyqhxrncgjucxmvixwpmzg,ltkwrwrhab,ucmnmheqhzqpl,4.0,Pcuolllzrfusagrffpunhogwaanhdpzk,W,31.0,434.0,Limited Brands,8.0,780423.0
ujb8767,ujbzuu,Manitoba,1-564-905-6352,United States of America,R,TFPEAWHDWVKTDXHAURRISRY,Kblncdychhjj,Ktigpwfdpyectncjidfspdcokjpnfgegcddtlgqsbvdbaopbpgyvulprwxucnj,0.0,FSRPODWBSPCDXQJCRMNUFCLJSHUUEZALPRBWPWKILUEISHOFP,M,61.0,593.0,Wisconsin Energy,0.0,2842676.0
kcg8768,kcgpxsbennn,UT,1-016-515-1634,Canada,O,soepmwddimnwwzlcszcvtr,Csexa,Vntqlkptckefnoxkismdfqvfsoz,0.0,HVZOQRJAWPJDLRBQOEEEBOTMGOIMMNCLBPTQUDZVLAJFMLXOKCLTUMGUQDTY,M,94.0,699.0,Gap,7.0,61250.0
Rua8769,Ruammxsqjpsrvuyxwztalwlqnjy,NE,1-603-992-5597,United States of America,R,Gjsxbihrnkvxnbleqcthjv,Jycbzt,Kifidsllrnklxbovmt,,Jccxlgzlvafv,D,13.0,617.0,Symantec,8.0,1444032.0
Hfd8770,Hfdsvwopewbcwwr,DE,1-614-843-1296,United States of America,O,Jpnpiegxsprstwobnjujv,Rxgcavauq,qjcbepiewxsbzxdhbbrxbzlswojwziit,0.0,vcfhguaigzlvfbtmdchjjvlannikeiyllzcxtboliaflshkebbvfxkwwpzgc,U,60.0,816.0,Systemax,0.0,3546515.0
Iat8771,Iatfhcdehmaftayotchyi,FL,1-050-164-6790,United States of America,O,mxdqgowhbrkbf,TQASFBMGK,Twcwtts,,JPNKQTMFA,S,61.0,590.0,State Farm Insurance Cos.,,2968596.0
hkr8772,hkrnmlryqcairvmfszp,Ontario,1-030-843-9271,Canada,O,bjjankxxsnxfrxpzzcqqvptw,FEGOFGLPUKPO,KBVKAOINDZLYPALQLPWWHFMEPJGRMAXFAKUYWDXODKORYVDKSLKGYRSHTIILHKIDUPMHODLPTUPO,0.0,Osecgty,,70.0,363.0,Genuine Parts,4.0,1517575.0
Kpq8773,Kpqavhpekxwvvmxhyfzfcxuu,FL,1-013-090-3660,United States of America,O,Medzvydycuyurdyftntjlycfo,Itdrbldpk,Avasiuaittpblruejonckmrcdrblmsghuxrhmfnngxjchiedkxrhgntzjkat,4.0,,U,7.0,673.0,Weyerhaeuser,2.0,2238810.0
Pip8774,Pipjboeq,AR,1-768-390-4958,Canada,,VKVHCXRXCXKGZVHDWUMNKIX,LRXRSGTKRYF,Tjuaessenoiszxadecronckkdqnurm,5.0,Eyxzrspeywvzlkvzskvuvwkddyondnctkcuptwu,M,65.0,850.0,Visteon,0.0,1052183.0
Imk8775,Imkkldizwopwqyagdzxcrpefns,OR,1-903-000-5528,United States of America,R,elkfdxglxvnwwpyspfeodklajfiz,pbcwuu,Gvhbphtaybkdmmhxvzjogsveistzmxzhkxsjogvmifhxfgkdzycipp,3.0,Ekjmhbrshgolewxpyfooeounq,U,25.0,519.0,,1.0,
npe8776,npelyrmyljwvrlba,KS,1-645-382-4840,United States of America,O,Avglxkjcrvqwurwo,Hfgiiwqsbqik,Iaumnnfhibhvvqwzrzgxqxfqqygageclzcpgkshcvnbfdknbzxbvbujk,0.0,GRJACZYIBOYDYNLOPSPVXWNARXDJGNMEUINTVKCRICTUOOP,S,6.0,815.0,Cytec Industries,9.0,1668793.0
lkw8777,lkwfzj,AK,,United States of America,O,Iwlysungnmmeragjnaa,Eisigimr,kvtxkeintkgijsflunljyexpmoxdzsfzlidwjznplzjndgykyrvjiorpxkopipk,3.0,vozbnzwxbkqwfagiwcdihkryseovctbkyjjndhsgr,W,81.0,667.0,,3.0,142942.0
Mjk8778,Mjkgsj,VT,1-346-153-1752,,U,Akkxi,Vhpheivmp,Ewzzqksfljtiulfwnutjzgxieshhzmncbpokzdifsfsuijtvzxmbszjpqurhcefkdgw,4.0,ftuczetfnkseqprpixsucnqqhlxickhmcelfqtvpdsqedbhusengttcxh,W,80.0,412.0,Robert Half International,8.0,164985.0
Ely8779,Elyyrckgswfyssixnayag,NY,1-653-698-4867,Canada,O,iqnmmmddqshyhrxyfyqgrllxrkftn,Hpdofbstxa,VTLPIRPVPAKNLWYZPXUGZEYEKDGAVDKWOAFDJHATLVE,1.0,Rnuvzachxfgtdmlpoxcbidsmpmcuqqwefltyhelwueahitxwg,W,74.0,527.0,HNI,10.0,599928.0
gxu8780,gxuylhfhbxxmqjwmnwrayd,NJ,1-038-184-5456,Canada,U,Xbcheyhdmokwmxxedmzzpzugknui,ETKHODTMMUL,CFPDAWERMNVHOWCNOKSCXRMQLQLPBUGGHRKSKFQHMEBORYAOCRXBSYOQZAVH,4.0,Tcharfxcwnorevmnnhnyfmakokaqmvpbvbncbjotgnnzlfgendjdlfsjihsutpyyuj,S,72.0,832.0,Equifax,2.0,860469.0
Oqm8781,Oqmicpepnccgeotseao,AR,1-871-670-5488,Canada,O,ywiuafgyekxitzjbyhxinipqw,UGJYJDLLEL,QRTVGXDXQVKXVVWWRFYEAOGMVEOXSDZICUNAOJCCFEQJQJLDJGUVTLFXI,0.0,Qerjeunbkymuiiplzlgvenfzktbnpkiuobnroarb,M,94.0,415.0,Legg Mason,9.0,3890824.0
Ugs8782,Ugsdtavnulxwchmnpkwj,NV,1-283-988-7562,United States of America,O,Areojbrcixxodssb,DGELFUAQ,Cpnnutmhvizweojowbeahsvgnyiptiqrojtupktmxpkdaakrieexgocmryirhtcttcjy,0.0,jxmffpfuarkodhvq,D,47.0,701.0,Regal-Beloit,7.0,592824.0
Hse8783,Hsebvhmudnu,IA,1-446-991-6318,United States of America,R,ntljtkhwuoranvdhpomb,Awevmpruzm,SPEFIKMXFVDXHNV,4.0,Uehayrzdizrdlesxlxturncdjfza,M,29.0,375.0,YRC Worldwide,2.0,
ayu8784,ayuialkspgoxiiehwtrlsirstsneo,WA,1-473-771-8095,United States of America,O,Lwahkosiz,Nozlxj,Uigaplaltqzlitipqdnnndgonttmdqrmbibozdahfskuifjuuqpufgowpyeectezdmgrhksywjblr,4.0,Clljamynrfcnaqremabvgkyfvijdlvpclfgwddmygbbsftevtxfncuuftkyjekh,M,100.0,843.0,Discover Financial Services,4.0,1956485.0
OTH8785,OTHMCTPFOPGUQEZKNQXAQWKJPOLU,VT,,United States of America,R,Ezplvgfnerpetwkqcyacnlii,dxzsa,Xabnxfreivpfeqpljxcsqroqegbckgwblbrmmgvbal,3.0,lyperdoeiaverantbdnjwtjuawaiatwavkujblf,S,5.0,773.0,Scana,9.0,1003386.0
Ukb8786,Ukbsljzkmo,MS,1-755-050-9077,United States of America,O,RSCSHVROYAYJCVMRZXGLXXOHOPAWJ,uweml,Etvztydciilqosrlplgmkkflmjywofssxjtdaypnwqmcaicavxmwn,,Zuqrzfoirfrmngytmuddneslzuxlwiwwkpggexgux,U,85.0,559.0,HCC Insurance Holdings,2.0,2394905.0
nnb8787,nnbsyjnrpgfkdbstmqsagtupdfiu,MS,1-029-872-8116,,O,Zydfdxicw,Qcfmzpqcad,Afagrvxqfgvluqhvsxpkjnabuqsexlhrnluelbpwlggdxazmujwwcgafdwb,1.0,Qriqvjyjvacpaoxqhvjqmlmaghmecqgoiufati,W,36.0,492.0,,9.0,1697166.0
ouu8788,ouunjvfajbygtsbkk,AL,1-164-270-4345,United States of America,O,Xlfzawx,guipxdiqh,FXHXGGAOORIRXABPCKICCSTMDNWYZNRLCTXYQTQSGNEEPCSZYSPVUZUBNMOLGXSMKDAAXHET,4.0,VORTKMOGBAVHKMMAZZGQELZTRGCFBGQCCUFKQKJNDKMBSQJFSQIRDLZCFLETIWPFCQDKYPHK,M,26.0,489.0,J.P. Morgan Chase & Co.,10.0,2942461.0
qly8789,qlyryeioulznfyjktizehpoa,MN,1-960-531-0131,Canada,O,BBIMQNMXURKDBSLHRTTWCYTUOAZJAK,Xwteomhi,Suprxwwqojeaplgxnuqjidcaegyuztwcpsqknhguuwao,0.0,ICLLUMPCSTHBHHZEIHLAUYEDZKZQWGXWUCNTFTUFXRLSNBNFYY,U,15.0,606.0,Wal-Mart Stores,10.0,1345529.0
xem8790,xemrrll,NV,1-741-262-0272,United States of America,U,Nvcjsogwoevmfmrxlaj,Bzsqnphu,Zkmbzdqvmwrkkkwnugaqmmgfziaeidzgxjkvcduigwcxsjhuhlfjsqvsofofwvdpdq,0.0,,M,83.0,827.0,Fortune Brands,3.0,1018102.0
Pvr8791,Pvrlrzmdwfhmvwaiyp,PA,1-335-402-7008,Canada,,jchfogoqzk,Reoai,XVPJBKGYCMGCGTELZUCGDBLRMELBSGYDI,5.0,RCUZFHOISFGTDNZEQSLODQZM,S,57.0,,General Cable,0.0,400955.0
Wup8792,Wupxm,FL,1-520-559-1258,United States of America,O,MXRGEBURHGTNM,pglurhgbclz,Ememxhrzfsvfhpvrxagmviqehtsyxjlwamgncpmsaccpfyigcurjoilap,,CTHLRVBAZLTVSTVSENNWLZXZEHFDJBDSWVRIBCWZPCKZYBEXWPCAHOCUIFSCFVGNMVJDOFIZPJRLMO,S,92.0,765.0,Alliant Energy,7.0,
Afr8793,Afrcavttqbdh,NY,1-988-200-9173,United States of America,O,ZRRTVCBTGXOYLINQRSALK,rrvwjgopj,Cbaivdntzqehdxmshpcltrjsexyoehhmeeodimwmqkfrwqoauphmfdisaxgbrzwahfmxgroot,4.0,rmicbsnzycadhxhdukt,S,10.0,727.0,Amerigroup,2.0,635958.0
Rkn8794,Rknueqpiczvklmfectfnwlieynswxs,Nova Scotia,1-978-550-1390,Canada,R,Fdgyglskg,Rwwwkzrgxvbt,,2.0,ovjcrstmuvxlgtsrflcjujbhxliaoxlrqbfcpzh,M,60.0,812.0,Dun & Bradstreet,1.0,3527138.0
Aal8795,Aalblxrtnqpjvroji,OK,1-053-536-5852,United States of America,,Oqtjoueehwhx,fbecsl,Keerywpiheochlhrphhfspyslltvxwnoijomctjsbibfegqggrbxco,1.0,Nngodyliufqcyrmpachkjwghfbtptxbajthvsleswauueubtnddrsuipgx,M,0.0,568.0,Belden,3.0,600221.0
YEQ8796,YEQNFTNKEBKVCITDQVD,NJ,1-675-992-6592,United States of America,O,Feirdtuilxhux,Bqngmpqyoqrl,Xkrwzlqeuiybhrnwjwhfivtpoequxqf,4.0,Bmdbzrvxmwtqqbubqhdcwjpscmdqejsjnxbmncivviassxozweqmtr,M,62.0,443.0,NYSE Euronext,10.0,1045356.0
Fet8797,Fetpnzwtcuijftrgrzhcefvculm,Newfoundland,1-363-702-4386,Canada,U,Mvmjafijltsyijhmfkffvhuzrkbh,bxvjgwv,IAKFDJSITMRSKSFHAUXGATAESYBYBGQQQILKJAZDPAHVOXXESAWOIPRBGTGOIVM,2.0,MFBACOQURPKCDLMTIPYQITPXSVJQRQMYORSLSBHKJCSWKKXMEWSKHFNNJQXYFEJKRLUVXITMJITT,M,41.0,,Hill-Rom Holdings,9.0,1287643.0
OVO8798,OVOMSQRVWMKMSPNIN,MD,1-295-188-4893,United States of America,O,NRITVMDQKVOYOVBAMNX,qrfoiijk,qvygwqfnhdlxssiahxbxzzpxsteulsezmix,2.0,Hpdltyaqpcsqnnle,M,86.0,382.0,Exxon Mobil,9.0,452664.0
qeo8799,qeohsmtkduvqkgrndnkefbst,NY,1-604-181-4298,Canada,O,ETDXTGUCNDQCJ,Avlhlapsljs,Gqmtmssmztemejgpoctykvrqnooxsdheizwxygovxqvjnyzgkkjhnmjbfrrcmavuosahlgsyhqexspni,5.0,vbpcucilvuiirbdlphyotokhoguagx,U,72.0,848.0,U.S. Bancorp,3.0,672519.0
Fje8800,Fjefkdsgwejnexbvixrbl,MT,1-904-847-2559,United States of America,O,Eemqnuempmpmpmuglrli,Dikzbnve,KSXHWOK,0.0,Icrdfdpwacwkdjbwuvvemguwapzrwyqezmbwhwmrzezwjaebivlfdiztcjocyyzfbzcyp,W,11.0,415.0,Pioneer Natural Resources,4.0,3965416.0
RCT8801,RCTGTMHQBVZU,AZ,1-679-466-7037,United States of America,O,Xsootmjsasdpcgtvamiirwlzo,,Pjlpnvjhypwuaskvjqaolmqatuhpmmfpbqkcdiyakpizqiefbcxqchewklrozuebqlpkeycjkl,4.0,Zhzqw,S,92.0,441.0,Hasbro,4.0,3693667.0
QUG8802,QUGZBKJZLICJNVZRAPRUNFZTMHVEHF,AZ,1-735-339-0148,United States of America,R,jjmekvronydouevbxmndnhzpwxbt,MBGRFRJWJP,Ffmzwokjfjfvtmczzvstwwhiw,0.0,huldqwosadspmrrthbfhivnxxaxhtbmbcyxawxvvkkpfoyhztn,D,45.0,,,9.0,3334060.0
AXT8803,AXTFAFKBGVVCWEGRP,MA,1-576-016-5815,United States of America,O,YCBLEOEGNSISXMRISDBM,Engsifiggj,Sxvkwwfxlulzll,4.0,oregdmrkopunjuqhhxgubutgrqqcqchouhkjmkpmubrrpqhhnswnuhrdxxrzj,M,17.0,612.0,Hanover Insurance Group,1.0,892329.0
