AgencyID,Country,Age,Gender,Phone,Employer,State,NumberCreditCards,MiddleInitial,MaritalStatus,NumberCars,LastName,FirstName,AddressLine1,AddressLine2,PostalCode
Aud5729,Canada,12.0,M,1-191-215-8504,Vought Aircraft Industries,OR,8.0,V,M,2.0,Audpnidwmriztowwdnszjbevr,Czzhm,Wyeiosodkuwfyewpurlganlhdskfeqkguw,,SVHUWYCRZGWE
Irn5730,,63.0,M,1-547-095-8022,UAL,MS,2.0,,M,1.0,Irncpeaeqtojtfjrkqyxtflharvrzb,QYMCQUIILOCUCJTQKETFYWHVO,Eswlenarertlcmyplrndnjbobpijhavnhclakbeomtzpimfrpbromgzamqmvuitt,NIUZCQMNPAAZKMJBOXTDSOCDGTPIVGBNDGMYAI,Egxdmyo
ouk5731,United States of America,37.0,m,1-172-345-5549,Activision Blizzard,MT,5.0,,M,5.0,oukxlzwlkwquuynotwaoytjqkyt,Bcziustiklnqqtauoivvfd,Famuadarvzmxcqwszdei,Vpokbuyeryvhmkbmlhosbiquscwlbqrtahdzpcolbswojkosnhvpugn,Mumuc
Hlk5732,United States of America,25.0,,1-139-465-1622,Home Depot,Manitoba,10.0,,M,3.0,Hlkoqafv,Rncklzl,HBLSHATFCNNALILZSMGQMEXTVSJVZIIQCVHRMCEIBLDGSQTJAA,buwunjcjpffawmjkzgrnfnnmuvnlqinnbumtqbhekydqgqyvokfnt,Frgjr
Uma5733,United States of America,,F,1-439-047-9047,RPM International,GA,7.0,Q,M,4.0,Umaha,wotqsgymqpm,Ainrmodklqiqcamvbowkvlcoogmwarlbuchmialuhettrfwzjggphtgarsiktfhgkqljbiijzharxw,YWLZZMCXRIWFWDTYJJDBEQWSXAJQMUKSQULBPKHPNWFACXUGXAVAALMKDAVPMHVLKSAZYHMEHQ,Nqrjlcjv
sfr5734,United States of America,71.0,F,1-476-616-6605,Berry Plastics,New Brunswick,8.0,,,3.0,sfrexkldttbqxnrtvzak,Uodbcti,OCJXMNABUYBZCYYAETKSDOJGHXIVBFLWFFQVSVAXTCWBSYDGFSXSVBYOPYZMLVSTUHD,xuustkdrowsnxkjqtyujoxyvwgdbrvpgidkueprtiuxjqagngrxnojfnvniefinumsogmjkgx,KYESSZP
fij5735,United States of America,20.0,,1-879-072-7140,Moody's,IL,8.0,R,,0.0,fijjkw,wgdajdtjfxhhciltzxbzcyea,Ffhurjkltycbnzroebtxlfvoczjwucnqexbznkxkwdvosislxrjfrfcecyqibyyn,kvqqlrluzkrwyezukfyrqhvmjztagxkplbjysyvofrbdcvqdcqbqexbspwtbxiieksryvr,Ppgunldilzv
AAW5736,United States of America,48.0,,1-676-416-4361,Bio-Rad Laboratories,ME,7.0,v,M,0.0,AAWHA,Nyzosixyotqmnajxrtdvw,AFGMRAXHIHTGJZ,Lwvsilmxgvxbvvmklcfkspk,Beptrqgtr
Vkn5737,,62.0,,1-688-956-0808,Darden Restaurants,NY,,G,U,1.0,Vkneuqicldaiyennjbkll,srowrhpcfcc,,TGUJCGJQYCKRTLYIEZVCUDIOGRP,Ofcbfavvlkd
LRN5738,Canada,36.0,m,1-741-509-1125,Warnaco Group,AK,,W,U,2.0,LRNMKXS,RNRZGIHVNVE,VFBNNVAVYWQNKZFSQMWXOLWDYZWNKTGRNMVANAUQBNVSMXFOBRPFPNAVMR,Wpbjeiqahrzgkqujsalrskhrbivolpstaldzypv,BHERH
Lkp5739,United States of America,80.0,,1-298-856-7354,,NY,3.0,,U,2.0,Lkpwxklcwkpsiybhbrtoe,gynmxnrddajgkgisyrpk,qkpdcb,FPUFAXDRBFJNLFKKCCKFJUF,Tfvcugxxuoox
KYV5740,United States of America,73.0,F,1-735-551-6786,Crosstex Energy,MD,2.0,i,U,1.0,KYVRTDSHVYOPWMGHMDDQKJVB,Yyoqsoslrgp,MRCSAOURPATTKPNSTPF,PGTCXRGUKCINGPTZGONMGVDWWGTDMIUCRKLAGNEMXGXGFBPECPTOFRIOGWCFJWXFUEHWDREKT,liisbfbrnea
dfl5741,United States of America,11.0,,,Applied Materials,MD,1.0,e,U,0.0,dflrirbdokaihmmpryizlwtrmf,hhlvorgspojagoqcgtsc,wmnapeugjhnezyjtyroew,IPROTVFWHPEJBBEIVBBLOJSSHFBQCTVFMRCOECVYYDQXLXOPZZUGJDCPHWSNZVVMCFTKLVDWPJ,DSKYSSY
Tzc5742,,12.0,,1-126-037-0274,Adams Resources & Energy,ND,0.0,A,M,2.0,Tzclrlzguyvidczqfxlczp,Ikjbtzkcfjcpurab,Jhrsqgshwqzihtinredfwmhifpsqydnnxgbonkbvogllpuv,hglxfgqnvwblcdooeuratinefqppto,
Iwn5743,United States of America,35.0,m,1-880-428-9402,Alliance One International,WI,6.0,,M,5.0,Iwnviupbpbocgizfvgt,MAQUPPXIMOEQQZACSSKVZOPALE,Degseeaqgoabuisnnrukndvppsifrhdaqhwumejssrcqshzxvjakazoolojtf,Lcqymowjkybvrpbmmyvfpjmvxhdjsraihuwigssvwpabudygpacbzsdajpqayovhuiuztggoafrmodic,Sdehh
Tra5744,United States of America,28.0,m,1-140-120-2907,NBTY,ID,4.0,,M,,Tradcybqvtazcjumzubcwsbmbi,Hoehxcsluwyjqprdsxrvhotaqqml,wyqval,Trzffdhciuepzzdwunmndukqnhrcvoqnlfuiqdrsqbxihqofrikiwplggseaukgftlilvghwjtfkpe,Phwwxzncdfie
chb5745,United States of America,35.0,m,1-671-157-5117,Schering-Plough,KS,4.0,O,M,5.0,chbphsicbcjdcerhesattvluobn,JDGNEBGUGVRCBCTFNYLL,,DXEIGOIHEAPRJKPFRKRWEJHJPEHZKQLASQGTX,Njhlqzgdcdl
Ico5746,United States of America,80.0,,1-201-735-0975,Varian Medical Systems,WY,10.0,V,W,4.0,Iconrgjatipatfj,Gqsntdid,Qofzhjskrwceemaocxvjjbfgpgu,dcedcluzytspkpvkfjcybmdoygncauxpntfkjazcbrvz,HXGZNDZPGJS
Xdp5747,United States of America,73.0,F,1-982-834-0054,Int. Flavors & Fragrances,NJ,0.0,l,U,2.0,Xdpemqujzdiqjebyxtnnr,Ylcghntmdmitmn,agmhclnyzeqrhpyeahdwtidfznsm,Yofgohfvnwpkczdpkpztemibziabqguigknmlcdexrumxwrcucbyuaethfejggxxvpy,Apgbitwnsgdu
Mko5748,United States of America,8.0,f,1-875-446-4929,CIT Group,TX,1.0,x,U,4.0,Mkocr,Fizsecipcrcqk,lslaoabomaunxgfyoxscxtc,,whbdjui
CRS5749,United States of America,79.0,,1-257-432-3109,Kroger,SD,10.0,u,M,2.0,CRSWBZMNZNERFUD,XPOOPPNZKVXUWTYMFBWDTZHI,Vplqhoysgbssouwtc,Irknjpdohswbmirahnfofhebdahjmkqaajfumcxn,TOHVRQSNLJYX
jlp5750,United States of America,65.0,,1-322-195-3847,Regal-Beloit,VA,4.0,U,M,2.0,jlpbgcdvndsr,PSORYWDGFDJOKBSZTQU,,KCGJICZGUEGAUFDQFKZSFWBMJLNABRTGBLEUZDDIEYEIOJSLB,XHRRSO
Vlt5751,United States of America,93.0,,1-740-904-0323,Calumet Specialty Products,DC,2.0,,S,4.0,Vltyrttkzruevmjnmrdvtusltlv,Kmmfjxf,Rmwjximodsqpzvhxwltfvfykemcox,Pzxepdnfqwdeavxatdevlpzsqsqobkpatbctgmhgowbpswnxrsnffebuouqriach,Jyggzwy
cmq5752,United States of America,30.0,,1-338-508-9102,Kelly Services,Nova Scotia,1.0,,S,3.0,cmqtkjmoppvykmndtinxijct,Lhweb,iotzgvhtnqvvlcj,YSXCKJPAMXAEZTUUTXLRBMMDIUFTLLTSXRVEQ,
the5753,United States of America,91.0,,1-947-549-5163,Kraft Foods,VT,,D,M,5.0,themerazogddazied,Yzwhwnqzgta,Ytfnyqdyiamxdblro,qsgedxlezabyntuetawgjwqhyzualjgjzyewvplmrwqcawuq,abaag
Eep5754,Canada,85.0,,1-197-477-7970,Iron Mountain,AR,10.0,v,U,4.0,Eepohazitvoctulvgcjsbzywoqcj,Ysxiwnflqw,Qgfimaxcdzfgxycakegwjkanhipmj,NGMSIMWUIRRQYGDQ,jdaocqcpbeu
kae5755,United States of America,76.0,,1-326-692-1873,WABCO Holdings,WA,9.0,,U,0.0,kaemlkmxxbair,Fanbowpvylnvj,Sopkgaejjdgbbzaeagjdveljxdkcmqid,Tjhwrbvvqttnjtewescvxghcimhstdfmrwukpjrcarskzrf,OATKAE
Tht5756,United States of America,69.0,f,1-944-521-0141,CB Richard Ellis Group,UT,3.0,,,3.0,Thtoogrrsbptqof,OSUWD,oqkdgxvciclzlloaolfkskbshaispmegstrsojsbkexpfesccvnneckbl,Fhhanuxitrqxehwhdicfusmrwewzrpfctfoabjgeipdqweundtaw,
EPV5757,United States of America,29.0,F,1-123-737-8048,Nacco Industries,AL,0.0,c,S,3.0,EPVDICIYMQ,Ouopiebgfuykjkdutekdhfip,Mylrxmrduecatpxnaoxottxtsydkksnidegujaauiwjqjqvomzgxqrvswlhgdxcblxjdqgdblrl,fvgzaxjnohgldlgdbtycbpnkuqtusppjxyckjmfbozgynpdupl,
Qlr5758,Canada,67.0,,1-532-052-6694,Pitney Bowes,OH,2.0,v,M,3.0,Qlrnuetrnlfbzqvqp,MKVOKHYTJDFV,Bkeqwxokcpjystnbwi,yxfxykapdtuyidnkbajajbxacbwgdwxjrxrsxopftjjdpuxqf,zwtlli
YXC5759,United States of America,14.0,,1-518-783-2939,Assurant,AZ,9.0,,,1.0,YXCUADCGSESVZPUFKZIDHIQQ,tzztplqvetdfkogldwqbvtrijxgwen,ebzdcqabidoalzkmxwwezfgpghnnqqnggyc,BYWEYWKYANTDDFFFLAKXLSJRKTBVDFABL,Qbeqyc
PBW5760,Canada,44.0,,1-974-420-2209,Torchmark,AR,,U,M,3.0,PBWSEOMRWRODEERHTBQRQDPOJS,EPJHGHRENEPFABM,VHECKHAZIAUPTQWDQTS,kutznimrqwowdxkovdfqbdivtztokihfx,Vutsshwxr
WZA5761,Canada,35.0,,1-346-360-1837,Beacon Roofing Supply,Newfoundland,8.0,n,,0.0,WZAIKMUJHNSBLUUWI,dianiklqvefwilz,Hvqqypizsrblvingtvnaflyxxqousdieiaxjjyhdyikdotvafmmdeucqrfkxadyawmgnqnxnerksd,inbvfjhcanwhnwyoazkmlqxqwnckbzaynheixptnjxgxplhlooqjrvs,ywbhql
CNX5762,Canada,44.0,,1-249-447-0584,Iasis Healthcare,AZ,10.0,,,5.0,CNXJTKNME,Xaluhkchhfqilkmgrbepecxoehmqt,Eaiqdsmvchcthetrvdrfwjfobetgxzbk,IBFJLVDJUUTJKUFNAZQAUKO,Kuxshm
Okb5763,United States of America,52.0,F,1-200-347-8351,Smurfit-Stone Container,PA,7.0,d,M,2.0,Okbgmobtenlimdecgdsivgwjk,Rfbucvihksnkukqgdpldpsywgl,Teykymxeaydclosqbzshgrgjoxqtruedqlgu,Ctxdenlgun,VPMWLCS
Nes5764,United States of America,,M,1-897-650-9815,Broadridge Financial Solutions,GA,10.0,,M,0.0,Nesguccedwesagqybhaptpnat,Vzhcdndpohnagqilvtkfmqd,rllehiyijgicrnxduzy,Tttotvsuwuwbalxvlpfcdlqmujcleooxojtbuhualtsmmwhoiznuphhqdtpfcrxishtle,Gduajc
FOH5765,United States of America,38.0,,1-253-588-0889,Paccar,FL,1.0,M,U,1.0,FOHYZTHUPATVRTLD,Skbstdjqyshjbfknpwdapebgfishbu,ukpnremlrfejwlkxgktfnisor,RBJHGMCUMPQBMNWSPYFGVJEVQIXKT,
hqe5766,United States of America,36.0,,1-680-499-8866,TD Ameritrade,OR,5.0,,W,5.0,hqeellkgzvaqqqjw,FICXFFXFDMTYVMTFAUPCK,TDMGVCMDQYUUTLHOOWDNLHGIVKNVHPVWW,Jduuspvwvubikcbbuadds,AXPFZ
VZW5767,United States of America,97.0,,1-571-019-6227,KAR Holdings,Quebec,10.0,,U,3.0,VZWCVZVUQETXQ,Zxnweetzeieykduxgsiwvxu,Ymmvzhnue,Qyjkddolwr,OPXVVWTETMH
Hvi5768,United States of America,29.0,,1-056-996-1838,Ball,OR,0.0,K,M,2.0,Hvimbcstugjxykvygy,Lpyfv,WCSGLRNXDCUJBSOCPWBGKMZNNPJGH,VLQPQMGQLOUFOVQVMCPWGDMMJGAGXWCBPPYHELJBUVFUYRHYSZKJHSYV,Gahocbalqke
Xiz5769,United States of America,34.0,m,1-802-968-8478,State Street Corp.,PA,7.0,,M,3.0,Xizmphwbistrfft,ZJKCPSIJJHYFLWILMNEOO,EVIIHCCWLJWDKOFXSWFQREMKIDSMLPLDRUIORSUSRGSQNWTFMLAYUO,kwpiwtgjtmzxareoxenkjexcbreheuobsdibaihqhxzdjpt,RUGTETFGO
grl5770,United States of America,4.0,,1-450-541-2151,Unitrin,Newfoundland,10.0,X,D,,grltfqtfbsdhedlolovmkfcdcg,wkbmlule,KOMOLKCGBBCKGSJOEGVFPORHXXBBEH,Pgfiryinmpvckshkgexilxyglmyvisntiwpdudjerafebnzxuuippt,Mnbylosjxo
Qkn5771,Canada,48.0,F,1-191-908-9066,Amgen,ME,0.0,,S,3.0,Qknigzzois,Rcrbngjnajeigpnnssknvrqa,Sxeptmphnsbyukrysvimqkvjfcaxc,Ymgliurqevbw,XZLYWXPAFMIG
Ded5772,United States of America,41.0,,1-970-054-0184,Vishay Intertechnology,British Columbia,7.0,N,U,2.0,Dedapjtvgnskbzljmlmnlqwvw,Fdspfbdnnpfakugwvleq,Kndminhojtevdixhtxwmxrlibvjhldkiinszpwaoxfaovjuauntyxdnprtoszircgtyjv,adwaphdkfytghzgfchwvbwpdpdpgemhqcigjhfnhhjuqievyqwjngd,TKQEXUYJA
Agf5773,Canada,100.0,f,,,VT,10.0,,W,4.0,Agfswxslnsvxqpbliniwtmhxzttg,Iwkqbyahdjchzqokznuxcjuc,agwxlbhsbnfbgucqsvnnnjklglqcjbqgntcybsbtvufrilnpfpwfpgbhcbfbuxcyjfkqstwrf,,frtxp
Ryc5774,United States of America,46.0,f,1-429-994-5428,Progressive,AZ,4.0,O,U,5.0,Rycojhreobaoerrwlvhway,Pkdtns,MNJBCUWIFEIBEHSCNSUPPEQNJTPF,LTWHDMZOMMURVOHBLWXILGFCJOCGYW,TLRVZCXW
Fxs5775,United States of America,66.0,,1-642-000-0638,TRW Automotive Holdings,Quebec,7.0,T,M,1.0,Fxssomwdcowgfboqmizcp,Mrifiejnxwglomppdoudcg,OXCJVCHKPSIPKW,Wedxzsgfzcpbvxvbwuqzdxlpxtucxyowoemezhkgvxmvzdknsltdugusxakstpzuuane,Bgzcw
Vgt5776,United States of America,58.0,,1-666-931-1228,United Services Automobile,Ontario,1.0,O,M,2.0,Vgtcklppxqaxa,Xualsrbjigdhpcnwxucwler,Gwmtwmvacxlxjhukpxfaxtpclizyybrzvycjdvhlksykihpxrkxwho,Bomwhnlcaehcmethfagakhidqktaixpbejakrgrkyfgrrvkolduomvatmnvvsumu,Xmaasimokkun
BQD5777,United States of America,2.0,f,1-151-687-4341,Marriott International,NC,10.0,I,W,5.0,BQDWVSKNEJTIQM,GJPEPOXXVMSUUEEFQPVHLO,Nparpcnbhwsbtvdguorpckvobfunhwbgwcbbdjnznmwuojkbqszxgqikuhioqoqmmncac,Varvbwazkbcadmopzgiwbsbaojjuxbxcrqdfysvqcuuijeigjtttoglreoixwjetzxeyvsxmj,Tcirxt
FCI5778,,63.0,,1-827-620-4756,Acuity Brands,Nova Scotia,3.0,,S,3.0,FCITAVFOJRAHVBNFO,Jthzmlngwzhlhc,Lundthpygtzhshqgsnvoruqkbspfnprgortdmcw,Spbimknbnplidsxdyyepsyzwfqbwluujwgannqte,Scuxbzzeaa
Jhe5779,United States of America,44.0,,1-964-442-0566,W.R. Grace,FL,4.0,m,M,2.0,Jhevhqsnejvox,FJSAKNRGVVRBILDNILSVSOSOKLFC,Rtjohqidpdo,HWIAXOQMTPORZDTBFBGJLOTRIAXGTMDKSEUIOMJCALJDRTBKNJCESKKJZVGAKUEEEYLJVTMOETLEME,Oqqidyxs
BSJ5780,United States of America,10.0,,1-160-010-3755,CACI International,SD,8.0,,U,5.0,BSJMULELYEYFPR,Fvcgqb,KDXRPDCCTPTNHGGLNEIWXYZNIILZAPOPTSQGJBXRNNDVPSWTGPVXRNUU,njnfrbxlweqwnfax,NQPBCVNGAX
mej5781,Canada,29.0,f,1-520-309-5439,Yum Brands,ID,2.0,K,M,5.0,mejdjjbvdrlonfoqnmlstkdgcysafp,ATYFFHBLFLXEPIZCPXSKLAVPT,vnvjvvmsealvpfqilrivbhrrn,Lpuwwvtsevezndqel,Dkrgiqoo
Jkc5782,United States of America,64.0,,1-536-614-0841,Stanley Works,NE,9.0,,M,0.0,Jkcujgacqgltohuahkfsshgvbxla,Pctvevhtyznfnh,odbxvqsofdwlrlsvwre,Suzjwlndpkgrv,BTVTEPS
FNU5783,United States of America,60.0,,1-278-766-6459,Sanmina-SCI,TX,3.0,,M,3.0,FNUAYZDXKEFBERYZLNA,Yhnfpxvygmyscqsuy,vcywodxrpvlbdvktjivuqzbhsctxgrszpfzxwvzxryamxqdhaqixibtouhhfpdkhtubuvvekas,Brpthfbbabimkvnwmhuoktrxbmtc,Bhyeesrgspb
VZG5784,Canada,29.0,M,1-020-469-6368,Exterran Holdings,AL,10.0,H,U,5.0,VZGLU,KYFIS,ktflzltrpwynqasaadmxgzsubbiaesrowhcufzgfldrgsfvrunvdfpfjzbpvpdotiyotpplw,kohqvcrftvtyxhzqwo,SFBWK
WKQ5785,United States of America,67.0,,1-937-150-8557,Dollar General,Ontario,8.0,R,D,0.0,WKQFRSAEV,Njbhltkcjvqqvztlfcjokzz,Gaawnakuhngvvlmryrfhcwm,qannfozbvhejehhlscwgkxrcbhpswhxcoqvxvmkrpkrfpcebajefqtnfgujc,Dqytnfzg
ssl5786,Canada,31.0,,1-297-829-3458,Jo Ann Stores,AL,4.0,,M,3.0,sslrsfhizu,gkzhqkzzrx,qgieqwfdrslcrzvqqxuvikrtknzfudljeixkrdtklqacfjdprjovccbimzmdgixkjxagtkpihkxw,Klbuzxxnxzrbesejzjzkotpqrmcvoopdukbtnupazomifpowkixvncihsoygorotjhleq,Yxttojahhmgu
iaq5787,United States of America,49.0,M,1-340-898-0539,Fluor,GA,5.0,,S,5.0,iaqfyhyff,vjovioocovxrdo,HJQSFDEJCWVAOHEAVBHPLTYQNMQLJSUMXTQFNBUYKQWRORFBRNTDBPXKQPSAQF,Trvqmafknbsougrhiofibisipmezgmuerdiybjrafancbuywauxwuvjypsey,Vsaedzxxri
Xbu5788,Canada,49.0,F,1-624-109-1727,KeyCorp,CT,7.0,,M,0.0,Xbugwtdbbjckvjgtfmptprpworha,vgakpnjnxcvszualu,Yphwerkwrszfsrckwjgmjqdiavausfnrebiosnlz,Tthsxdsvwxdxuyptbbczeikca,Hmlvhdhw
Vgz5789,Canada,22.0,F,1-714-585-9633,FreeportMcMoRan Copper & Gold,ID,3.0,,M,2.0,Vgzzxjseqwciyzugnkjqnvtdb,qeqqreqyvkepwvop,ZSLVIUDWSLBQIESUHUBIUKRSCTPJKHXNTIBQWWVSEEMNYNXPHEVLT,Jwdjwfpsppnbbqemtvn,Mqevvhlxvv
XGJ5790,United States of America,94.0,,1-624-044-3060,AES,WY,5.0,E,S,3.0,XGJRWDDOIJLOJ,IRGBQNOTNRXUQQEICW,,ANPYSRFGVOZGWIJZYWVUXJZRWDOWKDUHMUMTFVECVGLZQQLFOOTXMNCLVFSITPSVSGNQE,Iokmrgsjecjx
naz5791,Canada,,M,1-597-840-1855,BorgWarner,Manitoba,5.0,k,M,5.0,nazpxqujxpxrhldgdkbrquwi,Jbubzcxxhdbhludaso,SXCDIFSLHCVKPVSSAUEOORUJNJFKPRFLSZIHLXGECWTLQMMPNZYJDTTERAIJBLDNAKZOHVAW,DRTIRMODXFVUJBITESHBIDAURJGUKLQPOFPI,nnkqzz
Euv5792,United States of America,85.0,F,1-564-153-7282,Medtronic,Quebec,8.0,o,S,4.0,Euvqzbgmjoksgdflhqrmbbkafgfd,Ulgeauqtbuqu,Divrxhfsooj,Uoseyorinltbtekteuibfsnfftuqjorwcckjokhjlhmlaeuvcafvql,TDTLYJUTNU
Qvv5793,United States of America,88.0,,1-493-222-0620,Universal Health Services,MS,3.0,L,S,0.0,Qvvtoumbbyrfwedwuznyitjtk,XPBBGEEBXXPYUMFZ,,xpqjhcuksdxznzxnmhtrotpimettsazjaaafrjhuyonnjarhrmtutzhuud,cwokb
grx5794,United States of America,65.0,,1-484-821-7541,Casey's General Stores,PA,1.0,B,W,4.0,grxnfsvputvooegzbsojmofjcjob,honvqjpdnqmlsk,hjkqkmjtcsywubqytgkvrdiwcgtxhka,Waefnluakcajnoinrcenayrelxnymbheh,Sgxfyf
Vmq5795,United States of America,52.0,F,1-015-580-1889,Dynegy,TN,8.0,,U,0.0,Vmqwbppdafepjofbftsqictwq,ejjxmnpuvfkfecw,IMPPPEQIZXOXSCPKOAXEBDRXJQJQKPCEGZFIQMRTLQHWROTEIDTXMM,gwsyxcjeliusyaghbguxrzikxbnvyvbjcp,TIYGHGSRS
Ejt5796,Canada,80.0,,1-919-939-7535,Hershey,MT,7.0,q,S,1.0,Ejttkhdjacluyvbcpqg,Qjifnxkhf,HWBGEAJSUKDQFUPBF,Gxgxdogufhsxettxqzipqysebdsihwjjycxac,Vaxvfylpid
Ado5797,United States of America,92.0,,,Pulte Homes,MO,9.0,T,S,3.0,Adomizrydgjz,MDTGXQKBFCMQORWAYAFPEZUWF,NVUFIYOMGSGPPDGIXOPJAKDDMBBS,PDNCSIWNKBMSRLNHLGTUVQBJXVJIJRKYYQMUBHYFOJCRIDLMNWADWDYZTSWXTGTW,JMXIJLWPWVE
Suq5798,,,,1-815-708-3233,Sigma-Aldrich,NH,1.0,j,S,0.0,Suqraltulmnohkooskzkcg,WEMQYQOAPPP,NVEGVZURKXXWYRQWCNREINGIFYMOLAVKBUDSPIIYOHJNDUDTHYNWZUPLMXWVMDJICXICKGTGWNTGIDXP,Gwtlmlushlkcsmypuzwcpmmqolqvwjkrozbpjgodvwkcagfaysljtjqogbrj,Xnaifikvg
Egc5799,United States of America,45.0,F,1-404-516-9311,Archer Daniels Midland,NH,3.0,K,S,3.0,Egctcbkqcv,Orbgazfwsncexfbnjobnnfztga,,Jgxttmznihfnuzurwhxigqyhyddwbpiuigevnuepxtphovqyveinmywswtlpmwpasiwvqxzdrgvkbrbx,fcerzfqw
tgk5800,United States of America,48.0,M,1-953-478-6419,Juniper Networks,AR,7.0,Z,S,4.0,tgkomvqeqlogdc,KUUGNTNADAHPOENFR,Sqgghxwfpgghowfnppefraoiqkayrhhdnphsuoqzjclzqauinxsliamgkjtuhwzpdezpgckushpsg,,Vorxqxnbab
Ybq5801,United States of America,33.0,,1-758-874-6803,Inergy Holdings,HI,7.0,H,W,2.0,Ybqqhabrfxokktufwqunupngqfx,uxhtlpsfk,hqlophdbhbmlmkvpmjzkfdvtpwpavuod,Slonl,Mbzecxrpfa
Pso5802,United States of America,,F,1-681-243-6695,Sherwin-Williams,OR,2.0,,S,5.0,Psortbvxiufuhsnmpixo,Hhvwrizvzoxi,Obaszqhsdcmfbpsctsvntypuespet,xbjicvxfijwsosgcypls,UPHPIIOBARKC
YIL5803,United States of America,38.0,,1-866-865-1785,TIAA-CREF,NE,7.0,Q,M,3.0,YILVATYJXDIOIDQHCZLUB,Ybebiiqxfcrksglnkxposhiuqsdu,wjydrvdms,ihzkceaxwmpffzicboadbghigmpynlkkrinoepirym,ndxcdbnvq
Ber5804,United States of America,93.0,,1-016-620-6501,Beckman Coulter,Prince Edward Island,3.0,u,U,1.0,Berdkgbvjhgkfanactwxhdkfvmuhpm,Gbmodxanfjwjimurzfjviaflc,Cuaikgtqoiwptgvwrufczuwewmpseivyotzea,Yerdevqieacbkhrjokqvtftbvvseldvvhhtgseignrvjxfshepczlfveus,OIVFHO
Rqp5805,Canada,62.0,,1-461-264-0240,Xilinx,AK,0.0,,M,4.0,Rqpnvdyzbral,ijaxankdlotvevtg,Fqnemwmfzwfxtput,Wwpcejkgjeulveflexbvjocffylomovseracbsnnprujsvlnwidrbtrxyrpcwpekrxblsdcsftqe,Vryrrdgrfd
SFB5806,,49.0,,1-736-416-6064,Curtiss-Wright,FL,5.0,,S,5.0,SFBKJMAKNVSZJWCNDOLD,Kqpgq,qulxkmancnltjlnfcyzvt,yqqdfzefakmwwawsxwwkbdfdxgzp,Vgbdcwxzriqp
Aqk5807,United States of America,54.0,,1-141-775-7610,Medtronic,NY,2.0,W,,5.0,Aqkodjsyitlfxmdocpjssn,Svsxzaq,Grnoeseegmwhhpstyoybutcsqbuyqtirtazcsnklgjvcmizynwicwztmqavoafe,HHLGJXGDQGDFUWDP,Unxyweerpyaw
EDL5808,United States of America,82.0,m,1-384-838-1595,Medtronic,WI,0.0,,M,4.0,EDLMMNQRRGBIMUBVQPNP,jxslfxr,Zwpongjxkdmhfst,Xwfzjfxzkkcrcwmrvttccxouokqhnkwkmjewmpbaepjgsftgplkhhdmbqidopulidgwhnaapwp,ROPHRSJVQ
Ruv5809,United States of America,62.0,f,,FreeportMcMoRan Copper & Gold,HI,4.0,s,M,3.0,Ruvgplfue,TDWEGVWANUCPOKT,NKKRHILUBKYVPGSNLXELXXPTWAKBHUVQQZRCRIUFMVZFMBJEVGWDHLEI,Elduppmskeulyahesupradidhyqugufvwof,HUVVBB
Thu5810,Canada,98.0,f,1-913-200-4915,Plains Exploration,RI,3.0,,U,2.0,Thuyvoclnhcmfh,Kdoxdy,hefpts,Maxqnimaatotlnzah,
Atm5811,United States of America,88.0,,1-009-679-0990,PNC Financial Services Group,WY,10.0,g,M,0.0,Atmyl,Xcfasvpg,Eviwekeukubmhaotcrjdgbwxjcfodoigmgacyegyjckwqcnxahwjquprtmizujj,Njpkbxfylwaddsvqbwmgrxk,
KNG5812,United States of America,5.0,M,1-590-180-0946,McKesson,NV,6.0,P,M,1.0,KNGAIFEBVFQFEXGQMPVADCAB,Imledpbeetjaudhg,ZADXMTTZMANFNRMPMOJJBNRTEENGRIDFFFCFXJXNGVJKKKXPNHFCCSNWGY,cqrlcwgenwclbpyyoydwalmxgcluftlqiwvzlwqevdkongiejxaxbmkyduzhlntxiixjcas,xnjfnyjzzxe
Xpg5813,United States of America,15.0,f,1-136-024-8740,Xilinx,AR,7.0,,M,5.0,Xpgmytiiwvqrhxfuuxikxxqmsgecq,Hxefrays,FFSMAZUKYNDOGMUIWQIGIFZWONNKDFVKEHJSKHWLTGAAKJASAOWMFUTBEV,Tuvuprelvcregoazcclbkuquh,Eijbaokfti
Blw5814,United States of America,90.0,,1-463-414-9485,Harman International Ind.,DE,4.0,,U,0.0,Blwmmnemmpuxjmvwsjkvrxqw,Dqcnnme,Tazghuaccwvflbgenzczpzestyqjatshhfkupzisqlwkvcwtlfwft,buvhkac,tqyxg
NKH5815,United States of America,,,1-456-286-3994,,British Columbia,5.0,m,S,1.0,NKHOJNOVFATXFOPJIRQEUVAQB,CHBIWXEQXSVZGGYUE,Atrbbzaqfxulcjhtabl,Rvvzubribooad,Ytvsz
Uke5816,,86.0,f,1-962-826-2861,Ameriprise Financial,British Columbia,0.0,,D,3.0,Ukekzkglslvdkgrw,hgjqvegdopbo,Cajnnljqupviroudcohbjkbtvgdmuajukxacxdqcncjinqv,Xmqwulvkxrbmxxjewstevrrcyanmnrzlnknvckzxlegxnptsmaehvvizaokbnglfrfrwpsbjqfgvd,omdgwdhf
