address_id,address,address2,district,city_id,postal_code,phone
128,848 Tafuna Manor,,Kütahya,281,45142,614935229095
508,496 Celaya Drive,,Nagano,552,90797,759586584889
157,456 Escobar Way,,Jakarta Raya,232,36061,719202533520
293,86 Higashiosaka Lane,,Guanajuato,563,33768,957128697225
145,928 Jaffna Loop,,Hiroshima,172,93762,581852137991
117,1079 Tel Aviv-Jaffa Boulevard,,Sucre,132,10885,358178933857
500,362 Rajkot Lane,,Gansu,47,98030,962020153680
116,793 Cam Ranh Avenue,,California,292,87057,824370924746
263,532 Toulon Street,,Santiago,460,69517,46871694740
444,231 Kaliningrad Place,,Lombardia,70,57833,575081026569
369,817 Laredo Avenue,,Jalisco,188,77449,151249681135
5,1913 Hanoi Way,,Nagasaki,463,35200,28303384290
43,306 Antofagasta Place,,Esprito Santo,569,3989,378318851631
312,1354 Siegen Street,,Rio de Janeiro,25,80184,573441801529
147,374 Bat Yam Boulevard,,Kilis,266,97700,923261616249
18,770 Bydgoszcz Avenue,,California,120,16266,517338314235
82,936 Salzburg Lane,,Uttar Pradesh,425,96709,875756771675
31,217 Botshabelo Place,,Southern Mindanao,138,49521,665356572025
30,18 Duisburg Boulevard,,,121,58327,998009777982
371,1912 Emeishan Drive,,Balikesir,50,33050,99883471275
489,1297 Alvorada Parkway,,Ningxia,587,11839,508348602835
427,1557 Cape Coral Parkway,,Hubei,293,46875,368284120423
259,1338 Zalantun Lane,,Minas Gerais,413,45403,840522972766
554,947 Tórshavn Place,,Central Luzon,528,841,50898428626
438,596 Huixquilucan Place,,Nampula,351,65892,342709348083
552,390 Wroclaw Way,,Hainan,462,5753,357593328658
151,1337 Lincoln Parkway,,Saitama,555,99457,597815221267
274,920 Kumbakonam Loop,,California,446,75090,685010736240
498,319 Plock Parkway,,Istanbul,504,26101,854259976812
533,556 Asunción Way,,Mogiljov,339,35364,338244023543
134,758 Junan Lane,,Gois,190,82639,935448624185
344,1909 Benguela Lane,,Henan,581,19913,624138001031
456,814 Simferopol Loop,,Sinaloa,154,48745,524567129902
348,785 Vaduz Street,,Baja California,335,36170,895616862749
123,1987 Coacalco de Berriozábal Loop,,al-Qalyubiya,476,96065,787654415858
269,446 Kirovo-Tšepetsk Lane,,Osaka,203,19428,303967439816
561,1497 Fengshan Drive,,KwaZulu-Natal,112,63022,368738360376
13,613 Korolev Drive,,Masqat,329,45844,380657522649
335,587 Benguela Manor,,Illinois,42,91590,165450987037
506,414 Mandaluyong Street,,Lubelskie,314,16370,52709222667
481,1153 Allende Way,,Québec,179,20336,856872225376
179,431 Xi´angtan Avenue,,Kerala,18,4854,230250973122
22,320 Brest Avenue,,Kaduna,252,43331,747791594069
250,829 Grand Prairie Way,,Paraná,328,6461,741070712873
90,870 Ashqelon Loop,,Songkhla,489,84931,135117278909
449,1289 Belém Boulevard,,Tartumaa,530,88306,237368926031
71,1586 Guarujá Place,,Hunan,579,5135,947233365992
186,533 al-Ayn Boulevard,,California,126,8862,662227486184
189,927 Barcelona Street,,Chaharmahal va Bakht,467,65121,951486492670
304,1635 Kuwana Boulevard,,Hiroshima,205,52137,710603868323
346,1217 Konotop Avenue,,Gelderland,151,504,718917251754
512,1269 Ipoh Avenue,,Eskisehir,163,54674,402630109080
345,68 Ponce Parkway,,Hanoi,201,85926,870635127812
159,185 Novi Sad Place,,Bern,72,41778,904253967161
364,1623 Kingstown Drive,,Buenos Aires,20,91299,296394569728
97,832 Nakhon Sawan Manor,,Inner Mongolia,592,49021,275595571388
393,717 Changzhou Lane,,Southern Tagalog,104,21615,426255288071
321,651 Pathankot Loop,,Maharashtra,336,59811,139378397418
107,1177 Jelets Way,,Kwara & Kogi,220,3305,484292626944
238,346 Skikda Parkway,,Hawalli,233,90628,630424482919
213,43 Dadu Avenue,,Rajasthan,74,4855,95666951770
