AgencyID,Phone,NetWorth,AddressLine1,NumberCreditCards,MaritalStatus,NumberChildren,City,FirstName,PostalCode,Gender,Income,State,Age,Country,LastName,MiddleInitial,AddressLine2
bra2703,1-426-645-9381,3354690.0,23012 wathan court,2.0,W,5.0,Des Moines,Lorelei,V6c 1q1,,386727.0,Manitoba,29.0,United States of America,braverman,,
MEF2704,1-093-167-3015,2761479.0,24653 leon west,0.0,M,5.0,Inglewood,Kass,64157,v,274587.0,SD,38.0,Canada,MEFFE,,
Lie2705,1-935-788-0668,1911700.0,4708 EDWARDS WAY,9.0,D,3.0,Louisville,milka,90877,,358418.0,NJ,47.0,United States of America,Lienemann,A,
Tiu2706,1-944-701-6840,3251087.0,21422 INGERSOLL EAST,6.0,M,1.0,Biloxi,yukinaga,94343,f,466250.0,KS,16.0,United States of America,Tiu,,
mah2707,1-075-887-2122,35775.0,11678 NEWPORT NEWS LOWER,3.0,U,2.0,Manchester,Bobbe,38113,,,Saskatchewan,84.0,United States of America,mahoney,L,
Rob2708,1-974-657-4277,1867993.0,15645 sabine rue,3.0,S,2.0,El Monte,LAURETTE,90508,,138085.0,MA,7.0,United States of America,Robb,A,
Des2709,1-366-521-5512,654796.0,10906 runyan east,,M,3.0,Fontana,Koressa,V6c 1q7,M,257816.0,MN,93.0,United States of America,Desharnais,,
Coo2710,1-557-981-2400,1256017.0,24683 MEADOWLARK BOULEVARD,5.0,M,5.0,Irvine,Prudence,V6t 1t7,F,93116.0,WI,29.0,United States of America,Cooke,,
hal2711,1-516-047-4782,1078838.0,19342 wycliffe park,0.0,M,5.0,Miami,AACCF,60769,M,208050.0,KY,60.0,United States of America,halicki,P,
Bol2712,1-708-351-7149,3860556.0,24468 brooks lane,4.0,M,0.0,Pomona,meriline,99760,,385632.0,AK,19.0,United States of America,Bolton,K,
fat2713,1-365-026-3585,2259832.0,20798 baltic north,5.0,U,2.0,Toronto,Celie,V6f 1s4,,499635.0,TN,80.0,United States of America,fatica,,
BRO2714,1-736-669-1694,1322088.0,10863 wisteria south,2.0,M,1.0,Fort Wayne,HAMID,90051,F,130775.0,NY,58.0,United States of America,BROUILLETTE,,
REE2715,1-037-733-0728,317101.0,2579 CREEKBEND WAY,2.0,W,4.0,Yellow Knife,SOUPHALACK,e7o 1q2,M,29313.0,CA,1.0,United States of America,REETZ,E,
Mos2716,1-355-638-5202,1701693.0,5935 MCAFEE PARK,5.0,D,1.0,St. Petersburg,bachittar,60649,,61536.0,ND,62.0,United States of America,Moschopoulos,,
can2717,1-829-849-8415,534690.0,15465 cliffbrook west,2.0,M,5.0,Waco,jaclyn,92135,m,232556.0,ID,30.0,United States of America,canada,,
Kor2718,1-029-612-0075,3187351.0,8447 hoke upper,9.0,M,5.0,Virginia Beach,OPER,31208,,65894.0,HI,30.0,Canada,Kordik,,
Tsc2719,1-009-000-6688,1406816.0,13429 spring crescent,9.0,M,5.0,Brownsville,GINEVRA,55430,,331919.0,LA,95.0,United States of America,Tschaja,G,
mac2720,1-714-464-1102,1303951.0,19554 olmos upper,2.0,M,3.0,West Covina,Lorita,v6u 1t2,f,185828.0,FL,32.0,United States of America,macmillan-brown,B,
Gas2721,1-147-962-0382,3933534.0,7477 cone way,3.0,W,1.0,Orange,brandea,19113,,42992.0,New Brunswick,8.0,Canada,Gascho,,
Siu2722,1-268-499-0563,571633.0,24558 pampas north,5.0,U,3.0,Provo,BLINNIE,h2g 1u6,,6555.0,OK,62.0,United States of America,Siu-kwok,M,
rec2723,,1316638.0,10474 hickorybark court,0.0,U,5.0,Corpus Christi,Jazmin,V6R 1R3,,,Saskatchewan,30.0,United States of America,reckhard,,
Hew2724,1-242-537-7924,3905111.0,6156 holmes court,10.0,W,1.0,Eugene,Goldwyn,70166,f,352112.0,GA,79.0,United States of America,Hewitt,,
PAN2725,1-231-088-7172,2930990.0,14546 LA PEER DRIVE,7.0,M,2.0,Pembroke Pines,Felecia,H7f 1v2,M,313996.0,New Brunswick,83.0,United States of America,PANESAR,,
DEN2726,1-458-609-9778,1880672.0,4078 lexington north,10.0,U,4.0,Nashua,ANNA-MARIA,80106,F,401286.0,AK,68.0,United States of America,DENNEY,,apt. 288
cre2727,1-622-867-9342,385773.0,4655 bay upper,3.0,U,2.0,Charlotte,Lil,31211,,233170.0,MA,34.0,Canada,creecy,,
Dou2728,1-666-364-2284,1411936.0,15201 beale east,1.0,W,2.0,Hamilton,EMYLEE,h2d 1u1,,413483.0,Newfoundland,,Canada,Doughty,,
mcc2729,1-197-697-9083,568081.0,8532 cooper lane,10.0,W,1.0,Lubbock,Carry,43652,F,190901.0,Manitoba,59.0,United States of America,mccafferty,Z,
KOL2730,1-016-028-6895,,21088 murie street,2.0,W,5.0,Memphis,Glenna,80232,f,85322.0,WV,60.0,Canada,KOLK,,
SLU2731,1-323-687-9990,2925938.0,22607 ATLANTIC RUE,8.0,M,1.0,Milwaukee,MARIEKE,21206,,253092.0,AZ,66.0,Canada,SLUNDER,,
Gon2732,1-626-981-0542,1602264.0,17825 fleet south,10.0,S,0.0,Houston,Tanhya,H2C 1X4,,6911.0,VT,6.0,United States of America,Gonsalves,,
GIO2733,1-896-841-7105,3879591.0,23680 alpha park,10.0,M,3.0,Mesquite,deva,H2B 1Z3,,204760.0,WI,47.0,United States of America,GIOFFRE,E,
Arm2734,1-947-961-7229,3111535.0,16956 bellwood rue,4.0,S,2.0,Hay River,Lola,A2B 1V6,,269938.0,AZ,31.0,United States of America,Armolavicius,,
Abb2735,1-679-463-9913,,11635 sun tree west,7.0,U,5.0,Concord,minh-phuc,t5a 1q1,F,174038.0,IN,57.0,United States of America,Abbatantuono,G,
cot2736,1-025-818-5831,3169847.0,18270 hickorybark drive,5.0,M,5.0,Plano,Rayna,C2B 4X3,,391545.0,MI,56.0,Canada,cotugno,Z,
BLU2737,1-226-650-8062,3739836.0,22232 SOUTH DRIVE,2.0,M,0.0,Mesa,josee,77034,,98279.0,MA,1.0,United States of America,BLUMENFELD,,
WA2738,1-393-763-8729,2106048.0,11596 pampas rue,6.0,M,2.0,North Las Vegas,beatriz,53220,M,26241.0,VT,35.0,United States of America,WA,,
Gli2739,1-408-620-4401,3007656.0,24695 hampton boulevard,6.0,W,4.0,Irving,dorene,b8a 1z5,,146659.0,IN,68.0,Canada,Glinka,,
Dun2740,1-842-112-3056,1446479.0,17825 fleet south,5.0,S,2.0,Torrance,Yvet,b1c 1w1,m,227491.0,Prince Edward Island,43.0,United States of America,Dunfield,,
Lac2741,1-784-998-7541,566596.0,2792 pike court,6.0,M,0.0,Kansas City,Clayton,M9f 1u5,F,445786.0,TN,,United States of America,Lacosse,,
Mac2742,1-862-600-1265,,23223 woodlawn upper,10.0,M,3.0,Los Angeles,kiennghiep,68515,F,239375.0,GA,5.0,United States of America,Macpherson,,
sos2743,1-990-122-8973,1580287.0,16719 ridgelea south,10.0,S,1.0,Columbia,Hady,79118,m,1433.0,DC,,Canada,sosa,T,
cro2744,1-431-563-7740,2384593.0,1270 hughes lane,9.0,S,2.0,Miami,Wendeline,V6g 1s5,,316228.0,OK,11.0,Canada,cronin,,
van2745,1-438-091-2762,2331174.0,7575 bernard court,5.0,,0.0,Great Falls,Halley,M6u 1h2,,100354.0,IA,44.0,United States of America,van gaal,U,
Moe2746,1-432-824-7248,3226443.0,9598 ullrich avenue,3.0,M,0.0,Fort Lauderdale,Harlie,T6D 1D1,M,243430.0,WY,40.0,United States of America,Moen,H,
CAR2747,1-531-493-0202,2791607.0,2682 lumber park,3.0,M,2.0,Santa Fe,Keelia,V6M 1V3,M,498209.0,WV,66.0,United States of America,CARRMTCE,,
Col2748,1-502-962-0588,1102255.0,21380 DURANGO PARK,0.0,M,,Seattle,Kathleen,27710,,481343.0,VT,61.0,United States of America,Coldwell,P,
Szk2749,1-537-717-3816,1939152.0,8974 courtland avenue,8.0,M,5.0,Warren,Ardella,T5b 1j9,m,196094.0,Newfoundland,,United States of America,Szkarlat,E,
rea2750,1-996-248-8080,655068.0,24950 sheppard lane,8.0,U,,Jersey City,MADLIN,m5g 1w9,m,29162.0,MS,56.0,Canada,reade,,
far2751,1-478-137-6330,941611.0,18513 vickers avenue,6.0,S,5.0,Riverside,Bina,94511,M,,MA,1.0,United States of America,farrow,S,Apt. 646
Col2752,1-673-178-8026,1824605.0,4871 havenridge court,10.0,U,3.0,Minneapolis,Sherman,v6t 1u8,f,289365.0,DE,45.0,Canada,Coleman,,
Esp2753,1-457-010-6560,271877.0,8092 gibbes court,4.0,S,5.0,Las Cruces,rozelle,63146,F,468678.0,Ontario,89.0,Canada,Esposito,,
MCB2754,1-737-521-1134,3643942.0,8072 hughes west,8.0,U,3.0,Huntsville,KONSTANZE,48154,M,27860.0,NH,27.0,United States of America,MCBROOM,,
Nan2755,1-421-526-3315,3815932.0,18065 FOUR POINTS DRIVE,7.0,W,4.0,Stockton,Hilliard,43645,f,19124.0,AZ,44.0,United States of America,Nance,V,
CON2756,1-586-979-0879,2508022.0,755 MAYWIND SOUTH,8.0,M,1.0,Hull,Gerard,23606,f,385674.0,MN,74.0,United States of America,CONDURELIS,,
Fil2757,1-113-655-0754,2699359.0,22480 lenwood street,0.0,U,2.0,Hull,Mami,67217,f,105231.0,KS,,Canada,Fillmore,,
VOI2758,,3846524.0,8288 TARTAN WEST,3.0,S,3.0,Los Angeles,Kwok-lan,21237,f,221540.0,NJ,55.0,United States of America,VOIGHT,,
Vie2759,1-514-126-5667,1122175.0,8617 woodcrest north,6.0,S,1.0,Thousand Oaks,UDAY,68120,,241374.0,SC,88.0,United States of America,Vieregge,M,
Hem2760,1-545-836-7453,1229357.0,21782 miller south,2.0,S,0.0,Quebec,Kaz,28223,,323298.0,MD,34.0,United States of America,Hempinstall,,
tyd2761,1-477-145-8072,2702576.0,13904 MAHONIA BOULEVARD,6.0,M,3.0,Greensboro,amelita,19152,M,48708.0,WY,46.0,United States of America,tyda,,
GER2762,1-464-079-9711,3643357.0,17491 roswell south,5.0,M,5.0,Berkeley,Chick,99202,D,29427.0,WV,30.0,United States of America,GERME,G,
Dec2763,1-441-807-1287,115352.0,6488 APPLEWOOD DRIVE,8.0,S,5.0,Irving,Nang,94661,,282381.0,SC,99.0,United States of America,Decker,,
THE2764,1-222-161-3033,2704409.0,19106 brielle way,10.0,S,3.0,Henderson,krysta,76148,f,60527.0,Manitoba,93.0,United States of America,THEODORE,,
Che2765,,353835.0,13147 YOHAN ROAD,2.0,U,4.0,Lexington,Lona,47718,M,170873.0,DE,67.0,United States of America,Chene,,
Als2766,1-373-005-0101,2567637.0,13070 PANTHER CREEK EAST,0.0,M,1.0,Fort Wayne,NALANI,35846,,27830.0,NJ,92.0,United States of America,Alspaugh,P,
FRA2767,1-873-695-5709,757772.0,18673 BURGOYNE EAST,3.0,M,3.0,Omaha,radford,91225,F,347411.0,British Columbia,57.0,United States of America,FRANCOEUR,W,
Kee2768,1-897-157-1787,2039631.0,17216 montview upper,7.0,,0.0,Berkeley,Toyanne,99618,,84601.0,NH,78.0,United States of America,Keeler,,Suite 459
POR2769,1-555-735-3043,355283.0,14930 griffin upper,1.0,U,2.0,Knoxville,Gypsy,M2p 1d8,,64970.0,IL,97.0,Canada,PORTIGAL,,
Did2770,1-917-611-5624,2486748.0,19199 keene park,,S,,Mesa,SELESTINA,h5j 1q9,,335069.0,HI,,United States of America,Dido,,
WEL2771,1-020-514-2847,2249552.0,20644 BIRCHWOOD WAY,3.0,U,0.0,Concord,KAROLE,43613,f,220731.0,NE,37.0,Canada,WELHAM,E,
Sic2772,1-591-901-3546,1784669.0,11797 howser court,10.0,M,4.0,New Haven,Jonelle,T5C 1M3,,174.0,AZ,27.0,United States of America,Sicotte,,
Ros2773,1-307-128-4738,2703466.0,14830 edgewood road,0.0,S,1.0,Las Cruces,GORDY,33178,m,160521.0,KS,2.0,United States of America,Rosewell,,
bia2774,1-126-139-9254,1406107.0,20775 SHELTER WEST,1.0,M,1.0,Costa Mesa,mahmood,20058,,91310.0,SC,56.0,United States of America,biard,S,
Jen2775,1-075-724-5598,3925508.0,19817 rosedale road,1.0,S,4.0,Jacksonville,lacey,72295,M,204636.0,IL,5.0,United States of America,Jenner,,
may2776,,2665528.0,5118 MONTVIEW COURT,9.0,M,3.0,Montpelier,Syd,99676,,122932.0,Saskatchewan,79.0,United States of America,mayne,,
bla2777,1-592-384-8657,3794546.0,19604 hawkins park,8.0,M,4.0,Salinas,Sibyl,90820,,393850.0,AL,72.0,United States of America,blanchet,,
gav2778,1-977-759-2142,2820670.0,21434 robertson south,9.0,M,0.0,Escondido,Lib,06613,F,253885.0,New Brunswick,16.0,United States of America,gavidia,,
Tam2779,1-902-444-2845,923356.0,15729 FONDREN STREET,10.0,,0.0,Mesa,Clayton,64173,,329721.0,WI,27.0,United States of America,Tamura,,
Ror2780,1-313-791-5628,3645128.0,15065 bellaire crescent,1.0,W,0.0,Costa Mesa,Shelia,78259,,,MS,96.0,United States of America,Rorie,,suite 185
Sus2781,1-613-592-9537,2805795.0,287 woodland park court,8.0,M,4.0,Simi Valley,Amato,47715,F,95876.0,VA,74.0,United States of America,Susanto,G,
Fla2782,1-517-536-6719,2742974.0,1796 dairy ashford court,7.0,M,2.0,Wilmington,prem,92505,f,253801.0,Saskatchewan,17.0,United States of America,Flanders,T,
Ras2783,1-627-368-6737,3431574.0,18008 FURTH LANE,3.0,U,4.0,Pueblo,shamshad,T5d 1z7,,,CT,,United States of America,Raschig,,
dep2784,1-980-408-7472,1369576.0,8954 bagby north,10.0,S,5.0,Denver,jean-normand,80081,,230879.0,RI,61.0,Canada,dephoure,,
Kar2785,1-943-040-3512,860377.0,303 montfort way,10.0,M,1.0,Stamford,asia,93697,m,139470.0,Alberta,9.0,Canada,Karp,,
all2786,1-137-577-4177,2062659.0,9179 EAGLE WAY,7.0,S,5.0,St. Johns,SILE,H6c 1x2,,446539.0,IN,59.0,United States of America,allan,,
Lea2787,1-727-717-3916,1555819.0,7217 wise lower,6.0,U,3.0,Oxnard,Goldwyn,94661,,406698.0,SC,13.0,United States of America,Leathers,,
Maj2788,1-916-670-8313,,9448 elle lee north,10.0,S,3.0,Fairbanks,NEILE,M3X 1L7,,332473.0,KY,,United States of America,Majumdar,X,
Sar2789,1-794-143-2061,1576639.0,7706 bluff avenue,1.0,S,1.0,Mobile,Imelda,v6n 1p6,m,343524.0,IL,36.0,Canada,Sarma,,
CRU2790,1-032-862-6420,2324580.0,14210 CHARLOTTE WAY,6.0,M,5.0,Rancho Cucamonga,Audivox,92624,,30627.0,DC,85.0,United States of America,CRUTCHFIELD,,
por2791,1-629-962-4095,709004.0,7216 gates avenue,1.0,M,1.0,Jacksonville,Carolina,91766,M,165611.0,OH,51.0,United States of America,porterfield,J,
Bay2792,1-359-059-6488,3248474.0,19424 verde street,7.0,M,,Greensboro,Xiao-ming,T5A 1P2,M,243127.0,NY,74.0,United States of America,Bayley,,
Kne2793,1-643-661-0033,2597801.0,20809 cecil upper,6.0,S,4.0,Little Rock,Jabir,21220,M,311964.0,FL,66.0,United States of America,Kneese,,
GON2794,1-028-272-1343,83853.0,8158 watts crescent,4.0,M,4.0,Independence,Genovera,80155,,479458.0,MT,38.0,United States of America,GONIOTAKIS,J,
Che2795,1-858-637-1379,2742068.0,15361 halle lane,5.0,,1.0,Gary,Fulvia,33010,,470731.0,ND,59.0,United States of America,Cheval,,
Ple2796,1-256-222-1289,550171.0,1726 clearwater drive,7.0,W,1.0,Charleston,erning,E7O 1Q6,,439644.0,VA,28.0,United States of America,Pleydon,,
han2797,1-189-523-2887,1708569.0,7820 harrington park,7.0,S,0.0,Pueblo,inderjit,v6c 1s7,F,5334.0,WA,16.0,United States of America,handforth,,
Al 2798,1-016-298-5259,3297782.0,10314 presido way,1.0,M,0.0,Ann Arbor,RICHELLE,35841,,134663.0,MT,15.0,Canada,Al bud,X,
Rea2799,1-579-501-6843,2633134.0,2077 DARLINGTON CRESCENT,9.0,M,2.0,Elizabeth,glynda,X1h 1t9,f,480479.0,IL,84.0,United States of America,Reaume,I,
Ber2800,1-425-236-9130,3804734.0,21064 nolan west,8.0,M,2.0,Dayton,Api-ecm,C2B 4W6,,392225.0,AR,62.0,United States of America,Bergman,Q,
chi2801,1-107-602-2717,552114.0,12473 LONG BRANCH EAST,8.0,M,5.0,Long Beach,Katusha,h2f 1v2,F,374566.0,NY,4.0,United States of America,chilibeck,,
edm2802,1-207-238-9012,2648893.0,5631 camelot crescent,2.0,M,1.0,Oshawa,verghese,72917,f,158765.0,MT,32.0,United States of America,edmunds,K,
Pla2803,1-696-109-7802,629763.0,10369 gemini way,10.0,M,3.0,Gary,BO,75014,,391907.0,AZ,94.0,United States of America,Plastina,,
Tsa2804,1-011-653-0785,2373961.0,7079 COLLINWOOD WEST,7.0,S,3.0,St. Louis,Joanna,23667,,269547.0,MD,93.0,United States of America,Tsang,,
ESL2805,1-311-281-2758,1627428.0,6130 powers rue,3.0,S,5.0,Dover,jordan,91729,,451250.0,LA,81.0,Canada,ESLER,Z,
RIX2806,1-021-831-0910,3747322.0,7052 alamo street,0.0,M,0.0,Birmingham,Evangeline,92701,,409328.0,NH,33.0,United States of America,RIX,D,
den2807,1-661-518-0064,1396711.0,21404 sheriden south,5.0,D,4.0,Victoria,KRIS,31403,f,21381.0,NM,98.0,United States of America,denman,K,
Hen2808,1-238-615-1857,2757526.0,13385 colby park,4.0,M,1.0,Halifax,MICHELINA,89157,,121342.0,GA,2.0,United States of America,Hensen,O,
Van2809,,3690897.0,17194 VALITA WEST,0.0,S,3.0,San Jose,MIKLOS,89109,,440868.0,NM,3.0,Canada,Vandenberg,,
and2810,1-483-241-6818,2057869.0,19509 seward lane,5.0,S,0.0,Baton Rouge,KLAZINA,44322,,385097.0,WA,32.0,United States of America,andrassy,F,
ROM2811,1-310-979-1751,3442739.0,19655 9th rue,4.0,,4.0,Coral Springs,Christy,55160,,284662.0,Quebec,64.0,Canada,ROMERO,,
Wil2812,1-679-296-1848,347359.0,22682 rio grande south,7.0,M,1.0,Allentown,Kylen,63157,F,47715.0,AZ,51.0,United States of America,Wildman,E,
Rog2813,1-800-229-2124,2681051.0,1758 seip way,5.0,M,3.0,Milwaukee,Jean-yves,10151,,370518.0,CT,58.0,United States of America,Rogers,,
Dac2814,1-643-084-1032,2097965.0,23571 harley park,2.0,S,0.0,Lubbock,Chung,V6Q 1W9,,,New Brunswick,46.0,United States of America,Dace,,
Eze2815,1-389-799-7633,663213.0,22387 camden lower,4.0,S,3.0,St. Catharines,Trudie,29408,,138002.0,PA,,United States of America,Ezekiel,M,
Mir2816,1-475-003-6730,2246010.0,3918 shadowbriar street,1.0,D,0.0,Rochester,Jayant,75052,,43509.0,MA,13.0,United States of America,Miranda,,Apt. 948
Ger2817,1-634-883-1046,369224.0,15079 DECATUR RUE,8.0,,3.0,St. Louis,BRIANNE,V6f 1p9,,106832.0,WI,61.0,United States of America,Gerald,,
MIL2818,1-738-821-2854,3051224.0,10176 pinesap court,0.0,M,0.0,San Antonio,Lenka,h6c 1y8,F,469279.0,DE,84.0,United States of America,MILIAN,,
bon2819,1-815-524-9427,1506363.0,18002 cantrell upper,7.0,M,1.0,Buffalo,PRAFULA,M9D 1S3,,345891.0,HI,88.0,United States of America,bonney,,
nun2820,,2191649.0,12214 burgoyne avenue,2.0,M,1.0,Escondido,kiah,H5J 1Q1,M,127336.0,New Brunswick,38.0,United States of America,nunold,I,
gay2821,1-322-945-9351,335576.0,453 RIVER TERRACE WEST,7.0,U,2.0,Abilene,bibbye,64123,,447132.0,MD,54.0,United States of America,gaylord,,
kel2822,1-886-667-3750,,3135 farmers lane,2.0,M,1.0,Biloxi,MARIE,T5A 1Q8,,179453.0,UT,63.0,United States of America,kelsay,,
Dob2823,1-650-261-7339,3572643.0,23654 candlelight avenue,2.0,M,5.0,Cleveland,lishe,74168,M,39332.0,British Columbia,40.0,United States of America,Dobbs,,
Vit2824,1-906-940-0241,2159857.0,18716 GREENE DRIVE,9.0,M,1.0,El Monte,VRINDA,60818,F,235485.0,FL,43.0,Canada,Vitacco,,
Szk2825,1-431-030-1421,3395934.0,13153 jefferson road,4.0,M,3.0,Victoria,Deloris,10068,,252493.0,NH,85.0,Canada,Szkarlat,F,
Par2826,1-147-598-4984,118556.0,2097 HARRIS WEST,3.0,U,1.0,Miami,olympie,E7N 1G1,,125911.0,WA,19.0,Canada,Parr,,APT. 936
SCH2827,1-987-480-1926,,9934 BEARD DRIVE,7.0,,,Calgary,Letisha,95115,,289467.0,NY,42.0,United States of America,SCHACHTLER,,
tal2828,1-592-152-2508,2931650.0,21908 ashford hollow north,5.0,U,,Beaumont,Eirik,h7f 1v1,,287611.0,Manitoba,,United States of America,tallett,,
Sau2829,1-970-656-6217,2025791.0,15404 queen street,5.0,S,5.0,Portland,Luther,T6d 1f5,F,258580.0,IL,23.0,United States of America,Saumure,J,
clo2830,1-542-595-2812,3260297.0,18008 bigwell lane,7.0,S,1.0,Orange,Zanni,75252,M,,SC,1.0,United States of America,clocklab,,
o'h2831,1-703-271-7640,2567863.0,22176 flint south,9.0,U,3.0,Oceanside,Fulvia,90137,f,385233.0,PA,73.0,Canada,o'heocha,,
Pac2832,1-207-679-3345,3384764.0,10511 yorktown street,4.0,M,2.0,Nashua,STONE,45204,,321608.0,MN,68.0,Canada,Pachek,,
Lav2833,1-345-284-0774,3054275.0,3064 shelter boulevard,0.0,U,1.0,Lowell,ALVIN,v6g 1v3,f,339091.0,WV,42.0,United States of America,Lavigne,,APT. 90
Uns2834,1-797-099-6493,2638497.0,15293 forest avenue,10.0,M,3.0,Windsor,john-paul,30339,M,97802.0,TX,17.0,United States of America,Unsoy,,
Dic2835,1-439-296-6996,974593.0,13644 chateau west,9.0,U,1.0,Austin,DAFFIE,07507,F,153840.0,TN,53.0,United States of America,Dicaprio,,
ebe2836,1-816-028-8772,1697229.0,4245 miller court,5.0,M,3.0,Jackson,Harvey,20081,m,76064.0,KY,41.0,United States of America,eberle,J,
CZY2837,1-517-941-8430,1539496.0,7082 5th north,9.0,S,3.0,Vancouver,charman,H2b 1y6,f,86967.0,MS,44.0,United States of America,CZYCHUN,,
Wal2838,1-445-182-0083,2117172.0,4628 TRINITY UPPER,3.0,M,0.0,Topeka,Kate,90799,,199783.0,UT,34.0,United States of America,Walford,,
tip2839,1-176-155-4396,111600.0,19588 keswick drive,4.0,M,3.0,Salem,mignon,v6l 1v9,,250035.0,KS,59.0,Canada,tippett,,
Oly2840,1-520-880-6227,2524580.0,22712 beach upper,5.0,D,2.0,Lewiston,RUCHEL,33020,m,124370.0,Saskatchewan,89.0,United States of America,Olynyk,,
Goh2841,1-585-103-4781,,11645 kimberley crescent,9.0,M,1.0,West Covina,bcspatch,94251,,242073.0,British Columbia,22.0,United States of America,Goh,,
Ste2842,1-113-212-0974,223196.0,16236 jack north,10.0,W,1.0,Oakland,shantee,h6b 1y7,,468205.0,FL,,Canada,Stensrud,,
PET2843,1-111-883-5760,,9179 EAGLE WAY,6.0,M,2.0,Tampa,Lucia,v6w 1q4,,359137.0,MD,3.0,Canada,PETZOLD,,
agn2844,1-494-343-1679,2866007.0,21686 jackson south,5.0,M,3.0,Pomona,sabuson,V6i 1s2,,363994.0,HI,,Canada,agnihotri,,
miz2845,1-932-568-9614,1985180.0,22963 hanover road,1.0,M,0.0,St. Louis,NELLY,99587,m,159429.0,NH,58.0,United States of America,mizerk,,
RAH2846,1-856-207-2833,2354310.0,14930 griffin upper,,M,3.0,Rockford,BUCKLIN,60618,,179370.0,Ontario,32.0,United States of America,RAHMANI,,
Boe2847,1-940-387-6618,2472375.0,11656 denton boulevard,3.0,,1.0,Evansville,DJENANA,M8c 1v4,,,IL,38.0,United States of America,Boeyen,,
Sev2848,1-487-945-7758,,13689 gulfton drive,0.0,S,5.0,Santa Clara,Dasha,v6l 1v1,F,,OH,88.0,United States of America,Severns,,
Fwp2849,1-254-812-3808,3233143.0,23665 DEERWOOD PARK,5.0,M,3.0,Corpus Christi,LYNDSEY,M7n 1b3,,125404.0,Manitoba,32.0,Canada,Fwpco,,
War2850,1-703-427-9440,1644405.0,16647 purdue north,6.0,S,0.0,Boston,HELGA,87505,,166067.0,FL,18.0,United States of America,Wark,,
Els2851,1-876-160-0696,3079061.0,23664 cherry court,4.0,M,4.0,Laredo,errol,22321,,92707.0,LA,56.0,United States of America,Elson,,
o't2852,1-329-701-2983,3132569.0,15692 essington rue,,M,0.0,Frederick,CHOCS,v5d 1m6,,61260.0,New Brunswick,68.0,United States of America,o'toole,B,
hil2853,1-284-178-5128,1873951.0,18258 CLAYTON WEST,8.0,M,2.0,Erie,merl,H2e 1y3,,454111.0,VA,61.0,United States of America,hilton,,
MCS2854,1-019-364-1006,2126735.0,6148 KIMBERLEY RUE,2.0,D,2.0,Waterbury,Seanna,94224,,146089.0,MI,30.0,United States of America,MCSHEFFREY,,
FIX2855,1-569-911-0786,3422623.0,3690 PLUMB BOULEVARD,7.0,S,0.0,Warwick,STCLAIR,M9d 1t6,F,65170.0,TX,76.0,United States of America,FIXSEN,N,
Gui2856,1-026-137-9303,2701470.0,17491 roswell south,1.0,U,4.0,Honolulu,PRITY,h2b 1x8,,190985.0,AR,21.0,Canada,Guin,K,
Jav2857,1-106-891-5243,1570802.0,4623 ramsey lane,7.0,U,3.0,New Haven,Kaela,H2a 1x6,,213007.0,FL,23.0,United States of America,Javed,L,
hun2858,1-272-213-3128,3718595.0,408 johnson ferry avenue,5.0,W,0.0,Lafayette,Keelia,89508,M,479733.0,DE,98.0,Canada,huntley,,
Hog2859,1-609-296-8206,1603433.0,17739 SUMMIT RUE,3.0,S,3.0,Newark,TRUDA,25331,f,196776.0,CT,100.0,United States of America,Hogeboom,,
Bar2860,1-660-682-6100,1833417.0,15305 concord west,1.0,S,0.0,Fort Worth,elysee,M4j 1o9,M,6628.0,PA,87.0,Canada,Bartolucci,,
Cul2861,1-126-413-5341,3473994.0,12481 hayden lower,9.0,S,0.0,Indianapolis,Cilka,99581,,15674.0,NE,99.0,United States of America,Cullipher,,
Ber2862,1-473-895-8875,2202772.0,10566 SIENNA EAST,3.0,M,5.0,Iqaluit,Marloes,36618,,42065.0,CT,54.0,Canada,Berryhill,O,Apt. 913
Bon2863,1-438-985-0768,,22767 misty street,,S,3.0,Vancouver,Kerri,91191,,74711.0,NE,64.0,United States of America,Bono,,
man2864,1-453-953-4176,3910797.0,2446 forest lane,7.0,M,1.0,Brownsville,Rheal,83726,m,17399.0,ID,2.0,Canada,mansell,,
Nis2865,1-926-142-0571,3242791.0,20673 SANDPOINT NORTH,9.0,U,5.0,Hamilton,WAI-HUNG,H5j 1o9,,370768.0,MD,21.0,United States of America,Nishith,S,
Ras2866,1-715-002-2054,3554902.0,9205 burton rue,0.0,M,1.0,Sioux Falls,verine,V6x 1u2,,244111.0,WV,35.0,United States of America,Rastogi,,
hum2867,1-381-650-6100,1033119.0,22776 canoas lower,0.0,S,3.0,Lakewood,Hazem,93821,m,,Saskatchewan,,United States of America,humiston,B,
Ler2868,1-194-761-3708,1582447.0,3329 SIMPSON EAST,2.0,M,2.0,Vancouver,Caterina,70182,f,286730.0,SC,43.0,Canada,Leroux,A,
ABE2869,1-673-128-7210,,24400 sycamore school boulevard,2.0,D,2.0,San Francisco,Estele,e7n 1p2,,204195.0,ID,45.0,United States of America,ABELL,,
JUB2870,1-322-743-0090,3503665.0,17576 alpine west,6.0,M,0.0,Omaha,Bobbette,C2b 4w6,,366879.0,OH,54.0,United States of America,JUBB,,
DEV2871,,1726931.0,23701 pelican way,8.0,S,5.0,Durham,carlye,92707,,192330.0,WY,19.0,United States of America,DEVOUGES,Z,
