Age,NumberCreditCards,AgencyID,MaritalStatus,LastName,Country,CreditRating,Phone,Income,State,AddressLine1,OwnOrRentFlag,Gender,City,FirstName,NetWorth,Employer,NumberChildren,AddressLine2,MiddleInitial,PostalCode,NumberCars
40.0,4.0,Kaj2416,M,Kajeejit,Canada,430.0,1-030-855-5087,337612.0,NV,21404 sheriden south,O,F,Irvine,MERCI,1410167.0,Corning,3.0,,,59801,5.0
8.0,0.0,Pil2417,M,Pilip,United States of America,626.0,1-258-808-3867,14999.0,NH,7837 howell court,O,f,Irving,Phyl,3435054.0,Perot Systems,3.0,,,06516,1.0
80.0,,Dan2418,D,Danko,Canada,510.0,1-574-110-8347,390943.0,CA,9565 cappel road,R,f,Modesto,Gudrun,3555231.0,MEMC Electronic Materials,3.0,,,H7e 1s6,3.0
44.0,2.0,Kor2419,U,Kornitzer,United States of America,678.0,1-331-337-0118,268540.0,DC,7936 ALTAMESA LANE,O,,Santa Rosa,CLARK,1480405.0,Sealed Air,2.0,,,C2b 4x5,1.0
59.0,6.0,ORO2420,D,OROL,United States of America,,1-912-593-0222,118659.0,MO,2867 BUCKLINE WEST,O,M,Hialeah,amabelle,1066895.0,Brown-Forman,5.0,,,94394,5.0
35.0,2.0,nis2421,D,nishiguchi,United States of America,660.0,1-277-879-4481,,IN,24450 marcus street,O,f,Fort Smith,rhetta,3971086.0,Pacific Life,0.0,,I,63131,1.0
9.0,2.0,ABO2422,S,ABOU-EZZE,United States of America,308.0,1-078-873-5666,302201.0,ND,19412 broad lower,O,,Vancouver,simon-pui-lok,2940249.0,,1.0,,,32229,3.0
12.0,1.0,Flo2423,S,Flook,United States of America,693.0,1-103-766-0853,74394.0,MA,7046 mcgill crescent,O,F,Vallejo,HELMUT,2209963.0,ConocoPhillips,1.0,,,E7o 1i7,5.0
26.0,1.0,Bin2424,U,Binner,United States of America,433.0,1-873-999-1219,194980.0,New Brunswick,12049 trail lake south,,,Fort Collins,Evanne,3294632.0,Alaska Air Group,2.0,,,80917,4.0
20.0,6.0,nai2425,D,nairn,United States of America,445.0,1-186-167-9313,,Saskatchewan,15063 milbury park,O,m,Hull,jemima,3057439.0,USG,,,C,40222,1.0
13.0,5.0,TOT2426,U,TOTH,United States of America,738.0,1-508-959-3118,336229.0,NV,18909 hawkins way,O,M,Elizabeth,Yolane,3955763.0,Genworth Financial,0.0,,B,06145,5.0
87.0,3.0,RAB2427,M,RABATICH,United States of America,621.0,1-735-715-6751,497579.0,KY,9540 KINGSBRIDGE AVENUE,O,M,Wichita,AMATA,3877300.0,Lubrizol,1.0,,,t5b 1t7,3.0
97.0,4.0,She2428,S,Shennan,United States of America,411.0,,441192.0,New Brunswick,16652 AMES UPPER,O,m,Glendale,Lilith,96732.0,Moog,5.0,,,M5D 1X1,0.0
56.0,7.0,SHE2429,,SHEIKH,United States of America,495.0,1-288-305-3374,213201.0,WV,9849 harrington park,O,,Cheyenne,AUDRE,239024.0,E*Trade Financial,5.0,,,T6b 1d5,0.0
50.0,1.0,Tem2430,U,Temple-downing,United States of America,833.0,1-759-617-6288,421941.0,AL,2998 inwood west,O,,Moncton,LYNNET,2943517.0,Equity Residential,5.0,apt. 339,,H2A 1Z5,1.0
63.0,0.0,Spa2431,U,Sparks,Canada,724.0,1-995-629-8861,294810.0,MN,20657 westella way,R,,Chula Vista,RAFA,1814056.0,Chemtura,4.0,,,46251,5.0
55.0,2.0,Den2432,M,Deneen,United States of America,712.0,1-643-458-6747,358662.0,Newfoundland,13134 ANSLEY UPPER,O,,Vancouver,ELLEKE,539794.0,Great Plains Energy,3.0,,O,92512,2.0
46.0,4.0,CAT2433,M,CATANACH,United States of America,447.0,1-327-744-3914,338329.0,ID,18993 RIVAS RUE,O,,Ann Arbor,Mendel,1110673.0,AnnTaylor Stores,,,,60714,3.0
85.0,8.0,Rem2434,U,Remrey,United States of America,560.0,1-479-617-5944,401451.0,IL,7828 cartwright park,O,f,Edmonton,Genevra,867403.0,American Financial Group,5.0,,,55412,0.0
52.0,7.0,INT2435,U,INTEGRATION,United States of America,510.0,1-926-479-0855,358100.0,TX,20870 charthouse lane,O,,Escondido,Lissy,3929518.0,,1.0,,,32256,4.0
37.0,3.0,kle2436,M,klebsch,United States of America,426.0,1-853-381-3731,25264.0,ID,20826 BELLWOOD CRESCENT,O,,Pittsburgh,darlene,1980437.0,Apollo Group,0.0,,,H6b 1y1,4.0
94.0,7.0,MAT2437,M,MATSUSHITA,United States of America,380.0,1-145-463-1976,84912.0,NE,19199 keene park,,M,Newport News,Yannick,2245529.0,NCR,4.0,,,T5c 1q3,0.0
2.0,6.0,Mac2438,U,Macmillan,United States of America,829.0,1-417-646-5605,76255.0,NY,16235 wolcrest road,U,,Tampa,Arvin,3232054.0,Newmont Mining,0.0,Suite 203,F,33329,5.0
80.0,3.0,Str2439,M,Strauss,United States of America,756.0,1-254-792-5172,2520.0,Prince Edward Island,17334 LAVENDER STREET,R,,Salem,Peria,1104508.0,Hexion Specialty Chemicals,0.0,,,25326,1.0
39.0,0.0,GUL2440,M,GULKO,United States of America,844.0,1-554-981-8742,9593.0,NV,12985 camp bowie south,,M,Baton Rouge,tallie,770915.0,Sunrise Senior Living,,,,30329,1.0
83.0,4.0,nug2441,D,nugent,Canada,343.0,1-811-583-7791,241573.0,Nova Scotia,19744 taylor crest street,O,M,Evansville,AKIN,3905168.0,New Jersey Resources,5.0,,V,59806,3.0
96.0,5.0,BOS2442,U,BOSWORTH,Canada,722.0,1-948-516-2141,126785.0,OK,3504 regency avenue,O,m,Irving,Knut,,Symantec,1.0,,,80101,4.0
17.0,3.0,Tho2443,S,Thornburg,United States of America,748.0,1-710-447-3720,205466.0,CT,24996 robbins east,U,M,Gary,MANH,2516706.0,General Dynamics,2.0,,,80013,3.0
94.0,5.0,Bou2444,M,Boutilier,United States of America,695.0,1-742-084-9911,468873.0,DE,15883 baltic south,R,m,Denver,Bhupendra,3160249.0,PetSmart,2.0,,,72219,0.0
33.0,5.0,Jac2445,,Jacobson,United States of America,745.0,,258482.0,SD,21414 pasadena road,O,F,Oceanside,Fredi,2510352.0,Penske Automotive Group,3.0,,D,33304,0.0
,4.0,cze2446,M,czeban,Canada,847.0,1-195-728-0020,7356.0,MA,3549 ANSLEY WEST,O,M,Provo,ashlen,36525.0,Centex,1.0,,,77036,
65.0,5.0,Ger2447,D,Gerth,United States of America,381.0,1-228-969-9945,104883.0,AR,14422 morning rue,O,,West Covina,EMMALINE,3461749.0,Nicor,1.0,Apt. 529,,H5k 1r6,3.0
29.0,4.0,tot2448,U,toth,United States of America,619.0,1-937-757-4887,254897.0,AK,17676 rusk street,O,,Eugene,Jet,2301563.0,Bed Bath & Beyond,5.0,,L,64055,4.0
86.0,5.0,Die2449,M,Diep,Canada,776.0,1-223-475-2215,155066.0,New Brunswick,24890 LAKE DRIVE,O,,Mesquite,maxey,470186.0,Fannie Mae,0.0,,L,89106,4.0
77.0,5.0,Al 2450,S,Al bud,United States of America,676.0,1-932-796-3639,274050.0,WA,232 LYLE PARK,O,,Santa Rosa,Donal,2484226.0,Exelon,2.0,,T,V6F 1S4,1.0
69.0,6.0,De 2451,M,De coursey,United States of America,486.0,1-754-693-6021,296397.0,WY,18675 CALHOUN LANE,O,,Moncton,Kimmy,1175022.0,Peter Kiewit Sons',1.0,,,99602,4.0
95.0,8.0,Dow2452,M,Downs,United States of America,653.0,1-445-987-0277,410542.0,Quebec,6464 bonnie brae street,R,,Toledo,Koren,544166.0,PG&E Corp.,0.0,,U,m8c 1x6,1.0
49.0,8.0,Hol2453,S,Hollenbeck,United States of America,832.0,1-392-226-6806,359562.0,AK,24178 turtle creek street,O,,Glendale,pey-kee,,Alliance Data Systems,0.0,,,M5g 1v2,3.0
36.0,1.0,D'i2454,U,D'ippolito,United States of America,836.0,1-827-713-7304,277112.0,ID,12009 pharr south,R,f,Huntsville,shahab,508955.0,Agilent Technologies,2.0,,,h5l 1r3,1.0
45.0,6.0,OFC2455,S,OFCPARM,United States of America,360.0,1-190-997-5376,330077.0,MO,20109 alexis lane,O,,Rochester,Survey,1076885.0,Eastman Kodak,2.0,Apt. 192,,76707,4.0
41.0,8.0,Rfa2456,M,Rfa,United States of America,,1-102-439-7343,173452.0,WY,19435 montfort road,O,,Montreal,Gavrielle,109839.0,Unitrin,3.0,,,95351,5.0
12.0,9.0,cod2457,W,codrington,United States of America,365.0,1-404-924-2652,204918.0,MT,10448 DAIRY ASHFORD COURT,O,,Coral Springs,Daffi,3742925.0,Itron,0.0,,R,80051,0.0
68.0,0.0,SET2458,S,SETTERFIELD,United States of America,496.0,1-379-416-7367,433610.0,ND,18966 BELT LINE UPPER,U,,Sunnyvale,armando,2279424.0,Consolidated Edison,0.0,,,57114,4.0
44.0,9.0,rid2459,M,ridgway,United States of America,553.0,1-932-040-3179,462885.0,PA,11640 baltic upper,O,,New Orleans,arabela,2135093.0,Northeast Utilities,0.0,Apt. 678,,91919,5.0
67.0,7.0,Gol2460,U,Goldner,United States of America,831.0,1-151-971-1770,170107.0,AR,16550 9th boulevard,,F,Mount Pearl,lottie,3940943.0,Pacific Life,2.0,,,H2A 1U4,3.0
21.0,7.0,ROT2461,U,ROTONDO,United States of America,494.0,1-170-884-1784,408859.0,New Brunswick,15916 royalton street,O,f,Providence,Tilda,2419844.0,New York Times,4.0,,I,91103,5.0
31.0,5.0,KAW2462,U,KAWAMURA,United States of America,560.0,1-304-057-8530,346683.0,Nova Scotia,2590 crestmere park,R,F,Birmingham,Cherice,26959.0,LKQ,1.0,,,98189,4.0
78.0,1.0,BAR2463,D,BARAGAR,United States of America,434.0,1-995-573-3882,233226.0,KY,18304 furth north,O,,Phoenix,Shona,2785186.0,Precision Castparts,0.0,Apt. 49,,90259,
97.0,1.0,Des2464,M,Desautels,United States of America,474.0,1-892-727-9840,22913.0,WI,5822 edwin boulevard,O,F,Lincoln,Viqar,999562.0,Western Union,3.0,,,m6s 1i1,1.0
81.0,5.0,Gil2465,W,Gilliard,Canada,396.0,1-859-931-7262,69632.0,WI,6492 adams east,O,,Plano,felice,313806.0,Dick's Sporting Goods,5.0,,,33324,5.0
64.0,3.0,hei2466,S,heinonen,United States of America,557.0,1-492-043-3560,86909.0,WA,6963 EMMONDS DRIVE,O,M,Brownsville,BUNNIE,1517573.0,Collective Brands,5.0,,,V6u 1v9,2.0
33.0,0.0,Mca2467,U,Mcalister,United States of America,536.0,1-343-215-5891,136524.0,SD,10411 apple tree lane,R,,Boston,ALMA,2139474.0,OGE Energy,3.0,,J,90251,5.0
22.0,0.0,KEL2468,M,KELLUM,United States of America,748.0,1-775-256-9375,94940.0,IA,19336 boll drive,R,,New York,vax,512766.0,Phoenix,1.0,suite 427,,64138,1.0
61.0,8.0,Mcn2469,M,Mcnamara,United States of America,558.0,1-976-194-0028,456063.0,SC,13971 MILBURY COURT,,F,Portland,DANILO,3027159.0,Exxon Mobil,4.0,,A,V6z 1p9,5.0
12.0,4.0,BOS2470,M,BOSILJEVAC,United States of America,585.0,1-913-962-4926,210135.0,DE,1464 green ash avenue,R,,Orange,CYNDI,1016557.0,,5.0,,O,36151,2.0
74.0,0.0,THE2471,M,THELOOSEN,United States of America,671.0,1-259-721-2039,478948.0,WI,6396 woodall north,U,,Buffalo,NERTY,2556760.0,Acuity Brands,3.0,,T,94270,3.0
58.0,7.0,tag2472,M,taggart,United States of America,810.0,1-169-725-9097,240372.0,ID,18630 ATLANTIC ROAD,U,F,Santa Rosa,VIVIANNE,3942439.0,Xilinx,4.0,,,45418,5.0
47.0,2.0,gay2473,U,gaylor,United States of America,454.0,1-042-388-7088,300694.0,WY,1037 bonneville lane,O,M,Sacramento,DOMENICO,1758840.0,Cracker Barrel Old Country,3.0,,,80058,3.0
90.0,9.0,mcb2474,S,mcbryan,United States of America,307.0,1-125-792-7050,,Saskatchewan,12566 MISTY UPPER,O,,Berkeley,mariam,2135551.0,Fleetwood Enterprises,0.0,,,78220,3.0
77.0,7.0,Svm2475,D,Svm-bnrmtva,United States of America,436.0,1-249-112-2924,329533.0,AL,9907 upton south,O,,Charleston,Jordain,863411.0,Enterprise GP Holdings,5.0,,N,72906,5.0
4.0,2.0,Kam2476,D,Kamiyama,United States of America,707.0,1-031-961-4068,319929.0,OR,22959 charlestown rue,U,,Lubbock,Symen,3770262.0,,0.0,,O,v6h 1u6,4.0
6.0,0.0,mci2477,U,mcinnis,United States of America,,1-185-235-7364,429532.0,OH,16655 ventura north,R,f,Columbus,Martguerita,2885731.0,International Assets Holding,4.0,,,74148,2.0
22.0,1.0,Lab2478,D,Labonte,United States of America,738.0,1-365-881-1386,435289.0,FL,12292 flynn park,O,,Mesa,Zainab,798971.0,KeyCorp,0.0,,,64135,2.0
96.0,1.0,nix2479,U,nix,United States of America,313.0,1-198-294-2510,89570.0,MS,4482 eden avenue,R,,Oakland,MILICENT,2286073.0,Jones Apparel Group,,,U,64192,5.0
100.0,5.0,Ebe2480,M,Eberle,United States of America,688.0,1-781-439-8481,498145.0,MA,14717 rutledge lower,O,,Boise,Mala,732759.0,Helmerich & Payne,3.0,,V,77113,
33.0,9.0,UNK2481,D,UNKEFER,United States of America,690.0,1-794-212-5205,283529.0,Saskatchewan,10014 MERCER LOWER,O,,Philadelphia,Sandie,3537992.0,Celgene,0.0,,M,V6r 1v3,3.0
96.0,7.0,SEN2482,S,SENYSHYN,United States of America,677.0,1-223-420-4235,125571.0,AR,7255 berry way,R,F,Tempe,MEHDI,3034411.0,Monsanto,4.0,,P,T6A 1A3,
73.0,3.0,MCK2483,M,MCKENZIE,Canada,547.0,1-268-834-7601,480675.0,Quebec,16557 howser rue,O,M,Greensboro,Linnea,2349487.0,New York Life Insurance,0.0,,Y,T5B 1T9,3.0
78.0,8.0,Ant2484,U,Anthony,Canada,440.0,1-186-893-8186,384603.0,PA,12566 misty upper,O,,Fullerton,THEODORE,1494499.0,Valmont Industries,1.0,,,75218,2.0
5.0,8.0,lei2485,M,leiwe,United States of America,386.0,1-491-982-4806,335401.0,VA,3574 pemberton west,O,,Wichita,issy,2638849.0,Exide Technologies,2.0,,,V6c 1v1,2.0
23.0,7.0,gue2486,W,guerette,Canada,569.0,1-717-586-5351,,ME,703 COMMERCE PARK,O,F,Laredo,Miguela,2571524.0,Nordstrom,,,,23466,3.0
49.0,9.0,TIP2487,S,TIPPETT,United States of America,822.0,1-315-662-3581,436833.0,SC,16480 cliffbrook upper,O,,Mesquite,VIOLE,766990.0,,4.0,,,29218,5.0
89.0,4.0,GAZ2488,M,GAZIER,United States of America,607.0,1-155-363-7244,343734.0,IA,20497 echo upper,R,,Torrance,brittaney,3631273.0,Whole Foods Market,2.0,,,M8b 1x2,
24.0,2.0,nha2489,S,nhan,United States of America,458.0,1-863-672-7875,,CA,23361 stonehill way,O,f,Buffalo,lois,155862.0,Capital One Financial,5.0,,,V6w 1s2,0.0
83.0,1.0,CLA2490,S,CLAYBROOK,United States of America,474.0,1-903-685-2636,417750.0,AK,1378 clara street,O,,Colorado Springs,SHAMSHAD,3906905.0,Sonoco Products,1.0,,Q,V6w 1u6,2.0
,,Cas2491,M,Cassese,United States of America,504.0,1-106-944-1336,260636.0,WI,4862 martin court,O,f,West Valley,sophia,3300230.0,Albemarle,1.0,APT. 461,,v6i 1w1,2.0
99.0,4.0,Lan2492,M,Langton,United States of America,770.0,1-429-019-2683,9364.0,VT,15729 fondren street,O,,McAllen,ASHLEIGH,2908662.0,GMAC,1.0,,,99763,2.0
65.0,10.0,Mcs2493,M,Mcsorley,United States of America,799.0,,418148.0,NJ,19512 storeywood drive,O,,Irvine,Rheal,1267471.0,American International Group,4.0,,W,30378,
72.0,6.0,Bam2494,M,Bamfo,United States of America,606.0,1-832-586-6740,246279.0,CT,19983 5th court,,,Austin,shih-dar,2257628.0,CSX,5.0,,,95162,2.0
69.0,6.0,DEF2495,M,DEFRANCHI,United States of America,376.0,1-103-766-5205,405465.0,NE,24717 midland lane,,,San Francisco,kinna,1764724.0,H.J. Heinz,3.0,,P,93370,2.0
58.0,,she2496,M,sheu,Canada,701.0,1-340-905-2953,234120.0,WY,6429 reeves lower,O,,Bakersfield,Sil,2428075.0,AmeriCredit,,,,m5f 1w7,5.0
12.0,1.0,Gui2497,M,Guisler,United States of America,506.0,1-365-022-9336,124690.0,KY,5088 overbrook way,R,,Burlington,aurelea,2922167.0,,1.0,,,23220,3.0
63.0,,OVE2498,D,OVERBY,United States of America,665.0,1-373-925-4220,93065.0,CA,15447 SENECA RUE,O,,Whitehorse,bertina,3634912.0,Steel Dynamics,4.0,,V,36170,0.0
5.0,8.0,KER2499,M,KERNAHAN,United States of America,827.0,1-563-430-1462,332993.0,AR,6963 emmonds drive,U,,Corona,LARAINE,2489107.0,Ingram Micro,4.0,,N,94615,2.0
26.0,1.0,cas2500,S,castronova,United States of America,801.0,1-537-446-1280,40821.0,NC,20813 lamar park,O,M,New Haven,Shoshana,327215.0,Alexander & Baldwin,0.0,,,H2e 1v8,2.0
62.0,0.0,BEL2501,M,BELZILE,United States of America,505.0,1-963-228-9162,160582.0,NJ,11538 KIMBERLEY BOULEVARD,O,,Salem,ROSANNE,3735120.0,Greif,1.0,,,T5A 1P5,3.0
1.0,1.0,MET2502,W,METCALF,United States of America,608.0,1-096-379-1792,82733.0,KY,2203 VALITA BOULEVARD,R,,Kansas City,minerva,305477.0,AmeriCredit,0.0,,,93310,3.0
72.0,8.0,El-2503,U,El-am,United States of America,488.0,1-687-195-9855,232582.0,TX,7266 CHERRY UPPER,O,,Lexington,gussi,141550.0,Service Enterprise Group,3.0,,U,50309,5.0
0.0,1.0,Kon2504,S,Kong,United States of America,575.0,1-627-096-8107,321511.0,CT,6558 SAXON NORTH,O,,Chattanooga,MKT,3856814.0,Key Energy Services,3.0,,,90893,3.0
99.0,3.0,BYD2505,D,BYDELEY,Canada,589.0,1-634-295-2044,284346.0,VT,4633 PALM EAST,O,m,Iqaluit,Olva,1116367.0,Hershey,0.0,,,V6U 1S1,5.0
100.0,10.0,de 2506,S,de buda,United States of America,512.0,1-563-784-3121,470689.0,NV,17032 cantrell south,O,,El Paso,Regis,2410072.0,American Greetings,,,,98106,1.0
30.0,1.0,Rev2507,,Reva,Canada,827.0,1-988-491-5303,419773.0,MA,719 BUCKLINE LANE,,F,Chattanooga,Chye-lian,,AK Steel Holding,0.0,,,h6d 1x4,5.0
89.0,7.0,Lof2508,W,Loftis,United States of America,518.0,1-244-286-0398,208587.0,New Brunswick,5503 raymond park,O,M,Fort Worth,lolly,3795613.0,Holly,5.0,,,M2r 1d6,3.0
60.0,7.0,Gla2509,M,Glast,United States of America,509.0,1-086-053-5538,412457.0,NE,5731 cadiz lower,,F,Santa Fe,Karee,1586606.0,Sonic Automotive,2.0,,,93749,0.0
100.0,2.0,Sto2510,M,Stocks,United States of America,508.0,1-236-892-1554,459516.0,Saskatchewan,11622 josey south,O,f,Inglewood,MEG,1863177.0,Nucor,0.0,,G,v6k 1r2,1.0
46.0,4.0,DES2511,D,DESAUTELS,United States of America,780.0,1-454-962-9026,213356.0,VA,8442 deerwood avenue,O,,Beaumont,Louisette,1732635.0,Oracle,5.0,,,79926,1.0
60.0,5.0,Ove2512,M,Overby,United States of America,506.0,1-051-573-5390,337728.0,FL,21985 oakhurst court,U,,Flint,Olwen,,Coventry Health Care,1.0,,,94218,4.0
17.0,1.0,cle2513,M,cleere,United States of America,408.0,1-656-854-5362,206576.0,NH,14808 HUDSON RUE,U,,Riverside,Jacque,2265395.0,,2.0,,,15227,0.0
73.0,10.0,kes2514,M,kessel,United States of America,801.0,1-331-550-1502,178385.0,KS,9063 magnolia street,O,m,Paterson,cherilyn,2934652.0,Lowe's,4.0,,,79114,2.0
41.0,1.0,rab2515,S,rabon,Canada,847.0,1-902-944-8832,,IA,20900 marchmont west,O,,Indianapolis,Owen,2594448.0,Group 1 Automotive,1.0,,,35220,0.0
86.0,6.0,Lia2516,M,Liang,United States of America,786.0,1-404-444-2225,356233.0,CA,9400 juniper west,O,f,Anchorage,Estrella,3268391.0,HCA,1.0,,,94429,
43.0,0.0,Kal2517,M,Kaluzny,United States of America,619.0,1-252-263-3558,201662.0,CT,22360 princeton upper,O,f,Salem,Subi,2769654.0,SunGard Data Systems,4.0,,,33321,5.0
96.0,10.0,SAV2518,M,SAVARIMUTHU,United States of America,392.0,1-984-474-2371,224196.0,OK,20774 tartan west,O,,Boise,WYNNY,1611675.0,Systemax,3.0,,Y,93884,2.0
96.0,6.0,Del2519,U,Delahay,United States of America,412.0,1-915-245-1409,8740.0,OR,19940 gold crest park,U,f,Ontario,KRISSIE,1551989.0,Constellation Energy,2.0,,,90386,3.0
83.0,1.0,Soj2520,U,Sojkowski,United States of America,798.0,1-833-515-3942,76390.0,Ontario,24383 coventry north,O,m,Cheyenne,Fariborz,1850457.0,Arch Coal,1.0,apt. 676,B,65807,2.0
23.0,0.0,BER2521,S,BERTINI,United States of America,634.0,1-752-453-3369,460702.0,Alberta,23128 roswell crescent,O,,Fairbanks,sydelle,3180809.0,Martin Marietta Materials,2.0,,,H2c 1v7,4.0
6.0,3.0,BEL2522,W,BELCOURT,United States of America,489.0,1-989-160-9788,,CT,21629 royalton way,O,f,Halifax,Enrico,3237160.0,DirecTV Group,5.0,,D,m2p 1d7,4.0
28.0,1.0,Fav2523,M,Favreau,United States of America,680.0,1-688-041-6006,149916.0,OH,20827 clint way,R,F,Salt Lake City,fabienne,3488451.0,Thrivent Financial,,,J,99672,3.0
12.0,3.0,gib2524,U,gibbs,Canada,795.0,1-788-176-3606,441377.0,FL,14568 fernando south,O,f,Garden Grove,lyssa,3315131.0,Duke Energy,1.0,,L,E7o 1n3,1.0
61.0,1.0,csr2525,U,csr,Canada,739.0,1-609-043-9391,469257.0,MO,12756 weyland south,O,F,Newark,Darrol,743360.0,Pioneer Natural Resources,3.0,,,M5g 1u7,
35.0,2.0,Boa2526,S,Boase,United States of America,334.0,1-633-237-5262,60938.0,WV,15379 selma road,O,M,Denver,Cathie,1450566.0,Walt Disney,4.0,,I,H2e 1x5,5.0
25.0,3.0,HOM2527,D,HOMAYOON,United States of America,433.0,1-576-657-6299,105989.0,AZ,6768 fondren lower,O,f,Fremont,Ashleigh,1131254.0,Texas Instruments,2.0,apt. 856,,H2c 1w2,1.0
11.0,5.0,mat2528,M,mathews,Canada,565.0,1-182-013-6546,50817.0,SC,10856 summer street,R,j,Ontario,Rayna,833483.0,,1.0,,,53703,2.0
60.0,5.0,mal2529,W,malcolm,United States of America,313.0,1-931-978-3134,443988.0,NE,2047 brown west,O,f,Warren,Orenzo,1423551.0,Cabela's,0.0,,,44103,1.0
35.0,4.0,Opl2530,M,Oplinger,United States of America,329.0,1-584-467-8593,354075.0,MN,19202 ansley park,O,M,Grand Rapids,Koo,,Alliant Techsystems,0.0,,,90043,2.0
85.0,4.0,Tim2531,,Timleck,United States of America,591.0,1-227-975-4896,2962.0,TN,4068 beauregard drive,O,,Simi Valley,TYBI,1731195.0,Thrivent Financial,1.0,,,t5c 1u4,4.0
68.0,9.0,WIN2532,M,WINICKI,United States of America,780.0,1-836-098-8732,36947.0,NJ,11100 morningside west,O,F,Palmdale,Ronen,2454316.0,UAL,5.0,,,53790,3.0
89.0,9.0,EAL2533,M,EALES,United States of America,674.0,1-009-041-1072,389051.0,CO,15686 oliver street,R,,Columbia,valli,3161570.0,Spectra Energy,0.0,,,99635,5.0
41.0,5.0,Pit2534,S,Pitre,Canada,434.0,1-568-020-0145,,New Brunswick,23851 gold rue,O,,Rochester,Cody,3476350.0,Crane,5.0,,I,19217,4.0
7.0,6.0,ODA2535,U,ODAC,United States of America,502.0,1-091-211-2049,148019.0,ND,3788 holmes rue,,,Hialeah,derick,227110.0,CenterPoint Energy,1.0,,,72207,1.0
85.0,7.0,Gro2536,M,Groves,United States of America,310.0,,187890.0,RI,210 charthouse south,O,,Eugene,Dieuwertje,2073555.0,Tesoro,1.0,,,V6c 1u2,1.0
30.0,9.0,dou2537,M,douet,Canada,599.0,1-518-862-2188,170094.0,MO,1722 mosshead drive,O,F,Whitehorse,linn,1084778.0,Lockheed Martin,3.0,,X,60735,3.0
71.0,,Cor2538,S,Coriaty,United States of America,776.0,1-999-314-8129,339324.0,Nova Scotia,14329 rio grande lower,O,m,Mount Pearl,Adah,2679183.0,Beacon Roofing Supply,,,,80171,0.0
76.0,6.0,Don2539,M,Donleycott,United States of America,664.0,1-310-498-9354,6027.0,NV,5965 DAWNVIEW ROAD,U,,Arlington,Arielle,3196486.0,Lam Research,5.0,,,t6b 1h4,5.0
6.0,8.0,Bru2540,U,Bruno,United States of America,484.0,1-570-994-1597,315949.0,AR,6580 BINGHAM AVENUE,O,m,Santa Clara,Niek,,Oil States International,2.0,,E,M5e 1v6,4.0
,9.0,Spi2541,S,Spisak,United States of America,,1-932-266-7390,339950.0,CA,7596 marchmont avenue,O,f,Stockton,La verne,3367952.0,Owens-Illinois,1.0,,,46212,5.0
81.0,4.0,Cho2542,W,Choo-kang,United States of America,647.0,1-755-483-3353,214595.0,AK,23592 ardmore rue,O,,Jackson,Huib,3988768.0,Principal Financial,5.0,,H,85231,2.0
17.0,6.0,Fou2543,M,Fouke,United States of America,657.0,1-874-425-7728,85902.0,WI,18688 BEATTY BOULEVARD,O,,Fayetteville,Naveen,619627.0,United Services Automobile,4.0,,,98406,4.0
29.0,4.0,Mar2544,U,Marttinen,Canada,720.0,1-379-820-6771,479979.0,NV,17886 st. phillip upper,O,,Mesquite,Angeliek,294902.0,Pilgrim's Pride,0.0,,,h2e 1u4,4.0
20.0,9.0,Tog2545,D,Tognoni,United States of America,809.0,1-201-080-7163,296791.0,WA,8116 martin upper,O,,Los Angeles,Las,1351126.0,Prudential Financial,5.0,,A,70150,5.0
66.0,1.0,Abi2546,M,Abi-aad,Canada,850.0,1-658-916-8210,421265.0,Ontario,17026 durand north,O,,Tampa,Zdenka,2913033.0,BJ Services,5.0,,,T6d 1g6,5.0
48.0,1.0,pig2547,S,piggott,United States of America,375.0,1-011-068-6547,404755.0,DE,17073 rust north,,M,Baton Rouge,Faith,,HSN,2.0,,,M5e 1y8,5.0
48.0,4.0,Piy2548,M,Piyasena,United States of America,564.0,1-894-616-6963,363331.0,NV,10938 main lane,O,M,Erie,Lubomyr,1593121.0,VWR Funding,4.0,,U,h7f 1t9,4.0
10.0,7.0,Pel2549,M,Peleato,United States of America,582.0,1-544-823-3292,65695.0,AL,19876 conier upper,U,,Mobile,SARI,1046997.0,ArvinMeritor,5.0,,,V6k 1p6,5.0
64.0,8.0,Had2550,,Hadley,United States of America,376.0,1-153-147-3013,176926.0,CA,14243 river place road,O,F,Pueblo,RANICE,1090026.0,Flowserve,4.0,,,10010,3.0
93.0,5.0,DAW2551,M,DAWSON,United States of America,843.0,1-689-030-7538,138136.0,NH,19518 sheriden upper,O,,Erie,Walter,951099.0,American Eagle Outfitters,0.0,,,92411,4.0
20.0,3.0,FAI2552,M,FAIRLIE,Canada,809.0,1-232-732-2018,,Manitoba,4833 baltic boulevard,O,,Glendale,prashant,1503741.0,,5.0,Apt. 471,M,E7n 1q2,0.0
5.0,9.0,tri2553,M,trisic,United States of America,699.0,1-669-094-2294,434217.0,IA,16181 foster park,U,,Cheyenne,Xylina,3335946.0,United Technologies,4.0,,,78749,0.0
88.0,0.0,RAM2554,M,RAMSAYER,United States of America,355.0,1-398-736-3545,65910.0,ME,7042 ottley park,O,,Modesto,Mot,204564.0,Family Dollar Stores,3.0,,,93832,5.0
22.0,2.0,pat2555,,paterson,United States of America,315.0,1-368-143-9819,124057.0,LA,1104 century road,U,,Vallejo,Megan,3363186.0,AmeriCredit,2.0,,,90232,2.0
