prospect_AgeID,prospect_NuCrCa,prospect_AddrL2,prospect_CreRat,prospect_Pho,prospect_A,prospect_MidIni,prospect_AddrL1,prospect_St,prospect_NuChi,prospect_PosCo,prospect_In,prospect_NumC,prospect_MariSta,prospect_OwORF,prospect_Em,prospect_NeWor
Eqd8807,10.0,Creobxoaxllwdgmmqsygbtnzvaawqjuawqfcuinombghooqywhjsiuakbvhbpdpikdvj,315.0,1-731-126-3686,73.0,K,tkcchxikpqqnoehroluogwlghashpc,AZ,2.0,rwgcmfjx,386896.0,4.0,U,R,Capital One Financial,1287883.0
whl8808,10.0,iluevnbwokduvtdzfphzoxgdrhyiexndnzuaveqgoxhvseyisvngmhsxmiaqcnxgecupupspaflv,319.0,1-177-877-2155,76.0,F,Opyfmxtxdstxcefiswdxqgsclrinthjlkokxqumrcewsvfqxxkvg,VT,4.0,vxvuc,177867.0,,U,R,W.R. Grace,2133902.0
Gxw8809,2.0,mpxeelbezreenteukgdiatjdrxbshkmhqqrrgatotlhjrmukxuqgaalupryg,360.0,1-707-709-5202,77.0,,Pmylhmpimvkokgxusugzuxwgzvlpsjmyefr,WY,0.0,Mwxjnmvttwz,327380.0,2.0,,O,United Technologies,2316402.0
kxc8810,1.0,Zxwzrsjoetlarbnpmxnegwcqaspaebrqdwusses,521.0,1-865-088-3117,49.0,,msuhnzdktmpjqkkivxxaomydqmvxcbmeypmilajvorvhyhqmxhbgdoqbeiiop,LA,0.0,pspxeji,324515.0,3.0,D,O,Safeway,3662808.0
ECB8811,7.0,jmmnknapwgtwlrdqredepkvdtilicijdekosxspbskovfeeuinspbtilwg,670.0,1-559-178-7030,52.0,,AVZSJJUCTUMXBNDJDZGLQZCVNUWVEYHCQEDFZNTSRFPTTKL,NE,5.0,cjepjhyrxrp,341637.0,4.0,M,O,Teradata,674247.0
Nnr8812,10.0,cnkwshsyskoptsbwrsyqdxaqpjfpsbgledzchgynoki,675.0,1-992-188-2825,91.0,,Meappdambkxmwwpwpxgiompewfzyaecdfqcjnhhkjwbpoqslspisfybwgldqdvaspqyf,DC,2.0,Jgrfgmztlsuo,90682.0,5.0,M,O,Dr Pepper Snapple Group,2407571.0
bjp8813,,Iblkauwqrbospcbqqlhuumiskpvabxpajxhiggganppksugnbfkjrietugoeuqusf,620.0,1-442-589-1792,55.0,p,Wnddreioxuhnqmdjjppfokhoenjegkhgwzhzzjegzwjrpycdtkrw,AZ,3.0,Xcqhaiossrb,294173.0,3.0,W,U,Sunoco,932686.0
Qgo8814,1.0,Tbhsjktmpqwlvrdbg,728.0,1-837-544-6203,27.0,,SRZFPQKQQLAFBTEANGJXPGJMQFKSAXRCLMSUIQMLSIUYGBTERLPDACEBIGY,Saskatchewan,,fcbrb,261846.0,5.0,M,U,Varian Medical Systems,3528491.0
Bhj8815,9.0,boifi,325.0,1-832-285-2423,90.0,,Hgyddnneyppkreihumnhqljpkdejybztiocayujzqgzughplrdytmvqvjxzbvualwhswcfcg,KS,5.0,csmgs,283721.0,5.0,M,O,FMC,3469849.0
Tpp8816,9.0,,449.0,1-504-633-7105,52.0,v,cdtmosqynxsoktpkretwnkmujvlbonpratgkyqxwthsmytifgjqno,NC,5.0,qrtlitk,332475.0,1.0,M,O,Cephalon,134602.0
ILN8817,2.0,IBUXQSVDNC,442.0,1-718-081-8341,8.0,,Hefnlkwdovjmfukdzepouzpskagpkuicklsxirzpvhyhaeqdfagtvjvewkthpwdivfzcsqxzpflzvj,Nova Scotia,3.0,HEAPJJOVXY,256195.0,1.0,M,O,Travelers Cos.,1009548.0
fxz8818,10.0,Btcrondruhkgmvmvoqh,438.0,1-917-208-6881,26.0,M,uokkwfyvc,SC,1.0,ECVIBPUDQLFZ,346183.0,4.0,D,O,,613207.0
IJF8819,1.0,lnuohdiuiiovbtzfbfkxvisayipfwhvsjzynmrpyhsdgfyhupllm,599.0,1-016-473-4301,23.0,,gxxaqcwuahhr,NY,4.0,Uebreynew,188073.0,5.0,W,O,Merck,3575172.0
Pek8820,0.0,,439.0,1-589-994-5888,58.0,O,TOSQDEBVSZKUUVEPAKTLUTOZVCRKWAQSVRJZDOFRGTHGBRNKRM,Ontario,1.0,rwiqorgp,61819.0,1.0,M,U,Hanover Insurance Group,1002929.0
ODD8821,,XZRYHEWOIJKYDZHRBAHUURCVAJDWERAIMJDXAXBZ,384.0,1-150-172-2576,43.0,w,Abdaqv,PA,2.0,KRBJJZGHFCRE,287230.0,3.0,M,O,J.B. Hunt Transport Services,1809515.0
PKI8822,7.0,Kvoobjclhtwktvsrftlamahmiacstmodeure,528.0,1-516-834-0316,12.0,h,jwrwmvfseujusxgrevcqjqrburwypuswbcppziqxgr,LA,3.0,Wbogxrhgcvw,372427.0,3.0,W,O,,1393747.0
BPH8823,10.0,Eihnjoatjjrsipomyfcewodmnyflbwshumhgpykwbkmveubwgdddnvhuwt,723.0,1-450-275-8208,,,ukdnqiwhtgwpvvyigseilzvpft,ID,3.0,Ejajbqg,135102.0,0.0,M,R,Harsco,224488.0
Vuj8824,9.0,kqkjcpiqnhuxglebnkpnmsnphkraaxiahnmlphyrsjppvxzodlcgsryqdjmzrmisqtnsmcfie,,1-744-559-2873,72.0,m,dgunqhfbvakokttvqylpdvnunwmvqqcdhtdmdwfdwngsawouypdkauhthobcsm,UT,5.0,YQPKQM,,0.0,M,U,Rite Aid,3195528.0
tnm8825,8.0,meaprauucsumtlbgzdcrhbdvxxzqywsxwjjsjmtbozrdntbynwakqwkkpkfupytzjxkabgvgqmzs,412.0,1-102-508-8300,42.0,,,WY,2.0,XRMDHZVV,277645.0,3.0,S,O,Toro,32649.0
oil8826,3.0,CXGDUHVBGCUDNNUVJOIYRSRDS,509.0,1-900-160-0452,100.0,d,Ekiiqnokzsgcjghbrioldqnjrzldpaovwnlyakprpjvjghnykgnairakjkzuqcwjjctssubnl,KS,1.0,NRICZSDGGK,91417.0,5.0,D,O,Oshkosh,638683.0
Hfc8827,9.0,CIBPCEINNTOPBAFDDV,588.0,1-407-218-7411,7.0,i,Bvhlkeqaorg,UT,1.0,RIIWQEMSV,159051.0,0.0,U,O,Aventine Renewable Energy,198051.0
lck8828,10.0,zwmmwbetclehykhznsvxamtrwrjmmgaotyy,422.0,1-512-473-3935,98.0,U,Yilqtxnonkfikpwmsqhpurvexwtvkffylhfkbamn,KY,1.0,wpzujj,95432.0,5.0,D,O,Anixter International,2244500.0
rab8829,,ogemgghjykcwugcb,332.0,1-863-960-8338,1.0,,XPVUSUYVKKVICDBSP,NE,3.0,NNSEDGNNZ,409493.0,0.0,M,O,HCA,1187421.0
Xkx8830,4.0,AXSTGBVM,822.0,1-016-925-1898,73.0,,wxtmkrgdrrlqmxjqwtmrrhfafuakrbdliqpiohdpvplealacjeipppdgovandtgqseqsqvbooxi,OR,1.0,VJMUU,62147.0,,M,U,Murphy Oil,2565345.0
QCM8831,7.0,NVLLJUMELLFRITAZQFEXXUMAQMNBBDGLFQOKEOBIVJWLBKSRNSIAUMCHIHMZQRENBFD,374.0,1-460-224-4181,67.0,p,qxpdfmeodlxginmmlysqbiakcwiqrdexusiydhmdughqnwlo,OR,4.0,Kreqsbrgimcj,357133.0,4.0,U,O,Target,65012.0
Ocq8832,8.0,Rjnqsipkwebfpgokrlvmpsqijddfxujfpltmyxtqmynymkxfjddhecdeutngwakembkawe,673.0,,49.0,L,,NC,2.0,ZEMLDACQ,413182.0,3.0,U,U,Tesoro,2396892.0
Kfq8833,0.0,Kwwxdctulpjxvmjgyrmvqofxfqstdxcacvuaemk,303.0,1-344-203-1694,24.0,L,snihhaouzxzhckijkgpiddypopogogbeuqnwpkurcbnadsiylonqfxmzuzfalloitizpkfcagmltom,ID,2.0,OUEIKGJ,259362.0,0.0,U,R,Target,488832.0
Uhh8834,7.0,mjdgelhnvehtnoqvkixdmxagbfgwjuksur,364.0,1-117-175-0676,35.0,,akjjgblgysacendunnwtttchsooozxlxblwtkvdyhrsrtuoarmxwhhxiyyrfcxobzebzwxfkqzogfi,RI,3.0,,243301.0,1.0,M,O,Amerco,3645703.0
Mrr8835,4.0,Ngqipmzgowpqectrmdtgmweyovrgrngmt,,1-286-501-0529,70.0,n,jqjltqbwplvrruwmauynupvbicfsgnlxbgsqlq,IN,4.0,jijvi,238343.0,4.0,W,O,,
OQB8836,10.0,Npplofopgjtkvqcppkbtvb,382.0,1-649-554-3066,69.0,D,SSTVIYAGDXOTEIVVYDJAHANGNYSQPLRKBGDNDPRWNBBIBZDPQBUPQGMJFEMYKG,WA,0.0,cmnlvcgbncq,43778.0,4.0,W,O,Ferrellgas Partners,3225535.0
EUD8837,5.0,QBZLOPARRDTGIAHNVQWUPYXPLWBSXAAHRLPLENJNBPGSDKIBIRFTHSDJHUMP,342.0,1-407-337-5720,69.0,i,Yuvzthrhqhkxzhqipkmmodc,OK,2.0,zujeloxei,466040.0,2.0,U,O,Computer Sciences,2167194.0
jcd8838,6.0,MQQIZHYZCFMSVGZJWKURKGLEDM,437.0,1-077-203-4853,58.0,,Crlbtndkjfggfnqptggqtpkkjvdubzvnuktmuueqxqacjkhuyessthdqrxhkclpfkeuuwbhgdrydvo,VA,1.0,Sfhwfxxmh,118398.0,3.0,D,,Coach,941869.0
Syc8839,5.0,Crzsuvodllefvkdiubflgpvhjyllkyzpwwijuxhcphpmm,679.0,1-484-629-5689,89.0,n,xvyopaqejlktuxlowmytuvcrqienoj,VA,5.0,Dydxwez,94054.0,1.0,S,R,,1490723.0
sho8840,2.0,Yfzebjfmvmxehqwhmcfiarwrofgneixheklljdikfi,304.0,1-997-986-2865,74.0,,eatgolrhl,DE,,Brckpgivoim,16260.0,2.0,S,,Xcel Energy,1653781.0
ybe8841,4.0,cqgajxwonexpmzwnpbzmexooftqcddf,755.0,1-654-806-0353,3.0,,ljpjbnqirulgartlwfeemjcgjfolqnofwdsriwrupdlgarezzqntxmqxbeknaybiiwfmivc,VA,1.0,Mvjxasjai,497516.0,,U,O,Autodesk,3539106.0
Awy8842,5.0,lerdvmdlcnojlxdbbhzfzvuteknvuhjlsbfslzfhsospkslsjdhelqxuqjo,650.0,1-267-073-9280,12.0,W,Vdguqwudgnwnesxoewrtlgifdqbvfxtxfjuvgblbmrcojlrea,Prince Edward Island,5.0,XDTDGDBNHYST,219141.0,4.0,S,O,Fidelity National Information,1449227.0
Lke8843,2.0,AHJBVJVBWHQOTTOUJDTYEGWBBBGCOSKHILMHGJJMSGVMNHTDNAM,643.0,1-978-405-2313,64.0,,Iuaumkf,Quebec,,zddno,375282.0,3.0,M,O,Harsco,1867516.0
apw8844,10.0,Tdvilbagcmyrdqavzujerhuquhblmnlojdqrjjnzuflflksplbthnp,571.0,1-909-799-1429,73.0,a,vrvtchrgetvwoxfqsluwnfpmrnlucj,Newfoundland,3.0,VESCUKFSTT,417355.0,4.0,M,O,Reynolds American,
Wrs8845,10.0,RTOTLRBUQPPJNB,848.0,1-440-127-2755,79.0,N,tllaalxcnbrjztdvhmicqjqdkcputmhphfe,MA,2.0,carcxlp,424316.0,3.0,,O,Nike,2351975.0
WLN8846,4.0,,753.0,1-755-305-4980,16.0,,kalrekqxazwcisonimejfidvxmjt,KY,3.0,Kcqczgmy,467020.0,1.0,S,,Activision Blizzard,1587842.0
Cfz8847,4.0,yipkppzrnefvtdfyqeusrhpsnkvdecayvrffwkpydpvjejfqkttlmijzkphdfwwvolixydkpnlgvg,390.0,1-253-932-3146,27.0,,FIFPOTJIDFMVCPUIOGSEOBVZNMEJRAAQKKMWHDTFJTCDHFNTQSIKVRU,MN,2.0,Crftpp,26325.0,0.0,M,O,Union Pacific,1987514.0
Vvw8848,0.0,cafgtdrghevupkomaleusrpaxatxfulockswmcinnwkykycpcxoninilbmsmebjblc,654.0,1-638-215-2349,30.0,,Ofvcyaqprnqxyloxvlrqpsonizmxhufdeesmuqvmcfbjhqbpbbnpzpjbbwu,OR,4.0,Mapcsjng,373028.0,2.0,U,O,Penn National Gaming,265192.0
llc8849,7.0,Bzpchsaaplwikkaosy,309.0,1-713-121-3708,79.0,,GOZFVQWVV,ME,3.0,Ufybdme,427837.0,1.0,W,O,Energy Future Holdings,925881.0
qlp8850,0.0,HDGEPIYBMADTVMGHKHUFNRTWGQAXYYEGLQHWMPBGMDQJDGLQZ,834.0,1-792-233-4441,61.0,,lqqflmldhsfdqizwycqdeee,CA,0.0,Jfjimb,130178.0,3.0,D,O,,
SQK8851,7.0,Byfangjmthwerkgxinctnbimouxuqtsjhewbbcjzlsdutbhriektuurznvetzxbwumdqbivfndqj,828.0,1-141-417-2894,,,SBHTZSNOAPJCBISVDRXMFQKVJDCKFLUXZAEVYAFWMZWAKEIBKUF,WI,0.0,Zcuhv,479893.0,2.0,D,O,Time Warner,2568313.0
gol8852,1.0,dqbyrnabyifdlpxzkjgarxjjbsthvulvubjxevmlevhmbj,601.0,1-197-604-4412,67.0,,NYMJFWVZGIDFRJAUUXDERCBUQJAWIPJRCHCTAINNPNLKDNNZDNALLKBTGH,CT,5.0,Urkgtr,59875.0,1.0,,O,Vulcan Materials,2374752.0
IDD8853,2.0,Gduagvekjrhjtrniuzzltvpmqfixmggskrdoqkfjxxa,732.0,1-397-297-8298,32.0,E,HWCOMGBMMVFBNSGWUZLNKJIZECDEOPQJAPIZCWQSCVQAEXWYJNNEHJAIZUXDZDLQWHHDBORTSSBPEJ,OH,2.0,Mkudnjqjj,469318.0,4.0,W,O,Great Plains Energy,1847435.0
UTD8854,2.0,Pmujqfdeesawfaartxctjvguycmkstpyjnyueitoyhnrqjkputgaubvdic,583.0,1-903-295-4281,13.0,,Rxixruzdnuwodlhpmwgalqruaa,Prince Edward Island,0.0,Ujipppaf,380997.0,2.0,M,O,SPX,2736541.0
Pds8855,8.0,syrnfkhwglslcwl,406.0,1-978-235-6639,9.0,N,eirqwirokfwycsrlpuxujfiiszpswggujqswwbfoan,Alberta,4.0,yfrepog,449048.0,,M,O,Erie Insurance Group,3405429.0
OKE8856,0.0,Liyeqwavqusaqwhiyaxixhsoti,761.0,1-574-044-6737,13.0,,QCXGFPDPFIEOCAOGKCDKIITCBYYHECYPMQUVFOABKHSRX,MA,0.0,iorvgqihxw,172034.0,0.0,M,O,Avon Products,281817.0
Oxt8857,1.0,Apzvwcimrfghqrgnnnlbjlqnewdkgpaz,584.0,1-607-834-9483,41.0,,Jikmtwiiwanzalphbvayqruezcfhlalpsrtzndqascjtjrulr,Quebec,2.0,Mjthfn,171637.0,4.0,S,O,Complete Production Services,2973782.0
Ldf8858,3.0,Yemmnhiivkaibjformnawionief,,1-407-466-2322,72.0,y,uoeyateigletwinkdtjshg,NE,4.0,dokahn,360522.0,5.0,M,O,Maxim Integrated Products,2359057.0
KCB8859,2.0,IXFBLFNAUWBPLDAXHXBSFVWDVHXVJQESWXTPHPEHGUIGFZJQOLSWWJMSV,557.0,1-215-982-8704,99.0,,RLXCVEMYHOAADSL,NJ,2.0,,139173.0,3.0,S,O,First American Corp.,1143360.0
qnw8860,9.0,Ljreepzmoivxvmpjahnciwdafikblafslxehbwcdyoxzfbowesbiopgfoavldyqdzyfhklicha,614.0,1-464-581-2747,52.0,R,GPGDPVUITEDHGWPBEHSFFCWAKJKDINUJVBYSNUKRKUNKYCQNQJAKLPAMWNARGLBAJM,NE,5.0,,17325.0,0.0,S,O,TIAA-CREF,3013913.0
vnx8861,9.0,mxhtmnlicwpgebqtxyfxalbmupbufokvbziqnolnxhrgrrqtfkoimsifwxrxnhvspqhwvrcsyeuwy,409.0,1-334-528-8457,21.0,q,vckwtmimfpbupjafu,PA,1.0,Jfdkxhhbqnec,65151.0,0.0,U,U,Jack in the Box,3198133.0
TAM8862,0.0,pmhzgtlmhlkscwogskzsmrxqcbpuhasyirvdryeyrnldgykd,558.0,1-086-268-5102,46.0,,BCEOVJSEKYZQ,PA,,Edofkcboyvtg,380981.0,2.0,M,O,Penske Automotive Group,196221.0
Cue8863,1.0,Kfjmhlfepeambqdmbplkmtdkkhiutmiwogzcnvucswokjfebibkou,849.0,1-163-262-7535,94.0,,RKOAWAVNNKMWAYJIWSQJCOYMYP,MN,3.0,rqlwvdtub,302912.0,,S,U,Hartford Financial Services,3416100.0
Zzg8864,8.0,reovjpubjyephdmysrhlbofgjfxqjlziktmqhumbxhhoifweoloitzgudgnonvvkxbe,768.0,1-963-848-3085,90.0,,trzgsuboyvttjugtpqztnwimxgkpbfundeumwfebofkcpka,NM,2.0,knujsqxtkkse,,3.0,M,,Motorola,1634413.0
Hnn8865,9.0,Vhxszbfrzlelfyccvnhlbcaieuraiyehvzfamjchtvpwrssgzsimhux,451.0,1-024-886-4307,82.0,,Xxdsesxdatdbxakedxyerxhxvcjgjtzzlhsaurskqbjvgvtejolpaibzlflkzvnh,LA,3.0,,467362.0,5.0,M,O,Exxon Mobil,2611624.0
Ptl8867,7.0,hlkqyfprtdlpxnvitxj,386.0,1-026-029-8812,91.0,V,ukcnjwhipcemwypvpufdwnkefyutcdftkfccwgnmtol,RI,3.0,Cpprtvaigpi,103593.0,3.0,M,R,Administaff,2236011.0
Zsj8868,,Cgnuxqccchy,,1-618-277-9373,78.0,,HJVPYH,DE,0.0,LAEIIGVKRY,244604.0,5.0,U,O,Harman International Ind.,289052.0
Qso8869,8.0,Mxglhazbsvjomgryhcanfphfyxhsmsbvkqtqh,593.0,1-519-193-3062,90.0,,Zhcooabdhvncftjggtvylxuaximmlvqkwoqbgzhrjldgionltkahpiwf,MN,4.0,bplppvztu,354556.0,0.0,M,,Reliant Energy,3837240.0
geq8870,5.0,Yxhcvkticaixeyfstygwvhfeepumcxntttqzaknqjwusyymsbe,712.0,1-298-167-9421,27.0,,Wfmswvffjwpvplxheuwyrpnwdotdfbdmesqy,ND,5.0,Qqsxhhi,160141.0,5.0,S,R,UAL,587454.0
ubv8871,3.0,Njywfgslybjfuhktlinhtrrxzddjvtlbtkmvimdogjfdgbkzxojmsjruozpraplrzobhovkfapbjjex,680.0,1-881-277-1678,12.0,O,Ncvlgsbhgbgjyybwdwzkldlftlybzfrdfowjrzzdkqjsuuponqswnaszpkhduyqglbanocrvegmaon,NE,4.0,KYWZURM,153459.0,0.0,M,O,Warner Music Group,1442966.0
Dwo8872,3.0,Gbrpomsxmxahfqicwrmppqknhjcaesflvxylqlkigrbirjdhclhyubxwpyemattwpmssdjc,606.0,1-179-545-7465,42.0,I,Gmxfw,UT,5.0,Lxhadl,256660.0,0.0,S,O,Icahn Enterprises,3965825.0
MMH8873,10.0,KOJBVDTPIXLLBRFAGAEONBYFPJWGUCHXULTBL,754.0,1-985-448-4351,63.0,,RMBUKNGHJBPSKKWMEZTLIRWZNGGCXOCPXMHORLUTVFZIOE,WY,2.0,Vddpacdms,227584.0,4.0,U,U,Cytec Industries,1075557.0
Eqb8874,1.0,Sqaqqdljhnchxiqpesvsvofrhcqlehaabkjw,496.0,1-857-486-9272,52.0,E,Ktqrefkdomiykl,KS,4.0,XRESL,120011.0,4.0,,R,Frontier Oil,184885.0
FGE8875,10.0,DKKNKDXJWUDMINIYFNOGOAATJOQEBCOFPTBUIVUIGCJXCOSLNKKTLGTAKVGSHVCJDBMQT,500.0,,1.0,,Vwmmhxdnfqvcjxtrjkopbfmfkkb,CT,0.0,Zzndpcuice,11940.0,5.0,M,O,MeadWestvaco,1471024.0
FQH8876,5.0,Amdfteo,732.0,1-182-762-5633,91.0,E,rqepamufmzhsrubnfymspffjsszbrhltcgontauxlqqfnrcojxrc,MN,2.0,ukexn,478851.0,1.0,M,U,Autodesk,2367831.0
ENZ8877,,Gmmhdqlfqzydk,720.0,1-532-976-7047,45.0,,,Prince Edward Island,5.0,XESBWHREDO,61212.0,2.0,S,O,Nordstrom,969844.0
CSL8878,,LTDIGFXOEQXAQYNIEWMNTAVSJZVYCGGKQ,817.0,1-506-846-4911,60.0,,Afafewsabfpsvgaxniwgzwbikcepsradhimbcahudbvpfxwfjx,NE,5.0,kvvcoq,469342.0,2.0,D,O,CC Media Holdings,1306276.0
DYN8879,6.0,Rtmejggolnvxgwuwgujbjgvotwkpsbndwejvbsyfcggpnfpkeyyzydworudsqwhbszxgqhfnj,,1-814-306-8730,81.0,,CNFAPGGLFJOCGNFJEHZQSYGQFHUFJGSXUVUYAPQUKOGPRFEBPJMFVACGPZXQMPAJBKQQGUJEAKFLMKO,MT,0.0,Yppaxeteykuw,134460.0,1.0,S,O,Southern Union,
OET8880,7.0,Dmaqprpnsdcqjqtjptzkcu,573.0,1-099-373-4276,34.0,U,OORBWAJGLVEWTNEQEHJBBAAJPGXWPVTMMJHPBC,IA,3.0,UHBPEHTP,188.0,4.0,D,R,Polo Ralph Lauren,2459848.0
PMI8881,10.0,NDDEPKQGLDADMIZROIAFQBZIZESCYRUKHOLSFHXZFHWROGYAUDQTJSQVP,784.0,1-206-982-8100,80.0,Y,Ovniuyzhzspxwhtyiwsdhwovrcdsrkmaxpavlawxjqqrktahorosychjffv,GA,1.0,JHEDMVNPIJH,125928.0,,S,O,Graphic Packaging Holding,1141839.0
EMI8882,7.0,Dwiumeuqiveqryurrofnocjrtupudkhxbxdxkttjjtebrvioypno,846.0,1-786-406-3178,33.0,q,Vhwyrbwlpulyilmjhrchavjrinkregzjikecggxtpiqdnuuwmetyoqxhs,MA,3.0,Rprfwlkk,63834.0,2.0,S,R,Fiserv,575547.0
iis8883,1.0,Lmquequoqesucbinpctkuqokhhoqukbotbaqupkpeubfmsjidqstca,404.0,,83.0,Z,XLKDSBWWAGFBCVRTPNQKJZBB,DC,4.0,XNAINOQIPKZ,60848.0,1.0,M,U,,1998526.0
Nac8884,3.0,Omnofbqotsrtmqzceqrbyrv,682.0,1-871-210-6439,64.0,,Tlrnpfcboacfevukb,IA,2.0,Ksrero,20456.0,3.0,S,O,,3323737.0
Lgg8885,3.0,Ztwhttggvcmqejmtksovbhurtjztfztyencujpmhrfzlpwmwkalwhngotlfbmds,806.0,1-524-091-7799,27.0,G,IATZJQSEFRSVMWIOYFDRBNZEKW,DC,3.0,GSWDJPR,19773.0,1.0,M,O,West,3490733.0
Tmn8886,6.0,Sspxehdkfqsbtipwcsumwenknobksukswtbkbtjztam,594.0,1-030-583-2951,93.0,,jkqxanyzarwpbboblndcelzrrrxpjzqtqxhninnyomwgtioexgwkvnzixxluollwaoc,PA,0.0,Vkbaodntj,396570.0,3.0,W,R,Ingram Micro,3011197.0
vpz8887,3.0,Ljhrsomviybkcfmhllovifqautgphnzozaxhxqousjpqzipfxctmhkjk,706.0,1-915-839-3035,87.0,,mbnvxnldatmsifovqnopbdaopautytyfdrsavwxnwuptipuaatrppbgmtexgzzcgtkrdyiewrlj,OK,3.0,Oezlmruei,320048.0,2.0,M,O,UnitedHealth Group,993941.0
obb8888,1.0,fdabvvlothfwfxpfthvrvgbpwxyrhbhdpmqhcphl,593.0,1-745-508-4544,81.0,W,EBHOPOPAICUUXYLIAZUUKWGPOTHJTJPYSJILMAAYRFSPPUZJEWGAYSCUVOXKNNTWAIDXHXQUDCH,WY,5.0,Mwqte,,5.0,W,O,Core-Mark Holding,1987261.0
cqb8889,2.0,Bnxvsrcsmb,668.0,1-816-529-9933,73.0,,CRRTTXQNNJBXXXYHRPOGPGHPVHQNCRJOKBFR,VT,1.0,Kwdkdjrpql,234746.0,3.0,D,O,Perrigo,3000677.0
Dhc8890,8.0,RRRDWRIEMTBVNHLLQPCQUNFUTGFCBNAAVVTNBQMCLYPHUGBWEVPNIRJBIFBJTPAINUVAHVFOFXKWPX,769.0,,21.0,T,Mkadbxflwvbnjqnkecndznubjgyncbmqpvpavncosqga,NM,4.0,UJLWBVBAWTEP,226703.0,0.0,U,U,AMC Entertainment,3947234.0
OAR8891,2.0,Ztlthhppsehnmjjjvyrpgmnsbicgyxvplqctyjkqgpgsnoc,831.0,1-223-469-3603,28.0,f,QLDWZICKHUJVPAAQIHVSZUTQNQVQWTKXHQTREJGGD,WV,5.0,Taksjljzk,459370.0,1.0,,O,Genuine Parts,1571254.0
Zau8892,,Exkuskghdkrreiggqmecoyribjifkhnfcxvnbfxmpcmlcualifdsojn,711.0,1-608-843-2076,20.0,,gnguxpskbhzjraqeaxwjqsnqosnochelyuxvvsmibjnxvudhphckxkkuowilulhrjztaprhzxme,AZ,2.0,noxixfdxpoa,417801.0,2.0,S,U,Affiliated Computer Services,2830891.0
Yfp8893,5.0,Egmljpykwyupnrqofldslitdktrgiqvbqcbdtoo,432.0,1-917-033-4688,54.0,u,NYICIKPDSXMBCQHELIPNAVPCEYCMVPNROSWEEEEOSDGRXWEKDOQJFQGQONLCVPHNOFVQPWFNADZYBICX,WY,2.0,Mwndawczmiib,230436.0,5.0,M,R,Mettler-Toledo International,1448098.0
Sno8894,0.0,perizjjzwvrywqtdrizfxrvmoxlpiydibqtmpplousbdrchbhrsiqqko,500.0,1-333-834-5498,73.0,K,Ndfwygfyuqurum,AZ,0.0,,308606.0,3.0,M,O,Eaton,3741167.0
gsx8895,4.0,rqnjaezkocsjvbvhhfr,,1-491-099-3318,45.0,G,Xftestjafeqiacfxmtmmzcnxcagxwwqjhsbnxrsuftqth,WY,5.0,jybeaexw,,,S,O,Eagle Rock Energy Partners,3427282.0
Tjn8896,2.0,Ptxyezrmrzcuporjgjuypgcslflqtccasvccawsndnchof,726.0,1-743-552-6048,97.0,P,HBAHWGPJEOLPWSOMPQHYQIISAQLKWPTIVOWNLIPRQTSTGXDXVBHZNOHASCVNQELXOKMYRBP,FL,2.0,Oebhfcwh,270741.0,1.0,S,O,Maxim Integrated Products,2967585.0
qyr8897,6.0,dafjxvpbuknxekrodksmtrj,756.0,1-407-618-1938,57.0,w,Wirrkhrvpnuluhxgtwbecsxpzmfnyfqmmjahnciugkgemvixukn,Quebec,1.0,Hbuzjssa,495664.0,2.0,M,O,Honeywell International,1796289.0
THZ8898,8.0,gvnlspocixbnqmeykrrchimhkfgaqpdrvigpxexpmmkufyhnngvzxtcjoqrcocaitsy,439.0,1-017-751-4041,22.0,o,gbcyklzvaxihglfwbchxulxbkjymbpwcucqzlz,NV,3.0,Rmmhvepdbjqj,98709.0,3.0,M,O,Discovery Communications,1022708.0
Jgw8899,7.0,xihsfj,830.0,1-320-372-4579,,,Rsceytdfysyuwnrhuslhrhrkopyx,DE,2.0,Hjxxzz,443416.0,2.0,M,O,Superior Energy Services,1313379.0
Eia8900,5.0,JWGHOTPYBLESVXYLFZFWLC,639.0,1-276-896-3386,82.0,C,VDXHOXIJSIZFDSMYLDLJDGRGCLXUHEBCVVWJYSKECZMDMZQVLFQPQVUBUU,IN,5.0,qufrmtq,488166.0,2.0,M,O,,1746934.0
CBN8901,5.0,SOOJDNDVALGICCVCYS,376.0,1-346-857-0171,75.0,,JZHIKKLVFHIMEHCCZEEIJGGWUYBCKYUELSIXZ,Manitoba,5.0,IJCLKI,150229.0,5.0,U,O,Fiserv,1309524.0
THW8902,10.0,TGRVDTQKEMMEXBLRNXALJMCDMZASGXYIHGASVKBLSQBJZOCOXKWGXGSZBMCORVJSLMIUVSVGCSY,560.0,1-490-587-1753,6.0,,sngrgwmzcnvdwgxclbedsgizgmzfjgpsfcwbdpcmojvjqpbepmvysmonafhjntybxngae,NV,5.0,Rvxvozvii,450129.0,0.0,U,O,Radian Group,154786.0
DAD8903,5.0,qlbyciqaekohnkwpjicpemrmjkbcxxfpydbecmanaqlpzdmgiljrcqvbkegstlfvvtflgsozghn,404.0,1-539-172-7276,50.0,,Btrpjdkz,British Columbia,1.0,eyfyibkmb,435338.0,0.0,W,O,Energy Future Holdings,3244595.0
