AgencyID,FirstName,Age,MiddleInitial,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,LastName,CreditRating,NumberCars,Gender,AddressLine1,AddressLine2,PostalCode,City
zqk4911,JHTUCEHGJHBFFBXGA,24.0,L,S,10.0,0.0,R,zqknrn,550.0,1.0,,VEORNCXRHFTWRQNKFSFKBIBFW,Adygxtihvhdbtkrfvlbhtya,Oxgezcwpbtwr,New York
Vru4912,LCAXESHWSHRQKNIQ,28.0,c,S,8.0,3.0,U,Vruuksjug,328.0,2.0,,EVYBRPMCPOZIQFTZMTFUGTQPAPMNS,ZVYNMSIXSEVEPORPQZZTOBCVXLKHJDRDEQLLJYTPAFIHYXQOOMNMUKAGMSZUB,XEMWHL,Laredo
Jie4913,Qjwfru,30.0,K,D,1.0,5.0,U,Jiekdvkpgfzwtbt,701.0,5.0,M,KSRYPZNDDKTCJZKZZQJPYQPRDVDQVYPOAGATWBSTAIEKFNQCTKBCWANQFV,uaeak,Shhdulssep,Montpelier
Quh4914,FJZDSNEZEZTKEVOKTKHO,42.0,,,7.0,1.0,U,Quhwhqqdayl,313.0,3.0,M,rezgkhxumetqjhxrutzcsubpjhjgqldrlxmkalmsvhwtuktxmohiytjwcrkigthghpjhtlw,BGAVZLLKJLIPRS,Jondmc,San Bernardino
Pff4915,Jllusrvlbyjwdqhnvsgtlyefr,28.0,,W,0.0,2.0,O,Pffoiuzfjwxoenukyuqsgiqs,306.0,5.0,,Bhrvveeclvsrpu,KUUMFMUUZOWCQJTGVJZULGTPNGFYOJGWYOIHKWLGTLKFQEYKSICPCWXQDBUBJTGA,OYXWWRRGHSZC,Evansville
oec4916,KXKZQNBEOREEKMQLQVKMAYMWICT,10.0,,S,1.0,3.0,O,oechzkvqozof,402.0,4.0,m,Wlqsmwyrferiwiuionjm,qtrjmzqobhrwlkunsdtfopzbvpmywwtunskbflnyy,WUIKLMCSQRL,Riverside
Xvx4917,Bfnxzndgewgr,52.0,,M,2.0,1.0,O,Xvxplogubcjfxjlmskle,369.0,5.0,M,jgxtgedvzbbdwpsdffhddswhouqiwd,,NRBHINSVE,Lakewood
Cwx4918,Iotheqdz,69.0,e,M,8.0,0.0,O,Cwxntdqrfonfdcpalpmskitpuxu,800.0,1.0,M,Erfugloh,cmzwqkqqizcnvcaptxksgmjkhhwfmszzkhhylulr,onlfrhn,Toledo
Ocr4919,Avooixayfl,0.0,,U,1.0,2.0,O,Ocrsvtlfhohdolf,460.0,4.0,f,Hsrsynrv,Hfszuvz,GHFJSZPM,Shreveport
cra4920,Irdactmjecnod,45.0,,M,0.0,1.0,U,crarvrnta,798.0,3.0,,,Jblqgdbwpcqelqvjglqctesxruamhmqnvbqxrttipgqpseeqxhxikkwapfrofjgzcpghzunqwsu,LANAHSJHABLZ,Spokane
GGS4921,VJUPVWCIWHBAORWTHBKZCRJA,39.0,,D,10.0,1.0,O,GGSLWFUAFJJQOHCFJKFKFEBZKCN,569.0,4.0,,Alzvimivhfsuugsbavpa,ITUDPCAFLWBEHDMUTNMBTGPGWRDNQCUWYAOANZBXUVUOOXBUBAZHVZFYPOJCRN,Ehxdenvojpm,Santa Rosa
HBO4922,fzvnulhegwzraeejhbedrhas,20.0,,M,5.0,4.0,R,HBODORIAXFGBEZ,796.0,1.0,F,Vkfvjrpxvlivocflmvbstrrfsqwumctkmigdijgidvemfv,BYRIWF,,Ann Arbor
OMT4923,Mheaynqbdim,20.0,,M,10.0,2.0,O,OMTJUKTWFTXNDOLUVZSSLYS,697.0,1.0,M,Hdojsjshrxojtuhajtkzudjvkdipzkkwimlszrwweeqdxvphy,TPASXLXRMWHFTWWVDAHIWTFOXLMOPOLECTZFPNHOKWMGWRSZNSHDLCNISLWXFTOGOPCPMMSXER,XLQDORTPXH,Wilmington
Yeq4924,Egxyrbesvwkpuxawvvelgpsoan,79.0,i,M,4.0,2.0,U,Yeqsnzkpjywifxpdewjnjeyriogt,436.0,3.0,,Syoombamxnpdhylpwnyzcgcirb,,fdmfeedmv,Fresno
eqo4925,qkvjjzeaeauknxxsrmanfaom,96.0,P,M,8.0,3.0,R,eqocdmc,374.0,2.0,M,Awwjxrxwuhftwyfylajnouvxgjmvmowoqxehehoawxyezvorzgasgtuljn,Cgljjvdinabktpjrzsambejyjaybxbqwgsq,GZBLU,Buffalo
Hcf4926,Tvpnnw,40.0,,U,1.0,3.0,O,Hcfva,589.0,1.0,,,yytjobbupkapebdmvondbwdooabezt,Vaugonf,Moncton
uxt4927,Musksnoarlvawsqju,46.0,,S,5.0,2.0,O,uxtkiahwesarurbvvycysfsga,317.0,3.0,M,Fmfketdbwnvpsljutvnefjwbrzqhqwqwkkizfd,bffiqomffargazobcrbcszgjjguwihddolnezqnmnbevxiooujkjhtvgprlkneawcqmggtuk,bkzmprviga,Colorado Springs
SWJ4928,Tuqmthb,21.0,C,M,10.0,0.0,O,SWJHSMLOVAE,,4.0,,waircxdqokviptnemeptinxclenijvndapmukerrcgnvrhdcnh,hlsrlimjzugpjhkorjgpopslefhlgdjm,Votxfmegedns,Toronto
sgd4929,ZDMXGNWMVMYKTIXHUFWZKYEFNEGD,64.0,,U,1.0,4.0,O,sgdxvyklvwnkarzjfqzvrcabxhpowr,767.0,5.0,d,Mbepuykrvv,lakcanpnxbjhluvmfdvsjjtqutservkupolenocgbpmxiglwyoogqabfsblriuqcuzztomioequ,Pydpjanw,Washington
Jjh4930,nfkrwrmxqfnoldzndnnq,26.0,,M,10.0,2.0,R,Jjhzptrigrm,514.0,2.0,,Tlvrfajdmricqfziliwkmsgognrpjctkzrkcuekizxbcdekmpdrukezkweyhlzfgujheaabik,Zwgultcgrkvlfbohxzpuwkwukrjnibsgzirqfsfk,,San Antonio
WAL4931,Tvsxjuwtmouyewbcjuqwryovevk,32.0,A,M,4.0,3.0,O,WALRGLULEJVVHNUOJWFBAIOJUHNMLE,675.0,2.0,M,hxklsrqgijyyeipdfsjkxebkjnhbrjcftnilwbvwqgstcrlgjhqdlpanncohlitxisslkxwckolcgmw,AWAQEEAUMCAYBOEJHKJQUUOCJBEZCKRNRQTXKEQMWVCNQUVVOQF,Gintrju,Honolulu
OKP4932,LJLUZCTOM,34.0,,M,2.0,4.0,,OKPCTNSHDZOFENRHAAAJK,618.0,5.0,f,Bdwmwgkdtcssknktzcefbjvterkxvdpfjwkbjintkonleylchmjkjfhqawiioagrqpqsqvsvrnumxksb,CGLCRTCXF,Yfulj,Hayward
Blb4933,oqlqtdsecgzcniwisp,78.0,,W,10.0,4.0,O,Blbjopovdbetjil,727.0,2.0,,QKYIRSKNMXNDRNTCXCDETWOPVBOGDVXVAGYQFF,FKHHJCGHEAT,Ykyuhvpak,Lowell
Ueq4934,AYOCBVAVEKRQ,92.0,,W,4.0,1.0,O,Ueqhpslltnfvrnirocwqslzovrq,627.0,5.0,Q,ybubmurafqbzrbirjfpgmmptnonkajeeqcctlkpozxeqrnxslubausmkpcloqdsuwpkzkxgn,,,Windsor
LSS4935,eofvcmh,20.0,,M,0.0,0.0,O,LSSALFZLYRUMXE,440.0,5.0,,Mprybustgnpepjgcjalmlugukudqhf,Srpcwoyfltlcarykrsbzusolt,Tiifadp,Durham
Ypw4936,SBOOSAW,27.0,,S,10.0,3.0,O,Ypwxvptdgofqyjxiwgodzsefut,658.0,1.0,f,VCNCNTBRPFHRNCRPLNNCGHY,Kqcauquaicxiztvwvwpkvlxwspncyfq,Bzresbpv,Victoria
Gdj4937,FIRWKCPEBDBJQOWGWLFSIXPFMFLI,4.0,b,M,3.0,2.0,O,Gdjpkurvfsbfas,418.0,1.0,,Uimnjatrgxzq,VJBZCIJ,Ehjsbftbeybz,Kansas City
Usz4938,Sqwtkjenrhqjzembqhivkclz,25.0,h,,2.0,1.0,O,Uszguzjwu,667.0,,F,RIFDDFZJNTLUT,ljzlzxwebaeodpkiimvwkhibsevglnavdjtmcntbpwcuwppjyrsidiovydtstb,cdcfav,San Diego
xsv4939,Bnicmvpuhzimj,12.0,z,M,1.0,2.0,O,xsvnbwtaoxhj,739.0,5.0,M,Afpdnjafxjmzvvqrymznfjfbvmpnersapepfvpi,,bojruvk,Phoenix
YQM4940,wgxqchypvlpbiskce,37.0,,M,1.0,5.0,O,YQMSUSIIF,524.0,1.0,,Jynqu,aspslbazhccshfvnotexlmvphsxdoerhzsipauhruromntzbmctgg,syoeoaznb,Indianapolis
QHR4941,vpwustqooujzawm,10.0,,M,5.0,0.0,R,QHRJLGXFUVQHSPCQREDD,433.0,3.0,f,drzskfnbneerwojbspjhondsxcfozkdpsknmonlnhmrbmjmbkzmqaxewhacbfbvxehcnfjbttdlh,eancahtiicvrdptrcbvgfjuulxhyceiuigplrvoklubjtdotvkkuosutptwnbcwjyihfhdxt,HSWWSH,Chesapeake
VZR4942,NYIJNKBEKJAGBWHVNBEBDZU,52.0,,D,5.0,1.0,O,VZRXYIGGLQCLOQ,310.0,4.0,f,lmsrezolskagdgzeectklbywhkrdrmxpgdfbkpvgtwpirgjkqqvdhgeuhuwtwjkjaearu,Gvapmfbxgrdddcgnfupynerdnbogocnjlujbbvttgjntosxiilnu,Eyqjvjt,Huntington Beach
sbv4943,Sltjrgta,31.0,m,W,0.0,,O,sbvjlkcteeezlidinaocjcwet,465.0,3.0,F,OBLQPLTYTFATRVTQIFWUDDGGRSFONJMOPCCAIRXADMCABNQX,Hosuqtnchkghfjgtifykyodrsnlocvhatpedqwjuowlxefamwqbqeysjugduxcbapytuceeouj,Ylxtdhcqs,Hilo
Vud4944,dkzsnnjcksnay,1.0,,S,1.0,4.0,O,Vudhyp,374.0,,F,Avchzfsciqhftnanvlireegnhawugiwcgghdjkhdjnedpjmldpwfurwjxodqnfk,Snhlcsuwdizosnixuvbufwwtpsismkykmjkhbwmyaimcffdhbqdfkzqgloucwy,sxsdqhtmhtw,Costa Mesa
Yzv4945,Ihjmxpecbntildaywbnp,36.0,,D,1.0,2.0,,Yzvgyehbfaltvsm,582.0,3.0,F,fgfimlzmtyeogiaiongfhznwnemsfedkopojzatmdvtvmjpqqodinapayvoosvfaarx,Jtqgevppeerjfjqtiguzrvjvinvkqbixjxcdakgiwntnszvoxmgdcgtkgviystoybsqqemxigjxuqev,Zjgfllvss,Paterson
Ikf4946,Ihycybrfxdxccnqzakvmc,26.0,,U,6.0,5.0,R,Ikfyg,317.0,0.0,,Rdpzyefugmpqolltgmfhlertzfxsxpcovelrnehmmcgzylanfcijgphhewflguqav,uehyrkgtggsjivpnepegfpcagbcautipthaohruuyoxoaapmfnjqrfunwnnalqmjzpsondzr,EVFVLPBYKHHK,McAllen
Hrv4947,Fupofr,22.0,Q,M,7.0,0.0,O,Hrvdchmnwxzvtsidjgg,372.0,2.0,,dlecbuuiscazpexxlepdcymsovuhodlsrtkfxatwmbccpcomdhwjfpzouleiefmsfosgifofohwwxmh,ipnyxxxsymgiqcdyvdmmzxdltkzovqpcknwxvatzukzmcwybrfcerohlbwhxdqwskxkodalsx,wdbrjihplu,Irvine
pip4948,Ulazrvuvnjpsfatjwneanhtvff,81.0,f,,3.0,,O,piphsxafsnfjsszo,601.0,4.0,,Ozrrxsyjelfoshovtmpokhyxryxlqokrzovfdohjk,CAFNGTMVUKONESDAVDUEEGULRGRUTSU,tpjhqlfhkvo,Winnipeg
Swl4949,Xmlivbdqdqfgytnamtgnsmwbrk,31.0,,M,8.0,3.0,O,Swlhbfqxfbdnhame,756.0,1.0,f,RDJJSHGWENJBWRCYPCXJKIYXSYBJRSGUHJSXMMAJLBWERUWELEEWA,wtvyzcr,,Winnipeg
Ruo4950,Wdacfcgmjjyfnoei,64.0,,U,6.0,2.0,O,Ruodlmdrovbr,355.0,1.0,,DXMQAGUXKWDESREOVRMMCSFQEVSXOFPPSH,dchigyhdwaseikzuznprkbdcgcbmunivnvgpwr,Iormogicb,Springfield
wyb4951,Ljlxuzyfdmbkeafkimutg,7.0,,W,7.0,4.0,O,wybtnwnfpcitfkxsifijkde,380.0,,,YFNSHJATMMOBAJATPVVUDWNFQLJYNRDBRCQUICDWNDPQFZYPFDIQZKOG,DJQKGIGFAJDINCONWVSMTWCIMBQ,Thqhxpkipqls,Fort Worth
YTH4952,Cwbtdbhuebfmstkwrw,33.0,j,W,4.0,4.0,O,YTHEHL,798.0,4.0,,ygygkdwhhwmghblmyndptzrosuweqfjhet,AULAKNUCMXFJVAI,DYWUEY,St. Catharines
Gni4953,PGTIMWQZUUQHGQNEDTSMNHSHGR,58.0,,M,2.0,1.0,U,Gniasuslvtlvqabpcxremnmjrfcbkx,725.0,3.0,m,enbxalzakladvygwko,CYIOSSMYMNV,Xnbxsvv,Mobile
VRK4954,qwrvyrykcrkxlbny,66.0,,W,1.0,,O,VRKPFHIVBJWBIKLJNCPWYATS,351.0,3.0,M,pmrhgtihqruv,Vmorxkmyqanyeintqlixurgzewmtikmihayjhkflqdknilwqhdfeinnfuctioijmbkjcnaaxaok,Xnqvbnmsb,Hollywood
WLW4955,Xfcmnljtq,51.0,,M,2.0,4.0,O,WLWVAIXKVZEZWTQQIXDRPBRDAJJPUZ,434.0,1.0,,Hzdkucgbjcdrlxjhmxzsqfibzutftedgtfopnpfrgcmvfqkkqygcsmgonkpalbfiohifmxvedamhbypa,Xyepfnvsktiehdecnjnukumvwxohjchbnyuumsnuqjkcwpucvrztvfeimwz,OFKMW,Minneapolis
Qpb4956,Jswltmbbepeqbefplhasgexp,56.0,,M,6.0,1.0,O,Qpbyumikpyoq,569.0,3.0,,mdliibqikwvsfcnbkguekcsvdvvqguysuslshgosdqkafwnogv,Omfwyicgrpuursraqoihnmwgguwethgtwgcpabreorhnj,Ancnaluqb,Saint John
BRL4957,KZXEWM,85.0,,M,7.0,0.0,O,BRLBRXIWSGQFJLALG,534.0,3.0,U,Hxastwxfsvpzprruxxotjh,vmwtiii,Kgneua,Scottsdale
ZAZ4958,BMTDHAIGSGBJ,93.0,,,2.0,5.0,O,ZAZIL,462.0,5.0,f,Wipnlbvoahqzqbtymkwvdujypxsfxdyripnxvfetknykciubucvitqfxdilwsgpavikbjj,osxiezwmprwjtqlaytcxetfhnckwfawpkizdsnbtdao,Hcpappvqjsj,Provo
XVL4959,nrbtgkoonwpdagvvdyodlqt,100.0,,D,2.0,1.0,O,XVLAJSNCNNCCNEO,411.0,0.0,,HVUDDXASKHRYXNFFCTJPJHVJFTRVXQPPZVCPSJPASROVRLV,LRVGUHAFBIOZMGKRODQKXHSL,Ffccwwtnex,El Monte
Zxs4960,Epbtbojmgootalyarttqlgsqj,97.0,C,U,,4.0,O,Zxscffwtfjcinvvkmrgygxjveozer,771.0,4.0,,Wnezkungmfabqtzkhhdgmqzeemngugoyhweteznyuagoybfrzpwizibuiuipbw,Ybwftpeelxhvvdqxamcjdxjqobqfphpivhyiplnlvxpxskvuhwgzafvssgpzioxjvulmdcfyndylfvd,wxfmpmdu,Philadelphia
Rec4961,Cswswwrwvwrkffnndthds,100.0,,W,1.0,1.0,O,Recmmxpkyjrlfymzoouesuvjn,489.0,5.0,m,Pfyguztonwioyyrewkednwgyaoojxjphxulljvlewmxfcwhnxcwjgsszbs,IZQKKIUUN,adjoywz,San Antonio
IXW4962,Mjwplhos,54.0,,W,7.0,2.0,U,IXWGVUCIBNJD,726.0,2.0,,pgtpqfpqslhyezeravfhdxomacdbgcvbtganwhcfbxb,Byewaj,JCDBH,Lexington
Hsg4963,zavazhwqafhkvvy,96.0,,D,8.0,0.0,R,Hsgppekhtrlflwhsatgbaurbve,670.0,5.0,f,UZUEPDAOWCAOMTRXRUNGHLZO,RXPAKFCVMSYEDJISLAOIETTF,Mstui,Hilo
Joo4964,OCGAB,3.0,,U,0.0,5.0,O,Joovwpdvsedotpniqsmmgtfrsad,845.0,2.0,,Lctprumjrsnkbpqicyq,Iuandkezwhcrgewgpamjcmpgtaowv,izmegujb,Corpus Christi
Wde4965,VNWMQVLDLJNMEPPRB,74.0,,M,5.0,4.0,U,Wdeqfmcg,471.0,,,Nqdrvfixmd,QFSOWFGKERXBUFAGBTYAAUBFAUBZYQAXCLBQVUEPMYRHYOTQVXDEIGJDPSWCMSZLGXHOT,llhqvcel,Rochester
Wrk4966,kjwxeqxrn,53.0,P,S,0.0,1.0,O,Wrkovpheay,771.0,1.0,f,Wmqrkllupevexqvguvkwchhmtbftcgvtwvpnbtrwjloruvr,Nnggpjmnuwqsxxwjburamngvmulrntwuynekcwnsytckah,Nuuuci,Fullerton
Lsd4967,Gjvtwfjbpqunxexgdwqnfnyuagxqt,36.0,,W,10.0,3.0,O,Lsdwhespqxzd,516.0,4.0,,QZAECBFVACK,VSGFNVTXSRKUKDYKRBUCARLUJNFKKJFPPQJYOBONTDVITKGIODZXGXIEHNRKPW,JHPWPKGD,Rockford
Llk4968,BZUGGOKHKOWXEAJDFKQRAVTAU,59.0,H,M,5.0,4.0,O,Llktgpdmstiycnjegmvxunuqithcr,761.0,0.0,f,CNRRBGBAHHSZXBZFAKUYDWHEIPUMAMRSRVABIFOSGWEVRIHBOOUZ,Txbdspskvtfmfbbegiczkbwnxojfupiiwzpjgciklvjkmhjkycmkaewecsjvao,vxmmyraucu,Albuquerque
MSD4969,Qhdott,66.0,,U,5.0,4.0,O,MSDRLLFNLXVAOAZ,849.0,4.0,m,OARZYDQAWPPXGTZJQDUSYYDGDWGXRZPPDVYVOQZLILOTZTIAHEGSFVEQYXMZZJZQPTXOJSLH,rlktojjxyycgpqasiazlyzfpqrcrmvlbjvxngneozowfjkdfoahgsxguycpclnvrbafbbuxrsmsmi,Ocvoudknxb,Lewiston
Xaa4970,Rlsmbicoendnllwcxlqdcsqclxj,93.0,e,M,5.0,1.0,O,Xaaotixvkxcdfmqrhxfqjeduer,422.0,4.0,F,Dfswpduccoouofctchiruucxrhnbippkmbcrqfcwxynakpxwokhdtatrfk,hnazaxjlrcokwztlbhzjnwdocvveduiedmxlnromcalcfbbbxaovmukvklrlmdxynn,Okjrayivg,Springfield
Cxx4971,Qtunoowopvvqjuhtwvzhqoabicmugq,6.0,,M,2.0,0.0,O,Cxxpfaewigrn,344.0,2.0,,Emyqzihtbtiuuaobamprwfzujcfsfmfxkvx,Xpgoxrsvoogyeipflnwhlewseyuwhjtbvwsyqqbvrwwxoqwrhkfwdwokugvqmmrbdddmajnffgznw,Tuzvwyxuoao,Macon
Ayd4972,Idfueglyvmhzfxia,19.0,,M,4.0,2.0,O,Aydvcvjvtshxpaapbd,599.0,1.0,M,QYASOZVUPLQRHYUPCLPANEEBXJRHCWTSFNNOTOXWAREZRATCE,Vhagxzxnwslbrwhnxovdzdyignlcv,GVTSRXYXOXV,Norfolk
rrn4973,TXIAUFJFHSBCJ,91.0,Y,S,10.0,4.0,O,rrnmyahlkcwzyirj,320.0,1.0,F,KASIQUOGIXBDPIIHUZKOSHS,RBYRLNDRQWSQJRYWROFEPHNKHOTQKZEXYRGL,Ofgcib,Oakland
Vmr4974,EKXIWFHVNBFIQUXXLRKGUVHWPX,,v,M,4.0,3.0,U,Vmrlfq,418.0,1.0,F,Evesmfdjanhyimqftxlt,Ztemlvujhtvgblpfaqinqfxljjntujccbswcnqfxfklilhilubqtlfppaduafphbqex,hjlaa,Biloxi
Bgt4975,Eqsqidtblkhb,50.0,,S,4.0,3.0,O,Bgtoocenltijuljyoci,451.0,0.0,,SXOOIV,mdiqrnsqbtieilxopqnjtwctorjpejfjgzjjtqucaeuihnedbttnbaalzbvxgomzgveahjxpkw,Tchskg,Laredo
Kfb4976,Izclulpeddhuo,42.0,,W,9.0,1.0,O,Kfbaomjiecaijzzpburlvhvfgobq,847.0,2.0,,YBQDNWXHVIKFWJHPYUWIENRROXOIEHTZHBITRIZPYPYLPOMDIBWTDWZCQCWFNYNCNW,MYIFDJJZMCZRCBMGQDTKJKHDRUXNELBTODJCQUZOLHVVDVLVIHCNDIWLD,Ybevpv,Pembroke Pines
Nvt4977,Izgdevgtusgaxqoemjihfrptkr,10.0,W,M,6.0,,R,Nvttywauteihnshtqlvno,,,,Vxvhszzgonbxzbgwxzeswmgnxkpnreptihmnsltjkgtwtuumrwzhrmlwgfesmhom,CIXROCLHMFWKCHTEIZRBKSGYMGSUHCXKFZVSQRRTLJDKODDNDSVBYGKXUVHFWRTQLUVSZQ,Oohxjn,Garden Grove
dnk4978,Byageakhjbmjatfuwijhxipyazqct,19.0,,M,6.0,,O,dnklhuhwsljeqbxhrohw,464.0,2.0,f,Nohbxelwuusutmpna,Vfvnltihmj,Bcxcirfyadeb,Worcester
foq4979,Nbjuk,67.0,,D,0.0,0.0,O,foqhwybpkaijr,415.0,4.0,,bvjgakzqeqvskfjjbzcymh,oafjwumbbssiuurbkctlbosqwxrlgtphkmzpvmcjhrwttxkewvuqojsogzejwhrlldrslttbqkykuktu,Qagrcvx,Saskatoon
Ftb4980,Xofhegctrr,44.0,A,U,4.0,2.0,O,Ftbfrkikyarxqnp,475.0,5.0,M,GNGAWWGWTPCTYHICSXZZGNGFFVEQODFKDCCHREKGLQSFRVXQGHGDSLALNHOSCCBQZNCSS,,Cildizhazo,Sacramento
HPU4981,CBBAXGYOBNXOPBPGQUA,19.0,Y,,1.0,5.0,O,HPUEKLSHAKVQJETRUHXYFLINR,504.0,3.0,M,Raorgirjevwygfmtwrogddvfsucunljl,Mcfzkdsiqheulfrirofuqokplrseygmmkclcaeggoxugmrucniatruvmrdhos,Sxdctyhc,Rancho Cucamonga
dqb4982,Gzaxscdoskwudosdhylttfyegg,98.0,,D,3.0,4.0,O,dqbvpqynssea,747.0,4.0,M,XWXCQXZNACJELPCRPRCKTRTSOQKPORVNZQBUINZYWLQHONG,SULAUQEGBFDDALQRBURMDBMRNOAWZRULQSEUZCIPYNMYIEUTPAKSADLNDEDRTXBYHDCWRUYQMROSGD,Hbcadoh,Overland Park
Tcv4983,FMFNKZGIDLAEWMWFYF,84.0,,U,3.0,0.0,,Tcvjvhfbgaej,808.0,,M,Blplxgltgebuuibuxioqqyuciqmqqyysfzgcddtepjwlstqczbaxswsmklnlhojyvdkjvkmzfctzjb,Lhwnxezrolsdbe,vyhypa,Flint
HXG4984,Qyhpiyroaw,11.0,,S,2.0,0.0,R,HXGHPNXKPTRIVGEUKVFIUSJ,684.0,1.0,F,MRIAJTQUGUGKQBHXPBHAMQXGUXHNWQQELIRWEJORTWFWXKBUDJOKCBYKINJIKPLBFPAJ,LXKDBFQRXFEGTMPSTERURWJPBQRIQJSDRYFQSATGEGCFSXUZQFXFYZPQFO,SXHTBFJBDEJI,Hay River
Dcc4985,XSMQEIKQDSIDHHLAJVNP,84.0,,M,2.0,0.0,O,Dccmcasklkvd,426.0,2.0,m,Rdsndsbuyrnaarwp,Lqcqrt,REVFPRGIHQJ,Fort Wayne
Ufa4986,Ijmbcmtwapmhgbrfcpfmgrkongcvdp,22.0,X,W,8.0,3.0,U,Ufacbunzhsyzlrutkco,471.0,5.0,f,Rndpwpux,Kfebasjzwyafxmvzjjcuwpvufhabzwnksptjwaqfynhcolsqfpwyfcljrqsb,hvyeauxaai,Anchorage
uxs4987,fuggrnuxqeouesuv,68.0,,U,8.0,1.0,O,uxsjnzaalxdiwzvvsiqxgrf,473.0,5.0,,Luakxbcjoodgvwbfamesnwcimlh,Cinttlyxbrxpypbjtkukxteenmarvracmguljzffwrdjkjhjqhcsmzjsrzrkyzjrmuzqqbcf,Holwyarbymcl,Anchorage
Gqa4988,xlirfczknhttrsgcwt,50.0,V,M,10.0,4.0,O,Gqawahipnlkergakohoqinuzapktpv,822.0,,M,uwfkqtwcuskobamhlooecnlaaef,ogrxsgjjbljeopagzfhfqsyfcnycys,kuhenboln,Sandy
Jim4989,Tujleqtmkbcqf,92.0,,M,5.0,1.0,O,Jimmjepqjdqnj,416.0,0.0,,Rljwjveqnjdcrhuowretgrbdkollbvpatqnanyioqridspmuncawhmmkuzqvvebgzygjbncxsbw,DJHTNGIHFILBVJLKEPDETWNKRKHEMI,hgvlnnfvrxwc,Lancaster
VHY4990,Garcuqdj,66.0,,D,4.0,3.0,O,VHYQLVCCAASVSCWP,668.0,3.0,,Knaavveggxnzevzjdyokprdxwqzqsqzxdks,Wjgcrzp,Nnsus,Irvine
Vuv4991,Ftrqdokorvmaabcxfiqjhdpfxv,96.0,l,D,6.0,0.0,O,Vuvqxutgekeyqbtbgcqmekvj,792.0,5.0,m,Jqpjvcirildot,BIZEVFNLEZZZEBIQQOCHGHKTJMNOBTEELXEUPWUMTSGWUUBEOOT,QKDFHFZVMW,Fairbanks
Ysv4992,DESMNYIROYACRK,26.0,,M,7.0,5.0,O,Ysvrktpgf,754.0,4.0,m,krpraclhmjhuwtzjgdrweugseqlzricaiqkcljoz,Ldmmfaysvgncndgaohjpiensaejbixvpeerdbsnkhcoieiixpturgazvkgtufwpteupn,Bdkltcgzeii,Yonkers
Pas4993,Xwrmhjisjlugxplsknofynfursfnw,16.0,,W,1.0,3.0,R,Paszkymue,572.0,3.0,m,RWOATMOWMONFOPJMG,ZKBETQSPFOSMCYHBMHQFGVEKJISAKZLRYZJZJEAUXOGYNRZRUOVJXSDAXLDXWIQWGEYEJUOO,Ccosxqypcsjc,Wichita
Khb4994,LSISJ,85.0,,M,6.0,3.0,O,Khbbpjmohqnhttvsvshvkahvg,537.0,,M,Lxmfbtbvelklgljmuadauskqhexg,uqfvjf,undeutf,Mount Pearl
igh4995,QYUHTWKVMCTYCUHDUMXAAKPCMSOOY,16.0,o,U,8.0,5.0,O,ighrpijf,757.0,5.0,,Wqztichoplagqiulhvhpcpihbzejtpfjokhotvchbfkyifhsahdjtybumioqwvsxeah,deyjvwvxmselaadrxrgtffgsltbvbbagaefjzakebegiczrrintagdivlzqw,Hybqcj,Flint
Lxr4996,wxwzboijmcfdfggrjmyextkcrdbb,87.0,E,S,5.0,3.0,O,Lxrgwioijuwuicwkmbru,635.0,5.0,,tojrurkmqkkxqfvlhebvfwljdfjvghqzrcegttzeichned,IIPPLRDZPSSORVCOIRDINPHVNHWUGLDFTCUSHKNAGHXVHGPWPBCLJEIOSQSTKKLEECTOJJDE,olthlgcbee,Jersey City
Yic4997,Ohkwpyvlojucsqsypqvbfzwvdzz,64.0,,D,0.0,5.0,R,Yicgijvdtgqtbldcid,397.0,0.0,m,ZQXMXXQMQGLVGPXEWU,Pjjlvwbtunjwoyjvwvjdcqrijodzjajlqpjwemwnpen,VJXAYFIHZ,Missoula
ULE4998,Szduafoakbshbfifnue,19.0,,M,2.0,0.0,O,ULEEEOHU,585.0,0.0,,Iwbgatfovfzpgnqdkzl,Glrdodcidqvtuuoajmsujgdtavksv,Xzsmgtjwprm,Ontario
Ucv4999,Xnadnguohmhxttfisricbjyuumjxrs,20.0,,U,6.0,3.0,O,Ucvwmljjzqayyqbggahhwzrxg,492.0,3.0,,wrqokjatnnijnksfwksxsbksnphwxrkdqdtevvizfbihcdujtlfr,Apxyffqmyjkjjvvnrkfajbbniagfkxrv,,Riverside
Tbe5000,Pfjbovalmedjabilln,,,M,8.0,4.0,O,Tbezvrymgtyhpqtflzzj,359.0,5.0,f,Kmgwrezetovhcsvjvproyrzbficov,Ohrlnrsnbrfmvivkgjygpdzzxyquwecsctsdapcbhiwukvxactowcstcjuknqdevyf,Sagpznla,Iqaluit
Xey5001,hnqodhjptcyuwivlwkfywbbhga,79.0,I,D,5.0,4.0,R,Xeybvahogjhpmoempevfwdwxbnrzh,530.0,0.0,,Vkspifigroixdxi,iakovsgknpxdakakwi,Keuervaxbsox,Charleston
