prospect_AgencyID,prospect_Age,prospect_Income,prospect_AddressLine1,prospect_CreditRating,prospect_NumberChildren,prospect_Country,prospect_AddressLine2,prospect_NetWorth,prospect_OwnOrRentFlag,prospect_Employer,prospect_City,prospect_State,prospect_Phone,prospect_NumberCars,prospect_MaritalStatus,prospect_NumberCreditCards
zgg7928,67.0,380309.0,RPXDQECHMXYZYTXMBWSGRAIKQHWFFBBEBCNLLAZZERMOJWVBJWOFAJEWHFRDZOIZQSDSVL,,1.0,United States of America,Ikadovganezpeqmoxjjnfnqkd,3026062.0,R,Legg Mason,Newark,Quebec,1-686-872-7968,5.0,M,5.0
OBA7929,36.0,487268.0,Epcknhojtbupkyqudpkuibzogogdkfwtxnnrvajetgmlwkfzagomzikrstrriilafktslzqwcswlstzv,825.0,2.0,,Iavjbxljkhbpbwsjstmllr,3566330.0,O,,Saint John,CT,1-359-001-5834,0.0,D,3.0
RBL7930,4.0,,,473.0,2.0,United States of America,BQIPORMPXISARALRBJWOIVR,536247.0,R,CA,Fontana,IL,1-872-067-9058,5.0,M,4.0
SOB7931,19.0,383251.0,VYQOEA,675.0,5.0,United States of America,Qdrtxkhbjwosnhefukagwhetnxltzh,1337448.0,U,IAC/InterActiveCorp,Chesapeake,FL,1-636-527-6965,0.0,W,10.0
Hht7932,89.0,471714.0,CYEBWLQFTPIROZRFYQGYYIMJDJRHLJEO,318.0,5.0,United States of America,ludvxamkroxchqycjldlrlxcjxrpntthxwaqwaoolgdxfznagpwpczoeouab,523749.0,R,MasterCard,Allentown,GA,1-121-752-0498,1.0,U,9.0
Cjg7933,91.0,373866.0,hnmekqkjkckwipnptortenzvbbthrsn,506.0,4.0,United States of America,vwarncoxumqivahv,2688676.0,R,Guess,Riverside,Manitoba,1-419-724-9641,5.0,M,1.0
Zpv7934,7.0,5853.0,uutnqpqvjjwjhabwhezazaxisddegsktuig,619.0,5.0,United States of America,OXDCQRMW,2808658.0,R,Zimmer Holdings,Omaha,NC,1-127-364-0489,1.0,S,9.0
WEV7935,,159711.0,Cdnkkxyxrfkryiuiuxsqcupswtauqcqksyuskmswndrguobmoncgysmkkowmaecelfroxncnvujqvm,614.0,3.0,United States of America,Vzzpdwiukinqngiwqrdvfkloenypixhinabaljfggxhrrqgqhhmaz,2758259.0,O,Scotts Miracle-Gro,Tucson,New Brunswick,1-999-797-0401,5.0,S,7.0
Poh7936,84.0,299560.0,XEDGSVDEZOEQBVQCVRBKXDXNCKUXNDZEGQMAACHMEQIZXBFTNXBEFDCROZBJYKUBPDXFSJNAR,375.0,5.0,United States of America,Jfojwqiyxgeimzihrlfgsfgexfzzxztcwxcsqagalblaprjqxyodvt,2928920.0,O,Jabil Circuit,Macon,Alberta,1-561-951-8350,0.0,U,5.0
Rkr7937,82.0,384975.0,MQHAXENOEHNM,714.0,3.0,United States of America,Nijqb,3007587.0,,Biomet,Atlanta,VT,1-545-257-1373,2.0,M,9.0
RDA7938,94.0,231656.0,Ykxhxvmjmaadakpikasfexpcfchrvfgsehfrduhrvfscpylqvzlqx,661.0,0.0,United States of America,ysjxaoaycnzmmrcrdcizwbileigajabgfbeuhkbhcuanatjdfhqe,1713014.0,O,Warner Music Group,Salinas,Quebec,1-786-471-6923,,S,2.0
ntv7939,34.0,141052.0,wjkqajlqnmdnonnuejtorxffmnzteutpvkaocdqurvnwwygnym,338.0,1.0,United States of America,Bqavfclieppertmdbhqmwhulcbgbqalujbmpdrsxdasvf,2751413.0,O,Pep Boys,Savannah,CA,1-295-114-1108,3.0,W,6.0
Vds7940,,484382.0,Lgxjqvkcrvlxabwsktmribmyvhpxbytayotvjiwikllwgavawjrktmnixzejcat,374.0,2.0,United States of America,Hvxrkzf,3218756.0,O,CVS Caremark,Pembroke Pines,CA,1-590-272-3005,3.0,M,0.0
yug7941,47.0,56526.0,Jzpvekdnefsrgdfppfsdxxgogvxpqohfjqhvrph,,0.0,United States of America,knhrvjakppfswavojnnworzarnltnfbuuu,402020.0,O,International Paper,Aurora,SD,1-711-129-7518,1.0,M,1.0
tef7942,24.0,37250.0,Ycqryledfoyipisexwdiemabkkblbcgmhjucsfctduedgdtiloqkbwymixsmpcpyoranzt,545.0,0.0,United States of America,Swikzpfehqcxjejszslavlvgllttzfeuo,2681790.0,O,ABM Industries,Fort Collins,FL,1-637-774-5956,2.0,M,1.0
VAQ7943,2.0,,Zqcybwygkkfrczwfvaebnqwleeqvkkwclszwvcfuefuxnlxsnwmsbrcvkntyjayspidqlgtmxtstjdjw,633.0,4.0,United States of America,Nvcoganjpnvfgkpdkmontkusfamrdjpywdpbflhnm,109559.0,O,Intuit,Frederick,OR,1-848-267-8973,3.0,U,7.0
kdz7944,29.0,181697.0,BCBJMWJVWPQGCHELPIWOIDJYKEHLGRSOLKYMVQYOVGKRP,519.0,1.0,United States of America,VQSBWWUZIFRKATULKWDRAOSMKMTMKNLVXJBULXMNXZHGUYSLAF,891209.0,O,Avnet,Huntsville,British Columbia,1-269-725-9428,4.0,W,4.0
Sfl7945,40.0,36412.0,Qvkoeknuvnzutzhukzaixatrlvhrbctdgajnsqqwipm,757.0,1.0,United States of America,OQXNAUYVGKIACRDEGQTUPDCUVNQZGLQFDCMCFROXKFIIWTBMMQYAXUUVB,1712490.0,O,Chevron,New Haven,WY,1-485-719-7513,1.0,M,5.0
dvk7946,71.0,304183.0,DXJLZWXAWVUCLOKITWNDKZJCMTJSZLMRVDHHYZIBISDYORXYFKPIPNGHETYMMV,634.0,0.0,,Gwgdpgytztbsdnmkgxqhhavlstlkw,,R,L-3 Communications,Cincinnati,British Columbia,1-112-550-4761,0.0,S,8.0
szt7947,16.0,116425.0,IRPKUWOSUCCTMEAYKZNOT,633.0,4.0,United States of America,adnemwjeqpjfhntbtxvoidzbgitivpsblralnitnendscsuefsshboodwbqosrlifd,2942794.0,O,Olin,Fort Worth,ME,1-221-176-5784,4.0,U,1.0
Mep7948,,201188.0,GZWGMVJGUPYQGTZYEGSAYWUUQDOZWSNCOYLBRMIGRHZFMGQNYCLUDFJJJAOFPEJPU,564.0,1.0,United States of America,Ztmivyjjannefmqsqdvxuasplyfxyzgkfsvbecgryctlosoghsapqaxuerhssrdsvy,2502907.0,O,,Vancouver,VA,1-622-415-0229,0.0,W,7.0
Veq7949,29.0,6488.0,,562.0,2.0,United States of America,FQDKZWCI,3411671.0,O,Administaff,Little Rock,Prince Edward Island,1-177-081-9596,2.0,M,8.0
NBU7950,46.0,352785.0,khsusfahhnmwaenjtcsarjgxfpksfnqsahdeantguvhnawldvkmcsbhwpidrvfdxrklwkg,698.0,3.0,United States of America,Yewrfezntvkozyyhssosxjfhvovbzttxqujfialbrgqdlvbomuwgcn,2374063.0,O,Pacific Life,Charlottetown,MD,1-613-317-6920,3.0,U,9.0
usi7951,71.0,98403.0,Xibdijvesakpvikdpso,766.0,3.0,United States of America,SYSBTJBCAXCQTXQGRFNSAPVGYFVYLNJWMQOHBVHTWUWCIEEAZRHOVGKBFEQZASJRQMJ,2950394.0,O,Imation,Iqaluit,KY,1-425-168-8926,3.0,M,3.0
lyi7952,67.0,193163.0,,715.0,2.0,United States of America,Finwjypacpbjglmrklswgrawzhbfeocpjprguiwttoeofspzwpmdtvabyxsr,1812351.0,O,Burger King Holdings,Hilo,VA,1-834-776-5359,0.0,M,1.0
Nxw7953,95.0,293740.0,afewqtzrakkcfaboltipsatypddufefyvbdyj,778.0,1.0,United States of America,ISKAUVPKKQJSFTMQQKWIXHPPBPMJMAAWHPVASEKOKKLOGCBLFUUHEYAGYCNZFVOHRBQQ,2401369.0,R,Rowan Cos.,Milwaukee,KS,1-725-384-2416,1.0,D,5.0
Fkd7954,8.0,491432.0,Anvfusruqasqkpymilppwliobuxyqmaoecnqdxqsnebwnrlhldisjcnytmhrmeuoitsnsfffnc,591.0,1.0,Canada,WUJPIZUECFISNBTMZCYJSKCWAPAFMJRJLXVRJJXOYYUVDUSFUNWGYVMSIBAEPJNCXCQN,680974.0,O,Susser Holdings,Hamilton,KY,1-683-708-8535,3.0,S,2.0
Kom7955,89.0,300246.0,MSRMPOWBDFHQJCW,538.0,5.0,United States of America,Pkuicdupwughumxemyuaolzydhisbbs,3928533.0,R,Cephalon,Austin,NH,1-634-619-6654,4.0,M,2.0
tll7956,41.0,499522.0,Acuihqueegwmztdgppraghmtnuqhmrqxcqbps,775.0,,United States of America,Uqkhrezotmrn,387652.0,O,Sprint Nextel,Windsor,IA,1-250-147-0365,3.0,S,9.0
Izc7957,32.0,261504.0,Lvqhtpofmpvxstwwbvtgtrwfgdmnjawiuioiwxyiklrhofrkqnnxxynhgascirnndybnw,843.0,1.0,United States of America,AVBUKYNNRHNLNISYSZPFNOVNNVLE,821584.0,U,BJ Services,Allentown,IL,1-899-001-2403,3.0,M,9.0
WKX7958,87.0,,XDPLYIXDGDTPIPVJODAMTPVDMKJRXTYACFJTAEVESOOGPTFWJHWNHWOGVUZJMRQKCWJFVNWXFJ,512.0,3.0,United States of America,HOKVGVAHIUFCKQ,1244071.0,,Retail Ventures,Fayetteville,OR,,0.0,M,10.0
WNO7959,92.0,338850.0,Flpunomecdxltugdwkzxwrjxrofgxtrbnqaimurleenttjetuwjxhdgaqaqamubudcqxjlbriksh,833.0,0.0,Canada,,1189322.0,O,American Eagle Outfitters,Montreal,NM,1-589-125-1887,2.0,M,0.0
Kxm7960,83.0,322878.0,Kvpnrufpvjqzotkrgmhmkz,400.0,2.0,,Nbhccbhukwwirfbqnugogcoqelv,3233142.0,U,Omnicom Group,Akron,NE,1-496-317-3058,2.0,M,0.0
VBK7961,73.0,344857.0,Koxucempitjjdvuibixfumqwtbesdenqgupvwpfejiigwadhcetfhwbo,754.0,3.0,Canada,guceoerjfiszxdqdcflppdvrtfewmyqdqdhtvgqpogxomzibbnalkq,1977072.0,O,Belk,Independence,IA,1-048-902-4918,3.0,S,8.0
MOW7962,6.0,326286.0,BPKQBTFELLPHWJEVLGTITMJKGBTLFXHIGIWETH,738.0,5.0,United States of America,CNIQGATPHOH,2565062.0,R,Intuit,San Jose,KS,1-707-512-6428,4.0,S,8.0
Okv7963,73.0,258746.0,fdmnbqrmdvsefnmemmpopsviwdkgfynlnawsckpgzyxrfgvrgkwrhbrvxm,839.0,4.0,United States of America,,172431.0,O,Cooper Tire & Rubber,Sandy,ID,1-755-429-0507,2.0,M,0.0
Jnr7964,56.0,388720.0,abdvalumfxoggpynaofipkyadytyqufkcywfgoxxhgnykoxsee,724.0,3.0,Canada,Eqiecdycntfesorjocoopn,2735339.0,O,Toro,San Francisco,Newfoundland,1-226-695-4242,3.0,U,6.0
sld7965,95.0,397650.0,ehlkrefzwzxvpsmnmbot,770.0,0.0,United States of America,Eugnbodhmtbdxusjoqhtvrmntdrsyjmzktjpjlkbhcbupllqfikvxqdrhlnjaazzin,3273938.0,O,Helmerich & Payne,Elizabeth,VA,1-275-909-0362,1.0,D,8.0
HTJ7966,92.0,138396.0,Lgjlhyvqvsicmfhnetkuqyaohgaqiwljrqmmeiotxkpdfieohxktmbct,844.0,2.0,United States of America,Vucopbdsvuglhktaoefscqwhtfryzaujublfpogjnlureyycoexidlivdvuaqclaatxarxtflpqs,497721.0,O,Centex,Reno,TX,1-339-141-9741,4.0,W,0.0
Jah7967,62.0,278359.0,Bsgfyovraiehoqyyztxznffxapdqjseqstquqckefsfrnfzgkflslodxvmpaxxtlwcygngj,307.0,0.0,United States of America,Rwrwnohykhzxyajmpvttarwnwwbaicgdjagrtpupaguupdndreegkxaxpchmlerpnkxs,3397603.0,O,Qualcomm,Simi Valley,WA,1-401-115-6829,1.0,W,2.0
oce7968,80.0,36336.0,Nixvnantxjstnhozglhrmaeaxuckgsntmjwtnggnflww,600.0,2.0,United States of America,Tabpcqvbrhweptexsaaeyhpxfamknxvdcqkxcxxmcehsvvznshgtmuqwmsxdhfzohqxeobvmauz,2320613.0,R,,New York,RI,,2.0,U,9.0
Gyg7969,42.0,210065.0,usbvlcsllnqofggkmoekiueyahvyexjpbddvirmhnqcjkgmfokg,843.0,,United States of America,Guadpsvgtdooevwesspsgrkcfmyafgkhsosclxfdvobfoqceffgfdrmynjvuqpmdgngn,3162291.0,U,Universal Health Services,Simi Valley,WA,1-423-497-9642,2.0,M,6.0
Qwr7970,45.0,165145.0,Onjdfqvgkslkosrpknihvzylrkejlqpffflewnhtdfcvm,616.0,0.0,United States of America,Arqifwtalzxwnfuwfyizjwwtjpnmlqudsojkkvnrcddm,2835719.0,O,Medtronic,Coral Springs,MT,1-667-132-0118,5.0,W,7.0
Bpg7971,63.0,58218.0,illmdyfbrlwadjxemcvfueyjtdykyaqucyyolfctrbwtysshjtdhywziuqivilfgmenru,330.0,1.0,United States of America,djtavgmzwlwtavuakhhhvogzthldlbwcbmcgosrn,1856955.0,,Sally Beauty Holdings,Bakersfield,NM,,3.0,S,4.0
MBQ7972,35.0,67777.0,aeclgwtslltzmlszezoyxvbldjtiiqnpfghmniimxjdwqpocs,444.0,0.0,United States of America,URWGHABHNLQAVIPDLTMACDOWVMRPBHYNAJEUHUUFJHJSBWVCAQNFCSPBMSQ,228641.0,R,SLM,Moreno Valley,TN,1-366-870-0408,0.0,U,4.0
Qtn7973,87.0,39761.0,OEDNATVXWFDIIHYBVJUEHLNKNCYYGRYFKOTZDJSMMQTFJSMPRNJPYPEREYMEBDTAKMDZENNQNMAGY,595.0,5.0,United States of America,Qifahzwmvbncytyvwigkdwsyvpewtczpsz,361584.0,O,PNC Financial Services Group,San Bernardino,NM,1-458-995-5122,0.0,M,
aqr7974,9.0,129508.0,,425.0,0.0,United States of America,Mgqweoniaaxmigclhvmtfhxorwulfxarnqgzccevgamukogsfrthmdqytfbcrk,52012.0,R,American Axle & Manufacturing,Ann Arbor,ID,1-233-397-4249,4.0,W,0.0
QMU7975,1.0,137883.0,Qeeiespwuhkewjxspsujvllvtgrucoxpahillguwacubqugzwyeljdtfgsbbtxd,396.0,0.0,United States of America,EQLWTZATSUPXBSQVMGAQQHZEDIJMUSAAOYYMCLZ,2518827.0,O,IMS Health,Salem,NJ,1-135-933-5159,5.0,M,8.0
Zbc7976,58.0,181746.0,Tkvxkmokxddklidoxmlpuxuqjmocnvhodbfcexspqxxztfcecvjgrnqwsfvwaulxlqp,720.0,0.0,,nsqszkunggembpaxtlzzixaiavuamueyvuahdtffojqlzyjsgbjrgoiy,,R,C.H. Robinson Worldwide,Louisville,NH,1-431-497-0163,4.0,S,6.0
VHX7977,58.0,332881.0,EYBGVGDHTXWEFISEAJBLKPRFLXHHDRUFNSTVPMPPHMRJYVFXWDLMFSUMRFGEGJLCHAMX,656.0,0.0,Canada,Twqaaokigotsoejzvjlzzitiajnbveabnfqualpxbslawnpmrupkdmzpqop,2028687.0,O,Sprint Nextel,Irving,SC,1-601-191-7044,3.0,U,5.0
Rub7978,20.0,446723.0,sntcnoepfgncqgmfphgiukupjrpvunbvixxf,749.0,2.0,United States of America,Camhyanhhlgrsfprsaidtmroxhdbnwlmysbatiwgrrv,2903276.0,O,Dentsply International,Saskatoon,IN,1-137-179-7233,5.0,U,0.0
Bbh7979,92.0,307144.0,ibppaegmlyyqxbupjecshurfinxezskrgaqmnecacmaafwzxdlxsyjyvqyqfjwotyjjdb,584.0,3.0,United States of America,Zovdduwvsbbwkayokvoithkegphcfbdgbm,1055051.0,O,Walt Disney,Erie,KY,1-429-280-6110,5.0,U,6.0
hyl7980,67.0,168863.0,wvdenuumxaaemzduywzrnkcztppoeretvrtbkcllpfzq,,2.0,United States of America,ILAWNYOVUNMSNXFVJRQNBCXHSDNSZPMVPGB,3490418.0,O,Aventine Renewable Energy,Hartford,FL,1-697-497-5231,5.0,,6.0
Eel7981,38.0,426083.0,Xsnuelfuotcfcsfxoupjnnuysljdogsmrasap,613.0,,United States of America,wbkhuqjjmmtqcbqlqlrkunnypzb,2367528.0,O,Supervalu,Cleveland,FL,1-548-067-3818,5.0,S,7.0
aen7982,39.0,435691.0,ZTRGTRYIIKKFXNRPFGTQSDORRLLSNHQDACJFMEKBGHLZONMGORZQHDGEZZPSFZGYSICLDPHOW,761.0,3.0,United States of America,bqzcbknvvuxqzwxjrgxzuqgtoeglooklqohgehxjzsdgwurd,1843385.0,O,Penn National Gaming,Allentown,KY,1-013-355-4164,3.0,S,3.0
Mme7983,21.0,489399.0,Wecstxtaprnpburaktllddxbmbyibsffojkvcpmijnyzfljzqbmhemqrluv,498.0,2.0,United States of America,ovrtfurrjwcieejqwdsxeeuxakyvsaesnsvpwkqanynmbcchqlsdxqgqivcgwzgw,2453788.0,O,Supervalu,Omaha,OH,1-817-810-5742,3.0,U,1.0
rnh7984,28.0,173047.0,Zpcqzzlxaslikjvv,500.0,2.0,United States of America,zicwdymulgrgpqtynjvpbcnlsdvtsjfqrdrxmxmmplthgrcxj,2846133.0,,Dell,Omaha,AZ,1-416-838-4692,1.0,D,1.0
AMK7985,81.0,334169.0,cdyvmyujgskbzhehtkcjohtvjjrewujqlvtbrhrllnsqyu,328.0,3.0,United States of America,Gehsxsympffrjsjwafstnvyhkgicwykuop,464486.0,O,Citigroup,Idaho Falls,AR,1-487-500-1420,,S,1.0
Quw7986,32.0,415529.0,hbcbsqzgtcfiorujuutmuejfqddcofradaisozhelhojtldrtcfgxqx,549.0,0.0,United States of America,Xoanpdtfsiufsc,3389791.0,O,Hudson City Bancorp,Cedar Rapids,NV,1-660-829-1708,,U,1.0
RWC7987,92.0,74371.0,Botanbcivtabxwcpeuibdysbwsgvlajmpmqsjnwvcuxvyrzrgmhikthmgcscwgosm,383.0,5.0,United States of America,Xrdskqxcwutikvqhhosxbydrwckfudhpxemxcnlrrfbtqguytmasrhavuatcgruevrnejpchetdwk,1069894.0,O,SAIC,Simi Valley,IN,1-192-498-2461,4.0,M,6.0
Ido7988,51.0,313315.0,btxcnjudynhvambkvsssrhpfjmrityimmwqfdie,318.0,4.0,United States of America,Lbibosawqqqdwbclvjsjoehuoizwptyuhhzzotjlrnroqxom,216883.0,O,Darden Restaurants,Raleigh,VT,1-142-166-6504,1.0,M,9.0
USP7989,70.0,158974.0,RWWANNQXCBZZQIVDYMGYXUHSMNYJTIMONCMBLUZMVHAZBEPVQDLIVDYRZ,656.0,0.0,United States of America,Ujnggiajsspwhrvdcpbeonzqfkb,3624917.0,O,Herman Miller,Great Falls,Newfoundland,1-638-418-0655,2.0,S,0.0
OQO7990,70.0,206128.0,Bijavsamwbgodqukgzkqhnoodmhuthpdthggxttlojehajbfjizpsheuxcctwjikrrft,389.0,5.0,United States of America,LDFOWPEUA,3338800.0,U,Automatic Data Processing,Rochester,NC,1-798-461-1441,1.0,M,1.0
dnu7991,54.0,234045.0,DNHWDUADIP,583.0,1.0,United States of America,fwadtsoafiwgooxgvlwibwgogksswbiiduocuhicccfdulpybsncblwcrljtazovbqoqyxbyib,1156363.0,O,Mohawk Industries,Naperville,WA,1-331-218-0022,0.0,W,0.0
EXT7992,76.0,423527.0,Fucxjvshoqatqpimdplbcusrabwmvvaibhuuwssbisoafrndpkidcpskqsduiso,408.0,1.0,United States of America,,167904.0,O,Questar,San Jose,NJ,1-744-452-2641,3.0,D,6.0
OZM7993,100.0,386685.0,refjgy,715.0,2.0,United States of America,Orjjjbvvmrnrlkutvxyoahzcmjoktwnandwhymjdcpvrmvkhdbb,3720069.0,O,Cypress Semiconductor,Tacoma,UT,1-181-898-5778,0.0,S,1.0
Djl7994,99.0,185313.0,,644.0,3.0,United States of America,Niyvufqhitaplytdxptwnvolevwpjntvhypbrhfkxlaksqlveqexjifqjkcp,2295922.0,R,Abercrombie & Fitch,Jacksonville,KS,1-045-510-7922,4.0,D,0.0
YTU7995,98.0,121101.0,Bahzndvxqeywnghnrorqnqspelhnqdeytcpngqpcypovro,378.0,,United States of America,FDVDGXUTOQZTWLQAVIWBR,337666.0,O,Morgan Stanley,Bridgeport,AL,1-071-848-9400,5.0,M,6.0
QLF7996,64.0,92187.0,VHUFFFKVXUYEKJYHKHSDNEHYVPMOFNRPRWLGLDFAJJGGUHRFEHMGPTSUGPALPIKSHHWNGGDEE,841.0,5.0,United States of America,TDLGVOTVOIHTGMRMCDNQYAKKHOVMHLPZDDEIOBEIJGVVSIKZ,778019.0,O,Avis Budget Group,Warren,NE,1-961-299-1862,4.0,,2.0
zju7997,63.0,38552.0,Hryypr,,0.0,Canada,wbtfpwxjrmvlont,305311.0,U,Volt Information Sciences,Tempe,NJ,1-019-060-4384,2.0,D,5.0
Oab7998,55.0,16691.0,ERWQAOIMWTTCSEOXRRGSZAOSHBOJDUNNMXVXVZMH,747.0,5.0,United States of America,Qczwsqymzkajrirruktvxryjsphdrofuetnfhyxppxwdeunbmk,3080436.0,O,VF,North Las Vegas,UT,1-520-702-8601,5.0,M,5.0
xve7999,7.0,120512.0,,810.0,0.0,United States of America,Uzzruqgyrlniqguzmhkpjuwtphusieajpnkocwpwfatdwx,2052565.0,O,Urban Outfitters,Lincoln,WI,1-563-081-3970,1.0,M,4.0
EHZ8000,,270139.0,Xregnhzhytuhaieneavgzqreaoetxbbgqjxemstcjsioqhtdodfpccpkfehegjbkbqantkpdbxljbwe,368.0,0.0,United States of America,kdhenyrf,,R,Lennar,Washington,AZ,1-999-226-5168,5.0,S,1.0
Lws8001,26.0,361164.0,Wnpri,676.0,5.0,United States of America,VCONXILUETAPXCVGHIGUJGH,3462913.0,R,Principal Financial,Virginia Beach,AL,1-552-654-6988,3.0,M,1.0
Jqs8002,34.0,342647.0,Wsfytinibealaknfvjgobilhcthmrbgtgsftkldbkjrbaccelqobwovwvhrnxzysbdf,505.0,4.0,Canada,ZQPDJFNICERRNTPBN,2613827.0,R,Piedmont Natural Gas,Minneapolis,IN,1-383-717-3914,1.0,M,7.0
Mek8003,44.0,238810.0,Chvtgcmqvaafipjwauliheayoidgimxvmzkdfxvcjomuulwwmusshongljvxwaancqsnfqaziztbhew,771.0,1.0,United States of America,jktgppuhsyqrlejrjxdwiob,393637.0,O,Sally Beauty Holdings,Glendale,MD,1-387-492-1802,2.0,W,6.0
Hfq8004,83.0,445985.0,Vwwoxjjlepwphmukdqtnursisnqqylpopvixaealmwzteznkkcrdjrsniumzxhidxbo,713.0,0.0,United States of America,SRHEEXPTBPCDUHNPYMNYXRUEFRHUSYVIIKDNITQWIRRAV,299040.0,O,Armstrong World Industries,Frederick,KS,1-841-060-4968,3.0,M,7.0
Lft8005,17.0,15075.0,Uwgaszpxdcztakzwaeriddbyhrnaqywsbdzqbmt,708.0,2.0,United States of America,qervrizdmhivkvdpvdrbzawdylsebmcmsbytwzaqqbqjtocnhzxhrlputmkdhu,3377834.0,O,Parker Hannifin,Allentown,Nova Scotia,1-755-610-0722,3.0,M,7.0
VEQ8006,11.0,100336.0,EQSGTKZTFMRBNCWPNWUJPYCVNYZNWOVUCPNCKMHIEMBXJJWKSNSXGNHHRROGURAFCBIJENHWQFAMRZES,732.0,1.0,United States of America,Zmxialdvbgtonanuvtohbmizq,1999428.0,O,Northrop Grumman,Washington,MI,1-891-655-0364,1.0,U,5.0
Ljg8007,74.0,318321.0,,794.0,1.0,United States of America,ludivnwidprlosdoldibsxleoonkjnhelagg,770368.0,O,,Saskatoon,MT,1-805-853-3528,1.0,D,5.0
Qvc8008,96.0,51469.0,xshzsgbdxmppgopcancqnp,418.0,,United States of America,Xpgxirhcugugctohmmckj,3684933.0,U,Computer Sciences,Lewiston,MN,1-715-849-1831,1.0,S,2.0
XPF8009,4.0,383624.0,Ksjkbnxavfnxtqymmksoyhxiodheuqvadmjolxblrvrexkpkegpqognfaslagosnnggfjdnbnf,706.0,0.0,Canada,eknbdrxefjojqtmzelgyllezldxyyevoqoipnawmvsnkvixlqculdhbmpgdwfokstytgq,501398.0,O,Polo Ralph Lauren,Peoria,FL,1-710-070-8467,4.0,W,3.0
LDQ8010,0.0,241986.0,rbyhesxxymtuzmqelgx,767.0,2.0,United States of America,Olxzgfvmofgzzvsbpgtufbpcuznymakfrgtviuzwiindozvjtcjgbpzntubckmdxvfxsnugkxssm,1868660.0,O,Toro,Mobile,MI,1-558-667-8933,3.0,M,1.0
Frh8011,2.0,152859.0,Acglytjlwovwzqdqxluduoyzvvdfdzzaghyj,698.0,1.0,,rudamugfcrvhifccwzwbezumasva,1613282.0,R,Regions Financial,Jersey City,British Columbia,1-462-627-1683,4.0,M,7.0
Mvu8012,14.0,332155.0,Ujsvbcaiczlsnffbesgwgsuwp,397.0,3.0,United States of America,Aoooeljhokmssxwazjghfxkymingtknnkbkymgyiqhwkkybcxsftttnpqdsvr,850716.0,R,Pep Boys,Worcester,MS,1-946-850-1175,2.0,M,2.0
Uqo8013,26.0,163191.0,XAXMBPKZOYRXDTBMXSONOVKSGYBDAUVIVMKLSLGRLHTITSYZVLWDNINOEM,413.0,1.0,United States of America,Tqxlvtjlabawqheihkcdgjcaefntjwyhlsmwhkta,2056567.0,O,Calpine,Provo,KS,,1.0,M,0.0
SJB8014,58.0,413962.0,vcfegiukvaxwaglbntnirflx,787.0,5.0,United States of America,UVQYCJVZAXEVHE,866588.0,O,KAR Holdings,Toledo,WV,1-821-158-3797,4.0,S,10.0
cpe8015,76.0,190630.0,Zomyrakanlgzcoztcwlbyqcxnch,399.0,4.0,United States of America,BTKTFX,1062891.0,O,,Portland,OR,1-724-439-5793,0.0,,10.0
osl8016,43.0,,gaziurgjlpxicwzlqgncfmvbagincls,675.0,4.0,United States of America,ldeqixufpwbpycwywhkrqdwwe,630650.0,O,Merck,Arlington,IN,1-037-028-9797,3.0,U,1.0
Rto8017,37.0,364290.0,Xcfuonafgocqm,556.0,2.0,Canada,Mqnkdngntbhqikvxzdgqrscuqcrehqaksorjgqanfcdihhxycl,2417102.0,O,AMR,Washington,MN,1-472-312-5067,0.0,U,0.0
Rkt8018,50.0,,Mudmkwwhwhbqazdmkaglxlqhbxntkjhhyiostoj,357.0,2.0,United States of America,jfxmngcxzpnifytakuyinbgbzvutsblriohfvqbtvabdbwmfghiqbrbrpznyhcrkwp,,R,J.B. Hunt Transport Services,Inglewood,NE,1-468-691-5712,0.0,M,7.0
EBS8019,69.0,13472.0,Plzqclrwadqcenwtoirsrvn,303.0,3.0,United States of America,wvtmwwxshsrzkqeuoqbjarnroiigkiusqjty,3556093.0,O,Sysco,Mobile,AK,1-664-475-4373,3.0,M,7.0
RAH8020,48.0,377276.0,,645.0,5.0,United States of America,Kdkhdzrwiqoeemwdfgmpweyp,481360.0,O,Northeast Utilities,Chattanooga,Manitoba,1-962-509-4844,1.0,W,1.0
gpf8021,33.0,184783.0,Javyurlqlw,,0.0,United States of America,BTKKVPYGCUOUHEQBZMDKQJCAEUCGNSNBHRHCSGHMSTMBJWZU,2121994.0,O,Mattel,Aurora,OK,1-918-742-4297,3.0,S,4.0
Uzp8022,1.0,339071.0,Pkvxhpdsomjelmswqjupiedirvdocfrasjdmgwhswczthlsjpewsonoswkewxbcyl,728.0,5.0,,tmhozgenkbxneihwedbmhjliqdewgapydddpaadiaupyusfgzgnaskkjbeohmazdrro,1206934.0,O,Universal Forest Products,Austin,NH,1-589-877-6520,5.0,M,1.0
LNI8023,1.0,168295.0,Mwyqleggcrjksjvqkhnnrmoqndtyxizkpdxfkgqsrakmttwbowqgcdbpb,665.0,2.0,United States of America,essrkfnkztneu,1045226.0,O,PSS World Medical,Jacksonville,Manitoba,1-469-388-7767,4.0,,8.0
PPT8024,14.0,461109.0,DSDJXNVYCCXCLRUIFVMTKZIWSMBVMZCMHAAVWTBQKHXPSIFNLKAYTJCIBFWNEGPVHTTLBVTHWASYMVKR,833.0,3.0,United States of America,Zjsgdgujsyzrkoozfhwpjvinpwrbbnunvjpiuanfnnxzsssvebhedyawnfmwvoxcvcpsy,697590.0,,ConAgra Foods,Pueblo,WY,1-183-526-1691,2.0,M,
