NumberCars,OwnOrRentFlag,City,Gender,Phone,MiddleInitial,Employer,AddressLine1,AgencyID,Age,NumberChildren,MaritalStatus,Income,NumberCreditCards,NetWorth,PostalCode,AddressLine2,FirstName,Country,State,LastName,CreditRating
2.0,U,Newark,,1-046-959-4224,,Covance,7776 inwood lower,DIS1610,35.0,1.0,D,316675.0,3.0,2991667.0,V6r 1v7,,jeanelle,United States of America,ME,DISPATCH,640.0
2.0,O,London,m,1-480-417-1290,,Erie Insurance Group,3972 WILMINGTON RUE,Hal1611,61.0,5.0,M,379294.0,1.0,3042267.0,91143,,stclair,United States of America,AK,Halovanic,735.0
0.0,O,Flint,,1-176-188-5673,,Pep Boys,17343 darlington avenue,Mcg1612,68.0,0.0,S,248490.0,8.0,2211396.0,V6D 1S5,,jerry,Canada,RI,Mcgalliard,332.0
1.0,R,Sterling Heights,,1-060-266-1941,J,,22498 SMITHDALE AVENUE,Bot1613,31.0,0.0,M,369768.0,1.0,3838330.0,36670,,Anne-marie,United States of America,MD,Botto,591.0
2.0,O,Anaheim,F,1-602-565-1482,,Southern,20064 oakmont east,Rav1614,,3.0,D,424989.0,4.0,2188130.0,v6y 1w2,,Lottie,Canada,CO,Ravi,772.0
0.0,R,West Valley,,1-341-964-3007,,Wells Fargo,3690 PLUMB BOULEVARD,PAK1615,3.0,5.0,U,152231.0,7.0,1310726.0,03106,,Lina,United States of America,WA,PAKULSKI,642.0
0.0,O,Tempe,M,1-340-679-3376,,Bank of America Corp.,23588 MADISON WEST,PAN1616,49.0,4.0,W,343566.0,10.0,475488.0,85014,,Martina,United States of America,KY,PANDYA,577.0
,R,Yellow Knife,,1-128-643-8987,,Cintas,8400 polaris west,att1617,85.0,3.0,S,64485.0,9.0,243518.0,35294,,FANNY,United States of America,PA,attenborough,764.0
0.0,O,Savannah,F,1-364-110-8141,,Owens-Illinois,18354 DODD COURT,Bou1618,64.0,5.0,W,417784.0,8.0,1657663.0,90042,,Maitilde,United States of America,ID,Boucouris,759.0
3.0,O,Philadelphia,,1-396-311-1198,,Halliburton,12635 OLYMPIA EAST,TAN1619,58.0,0.0,D,215087.0,8.0,3504789.0,V6V 1R1,,Cary,United States of America,VT,TANGLAO,433.0
1.0,R,Sterling Heights,,1-207-089-8351,,Simon Property Group,1821 9TH SOUTH,Bar1620,71.0,3.0,S,306929.0,7.0,640660.0,r5h 1l3,,LILLI,United States of America,CO,Barnhardt,525.0
1.0,O,San Jose,,1-904-404-1552,,Adobe Systems,18245 HOLLY KNOLL PARK,Lud1621,33.0,4.0,M,458332.0,8.0,2222986.0,79402,,Gee,United States of America,Manitoba,Ludwick,832.0
4.0,O,Paterson,M,1-534-838-7977,,Entergy,18614 tide mill court,DEL1622,83.0,2.0,,39100.0,0.0,3588958.0,T6a 1k7,,Naveen,United States of America,TN,DELANEY,316.0
0.0,O,Rapid City,m,1-161-262-1369,,CenterPoint Energy,2988 coralberry south,Kas1623,57.0,4.0,D,437794.0,5.0,2778934.0,35280,,aruna,United States of America,IN,Kassissia,685.0
4.0,R,Thousand Oaks,,1-231-000-0392,,Invacare,16090 darlington lower,hat1624,67.0,1.0,M,37754.0,7.0,754973.0,90157,,Ingeborg,Canada,LA,hatz,381.0
2.0,O,Colorado Springs,,,,Donaldson,1790 golden east,Tin1625,68.0,4.0,M,193120.0,3.0,1266963.0,h5j 1p6,,Shoeb,United States of America,IN,Tinney,584.0
1.0,O,Grand Rapids,,1-673-457-9456,,AmeriCredit,16520 hemphil north,Nes1626,68.0,0.0,M,99512.0,4.0,1808998.0,32245,,Nettie,United States of America,NH,Nesbitt,385.0
2.0,O,Sudbury,,1-926-757-3068,,eBay,12667 brighton road,Sch1627,14.0,3.0,S,261126.0,3.0,2700239.0,77286,,Sybila,United States of America,MT,Schnaithman,635.0
4.0,O,Macon,,1-869-366-2040,,Raytheon,2035 eaton park,SOB1628,,1.0,D,120726.0,2.0,3108137.0,V6e 1q2,,gail,United States of America,MT,SOBIESIAK,805.0
1.0,O,Kitchener,,1-805-682-0192,,ITT,5003 TRAVIS LOWER,Clu1629,6.0,0.0,M,224672.0,3.0,3578605.0,H5L 1O3,,sibyl,United States of America,SD,Cluett,679.0
5.0,,Anaheim,F,1-374-290-1311,,Land O'Lakes,22682 rio grande south,GER1630,65.0,3.0,S,12573.0,1.0,3699975.0,H2c 1y5,,YONGLI,United States of America,CO,GERRITSE,453.0
4.0,U,Fairbanks,,1-872-546-8088,C,Tenneco,24683 meadowlark boulevard,TUC1631,6.0,2.0,U,200441.0,8.0,2269303.0,60612,,ernesto,United States of America,WA,TUCKER,847.0
3.0,R,Berkeley,,1-498-123-3199,,Leggett & Platt,11376 knight court,Tar1632,47.0,1.0,U,487097.0,1.0,2250865.0,T6A 1E5,,Adrienne,United States of America,AK,Taralp,
5.0,O,St. Johns,,1-136-368-7167,,,3149 CENTRAL LANE,Cre1633,96.0,3.0,D,180636.0,10.0,952977.0,80100,Suite 136,Jenna,United States of America,FL,Creasman,
0.0,R,Montreal,,1-576-056-3958,,Pool,23987 valderra park,Joi1634,68.0,5.0,U,330412.0,1.0,705875.0,H5j 1r1,apt. 212,Audre,Canada,NV,Joiner,642.0
,O,Sterling Heights,,1-875-959-3346,Q,Arrow Electronics,24696 cordoba crescent,hal1635,21.0,2.0,S,302078.0,0.0,661156.0,h2g 1z9,,DELORIS,United States of America,TX,halford,
,O,Baltimore,m,1-577-954-3908,,MasterCard,19492 lyons court,Tes1636,73.0,0.0,W,11593.0,2.0,3656197.0,45277,,Breton,United States of America,Saskatchewan,Tessier,600.0
2.0,R,Lubbock,,1-537-413-0900,,Broadcom,1630 LAMBOLL CRESCENT,ONY1637,15.0,0.0,S,110756.0,9.0,2313138.0,H2f 1x4,,Martie,United States of America,NE,ONYSHKO,435.0
4.0,O,Hollywood,,1-539-974-9296,,Smith International,18270 HICKORYBARK DRIVE,DEC1638,25.0,0.0,M,278312.0,7.0,3823810.0,72211,,Elsa,United States of America,VT,DECARIE,730.0
4.0,O,Livonia,F,1-938-703-0026,O,Travelers Cos.,21908 ashford hollow north,Gag1639,98.0,0.0,M,441167.0,8.0,3690401.0,25335,,Barsha,United States of America,HI,Gagne,418.0
4.0,O,Saint John,F,1-297-775-1510,,Monsanto,20940 shearer drive,Lac1640,30.0,4.0,U,225388.0,7.0,1065171.0,V6X 1R2,,pauletta,United States of America,Ontario,Lackenbauer,388.0
2.0,R,Virginia Beach,,1-021-370-2836,,,15562 woodcrest upper,Clo1641,36.0,3.0,D,328387.0,2.0,2185167.0,V6c 1t5,Apt. 422,Benedetta,United States of America,Ontario,Cloutier,622.0
3.0,O,Kansas City,m,1-304-537-9529,V,CVR Energy,10856 kelvin upper,BAR1642,47.0,3.0,M,187204.0,0.0,1736755.0,83725,,Davina,United States of America,AL,BARBE,562.0
3.0,U,Los Angeles,,1-693-971-8310,U,Symantec,3507 GREENE ROAD,roi1643,,4.0,S,322359.0,9.0,2865116.0,85755,,raju,United States of America,WA,roig,702.0
1.0,O,Garland,m,1-220-050-8394,,,11733 electra street,Bun1644,32.0,4.0,M,,1.0,2160791.0,92150,,nabil,United States of America,AR,Bunner,741.0
0.0,O,San Diego,,1-467-981-9596,W,Retail Ventures,509 ALICIA AVENUE,Pel1645,25.0,0.0,M,364216.0,4.0,3938874.0,M5E 1Z5,APT. 80,chiarra,United States of America,OK,Pelz,312.0
2.0,U,Tucson,,1-777-421-2018,T,Del Monte Foods,14520 zenith park,PLA1646,85.0,3.0,M,,4.0,813632.0,48911,,THIERRY,United States of America,OH,PLATER-ZYBERK,790.0
4.0,U,Orange,,1-890-684-0005,K,Sempra Energy,13447 amherst boulevard,Tra1647,46.0,0.0,S,473754.0,5.0,3373916.0,H2D 1W6,,pierre-alain,United States of America,MA,Travers,698.0
4.0,O,Boston,F,,,Adams Resources & Energy,22831 barberry park,bos1648,34.0,0.0,U,259788.0,0.0,3577327.0,S7c 1n6,,Blithe,Canada,DC,bose,363.0
4.0,O,Fort Collins,,1-764-214-6220,,MSC Industrial Direct,5140 EMERSON LANE,GOS1649,61.0,1.0,S,419570.0,10.0,,53204,,JESSIKA,United States of America,UT,GOSWICK,649.0
4.0,O,Pittsburgh,f,1-835-399-6988,,Discover Financial Services,7255 berry way,Kik1650,,1.0,U,253410.0,0.0,2972070.0,72205,,merilee,United States of America,MO,Kikuta,773.0
5.0,O,Montgomery,F,1-068-147-6649,,Jo Ann Stores,10936 COVECREEK UPPER,Boc1651,82.0,0.0,M,382349.0,,2722299.0,93838,,DIANE-MARIE,United States of America,AZ,Bockaj,342.0
4.0,O,Stamford,,1-609-204-7920,,,19939 beard park,man1652,29.0,1.0,S,52766.0,7.0,2294218.0,87103,,Antonina,Canada,NY,manner,356.0
3.0,O,St. Paul,M,1-963-175-0431,,American National Insurance,17213 towerwood east,HAR1653,58.0,5.0,S,269001.0,7.0,,94617,,malinde,United States of America,AZ,HARMON,551.0
0.0,R,Lubbock,,1-784-086-7205,,Rite Aid,14827 paine upper,RES1654,92.0,0.0,M,414609.0,2.0,3171284.0,90083,,Pivert,Canada,Manitoba,RESULTS,395.0
5.0,O,Worcester,m,1-196-609-5188,R,CH2M Hill,3934 green ash north,Owe1655,7.0,0.0,U,80218.0,8.0,,T5C 1J4,,MERIDITH,United States of America,NH,Owen,423.0
5.0,O,Halifax,,1-713-056-3491,,PharMerica,19923 MAIN AVENUE,Yau1656,35.0,5.0,M,122076.0,3.0,149515.0,90190,,HOLLI,United States of America,Saskatchewan,Yaung,635.0
,O,Alexandria,m,1-044-618-4589,B,AutoZone,17147 vaughan rue,Gol1657,10.0,5.0,W,372965.0,0.0,2727224.0,90166,,AZRA,United States of America,WA,Golka,648.0
4.0,O,Manchester,,1-982-234-2988,,Herman Miller,21182 keswick west,Gru1658,15.0,3.0,M,303356.0,5.0,3137795.0,10706,,Dominica,Canada,OH,Gruska,791.0
5.0,R,Santa Fe,m,1-242-897-1921,H,Wells Fargo,2939 chadbourne way,Man1659,,0.0,S,294404.0,8.0,3760773.0,91138,,Ehi,Canada,KY,Manolios,776.0
5.0,U,Bellevue,M,1-276-728-2298,,Tiffany & Co,14702 wainwright way,SOM1660,82.0,4.0,W,154738.0,10.0,1696300.0,36140,,Concettina,Canada,ID,SOMMERFELD,640.0
1.0,R,Hay River,,1-574-992-8766,,ConocoPhillips,10653 wishek road,cur1661,14.0,0.0,U,159707.0,4.0,3737794.0,40202,SUITE 274,Constantin,Canada,NH,currier,542.0
4.0,R,Fort Worth,F,1-067-494-4220,,Ashland,14243 river place road,COO1662,15.0,1.0,S,41562.0,5.0,2401847.0,95140,,devi,United States of America,Saskatchewan,COONEY,746.0
1.0,O,Sioux Falls,,1-310-942-8374,,Lam Research,22494 chimney rock avenue,Hys1663,29.0,0.0,U,428580.0,7.0,905123.0,97230,,kristine,United States of America,Newfoundland,Hyslop,676.0
1.0,O,Anchorage,,,,Broadcom,10136 ryder lower,Ket1664,78.0,,S,174339.0,8.0,,m2r 1f6,,Luping,United States of America,WY,Ketcheson,340.0
1.0,R,McAllen,f,1-537-213-2904,,R.H. Donnelley,4862 martin court,Dev1665,11.0,2.0,S,140733.0,6.0,,99654,,Syl,United States of America,WY,Devincenzi,339.0
5.0,O,Yellow Knife,,1-949-756-5365,,Kindred Healthcare,8228 hylan drive,Lep1666,75.0,3.0,S,267828.0,7.0,,M4l 1m4,,rogelio,Canada,AR,Lepage,408.0
0.0,O,Fairbanks,,,,Owens & Minor,8716 WORTHINGTON SOUTH,Mea1667,40.0,,U,,4.0,968593.0,33010,,BRIGIT,United States of America,AK,Meagher,449.0
5.0,O,Bellevue,,1-391-289-7760,,Wynn Resorts,1426 basswood avenue,OPL1668,3.0,0.0,M,364582.0,2.0,1193550.0,60756,,HESTER,United States of America,AK,OPLINGER,403.0
4.0,O,San Antonio,m,1-253-172-1766,,Sysco,4686 RAYMOND SOUTH,nat1669,33.0,0.0,S,,5.0,207023.0,31416,,mary-ann,United States of America,NC,nath,566.0
3.0,R,Mount Pearl,,1-542-914-9965,,Vectren,5940 malden park,Cal1670,73.0,1.0,M,468033.0,3.0,1990264.0,H5k 1q3,,Norine,United States of America,NJ,Caldwell,658.0
2.0,U,Sacramento,,1-447-661-0804,W,Great Atlantic & Pacific Tea,12777 pembrook lower,Mar1671,22.0,0.0,M,439120.0,5.0,992110.0,32254,,GOKUL-CHANDRA,Canada,GA,Marciniuk,434.0
2.0,R,Portland,f,1-430-788-0862,,Peabody Energy,19131 lullwood park,Cho1672,68.0,4.0,U,97001.0,9.0,2842887.0,90203,,Gokal,United States of America,AZ,Cholewinski,606.0
5.0,O,Eugene,,1-880-260-3062,,Penn National Gaming,3636 wroxton north,Liv1673,88.0,2.0,U,196086.0,2.0,3530642.0,T5D 1T9,,ROCH,United States of America,NV,Livek,378.0
0.0,O,Pueblo,,1-227-757-7307,,Community Health Systems,8886 chalmers upper,TAL1674,10.0,1.0,S,139221.0,3.0,1943917.0,79918,,Coriss,United States of America,Newfoundland,TALBOTT,668.0
0.0,O,Los Angeles,M,1-084-745-6387,,Zimmer Holdings,24268 hayden west,van1675,,5.0,D,334941.0,5.0,1432565.0,14608,,Vanda,United States of America,FL,vanderheyden,616.0
2.0,O,Fargo,,1-656-356-2378,H,Discovery Communications,22569 cole upper,Nie1676,47.0,2.0,M,479238.0,8.0,3251651.0,30358,,STACEE,United States of America,Newfoundland,Nielsen,478.0
0.0,O,Charlotte,F,,,CVS Caremark,23477 vessey way,OWE1677,30.0,1.0,U,247437.0,2.0,977588.0,90093,Suite 132,timmie,Canada,IN,OWENS,710.0
3.0,O,Oklahoma City,,1-858-742-2483,P,Supervalu,5277 CHAMBLEE DRIVE,Whi1678,23.0,1.0,W,57060.0,10.0,2909288.0,H2E 1X8,apt. 453,tiffany,United States of America,Saskatchewan,Whitman,543.0
1.0,U,Lubbock,,1-022-659-6413,,Teradata,1047 courtland lane,MON1679,68.0,2.0,U,332194.0,2.0,2039434.0,R3a 1m9,,myrna,United States of America,VA,MONTOUTE,329.0
4.0,O,Laredo,,1-255-299-9298,X,RPM International,9167 gardener court,VER1680,10.0,0.0,S,174989.0,8.0,2931648.0,94355,,HENK,United States of America,MT,VERHOEVEN,330.0
1.0,O,Lincoln,,1-974-241-6963,G,KBR,13142 vinson lane,WYM1681,14.0,0.0,W,61122.0,10.0,661067.0,20020,,aimil,United States of America,MI,WYMARD,549.0
3.0,R,Salt Lake City,,1-663-480-5987,U,Capital One Financial,16959 lacornia crescent,KAP1682,34.0,1.0,S,39656.0,4.0,938673.0,43659,,GEORGE,United States of America,Alberta,KAPSA,613.0
,O,Fort Worth,,,R,Health Net,15399 long avenue,tor1683,25.0,1.0,M,246866.0,3.0,2840325.0,80915,,Wen,United States of America,Prince Edward Island,tornes,765.0
1.0,O,Los Angeles,,1-963-796-1557,,Thermo Fisher Scientific,19873 wright avenue,Mat1684,77.0,4.0,M,,,2714847.0,10028,Apt. 437,NORALY,United States of America,Prince Edward Island,Matatall,809.0
1.0,R,Louisville,m,1-644-341-7080,,Enbridge Energy Partners,14286 main boulevard,Van1685,89.0,3.0,S,105639.0,7.0,470906.0,85740,,claretta,United States of America,AR,Van schouwen,768.0
1.0,O,Fargo,F,1-829-489-2859,,,22632 country road,fol1686,88.0,1.0,M,187081.0,1.0,2723734.0,63119,,rachel,United States of America,MI,follmer,
1.0,O,Moncton,m,1-869-936-8210,,Navistar International,20093 canterbury way,hog1687,77.0,2.0,S,172646.0,2.0,974511.0,99214,,heinz,United States of America,ID,hogeboom,
2.0,O,Norfolk,,1-725-660-9687,,Dillard's,351 granada west,ANT1688,77.0,0.0,M,205980.0,1.0,178788.0,h5i 1r1,,christabella,United States of America,Saskatchewan,ANTOFT,
2.0,O,Fort Smith,F,1-777-863-7024,,International Assets Holding,10176 pinesap court,Hof1689,1.0,0.0,S,350863.0,1.0,163516.0,30387,Suite 285,EMYLEE,Canada,RI,Hoffmeister,401.0
0.0,O,Long Beach,,1-603-390-8791,,IMS Health,17933 flores avenue,Jaf1690,19.0,4.0,W,269661.0,,3789614.0,T5B 1M3,,Cycelia,United States of America,KY,Jaffer,740.0
0.0,O,Iqaluit,M,1-698-328-4742,,Mirant,9094 pine upper,Bov1691,99.0,4.0,U,66545.0,8.0,2372376.0,75248,,roderick,United States of America,Saskatchewan,Bovenizer,727.0
4.0,R,Oakland,,1-161-889-8284,,Burlington Northern Santa Fe,2116 whistler upper,Ban1692,3.0,5.0,M,272687.0,6.0,534047.0,30321,,KAMYAR,United States of America,NJ,Banerjee,458.0
4.0,O,Brownsville,,1-057-158-2731,J,Commercial Metals,2923 navarro lower,Dug1693,34.0,2.0,U,430624.0,1.0,3412264.0,99215,apt. 803,Sephira,United States of America,IA,Duggan,412.0
5.0,R,Las Vegas,,1-409-105-4971,,Medtronic,6526 snyder rue,Hea1694,74.0,3.0,M,399038.0,2.0,3331358.0,53754,,MAMI,United States of America,New Brunswick,Hearnden,328.0
1.0,O,Abilene,f,1-773-154-9142,,FirstEnergy,6454 kiel upper,lew1695,60.0,0.0,S,198213.0,3.0,674289.0,90238,,Woodline,Canada,GA,lewek,369.0
3.0,O,Jackson,,1-389-966-0349,,AGCO,8825 AMHERST DRIVE,gau1696,48.0,2.0,W,,0.0,1840996.0,94113,,Nevil,United States of America,SC,gaughan,524.0
1.0,U,Winnipeg,F,1-781-516-0268,,Schering-Plough,673 EDLOE PARK,Mcc1697,67.0,0.0,M,148353.0,3.0,671677.0,35259,,LILLI,United States of America,OK,Mccullogh,367.0
3.0,R,Fort Worth,f,1-821-873-7772,D,Valassis Communications,2097 HARRIS WEST,lac1698,35.0,2.0,M,378622.0,8.0,2177421.0,95051,,Usman,United States of America,SD,lacoste,836.0
4.0,O,Columbia,,,,Anixter International,22498 smithdale avenue,PIL1699,54.0,2.0,W,346372.0,9.0,2393402.0,19057,,Martelle,United States of America,IL,PILLMAN,719.0
2.0,O,Hay River,F,1-927-226-1923,,Systemax,22506 shelter drive,Chr1700,2.0,5.0,S,328438.0,4.0,809896.0,V6m 1w7,,DEVAN,United States of America,GA,Chrisman,704.0
0.0,O,Minneapolis,F,1-123-641-4731,,Kohl's,20744 gene way,RIS1701,68.0,4.0,U,64723.0,4.0,974925.0,93820,,Japan,United States of America,NY,RIST,399.0
5.0,O,Bridgeport,M,1-013-661-1962,,,14783 saunders upper,ANN1702,,3.0,W,495099.0,6.0,3364968.0,19206,,dis,United States of America,GA,ANNABLE,637.0
4.0,R,Rockford,F,1-855-494-0233,,Danaher,20441 pinto park,kim1703,76.0,,S,472180.0,5.0,849778.0,77024,,Leigh,United States of America,WA,kimbrough,614.0
4.0,R,Waterbury,,1-449-109-1566,P,General Cable,14470 langdon west,WAI1704,35.0,4.0,U,384275.0,9.0,2295559.0,H6d 1y4,,Annora,Canada,NC,WAINES,546.0
5.0,R,Cheyenne,M,1-477-907-8126,,Owens & Minor,10176 pinesap court,Fil1705,4.0,3.0,U,273331.0,4.0,390100.0,48310,,HUY,United States of America,FL,Filkins,319.0
,R,Sandy,,1-380-165-5667,,KB Home,16511 yamato lower,Don1706,82.0,2.0,M,297539.0,2.0,1230099.0,27101,,ren,United States of America,NJ,Donohue,701.0
2.0,U,Yellow Knife,f,1-498-198-4946,N,,20710 lee drive,WOO1707,70.0,0.0,D,313339.0,1.0,2009921.0,06504,,Mail,United States of America,New Brunswick,WOODHALL,612.0
1.0,O,Peoria,M,1-267-067-4151,K,Occidental Petroleum,5385 young west,ump1708,90.0,0.0,M,164847.0,9.0,31399.0,21210,,elsbeth,United States of America,UT,umphres,347.0
0.0,O,San Antonio,f,1-616-008-4954,,Legg Mason,509 davie avenue,DUN1709,89.0,1.0,W,155080.0,8.0,,45267,,lingyan,United States of America,MD,DUNSTAN,438.0
5.0,U,Kansas City,M,1-435-148-8092,,,9633 hawkins street,Car1710,34.0,5.0,D,254582.0,9.0,1112628.0,H6c 1y6,Apt. 594,Isadora,Canada,AL,Carriere,
0.0,R,McAllen,,1-832-080-7702,,URS,17509 REINA EAST,Chu1711,30.0,4.0,M,155527.0,0.0,3605130.0,92805,,ANNARBOR,Canada,ID,Churchill,454.0
4.0,O,Sterling Heights,f,1-836-067-8824,,ConAgra Foods,20796 dolores drive,Jen1712,33.0,3.0,S,376223.0,6.0,1746793.0,94472,,martina,United States of America,MA,Jensenworth,837.0
2.0,O,Thousand Oaks,,,,W.W. Grainger,2132 meadow lake upper,GRO1713,94.0,0.0,D,25554.0,8.0,3358713.0,H5j 1p6,,scptest,United States of America,RI,GROSSUTTI,365.0
4.0,O,Paterson,,1-609-469-4186,M,Securian Financial Group,23788 linden drive,Car1714,3.0,2.0,M,435351.0,6.0,195040.0,93004,,Jurg,United States of America,ID,Carden,347.0
4.0,R,Irving,,1-204-207-1596,,Seaboard,23223 woodlawn upper,not1715,73.0,0.0,M,270257.0,6.0,327900.0,70177,,Natty,Canada,NY,notley,318.0
1.0,O,Frederick,m,1-549-632-7013,,CBS,9804 stratton court,Bla1716,10.0,0.0,M,39062.0,0.0,2976753.0,47724,,Gladys,United States of America,CA,Blair,362.0
5.0,O,Philadelphia,,1-795-319-5833,V,United Stationers,23411 MADISON SOUTH,lle1717,48.0,3.0,M,338038.0,6.0,214385.0,V6d 1q5,apt. 293,peder,United States of America,SD,llewellyn,424.0
4.0,O,Rockford,,1-980-266-0033,,Lender Processing Services,7903 WESTERLEY PARK,bri1718,80.0,2.0,,88086.0,4.0,2990246.0,61601,Apt. 99,SIR,United States of America,SC,britman,636.0
1.0,O,Paterson,,1-880-958-9657,,Murphy Oil,12416 lenwood lane,Bou1719,3.0,4.0,S,478317.0,7.0,2173372.0,v6q 1s4,,aniko,United States of America,Prince Edward Island,Bourlet,807.0
1.0,R,Elizabeth,M,1-311-117-7895,M,Dole Food,24250 summer south,hu1720,53.0,0.0,D,441744.0,8.0,2495685.0,30382,,Hing,United States of America,SC,hu,453.0
4.0,O,Edmonton,,1-681-878-2769,M,Kinetic Concepts,17183 watts avenue,Wid1721,64.0,,,316360.0,6.0,1298559.0,93888,,micheline,United States of America,UT,Widdis,553.0
2.0,O,St. Paul,m,1-971-525-0125,C,Crosstex Energy,14754 woodview east,MOB1722,15.0,2.0,,222301.0,5.0,2570364.0,63111,Apt. 962,jesus,United States of America,DC,MOBLEY,836.0
5.0,U,Topeka,F,1-729-980-1798,B,Vulcan Materials,7217 wise lower,Bie1723,51.0,0.0,D,114379.0,3.0,2752826.0,94483,,BRITTE,United States of America,Ontario,Bielby,602.0
2.0,O,Nashville,,1-577-438-1116,,Wal-Mart Stores,15966 sanders lane,Gla1724,52.0,3.0,S,42598.0,9.0,3247977.0,M4J 1M9,,christie,United States of America,Alberta,Glasgow,667.0
4.0,O,Bridgeport,f,1-527-136-7705,H,Dover,23639 purdue rue,Hum1725,15.0,2.0,S,31414.0,0.0,2817367.0,E7N 1J6,APT. 200,Feliza,Canada,Ontario,Humes,371.0
0.0,O,Livonia,f,1-384-107-7418,N,,10484 WAVERLY ROAD,Uda1726,78.0,5.0,D,84028.0,6.0,3527886.0,92058,,BRINN,United States of America,VA,Udayasekaran,501.0
0.0,O,Fort Wayne,,1-984-213-9188,,Vought Aircraft Industries,23788 linden drive,Pur1727,15.0,5.0,W,479514.0,2.0,1397842.0,T5A 1P9,Apt. 290,Idalia,Canada,NJ,Purington,588.0
4.0,U,Atlanta,,1-886-271-1668,,Vulcan Materials,1899 malden way,Fri1728,26.0,5.0,S,225328.0,10.0,906724.0,v6j 1u6,,lotti,United States of America,UT,Frierson,460.0
3.0,O,Edmonton,m,1-349-208-4354,,Herman Miller,16068 cantey way,Koh1729,17.0,0.0,D,462202.0,9.0,,70187,,DOMENIGA,Canada,LA,Kohm,302.0
3.0,R,New Haven,m,1-514-274-8934,,CUNA Mutual Group,19940 GOLD CREST PARK,spa1730,27.0,5.0,S,191020.0,4.0,,77121,,KARIOTTA,United States of America,WV,sparacio,836.0
2.0,O,Santa Ana,,1-612-458-2371,G,Newmont Mining,10856 kelvin upper,Tar1731,0.0,2.0,S,451551.0,4.0,3515704.0,V6x 1p4,,wenda,Canada,MN,Tarquinio,755.0
,O,Nashville,f,1-019-366-7763,,Eli Lilly,24301 fulton north,Vie1732,23.0,2.0,M,413045.0,6.0,,60756,,Eben,United States of America,WA,Viens,674.0
1.0,R,Mount Pearl,,1-606-032-5535,,Home Depot,18815 WASHINGTON WEST,par1733,,2.0,U,137297.0,9.0,3981423.0,46216,,AAREN,Canada,OR,parkash,655.0
3.0,O,Alexandria,,1-570-350-8647,,Perrigo,12709 wycliffe crescent,Bea1734,25.0,3.0,W,379089.0,7.0,662896.0,90502,,Jossine,United States of America,CA,Beal,350.0
3.0,R,Overland Park,,1-024-294-5529,,US Airways Group,4544 durand crescent,Kra1735,36.0,2.0,M,209298.0,8.0,1131241.0,H2b 1z2,,Pojanart,United States of America,WI,Krauel,443.0
1.0,R,Modesto,,1-103-929-4342,A,Total System Services,21064 NOLAN WEST,Hut1736,12.0,3.0,D,284105.0,0.0,738393.0,95158,,JAYNE,United States of America,RI,Hutchins,556.0
3.0,O,Regina,m,1-343-847-9978,,Hershey,8980 orinda east,Cob1737,73.0,5.0,M,74013.0,8.0,3931539.0,30303,,Reagan,Canada,Alberta,Cobran,597.0
0.0,R,Worcester,,1-986-228-2266,Q,Thomas & Betts,22261 greenhill avenue,Emm1738,51.0,4.0,M,399025.0,3.0,1859967.0,94287,,Housseini,United States of America,IN,Emmott,351.0
3.0,O,Sacramento,M,1-971-017-6369,,Nike,16692 REGENCY UPPER,Ano1739,65.0,5.0,S,329227.0,5.0,2240719.0,m9f 1u4,,AUDREY,United States of America,VA,Anolik,819.0
,O,Augusta,M,1-505-106-4641,,Pepsi Bottling,13590 westover east,mye1740,57.0,2.0,M,192547.0,1.0,11227.0,60735,,Neetu,United States of America,DC,myers-pillsworth,811.0
3.0,O,Thousand Oaks,,1-308-636-3064,E,Wynn Resorts,9341 gaylord avenue,Coy1741,11.0,4.0,M,94908.0,10.0,2914099.0,95239,,Thompson,United States of America,AK,Coyne,301.0
4.0,O,Hay River,F,1-661-319-0010,,National Fuel Gas,2583 CLOWER SOUTH,Cob1742,39.0,0.0,D,432388.0,5.0,2544376.0,85039,,Adara,Canada,ID,Cobban,588.0
,O,Columbus,,1-154-301-2372,,Sentry Insurance Group,458 cormorant road,Sai1743,74.0,,M,22519.0,1.0,3918317.0,14218,,Ngai,United States of America,NH,Sainsbury,754.0
5.0,R,Reno,,1-596-399-2359,,Teradata,12630 parkinson north,TID1744,2.0,1.0,U,66795.0,2.0,3235152.0,V6U 1T4,,Madella,United States of America,SC,TIDBALL,657.0
0.0,O,Bridgeport,M,,,Diebold,22963 hanover road,Shr1745,23.0,3.0,W,,8.0,2114189.0,H6D 1W2,,Thi-cuc,Canada,NV,Shrieves,547.0
2.0,O,Raleigh,M,1-198-470-8829,Q,Delta Air Lines,23033 wycliffe way,Mur1746,31.0,4.0,M,269032.0,4.0,935874.0,T5A 1X4,,KRYSTALLE,United States of America,SC,Murdoch,711.0
2.0,O,Fort Collins,,1-897-554-1622,,Barnes & Noble,503 northshore park,Wis1747,,5.0,,325729.0,10.0,1759232.0,V6d 1q7,,AMALITA,Canada,HI,Wiseman,431.0
2.0,U,Chesapeake,,1-728-552-3494,,Ameren,11309 amsterdam south,jew1748,92.0,3.0,U,53032.0,3.0,2031760.0,85093,,EVANGELIA,United States of America,HI,jew,554.0
0.0,O,Detroit,,1-385-885-8107,,Bank of America Corp.,15065 bellaire crescent,Pap1749,76.0,1.0,W,489113.0,2.0,1322099.0,e7o 1f7,,Ankie,Canada,CT,Papp,774.0
