prospect_AgID,prospect_Coun,prospect_Ag,prospect_Ge,prospect_Pho,prospect_Em,prospect_Sta,prospect_NumCrCar,prospect_MiInit,prospect_MarSt,prospect_NuCa,prospect_Ci,prospect_Inc,prospect_NumChi,prospect_CrRa,prospect_OORF,prospect_NWo
Hei1843,United States of America,92.0,F,1-152-449-4216,NII Holdings,NH,5.0,,U,3.0,St. Catharines,472095.0,4.0,371.0,O,622012.0
Chi1844,United States of America,87.0,M,1-110-137-0398,FMC Technologies,IN,1.0,B,M,2.0,Colorado Springs,313395.0,5.0,388.0,O,3137134.0
HAR1845,United States of America,83.0,,1-439-500-9798,ManTech International,KS,,,M,0.0,Pembroke Pines,113239.0,2.0,696.0,U,3126571.0
Lop1846,Canada,87.0,f,1-022-101-9826,ON Semiconductor,CA,0.0,C,U,0.0,El Paso,119690.0,2.0,697.0,O,3260857.0
MUT1847,United States of America,62.0,f,1-537-401-0238,Harrah's Entertainment,MD,3.0,K,S,2.0,Springfield,388725.0,4.0,688.0,O,2818705.0
tru1848,United States of America,22.0,,1-009-776-5456,,VT,2.0,Z,S,4.0,Orlando,372213.0,5.0,576.0,O,3348276.0
Kee1849,United States of America,14.0,,1-400-321-8985,Nucor,ID,8.0,U,M,1.0,Lansing,54433.0,4.0,765.0,O,390507.0
Sib1850,United States of America,,m,1-660-729-9318,C.H. Robinson Worldwide,NJ,4.0,,S,5.0,Raleigh,221429.0,5.0,,R,2687759.0
Rod1851,United States of America,40.0,f,1-699-935-3017,Airtran Holdings,CO,1.0,H,S,2.0,Casper,499137.0,3.0,346.0,R,2845075.0
Hol1852,United States of America,27.0,f,1-613-546-7635,,ND,3.0,F,S,4.0,Louisville,110966.0,1.0,430.0,O,3310264.0
pot1853,United States of America,64.0,,1-855-775-0545,United Rentals,CA,7.0,,M,3.0,Tallahassee,464920.0,3.0,481.0,,766546.0
Rag1854,United States of America,26.0,M,1-525-684-5781,Boise Cascade Holdings,Alberta,8.0,,M,,Stamford,182553.0,5.0,566.0,U,2204931.0
ume1855,United States of America,53.0,,1-612-577-9612,Cinemark Holdings,Ontario,6.0,O,M,4.0,Springfield,304022.0,0.0,761.0,O,1612371.0
Jcs1856,United States of America,37.0,,,Nasdaq OMX Group,UT,0.0,,M,1.0,Rochester,71693.0,5.0,532.0,O,550443.0
Spo1857,United States of America,70.0,,1-049-590-8554,Mirant,MS,,V,M,0.0,Burlington,127163.0,2.0,727.0,R,309862.0
Whi1858,United States of America,11.0,,1-112-858-9594,E*Trade Financial,HI,5.0,,,1.0,Sunnyvale,85614.0,5.0,706.0,O,539112.0
nic1859,United States of America,81.0,F,1-193-996-3384,"Toys ""R"" Us",LA,5.0,N,S,0.0,Santa Ana,,0.0,781.0,,3422169.0
Gob1860,United States of America,12.0,,1-905-512-3236,SLM,CT,4.0,,M,0.0,Evansville,172591.0,1.0,,O,1215514.0
Mac1861,United States of America,32.0,,1-913-052-2172,Omnicare,UT,0.0,V,M,0.0,Salinas,171376.0,2.0,777.0,O,2580056.0
SYL1862,United States of America,6.0,F,1-394-734-5791,Navistar International,MD,0.0,,D,2.0,Tampa,321338.0,5.0,587.0,O,1213893.0
das1863,United States of America,72.0,,,Insight Enterprises,British Columbia,0.0,,W,1.0,Gary,398897.0,1.0,,O,1869894.0
Eis1864,United States of America,,,1-413-604-3746,Expeditors International,CA,3.0,K,D,5.0,Corona,40064.0,1.0,630.0,O,3692597.0
vir1865,United States of America,18.0,,1-425-493-8607,Jones Financial,NE,0.0,,U,3.0,Detroit,,3.0,466.0,O,1559663.0
MCF1866,United States of America,39.0,,1-985-599-3440,Massey Energy,ME,7.0,,U,0.0,Corpus Christi,63890.0,1.0,635.0,R,1369175.0
SEA1867,United States of America,41.0,m,1-650-980-5910,Kohl's,NC,0.0,,M,5.0,Tacoma,280094.0,5.0,652.0,O,2111124.0
rah1868,United States of America,4.0,,1-463-428-6155,AptarGroup,ME,7.0,,U,5.0,Erie,290837.0,0.0,386.0,U,1474462.0
lei1869,United States of America,,f,1-332-026-7039,Metals USA Holdings,Manitoba,6.0,C,M,0.0,Hampton,32286.0,0.0,800.0,R,1643864.0
Tri1870,United States of America,1.0,f,1-499-446-8723,Kraft Foods,MN,0.0,,U,0.0,Winnipeg,207088.0,0.0,670.0,O,3324951.0
Mis1871,United States of America,27.0,,1-408-624-7279,Alliance Data Systems,DE,7.0,,M,2.0,Sandy,119235.0,2.0,700.0,,3981142.0
mar1872,Canada,19.0,M,1-568-216-9463,,DE,6.0,,U,0.0,Houston,274051.0,2.0,571.0,O,2108215.0
gle1873,Canada,86.0,,1-046-306-7107,Celgene,OR,10.0,P,S,3.0,Newport News,415585.0,,835.0,R,3509949.0
bar1874,United States of America,62.0,m,1-929-648-9392,USG,IA,6.0,,S,0.0,Mount Pearl,176653.0,3.0,692.0,R,1495631.0
Kel1875,United States of America,11.0,f,1-253-271-3001,Conseco,Saskatchewan,6.0,,M,1.0,Seattle,368766.0,5.0,488.0,O,3845295.0
new1876,United States of America,,f,1-540-948-2988,Community Health Systems,OH,,,,4.0,Honolulu,455031.0,4.0,411.0,O,509951.0
Bor1877,United States of America,1.0,,1-137-669-0376,DISH Network,IA,1.0,,S,2.0,Santa Ana,464987.0,0.0,,O,
Fri1878,United States of America,2.0,F,,Procter & Gamble,MN,,,M,3.0,Cedar Rapids,77108.0,1.0,764.0,U,
THA1879,United States of America,15.0,F,1-231-146-9429,AbitibiBowater,NE,0.0,,,0.0,Simi Valley,498134.0,4.0,675.0,R,2798554.0
San1880,United States of America,23.0,,1-022-348-9665,Dominion Resources,VT,2.0,,S,,Atlanta,127769.0,0.0,,O,2788608.0
Hug1881,United States of America,43.0,m,1-583-657-4202,NV Energy,LA,5.0,,M,5.0,Riverside,87256.0,2.0,719.0,R,733800.0
Hic1882,United States of America,10.0,M,1-968-155-5632,,WV,10.0,,S,3.0,Milwaukee,300839.0,,,O,212488.0
Der1883,Canada,85.0,,1-580-956-2715,Watson Pharmaceuticals,Quebec,3.0,,M,4.0,Eugene,492873.0,5.0,587.0,O,1367618.0
sou1884,United States of America,45.0,M,1-002-202-2759,Sun Microsystems,LA,7.0,,U,0.0,Thousand Oaks,497274.0,,,O,1152109.0
Bri1885,United States of America,87.0,F,1-234-455-9427,Lam Research,IA,0.0,,M,5.0,Santa Rosa,492890.0,1.0,819.0,R,
eis1886,United States of America,34.0,m,1-700-474-9815,NiSource,GA,4.0,,U,0.0,Arlington,357036.0,5.0,529.0,O,661081.0
bil1887,United States of America,28.0,f,1-648-214-4241,Ameriprise Financial,SC,2.0,,S,3.0,Vallejo,312978.0,2.0,344.0,U,1523576.0
Bri1888,United States of America,67.0,m,1-389-543-7460,Avis Budget Group,NE,0.0,G,S,2.0,Raleigh,348497.0,5.0,,R,750105.0
Van1889,United States of America,44.0,,1-097-094-2987,Eaton,Quebec,9.0,,,4.0,Fort Wayne,489382.0,4.0,597.0,O,3548934.0
Jar1890,United States of America,63.0,,1-342-555-4679,CACI International,VT,2.0,,D,1.0,Ann Arbor,420495.0,5.0,517.0,O,831484.0
CAR1891,United States of America,82.0,,1-551-586-7369,CUNA Mutual Group,Nova Scotia,1.0,W,M,5.0,Albuquerque,277612.0,4.0,815.0,O,1660829.0
FRI1892,Canada,12.0,,1-364-697-9792,Merrill Lynch,VA,10.0,,M,1.0,Portland,444360.0,4.0,577.0,O,1973501.0
MOR1893,United States of America,85.0,M,1-851-718-2640,Cummins,PA,1.0,,S,4.0,Amarillo,452874.0,0.0,342.0,U,1874107.0
RUN1894,United States of America,6.0,,1-970-197-1062,AutoNation,HI,,F,W,4.0,Great Falls,42180.0,,751.0,O,1355982.0
SHI1895,United States of America,,F,1-788-993-2148,Unum Group,CA,4.0,M,M,4.0,Vallejo,16312.0,0.0,656.0,,1424068.0
Ema1896,United States of America,81.0,M,1-614-186-9938,AptarGroup,Nova Scotia,10.0,,U,0.0,Stockton,278991.0,,434.0,R,2505978.0
Bar1897,United States of America,96.0,,1-541-847-2551,State Farm Insurance Cos.,SD,2.0,,W,2.0,Tempe,238951.0,,537.0,,770494.0
bal1898,United States of America,,,1-934-200-1121,Atmos Energy,Saskatchewan,2.0,,M,3.0,Montpelier,159998.0,2.0,833.0,R,2349216.0
dem1899,Canada,100.0,m,1-861-784-9645,General Motors,MD,6.0,,S,5.0,Regina,56344.0,1.0,580.0,O,414115.0
Pip1900,Canada,93.0,M,1-981-298-0629,Rite Aid,Alberta,5.0,X,U,4.0,Fullerton,442409.0,3.0,500.0,O,1619683.0
CHA1901,United States of America,24.0,,1-173-834-1507,Prudential Financial,OK,7.0,Z,D,5.0,Dayton,453340.0,4.0,575.0,O,634477.0
Lup1902,United States of America,70.0,,1-124-907-0166,,NC,3.0,,D,2.0,Durham,476343.0,1.0,535.0,O,775265.0
Bur1903,Canada,39.0,,1-249-910-3550,Southern Union,SD,8.0,T,U,3.0,Cedar Rapids,84071.0,1.0,786.0,O,1958385.0
tol1904,United States of America,13.0,F,1-423-145-8213,,PA,1.0,,S,0.0,Winston-Salem,111908.0,1.0,318.0,O,3044067.0
Dir1905,United States of America,69.0,,1-317-810-8784,Intuit,Nova Scotia,9.0,,M,5.0,Vancouver,276511.0,2.0,616.0,R,1919783.0
MAL1906,Canada,40.0,M,1-974-283-2412,Autodesk,AK,3.0,,,4.0,Shreveport,427771.0,3.0,631.0,O,547286.0
Sal1907,United States of America,97.0,,1-990-914-9609,BB&T Corp.,NC,0.0,R,U,4.0,Charleston,332036.0,0.0,778.0,O,629201.0
llo1908,United States of America,84.0,,1-122-431-9180,,NV,8.0,,W,0.0,Kitchener,484209.0,4.0,340.0,O,3899231.0
Swa1909,United States of America,62.0,,1-530-264-0711,Reliant Energy,ME,4.0,M,D,4.0,Simi Valley,6459.0,,330.0,O,3794142.0
Iko1910,Canada,78.0,,1-216-099-3048,Bank of New York Mellon Corp.,MT,6.0,I,S,3.0,Nashville,108574.0,,830.0,O,2757498.0
Sch1911,United States of America,12.0,m,1-091-529-0365,Oshkosh,MT,6.0,,U,3.0,Philadelphia,117797.0,0.0,685.0,,191628.0
Pau1912,Canada,35.0,,1-718-362-2865,Aleris International,GA,0.0,M,D,3.0,Baton Rouge,499499.0,1.0,,O,1007328.0
Ver1913,United States of America,42.0,,1-029-083-7846,,NJ,5.0,,U,1.0,Macon,417841.0,5.0,701.0,O,
AKH1914,United States of America,65.0,,1-402-716-3406,Burlington Northern Santa Fe,MA,9.0,,W,4.0,Torrance,188532.0,4.0,765.0,O,312515.0
Alf1915,United States of America,58.0,,1-319-313-3854,R.R. Donnelley & Sons,HI,4.0,,D,2.0,Hayward,141360.0,5.0,443.0,O,447775.0
Dan1916,United States of America,75.0,,1-342-311-0648,Inergy Holdings,VT,4.0,,M,5.0,San Buenaventura,431809.0,5.0,635.0,O,1078707.0
Baz1917,United States of America,33.0,,1-588-477-5657,Integrys Energy Group,MT,2.0,A,U,2.0,Austin,103473.0,3.0,334.0,O,3729963.0
Ben1918,United States of America,26.0,f,1-688-048-3535,Viacom,IA,2.0,,M,5.0,Norfolk,425972.0,2.0,,U,685506.0
Cot1919,United States of America,65.0,M,1-822-565-4548,Liz Claiborne,NC,10.0,P,U,,Dayton,39392.0,1.0,380.0,O,2479791.0
Hal1920,Canada,4.0,m,1-308-302-5380,Brightpoint,CT,1.0,,U,3.0,Windsor,253030.0,1.0,548.0,O,2039999.0
HIL1921,United States of America,4.0,f,1-035-200-9101,Alliant Techsystems,CO,1.0,,U,2.0,Sydney,11075.0,2.0,843.0,O,2197998.0
Woo1922,United States of America,9.0,,1-515-476-6618,BJ's Wholesale Club,MT,3.0,W,M,1.0,Coral Springs,102804.0,4.0,520.0,R,3111627.0
BON1923,Canada,40.0,m,1-414-212-3750,Fluor,WA,7.0,,M,4.0,Rockford,169558.0,1.0,695.0,O,
MEA1924,United States of America,56.0,,1-406-519-6282,Starwood Hotels & Resorts,OH,,,M,2.0,Inglewood,145345.0,1.0,816.0,O,3892287.0
Pra1925,United States of America,,,1-558-423-6852,Tractor Supply,Ontario,3.0,Z,D,,Jersey City,218371.0,0.0,,O,3655638.0
Mac1926,United States of America,87.0,f,1-194-463-0294,MeadWestvaco,ID,1.0,U,U,2.0,Knoxville,330356.0,1.0,694.0,R,1229355.0
GAR1927,United States of America,1.0,f,1-888-549-6286,Devon Energy,IL,8.0,I,M,5.0,Orange,242592.0,0.0,350.0,O,1082733.0
Gaf1928,United States of America,46.0,,1-088-462-5150,Tesoro,AZ,,,M,,Shreveport,348664.0,5.0,419.0,O,2707278.0
bag1929,United States of America,100.0,f,1-513-008-7903,NewPage Holding,ME,3.0,,,2.0,Mesquite,277118.0,3.0,781.0,U,3771535.0
Bli1930,United States of America,19.0,,1-673-352-8944,Centene,KY,8.0,E,M,0.0,Mount Pearl,82034.0,3.0,566.0,O,
New1931,Canada,44.0,,1-846-754-0309,ConAgra Foods,TN,8.0,,S,0.0,Macon,30529.0,4.0,540.0,O,3229114.0
sto1932,United States of America,15.0,f,1-323-670-7410,Freddie Mac,NE,0.0,,S,4.0,Fayetteville,426242.0,3.0,403.0,R,256001.0
Soc1933,United States of America,38.0,,,Washington Post,TX,3.0,,M,4.0,Independence,12152.0,4.0,505.0,R,1333141.0
sin1934,Canada,12.0,f,1-988-157-7398,PetSmart,CO,3.0,,M,2.0,Manchester,108191.0,0.0,773.0,O,731227.0
Mon1935,United States of America,80.0,,,Harrah's Entertainment,VT,6.0,,D,1.0,Alexandria,132517.0,1.0,569.0,O,
MCA1936,United States of America,58.0,F,1-552-864-5403,Beazer Homes USA,AL,8.0,,W,1.0,Worcester,379318.0,3.0,617.0,O,3604250.0
mat1937,United States of America,17.0,R,1-398-306-5487,AMC Entertainment,MO,1.0,,S,1.0,Baton Rouge,396516.0,1.0,719.0,O,451818.0
deb1938,United States of America,18.0,,1-613-932-0450,Worthington Industries,SD,6.0,F,S,1.0,Independence,436798.0,2.0,503.0,U,2134755.0
Wal1939,United States of America,82.0,,1-160-309-1756,World Fuel Services,AR,8.0,,U,,Hartford,226990.0,4.0,318.0,R,2145617.0
Dea1940,United States of America,13.0,,1-067-440-0531,Michaels Stores,Newfoundland,10.0,N,M,3.0,Whitehorse,,0.0,748.0,O,783144.0
BUR1941,United States of America,55.0,,1-521-327-4149,Donaldson,MD,4.0,S,M,4.0,Augusta,161188.0,3.0,325.0,O,
nak1942,Canada,47.0,,1-077-325-6070,Great Atlantic & Pacific Tea,LA,1.0,P,S,0.0,Winnipeg,248338.0,0.0,516.0,O,3326081.0
Mcg1943,United States of America,86.0,F,1-567-207-1090,Leap Wireless International,Newfoundland,4.0,,M,1.0,Waterbury,491219.0,5.0,558.0,O,1978845.0
mgm1944,United States of America,13.0,,1-781-180-7696,L-3 Communications,Alberta,10.0,T,S,2.0,Durham,360082.0,4.0,,O,
ben1945,United States of America,49.0,,1-734-572-3967,Comerica,Saskatchewan,10.0,,,5.0,Montpelier,196571.0,0.0,758.0,O,2718234.0
don1946,United States of America,12.0,F,1-625-770-1177,PetSmart,WI,3.0,,M,,Evansville,82154.0,4.0,472.0,R,607042.0
Gre1947,United States of America,70.0,F,1-823-418-4867,,PA,10.0,E,M,4.0,McAllen,174553.0,3.0,816.0,O,1884742.0
sen1948,United States of America,76.0,F,1-752-390-5436,Frontier Oil,MN,9.0,,M,1.0,Indianapolis,111881.0,3.0,500.0,U,1056693.0
MAY1949,Canada,24.0,,1-546-223-1042,Raymond James Financial,MN,9.0,,D,5.0,Modesto,68674.0,4.0,322.0,O,1230632.0
wal1950,United States of America,68.0,,1-782-561-9827,Albemarle,NM,9.0,,M,2.0,Carrollton,304243.0,0.0,602.0,O,2644922.0
BRA1951,United States of America,97.0,m,1-304-003-4426,Mutual Life Insurance,KY,4.0,,U,0.0,Anchorage,233006.0,3.0,796.0,O,
Woo1952,United States of America,69.0,,1-723-405-8793,Guardian Life Ins. Co.,NV,7.0,T,M,2.0,Provo,300836.0,,724.0,R,1629724.0
riv1953,United States of America,99.0,,1-674-158-9176,KeyCorp,NH,,,,5.0,Akron,44532.0,5.0,542.0,O,842723.0
Moh1954,United States of America,6.0,m,1-217-401-1576,Brookdale Senior Living,UT,6.0,,W,4.0,St. Catharines,448275.0,4.0,620.0,U,1470475.0
mur1955,United States of America,53.0,F,1-473-114-4043,Burlington Coat Factory,DE,0.0,,M,4.0,San Bernardino,390876.0,4.0,752.0,O,3937526.0
asc1956,Canada,57.0,,1-688-933-2894,Telephone & Data Systems,KY,10.0,V,M,2.0,San Bernardino,221461.0,0.0,350.0,,436734.0
ste1957,United States of America,11.0,m,1-643-687-3942,Cytec Industries,Nova Scotia,4.0,,U,2.0,Waterbury,424080.0,0.0,420.0,R,1854812.0
Hof1958,United States of America,83.0,,1-298-644-8433,NBTY,WV,10.0,,U,3.0,Billings,71600.0,2.0,791.0,O,1618049.0
Sha1959,United States of America,84.0,F,1-214-427-4746,Sunrise Senior Living,DC,1.0,,S,0.0,Fargo,,0.0,770.0,O,2326806.0
Til1960,United States of America,90.0,F,1-693-050-9223,BearingPoint,NV,2.0,B,U,1.0,Manchester,279277.0,0.0,697.0,R,1650029.0
Bor1961,United States of America,25.0,f,1-345-867-6252,Chesapeake Energy,NH,10.0,J,M,5.0,London,409808.0,3.0,,O,2791494.0
bon1962,United States of America,73.0,m,1-484-878-9312,Fidelity National Information,NC,10.0,,D,0.0,Hampton,304965.0,5.0,343.0,O,3254999.0
sch1963,United States of America,82.0,F,1-950-730-7231,UnitedHealth Group,DC,8.0,X,U,2.0,Orlando,373847.0,5.0,849.0,R,359209.0
Cru1964,United States of America,41.0,,1-631-081-7302,Affinia Group Intermediate,Quebec,10.0,J,S,4.0,Beaumont,129885.0,3.0,819.0,O,2980574.0
cow1965,United States of America,85.0,M,1-292-332-0391,Calumet Specialty Products,AL,0.0,V,W,3.0,Raleigh,22849.0,2.0,459.0,R,3238498.0
Kan1966,United States of America,43.0,F,1-057-515-8686,CB Richard Ellis Group,NJ,9.0,P,S,0.0,West Covina,182042.0,1.0,515.0,R,3316471.0
Hil1967,United States of America,81.0,m,1-751-328-7391,,MI,9.0,,U,3.0,Louisville,343516.0,,370.0,O,1374541.0
Sri1968,United States of America,16.0,,1-286-140-5181,LandAmerica Financial Group,KS,10.0,,M,2.0,Idaho Falls,217972.0,3.0,846.0,O,387549.0
MAS1969,United States of America,2.0,f,1-456-177-2457,Packaging Corp. of America,NE,9.0,,S,2.0,Little Rock,353180.0,0.0,649.0,U,
SER1970,United States of America,77.0,,,PSS World Medical,MD,5.0,,M,3.0,Iqaluit,297086.0,5.0,414.0,O,3153181.0
HAB1971,United States of America,75.0,,1-900-166-3641,Darden Restaurants,GA,4.0,,M,4.0,Coral Springs,384651.0,1.0,567.0,O,728599.0
TUX1972,United States of America,64.0,,1-189-102-5618,Western Union,ID,10.0,,M,5.0,San Francisco,262990.0,2.0,799.0,O,3637057.0
Ive1973,United States of America,100.0,,1-194-098-0277,Owens & Minor,Prince Edward Island,10.0,C,U,4.0,Columbus,47473.0,2.0,438.0,O,3303767.0
nut1974,Canada,28.0,,1-577-828-4885,Olin,ID,2.0,N,U,3.0,West Valley,120603.0,4.0,661.0,U,2393695.0
tye1975,Canada,,,1-385-505-3389,Helmerich & Payne,HI,10.0,,,2.0,Hamilton,94319.0,5.0,541.0,O,939385.0
Cos1976,United States of America,33.0,M,1-706-778-9018,Chevron,British Columbia,5.0,,U,5.0,St. Louis,367904.0,4.0,385.0,O,
lav1977,Canada,78.0,F,1-966-008-7532,Career Education,IA,10.0,,M,4.0,Oakland,343211.0,2.0,666.0,O,1240672.0
FRA1978,Canada,95.0,,1-103-506-5226,Illinois Tool Works,KY,1.0,,M,3.0,Cincinnati,274284.0,2.0,570.0,O,1609970.0
Ran1979,United States of America,73.0,F,1-103-961-2091,Amgen,Saskatchewan,0.0,,U,0.0,Buffalo,401580.0,4.0,390.0,O,3803014.0
jam1980,Canada,30.0,f,1-027-518-9907,Fortune Brands,OK,5.0,,S,0.0,Irving,89287.0,1.0,729.0,,3206623.0
Bro1981,United States of America,69.0,F,1-096-438-5069,Sentry Insurance Group,AK,5.0,,M,2.0,Provo,35564.0,1.0,765.0,O,25736.0
far1982,Canada,41.0,M,1-568-169-1683,General Motors,NC,9.0,,M,4.0,Evansville,460344.0,5.0,,O,2769346.0
joy1983,Canada,91.0,,1-904-447-1461,Avon Products,MO,8.0,K,M,5.0,Philadelphia,176598.0,3.0,428.0,U,3730018.0
Wei1984,Canada,85.0,m,1-007-605-0515,Quanta Services,ID,5.0,,M,3.0,Vancouver,322722.0,3.0,608.0,O,145124.0
LAP1985,United States of America,94.0,,1-673-813-8385,NiSource,Nova Scotia,8.0,U,,4.0,Casper,395675.0,0.0,731.0,O,1765016.0
Mar1986,United States of America,,,1-663-830-0194,,NM,9.0,,,4.0,Inglewood,483784.0,5.0,755.0,O,963027.0
tim1987,United States of America,23.0,m,,Washington Post,NE,10.0,,W,5.0,Warwick,141013.0,2.0,526.0,O,930198.0
Bog1988,United States of America,15.0,,1-180-511-7336,Popular,SC,,V,U,3.0,Oakland,333320.0,4.0,826.0,O,1279475.0
EMI1989,United States of America,59.0,M,1-654-230-4307,Humana,FL,5.0,O,D,4.0,Rockford,149383.0,5.0,418.0,O,2141980.0
Man1990,United States of America,53.0,,1-675-420-2669,Thrivent Financial,ID,2.0,,U,2.0,Vallejo,161043.0,,407.0,O,2680828.0
hin1991,United States of America,96.0,,1-344-648-0296,Land O'Lakes,NM,7.0,,M,1.0,Livonia,151951.0,4.0,522.0,O,1473643.0
rec1992,United States of America,93.0,f,1-946-823-9933,Continental Airlines,IL,5.0,,M,3.0,Santa Clarita,246293.0,0.0,431.0,R,2273988.0
Sob1993,United States of America,9.0,,1-776-856-5226,Aleris International,Newfoundland,1.0,,M,4.0,Coral Springs,307891.0,3.0,527.0,O,3953976.0
DEN1994,United States of America,,,1-962-346-5738,Snap-On,NV,5.0,,S,0.0,Oakland,105986.0,4.0,721.0,O,45405.0
SEL1995,United States of America,6.0,,1-129-901-6928,Sprint Nextel,AZ,0.0,,U,4.0,Laredo,257303.0,1.0,428.0,O,1885786.0
Rig1996,Canada,94.0,f,1-717-226-6655,Gap,AZ,10.0,H,D,2.0,Raleigh,229879.0,,667.0,U,1647005.0
RAP1997,United States of America,58.0,,1-478-879-2399,,NV,8.0,,S,4.0,Lansing,112412.0,0.0,523.0,U,2738356.0
Cor1998,United States of America,35.0,f,1-861-870-5328,Ingram Micro,NM,4.0,,W,0.0,St. Catharines,10025.0,5.0,375.0,R,895169.0
net1999,United States of America,14.0,m,1-283-926-0200,,Quebec,3.0,,S,2.0,Salinas,125576.0,1.0,768.0,O,1507707.0
Hur2000,United States of America,8.0,M,1-706-122-9247,Roper Industries,ND,4.0,,U,5.0,Lowell,327932.0,0.0,345.0,O,1234599.0
lab2001,United States of America,37.0,,1-249-208-0241,Interactive Brokers Group,ME,10.0,,U,5.0,Syracuse,163216.0,1.0,721.0,O,3792514.0
Wea2002,United States of America,48.0,M,1-635-610-1622,Dillard's,WI,4.0,,M,3.0,Cincinnati,27246.0,1.0,525.0,O,2076019.0
lev2003,United States of America,53.0,,1-834-914-7659,Boeing,MD,6.0,U,M,5.0,Augusta,121740.0,1.0,,O,755169.0
Ayo2004,Canada,63.0,,1-022-778-1175,Belk,TX,4.0,A,S,2.0,Waco,342267.0,1.0,586.0,O,1222791.0
mcc2005,United States of America,61.0,,1-966-243-7321,Illinois Tool Works,Prince Edward Island,4.0,,W,5.0,Charleston,280242.0,1.0,,O,272105.0
jav2006,United States of America,93.0,,1-927-483-7379,Superior Energy Services,ND,6.0,,U,2.0,Milwaukee,37516.0,2.0,768.0,O,
buc2007,United States of America,73.0,F,1-380-456-3589,Verizon Communications,Prince Edward Island,10.0,C,S,4.0,Hialeah,28684.0,0.0,744.0,O,3769253.0
Plo2008,United States of America,24.0,m,1-506-833-5279,Cabot,GA,5.0,,M,,Riverside,,4.0,387.0,O,3813616.0
Cro2009,United States of America,91.0,,1-114-249-6117,Hanover Insurance Group,DE,9.0,,S,3.0,Toledo,299158.0,1.0,475.0,U,1904325.0
Mis2010,United States of America,25.0,,1-576-014-4819,WellCare Health Plans,NY,7.0,,M,0.0,Chattanooga,270496.0,3.0,605.0,O,2295504.0
dra2011,United States of America,16.0,f,1-544-995-7018,Priceline.com,DE,,,M,,Columbia,383205.0,,746.0,O,543160.0
Alm2012,United States of America,74.0,,1-567-249-7556,OGE Energy,OH,8.0,,U,4.0,Raleigh,349752.0,0.0,480.0,O,2756762.0
MOB2013,United States of America,97.0,,1-628-522-6857,Fastenal,Alberta,4.0,,M,0.0,Cheyenne,428422.0,3.0,552.0,O,3697483.0
Cha2014,United States of America,72.0,m,1-928-867-4210,Westar Energy,OK,6.0,,D,,Atlanta,246317.0,2.0,795.0,O,1735980.0
HAD2015,United States of America,56.0,M,1-805-997-4269,Patterson,British Columbia,8.0,,,3.0,Albuquerque,388274.0,2.0,,R,938947.0
Chi2016,United States of America,47.0,F,1-229-661-5363,Charles Schwab,DE,7.0,,M,2.0,Santa Fe,382836.0,3.0,417.0,O,1877592.0
She2017,United States of America,53.0,,1-357-839-7939,Nasdaq OMX Group,WI,0.0,,M,4.0,Houston,352637.0,1.0,605.0,O,1816530.0
Mal2018,United States of America,99.0,M,1-289-872-5294,Solo Cup,CO,2.0,X,D,2.0,Jersey City,489553.0,2.0,326.0,O,3011494.0
val2019,United States of America,41.0,m,1-817-646-0388,Molex,CA,6.0,,M,1.0,Newport News,350504.0,,684.0,R,1191546.0
TYE2020,Canada,30.0,M,1-582-008-9065,,Alberta,9.0,U,M,4.0,Fontana,386106.0,1.0,745.0,O,204058.0
Ash2021,Canada,26.0,m,1-493-236-0167,C.R. Bard,CO,5.0,,M,5.0,Durham,111531.0,1.0,347.0,O,2356438.0
sch2022,Canada,6.0,m,1-641-175-4140,Southwestern Energy,MI,10.0,H,U,0.0,Charleston,106434.0,5.0,393.0,O,1447603.0
kaj2023,United States of America,78.0,m,1-685-228-3467,General Motors,RI,6.0,,S,5.0,Allentown,,3.0,498.0,O,680731.0
Aro2024,United States of America,66.0,,1-621-545-4832,FedEx,CT,6.0,,,4.0,Wichita,373396.0,1.0,736.0,O,1384410.0
imm2025,United States of America,3.0,,1-869-047-9336,Lincoln National,TN,10.0,,W,1.0,Berkeley,33340.0,1.0,315.0,O,1213644.0
SCH2026,United States of America,36.0,F,1-656-371-0917,Toll Brothers,KY,0.0,,U,5.0,Victoria,293329.0,0.0,707.0,O,1128333.0
cha2027,United States of America,44.0,f,1-187-962-2451,National Oilwell Varco,CO,7.0,Y,W,2.0,Hilo,37232.0,5.0,439.0,O,1565062.0
IRV2028,United States of America,72.0,F,,MasterCard,NM,0.0,J,S,5.0,Lancaster,100723.0,1.0,420.0,O,3529952.0
NEI2029,United States of America,33.0,,1-483-959-3255,PNM Resources,WY,7.0,,W,4.0,Ann Arbor,148128.0,4.0,799.0,R,2293685.0
Tu2030,United States of America,66.0,,1-449-175-3912,Cenveo,OH,10.0,,D,,Salem,184098.0,3.0,673.0,U,422273.0
pop2031,United States of America,50.0,f,1-862-716-9788,Flowers Foods,MS,0.0,X,M,3.0,Winston-Salem,256911.0,1.0,536.0,O,3741755.0
SPE2032,United States of America,16.0,,1-675-710-6074,Unisys,DC,2.0,L,U,2.0,Irving,72242.0,,593.0,R,3891080.0
Hed2033,United States of America,93.0,m,1-092-763-1713,Continental Airlines,CT,2.0,G,M,,Santa Rosa,73999.0,2.0,614.0,O,3080341.0
Wat2034,United States of America,66.0,,1-540-924-2257,Amphenol,LA,1.0,M,W,4.0,Torrance,282242.0,0.0,454.0,O,1595648.0
