AgencyID,Age,Country,Phone,NetWorth,MiddleInitial,OwnOrRentFlag,Employer,NumberChildren,NumberCreditCards,City,PostalCode,State,Income,NumberCars,MaritalStatus,CreditRating
Iql8716,82.0,United States of America,1-452-687-1866,3033101.0,C,O,Hawaiian Electric Industries,0.0,6.0,Las Cruces,Rnborgsn,OK,25.0,0.0,M,834.0
RFW8717,72.0,,1-275-391-6536,1469644.0,,O,AptarGroup,1.0,6.0,Carrollton,,AK,106163.0,3.0,D,595.0
HAD8718,93.0,Canada,1-211-844-6025,2763782.0,e,O,Constellation Brands,5.0,0.0,Newport News,Izwarxfzhu,OR,498676.0,2.0,M,783.0
Twn8719,80.0,Canada,1-774-451-1517,3182270.0,p,O,,3.0,5.0,Windsor,uzmlkrvkp,Saskatchewan,392898.0,3.0,U,800.0
KTK8720,25.0,United States of America,1-826-516-2456,3336163.0,,R,Iasis Healthcare,1.0,,Charlottetown,Wwkmg,LA,,1.0,M,777.0
Ffc8721,80.0,United States of America,1-769-735-3164,3669939.0,,U,NII Holdings,5.0,3.0,Montreal,Gqkgg,WY,176625.0,5.0,U,337.0
MFO8722,92.0,United States of America,1-655-509-0238,3074498.0,,,CarMax,2.0,3.0,Saskatoon,Kzujwikkfx,MA,206504.0,,S,481.0
Okt8723,66.0,United States of America,1-535-841-7219,3295287.0,,O,Hubbell,5.0,4.0,Huntington Beach,Mhcwzxdz,IL,381330.0,5.0,D,620.0
Rsi8724,58.0,,1-900-851-9005,363539.0,,O,United Services Automobile,1.0,4.0,Little Rock,jcjaecwii,OH,139408.0,5.0,U,671.0
hxh8725,77.0,United States of America,1-028-752-2687,3823179.0,,O,Berkshire Hathaway,1.0,4.0,Austin,Pcuzclsmrd,NH,342850.0,5.0,M,551.0
hmz8726,29.0,United States of America,1-381-245-1446,1445701.0,,O,United Services Automobile,3.0,,Stockton,hipmfapbivn,UT,110105.0,5.0,S,493.0
Upa8727,67.0,United States of America,1-429-602-7716,369743.0,O,O,Home Depot,4.0,2.0,Minneapolis,Qhxohmjug,Manitoba,311268.0,0.0,,328.0
ksj8728,82.0,United States of America,,3576300.0,t,O,Mirant,1.0,1.0,Garland,QYMYEANPE,NY,306801.0,,S,763.0
Evg8729,50.0,United States of America,1-099-486-3382,2433627.0,,O,Hudson City Bancorp,3.0,6.0,St. Paul,gesufn,MI,350324.0,0.0,M,319.0
Tqo8730,44.0,United States of America,1-049-912-9587,258321.0,,O,NRG Energy,4.0,2.0,Miami,CNIYHYVLR,Manitoba,377700.0,5.0,U,457.0
Fap8731,52.0,United States of America,1-780-616-5514,2175149.0,g,R,PC Connection,4.0,10.0,Newark,Atipy,Quebec,429696.0,1.0,W,490.0
Fiu8732,58.0,United States of America,1-305-187-1767,3577781.0,,O,Amerigroup,1.0,0.0,Newark,bzlymrkug,ME,356449.0,2.0,M,519.0
QLC8733,56.0,United States of America,1-965-343-3373,1685246.0,m,O,Puget Energy,,0.0,Pasadena,Fpdfqrmdb,ID,451900.0,4.0,,306.0
Guc8734,74.0,,1-382-135-6945,2294288.0,,O,TravelCenters of America,0.0,8.0,Vancouver,Iarcdmqi,CO,195452.0,1.0,M,337.0
QMX8735,59.0,United States of America,1-223-603-6648,2711390.0,O,O,Bed Bath & Beyond,1.0,4.0,Oshawa,Gsdypcxar,IA,434630.0,4.0,W,724.0
Jin8736,9.0,United States of America,1-875-548-0615,,,O,Merck,0.0,0.0,Scottsdale,DJOHKVQ,MO,304825.0,2.0,M,641.0
Gpe8737,58.0,Canada,1-707-940-5935,904453.0,,O,,1.0,0.0,Phoenix,jngxitnl,Newfoundland,410522.0,2.0,U,517.0
Beb8738,57.0,Canada,1-309-343-2740,,,O,Avis Budget Group,2.0,10.0,Las Vegas,MODIOAHUIHQ,AZ,177656.0,0.0,M,840.0
Qvd8739,77.0,United States of America,1-842-949-8321,3786307.0,D,O,Alaska Air Group,5.0,3.0,Casper,SOPWSZMTNH,Prince Edward Island,327392.0,5.0,,351.0
TFD8740,58.0,United States of America,1-006-046-7891,2234199.0,,O,New Jersey Resources,,7.0,Iqaluit,DYYHVA,KY,420139.0,0.0,W,685.0
Zve8741,10.0,United States of America,1-113-873-5730,1847503.0,,O,Manitowoc,0.0,5.0,Mesa,Ecxbz,VA,252638.0,3.0,M,664.0
DGI8742,32.0,United States of America,1-426-021-1454,2809593.0,A,O,UnitedHealth Group,5.0,5.0,Thousand Oaks,Lpdpmda,Alberta,372907.0,2.0,U,425.0
Jsr8743,91.0,Canada,1-807-747-7300,1647811.0,,O,Domtar,2.0,7.0,London,Znqepkzs,ID,59849.0,5.0,U,342.0
rgw8744,46.0,United States of America,1-136-083-7561,3454244.0,B,O,Zale,3.0,0.0,Columbus,,New Brunswick,360417.0,5.0,M,829.0
Vfs8745,55.0,United States of America,1-447-474-4758,66981.0,B,O,Steelcase,1.0,2.0,Lexington,yuowoafxapiw,Ontario,100780.0,4.0,W,841.0
Tua8746,28.0,United States of America,1-040-016-2827,1664718.0,o,O,Travelers Cos.,4.0,3.0,Ann Arbor,TNMHPGP,VT,,1.0,U,795.0
OLU8747,50.0,United States of America,1-223-807-1417,2956944.0,,O,Windstream,4.0,10.0,Tacoma,UVPTAPG,DC,160302.0,2.0,U,
Irb8748,32.0,United States of America,1-119-946-1179,202849.0,P,O,UGI,0.0,8.0,Sioux Falls,Wysdrisb,AL,79693.0,0.0,S,374.0
zkc8749,93.0,United States of America,1-847-936-3645,106692.0,,O,Electronic Arts,5.0,9.0,Virginia Beach,,AL,218561.0,4.0,S,359.0
Bjq8750,1.0,United States of America,1-754-660-6519,2767324.0,b,O,Liberty Mutual Insurance Group,4.0,8.0,Savannah,LTMWDOQC,MI,195890.0,3.0,M,769.0
HCX8751,73.0,United States of America,1-051-107-6178,615774.0,,O,Chevron,3.0,8.0,Irvine,chdburrwpsmn,KS,312488.0,0.0,M,655.0
NTS8752,39.0,United States of America,1-374-556-0777,1891656.0,,O,National Semiconductor,1.0,6.0,Austin,tomikungnc,MT,100374.0,4.0,M,
Uez8753,15.0,United States of America,1-549-388-6080,1984498.0,,O,Chubb,,5.0,Anchorage,OXSQQGMIXVFP,UT,271957.0,5.0,M,472.0
rvt8754,37.0,United States of America,1-987-236-1149,3560532.0,,R,Cummins,1.0,0.0,Nashville,ritkotv,MT,454216.0,0.0,U,526.0
yxw8755,8.0,United States of America,1-559-422-7871,1947868.0,,R,eBay,4.0,4.0,Fontana,RMSWFXMLCAZ,RI,426250.0,4.0,M,
Pni8756,64.0,,,1507966.0,,O,PepsiCo,5.0,5.0,Boston,Ayhqnrhjmb,AK,162425.0,2.0,M,776.0
Szc8757,20.0,United States of America,1-091-476-8349,3120969.0,v,R,Patterson-UTI Energy,5.0,,Knoxville,DCKDCKH,SC,374423.0,2.0,M,327.0
Eck8758,9.0,United States of America,1-302-081-3389,1793384.0,T,O,Scana,3.0,4.0,Santa Fe,PIDJNWYPX,Manitoba,381929.0,5.0,S,407.0
ONR8759,13.0,United States of America,,470067.0,,R,PolyOne,3.0,7.0,Waterbury,,NV,405006.0,0.0,M,576.0
Czv8760,,,1-789-293-4725,508011.0,o,O,3M,4.0,2.0,Lancaster,qmywoech,MA,91995.0,3.0,S,602.0
UXU8761,7.0,United States of America,1-025-711-1036,24804.0,,R,BJ's Wholesale Club,5.0,5.0,Santa Clara,AMEJRXKXIQSP,KY,428153.0,2.0,U,316.0
Nbh8762,33.0,United States of America,1-778-790-1252,1616906.0,,O,Graham Packaging,5.0,0.0,Lancaster,Rjwodsdlfnb,AZ,473132.0,4.0,,846.0
Pqx8763,9.0,United States of America,1-371-384-7686,2460167.0,,O,Inergy Holdings,4.0,0.0,Mesquite,HDRAVSM,SC,268626.0,0.0,M,409.0
Par8764,47.0,United States of America,1-292-203-1887,2049091.0,,O,,3.0,4.0,Waterbury,Umuijo,IA,111903.0,3.0,U,333.0
dao8765,82.0,United States of America,1-414-945-9431,2372410.0,,O,Starwood Hotels & Resorts,4.0,,Atlanta,Pougulqpvhx,MO,251759.0,2.0,S,784.0
wfg8766,31.0,United States of America,1-122-435-9340,780423.0,T,O,Limited Brands,4.0,8.0,Salem,ltkwrwrhab,SC,245881.0,2.0,W,434.0
ujb8767,61.0,United States of America,1-564-905-6352,2842676.0,,R,Wisconsin Energy,0.0,0.0,Des Moines,Kblncdychhjj,Manitoba,33743.0,0.0,M,593.0
kcg8768,94.0,Canada,1-016-515-1634,61250.0,W,O,Gap,0.0,7.0,Sandy,Csexa,UT,244740.0,3.0,M,699.0
Rua8769,13.0,United States of America,1-603-992-5597,1444032.0,J,R,Symantec,,8.0,Paterson,Jycbzt,NE,91338.0,5.0,D,617.0
Hfd8770,60.0,United States of America,1-614-843-1296,3546515.0,I,O,Systemax,0.0,0.0,Alexandria,Rxgcavauq,DE,12146.0,1.0,U,816.0
Iat8771,61.0,United States of America,1-050-164-6790,2968596.0,,O,State Farm Insurance Cos.,,,Bellevue,TQASFBMGK,FL,342885.0,4.0,S,590.0
hkr8772,70.0,Canada,1-030-843-9271,1517575.0,o,O,Genuine Parts,0.0,4.0,San Francisco,FEGOFGLPUKPO,Ontario,188582.0,0.0,,363.0
Kpq8773,7.0,United States of America,1-013-090-3660,2238810.0,,O,Weyerhaeuser,4.0,2.0,Rockford,Itdrbldpk,FL,152258.0,3.0,U,673.0
Pip8774,65.0,Canada,1-768-390-4958,1052183.0,P,,Visteon,5.0,0.0,Los Angeles,LRXRSGTKRYF,AR,353406.0,2.0,M,850.0
Imk8775,25.0,United States of America,1-903-000-5528,,,R,,3.0,1.0,London,pbcwuu,OR,332835.0,3.0,U,519.0
npe8776,6.0,United States of America,1-645-382-4840,1668793.0,k,O,Cytec Industries,0.0,9.0,Grand Rapids,Hfgiiwqsbqik,KS,124926.0,2.0,S,815.0
lkw8777,81.0,United States of America,,142942.0,,O,,3.0,3.0,Bellevue,Eisigimr,AK,208868.0,5.0,W,667.0
Mjk8778,80.0,,1-346-153-1752,164985.0,,U,Robert Half International,4.0,8.0,Vallejo,Vhpheivmp,VT,,5.0,W,412.0
Ely8779,74.0,Canada,1-653-698-4867,599928.0,v,O,HNI,1.0,10.0,Stamford,Hpdofbstxa,NY,89314.0,2.0,W,527.0
gxu8780,72.0,Canada,1-038-184-5456,860469.0,,U,Equifax,4.0,2.0,Bridgeport,ETKHODTMMUL,NJ,292601.0,5.0,S,832.0
Oqm8781,94.0,Canada,1-871-670-5488,3890824.0,F,O,Legg Mason,0.0,9.0,Provo,UGJYJDLLEL,AR,397497.0,3.0,M,415.0
Ugs8782,47.0,United States of America,1-283-988-7562,592824.0,,O,Regal-Beloit,0.0,7.0,Huntington Beach,DGELFUAQ,NV,419988.0,5.0,D,701.0
Hse8783,29.0,United States of America,1-446-991-6318,,V,R,YRC Worldwide,4.0,2.0,Quebec,Awevmpruzm,IA,399026.0,,M,375.0
ayu8784,100.0,United States of America,1-473-771-8095,1956485.0,,O,Discover Financial Services,4.0,4.0,Los Angeles,Nozlxj,WA,352312.0,2.0,M,843.0
OTH8785,5.0,United States of America,,1003386.0,,R,Scana,3.0,9.0,Inglewood,dxzsa,VT,113724.0,1.0,S,773.0
Ukb8786,85.0,United States of America,1-755-050-9077,2394905.0,,O,HCC Insurance Holdings,,2.0,Baltimore,uweml,MS,232229.0,5.0,U,559.0
nnb8787,36.0,,1-029-872-8116,1697166.0,c,O,,1.0,9.0,El Monte,Qcfmzpqcad,MS,212669.0,5.0,W,492.0
ouu8788,26.0,United States of America,1-164-270-4345,2942461.0,,O,J.P. Morgan Chase & Co.,4.0,10.0,Naperville,guipxdiqh,AL,408077.0,4.0,M,489.0
qly8789,15.0,Canada,1-960-531-0131,1345529.0,,O,Wal-Mart Stores,0.0,10.0,Newport News,Xwteomhi,MN,495228.0,1.0,U,606.0
xem8790,83.0,United States of America,1-741-262-0272,1018102.0,,U,Fortune Brands,0.0,3.0,Fort Smith,Bzsqnphu,NV,289841.0,3.0,M,827.0
Pvr8791,57.0,Canada,1-335-402-7008,400955.0,,,General Cable,5.0,0.0,Fullerton,Reoai,PA,50524.0,1.0,S,
Wup8792,92.0,United States of America,1-520-559-1258,,,O,Alliant Energy,,7.0,Lubbock,pglurhgbclz,FL,486849.0,2.0,S,765.0
Afr8793,10.0,United States of America,1-988-200-9173,635958.0,,O,Amerigroup,4.0,2.0,Tallahassee,rrvwjgopj,NY,107488.0,3.0,S,727.0
Rkn8794,60.0,Canada,1-978-550-1390,3527138.0,,R,Dun & Bradstreet,2.0,1.0,Salt Lake City,Rwwwkzrgxvbt,Nova Scotia,31500.0,,M,812.0
Aal8795,0.0,United States of America,1-053-536-5852,600221.0,,,Belden,1.0,3.0,Cleveland,fbecsl,OK,194574.0,1.0,M,568.0
YEQ8796,62.0,United States of America,1-675-992-6592,1045356.0,M,O,NYSE Euronext,4.0,10.0,Mount Pearl,Bqngmpqyoqrl,NJ,284600.0,2.0,M,443.0
Fet8797,41.0,Canada,1-363-702-4386,1287643.0,D,U,Hill-Rom Holdings,2.0,9.0,San Francisco,bxvjgwv,Newfoundland,,5.0,M,
OVO8798,86.0,United States of America,1-295-188-4893,452664.0,,O,Exxon Mobil,2.0,9.0,Ann Arbor,qrfoiijk,MD,123735.0,,M,382.0
qeo8799,72.0,Canada,1-604-181-4298,672519.0,V,O,U.S. Bancorp,5.0,3.0,Reno,Avlhlapsljs,NY,175001.0,0.0,U,848.0
Fje8800,11.0,United States of America,1-904-847-2559,3965416.0,,O,Pioneer Natural Resources,0.0,4.0,Memphis,Dikzbnve,MT,169847.0,5.0,W,415.0
RCT8801,92.0,United States of America,1-679-466-7037,3693667.0,H,O,Hasbro,4.0,4.0,Greensboro,,AZ,482260.0,2.0,S,441.0
QUG8802,45.0,United States of America,1-735-339-0148,3334060.0,T,R,,0.0,9.0,Albuquerque,MBGRFRJWJP,AZ,307845.0,3.0,D,
AXT8803,17.0,United States of America,1-576-016-5815,892329.0,Y,O,Hanover Insurance Group,4.0,1.0,St. Catharines,Engsifiggj,MA,465134.0,1.0,M,612.0
Vbg8804,20.0,Canada,1-933-749-3468,505824.0,,O,WABCO Holdings,2.0,1.0,Seattle,Kilvqvrtobrd,HI,,1.0,W,755.0
Nev8805,72.0,United States of America,1-077-713-8445,1250465.0,K,R,Abercrombie & Fitch,5.0,9.0,Biloxi,Oyoktfckizj,Ontario,466764.0,3.0,M,633.0
Izv8806,90.0,United States of America,1-440-441-8161,2453681.0,,O,Sprint Nextel,5.0,1.0,Overland Park,Avyhyks,HI,87204.0,5.0,M,804.0
Eqd8807,73.0,United States of America,1-731-126-3686,1287883.0,K,R,Capital One Financial,2.0,10.0,Laredo,rwgcmfjx,AZ,386896.0,4.0,U,315.0
whl8808,76.0,United States of America,1-177-877-2155,2133902.0,F,R,W.R. Grace,4.0,10.0,Salem,vxvuc,VT,177867.0,,U,319.0
Gxw8809,77.0,Canada,1-707-709-5202,2316402.0,,O,United Technologies,0.0,2.0,Ann Arbor,Mwxjnmvttwz,WY,327380.0,2.0,,360.0
kxc8810,49.0,Canada,1-865-088-3117,3662808.0,,O,Safeway,0.0,1.0,Jersey City,pspxeji,LA,324515.0,3.0,D,521.0
ECB8811,52.0,Canada,1-559-178-7030,674247.0,,O,Teradata,5.0,7.0,Orlando,cjepjhyrxrp,NE,341637.0,4.0,M,670.0
Nnr8812,91.0,United States of America,1-992-188-2825,2407571.0,,O,Dr Pepper Snapple Group,2.0,10.0,Winston-Salem,Jgrfgmztlsuo,DC,90682.0,5.0,M,675.0
bjp8813,55.0,Canada,1-442-589-1792,932686.0,p,U,Sunoco,3.0,,Providence,Xcqhaiossrb,AZ,294173.0,3.0,W,620.0
Qgo8814,27.0,United States of America,1-837-544-6203,3528491.0,,U,Varian Medical Systems,,1.0,Huntington Beach,fcbrb,Saskatchewan,261846.0,5.0,M,728.0
Bhj8815,90.0,Canada,1-832-285-2423,3469849.0,,O,FMC,5.0,9.0,Augusta,csmgs,KS,283721.0,5.0,M,325.0
Tpp8816,52.0,United States of America,1-504-633-7105,134602.0,v,O,Cephalon,5.0,9.0,Toledo,qrtlitk,NC,332475.0,1.0,M,449.0
ILN8817,8.0,United States of America,1-718-081-8341,1009548.0,,O,Travelers Cos.,3.0,2.0,Alexandria,HEAPJJOVXY,Nova Scotia,256195.0,1.0,M,442.0
fxz8818,26.0,Canada,1-917-208-6881,613207.0,M,O,,1.0,10.0,Columbia,ECVIBPUDQLFZ,SC,346183.0,4.0,D,438.0
IJF8819,23.0,Canada,1-016-473-4301,3575172.0,,O,Merck,4.0,1.0,Stamford,Uebreynew,NY,188073.0,5.0,W,599.0
Pek8820,58.0,United States of America,1-589-994-5888,1002929.0,O,U,Hanover Insurance Group,1.0,0.0,Rancho Cucamonga,rwiqorgp,Ontario,61819.0,1.0,M,439.0
ODD8821,43.0,United States of America,1-150-172-2576,1809515.0,w,O,J.B. Hunt Transport Services,2.0,,Warren,KRBJJZGHFCRE,PA,287230.0,3.0,M,384.0
PKI8822,12.0,United States of America,1-516-834-0316,1393747.0,h,O,,3.0,7.0,Chula Vista,Wbogxrhgcvw,LA,372427.0,3.0,W,528.0
BPH8823,,United States of America,1-450-275-8208,224488.0,,R,Harsco,3.0,10.0,Macon,Ejajbqg,ID,135102.0,0.0,M,723.0
Vuj8824,72.0,United States of America,1-744-559-2873,3195528.0,m,U,Rite Aid,5.0,9.0,Colorado Springs,YQPKQM,UT,,0.0,M,
tnm8825,42.0,Canada,1-102-508-8300,32649.0,,O,Toro,2.0,8.0,Ann Arbor,XRMDHZVV,WY,277645.0,3.0,S,412.0
oil8826,100.0,Canada,1-900-160-0452,638683.0,d,O,Oshkosh,1.0,3.0,Augusta,NRICZSDGGK,KS,91417.0,5.0,D,509.0
Hfc8827,7.0,United States of America,1-407-218-7411,198051.0,i,O,Aventine Renewable Energy,1.0,9.0,Minneapolis,RIIWQEMSV,UT,159051.0,0.0,U,588.0
lck8828,98.0,United States of America,1-512-473-3935,2244500.0,U,O,Anixter International,1.0,10.0,Erie,wpzujj,KY,95432.0,5.0,D,422.0
rab8829,1.0,Canada,1-863-960-8338,1187421.0,,O,HCA,3.0,,Des Moines,NNSEDGNNZ,NE,409493.0,0.0,M,332.0
Xkx8830,73.0,United States of America,1-016-925-1898,2565345.0,,U,Murphy Oil,1.0,4.0,Hayward,VJMUU,OR,62147.0,,M,822.0
QCM8831,67.0,Canada,1-460-224-4181,65012.0,p,O,Target,4.0,7.0,Missoula,Kreqsbrgimcj,OR,357133.0,4.0,U,374.0
Ocq8832,49.0,Canada,,2396892.0,L,U,Tesoro,2.0,8.0,Inglewood,ZEMLDACQ,NC,413182.0,3.0,U,673.0
Kfq8833,24.0,United States of America,1-344-203-1694,488832.0,L,R,Target,2.0,0.0,Salem,OUEIKGJ,ID,259362.0,0.0,U,303.0
Uhh8834,35.0,United States of America,1-117-175-0676,3645703.0,,O,Amerco,3.0,7.0,Modesto,,RI,243301.0,1.0,M,364.0
Mrr8835,70.0,United States of America,1-286-501-0529,,n,O,,4.0,4.0,Jacksonville,jijvi,IN,238343.0,4.0,W,
OQB8836,69.0,United States of America,1-649-554-3066,3225535.0,D,O,Ferrellgas Partners,0.0,10.0,Indianapolis,cmnlvcgbncq,WA,43778.0,4.0,W,382.0
EUD8837,69.0,United States of America,1-407-337-5720,2167194.0,i,O,Computer Sciences,2.0,5.0,Lafayette,zujeloxei,OK,466040.0,2.0,U,342.0
jcd8838,58.0,United States of America,1-077-203-4853,941869.0,,,Coach,1.0,6.0,Corpus Christi,Sfhwfxxmh,VA,118398.0,3.0,D,437.0
Syc8839,89.0,Canada,1-484-629-5689,1490723.0,n,R,,5.0,5.0,Chula Vista,Dydxwez,VA,94054.0,1.0,S,679.0
sho8840,74.0,United States of America,1-997-986-2865,1653781.0,,,Xcel Energy,,2.0,Sandy,Brckpgivoim,DE,16260.0,2.0,S,304.0
ybe8841,3.0,United States of America,1-654-806-0353,3539106.0,,O,Autodesk,1.0,4.0,Springfield,Mvjxasjai,VA,497516.0,,U,755.0
Awy8842,12.0,Canada,1-267-073-9280,1449227.0,W,O,Fidelity National Information,5.0,5.0,Victoria,XDTDGDBNHYST,Prince Edward Island,219141.0,4.0,S,650.0
Lke8843,64.0,United States of America,1-978-405-2313,1867516.0,,O,Harsco,,2.0,Livonia,zddno,Quebec,375282.0,3.0,M,643.0
apw8844,73.0,United States of America,1-909-799-1429,,a,O,Reynolds American,3.0,10.0,Warren,VESCUKFSTT,Newfoundland,417355.0,4.0,M,571.0
Wrs8845,79.0,United States of America,1-440-127-2755,2351975.0,N,O,Nike,2.0,10.0,El Monte,carcxlp,MA,424316.0,3.0,,848.0
WLN8846,16.0,,1-755-305-4980,1587842.0,,,Activision Blizzard,3.0,4.0,Vallejo,Kcqczgmy,KY,467020.0,1.0,S,753.0
Cfz8847,27.0,United States of America,1-253-932-3146,1987514.0,,O,Union Pacific,2.0,4.0,Indianapolis,Crftpp,MN,26325.0,0.0,M,390.0
Vvw8848,30.0,United States of America,1-638-215-2349,265192.0,,O,Penn National Gaming,4.0,0.0,Salem,Mapcsjng,OR,373028.0,2.0,U,654.0
llc8849,79.0,Canada,1-713-121-3708,925881.0,,O,Energy Future Holdings,3.0,7.0,Hollywood,Ufybdme,ME,427837.0,1.0,W,309.0
qlp8850,61.0,United States of America,1-792-233-4441,,,O,,0.0,0.0,Orlando,Jfjimb,CA,130178.0,3.0,D,834.0
SQK8851,,,1-141-417-2894,2568313.0,,O,Time Warner,0.0,7.0,Whitehorse,Zcuhv,WI,479893.0,2.0,D,828.0
gol8852,67.0,United States of America,1-197-604-4412,2374752.0,,O,Vulcan Materials,5.0,1.0,Chula Vista,Urkgtr,CT,59875.0,1.0,,601.0
IDD8853,32.0,United States of America,1-397-297-8298,1847435.0,E,O,Great Plains Energy,2.0,2.0,Topeka,Mkudnjqjj,OH,469318.0,4.0,W,732.0
UTD8854,13.0,United States of America,1-903-295-4281,2736541.0,,O,SPX,0.0,2.0,Casper,Ujipppaf,Prince Edward Island,380997.0,2.0,M,583.0
Pds8855,9.0,United States of America,1-978-235-6639,3405429.0,N,O,Erie Insurance Group,4.0,8.0,Long Beach,yfrepog,Alberta,449048.0,,M,406.0
OKE8856,13.0,United States of America,1-574-044-6737,281817.0,,O,Avon Products,0.0,0.0,Simi Valley,iorvgqihxw,MA,172034.0,0.0,M,761.0
Oxt8857,41.0,United States of America,1-607-834-9483,2973782.0,,O,Complete Production Services,2.0,1.0,Las Cruces,Mjthfn,Quebec,171637.0,4.0,S,584.0
Ldf8858,72.0,United States of America,1-407-466-2322,2359057.0,y,O,Maxim Integrated Products,4.0,3.0,Vancouver,dokahn,NE,360522.0,5.0,M,
KCB8859,99.0,Canada,1-215-982-8704,1143360.0,,O,First American Corp.,2.0,2.0,Bridgeport,,NJ,139173.0,3.0,S,557.0
qnw8860,52.0,United States of America,1-464-581-2747,3013913.0,R,O,TIAA-CREF,5.0,9.0,Inglewood,,NE,17325.0,0.0,S,614.0
vnx8861,21.0,Canada,1-334-528-8457,3198133.0,q,U,Jack in the Box,1.0,9.0,Fullerton,Jfdkxhhbqnec,PA,65151.0,0.0,U,409.0
TAM8862,46.0,United States of America,1-086-268-5102,196221.0,,O,Penske Automotive Group,,0.0,Lansing,Edofkcboyvtg,PA,380981.0,2.0,M,558.0
Cue8863,94.0,United States of America,1-163-262-7535,3416100.0,,U,Hartford Financial Services,3.0,1.0,San Diego,rqlwvdtub,MN,302912.0,,S,849.0
Zzg8864,90.0,United States of America,1-963-848-3085,1634413.0,,,Motorola,2.0,8.0,Richmond,knujsqxtkkse,NM,,3.0,M,768.0
Hnn8865,82.0,United States of America,1-024-886-4307,2611624.0,,O,Exxon Mobil,3.0,9.0,Bakersfield,,LA,467362.0,5.0,M,451.0
Ptl8867,91.0,United States of America,1-026-029-8812,2236011.0,V,R,Administaff,3.0,7.0,Berkeley,Cpprtvaigpi,RI,103593.0,3.0,M,386.0
Zsj8868,78.0,United States of America,1-618-277-9373,289052.0,,O,Harman International Ind.,0.0,,Salinas,LAEIIGVKRY,DE,244604.0,5.0,U,
Qso8869,90.0,Canada,1-519-193-3062,3837240.0,,,Reliant Energy,4.0,8.0,Huntington,bplppvztu,MN,354556.0,0.0,M,593.0
geq8870,27.0,,1-298-167-9421,587454.0,,R,UAL,5.0,5.0,Cleveland,Qqsxhhi,ND,160141.0,5.0,S,712.0
ubv8871,12.0,United States of America,1-881-277-1678,1442966.0,O,O,Warner Music Group,4.0,3.0,Casper,KYWZURM,NE,153459.0,0.0,M,680.0
Dwo8872,42.0,Canada,1-179-545-7465,3965825.0,I,O,Icahn Enterprises,5.0,3.0,Columbia,Lxhadl,UT,256660.0,0.0,S,606.0
MMH8873,63.0,United States of America,1-985-448-4351,1075557.0,,U,Cytec Industries,2.0,10.0,Sacramento,Vddpacdms,WY,227584.0,4.0,U,754.0
Eqb8874,52.0,United States of America,1-857-486-9272,184885.0,E,R,Frontier Oil,4.0,1.0,Regina,XRESL,KS,120011.0,4.0,,496.0
FGE8875,1.0,United States of America,,1471024.0,,O,MeadWestvaco,0.0,10.0,Tacoma,Zzndpcuice,CT,11940.0,5.0,M,500.0
FQH8876,91.0,United States of America,1-182-762-5633,2367831.0,E,U,Autodesk,2.0,5.0,Indianapolis,ukexn,MN,478851.0,1.0,M,732.0
ENZ8877,45.0,United States of America,1-532-976-7047,969844.0,,O,Nordstrom,5.0,,Modesto,XESBWHREDO,Prince Edward Island,61212.0,2.0,S,720.0
CSL8878,60.0,United States of America,1-506-846-4911,1306276.0,,O,CC Media Holdings,5.0,,Indianapolis,kvvcoq,NE,469342.0,2.0,D,817.0
DYN8879,81.0,United States of America,1-814-306-8730,,,O,Southern Union,0.0,6.0,Huntington Beach,Yppaxeteykuw,MT,134460.0,1.0,S,
OET8880,34.0,United States of America,1-099-373-4276,2459848.0,U,R,Polo Ralph Lauren,3.0,7.0,Mobile,UHBPEHTP,IA,188.0,4.0,D,573.0
PMI8881,80.0,United States of America,1-206-982-8100,1141839.0,Y,O,Graphic Packaging Holding,1.0,10.0,Billings,JHEDMVNPIJH,GA,125928.0,,S,784.0
EMI8882,33.0,United States of America,1-786-406-3178,575547.0,q,R,Fiserv,3.0,7.0,Boston,Rprfwlkk,MA,63834.0,2.0,S,846.0
iis8883,83.0,United States of America,,1998526.0,Z,U,,4.0,1.0,Akron,XNAINOQIPKZ,DC,60848.0,1.0,M,404.0
Nac8884,64.0,Canada,1-871-210-6439,3323737.0,,O,,2.0,3.0,Worcester,Ksrero,IA,20456.0,3.0,S,682.0
Lgg8885,27.0,United States of America,1-524-091-7799,3490733.0,G,O,West,3.0,3.0,Lafayette,GSWDJPR,DC,19773.0,1.0,M,806.0
Tmn8886,93.0,Canada,1-030-583-2951,3011197.0,,R,Ingram Micro,0.0,6.0,Milwaukee,Vkbaodntj,PA,396570.0,3.0,W,594.0
vpz8887,87.0,United States of America,1-915-839-3035,993941.0,,O,UnitedHealth Group,3.0,3.0,Yellow Knife,Oezlmruei,OK,320048.0,2.0,M,706.0
obb8888,81.0,United States of America,1-745-508-4544,1987261.0,W,O,Core-Mark Holding,5.0,1.0,Billings,Mwqte,WY,,5.0,W,593.0
cqb8889,73.0,Canada,1-816-529-9933,3000677.0,,O,Perrigo,1.0,2.0,Bellevue,Kwdkdjrpql,VT,234746.0,3.0,D,668.0
Dhc8890,21.0,Canada,,3947234.0,T,U,AMC Entertainment,4.0,8.0,San Jose,UJLWBVBAWTEP,NM,226703.0,0.0,U,769.0
OAR8891,28.0,United States of America,1-223-469-3603,1571254.0,f,O,Genuine Parts,5.0,2.0,Plano,Taksjljzk,WV,459370.0,1.0,,831.0
