AgencyID,FirstName,Age,MiddleInitial,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,LastName,CreditRating,NumberCars,State,Country,Phone,Income,Employer,NetWorth
Bab1469,Marjie,36.0,F,M,10.0,4.0,O,Baber,,2.0,WY,United States of America,1-623-256-9129,385145.0,National Fuel Gas,267902.0
DIP1470,Dick,95.0,N,M,9.0,4.0,O,DIPIERRO,584.0,0.0,MS,United States of America,1-682-574-9701,265547.0,Belk,1554714.0
pin1471,Zaven,66.0,S,D,9.0,3.0,O,pineau,738.0,4.0,WY,United States of America,1-909-879-4150,210242.0,Calumet Specialty Products,1785849.0
Hau1472,Vinnie,16.0,,M,5.0,2.0,O,Hautanen,432.0,0.0,CT,United States of America,1-183-178-5917,14168.0,Perot Systems,3000691.0
Bin1473,Wanda,86.0,,M,7.0,1.0,O,Binnington,,1.0,DC,United States of America,1-847-669-3845,28104.0,H&R Block,3170300.0
Pir1474,Prams,46.0,,M,8.0,0.0,O,Pirkey,758.0,5.0,CA,Canada,1-976-903-4058,59747.0,Martin Marietta Materials,1789875.0
Gra1475,Cacilia,21.0,,M,5.0,1.0,O,Gravitt,354.0,5.0,Quebec,United States of America,1-499-860-2810,89818.0,General Mills,2698625.0
ROZ1476,caralie,78.0,N,M,10.0,5.0,O,ROZUMNA,837.0,4.0,WY,United States of America,1-166-910-8873,189590.0,,3471479.0
Har1477,Mamoru,70.0,F,M,6.0,5.0,O,Harold,405.0,3.0,DE,United States of America,1-136-594-1087,328668.0,Xcel Energy,1921541.0
ket1478,Carmencita,35.0,,W,,2.0,R,ketchum,707.0,2.0,IL,United States of America,1-888-057-7581,31540.0,Vulcan Materials,3611018.0
Hol1479,Zarah,89.0,,M,0.0,1.0,O,Hollenbeck,811.0,0.0,Saskatchewan,United States of America,1-678-590-3942,130384.0,General Electric,2973756.0
obr1480,Svend,37.0,,M,3.0,0.0,R,obrecht,616.0,5.0,WY,United States of America,1-516-564-1148,86950.0,Windstream,3055483.0
Laf1481,Ali,65.0,R,M,4.0,1.0,O,Laflamme,764.0,5.0,OR,United States of America,1-815-923-2513,445785.0,Hasbro,3458800.0
Bit1482,barbra,84.0,,M,1.0,4.0,,Bittman,603.0,,NE,United States of America,1-732-516-4962,45116.0,,101009.0
irv1483,JANETTA,9.0,M,M,5.0,4.0,U,irving,738.0,,VA,United States of America,1-824-110-6454,139863.0,Starbucks,2274366.0
mos1484,Zsazsa,63.0,R,M,4.0,4.0,O,mosley,417.0,5.0,OK,United States of America,1-652-879-2108,2738.0,Yahoo,1663960.0
Dem1485,Ermengarde,58.0,,M,1.0,5.0,O,Demidenko,487.0,1.0,Manitoba,United States of America,1-186-422-8260,141116.0,KBR,1704190.0
Mcg1486,Dredi,99.0,,M,5.0,1.0,O,Mcguigan,725.0,4.0,WI,United States of America,1-656-662-2201,441116.0,Textron,
har1487,Kalle,44.0,F,U,2.0,5.0,R,hartin,667.0,5.0,CT,United States of America,1-503-287-5549,248359.0,Occidental Petroleum,2808793.0
PAT1488,MIKAELA,98.0,,S,4.0,1.0,O,PATCHSQA,305.0,3.0,WI,United States of America,1-178-317-4258,65756.0,Energy Future Holdings,3196105.0
COU1489,Walter,16.0,,D,2.0,4.0,O,COURTNEY,403.0,4.0,Ontario,United States of America,,290793.0,Amerco,3544876.0
Ker1490,Matty,79.0,,S,10.0,3.0,O,Kerner,569.0,5.0,NV,United States of America,1-108-050-9807,129732.0,OfficeMax,1670772.0
Lyo1491,Shaw,39.0,,U,9.0,1.0,R,Lyons,344.0,0.0,British Columbia,United States of America,1-550-271-1876,53133.0,Teradata,540493.0
Grz1492,Nanny,100.0,,U,1.0,2.0,O,Grzesik,421.0,4.0,Manitoba,United States of America,1-474-997-1416,405337.0,Navistar International,1555520.0
DON1493,angelika,30.0,,D,9.0,4.0,R,DONOHOE,745.0,2.0,WI,Canada,1-656-672-9096,155083.0,Smithfield Foods,1846931.0
hub1494,rosemary,93.0,,D,9.0,1.0,O,hubers,754.0,1.0,MD,Canada,1-800-584-3210,,National Semiconductor,434760.0
Vas1495,Melissa,53.0,L,S,8.0,3.0,O,Vasilopoulos,542.0,0.0,SC,United States of America,1-439-654-9673,91449.0,Laboratory Corp. of America,198000.0
CRI1496,Ann-marie,79.0,O,M,4.0,3.0,O,CRISWELL,427.0,1.0,Saskatchewan,United States of America,1-932-897-9544,239766.0,Itron,1724612.0
FRI1497,Virgina,,,D,2.0,0.0,R,FRIESEN,523.0,4.0,MI,United States of America,1-449-834-6963,53266.0,Advance Auto Parts,103055.0
Bau1498,annecorinne,24.0,Q,M,0.0,2.0,O,Baumberg,407.0,4.0,New Brunswick,Canada,1-631-174-6058,,Owens-Illinois,3328645.0
lor1499,thomson,9.0,,D,10.0,1.0,O,lorenzo,433.0,2.0,ID,Canada,1-113-004-7988,10853.0,Southwest Gas,
SHA1500,POWELL,90.0,W,M,3.0,3.0,O,SHAMBLIN,641.0,0.0,DC,United States of America,1-109-833-5901,90003.0,Huntington Bancshares,1466155.0
sch1501,Cho,58.0,A,U,8.0,2.0,O,schavone,704.0,0.0,NE,United States of America,1-180-822-0026,326214.0,Campbell Soup,812636.0
kam1502,SILVA,9.0,,U,7.0,3.0,O,kamal,768.0,3.0,ME,United States of America,1-118-536-3025,85603.0,E.W. Scripps,2635070.0
Sel1503,Shari,,,S,8.0,5.0,U,Selkirk,648.0,1.0,Saskatchewan,United States of America,1-350-411-9708,75465.0,Total System Services,847812.0
Ghe1504,Mellisent,81.0,,M,10.0,4.0,O,Ghelarducci,401.0,1.0,VT,United States of America,1-111-023-7187,273914.0,Manitowoc,382620.0
SHI1505,Bruno,33.0,,W,4.0,1.0,O,SHIBBERU,548.0,4.0,FL,Canada,,165836.0,Phoenix,3389560.0
Abo1506,Delfin,59.0,,S,6.0,3.0,R,Abou-ezze,666.0,3.0,CA,United States of America,1-086-789-6519,489340.0,Landstar System,898322.0
LAH1507,Marcia,23.0,Y,M,8.0,0.0,O,LAHEY,745.0,5.0,WI,Canada,1-314-758-5852,485480.0,Mueller Industries,3489904.0
Bol1508,Annalee,13.0,U,S,5.0,4.0,O,Bolli,310.0,4.0,ID,United States of America,1-870-655-0049,202294.0,Invacare,324039.0
fis1509,Romy,17.0,J,M,7.0,1.0,O,fisprod,419.0,0.0,MI,Canada,1-578-045-5351,434289.0,Alliant Techsystems,492431.0
JOI1510,florry,92.0,,M,7.0,1.0,O,JOINER,310.0,2.0,ND,Canada,1-243-279-2993,249525.0,Sonic Automotive,884983.0
Jak1511,Alok,17.0,Q,W,0.0,3.0,R,Jakstys,490.0,4.0,MI,Canada,1-897-141-1298,123780.0,Unified Grocers,3928613.0
Sur1512,Anneliese,10.0,,W,0.0,0.0,O,Surazski,800.0,5.0,IA,United States of America,1-090-633-2787,121866.0,Costco Wholesale,2774428.0
Hel1513,emran,64.0,,M,9.0,3.0,O,Heller,450.0,1.0,IN,United States of America,1-752-622-8759,476710.0,PPG Industries,646041.0
pre1514,miriam,53.0,,S,2.0,5.0,O,preville,643.0,2.0,ND,United States of America,1-591-778-8688,399528.0,Packaging Corp. of America,2973599.0
Gli1515,Ashlee,88.0,,M,6.0,3.0,O,Glinski,820.0,0.0,CO,United States of America,1-186-807-2475,172693.0,,2894887.0
ann1516,TORY,9.0,D,U,2.0,2.0,O,annabelle,352.0,4.0,IA,United States of America,1-158-639-9180,309846.0,International Game Technology,2103192.0
Kno1517,BIDGET,85.0,,U,5.0,2.0,U,Knowles,820.0,3.0,MA,United States of America,1-957-311-2551,476193.0,ScanSource,3085760.0
Mic1518,morna,79.0,I,S,10.0,5.0,U,Michailov,470.0,1.0,Nova Scotia,United States of America,1-454-844-5285,295909.0,Simon Property Group,1234065.0
efs1519,Faina,50.0,,,4.0,3.0,R,efstration,624.0,2.0,TX,United States of America,1-994-912-9389,148902.0,CVS Caremark,3173199.0
Har1520,cesar,13.0,,U,3.0,5.0,O,Harman,693.0,,VA,United States of America,1-308-526-0408,80132.0,Medco Health Solutions,1106177.0
HOL1521,ORALIE,2.0,,D,6.0,2.0,O,HOLDER,736.0,1.0,MD,United States of America,1-546-474-3897,104978.0,Catalyst Health Solutions,104805.0
als1522,Douglass,55.0,,U,5.0,4.0,O,alshabout,573.0,5.0,KY,Canada,1-834-081-4944,304295.0,Rockwell Automation,191852.0
Bas1523,Johan,57.0,,M,10.0,0.0,O,Bashyam,445.0,1.0,ND,Canada,1-653-883-4810,382676.0,SLM,1016522.0
hit1524,Cristie,65.0,,D,8.0,5.0,O,hitchings,548.0,3.0,TX,United States of America,1-068-884-2909,13829.0,Beacon Roofing Supply,751262.0
BAL1525,Tresa,49.0,R,M,7.0,0.0,O,BALOGH,324.0,1.0,IL,United States of America,1-369-222-7038,251874.0,Huntington Bancshares,1193509.0
lil1526,GEOFF,54.0,,U,5.0,5.0,O,lilleniit,348.0,,Alberta,United States of America,1-122-338-0001,233030.0,Arch Coal,1265027.0
BRA1527,MACE,61.0,V,W,3.0,3.0,O,BRANHAM,581.0,4.0,ID,United States of America,1-708-984-3571,414795.0,Cooper-Standard Holdings,
BIG1528,JOANNE,31.0,,S,7.0,,O,BIGLEY,692.0,1.0,FL,United States of America,,366359.0,Nalco Holding,80680.0
Qui1529,Fredericka,,,M,,0.0,R,Quinones,345.0,2.0,Quebec,United States of America,1-882-813-7777,433018.0,,715481.0
Chi1531,CYBILL,55.0,,W,4.0,1.0,O,Childress,524.0,1.0,RI,United States of America,1-977-563-3107,375372.0,Burger King Holdings,1366427.0
gos1532,BESS,94.0,,U,10.0,3.0,O,goswick,742.0,2.0,KS,United States of America,1-173-251-6874,368074.0,Ingles Markets,1583171.0
smy1533,KIRI,67.0,U,M,5.0,5.0,,smyth,,0.0,OR,United States of America,1-874-604-3289,453138.0,Modine Manufacturing,777929.0
DEM1534,MIMI,55.0,,W,8.0,1.0,,DEMOREST,465.0,0.0,NM,United States of America,1-144-460-9212,404914.0,Blockbuster,3836423.0
zur1535,CHRISTEN,0.0,,U,8.0,3.0,R,zurl,393.0,2.0,MO,United States of America,1-208-527-9666,,Emerson Electric,2819864.0
MAC1536,POLLYANNA,16.0,X,M,0.0,4.0,U,MACGILLIVRAY,449.0,0.0,PA,United States of America,1-488-190-3987,213892.0,Cummins,1054065.0
Rob1537,Willard,86.0,,M,3.0,1.0,U,Robart,346.0,5.0,NM,Canada,1-928-609-5956,15212.0,Verso Paper,112727.0
Mat1538,Lea,61.0,N,D,3.0,4.0,O,Mathewson,479.0,3.0,RI,United States of America,1-525-753-2190,181008.0,PPL,2913410.0
hav1539,DUTCH,39.0,E,W,5.0,2.0,,haveman,457.0,5.0,MA,Canada,1-133-814-6815,164110.0,H&R Block,3502000.0
Bos1540,Edyth,50.0,,M,4.0,1.0,O,Bosy,403.0,4.0,New Brunswick,United States of America,1-028-897-9680,356260.0,Boston Scientific,3142114.0
nal1541,CARLYNNE,7.0,,M,6.0,0.0,,nall,768.0,5.0,TN,United States of America,1-820-635-5662,434372.0,,461981.0
FER1542,jon,89.0,,M,8.0,1.0,O,FERGUSSON,609.0,2.0,British Columbia,United States of America,1-993-027-8092,322772.0,Scana,866135.0
Rei1543,Nevein,,Y,U,8.0,4.0,O,Reich,685.0,0.0,MS,United States of America,1-889-516-6723,103115.0,Cinemark Holdings,2180522.0
spi1544,YAVAR,18.0,,U,5.0,5.0,O,spieker,463.0,4.0,TN,United States of America,1-195-535-4681,87172.0,BJ Services,1275045.0
kle1545,teetwo,19.0,,,3.0,1.0,O,kleynenbergntntia,344.0,1.0,NY,Canada,1-571-237-3189,46053.0,Genworth Financial,3348211.0
COS1546,Birmingham,49.0,,M,0.0,3.0,O,COSSOTA,444.0,0.0,Manitoba,Canada,1-930-146-1088,432692.0,Warner Music Group,1858209.0
but1547,darrin,50.0,,W,8.0,4.0,R,butvich,529.0,,Ontario,United States of America,1-190-976-1557,8221.0,Berkshire Hathaway,1913209.0
Boy1548,PATRIZIA,,S,S,9.0,5.0,O,Boyce,755.0,4.0,MA,United States of America,1-095-422-7674,449503.0,Ferrellgas Partners,1290523.0
pat1549,Dody,1.0,,W,10.0,4.0,R,paterson,829.0,2.0,OH,United States of America,1-159-540-7650,498285.0,West,3837125.0
Kru1550,GLYNDA,,,S,,3.0,O,Krueger,,,AL,United States of America,1-305-425-6318,32882.0,VeraSun Energy,3379915.0
laf1551,rosabel,89.0,,U,4.0,5.0,O,laforge,776.0,0.0,AR,United States of America,1-542-152-2258,426830.0,Coca-Cola Enterprises,2851495.0
san1552,SALINA,72.0,,U,3.0,1.0,U,sansom,431.0,2.0,VT,United States of America,1-626-445-0049,389213.0,NSTAR,3365608.0
COP1553,JACQUENETTE,90.0,,D,0.0,0.0,U,COPPEDGE,803.0,2.0,SD,United States of America,1-146-871-3093,188555.0,Enbridge Energy Partners,2266979.0
buc1554,Janis,81.0,,U,6.0,5.0,O,buchanan,792.0,3.0,IL,United States of America,1-080-899-3805,34647.0,Maxim Integrated Products,3100394.0
NET1555,BIANKA,25.0,,M,9.0,4.0,O,NETTO,564.0,3.0,MS,Canada,1-407-616-3663,241005.0,Baker Hughes,2086714.0
Gac1556,NOOSHIN,82.0,S,M,6.0,2.0,U,Gach,322.0,5.0,CT,United States of America,1-003-304-9528,16223.0,Catalyst Health Solutions,2873908.0
D'A1557,Karna,31.0,Q,M,8.0,4.0,R,D'ANJOU,685.0,0.0,DE,United States of America,1-302-410-8130,136870.0,M&T Bank Corp.,2535519.0
dud1558,masa,59.0,O,M,7.0,3.0,O,dudgeon,468.0,5.0,VT,United States of America,1-184-336-0567,79941.0,PSS World Medical,181870.0
CHI1559,petra,23.0,,D,9.0,0.0,R,CHILDREE,697.0,,DE,Canada,1-768-893-7223,388810.0,Air Products & Chemicals,1288205.0
van1560,HERMON,86.0,,M,3.0,4.0,O,van der,541.0,5.0,KY,United States of America,1-083-883-8300,382361.0,Sempra Energy,299075.0
Sob1561,coursdev,46.0,V,M,7.0,4.0,R,Sobon,394.0,3.0,Prince Edward Island,Canada,1-241-478-7612,188686.0,Telephone & Data Systems,3685332.0
GAY1562,Rejeanne,46.0,,S,5.0,,O,GAYLOR,833.0,2.0,MA,United States of America,1-541-409-8204,241889.0,,3446599.0
Kob1563,faiz,20.0,,U,6.0,4.0,O,Kobierski,475.0,4.0,British Columbia,United States of America,1-126-546-4935,213323.0,Sherwin-Williams,296419.0
Nor1564,waneta,34.0,,M,4.0,1.0,O,Noronha,812.0,5.0,NJ,United States of America,1-459-098-4362,419724.0,Macy's,896575.0
VAL1565,Wojciech,82.0,,M,2.0,1.0,O,VALIVETI,351.0,4.0,MN,United States of America,1-762-109-5261,232221.0,Frontier Communications,2958136.0
hug1566,henrika,81.0,D,M,1.0,1.0,O,huggins,845.0,4.0,MN,United States of America,1-869-781-6422,237749.0,Time Warner,2587885.0
lew1567,Leroy,45.0,,U,9.0,2.0,O,lew,542.0,4.0,ND,United States of America,1-161-796-7428,409091.0,Alliant Techsystems,1005444.0
hon1568,lidia,47.0,T,M,3.0,3.0,O,honkakangas,554.0,5.0,FL,United States of America,1-769-727-9195,128460.0,Hershey,3954555.0
Van1569,smith,79.0,A,M,8.0,1.0,O,Vandagriff,690.0,5.0,UT,United States of America,1-974-700-6769,495997.0,Pep Boys,807347.0
gal1570,GENOVERA,3.0,A,U,2.0,3.0,O,gallion,339.0,4.0,MI,United States of America,1-140-939-6080,265242.0,AFLAC,3500918.0
kah1571,Danica,28.0,,M,5.0,5.0,R,kahan,803.0,4.0,IL,United States of America,1-869-700-6220,481240.0,Celanese,468253.0
May1572,Zdenek,45.0,,M,10.0,2.0,O,Mayne,721.0,4.0,DE,United States of America,1-393-933-8750,200410.0,,1517727.0
JAK1573,Noellyn,44.0,,U,6.0,0.0,O,JAKSTYS,337.0,2.0,New Brunswick,Canada,1-352-302-5746,,Cracker Barrel Old Country,
MAL1574,XENIA,28.0,,M,0.0,4.0,O,MALANOS,357.0,2.0,NY,United States of America,1-544-399-4428,204803.0,Applied Biosystems,380907.0
cai1575,gloriane,5.0,,,6.0,2.0,O,cain,448.0,5.0,NM,Canada,1-176-111-4899,369656.0,Massey Energy,2365835.0
MCN1576,alvinia,70.0,O,M,10.0,2.0,O,MCNAUGHTON,437.0,4.0,Quebec,United States of America,1-361-613-3801,394669.0,Medtronic,1207205.0
kho1577,Annis,68.0,W,D,2.0,3.0,R,khouderchah,630.0,5.0,Newfoundland,United States of America,1-677-003-1611,199665.0,Arkansas Best,2195768.0
Mar1578,Reg,19.0,V,U,5.0,0.0,O,Marlow,825.0,5.0,MI,Canada,1-694-213-2352,20419.0,Consolidated Edison,644582.0
Cha1579,SUSIL,3.0,,M,9.0,5.0,U,Chartier,816.0,5.0,Prince Edward Island,United States of America,1-661-111-0843,164133.0,Teledyne Technologies,286711.0
O'c1580,mathilde,49.0,,M,10.0,5.0,U,O'colmain,735.0,4.0,HI,United States of America,,172891.0,Dean Foods,1204969.0
TYN1581,Stergios,66.0,N,S,3.0,3.0,O,TYNDALL,453.0,1.0,AK,United States of America,1-756-133-9020,310017.0,Hershey,1867820.0
Sch1582,Maidsir,2.0,,M,6.0,3.0,O,Schlegel,305.0,3.0,AR,United States of America,1-962-400-0170,283503.0,Wendy's/Arby's Group,225136.0
Gue1583,LORENA,21.0,,M,9.0,1.0,O,Guevara,834.0,4.0,AL,United States of America,1-328-357-0132,,Hubbell,1403761.0
Saw1584,Duane,44.0,V,D,1.0,1.0,R,Sawada,426.0,2.0,AL,United States of America,1-528-975-7395,90250.0,Dresser-Rand Group,1648703.0
PAR1585,annabelle,30.0,,U,1.0,1.0,O,PARKINS,356.0,1.0,Saskatchewan,United States of America,1-615-026-0873,215458.0,Univision Communications,1964663.0
rus1586,Sacha,80.0,,W,2.0,4.0,O,ruschmeier,521.0,1.0,MN,United States of America,1-228-343-7504,496587.0,3M,2313539.0
WAR1587,Vlado,41.0,,S,10.0,2.0,U,WARSHAWSKY,465.0,3.0,Manitoba,Canada,1-345-076-8315,143238.0,United Technologies,2706243.0
Lon1588,SHAHRIAR,75.0,F,M,7.0,1.0,U,Longbottom,844.0,3.0,NC,United States of America,1-585-407-1862,36900.0,Rockwell Collins,3454012.0
VAF1589,JOYANN,49.0,B,,5.0,2.0,R,VAFAIE,326.0,3.0,OR,Canada,1-118-702-1882,360262.0,Family Dollar Stores,1126249.0
sch1590,Blinny,23.0,,M,7.0,3.0,,schmeler,609.0,4.0,Prince Edward Island,United States of America,1-612-442-2972,67322.0,Weis Markets,61481.0
Car1591,KAZUHIKO,89.0,I,M,7.0,2.0,U,Cargill,488.0,5.0,IN,United States of America,1-169-249-3706,189676.0,Target,743722.0
TIS1592,Britte,28.0,,U,1.0,1.0,O,TISCHHAUSER,548.0,,KY,United States of America,1-334-560-0470,28077.0,Neiman Marcus,1902226.0
SCH1593,Davine,,,S,10.0,0.0,R,SCHRIER,513.0,0.0,CT,United States of America,1-091-384-7916,203747.0,Abbott Laboratories,3667951.0
Amb1594,Kelila,88.0,,M,1.0,0.0,O,Ambroise,531.0,5.0,WI,United States of America,1-104-274-6326,191030.0,Humana,1420518.0
HLA1595,marie-jeanne,42.0,E,W,,3.0,,HLAUSCHEK,477.0,4.0,ME,United States of America,1-716-421-5982,278974.0,Merck,1230013.0
Fal1596,Francine,49.0,,M,5.0,2.0,R,Fallahi,818.0,0.0,WA,United States of America,1-436-171-7630,405253.0,General Growth Properties,226768.0
Lev1597,Keslie,79.0,,U,8.0,1.0,O,Levitin,445.0,0.0,KY,United States of America,1-062-789-9840,58611.0,Tesoro,262069.0
LES1598,norcal,35.0,J,M,9.0,2.0,R,LESNIAK,674.0,0.0,Alberta,United States of America,1-949-903-4401,183703.0,PNM Resources,33073.0
wai1599,EVETTE,27.0,Y,M,,4.0,O,wai,543.0,5.0,NY,United States of America,1-807-102-4718,27048.0,Dr Pepper Snapple Group,1366099.0
KLA1600,Charangit,95.0,,D,4.0,4.0,O,KLAMMER,381.0,5.0,Newfoundland,Canada,1-246-968-4832,393487.0,Hubbell,92196.0
CAR1601,martica,25.0,,M,6.0,0.0,O,CARR,780.0,5.0,GA,Canada,1-095-664-2591,115808.0,Chesapeake Energy,2609887.0
Yog1602,LEW,84.0,,U,10.0,2.0,O,Yogeswaran,,3.0,OK,Canada,1-138-271-9862,99224.0,Laboratory Corp. of America,2293264.0
bar1603,edee,73.0,R,M,10.0,2.0,O,barbary,358.0,4.0,IN,United States of America,1-477-254-6590,371296.0,IMS Health,295295.0
dor1604,Lacee,58.0,Y,W,1.0,5.0,O,dorronsoro,572.0,,DE,United States of America,1-588-157-6380,218276.0,Frontier Oil,73189.0
Had1605,SIVA,,,W,1.0,0.0,O,Haddow,319.0,,SC,United States of America,1-905-789-7948,237297.0,Toro,3545538.0
gas1606,Jeff,28.0,,W,5.0,0.0,U,gasparotto,400.0,0.0,CO,United States of America,1-765-783-0055,444523.0,GameStop,3971444.0
mos1607,sang-maun,4.0,L,D,3.0,2.0,O,moshinsky,340.0,5.0,SC,United States of America,1-250-193-0140,400885.0,Cigna,1362426.0
dal1608,Vu,76.0,K,U,1.0,,U,dall'oste,,2.0,ID,United States of America,1-142-956-6276,,PetSmart,2854996.0
ARM1609,ISMAIL,76.0,,M,0.0,3.0,U,ARMBRUSTER,642.0,2.0,Saskatchewan,United States of America,1-103-038-8615,480717.0,Duane Reade Holdings,500510.0
DIS1610,jeanelle,35.0,,D,3.0,1.0,U,DISPATCH,640.0,2.0,ME,United States of America,1-046-959-4224,316675.0,Covance,2991667.0
Hal1611,stclair,61.0,,M,1.0,5.0,O,Halovanic,735.0,2.0,AK,United States of America,1-480-417-1290,379294.0,Erie Insurance Group,3042267.0
Mcg1612,jerry,68.0,,S,8.0,0.0,O,Mcgalliard,332.0,0.0,RI,Canada,1-176-188-5673,248490.0,Pep Boys,2211396.0
Bot1613,Anne-marie,31.0,J,M,1.0,0.0,R,Botto,591.0,1.0,MD,United States of America,1-060-266-1941,369768.0,,3838330.0
Rav1614,Lottie,,,D,4.0,3.0,O,Ravi,772.0,2.0,CO,Canada,1-602-565-1482,424989.0,Southern,2188130.0
PAK1615,Lina,3.0,,U,7.0,5.0,R,PAKULSKI,642.0,0.0,WA,United States of America,1-341-964-3007,152231.0,Wells Fargo,1310726.0
PAN1616,Martina,49.0,,W,10.0,4.0,O,PANDYA,577.0,0.0,KY,United States of America,1-340-679-3376,343566.0,Bank of America Corp.,475488.0
att1617,FANNY,85.0,,S,9.0,3.0,R,attenborough,764.0,,PA,United States of America,1-128-643-8987,64485.0,Cintas,243518.0
Bou1618,Maitilde,64.0,,W,8.0,5.0,O,Boucouris,759.0,0.0,ID,United States of America,1-364-110-8141,417784.0,Owens-Illinois,1657663.0
TAN1619,Cary,58.0,,D,8.0,0.0,O,TANGLAO,433.0,3.0,VT,United States of America,1-396-311-1198,215087.0,Halliburton,3504789.0
Bar1620,LILLI,71.0,,S,7.0,3.0,R,Barnhardt,525.0,1.0,CO,United States of America,1-207-089-8351,306929.0,Simon Property Group,640660.0
Lud1621,Gee,33.0,,M,8.0,4.0,O,Ludwick,832.0,1.0,Manitoba,United States of America,1-904-404-1552,458332.0,Adobe Systems,2222986.0
DEL1622,Naveen,83.0,,,0.0,2.0,O,DELANEY,316.0,4.0,TN,United States of America,1-534-838-7977,39100.0,Entergy,3588958.0
Kas1623,aruna,57.0,,D,5.0,4.0,O,Kassissia,685.0,0.0,IN,United States of America,1-161-262-1369,437794.0,CenterPoint Energy,2778934.0
hat1624,Ingeborg,67.0,,M,7.0,1.0,R,hatz,381.0,4.0,LA,Canada,1-231-000-0392,37754.0,Invacare,754973.0
Tin1625,Shoeb,68.0,,M,3.0,4.0,O,Tinney,584.0,2.0,IN,United States of America,,193120.0,Donaldson,1266963.0
Nes1626,Nettie,68.0,,M,4.0,0.0,O,Nesbitt,385.0,1.0,NH,United States of America,1-673-457-9456,99512.0,AmeriCredit,1808998.0
Sch1627,Sybila,14.0,,S,3.0,3.0,O,Schnaithman,635.0,2.0,MT,United States of America,1-926-757-3068,261126.0,eBay,2700239.0
SOB1628,gail,,,D,2.0,1.0,O,SOBIESIAK,805.0,4.0,MT,United States of America,1-869-366-2040,120726.0,Raytheon,3108137.0
Clu1629,sibyl,6.0,,M,3.0,0.0,O,Cluett,679.0,1.0,SD,United States of America,1-805-682-0192,224672.0,ITT,3578605.0
GER1630,YONGLI,65.0,,S,1.0,3.0,,GERRITSE,453.0,5.0,CO,United States of America,1-374-290-1311,12573.0,Land O'Lakes,3699975.0
TUC1631,ernesto,6.0,C,U,8.0,2.0,U,TUCKER,847.0,4.0,WA,United States of America,1-872-546-8088,200441.0,Tenneco,2269303.0
Tar1632,Adrienne,47.0,,U,1.0,1.0,R,Taralp,,3.0,AK,United States of America,1-498-123-3199,487097.0,Leggett & Platt,2250865.0
Cre1633,Jenna,96.0,,D,10.0,3.0,O,Creasman,,5.0,FL,United States of America,1-136-368-7167,180636.0,,952977.0
Joi1634,Audre,68.0,,U,1.0,5.0,R,Joiner,642.0,0.0,NV,Canada,1-576-056-3958,330412.0,Pool,705875.0
hal1635,DELORIS,21.0,Q,S,0.0,2.0,O,halford,,,TX,United States of America,1-875-959-3346,302078.0,Arrow Electronics,661156.0
Tes1636,Breton,73.0,,W,2.0,0.0,O,Tessier,600.0,,Saskatchewan,United States of America,1-577-954-3908,11593.0,MasterCard,3656197.0
ONY1637,Martie,15.0,,S,9.0,0.0,R,ONYSHKO,435.0,2.0,NE,United States of America,1-537-413-0900,110756.0,Broadcom,2313138.0
DEC1638,Elsa,25.0,,M,7.0,0.0,O,DECARIE,730.0,4.0,VT,United States of America,1-539-974-9296,278312.0,Smith International,3823810.0
Gag1639,Barsha,98.0,O,M,8.0,0.0,O,Gagne,418.0,4.0,HI,United States of America,1-938-703-0026,441167.0,Travelers Cos.,3690401.0
Lac1640,pauletta,30.0,,U,7.0,4.0,O,Lackenbauer,388.0,4.0,Ontario,United States of America,1-297-775-1510,225388.0,Monsanto,1065171.0
Clo1641,Benedetta,36.0,,D,2.0,3.0,R,Cloutier,622.0,2.0,Ontario,United States of America,1-021-370-2836,328387.0,,2185167.0
BAR1642,Davina,47.0,V,M,0.0,3.0,O,BARBE,562.0,3.0,AL,United States of America,1-304-537-9529,187204.0,CVR Energy,1736755.0
roi1643,raju,,U,S,9.0,4.0,U,roig,702.0,3.0,WA,United States of America,1-693-971-8310,322359.0,Symantec,2865116.0
Bun1644,nabil,32.0,,M,1.0,4.0,O,Bunner,741.0,1.0,AR,United States of America,1-220-050-8394,,,2160791.0
Pel1645,chiarra,25.0,W,M,4.0,0.0,O,Pelz,312.0,0.0,OK,United States of America,1-467-981-9596,364216.0,Retail Ventures,3938874.0
PLA1646,THIERRY,85.0,T,M,4.0,3.0,U,PLATER-ZYBERK,790.0,2.0,OH,United States of America,1-777-421-2018,,Del Monte Foods,813632.0
Tra1647,pierre-alain,46.0,K,S,5.0,0.0,U,Travers,698.0,4.0,MA,United States of America,1-890-684-0005,473754.0,Sempra Energy,3373916.0
bos1648,Blithe,34.0,,U,0.0,0.0,O,bose,363.0,4.0,DC,Canada,,259788.0,Adams Resources & Energy,3577327.0
GOS1649,JESSIKA,61.0,,S,10.0,1.0,O,GOSWICK,649.0,4.0,UT,United States of America,1-764-214-6220,419570.0,MSC Industrial Direct,
Kik1650,merilee,,,U,0.0,1.0,O,Kikuta,773.0,4.0,MO,United States of America,1-835-399-6988,253410.0,Discover Financial Services,2972070.0
Boc1651,DIANE-MARIE,82.0,,M,,0.0,O,Bockaj,342.0,5.0,AZ,United States of America,1-068-147-6649,382349.0,Jo Ann Stores,2722299.0
man1652,Antonina,29.0,,S,7.0,1.0,O,manner,356.0,4.0,NY,Canada,1-609-204-7920,52766.0,,2294218.0
