Age,MiddleInitial,Employer,AgencyID,AddressLine2,Phone,OwnOrRentFlag,NumberCars,NumberChildren,Income,NumberCreditCards,FirstName,NetWorth,State,CreditRating,Gender,AddressLine1,MaritalStatus,LastName,City,PostalCode,Country
48.0,,Southwestern Energy,Gay2591,,1-922-562-8572,,1.0,2.0,264847.0,2.0,Vimi,1561349.0,AL,662.0,,4156 broadway west,W,Gayman,Winnipeg,22227,United States of America
0.0,B,Molson Coors Brewing,Kog2592,,1-872-327-1232,O,1.0,5.0,,3.0,Corri,658644.0,New Brunswick,637.0,f,10789 winifred lane,,Kogan,Santa Fe,73151,United States of America
92.0,,Patterson,Dys2593,APT. 537,1-390-177-7171,U,0.0,4.0,75114.0,4.0,TAMRA,2612131.0,WV,617.0,m,8752 forest park east,U,Dysart,Erie,80526,United States of America
77.0,Y,,Ben2594,,1-508-720-2153,O,0.0,5.0,65833.0,8.0,HELENKA,3349586.0,GA,675.0,M,6490 MARCHMONT SOUTH,S,Bennison,Grand Rapids,V5c 1o9,Canada
75.0,M,Vornado Realty Trust,bye2595,,1-133-362-7748,O,4.0,,91262.0,0.0,lexy,1217563.0,New Brunswick,784.0,m,10381 voss rue,U,byer,Chula Vista,70503,United States of America
58.0,T,Belk,BAR2596,,1-937-863-8627,O,0.0,3.0,117473.0,4.0,diana,883061.0,NC,349.0,,4522 BROWN AVENUE,S,BARRACLOUGH,Warren,72213,Canada
5.0,,U.S. Bancorp,SAL2597,,1-351-861-9368,O,4.0,2.0,304577.0,,ALBRECHT,850602.0,AL,603.0,M,2378 gaines court,M,SALLADAY,Stamford,90033,United States of America
97.0,A,Starbucks,Bas2598,,1-706-105-9893,,0.0,4.0,495603.0,0.0,abbi,3911245.0,NJ,402.0,,18907 wagner street,D,Bassignana,Bridgeport,94589,Canada
60.0,M,Rockwood Holdings,STO2599,,1-660-348-6671,U,1.0,1.0,376767.0,7.0,butch,244871.0,MS,506.0,f,20060 FLORENCE DRIVE,M,STONER,Cincinnati,M3W 1J7,United States of America
56.0,,,Sal2600,,1-872-505-3248,R,1.0,0.0,466649.0,6.0,Gerrie,,WA,328.0,M,7828 cartwright park,U,Salada,Madison,85093,Canada
74.0,Z,Costco Wholesale,Kla2601,,1-009-253-9398,U,4.0,5.0,200175.0,6.0,fausto,380616.0,NH,749.0,,22506 shelter drive,M,Klasky,San Diego,48253,United States of America
6.0,,Kansas City Southern,san2602,,1-791-917-0763,U,3.0,4.0,137606.0,1.0,dacie,2217225.0,IA,658.0,,575 lander court,S,santos,Costa Mesa,33325,United States of America
99.0,,WABCO Holdings,enc2603,Apt. 689,1-939-943-5107,U,2.0,3.0,454506.0,2.0,Nissy,1549157.0,DE,623.0,,21119 vickery west,M,encomenderos,Gary,40220,United States of America
25.0,U,Portland General Electric,bro2604,,1-163-411-1142,O,3.0,,81291.0,9.0,Eadith,2632065.0,DC,708.0,m,10232 oak hill west,M,brosselard,Tempe,44322,United States of America
55.0,I,Shaw Group,NET2605,,1-174-492-7776,R,4.0,,438189.0,0.0,GERT,2092276.0,Quebec,360.0,,10905 apollo west,M,NETDEV,Irving,M5C 1Z2,Canada
47.0,D,Rite Aid,BRI2606,,,O,,2.0,497456.0,10.0,sanae,3483635.0,OH,736.0,,19478 KINLAND LANE,M,BRINKMAN,Hollywood,13211,United States of America
88.0,K,Abbott Laboratories,hag2607,,1-020-999-3864,O,0.0,4.0,106953.0,0.0,Svenn-erik,193836.0,OR,832.0,,18570 woodtimber way,S,hager,Buffalo,78742,United States of America
45.0,,Scana,cin2608,suite 305,1-605-361-8741,,,4.0,39767.0,4.0,Burgess,1036364.0,LA,368.0,M,947 mcshann avenue,S,cinq-mars,Santa Fe,99759,United States of America
6.0,,Polaris Industries,NIS2609,,1-400-569-1634,R,2.0,1.0,37849.0,7.0,devondra,312761.0,WA,427.0,f,11631 USTER SOUTH,M,NISBET,Toronto,t5c 1m3,United States of America
65.0,,Phillips-Van Heusen,ste2610,,1-096-141-1038,R,5.0,5.0,123938.0,5.0,TANA,3748598.0,CT,546.0,M,18234 fir street,S,steeves,Toronto,78733,Canada
87.0,,,Cso2611,,1-170-260-3246,U,0.0,1.0,301799.0,9.0,Alissa,3713350.0,NM,765.0,,8101 clifton drive,M,Csop,Glendale,23289,United States of America
12.0,,Rockwood Holdings,Sti2612,,1-349-038-1348,O,3.0,3.0,305505.0,4.0,SHELTON,394303.0,GA,481.0,,18013 tiffany way,M,Stillwell,Pasadena,90840,United States of America
48.0,,Eli Lilly,plo2613,,,,5.0,2.0,1925.0,3.0,manimozhi,2958841.0,NJ,527.0,M,2928 POTOMAC UPPER,M,plouffe,Portland,92038,United States of America
79.0,,Tyson Foods,jea2614,,1-905-194-2855,O,2.0,1.0,213841.0,4.0,catrina,3806494.0,IL,734.0,m,21620 snead avenue,S,jeavons,Sherbrooke,m2q 1e3,United States of America
,E,Nvidia,man2615,,1-590-723-3311,O,4.0,5.0,419646.0,7.0,PRIORE,70687.0,MN,537.0,m,5350 glen loch boulevard,D,manolios,Santa Clarita,M8a 1x2,United States of America
72.0,T,AFLAC,zar2616,,1-541-436-9056,R,5.0,2.0,311129.0,5.0,Thea,1558633.0,OR,626.0,,7160 cannas avenue,M,zaretsky,Overland Park,V6k 1t2,United States of America
5.0,,NV Energy,sue2617,,,R,,0.0,476684.0,4.0,Halina,3641585.0,LA,734.0,,2579 creekbend way,U,suer,Garland,77221,United States of America
19.0,,Molina Healthcare,MOS2618,,1-804-841-0957,R,1.0,4.0,480975.0,2.0,Minne,154612.0,AK,426.0,,23607 idlewild way,S,MOSEBY,Riverside,85089,United States of America
100.0,,JetBlue Airways,ACT2619,APT. 485,1-342-301-7355,U,1.0,2.0,266476.0,10.0,MAIDISN,1261571.0,AK,789.0,,4139 PACE LOWER,U,ACTON,Thousand Oaks,m5d 1w3,United States of America
53.0,,Molina Healthcare,tan2620,,1-820-172-9279,U,5.0,2.0,176933.0,2.0,LAUREL,1963347.0,WA,362.0,F,2453 BAKER WAY,S,tanchak,Casper,94525,United States of America
38.0,,Kla-Tencor,Fle2621,,1-520-596-3006,O,5.0,,283885.0,1.0,quyen,,MD,599.0,,21292 HILDEBRAND WEST,M,Fleishman,Chicago,M2R 1E1,United States of America
56.0,,Cimarex Energy,Mul2622,,1-193-725-0779,O,3.0,2.0,493578.0,5.0,Angil,3119965.0,PA,402.0,R,12683 la cienega street,S,Mullarney,Overland Park,80156,United States of America
32.0,,Group 1 Automotive,WAS2623,,1-225-321-9980,R,1.0,3.0,481399.0,6.0,PDE,1608044.0,OH,444.0,M,18439 broken oak lane,W,WASSERMAN,Hialeah,V6t 1w1,United States of America
19.0,U,Emerson Electric,Hen2624,,1-587-520-0490,O,3.0,2.0,,2.0,Jorry,,IN,684.0,,13134 ansley upper,U,Henshaw,Oxnard,H2g 1x4,United States of America
23.0,,Priceline.com,fig2625,,1-134-449-3792,O,,0.0,408392.0,8.0,Jacinta,3809485.0,British Columbia,675.0,m,2928 potomac upper,M,figura,Las Cruces,85028,Canada
86.0,,Virgin Media,Hug2626,APT. 350,1-566-390-5105,O,4.0,3.0,65706.0,3.0,ELVERT,684008.0,VA,526.0,F,6490 marchmont south,M,Hugel,Lakewood,T5b 1t2,United States of America
29.0,,,Par2627,,1-157-644-4824,O,2.0,2.0,328810.0,1.0,Makam,3376755.0,Saskatchewan,,,11741 hilltop court,D,Parypa,Halifax,95166,Canada
19.0,,FMC,Qad2628,,1-761-337-4891,,4.0,4.0,161757.0,0.0,okan,1361206.0,NJ,665.0,,12727 HAYDEN CRESCENT,M,Qadri,Cedar Rapids,96809,United States of America
40.0,,Lennox International,Row2629,,1-620-552-7401,,5.0,2.0,,2.0,Korrie,2794619.0,Saskatchewan,423.0,,3135 FARMERS LANE,M,Rowlandson,Fargo,V6o 1t6,Canada
7.0,,Moog,Gha2630,,1-033-359-5975,O,1.0,4.0,49213.0,6.0,viviana,1003024.0,ID,496.0,m,8272 cartwright avenue,M,Ghaemian,Phoenix,X5f 1v7,United States of America
37.0,,J.C. Penney,mar2631,,1-934-734-5713,R,1.0,2.0,339480.0,8.0,Luigi,,AL,525.0,F,3797 RUTGERS PARK,S,martincich,Fullerton,m9d 1t8,United States of America
53.0,C,Delta Air Lines,gre2632,apt. 537,1-767-339-2646,R,2.0,1.0,294357.0,10.0,Lizette,1133715.0,CA,307.0,,20065 gates street,M,gregorski,Albuquerque,H7h 1v8,United States of America
19.0,,Target,Sto2633,,1-936-160-7120,O,3.0,3.0,161259.0,4.0,DENI,,OR,380.0,,11872 crystal hills park,M,Stooke,Chesapeake,T5C 1W8,Canada
8.0,S,Ferrellgas Partners,LAW2634,,1-191-678-9838,O,5.0,2.0,317922.0,9.0,rajinderpal,1959117.0,MT,638.0,,6420 CRESTMERE EAST,U,LAWLER,Winston-Salem,99519,United States of America
26.0,,LifePoint Hospitals,O'n2635,,1-826-078-8447,U,0.0,2.0,402436.0,2.0,Sys,266532.0,RI,813.0,f,20929 lee east,M,O'neil,Quebec,M5G 1W2,United States of America
54.0,O,Alliant Energy,DE 2636,,,O,4.0,5.0,365401.0,,GARTH,985695.0,UT,541.0,,10286 FOXFIRE EAST,M,DE CRISTOFARO,Great Falls,32212,United States of America
7.0,O,Sanderson Farms,WAT2637,,1-031-983-7230,O,0.0,3.0,405445.0,5.0,myron,826199.0,MO,415.0,f,1429 CREEK CRESCENT,S,WATFORD,Denver,23461,United States of America
85.0,,Pacer International,Wac2638,,1-386-422-7087,O,4.0,3.0,364622.0,6.0,alyse,449040.0,ME,712.0,,977 SPECTRUM UPPER,M,Wachtstetter,Pueblo,T6d 1j2,United States of America
74.0,,Packaging Corp. of America,Dup2639,,1-438-476-9954,O,2.0,2.0,137296.0,4.0,Walt,2229730.0,MA,826.0,,17687 denton lower,M,Dupuy,Newark,93674,United States of America
50.0,,Molson Coors Brewing,Cau2640,Apt. 650,1-165-493-4841,O,2.0,4.0,483168.0,1.0,Sherman,535069.0,RI,347.0,,5608 country crescent,M,Caudill,Bridgeport,M6T 1H7,United States of America
85.0,,Xilinx,Elg2641,,1-008-011-6631,O,0.0,4.0,454656.0,5.0,milzie,1333759.0,AL,495.0,,23282 danvers crescent,S,Elgie,Simi Valley,87125,United States of America
3.0,,Lennar,wil2642,,1-030-794-1272,R,3.0,3.0,457698.0,9.0,Magdy,2318158.0,VA,783.0,f,2342 SUMMER CREST NORTH,U,wilhelmson,Huntington,e7o 1p9,United States of America
82.0,,Pool,bos2643,,1-966-870-4549,O,1.0,4.0,103787.0,,bab,2799948.0,VA,563.0,,291 SHERIDEN STREET,,bostock,Cincinnati,10233,Canada
42.0,,Dollar Tree,FOR2644,,1-152-174-1527,R,5.0,0.0,373508.0,7.0,Nissie,1015601.0,New Brunswick,665.0,m,10572 kiel avenue,S,FORSYTHE,Tucson,85098,United States of America
73.0,,W.R. Grace,orf2645,,1-690-670-3455,O,3.0,3.0,71202.0,6.0,Nonna,2445130.0,KS,688.0,,15471 WILMINGTON WAY,W,orfano,Detroit,30388,United States of America
1.0,,Celanese,Sme2646,Apt. 650,1-126-064-9901,O,5.0,5.0,437672.0,2.0,PIERRE-MARC,2082526.0,MI,702.0,,7223 guadalupe lower,M,Smecca,Costa Mesa,63170,United States of America
32.0,,J.B. Hunt Transport Services,Con2647,,1-833-991-4768,O,1.0,5.0,110494.0,3.0,Reinhold,2292497.0,Prince Edward Island,,f,9761 lyle east,M,Constantin,Abilene,94340,United States of America
,T,Cytec Industries,GEA2648,,1-491-083-3527,R,4.0,2.0,43243.0,8.0,Glyn,240463.0,HI,403.0,,2167 MOCKINGBIRD DRIVE,M,GEADAH,Santa Clara,04107,United States of America
31.0,K,Fastenal,Leb2649,,1-377-473-8126,O,5.0,0.0,228183.0,9.0,Lonneke,2238747.0,NH,533.0,M,5049 MILLS AVENUE,U,Lebeau,Hollywood,64154,United States of America
93.0,,GameStop,dip2650,apt. 508,1-054-293-0153,O,1.0,5.0,468466.0,1.0,Junia,1307389.0,WA,565.0,f,4937 chestnut avenue,S,dipasquale,Oceanside,83710,United States of America
58.0,,Activision Blizzard,muf2651,,1-563-196-3258,R,4.0,1.0,135062.0,5.0,Betteann,855570.0,Saskatchewan,522.0,M,21380 crosby rue,M,mufti,New Orleans,T6a 1i6,United States of America
87.0,,McGraw-Hill,han2652,,1-041-827-9291,O,,3.0,297308.0,9.0,TREVER,1529968.0,AR,679.0,m,15287 bingham west,S,hancock,Laredo,19092,United States of America
5.0,,Hawaiian Electric Industries,MAS2653,Apt. 298,1-192-758-9338,O,4.0,1.0,110117.0,7.0,Lyndsie,3170619.0,AR,758.0,m,23914 ROBERTS LANE,,MASSUMI,Fairbanks,T5c 1n7,United States of America
28.0,,Nalco Holding,Mit2654,,1-646-937-2683,O,3.0,4.0,262668.0,1.0,Chen-chen,788680.0,AL,466.0,f,16177 MATLOCK DRIVE,S,Mitsui,Evansville,m3w 1k2,United States of America
71.0,,NBTY,AKH2655,,1-085-551-0693,,,1.0,215091.0,1.0,MALAYSIA,1651089.0,OR,589.0,F,17216 montview upper,M,AKHAVAN,Grand Rapids,90503,United States of America
86.0,,Crosstex Energy,MAH2656,,1-878-778-5759,O,1.0,3.0,237592.0,3.0,atul,2841964.0,NH,614.0,F,10252 main lower,D,MAHBEER,Hilo,68122,United States of America
45.0,B,Biogen Idec,Whi2657,,1-573-757-9286,R,2.0,5.0,377432.0,9.0,Brina,2045984.0,WV,442.0,,10479 WHITTINGTON RUE,,Whidden,Baltimore,80236,Canada
15.0,,Laclede Group,AND2658,Apt. 965,1-248-397-5800,O,3.0,0.0,482132.0,3.0,Elke,899667.0,RI,506.0,,6360 savoy drive,M,ANDRUZZI,Sydney,47702,United States of America
35.0,,SkyWest,Kus2659,apt. 784,1-767-838-5926,O,3.0,1.0,127264.0,6.0,ceil,3267917.0,NM,790.0,f,20900 marchmont west,S,Kusyk,San Diego,H7g 1v8,Canada
99.0,,Marsh & McLennan,Net2660,,1-339-231-7565,O,5.0,3.0,467543.0,5.0,Ifti,2079370.0,FL,394.0,F,5755 bluff road,W,Networkroom,Beaumont,85284,United States of America
73.0,Q,Embarq,MAC2661,,1-515-519-6455,O,0.0,3.0,294325.0,8.0,ROXANA,3989557.0,MO,809.0,m,1715 texas west,,MAC MAID,Austin,X7j 1r4,United States of America
12.0,N,Piedmont Natural Gas,Wil2662,,1-069-658-5070,O,1.0,1.0,456076.0,5.0,carlotta,1639126.0,MA,365.0,,16552 FRESCO SOUTH,M,Willette,El Paso,77101,United States of America
96.0,,Cardinal Health,Tri2663,,1-008-569-7239,O,3.0,3.0,95438.0,3.0,MIRIAM,601085.0,NJ,388.0,,24683 meadowlark boulevard,S,Triplehorn,Edmonton,27604,United States of America
78.0,,Genworth Financial,Pul2664,,1-844-879-4783,O,0.0,1.0,375099.0,,anjela,2465301.0,KY,,,20954 belt line rue,S,Pullan,Fort Lauderdale,Y1b 1g4,United States of America
49.0,,Activision Blizzard,ORD2665,,1-937-645-7224,O,3.0,1.0,330705.0,0.0,Mahesh,2856459.0,Manitoba,713.0,,18458 yorkchester west,,ORDWAY,Tacoma,78712,United States of America
55.0,,,MCC2666,,1-655-019-1423,O,1.0,4.0,124418.0,2.0,Jacinta,110322.0,New Brunswick,,,21180 trafalgar way,U,MCCORD,Colorado Springs,H7f 1t8,Canada
79.0,,Schnitzer Steel Industries,Mob2667,,1-735-199-1667,R,2.0,1.0,244689.0,1.0,NUVIT,583568.0,CT,711.0,F,17057 eden lower,S,Mobley,Moncton,35203,United States of America
,,Ameren,Hut2668,,1-855-989-0901,O,0.0,5.0,458595.0,5.0,birgitte,1561090.0,UT,429.0,f,19634 el monte boulevard,M,Hutt,Torrance,45252,United States of America
37.0,Y,Windstream,Swr2669,,1-309-403-7862,O,4.0,5.0,478075.0,3.0,haley,,OH,318.0,,7667 bayridge road,U,Swr,Sunnyvale,m5e 1u2,United States of America
89.0,,Psychiatric Solutions,TUL2670,,1-201-502-8143,O,2.0,,210110.0,9.0,NGUYEN,1398784.0,CT,529.0,,24713 sanders drive,,TULLY,Durham,19249,United States of America
11.0,V,ServiceMaster,Cox2671,Apt. 513,1-799-779-6383,O,2.0,1.0,198746.0,8.0,NATALY,1345217.0,WA,739.0,M,9941 briar forest street,M,Coxall,Lexington,85014,United States of America
54.0,A,Timken,rut2672,,1-304-579-2481,O,1.0,5.0,178148.0,1.0,Gina,602438.0,HI,536.0,f,21088 murie street,M,rutyna,Ontario,94109,Canada
71.0,,Steelcase,kuh2673,,1-788-984-4408,R,1.0,0.0,310156.0,8.0,Betteann,2801777.0,MA,397.0,,1063 dunbar lower,M,kuhn,Concord,27405,Canada
89.0,,Granite Construction,Gid2674,,1-075-490-7153,O,3.0,3.0,247681.0,8.0,Bogdan,1361159.0,PA,619.0,,1424 east road,M,Gidaro,Newark,36132,United States of America
92.0,B,Pride International,mcc2675,,1-836-751-8488,U,2.0,1.0,177779.0,8.0,LRC,3231165.0,LA,772.0,M,20420 lynnfield lane,M,mccorkle,Chesapeake,93362,United States of America
31.0,,Spherion,Tra2676,apt. 955,1-167-265-0158,O,2.0,2.0,209850.0,2.0,REINE,866271.0,VT,690.0,m,12957 warren crescent,W,Traugott,Regina,v6q 1q8,United States of America
50.0,K,Timken,Ali2677,,1-106-679-6796,O,3.0,4.0,298798.0,0.0,Brittani,2141663.0,British Columbia,840.0,m,23987 valderra park,U,Alikhan,Calgary,V6q 1t4,United States of America
,,Applied Industrial Tech,Arm2678,Apt. 476,1-830-920-0254,O,,0.0,93065.0,8.0,chiarra,870111.0,MN,598.0,,11183 COUNTRY SOUTH,S,Armolavicius,Waco,20046,United States of America
48.0,,Agilent Technologies,Bla2679,Apt. 513,1-267-240-1336,O,2.0,5.0,288453.0,1.0,Udaya,1917609.0,British Columbia,547.0,M,7366 fox boulevard,M,Blakey,Irving,M5g 1x1,United States of America
66.0,,Starwood Hotels & Resorts,sut2680,,1-645-656-7265,O,4.0,5.0,45072.0,4.0,anthia,,NJ,,m,24280 piney point rue,M,sutton,Buffalo,M5F 1X8,United States of America
56.0,,Loews,Pet2681,APT. 508,1-518-561-5857,O,2.0,4.0,225717.0,7.0,Chungsik,346479.0,TX,838.0,m,17042 lancaster east,S,Petrinack,Santa Rosa,47736,United States of America
87.0,,Steel Dynamics,sob2682,Suite 113,1-070-047-4064,,1.0,1.0,222839.0,8.0,SETSUKO,647760.0,VT,449.0,,22319 amherst street,M,sobkow,Chicago,76710,Canada
82.0,,Wesco International,Sim2683,,1-803-791-8008,U,2.0,3.0,309291.0,4.0,MARQUITA,3739619.0,Newfoundland,500.0,,21181 2nd rue,S,Simard-normandin,Frederick,77232,United States of America
,,DuPont,lar2684,,1-572-391-8205,O,5.0,0.0,248351.0,5.0,franz,674217.0,AK,494.0,,11828 butler park,M,lara,Concord,93329,Canada
81.0,,Edison International,Bat2685,,1-508-321-5863,O,,5.0,163421.0,8.0,aurlie,,Saskatchewan,,m,24438 cedar springs avenue,S,Battershill,Phoenix,77223,United States of America
44.0,,Cracker Barrel Old Country,Her2686,,1-313-064-1613,R,5.0,0.0,393289.0,4.0,lacey,,AZ,569.0,,13892 jennings road,W,Herak,Detroit,98113,United States of America
25.0,,Guess,Vei2687,SUITE 48,1-287-082-2410,O,3.0,1.0,363868.0,9.0,Rhoda,3181769.0,Ontario,414.0,f,16648 ALEXIS AVENUE,U,Veilleux,Simi Valley,H2c 1w1,United States of America
70.0,,Sally Beauty Holdings,Pri2688,,1-252-529-0102,U,3.0,2.0,369608.0,5.0,Iris,,MS,814.0,,2240 appleby road,M,Prichard,Cincinnati,23287,United States of America
87.0,U,Virgin Media,Pcb2689,,,U,5.0,3.0,131105.0,4.0,Natasha,1184778.0,NH,416.0,F,3202 powers lower,U,Pcbtools,Huntington Beach,E7n 1h8,United States of America
22.0,,Zale,Tak2690,,1-751-961-1617,O,0.0,2.0,64311.0,4.0,Nikolia,2501478.0,Prince Edward Island,782.0,f,11516 tanner street,U,Taki,Springfield,40516,Canada
96.0,,Pinnacle West Capital,sau2691,,1-088-530-9154,R,,0.0,495659.0,9.0,ADEL,2902400.0,VA,735.0,,17411 vandenburg north,U,saundercook,Regina,77112,United States of America
,D,Lincoln Electric Holdings,tur2692,,1-442-096-8433,,5.0,2.0,276647.0,4.0,Marcos,2493211.0,Saskatchewan,555.0,,4373 NEVILLE NORTH,M,turkovic,Jackson,V6q 1t8,United States of America
78.0,Q,NBTY,Au-2693,,1-258-389-6827,R,5.0,1.0,202431.0,,suellen,965733.0,OR,,,16064 TOWERWOOD CRESCENT,M,Au-yeung,Spokane,h2b 1u1,Canada
24.0,S,Philip Morris International,Ver2694,,1-953-932-0318,O,5.0,,256659.0,8.0,etienne,1403848.0,SD,657.0,,12460 CLAYTON STREET,M,Verification,Provo,27614,United States of America
95.0,X,OfficeMax,REI2695,,1-702-756-2516,R,0.0,2.0,219099.0,7.0,Richardson,2104839.0,UT,722.0,,3234 pasadena boulevard,U,REISER,Lowell,85770,Canada
84.0,R,Charming Shoppes,Osb2696,,1-585-583-0294,O,5.0,0.0,124595.0,7.0,Marko,2042347.0,UT,611.0,,3146 HOWSER LANE,D,Osborne,Orange,85225,Canada
2.0,C,First Data,Bra2697,,1-079-912-0788,R,,1.0,271755.0,4.0,ariel,,LA,645.0,m,14853 COMMERCE PARK,S,Brashear,Newport News,46215,United States of America
17.0,L,Spectra Energy,CIC2698,,1-163-941-8955,O,3.0,5.0,78637.0,8.0,lex,1039251.0,DC,373.0,,21448 HAMPTON BOULEVARD,D,CICCARELLI,Shreveport,78416,United States of America
51.0,,Bank of New York Mellon Corp.,kau2699,,1-479-857-1392,O,1.0,3.0,380592.0,1.0,STARSDPS,154620.0,NH,718.0,,3833 princeton crescent,M,kausche,Moncton,99575,United States of America
13.0,Q,IAC/InterActiveCorp,LOY2700,,1-377-554-5670,U,,1.0,245969.0,2.0,DINO,156457.0,Newfoundland,680.0,F,21370 king rue,W,LOYOLA,Great Falls,93340,United States of America
16.0,,Dick's Sporting Goods,new2701,,1-152-372-9888,O,3.0,5.0,435461.0,0.0,Ivan,2377134.0,VT,739.0,,2086 weller road,U,newnam,Hull,37231,United States of America
8.0,,Harley-Davidson,mar2702,,1-677-325-7582,,5.0,2.0,323412.0,8.0,angelle,732018.0,AL,777.0,,18955 spruce street,D,marchetti,Gary,v5b 1p2,Canada
29.0,,Raytheon,bra2703,,1-426-645-9381,O,1.0,5.0,386727.0,2.0,Lorelei,3354690.0,Manitoba,679.0,,23012 wathan court,W,braverman,Des Moines,V6c 1q1,United States of America
38.0,,NYSE Euronext,MEF2704,,1-093-167-3015,R,0.0,5.0,274587.0,0.0,Kass,2761479.0,SD,633.0,v,24653 leon west,M,MEFFE,Inglewood,64157,Canada
47.0,A,Ruddick,Lie2705,,1-935-788-0668,R,2.0,3.0,358418.0,9.0,milka,1911700.0,NJ,482.0,,4708 EDWARDS WAY,D,Lienemann,Louisville,90877,United States of America
16.0,,NCR,Tiu2706,,1-944-701-6840,O,4.0,1.0,466250.0,6.0,yukinaga,3251087.0,KS,460.0,f,21422 INGERSOLL EAST,M,Tiu,Biloxi,94343,United States of America
84.0,L,,mah2707,,1-075-887-2122,O,1.0,2.0,,3.0,Bobbe,35775.0,Saskatchewan,747.0,,11678 NEWPORT NEWS LOWER,U,mahoney,Manchester,38113,United States of America
7.0,A,Activision Blizzard,Rob2708,,1-974-657-4277,R,1.0,2.0,138085.0,3.0,LAURETTE,1867993.0,MA,476.0,,15645 sabine rue,S,Robb,El Monte,90508,United States of America
93.0,,American National Insurance,Des2709,,1-366-521-5512,O,1.0,3.0,257816.0,,Koressa,654796.0,MN,663.0,M,10906 runyan east,M,Desharnais,Fontana,V6c 1q7,United States of America
29.0,,Quiksilver,Coo2710,,1-557-981-2400,R,0.0,5.0,93116.0,5.0,Prudence,1256017.0,WI,384.0,F,24683 MEADOWLARK BOULEVARD,M,Cooke,Irvine,V6t 1t7,United States of America
60.0,P,NII Holdings,hal2711,,1-516-047-4782,O,4.0,5.0,208050.0,0.0,AACCF,1078838.0,KY,426.0,M,19342 wycliffe park,M,halicki,Miami,60769,United States of America
19.0,K,Costco Wholesale,Bol2712,,1-708-351-7149,R,3.0,0.0,385632.0,4.0,meriline,3860556.0,AK,576.0,,24468 brooks lane,M,Bolton,Pomona,99760,United States of America
80.0,,Toro,fat2713,,1-365-026-3585,U,0.0,2.0,499635.0,5.0,Celie,2259832.0,TN,610.0,,20798 baltic north,U,fatica,Toronto,V6f 1s4,United States of America
58.0,,Raymond James Financial,BRO2714,,1-736-669-1694,O,2.0,1.0,130775.0,2.0,HAMID,1322088.0,NY,346.0,F,10863 wisteria south,M,BROUILLETTE,Fort Wayne,90051,United States of America
1.0,E,Cognizant Technology Solutions,REE2715,,1-037-733-0728,O,2.0,4.0,29313.0,2.0,SOUPHALACK,317101.0,CA,581.0,M,2579 CREEKBEND WAY,W,REETZ,Yellow Knife,e7o 1q2,United States of America
62.0,,Aon,Mos2716,,1-355-638-5202,O,4.0,1.0,61536.0,5.0,bachittar,1701693.0,ND,335.0,,5935 MCAFEE PARK,D,Moschopoulos,St. Petersburg,60649,United States of America
30.0,,Bon-Ton Stores,can2717,,1-829-849-8415,R,0.0,5.0,232556.0,2.0,jaclyn,534690.0,ID,361.0,m,15465 cliffbrook west,M,canada,Waco,92135,United States of America
30.0,,RadioShack,Kor2718,,1-029-612-0075,O,4.0,5.0,65894.0,9.0,OPER,3187351.0,HI,490.0,,8447 hoke upper,M,Kordik,Virginia Beach,31208,Canada
95.0,G,HealthSouth,Tsc2719,,1-009-000-6688,O,2.0,5.0,331919.0,9.0,GINEVRA,1406816.0,LA,582.0,,13429 spring crescent,M,Tschaja,Brownsville,55430,United States of America
32.0,B,Pepsi Bottling,mac2720,,1-714-464-1102,O,3.0,3.0,185828.0,2.0,Lorita,1303951.0,FL,552.0,f,19554 olmos upper,M,macmillan-brown,West Covina,v6u 1t2,United States of America
8.0,,Perini,Gas2721,,1-147-962-0382,O,1.0,1.0,42992.0,3.0,brandea,3933534.0,New Brunswick,549.0,,7477 cone way,W,Gascho,Orange,19113,Canada
62.0,M,CB Richard Ellis Group,Siu2722,,1-268-499-0563,R,4.0,3.0,6555.0,5.0,BLINNIE,571633.0,OK,779.0,,24558 pampas north,U,Siu-kwok,Provo,h2g 1u6,United States of America
30.0,,MDU Resources Group,rec2723,,,R,2.0,5.0,,0.0,Jazmin,1316638.0,Saskatchewan,639.0,,10474 hickorybark court,U,reckhard,Corpus Christi,V6R 1R3,United States of America
79.0,,Peabody Energy,Hew2724,,1-242-537-7924,U,2.0,1.0,352112.0,10.0,Goldwyn,3905111.0,GA,540.0,f,6156 holmes court,W,Hewitt,Eugene,70166,United States of America
83.0,,Western Refining,PAN2725,,1-231-088-7172,O,,2.0,313996.0,7.0,Felecia,2930990.0,New Brunswick,735.0,M,14546 LA PEER DRIVE,M,PANESAR,Pembroke Pines,H7f 1v2,United States of America
68.0,,Precision Castparts,DEN2726,apt. 288,1-458-609-9778,O,3.0,4.0,401286.0,10.0,ANNA-MARIA,1880672.0,AK,763.0,F,4078 lexington north,U,DENNEY,Nashua,80106,United States of America
34.0,,Cigna,cre2727,,1-622-867-9342,O,5.0,2.0,233170.0,3.0,Lil,385773.0,MA,447.0,,4655 bay upper,U,creecy,Charlotte,31211,Canada
,,Bed Bath & Beyond,Dou2728,,1-666-364-2284,O,2.0,2.0,413483.0,1.0,EMYLEE,1411936.0,Newfoundland,314.0,,15201 beale east,W,Doughty,Hamilton,h2d 1u1,Canada
59.0,Z,Baker Hughes,mcc2729,,1-197-697-9083,R,1.0,1.0,190901.0,10.0,Carry,568081.0,Manitoba,748.0,F,8532 cooper lane,W,mccafferty,Lubbock,43652,United States of America
