AgencyID,AddressLine2,NumberChildren,NumberCars,Gender,PostalCode,Income,MaritalStatus,Age,CreditRating,OwnOrRentFlag,Employer,NumberCreditCards,NetWorth
Apm5039,ZHLTMYQEMOBXDUTKRFMBWNGSUYIOCSTTFVD,0.0,1.0,,Rvzwdjqlduil,497214.0,M,46.0,574.0,O,Rock-Tenn,3.0,3390087.0
Rrj5040,QHYWMDUSUVZVJVQYRKJTQQLDRSEKPQQGWLEQNFYKNFPQXHRIXNKYTOCOYNMIAESTMVDLQDTKHJ,0.0,2.0,M,shdxbruift,126199.0,S,44.0,412.0,O,RadioShack,6.0,3813089.0
CIX5041,Jcrdsizooakdqnsheclfqbwpgnefjsdsjovoopnzmcbjrczajohidqtskegntmixffd,3.0,3.0,M,kkqoiktvcj,235355.0,,22.0,,U,Con-way,10.0,2842588.0
MSI5042,Liabvakoasniphupdnwaxerlvxsjrzfahlm,2.0,1.0,F,QDVNVTDOX,483819.0,D,89.0,379.0,O,Amerco,0.0,2220192.0
sgu5043,jomytatnwflbnwemdtjvslctjhtakgw,3.0,3.0,f,Bvazyr,469945.0,M,85.0,652.0,O,Oneok,8.0,277567.0
xtp5044,Ijpxbyoqjjgacgvyqpsakiefkxaphbsdr,2.0,4.0,,oenncncmgee,131250.0,S,89.0,849.0,O,KB Home,5.0,3320890.0
Pop5045,BRLOCGJUTWDETDPKENCVDJQQRGKBGWTSKIUYIHCWVHPUJ,4.0,2.0,m,Zqftenkuzwln,480081.0,U,80.0,799.0,O,CMS Energy,4.0,
Lrg5046,Xcdyepqcqorrdpibedjefqdmxcsodwlinz,1.0,2.0,F,,356668.0,M,7.0,304.0,O,American Axle & Manufacturing,0.0,528905.0
Lnd5047,,1.0,4.0,,bugpj,,M,11.0,,O,Terra Industries,4.0,1625865.0
Qaq5048,Olwoogylfsblhpigsgnnkxjsjwrgxhacbgxikeiejjwdxmnvmeqhoarltsamlvl,5.0,3.0,,nkyfokd,289903.0,S,52.0,809.0,U,Harman International Ind.,8.0,1242710.0
iop5049,Bienmjueimlrysrbuxetwmnkdouidleziphzsdklzsfrhttzptdqjk,0.0,0.0,,TNOXD,58182.0,M,67.0,361.0,U,Silgan Holdings,1.0,19345.0
Oxw5050,voklviztwsx,1.0,2.0,F,Uvuuxbxmptx,288019.0,W,10.0,639.0,O,AFLAC,6.0,2910991.0
ctz5051,Gtbdobnbljmkrpjcqtsvlwcuovknpgdroihgyisevtnheedsjwvyhrlkgjzbfzkmqd,1.0,3.0,F,pwomsm,,W,11.0,540.0,O,Kla-Tencor,10.0,541583.0
Rze5052,hnzseoijfjcppltbrntjegknyqtarfdccefnonszjjndrluousilkmfruojwndwrgtydkwwaraprslb,2.0,0.0,F,Ykcckubprvh,368577.0,M,75.0,692.0,R,CBS,4.0,3117658.0
TPL5053,Lonqfsktpvllxmuxprvniknfkdki,1.0,2.0,f,TCCPGFB,373399.0,M,14.0,376.0,O,Yahoo,2.0,294878.0
Mbi5054,vutlqbzezptovewgzkamfkroefgf,1.0,5.0,F,Kzrcr,207451.0,U,42.0,328.0,O,Interpublic Group,2.0,1282883.0
Wuo5055,MJBJTJTGXECXJYOOHIEU,5.0,,F,Dcqgltxiyr,312141.0,M,46.0,505.0,O,CACI International,10.0,1519188.0
ylm5056,Nmkkgiuikmydqjiwpuuakkhwymmweunstv,5.0,2.0,m,Sgouwqiayg,24744.0,S,,402.0,O,MGM Mirage,,2540062.0
Hxx5057,ZAZACKSNKTVUKKRLRQXOUVHJSIUQSNLMHDIYAMCZYPSOQXANFTFQKRJSWMXZKPPCIAKYHWCMFKXJNA,3.0,5.0,,sshcrkl,181479.0,M,90.0,355.0,U,NII Holdings,1.0,1771821.0
rqr5058,xngartqtpiisvlldjwsqyqbmcgcsvkngojkrgijsxxglfcketqmnuxjcekpzeuwisldsijeg,2.0,4.0,,Qmpfujraio,,U,63.0,655.0,R,Cincinnati Financial,0.0,1352843.0
bmn5059,Ypolmdjpzpxkxtibeadudpbnxocewzvhy,1.0,3.0,F,srmhvzfokv,483477.0,S,61.0,344.0,O,Fifth Third Bancorp,1.0,3562584.0
DQM5060,ccewrqfkxhaeifcolvgvgjtqddejpealivedksopvermavcsbazqwmapwf,4.0,,,rmhcrqbdlvn,114386.0,M,21.0,394.0,O,Exelon,5.0,3484400.0
amo5061,ldhbtptpmwhfjuyel,2.0,4.0,,IZWMFBR,256596.0,D,27.0,759.0,O,Equity Residential,7.0,3521230.0
Vxj5062,glknmiokzhyjqenzytlpltxzpvoppiky,1.0,1.0,,lvhnfndcjds,34982.0,,33.0,,O,Sherwin-Williams,1.0,2212317.0
MMK5063,Duivmkqjvcy,5.0,5.0,F,PNTCWGEMUXVA,285334.0,U,21.0,787.0,O,General Motors,5.0,2117414.0
Cya5064,endiygyixpsgnf,0.0,5.0,M,Nwpojw,191497.0,M,84.0,334.0,O,Land O'Lakes,7.0,811293.0
wpd5065,Iarsbhuvqdkkkjixyixjnfdmtjugevximycdcbtklnprudgeqipsksmobr,4.0,3.0,M,Tzftvhxr,31538.0,U,7.0,724.0,O,NuStar Energy,6.0,86947.0
Fab5066,Ptlzyfdykcft,5.0,3.0,,xoclbydp,33653.0,W,32.0,351.0,O,Spectra Energy,1.0,3725355.0
eii5067,Gwkkdmbc,1.0,2.0,,ibwqb,234234.0,M,76.0,363.0,O,Spectra Energy,2.0,
Oat5068,eljllv,4.0,1.0,,ypvtbevcgdvn,77053.0,D,52.0,,R,Sears Holdings,5.0,1883188.0
XCO5069,Ekiexeoqpuscwiswbjcpqrvuujidsxftmhybmyf,1.0,1.0,F,qkmeglakqup,,W,12.0,333.0,O,Western Digital,9.0,3026931.0
Ooi5070,tyxmopbqgnxwukaje,0.0,3.0,,EMGPRLTQKJ,111567.0,S,6.0,357.0,U,General Dynamics,3.0,3845880.0
mdf5071,Zulbddlgwycepcewlzifrtizqhseqzkvxqbzrczwsebsgkauggzxbqdaumb,5.0,1.0,M,KADMMVBAETN,405727.0,S,13.0,437.0,O,MGIC Investment,,1988506.0
Chz5072,IDXZAYIKDGVOKDVPWWUCZUQEBWWNI,0.0,3.0,,Taucdsdcsifx,421017.0,M,69.0,595.0,O,Genzyme,7.0,3397851.0
Hnl5073,HUCKNFMKAVMRIRZ,0.0,5.0,M,dgkjvzgkg,387409.0,W,67.0,848.0,O,R.H. Donnelley,8.0,2645367.0
VML5074,Ablpbxxkxkdzirsuhjzlbgvbdiyaimehmuprmkxojfyjolljqhjwlsbzzcebhonxcoiuqgcbrxbunu,0.0,0.0,,xocflegom,70219.0,D,34.0,744.0,O,Sentry Insurance Group,0.0,
tao5075,FCGRLPJGOMUEQYRRZKXHMIPPPMNJBVLHRBFDDQCZGZJFNHTHRXFPPLFRSWIVFCAQCIEHODKHJYISXEKY,5.0,4.0,,MUACMMYFUV,,M,96.0,447.0,O,Anadarko Petroleum,10.0,2665160.0
Lpb5076,miswwkrrktskaeqsbprbxrlhybfq,4.0,0.0,,,300782.0,U,23.0,601.0,O,Lam Research,8.0,787516.0
WSX5077,Bijogwmermjaociqoqjkugrzcmhagp,4.0,3.0,,Fvhznwo,92539.0,M,47.0,424.0,,Invacare,9.0,3353658.0
Eer5078,Lqahvequypcyphrxjtzvfocopvlexdoo,5.0,3.0,,bctswlypccug,303791.0,,69.0,640.0,O,Spartan Stores,10.0,1371890.0
Olf5079,csqkgsbythhjllkvhmkidndilwioonnfsiaknbdkbhhqxnxct,3.0,1.0,,Uiflxgm,145880.0,M,15.0,388.0,R,Texas Instruments,,1005901.0
Zel5080,Ovtjffzayevadexggakkshpwuuwhkpzhlzjbpiccmlgiyrpksvsgzrgxj,4.0,2.0,,Xmclusn,312884.0,U,2.0,312.0,O,Boise,2.0,3928770.0
Leq5081,zbjodjwvmbkwbqvqtculhnwkehlr,4.0,5.0,,apaubyupbiib,421641.0,W,,710.0,R,Illinois Tool Works,10.0,3219055.0
cbf5082,,0.0,5.0,F,VVJDSYBEYRXT,142190.0,W,36.0,562.0,O,Liberty Media,,
Jfu5083,Boujbsobsoqknyzepbkdvwqmthyulumqrejkgmwuqxszmmrcllhwacebeoksigpzr,3.0,2.0,,Dintqp,409427.0,M,44.0,514.0,U,Beacon Roofing Supply,1.0,3920912.0
Dbh5084,icqregsykggvutwmwrattqpcbuyuwrhsakwksxfndapyrxfwcdurd,2.0,0.0,F,LSUMMCH,196626.0,M,,,O,Lexmark International,5.0,1011927.0
kbh5085,Ehzcvcuubsmsexeuuhw,0.0,2.0,M,Sulfxr,236778.0,U,94.0,746.0,R,Sun Healthcare Group,10.0,2998784.0
yej5086,dqhqdkgxyfmqkqpxdtbcevnmihijrjorzzglpaasdmtmtnmtxrrlzjntkeshwfscaufglqldlbj,0.0,5.0,,Rjfumwfbjtn,114595.0,D,63.0,333.0,R,Supervalu,9.0,3888160.0
cbd5087,Ddwkxkvkwsubimfkwr,0.0,3.0,M,Oncuvmt,,U,23.0,,,Interactive Brokers Group,2.0,291650.0
icw5088,Ncehphlaadjvhbubpummpikzqjqxgmtppafutxhcegndaulzvzwpqbjqkvp,4.0,3.0,f,Lojwidpdk,184053.0,M,85.0,470.0,O,Clorox,2.0,1037634.0
Frb5089,Jrjjiqsqqzzncwjcntsbuufnbyydokpktilavzzlaxzknaultgtyqzquvfojbafecvjehlbztjpwzhde,3.0,2.0,M,XMTBCCNEHMT,435374.0,W,13.0,730.0,O,,8.0,1031581.0
CUX5090,Cdwktfofvbkl,1.0,5.0,,Xtadojjk,481448.0,S,29.0,847.0,O,Pinnacle West Capital,0.0,2192421.0
ihl5091,Iscqvjowgookocbregdurxl,,4.0,,GJBNLPQ,65151.0,M,61.0,628.0,O,Cintas,7.0,297796.0
gsi5092,oeyziiehvarcdznzcpzocjbanngjqsjxzzaoeokgqxiyookvqytmlhtwvajhqrbnkae,5.0,5.0,,LNFHZCWVQRK,251866.0,S,57.0,466.0,U,Travelers Cos.,,3993975.0
VKA5093,Kzancrpffmsdbqa,4.0,1.0,,Hmpbqeqez,415797.0,S,60.0,814.0,O,Georgia Gulf,6.0,3241010.0
Wod5094,XTJBSCAILOR,2.0,0.0,f,rqvxhahbp,99418.0,S,50.0,473.0,R,Lennox International,4.0,3986573.0
ILA5095,YEPQXRTGRZRUOQCJVBMUIHNDPBBPVKW,1.0,5.0,f,BCMVNLV,386724.0,M,58.0,677.0,R,Expeditors International,10.0,2014688.0
GLV5096,,4.0,4.0,f,Lgkifp,31710.0,M,36.0,806.0,R,Fleetwood Enterprises,4.0,2940453.0
Zpp5097,bnylqtkoklrslspouowfjxopikwyqcnhjujclktxfmrajfqscekucrpjtwfo,0.0,5.0,,HQDSNKOXHHFD,444209.0,S,50.0,815.0,,Energy Future Holdings,10.0,3406918.0
Ost5098,qrgujawovrbtwsinnqkzadfohwmfckzakolgiumcnjycflaivajeellrcyrdeotm,3.0,4.0,m,naufhmrgr,482124.0,D,38.0,373.0,O,R.R. Donnelley & Sons,3.0,482128.0
Ltr5099,ioohtuewizuabseujsvxrhdjjuhlxmvkmgn,3.0,4.0,,snvzg,25999.0,S,14.0,616.0,O,Sherwin-Williams,7.0,1616038.0
HOD5100,pacokzyubogrhacnulhoetjzzuxgtudkparuapueyjrcosvlqq,2.0,0.0,M,Xuyrjh,271280.0,M,35.0,613.0,O,Jack in the Box,8.0,52861.0
Ywd5101,eolqlviqxrpkbvjpkwqcvbdprfcobexhyxcptecyvhtiqnlsgdaqvyeetovrrhgumyoqdwgiokpiklgx,1.0,4.0,,Dgkndgtseb,181447.0,M,41.0,684.0,O,Tyson Foods,8.0,3808078.0
fnx5102,Fjxvwhrxwlpehgrlbbnpfgxldqvrfwyykjleozxmfgbxvooqypxpkybfxmeij,3.0,1.0,m,Ubmxlb,136464.0,M,75.0,366.0,O,Leggett & Platt,7.0,2804142.0
kwk5103,Aqnqpihtdxzsbypwfsrpkupgakjwvvtiaaqntyuvxtphtvhoswyowgakb,5.0,3.0,M,Inoaw,471679.0,M,29.0,689.0,,Western & Southern Financial,6.0,
Gox5104,zoyrtbnggrgnjxhvihqrozxryqausqbufbmznnlyoepdbclhsb,1.0,3.0,M,,341244.0,U,49.0,340.0,O,Visteon,2.0,100416.0
Vnh5105,Nasfelxwacoofmdtrtczebsjtlccndgikxcabyjpovypp,0.0,1.0,F,Impbabvkne,230890.0,M,61.0,816.0,O,Sun Microsystems,10.0,1233553.0
OQG5106,Jgldszgzeznkjvazdemqgowaassbwvovrqqtwmfpmensdikjrldshgzhrnoqlqxflpvuirszaxkzxhg,2.0,5.0,,guydxcwdorrn,208063.0,S,99.0,,O,,7.0,1142899.0
VVY5107,Dinvwiblvpbxkb,0.0,4.0,,Dtklhx,,M,45.0,495.0,O,Select Medical Holdings,2.0,2668697.0
Cpc5108,masondsuphvckechs,4.0,0.0,,jikelywmlzpe,121135.0,M,,832.0,R,Target,3.0,3673357.0
IJA5109,wpobrfvtvboepogdbkssthubgmlmkpvvhdvq,5.0,0.0,F,Puwcbskzes,275132.0,M,33.0,660.0,O,Illinois Tool Works,4.0,231816.0
Zem5110,IFGMUZODGIEYNKEEHVQYRRD,5.0,2.0,F,Hpthb,466577.0,S,51.0,390.0,R,Pride International,2.0,3386412.0
vmg5111,snpyfbhtxjvyjmpyezwtrshtjqolevlwyyvbgegt,1.0,4.0,,BUJBMGUBBWNZ,185112.0,M,35.0,419.0,O,Air Products & Chemicals,1.0,3873734.0
TSB5112,Xdjbjbjlkkhkxfhzxrytmfflizgorwjgwilbnmwherbugvzrdnnusdfuwfdphyhlhjsftsm,2.0,2.0,,Qnfpxjw,,M,58.0,302.0,R,Thor Industries,4.0,678570.0
RFE5113,,3.0,2.0,,kmpnth,225932.0,S,7.0,638.0,O,Southern Union,6.0,2816783.0
Mfx5114,Ibqmrhvygqzygiy,1.0,0.0,,Fupkhoy,484272.0,M,83.0,658.0,U,Circuit City Stores,4.0,2836782.0
Sbs5115,Tsursshbfjpoldgukkcpsalzcbagndlepsbgomcghlkuredpgvne,0.0,4.0,F,xdcqdvcfmwn,151795.0,W,84.0,765.0,R,Continental Airlines,7.0,2236327.0
PVE5116,soyqnuyefeileiomdnxxzddwytpjzxjfbnhmdu,3.0,0.0,,JAHFCQNNV,422433.0,D,0.0,,U,Interactive Brokers Group,0.0,49832.0
Vxn5117,SETFBEMOPFCYRYZOUOVEANTSDLVVTVGJQSHBHP,4.0,5.0,,svnlkjm,95758.0,D,55.0,,O,Energy Transfer Equity,5.0,1175291.0
Phg5118,QZQCSBVPU,5.0,2.0,m,wbwifqrtx,208267.0,W,18.0,671.0,,Apple,3.0,3267195.0
LFM5119,Imwpkodsmyralzdjxraonkajkhswldipraccolutes,3.0,2.0,m,YFCDLPR,308161.0,W,34.0,572.0,U,Constellation Brands,9.0,3163514.0
Xkv5120,,2.0,3.0,F,Vdeytqot,191197.0,M,22.0,784.0,R,World Fuel Services,10.0,956211.0
Aye5121,Lghthtof,1.0,5.0,,Bmierslxq,84145.0,S,11.0,610.0,O,Affinia Group Intermediate,9.0,2968076.0
Yqb5122,IIDPGLKJSOMJUDFKYXBHHBRAVOVXESXINOBZRZXACXSGNCHIKIOJSPWZCWOOTFQUZPVBDIUSVXAFGLE,0.0,1.0,F,Eehfwxt,6517.0,M,5.0,691.0,O,Michael Foods,6.0,57664.0
Twh5123,TKICKWFQLEJMXXYLJUQKAWXGKNMIYIISDURJBUHOWSCQSKKMIOPXTAJJOFOVAWOEQJIAMWNKF,5.0,4.0,M,nrctqxj,350327.0,M,26.0,601.0,O,CSX,9.0,885354.0
Zra5124,HWZIIIQBEHFSRXXWNXTHGRAWEOZAOQDPBBZRQOZEKT,4.0,1.0,,Vtujkjxt,74.0,M,21.0,426.0,O,Expeditors International,4.0,3621571.0
Upp5125,Thhtyvqroqgofylijqbfjximiwaw,1.0,3.0,,Vhnkxtcxr,119629.0,M,42.0,755.0,R,Moody's,3.0,3241560.0
PJP5126,jorxtqcyyiydnjpzywbdzwvwukadrqqdxzhnwvnscukndrzajlijijl,3.0,4.0,F,GKNPMBVDA,310308.0,S,42.0,693.0,R,Wal-Mart Stores,2.0,1464694.0
Glu5127,XFOLUPSOVIABCQXWYACPTBRJXQDGFRPVBROVERREXFRHANVWZIIORRTVCBQ,3.0,4.0,f,Ptxdlxm,248496.0,M,14.0,422.0,R,Susser Holdings,2.0,515339.0
Lwy5128,Clyxuozxdfowhkepjs,4.0,5.0,,RJNMJY,10048.0,M,18.0,427.0,O,Virgin Media,8.0,3394491.0
UFC5129,Oybnrdixtufhxwebacjidikkrmggypcjkvdxinbtckocitfpyzulbat,3.0,3.0,,czhnsitmcfgw,420955.0,M,11.0,,O,DST Systems,1.0,3101398.0
JAI5130,VNGTDRFTVOHKREGTATFJOXTHJCCJFJCHGE,4.0,3.0,,kzkxpdjoukoj,282617.0,M,92.0,651.0,O,Kennametal,4.0,1315140.0
Eia5131,Pntqzlignbkcicygqnifqmhoecfxwqcqxogntvmlqtfwlmtqjscgdafkounsw,2.0,3.0,m,Cjmmucoi,318044.0,M,60.0,674.0,O,Advanced Micro Devices,8.0,2076496.0
Uim5132,Hwamwnzliqjlsdhlzgsyundmvsrsqmylalefbiiswksctpfvfdacffybvghcoq,1.0,4.0,M,Dlnoduckqp,490585.0,M,8.0,540.0,O,Merrill Lynch,4.0,663907.0
vjd5133,Occhqjsupmqxcjktktiriguhhldpv,2.0,2.0,,Asuybsk,203440.0,D,87.0,798.0,O,Icahn Enterprises,1.0,3927712.0
Khl5134,Usvavzfnijehrecndswybq,2.0,3.0,,niwlloaiqkz,196959.0,M,5.0,433.0,O,Hubbell,6.0,238203.0
Gzx5135,njwdikdrkfinnestvxymgunohlbovygjm,3.0,3.0,,kqpzpri,396109.0,M,,339.0,O,Piedmont Natural Gas,4.0,3309894.0
QJE5136,Ryztpsoelxqnqrgtlulpxbnryofppfxqfcfoceiwcesitdmufjouedqtgiiyrunimlmfwtrfbbwu,4.0,5.0,,lernxolc,,M,50.0,599.0,R,Rite Aid,9.0,2398033.0
Ufe5137,eyoewbkgrtrjzzigcomxriijwmajjv,3.0,2.0,,Vosyvst,320818.0,D,70.0,614.0,O,Sally Beauty Holdings,3.0,2037217.0
bpb5138,QIWZXCMGKOQAWQUOBYOJBRWPDBEQWQDJOY,1.0,1.0,,WZQFFGXAF,168818.0,M,10.0,609.0,O,T. Rowe Price,10.0,261703.0
UEU5139,Niqfcjldpenvukwauehpweymzoetuiqudduhythomctfxbzesjg,2.0,1.0,,Sdrnrsadnj,294531.0,D,17.0,665.0,R,3M,5.0,2824621.0
tts5140,yocttqmyzqzmvvugeslhesof,,4.0,A,rovwilmjh,248249.0,D,83.0,362.0,O,Allstate,7.0,1012970.0
pfh5141,ASNMOWGGZLIOTCKT,1.0,3.0,,Doszqepx,221798.0,M,25.0,614.0,O,Las Vegas Sands,4.0,2940651.0
Aqv5142,Gxebesgaoioblqomzfhubakwavlnafxijfxrvgkeeqoegcopbqaoqggnxkoshhawfdfh,2.0,2.0,,XUMEZ,423917.0,W,39.0,809.0,O,Capital One Financial,0.0,804630.0
uyq5143,Zoazljxabcxhsjzadkz,0.0,0.0,,Gnvtlmr,245911.0,M,99.0,754.0,R,Timken,,1875700.0
GIU5144,Sztbfmesejxjespwtktuotfsolo,0.0,5.0,,bsiylmzq,218846.0,D,53.0,574.0,U,W.W. Grainger,9.0,3772541.0
Vtb5145,Xmtmwmebwmatvtpathmqbuqpjefsvuxm,5.0,5.0,,XNEYGGBTU,193728.0,D,,648.0,O,Jones Apparel Group,0.0,3739391.0
Nqe5146,GDUIUUN,3.0,5.0,,Xdgcqivdrsz,121478.0,S,93.0,458.0,,Regis,1.0,3457284.0
Eiv5147,fxflohdmyzbrroipesrfmmflngvgsnlmwzxfhhyaquyqvorys,3.0,0.0,M,Ohdrglyq,284081.0,W,51.0,644.0,O,Expeditors International,1.0,1922688.0
HLO5148,Gviimmsvscjcftfvxqnduygetijqweicwatnfcgijggo,2.0,2.0,m,KXKXAWD,165122.0,S,70.0,457.0,U,Kindred Healthcare,5.0,1164532.0
loh5149,Tphzrajdgblwmqanqqydsvizjbsxvkssftylrknkcyyedbnfaqtmnhfhfi,1.0,0.0,,telnxjsnu,51122.0,S,29.0,349.0,R,Manitowoc,7.0,10912.0
Nqx5150,gqdjvopppdyuxeqyrcjloqorovxtssfbzthbwuycpedecwucnlteegpnrdzcu,1.0,0.0,M,Nmqdyzlta,332150.0,M,5.0,424.0,R,Seaboard,0.0,1833137.0
hkl5151,DGSIBBJHZFTURAZM,3.0,0.0,F,KIBMXUG,304128.0,M,41.0,400.0,O,Southern Union,7.0,2851147.0
HDI5152,Czofbyxruxcntpzgncdkben,,5.0,f,ZMLXRBB,69902.0,M,38.0,507.0,O,A. Schulman,4.0,383474.0
sle5153,Gaupijprsfdwayfbpsnludlzpjnzhrbwcxamjuksuyakaqbkqweiykoysilwoqkrrlmzwf,0.0,2.0,m,mhrpno,159290.0,W,71.0,,O,Black & Decker,,1844285.0
Lzy5154,nnettdfpogoeaxqfinbupvxcuafoodzhvluhytnzyydpydlygqfgoebjmghmxpxsnrcsyeahpapsmtqz,2.0,4.0,,IGBQN,74297.0,W,22.0,778.0,O,eBay,3.0,2609576.0
ugk5155,ODHTJPWJBOUNUJRODBZUH,5.0,5.0,,WCYWVJJFHWK,47132.0,W,72.0,647.0,O,Analog Devices,2.0,2387287.0
tns5156,GNPYVXMDDGFNRJHDPBUSSCZQ,5.0,4.0,F,Kiwmozrkfz,372365.0,M,29.0,603.0,O,Buildings Materials Corp.,9.0,1062995.0
Dgt5157,rousxwahsylqxukhyzwmlssdnhsespybrvydtqecfjxtwvgzcbxatumiqbej,5.0,0.0,f,VDYTLUH,339676.0,M,67.0,633.0,O,World Fuel Services,2.0,3876817.0
Smj5158,Sglropbunqoqhylswmdfcwnoxbbaiwinmjxwznobpkezwboxsvnsgfcnnljxjmcmitxlhyekijxiev,0.0,3.0,M,Uxxdjfxlye,302840.0,S,26.0,402.0,O,Fleetwood Enterprises,1.0,3070711.0
CEN5159,fxhtykiqrlbxnnclaucdbeqfuseciuhhjndqpqrmpnouafdyxlipigxwadma,0.0,0.0,m,lnrukewttrbw,498399.0,D,77.0,506.0,O,Publix Super Markets,10.0,1000571.0
Juw5160,Fedlmqwwggkrh,3.0,4.0,f,TSYXBJ,271772.0,M,45.0,587.0,U,FMC Technologies,3.0,1678661.0
Qqi5161,Celdnhyqmialjjjtizpudbkqpzqnppjxwegdwauamssurofkbcboswoyweuwrpe,4.0,3.0,,Ipuvexbwc,402148.0,M,80.0,443.0,U,Men's Wearhouse,1.0,38223.0
mhn5162,bhnlewrpkugmtljzlehiatbsgxsswvotkmixlaftihznefzmmhueqewelxusudcnwonvimsxl,4.0,4.0,,Omoorjnpjqxk,324105.0,U,82.0,541.0,R,Hawaiian Electric Industries,0.0,829821.0
Gaa5163,Yityktnxfyztnevxafjhkhg,4.0,0.0,,Rkwxy,253787.0,S,,474.0,R,JohnsonDiversey,6.0,1999500.0
Umf5164,,0.0,4.0,,Zdhijhnocfl,498374.0,S,82.0,408.0,O,Armstrong World Industries,2.0,2475835.0
hue5165,Ndqlbhlacvlvsjtwvmhacstaoyjmkpjhjkvwxjrdqlbkoeslonpqjcednejrmartxquiwanfkwrjbf,1.0,0.0,,AOKIG,183445.0,D,24.0,445.0,O,TIAA-CREF,2.0,3395731.0
ren5166,Qbaktmkttqgntygtniqyurhnteempdbgwdqmvdnoplfcsrpustipkpneejspmarsurgd,1.0,4.0,,VRDDIRYV,63663.0,U,33.0,611.0,O,Stanley Works,10.0,3352563.0
Lrq5167,Wkqapvtslhtqfgppdzpvafixjzlewtzgun,4.0,4.0,,Zqrdmqxut,195807.0,M,69.0,518.0,R,Sanmina-SCI,2.0,1055291.0
Gxj5168,Vfyoidykqqemkcvglaybednnjrzqmrbldxfebslcmjgoadqwjisxtansvwzljcnnhtqxsi,1.0,2.0,M,Incatiircd,67931.0,M,21.0,440.0,O,Sonic Automotive,0.0,2761927.0
Jon5169,Yxcpjhwqclexnncajnjiklygtftexqnlxhzgepjcmyylftrmlwtcjpahheqqo,3.0,0.0,M,GHHPBFL,291648.0,S,46.0,542.0,O,Arrow Electronics,6.0,790129.0
FRP5170,YKQENJUACLNVBRSMTZURVWBCRCGLGDFLUDAAFJLAUUXTIXCORIMPTWSTFLHLWEDEGDTVY,0.0,1.0,,PNWWFTDQLMI,434267.0,M,13.0,727.0,R,Cablevision Systems,8.0,2481249.0
eso5171,Rdfkdmdvkaposihmtlvqfvctptjpwtfkscljnbrimjtwdgqbmowzgcoqvumfnvhskhhahqaecfqutm,5.0,2.0,m,kcylcxqd,453828.0,S,57.0,456.0,O,Realogy,9.0,2653911.0
CDA5172,Qgzmytzaxukqwjvlichabvqwluktuhamigvtutxshiarxmorcuqutwemdmyacanwperyjihpw,,0.0,m,Yrsxxwakall,486078.0,D,71.0,782.0,O,,7.0,2904087.0
uds5173,abbedjggjvriqudfqptmiznljkukskdhgvztluldyw,2.0,1.0,F,Cmflsnux,146543.0,D,43.0,588.0,O,Philip Morris International,2.0,2570253.0
Vkk5174,Yghliyrgbnbdqjhwrtql,1.0,1.0,F,Sdlnbsyeio,209237.0,,92.0,,O,URS,8.0,375793.0
SCB5175,DHXXEKNBMOTHPDQOVPVL,4.0,0.0,E,,148323.0,,66.0,765.0,O,Michaels Stores,8.0,3439394.0
Xdp5176,Rjblfmiiesorkntodbbfcbkjfyqhhk,3.0,4.0,,Zhgpcra,305899.0,W,,541.0,O,State Street Corp.,8.0,1773668.0
VNF5177,Hrlvrbrnoxsjbhjzujednwxqtdtpvvudpblphfqkevdaywqtwemfweandlsgcazhhzuzmqgy,3.0,1.0,,MMMPVXRSGAD,,M,1.0,611.0,O,Verizon Communications,8.0,537987.0
Duv5178,rsocnfsvsxrwhgqtoyqomwkpykshivwpy,5.0,0.0,,ZDXRSNPN,332188.0,M,54.0,409.0,O,United Services Automobile,,3723984.0
Lzf5179,Lnvgtmxpglwrnxnblwtrgsjviverntjlvlyvavmfitpchkzcoblrrsqcopiwujpvnh,0.0,4.0,,xhqerh,275296.0,S,11.0,610.0,U,MasterCard,5.0,258911.0
Mbu5180,Sndxbwexpabkrlhrjatckvamhvktbiugupcvcxwmterxefazmtldcuczp,3.0,4.0,,DUZAJNGPH,453755.0,,25.0,638.0,O,Kellogg,1.0,1668412.0
Jog5181,,3.0,3.0,,Nficoxsemm,56931.0,M,6.0,442.0,O,Mercury General,9.0,3484024.0
Oop5182,CIXFZLBINGQWESILGJAWMFNOHKIVCUEZEJVKFNIJRDYLH,1.0,0.0,M,Wzmsjh,206130.0,M,6.0,391.0,O,Cognizant Technology Solutions,2.0,1069212.0
Agm5183,Ibhwhtlcrhewnulviojtervvuspkd,0.0,0.0,,CYUFWGEUY,46811.0,M,33.0,353.0,O,Cameron International,3.0,3142867.0
RYE5184,nzfoixcxhvtqjvpcqtbqyvzupfhkeeeqjartjqjjftmxwyosolovpmmttkfbiynp,3.0,,,mvmjckcvhz,447472.0,S,11.0,336.0,O,Nucor,6.0,1895960.0
Tbn5185,MVOAUNTQUILDLRMOILRUSMWHIFLM,2.0,,,Xqsvp,191758.0,M,2.0,803.0,,First American Corp.,0.0,2386093.0
TVO5186,QAJPFBXIYVGBXNRIRSFVVX,4.0,2.0,M,khmhskchujst,487286.0,S,81.0,418.0,R,Huntsman,7.0,3414196.0
wpx5187,Izfxoyttajbimeppfkpuwrjtfarvonsaubnvdjssqrhwloueafs,0.0,4.0,M,gjvoq,101773.0,M,98.0,632.0,O,CVS Caremark,9.0,2587044.0
JCF5188,Zknasjtfnnencm,4.0,1.0,f,Sajpoowo,356923.0,S,21.0,505.0,U,Ametek,0.0,3565494.0
