prospect_AgID,prospect_LaNa,prospect_AddrLi1,prospect_MiIni,prospect_OOReF,prospect_NuCreCa,prospect_Inc,prospect_NuCa,prospect_NumCh,prospect_MariSta,prospect_A,prospect_CreRa,prospect_Emp,prospect_NWo
QCW9186,QCWIQW,Endxfuhozkxvq,,O,9.0,487454.0,4.0,2.0,M,86.0,417.0,SanDisk,209138.0
LTC9187,LTCSTP,Mfeduu,,O,1.0,6753.0,4.0,0.0,M,26.0,835.0,Republic Services,
Fxj9188,Fxjmtrdrjhwnyrtddedoowta,Cqptskddhdtrbesqmegroxobdyjirat,,O,5.0,314007.0,0.0,2.0,M,72.0,795.0,Biomet,1632998.0
dsx9189,dsxkrgiuyuqjcfnqqwhmpfinrzr,jtopozckgcokzlavdegmpnrkwnanjcgagprhdjdnalanwrenbduouomzugijlymaquvputo,x,O,8.0,146899.0,4.0,2.0,U,48.0,701.0,Constellation Energy,374006.0
Luf9190,Lufhqjqpdqezp,ijglcmscngrxruxxauxaatjdjckhqzmjsvoqpoluknbtnyz,,R,7.0,,0.0,0.0,W,15.0,546.0,Advance Auto Parts,2449166.0
Bye9191,Byetq,XBNBSREBJTDSACSSJXRXEGCAEOGRF,L,O,6.0,381790.0,0.0,5.0,M,56.0,390.0,Kindred Healthcare,2580050.0
Pfy9192,Pfyrzlgtqmowomikrpxybqbkm,okvuykuzxtxysovxoueeyfxuwnvzmfxkg,,,9.0,17390.0,2.0,3.0,D,52.0,372.0,Morgan Stanley,
gun9193,gunaupdtgexe,UMFCBKTXHB,f,,5.0,238063.0,1.0,4.0,,10.0,396.0,Del Monte Foods,3502915.0
qvn9194,qvnysqo,,N,O,5.0,302505.0,0.0,5.0,M,53.0,518.0,Regal Entertainment Group,1689133.0
krx9195,krxpdfn,vyzgitblaejonvxyhfxubfqxwwnmhyimdprlrttypnlkmkdsesik,,U,6.0,152676.0,0.0,0.0,M,63.0,598.0,Whole Foods Market,968034.0
Bvd9196,Bvdpmwrofypw,Rstsmiposocpudvzuaitthigmbjgxbrqlhy,,O,9.0,314196.0,1.0,0.0,S,13.0,390.0,Brink's,802062.0
Xvc9197,Xvcsmqfrazwhd,Ympllgegtkneprkvoalpa,w,O,10.0,226932.0,0.0,1.0,U,72.0,693.0,Embarq,3239896.0
dwp9198,dwpqqjpuebvby,,q,O,1.0,399292.0,4.0,0.0,U,26.0,395.0,Ecolab,460924.0
Dyw9199,Dywqihli,TMUFMNVYOWEHLSLHFQONCATCVDXFGQSYNLFJEAOFWKMWVOIUTVGQ,,O,1.0,379263.0,2.0,0.0,D,43.0,614.0,News Corp.,2154624.0
Gzd9200,Gzdpfyqezaaoahutwufkwfmjdtsc,vdqvwtaxkhqzcpguibmsqqeomxqhfsvcfmwbqwnbekhrzxibtfwkqqhxsebhcmkwtxsmmbkooqynipfe,,O,8.0,467066.0,3.0,1.0,W,51.0,674.0,US Airways Group,333758.0
ote9201,otezdfxhkhpstrtxfhuheug,rxtxowxiyhggn,B,O,6.0,374351.0,2.0,1.0,W,61.0,656.0,Mohawk Industries,1163886.0
Wma9202,Wmaptwhpvfsvwterwpbpxpjms,Szwxpmdddpdzxctkbvabgmqcovolvkgdlvjiojgccjxakokmvyvqwtupqdrlwgjy,c,O,8.0,39456.0,3.0,4.0,U,13.0,630.0,BMC Software,
lxx9203,lxxfkapeso,grawjwnavifsuznrabgdabtw,,U,3.0,478333.0,1.0,3.0,D,89.0,648.0,Pulte Homes,3895690.0
qeo9204,qeoboafphqopv,gjrduxgigmphalniqdyzflfv,W,R,0.0,334209.0,0.0,3.0,D,55.0,821.0,Big Lots,3262809.0
Cbm9205,Cbmcxclah,BVYPBZHVSSX,V,O,1.0,261038.0,0.0,0.0,M,44.0,692.0,Hubbell,2745045.0
evm9206,evmemqttngjazhn,LXXOXGJSAQLGNMPYKDHLTIMEXBLVDDNIQJGFSBQIDXRXUXGOE,,O,0.0,345000.0,1.0,2.0,M,67.0,741.0,Tiffany & Co,2845538.0
QMR9207,QMRKVW,Lwurmahnzytlddungywasfjvswcqwodnezjbpzgktzcbmt,T,R,5.0,476570.0,1.0,3.0,M,87.0,844.0,Ross Stores,3526238.0
NEF9208,NEFPUZBUXCLYWLHTCNINOBYONOUAA,Wmxrpknhvtqr,D,O,2.0,257638.0,3.0,0.0,M,,562.0,Macy's,2626638.0
Doc9209,Dockhhclpvlxttynjdli,Gaftcjlgfslddxsotjopfxvcekifiwulbtlhgkaudlovvrjfybgpyjbiugsb,j,O,2.0,25062.0,0.0,4.0,U,,385.0,Expeditors International,595730.0
Kfj9210,Kfjolcfg,Ghondwjspviutfcgoxqrsyiskgmpbhhreuawi,,O,4.0,192169.0,5.0,5.0,U,84.0,510.0,Werner Enterprises,3488045.0
taj9211,tajsb,Qrvodnkirzltwhclntt,,O,2.0,3702.0,4.0,2.0,M,75.0,592.0,Chevron,2272366.0
Ycq9212,Ycqygoqlhttmapqjq,Adktqpedvxqr,g,R,4.0,42734.0,2.0,0.0,D,71.0,414.0,FPL Group,2966797.0
geu9213,geuszdjzjixa,JTCLJUREOFOWOCKBLTVQNURBBLLCKWRRKFHPNECSSUGVOFSXHQKTXFCQ,,O,1.0,171321.0,5.0,1.0,U,0.0,531.0,,811317.0
aph9214,aphcnrzlkkiamhcollphrxwwgu,rulhbj,,O,1.0,173619.0,5.0,2.0,U,52.0,456.0,McDonald's,2286478.0
Lgo9215,Lgoek,Rummsghdcqukanqnhxaqcjpxyjnielkdezdbjprdpblxtqep,,R,2.0,160290.0,5.0,1.0,U,72.0,327.0,Kraft Foods,2947139.0
Yhn9216,Yhnxccdsrvkvf,Eihugfbgjuufuyorcpogmekthgboohyeecrqiyoxfoh,,O,2.0,278170.0,4.0,4.0,S,44.0,617.0,Interactive Brokers Group,3444949.0
ZXH9217,ZXHUOLPRMDCWVHKOBMHJWSXBU,Pasmvlveygvbmxszvokqubizkafpaaivfztcfqbjefmrsdvrhhyyfknoaswcdlrxjhdv,w,O,,165449.0,2.0,1.0,M,72.0,590.0,Nacco Industries,2428103.0
Qls9218,Qlsxjepqjbfaccsxedynb,SJJEWFRRNTMFSOECIDMBHWYIYQG,,U,6.0,455788.0,1.0,0.0,U,79.0,797.0,Rohm & Haas,2434001.0
rku9219,rkueexcalprusykzyjv,KUPRHNLCRWQLYLBXESXLNOIRUAPNUGTUDRQFSPSIXFEDTYZJYVQG,,O,5.0,261009.0,5.0,0.0,M,91.0,619.0,Holly,3196638.0
Shq9220,Shquljuwrmufpcsjyewxzgqzeu,QSTXVYKECTIVZHCCJGRCA,,O,10.0,19403.0,1.0,,U,50.0,425.0,Helix Energy Solutions Group,2446920.0
lih9221,lihssieldtkbfahmhp,FSDSZOBCEHZHVKQEYKQPWNEKW,R,R,0.0,484294.0,3.0,1.0,S,87.0,819.0,,1049783.0
Fzd9222,Fzdmi,UZGEIXNPUKFQVEHWEOUVFJPSLDMAYQNYUGCRHYKPXPOMRRXTCEWEXIHHBCHHXWWOXJZHZM,,O,3.0,122476.0,,4.0,D,42.0,614.0,Moog,769929.0
FQN9223,FQNBNP,KCBZEKWYBOWQUGPZVDKZNVNAKOHMKSYHMHIJQXNNJFGNCF,,O,,,3.0,1.0,W,0.0,762.0,,1634320.0
Pkj9224,Pkjwaawbbguxpqgtu,NXLOOAUDKBSBNXYLVWFWDREGUCYEFTSNWQIPGNNLPJQLNCBJGNURKXHDNGCQGZJTIHMFDX,X,R,0.0,329945.0,3.0,0.0,M,36.0,627.0,Kansas City Southern,2440706.0
Kmr9225,Kmrnvpdzv,Xsmhsvxmfuuvufxupfhvqcktklnroqa,O,O,7.0,50567.0,4.0,0.0,M,6.0,383.0,PNM Resources,466863.0
Fxk9226,Fxkyjvzdjskqoa,FBPJDALQIKRBLFOIRGHQWVQGSLWJNUICFVXONXMOULHLXBGJUWSW,A,R,0.0,154063.0,4.0,,D,57.0,463.0,Cracker Barrel Old Country,2393992.0
wsx9227,wsxtigstrnwufcyauxiabeysmk,,n,O,3.0,379919.0,5.0,1.0,M,74.0,368.0,Cinemark Holdings,1111146.0
YGS9228,YGSIIJJMWUQPUCXANBFM,Vlbudwelfadkbb,f,O,6.0,494886.0,5.0,1.0,S,10.0,695.0,Microsoft,2874610.0
Adr9229,Adrlbudrhyhwbrlqsbekasgqt,pqomiclodlctsfizygonzuzvbnksrvjceguahklujzmjvqaqckecevr,K,O,7.0,101214.0,1.0,4.0,D,94.0,529.0,Cimarex Energy,1630292.0
muo9230,muokzjtsgnatdumaq,stetmcqrafsntrpuzs,,O,7.0,452773.0,2.0,1.0,M,0.0,832.0,Mosaic,684575.0
xiv9231,xivuohfmnv,MXRVHBPVKSLFUBPAWPEJKXGCJCGT,,R,4.0,10714.0,1.0,0.0,S,81.0,732.0,McCormick,1464585.0
Vxn9232,Vxndvtzjqtjfuuc,byovifgqkhkddollzcfxsgbmdmcohtcsvygdjchmlsmwzokdcmrlirxojwilzaicryfcjwtnzvwolevk,,R,2.0,114135.0,5.0,5.0,D,90.0,364.0,NV Energy,113667.0
Swk9233,Swkfwigi,vgekypipwwjtonmwiwpmihsdrbx,a,U,8.0,215294.0,3.0,,W,39.0,477.0,Qualcomm,2650557.0
jst9234,jstvkbkztfbtwfuolfwn,Wpjbgikqbvylioewaptcmnxsllxjx,,O,3.0,130437.0,1.0,2.0,U,63.0,713.0,Nacco Industries,1606515.0
Ebo9235,Ebobqmv,BHSXITCFPCOQGJKVAIUGNGOGPBHWOMZIYYCZGPTQBLWJFSV,,R,6.0,210787.0,0.0,3.0,U,88.0,645.0,Williams-Sonoma,
Mtm9236,Mtmddsoi,qzoyvbtugcnm,,R,2.0,148324.0,,4.0,M,85.0,799.0,Sunrise Senior Living,2591325.0
jub9237,jubkotwoqfniafwopqzhm,GPCIWVYLSM,,U,3.0,264799.0,3.0,0.0,S,73.0,353.0,Service Enterprise Group,2114324.0
Dap9238,Dapmrumtnbixmmgosjhncxezwaqc,Qufnlxdnriwvaavdrwhefdqtemfauuvrjnuzlzknnfsggsebgxawszqizpphbdvkdrzdxj,,O,,304975.0,0.0,2.0,W,20.0,308.0,Mutual of Omaha Insurance,2504886.0
Use9239,Usehudpckvxjcdlwonrozdgxrcnzlb,Ibxjpbfqnhmtxfodwtekcspqxtfcbhdnwxzquwnmjgrginfomllvkycwprxzzoxtghgjq,u,O,2.0,164814.0,5.0,4.0,U,29.0,,DaVita,3662459.0
Fqe9240,Fqeoekkckfzktqfmtnelnzplnxtbvh,IKACUTZLP,,,2.0,,5.0,2.0,S,31.0,316.0,AmeriCredit,425003.0
AAV9241,AAVRWQUVBJMCBTIUZPATJLVCXRD,,,,7.0,203916.0,1.0,2.0,M,59.0,,Costco Wholesale,967122.0
Jge9242,Jgehovngtscfhewbngbztpva,Qumxz,o,U,3.0,225279.0,4.0,0.0,U,100.0,317.0,Genzyme,3112956.0
IRN9243,IRNUDRNYHPYCRRTMKQJSTKFAURGX,GYIECNP,,O,7.0,369644.0,4.0,0.0,S,7.0,759.0,Tesoro,77354.0
eva9244,evardwwrnncfbxxviwhhr,Idrdfuwovurjijlhgdwraoviexscfvqmtvnaoxchukeruvj,,O,1.0,31804.0,,3.0,U,27.0,369.0,Zions Bancorp.,3381930.0
Dwx9245,Dwxrhezpx,rzlxasxxwjbkhdafdvnxasyjklaictldyppzgkkqpdjqorohrzrahtgdgnb,,,7.0,113650.0,,1.0,U,75.0,329.0,Gilead Sciences,659165.0
Qyv9246,Qyvjtmifetoegablkfygnudzbb,Jnapdwqn,,O,4.0,47147.0,1.0,4.0,U,68.0,439.0,Applied Materials,1496328.0
Xqn9247,Xqnfma,Ibxzatbfxkihb,,O,4.0,389952.0,0.0,2.0,U,49.0,669.0,Delta Air Lines,76649.0
Vlh9248,Vlhxhbnmjvrluincmbpe,leitdpznllxcirwfgtxmgscuvtrovcuvshmbricgrhdplfkq,f,U,7.0,202459.0,3.0,,U,30.0,538.0,Blockbuster,2291150.0
uhb9249,uhbumnnqgythoezkacvdtjwhtudtln,Osatesuslmvkdmkaawr,t,U,,396254.0,1.0,4.0,U,44.0,486.0,Regis,
Ams9250,Amsjn,Qkljgmcvcnzsnuvivmavcnhvw,B,U,1.0,304743.0,2.0,5.0,U,61.0,314.0,Auto-Owners Insurance,1862553.0
ACB9251,ACBBWUKYQQECHEVJK,Bgswwhxkavgm,K,O,3.0,268291.0,4.0,5.0,M,94.0,335.0,Ruddick,3422525.0
afh9252,afhjpdmqsctdcjqegrjpmmz,Lmdfxuzbkvuwysjwnwlcssqyfsrqibjuahsnbrrwnguvbtbdlycsxwwptsgbuhrdob,,O,2.0,413892.0,0.0,0.0,S,88.0,717.0,Kla-Tencor,451385.0
pdt9253,pdtopzmcvqtcxzixftnjfbmq,Lsouyhndcdzsxchvfwtmmxxt,,O,0.0,50739.0,0.0,3.0,M,72.0,486.0,Gardner Denver,3234523.0
UUP9254,UUPNZIWHDYHKPYAHBHUOFFDNC,Dqacrawruy,f,O,2.0,80798.0,1.0,0.0,W,40.0,404.0,Mosaic,2390840.0
ixs9255,ixseoty,nuwocjzdujbpovrluicdlznguuucnzsnxeopah,l,O,10.0,,4.0,1.0,S,61.0,650.0,CarMax,3164221.0
Fty9256,Ftyiqwnaygdcozzp,EZMPOTTY,Q,O,1.0,402527.0,3.0,0.0,U,28.0,757.0,Sherwin-Williams,455909.0
Dkk9257,Dkktfl,Sxbvbiemjjwuucqdunxazvbuzvckoptasuchjwbsltjjxddjqvteujrlduekpfkfoagffzncvwkzc,O,O,7.0,344996.0,4.0,2.0,U,64.0,461.0,General Growth Properties,2269320.0
EWZ9258,EWZPJILFHQROA,Lusjevhyyljmwnmgyfnepzbbfcdyxkpefqnwmxajasfrmphjceeeomuqzhhcujdup,,R,2.0,27697.0,2.0,3.0,M,28.0,356.0,Quest Diagnostics,
Iqn9259,Iqnoqthi,Pmllxaodixguvdjtyuehhqneneczivhmllpsnmaxgfaoulsycnwbcedcbvcegqamfqe,,O,6.0,61175.0,2.0,1.0,D,,522.0,Goldman Sachs Group,3460973.0
nco9260,ncoqc,Wdlfqwjqmqhuqkhjclmafvlllxlwzqigbopsokelvajvzmrbffmwwurxteww,O,O,2.0,470956.0,0.0,1.0,D,13.0,536.0,SunTrust Banks,158220.0
Mfd9261,Mfddasyorwev,Teuaandqdjgdrujamwetpugcyltdrdcvdixihtiknefchdgpwelbpkbxrvppccwicrlrnzjqkqytgdl,t,O,4.0,14329.0,0.0,5.0,S,90.0,800.0,Expedia,1236451.0
iun9262,iunifaexxv,THAXZXGNIIWZERVUXQREFJNZADHKFO,y,O,10.0,340416.0,0.0,0.0,M,45.0,429.0,Plains Exploration,2050117.0
Jwy9263,Jwyjoxgb,pyukfuhlzqrlgkcqfgxkljlxatlzyfsvxsvkb,p,O,5.0,494896.0,2.0,,S,90.0,485.0,NSTAR,3132061.0
OZU9264,OZUENEPHICAQWUSCTQBMQCFZUNTES,CQGOTQPAHDSLFJLOOKQXRHUWDMG,J,R,7.0,332331.0,2.0,0.0,M,40.0,647.0,Tenneco,2096984.0
Vhh9265,Vhhgrmkdenk,tzmozvqckhhzpvkefjrypcqsedtjsue,,O,5.0,188310.0,0.0,0.0,S,23.0,302.0,"Toys ""R"" Us",2604664.0
kkk9266,kkkcsbwvwetlatpvpl,MKTGBBVKHLIIDWPOJJAPANDZESYURAOZUKTXVCXHDSLMQAEGUUVHLNEJJS,,O,8.0,180615.0,2.0,2.0,M,39.0,350.0,Allegheny Energy,1842010.0
hcd9267,hcdyloziuyyaznjqmlpsiqrvttwkj,HXNVGPCZUDUZXOMUSFKASRFSDMHQNYNRACKNLMVRL,I,O,8.0,14461.0,5.0,0.0,U,69.0,609.0,MEMC Electronic Materials,1094780.0
NVP9268,NVPHVLMUGJCQPJWULROJDD,Ivtajljrsarvfmtgwtmayngniiabyytepsinwelhsraxf,,R,10.0,395795.0,5.0,5.0,M,77.0,751.0,New York Life Insurance,1398892.0
Hkk9269,Hkkbpwelajnxdseapeclhzufve,DCQUWAWCDLTSLMFJAMJFOJBWSLZEMCB,t,U,4.0,341012.0,5.0,2.0,M,37.0,410.0,Sauer-Danfoss,1471913.0
Qwf9270,Qwfexxxhvwcluqegmwya,Uhartoxxcnvgpdumhopwkkidodrspzoiblqhutrgiygexctpmxgti,,R,4.0,,3.0,2.0,M,99.0,437.0,Service Corp. International,40150.0
uzy9271,uzyaolbnuwf,stzocozqlxstqvfflds,,,1.0,33940.0,3.0,0.0,M,33.0,399.0,Chubb,2455738.0
Qer9272,Qerifijdfsccqnsq,httouwdvateikzzw,,U,3.0,4143.0,0.0,1.0,U,38.0,844.0,Harsco,3823670.0
Znu9273,Znukufazahthydrsbuvdemgacpks,JZFCYNPQIOLTLEPESQVEXFWNAUOEQESOTVPKTAWOUJWFHJBZNWSTCDRISYJBJDTO,J,O,1.0,167631.0,4.0,2.0,M,52.0,844.0,Big Lots,2749198.0
cvg9274,cvgjccsq,CCOFNPXGQVYN,k,R,9.0,354988.0,2.0,5.0,M,74.0,353.0,Spectrum Brands,1091679.0
Qql9275,Qqllnzdmqcqtfqeywmywkh,CXZAGMCVFLWIAEWUVSRQJKEGMYWVXHSEDZNCSTHCDYITVMLPKAJUROSRDIFYICUHWTVIMKQTCZAGS,p,O,10.0,449820.0,3.0,3.0,S,94.0,448.0,Ecolab,2150364.0
Sfp9276,Sfphozwoskrtgldrmq,oervjgaibwytmepfdonmevideifrngcxcampcujjrugmkunuplswb,,O,7.0,6411.0,3.0,4.0,M,61.0,550.0,Fiserv,1323751.0
Gvg9277,Gvgjgwo,opddvbchttgspgulwcvntwblrexdnvwwjtiqwfkpnkquoinjpkwjvzbcg,,,4.0,452184.0,0.0,4.0,M,51.0,460.0,Deere,3615431.0
Uha9278,Uhasmd,YWIDBDACNOEOCMOEWWMOGPBBLIKKKOTKSBTGTQMYUVM,,O,0.0,,5.0,0.0,S,92.0,448.0,Dominion Resources,1454327.0
QUU9279,QUUFSLBYDDTHIBVXZGZFUIRABC,KXLGBHVVQGJEBMY,,O,10.0,174030.0,3.0,0.0,M,47.0,503.0,NRG Energy,2994755.0
Qkl9280,Qklresvwkwxaocjilzigyyj,kiumrgmgeezibnjqpsodzorrivbsxmwhnzt,,O,2.0,151380.0,0.0,0.0,M,34.0,697.0,Amkor Technology,3471416.0
Zma9281,Zmapnfoowjipky,Fvracepauyrpswkns,d,,0.0,491974.0,0.0,1.0,M,93.0,831.0,Sempra Energy,1230647.0
azx9282,azxvsqisiojdmjm,Adfjmtyqtkwsh,l,R,0.0,186620.0,3.0,5.0,M,61.0,493.0,Smurfit-Stone Container,552886.0
Ipb9283,Ipbzlojbvhacqccerowielllwqd,HOSAUOMELHWAKCIFVFQGYKAUURRUPSFY,v,O,8.0,4011.0,4.0,1.0,,28.0,565.0,BJ Services,3241806.0
SOO9284,SOOJTHL,XEKSPNLHYTPKOYTTEEKKECCXANDIXD,W,O,2.0,161973.0,5.0,2.0,M,,344.0,PepsiAmericas,498520.0
Tmj9285,Tmjensldwlktroejbxlak,TXRZFBFKHKDQXGKHUQYMATPXVBSQWKAEFLLV,,O,6.0,79257.0,4.0,1.0,M,24.0,342.0,Graphic Packaging Holding,558126.0
Inx9286,Inxssortmcsljzvnvuiwebpxt,Wulknjymjwfssmwkyfatfoaqqz,A,O,7.0,350087.0,5.0,4.0,M,70.0,444.0,Cardinal Health,
OWV9287,OWVQSHINCOKRQXKIXYXNIPAZAV,RREYGYIXWHPFQBIODYKPAPYCLUHZCZGWOSRFXIJBCZRSDQSUFMPVUBB,c,O,0.0,461393.0,1.0,3.0,S,23.0,840.0,Abercrombie & Fitch,519396.0
Vis9288,Visilggvejmmoabn,Tqbfzrnppvhnsbbejupfwgvymdlmtajv,N,O,1.0,358062.0,3.0,,U,25.0,803.0,Furniture Brands International,3639546.0
YIZ9289,YIZNBQQRZQXRW,Odgjlhffsvfzitiyfsrflvucyjzdm,C,O,,322165.0,2.0,0.0,M,92.0,532.0,Enterprise GP Holdings,1137629.0
NDY9290,NDYUXTFFKQLOETG,Zoevtvypndccfnnhxciwljjrskibrmcjxcxlblbkxghlvuhlnciblynvuhfobpnidnkcrkqvbbaiw,B,R,5.0,418613.0,1.0,5.0,S,12.0,601.0,Priceline.com,2565674.0
Roc9291,Roclcmdkmtemcrapyyhhjmstd,PSSIMPBBIJOYBVYXFSKLCAOUQSZWSOJZNAERJKYBAQJKEXPOZNMZLBVPKJAOBGKOANY,Z,R,4.0,107902.0,4.0,3.0,S,60.0,843.0,,493797.0
KCT9292,KCTWQSYEVMBNLDFMQRQ,VMNKZNZQWFAKVQSWVAFLLTMAMQZNEAHRXCCWSSZVPESYVFCBHSVKNEAI,V,O,0.0,349077.0,0.0,0.0,M,76.0,396.0,Valero Energy,717847.0
Edl9293,Edladrnlxinyozrqhrn,Bspbmiztnbqvgrvcwjpyujic,T,O,5.0,422984.0,4.0,5.0,M,82.0,324.0,StanCorp Financial,220373.0
Nbr9294,Nbrhyb,cgignbmurpztdqglumddutziphxasvscmoz,u,U,7.0,441805.0,0.0,5.0,D,51.0,417.0,Cincinnati Financial,2458485.0
Xad9295,Xadmziwrjvkohghjnch,Ajpmuxcqxriawphsifellkjwrgwxtonaquwpudfhdpcydvmviwqtswnu,n,O,4.0,451605.0,2.0,3.0,M,29.0,,Goodyear Tire & Rubber,
njx9296,njxaisspqrpsupj,JJWXCLFRWVGWLSADRWHSJXSCWNJNWVDILDRWY,Q,R,9.0,262664.0,3.0,1.0,M,80.0,741.0,Dick's Sporting Goods,812824.0
Vun9297,Vuntqtnirhycmjnffdowdbsqlqag,PRSOICGRELBJVUQDRNGNDOSJANARVKCLCDIXCW,,R,6.0,90056.0,4.0,0.0,D,58.0,330.0,General Cable,2914214.0
PCR9298,PCREKZDISXJTJEXIPACHFBN,tlhvfxiijsvocpwgcmwyyjljvupwvtocmpxxtb,,,0.0,303070.0,2.0,5.0,M,,492.0,Regis,2936891.0
Gbo9299,Gboqvchqobqmke,rugraczpdtouejqbyvimpiizbdgfwyppujnnqczspwtniibhnzrytbpehcjuiqhcmr,,O,9.0,264157.0,3.0,0.0,W,83.0,808.0,Apollo Group,2573727.0
LXA9300,LXAWCDZVIYMBJDCOTDZCSWA,qdkpduxsbmucndsdibwkyq,,,0.0,90133.0,1.0,1.0,M,64.0,367.0,Owens Corning,85554.0
Sro9301,Srovmfsxe,Avnbhkzdkcmmcnncafdztbtetbpnjhfwwkmnqqicqgvfatxiotwbhodxpigwocixdqcaewpggplf,,R,2.0,192710.0,4.0,1.0,U,25.0,,Kindred Healthcare,333160.0
Fjm9302,Fjmmirdtvjewtuxyvtsfqfzefqlgpc,Doovfgyddvwpwmsegdjfohrkqvvwj,,O,5.0,247648.0,0.0,4.0,W,58.0,718.0,Monsanto,1964125.0
Sur9303,Surumny,JKMWAQWGWAWTEBUPHUTAGCAVTWTKVBQFNYJONKYGCRMWGINELOAD,,R,3.0,409256.0,3.0,4.0,M,82.0,447.0,Maxim Integrated Products,2334579.0
Hax9304,Haxzkyuvarhfvrojqerq,Zfjjwdxmqsuinnthbtvuvulthhxognhcvdhznwayoixdu,,O,8.0,60268.0,1.0,5.0,M,51.0,405.0,BJ Services,114832.0
zgx9305,zgxmchgcibwahtuqbwetcjdebjxo,VLFKWILH,I,O,4.0,299077.0,5.0,2.0,D,60.0,646.0,ON Semiconductor,2593495.0
Kmh9306,Kmhvrbqnjgeqpaovmjchzxnd,Ohksijheoeierjbfujnicdicbgdwzrrzwie,,R,8.0,265850.0,2.0,5.0,U,10.0,617.0,Polaris Industries,1731732.0
tec9307,tecxyzdmc,CDUEVDMMLBWDDSDYENHRZQNJFWLNOVQBQHTANDTUJTQHXWJSTNR,,O,9.0,448020.0,3.0,3.0,U,11.0,346.0,Varian Medical Systems,
Xsb9308,Xsbucvojvnycqwsglin,efajzhcmjwlgogjcraenqyemdeiukqlzopmubqzpdkngiwijhahbaccfokpvlgpbwbalnm,c,O,5.0,205923.0,1.0,0.0,M,42.0,784.0,YRC Worldwide,
RJB9309,RJBJIFLRSJNQZBPXYPKXCNKU,Wnqcoqixkld,,O,,457110.0,2.0,3.0,U,73.0,345.0,Terra Industries,1137816.0
Ttw9310,Ttwll,Cnbmncbypygewtxakmjxyrlfvxzjbadd,,O,8.0,,,4.0,S,30.0,816.0,Walgreen,2948275.0
Gox9311,Goxfyxkivmh,Tkmgbuhkivgcobgjqsoxhnk,i,O,2.0,25537.0,1.0,4.0,S,71.0,,Protective Life,1018827.0
zxx9312,zxxjajcsbzdypbvt,Apwdrtidfbhfpqvsicnkrarriorylrthjqbfwcivxftgewqnkvnbmvwqubjlxvmqrnwvrxlb,E,R,2.0,243425.0,1.0,3.0,S,73.0,479.0,AGL Resources,3670831.0
Oik9313,Oikbnitywbnqvgycfuajqrvtfmuys,Iwxbhfqalqdppbgsmerhphrzgdjnmwiujxvuxfunnuruoyctorn,Q,O,,456113.0,5.0,3.0,D,,840.0,Manpower,1101433.0
Fdu9314,Fdutbsmhsdlvlprypt,,,R,5.0,,3.0,1.0,D,92.0,765.0,Chevron,1520350.0
BSV9315,BSVKTAAYQLBVKEPARMYOGGGK,Wichk,e,R,10.0,151157.0,2.0,2.0,U,97.0,490.0,Nasdaq OMX Group,1705062.0
qyt9316,qytpqwqyfthgmw,Vkdlnwlxhoyikmvjvznwjulowopjnekcnitxgwhoshduoo,,O,10.0,359574.0,5.0,0.0,S,70.0,650.0,Assurant,1648906.0
Uap9317,Uapgrvpwycjpjbnsxqdozq,,,O,0.0,162420.0,3.0,,W,10.0,318.0,Michaels Stores,3534957.0
PUL9318,PULOEIKIYYYSCFSJIKVL,ntkedpcwsdwgwaugbeljgwxbaywoqnhq,S,R,10.0,118416.0,3.0,3.0,S,90.0,458.0,,2906056.0
Vsi9319,Vsijctsrojoqoj,Naont,a,O,9.0,44735.0,3.0,5.0,D,19.0,508.0,NuStar Energy,1758546.0
Ulq9320,Ulqyabpugubryqtelqg,KRMKNJCBPRFBVGIOUCOPFXARDBLULKLMFWTRVSLENOQAFKLIAF,v,O,1.0,265368.0,2.0,1.0,,7.0,600.0,Equifax,1876595.0
PXR9321,PXRRCICOOZNUSFTXV,Xgznkfoxypvihkafuffvllwv,,O,0.0,90317.0,5.0,4.0,,48.0,470.0,Vanguard Health Systems,3364612.0
BIC9322,BICCMYAGGJHYPZXHXWAD,MKNWVZEBDNXJQGSJOVZOIKCNLKWCXYAYGWDSDVAFAZCRA,,R,8.0,305683.0,2.0,4.0,M,27.0,367.0,WellPoint,960349.0
Egt9323,Egtmhllbazlgtx,UIUAINSDQUYGOYNRFULPCCZTPOQWZIXBCVFOLHYZKQCHRKQVUCTSQFNPLZQHVNQSNPMPKNHHMRV,W,O,6.0,312046.0,1.0,3.0,U,19.0,828.0,Charles Schwab,2434281.0
Hwi9324,Hwishmepjqmmrfiblcelvafulscrrh,Rghtyensqiwcrjfootkhcrj,L,O,4.0,130547.0,0.0,2.0,U,2.0,791.0,Helix Energy Solutions Group,1687912.0
Aiz9325,Aizanjlxjpzujid,Iqxirqilnaetokwoaxqsmtnynnshzlptiyef,I,O,9.0,54561.0,5.0,1.0,U,88.0,770.0,Great Plains Energy,226828.0
lbj9326,lbjeroxcnzmhaqnixybypks,kcomhbxoctjfuvcxwoownuxcbohmlvubw,N,O,,430056.0,0.0,2.0,W,37.0,640.0,Granite Construction,2682142.0
klz9327,klzfhvajxs,Lxryimwvxicjipjryesqmsxfhhdxqusuxocuudqrksxrccdxuwkjalqjbhsyk,,O,10.0,208745.0,4.0,2.0,M,30.0,485.0,TECO Energy,2356998.0
Vaq9328,Vaqysjteypyisgkndgb,,,O,4.0,328669.0,3.0,0.0,S,51.0,544.0,NetApp,848687.0
