prospect_AgeID,prospect_MaSta,prospect_NumChil,prospect_Ph,prospect_Sta,prospect_In,prospect_NeWo,prospect_Ge,prospect_FiNa,prospect_CreRa,prospect_Emp,prospect_Ci,prospect_MiInit,prospect_PosCo,prospect_Ag,prospect_Co,prospect_NumC,prospect_OOReF,prospect_NumCrCa
Czi12686,U,2.0,1-335-942-0102,NV,139847.0,3062863.0,m,Zwvjj,398.0,Genuine Parts,Pomona,,NTSCRYIO,5.0,Canada,1.0,O,0.0
Bzw12687,U,4.0,1-683-792-2185,MD,389858.0,3665104.0,f,ythmqzyvbvkviewqepong,500.0,National Semiconductor,Mount Pearl,D,vukkjubuy,13.0,United States of America,5.0,O,4.0
ILX12688,M,3.0,,Ontario,125117.0,1909287.0,f,Nuhhfqmcrmabfapdxrpaufqasmg,665.0,Harris,Mesa,,NEYQCZNH,19.0,,3.0,,9.0
Zbi12689,U,1.0,1-031-027-0883,SD,348702.0,2255175.0,F,clvmmwwzqfou,592.0,CommScope,Baltimore,,,98.0,United States of America,4.0,O,9.0
dox12690,S,5.0,1-684-413-8421,Quebec,269794.0,2252741.0,,Wtvedtillfnjrbqmlrsmlh,842.0,,San Bernardino,,AZESHAA,50.0,United States of America,1.0,O,1.0
Upq12691,M,1.0,1-132-694-5945,Quebec,182061.0,1403297.0,,qxchsdmamoizrpibosufwqdioy,644.0,Duane Reade Holdings,Buffalo,,Aztxzhrlu,52.0,United States of America,0.0,U,9.0
GMB12692,S,4.0,1-323-166-5431,SD,425074.0,2960380.0,,Uwjorelmlgjprdokxyoxeh,787.0,UnitedHealth Group,Topeka,B,Ktgvn,38.0,Canada,3.0,O,4.0
pnz12693,U,0.0,,NH,63781.0,472668.0,f,hrjwyvczmeijfhgkaxerlbcgyveurp,847.0,Constellation Energy,Santa Clarita,,uxgjdifkvagg,70.0,United States of America,,O,0.0
IYT12694,U,4.0,1-782-140-0745,VT,315743.0,2767831.0,m,Jbjgjrzreya,375.0,State Farm Insurance Cos.,Idaho Falls,Y,Kkebchm,63.0,United States of America,5.0,O,2.0
gck12695,M,2.0,1-524-316-5048,Quebec,167074.0,1995301.0,M,Btzinnhti,696.0,Sanmina-SCI,Henderson,S,Qvuneiyv,26.0,,1.0,R,5.0
qil12696,W,0.0,1-305-061-2720,NV,413027.0,1349377.0,M,NMHFCDDFGWKOQLSYGSP,682.0,,Edmonton,,Xwuug,98.0,United States of America,4.0,R,1.0
Hvg12697,M,5.0,1-100-031-3414,British Columbia,,2818087.0,m,Habilsk,660.0,Eli Lilly,Regina,,Wwqpin,46.0,United States of America,5.0,R,2.0
zpn12698,M,4.0,,AR,497937.0,210243.0,,Vtmkxegxwb,510.0,Benchmark Electronics,Baltimore,,ulapnmffbm,86.0,United States of America,1.0,O,9.0
kiq12699,M,3.0,1-998-229-5738,MO,248226.0,2718213.0,M,JZNKEBAGVUIMOCGRXXWDT,841.0,Mettler-Toledo International,Tampa,X,Mdzfkofx,89.0,United States of America,5.0,O,6.0
VCM12700,M,4.0,1-493-368-7186,Nova Scotia,377629.0,2849177.0,,ZIBZJUMFWBAFCIKLHTGDYYVGDCBCAO,643.0,United Parcel Service,Portland,,Xvchzscwvmeq,57.0,United States of America,2.0,O,1.0
blf12701,M,1.0,1-832-706-7734,TN,10679.0,1549264.0,,lqpmasgluptkd,440.0,Great Atlantic & Pacific Tea,Garland,,IDQRWFGWJMPY,78.0,United States of America,1.0,O,7.0
UIJ12702,W,5.0,1-799-080-2013,NV,192767.0,1496844.0,f,Ncjadalfpdiyl,594.0,Dr Pepper Snapple Group,Honolulu,e,VQISTYASCPLK,65.0,United States of America,1.0,O,4.0
Lzk12703,D,0.0,1-438-828-7751,MT,290016.0,678317.0,,FZOILOCPSEQMCHJHBKKIODFHUKZJO,547.0,Interactive Brokers Group,Cheyenne,,Zoycv,55.0,United States of America,4.0,O,7.0
wuu12704,M,1.0,1-067-329-8920,AZ,67982.0,105179.0,M,QWAAREQEFEEXEVCNMUCVUPUZNU,633.0,Roper Industries,Las Vegas,,JVAQREHRZM,27.0,United States of America,0.0,U,9.0
QJQ12705,S,4.0,1-959-538-9334,MA,387876.0,684657.0,,Zveskxdpnuymce,,Psychiatric Solutions,Thousand Oaks,r,AYQTQLLLKG,100.0,United States of America,3.0,U,9.0
TJU12706,S,3.0,1-678-711-5694,CT,93790.0,2361504.0,,Bqmqqundy,,Int. Flavors & Fragrances,Lowell,h,HMDKYTNVV,47.0,United States of America,0.0,,
Prl12707,U,2.0,1-663-932-5385,DE,444030.0,2052489.0,f,Epyomfhzgqjqltpnmndvwcqhjma,685.0,,Newport News,w,uwwfzqulxgdr,7.0,United States of America,5.0,U,7.0
YHN12708,M,1.0,1-519-019-6128,WA,405013.0,3078634.0,m,DDEXPNRBYEWKCEHA,360.0,Newell Rubbermaid,Missoula,C,Mfwdipvujrri,,United States of America,3.0,O,8.0
Tgg12709,M,2.0,1-936-318-0658,New Brunswick,360475.0,3038032.0,,Ojvjbapmnvabgbosaiw,470.0,Holly,Cedar Rapids,s,Udwnmqiddlwr,95.0,,2.0,O,9.0
Tqr12710,M,4.0,1-745-032-6887,VA,498874.0,2330428.0,f,ocvhuetb,759.0,Bucyrus International,Columbus,M,Rpcpmwwbguqm,41.0,United States of America,3.0,O,5.0
Avc12711,U,1.0,1-332-869-0801,Newfoundland,229234.0,3308566.0,,duhwlbf,545.0,Continental Airlines,Gary,,osjkvo,2.0,United States of America,4.0,R,10.0
Rgd12712,,2.0,1-304-071-1032,NY,89874.0,3388085.0,,nlvitipswaxefbwzh,776.0,AptarGroup,Grand Rapids,,MMIAHIGLJ,77.0,United States of America,3.0,,5.0
cxe12713,S,3.0,,MT,286267.0,2886502.0,F,Rkuxt,379.0,CACI International,Fargo,y,Fawpwqtl,58.0,United States of America,2.0,O,1.0
xko12714,D,1.0,1-553-727-9484,VT,,1796249.0,F,Epkrveivcevncovguvdysd,335.0,Century Aluminum,Missoula,M,XEQQQTKLR,43.0,Canada,2.0,O,2.0
Spj12715,D,0.0,1-661-937-1136,KS,208694.0,2068390.0,f,uwqjbvh,320.0,Gilead Sciences,Calgary,,Lxqmq,61.0,United States of America,5.0,R,3.0
pdn12716,U,0.0,1-210-588-5823,ME,208792.0,3240543.0,M,IVUJSLPNSCXREGPPHFCXORZ,472.0,Frontier Oil,St. Petersburg,,Hixsld,47.0,United States of America,1.0,O,3.0
LFJ12717,U,2.0,1-895-290-9338,ID,480968.0,2019533.0,f,Dtrrkvekxbonglfuqfhmpsbnv,744.0,Benchmark Electronics,Bellevue,,FCRYUMYBKTIF,5.0,,5.0,R,1.0
XQN12718,,3.0,1-350-832-7066,Prince Edward Island,64656.0,1306688.0,,Jrxmkxuk,662.0,MetroPCS Communications,Naperville,,YKTEQAL,67.0,United States of America,3.0,R,2.0
Rrh12719,M,0.0,1-744-027-9877,Newfoundland,3353.0,,,UWXLRQFQHEOQXOALCIUGSYGVTVCXFF,805.0,Laboratory Corp. of America,Idaho Falls,,Bysfp,31.0,United States of America,1.0,U,7.0
Gru12720,S,,1-196-001-0723,NH,180918.0,2709484.0,,tmwcqmefn,,Cimarex Energy,Denver,,Tvbhgpvtlmi,0.0,United States of America,,O,1.0
Xkl12721,W,0.0,,SC,221425.0,90630.0,,Udoiqzoq,576.0,Enersys,Oxnard,,Fcfzjinicjo,23.0,,0.0,O,9.0
Lcg12722,M,2.0,1-235-220-2577,AK,143235.0,128206.0,M,Rgloqpbgbqaasmodxpwseztw,809.0,World Fuel Services,Boise,,ZBBSFXH,97.0,United States of America,4.0,R,1.0
VCQ12723,,1.0,1-683-595-4847,DE,325005.0,463510.0,g,pfuarefoligsjcmtaghesp,830.0,Hawaiian Electric Industries,Huntington Beach,x,vtmpxkzbub,74.0,,2.0,O,2.0
WXE12724,U,2.0,1-145-843-1463,AK,146854.0,1158961.0,,btfgdko,624.0,Children's Place Retail Stores,Billings,,Orsphbxm,81.0,United States of America,2.0,O,10.0
Kzq12725,W,4.0,1-134-930-0241,Manitoba,70684.0,1656178.0,,pmahueafkkbjj,303.0,Administaff,Hamilton,,eneeettxdeka,3.0,United States of America,3.0,O,4.0
Bcr12726,S,2.0,1-837-165-1804,AL,71920.0,2373768.0,,OLAWHVUQJBFPPMKDWBKWJV,337.0,ConocoPhillips,Paterson,,WNDPVNTWPAVF,45.0,United States of America,1.0,O,10.0
MEZ12727,M,0.0,1-341-891-6276,OR,,3672224.0,,Tbryjtljsq,418.0,Kelly Services,Fayetteville,S,Vnigr,,United States of America,2.0,R,5.0
jnp12728,M,3.0,1-034-953-2553,OK,22804.0,2519490.0,m,Bnkzsstawvjfwxoekhodnzfmmiaav,700.0,Unitrin,San Jose,,Gggncj,,United States of America,0.0,O,2.0
Ehq12729,D,4.0,,TN,170476.0,2409054.0,,Ykhjkitlavkg,589.0,Union Pacific,Columbus,,WOMWNU,3.0,United States of America,3.0,O,5.0
Etz12730,U,1.0,1-954-805-8129,OR,443935.0,1891394.0,,Covfptmwhgwhidjcrooavgjyffnjj,822.0,Cliffs Natural Resources,London,Q,gxsscwf,29.0,United States of America,4.0,R,5.0
hop12731,S,3.0,1-244-947-8549,Prince Edward Island,38784.0,1271315.0,,Burdgrrfwy,327.0,Chiquita Brands International,Waterbury,X,Ehemg,,United States of America,2.0,O,6.0
FOW12732,U,5.0,1-695-380-3765,WI,261650.0,2492456.0,,qehljlc,468.0,,Hilo,N,mkknnnsuxhwh,16.0,United States of America,,R,0.0
Ewc12733,S,4.0,1-495-934-0755,MI,27589.0,2414960.0,F,Wfafvvswtsrdbaefkvcp,770.0,Baxter International,El Paso,R,srpkdcq,60.0,Canada,1.0,,8.0
DWL12734,,0.0,1-803-861-2066,Saskatchewan,269140.0,1962531.0,,Xvbjpnprvxtkqxqfv,371.0,Virgin Media,Halifax,i,Fgffq,98.0,Canada,5.0,U,6.0
Nhl12735,M,3.0,1-006-840-4038,British Columbia,68029.0,1652119.0,,Vqxodvjfju,467.0,Susser Holdings,Calgary,D,XBAYEWF,28.0,United States of America,5.0,U,8.0
Bef12736,M,5.0,1-921-513-2121,TX,234504.0,291940.0,,Yrucxadpttbnechqqvkmsbyggljtm,652.0,,Cleveland,J,OGFQZTMOPJEG,80.0,United States of America,2.0,O,9.0
Dui12737,M,1.0,1-489-570-1877,MD,251827.0,2109127.0,,tkjvfddcgxgxrucubxalvtrccfuba,423.0,United Technologies,Fontana,,Asxtpotdu,8.0,United States of America,0.0,O,6.0
Wgg12738,M,4.0,1-910-449-9486,NY,324957.0,1396116.0,M,XTEOHPNJGYDPIUDG,797.0,Juniper Networks,Coral Springs,G,DZRQMCFDSZV,92.0,Canada,3.0,U,3.0
CMA12739,M,0.0,1-987-972-3744,NV,408152.0,3427264.0,,LCHBSHVIUFJHM,412.0,T. Rowe Price,Denver,A,Yamcnnyqhlhu,14.0,United States of America,4.0,O,1.0
Lly12740,M,1.0,1-974-201-5222,AK,343684.0,1389496.0,,QNGROIJWBLLE,368.0,Hill-Rom Holdings,Modesto,,QQLMZ,12.0,Canada,1.0,O,6.0
qmd12741,S,3.0,1-981-576-6270,ND,178944.0,2006655.0,,cldhliizryiuv,,Atmos Energy,Sunnyvale,,Toreiwxvxuna,16.0,United States of America,1.0,O,2.0
UOC12742,D,5.0,1-954-228-1242,CT,453130.0,2842747.0,,Ibbcaaonfcyqkqdg,539.0,Publix Super Markets,Glendale,I,VJQRQXTQR,45.0,Canada,0.0,O,0.0
wdi12743,M,4.0,1-069-044-3794,CA,255294.0,3979196.0,M,Kkfwqerauruvvqvjfytaecvnhijy,,Union Pacific,Jackson,X,klkaivtmed,9.0,United States of America,4.0,O,5.0
Yuz12744,U,5.0,1-359-043-9483,NC,333377.0,2976882.0,M,OFSRITZDP,432.0,Men's Wearhouse,Grand Prairie,J,Fponcxl,76.0,Canada,2.0,R,9.0
tze12745,M,0.0,1-216-121-5349,RI,207260.0,1475651.0,,Fpaqsgjwsbrqpummmficaesejtve,,CSX,Denver,,wmstlpt,46.0,Canada,,O,7.0
ayo12746,S,3.0,1-198-655-4742,RI,259571.0,1667054.0,,Kfphjusfbtczdohl,761.0,Mueller Industries,Ontario,t,aywuqnffipvn,24.0,,1.0,O,5.0
Bnm12747,S,1.0,1-913-563-2439,HI,477142.0,3019806.0,m,YNMXZAONNZDYUQRQXLFNPOM,,BMC Software,Virginia Beach,s,Wgdzbscgt,17.0,United States of America,4.0,O,1.0
snt12748,S,5.0,1-310-386-0831,CT,158232.0,3688877.0,,Qaxbnkejhxmhqtlxmknm,761.0,Dole Food,Calgary,,Nmdcxchhcnl,63.0,United States of America,1.0,O,8.0
uts12749,M,3.0,1-932-771-2566,IN,302008.0,965025.0,F,Hrrdtuorr,480.0,Dean Foods,Augusta,L,gnvfm,0.0,,0.0,O,3.0
Wov12750,U,1.0,1-376-193-7039,NJ,468591.0,1963612.0,,Iojnwgwbzfhidimszkt,629.0,PSS World Medical,Mount Pearl,,Ygsydanx,78.0,United States of America,2.0,U,4.0
DEJ12751,S,2.0,1-006-418-3311,British Columbia,148499.0,1363035.0,,Ugxscyjl,594.0,Zions Bancorp.,San Bernardino,,SHWXQNVK,95.0,United States of America,5.0,O,10.0
Bsd12752,U,5.0,,PA,233574.0,2901258.0,,jvnvhlartkwjjqmerbepezxgqskhb,,Snap-On,Jersey City,k,Rvlbgbjt,19.0,United States of America,2.0,O,0.0
Avp12753,,3.0,1-164-508-3988,NJ,404865.0,705059.0,m,Yxxoatrwjamdigmtik,594.0,Bank of America Corp.,Elizabeth,,Cvmhugjhgg,36.0,United States of America,0.0,O,0.0
IDD12754,S,5.0,1-035-779-1091,Nova Scotia,214145.0,2791193.0,f,Ixchidhdidaic,506.0,Graham Packaging,Laredo,,Jzkftgx,93.0,United States of America,1.0,O,6.0
Uwy12755,W,3.0,1-292-221-2035,WA,24681.0,3812048.0,,CLEGVNWBRSHWVOVOABX,729.0,Eastman Chemical,San Antonio,,Exlaxjtj,52.0,United States of America,1.0,,0.0
Lgm12756,S,3.0,1-208-169-1114,Alberta,330749.0,2962749.0,F,VTLJFSBMCFFQQYHGAIACY,640.0,Dell,Vallejo,h,Pintcvhxfj,67.0,Canada,2.0,O,9.0
Tvx12757,M,2.0,1-435-618-6208,MS,164153.0,2495409.0,,OGMVKPBYOBPOWFY,468.0,Airtran Holdings,New Orleans,L,gyailemr,38.0,,0.0,O,5.0
xgt12758,M,2.0,1-716-634-5947,TN,268255.0,2326724.0,F,SYGDORCOTKZIHYTXFNMECW,471.0,Verso Paper,Huntington,,Bxbcez,68.0,United States of America,2.0,O,8.0
Qbk12759,U,4.0,1-543-756-1895,ME,280171.0,2376817.0,,Nyprsqcmdpvtwrdnygjlggsa,565.0,Moog,Raleigh,I,Zsqejmgkmvjr,29.0,Canada,1.0,O,9.0
ZQT12760,M,4.0,1-209-813-9558,Newfoundland,458654.0,3586237.0,f,Gyitg,670.0,Complete Production Services,Mesquite,,tttvebfnbo,77.0,United States of America,2.0,O,5.0
LFK12761,M,3.0,1-668-654-9009,Nova Scotia,267700.0,2982659.0,,Otzcevervjmx,705.0,Eastman Chemical,Oceanside,,gbelcoicug,57.0,Canada,3.0,,6.0
tqn12762,S,1.0,1-177-983-9264,KY,209935.0,1636130.0,,Zzphros,499.0,Ingram Micro,Omaha,,Pfzodhuq,2.0,Canada,4.0,O,10.0
Coh12763,S,2.0,1-613-095-0102,Newfoundland,154622.0,1832841.0,,MICKKMMUMMMWTUEOTDXSDVCZPWFHGR,557.0,Rowan Cos.,Escondido,,Ozbrv,14.0,United States of America,0.0,O,9.0
CXG12764,S,5.0,1-821-587-5082,AL,227526.0,225911.0,F,Dsanlvrzkctcsekvwrad,556.0,,Winnipeg,,,70.0,United States of America,4.0,R,1.0
Ayl12765,D,2.0,1-209-511-6391,Quebec,248490.0,735034.0,f,Mkplmvpixduynufditjhau,807.0,Brinker International,Ottawa,,iqxzh,,United States of America,1.0,R,
DGO12766,W,,1-369-310-4013,OR,250533.0,2233050.0,,JWEDZJOEIFIDQTQ,796.0,Solutia,Escondido,,Eeonvr,41.0,United States of America,3.0,O,4.0
WVC12767,M,1.0,1-613-835-4312,Alberta,322757.0,1655028.0,m,Ztzllrziwscuppvyzwfmwbyz,303.0,RadioShack,Fort Lauderdale,z,Wncqamsoyjz,35.0,United States of America,2.0,O,9.0
KDB12768,S,5.0,1-493-632-6618,AK,36959.0,1898862.0,,Tjkmsusgudupuqz,341.0,Fastenal,Santa Clarita,,Oiwtbhdqb,56.0,United States of America,0.0,R,4.0
AOR12769,M,1.0,1-402-483-7811,NM,,277576.0,f,gflirskkctl,688.0,Duane Reade Holdings,Salinas,a,Gsstgydplonv,36.0,United States of America,2.0,R,5.0
Uve12770,U,4.0,1-442-268-7194,KS,427664.0,1813911.0,f,Mssccgnczpvq,512.0,,Windsor,a,jrxqvvs,82.0,United States of America,2.0,O,1.0
ZQB12771,,2.0,1-616-719-0774,DC,466745.0,2731708.0,,AVKSGPT,578.0,Darden Restaurants,Ann Arbor,,Abalmfy,79.0,United States of America,4.0,O,0.0
qic12772,M,1.0,1-278-623-3360,PA,479844.0,1614600.0,,qlgdoaccz,333.0,Cognizant Technology Solutions,Long Beach,B,WLOIJOMSD,98.0,United States of America,3.0,O,4.0
SLM12773,U,5.0,1-290-786-2222,Prince Edward Island,303821.0,2932536.0,,Wpdtbjpoiyskmxpvipofoqyjakncjn,612.0,,Escondido,C,Inwpiwwv,33.0,United States of America,,O,5.0
BVK12774,S,0.0,1-683-878-2530,FL,425556.0,340111.0,M,Xcdynwcgthqcabqeqpvfiuypl,562.0,Family Insurance Group,Mesquite,t,Gpkzewe,39.0,United States of America,0.0,O,3.0
TSS12775,M,4.0,1-722-895-6426,British Columbia,124447.0,2069640.0,,ajugjrckrl,733.0,Micron Technology,Columbus,J,MWOEKYGACE,87.0,Canada,2.0,O,7.0
Izp12776,S,4.0,1-835-130-7813,Ontario,,2902304.0,M,kdavfndsc,684.0,Boise,Detroit,,WESRXOVHCVEJ,,United States of America,0.0,U,8.0
Hnk12777,S,3.0,1-666-832-7147,OH,41396.0,2348577.0,f,GLPATWVVVUTGSTMHASLXMYB,306.0,Cracker Barrel Old Country,Tallahassee,,VIRQXWLX,99.0,United States of America,5.0,O,10.0
ezn12778,U,3.0,1-445-710-0394,IA,18611.0,2768481.0,F,wxqbmyv,307.0,Verso Paper,Santa Ana,A,Yzdziwbgkx,98.0,United States of America,3.0,U,1.0
AQP12779,M,2.0,1-188-419-4234,ID,230345.0,3416147.0,,BISBOFEAZCPGZWSVGW,500.0,Sovereign Bancorp,Lewiston,,vkrdywzhu,,United States of America,0.0,O,10.0
bjo12780,S,0.0,1-496-715-5710,MO,194995.0,2178505.0,,Gdcmzkjmwqwalekhflgpwrwaj,314.0,Thermo Fisher Scientific,Tacoma,,Wlvhwm,31.0,,0.0,O,9.0
Kbu12781,W,4.0,1-594-317-5227,UT,57767.0,2714350.0,,ipqnosmo,723.0,Raymond James Financial,Wilmington,n,Btkvmfofyn,86.0,United States of America,0.0,O,8.0
Tck12782,U,0.0,1-341-056-4412,KY,282775.0,1075163.0,F,Bblqspnfvqlqjilh,379.0,Cephalon,Virginia Beach,X,Emgvhkugip,22.0,United States of America,3.0,O,7.0
tff12783,D,2.0,1-353-500-1708,Prince Edward Island,106492.0,3337628.0,f,Oxnrromgkhcwj,507.0,Merck,Kitchener,j,ivzbpq,48.0,Canada,1.0,R,5.0
Vmj12784,D,2.0,1-680-600-9909,AL,417140.0,3377688.0,F,Tirxinnvanttgjz,709.0,Genworth Financial,Independence,,Owpzebfpifku,40.0,United States of America,2.0,O,0.0
iog12785,W,0.0,1-561-281-4862,CT,463553.0,1647699.0,F,amdbpabyghknkpfxrrogi,735.0,Apache,Pittsburgh,C,nmohdnv,96.0,United States of America,5.0,O,7.0
OXX12786,M,5.0,1-015-958-6543,KS,47424.0,139049.0,,PQEZKEMUQVBLPXDTJXGJBDDKXOZED,390.0,PNC Financial Services Group,Fort Wayne,Y,Pwnuwn,0.0,United States of America,4.0,O,1.0
Nnh12787,W,5.0,1-213-819-4291,Nova Scotia,254769.0,1256678.0,,Hnlnmoezpzhiuwmzykegedynzb,764.0,eBay,Salem,G,Iuwjystxegl,6.0,United States of America,3.0,O,5.0
Jqs12788,U,1.0,1-721-818-7576,GA,97811.0,151006.0,m,Tolxjugrp,691.0,DynCorp International,Alexandria,,NMDPFRHUNZ,85.0,United States of America,0.0,O,10.0
hqd12789,S,2.0,1-915-805-3120,Saskatchewan,196081.0,2456971.0,,Xiwosrxuaeowoiaknoaffuhuydfyx,324.0,Con-way,Miami,,kihrpgycicn,99.0,United States of America,1.0,U,7.0
Quv12790,W,1.0,,AL,84836.0,,m,Jazosupd,790.0,Cintas,Augusta,F,Fchduygshipo,10.0,United States of America,0.0,O,10.0
Gwh12791,U,,1-033-950-8629,KY,325582.0,93054.0,,PGGSUHBEIRFDYENWGYSIH,,Telephone & Data Systems,San Diego,,Pjhfmxonjvh,13.0,,1.0,O,10.0
Fjw12792,M,2.0,1-159-276-9627,British Columbia,237593.0,3004510.0,,Myaklwwnkhchmhkepww,761.0,Estee Lauder,Iqaluit,,rxookeym,99.0,United States of America,0.0,O,5.0
Dnr12793,U,3.0,1-565-444-3707,WV,20584.0,661782.0,f,Fjkiijqcctezdrrkasftk,805.0,IAC/InterActiveCorp,El Paso,k,uxyhfgist,24.0,Canada,,O,2.0
Bks12794,M,2.0,1-974-632-2473,New Brunswick,277371.0,754597.0,,JEBYIYSIS,340.0,Questar,Colorado Springs,H,Swoowaibyui,21.0,Canada,0.0,O,2.0
Ipk12795,D,0.0,1-935-511-9233,KS,18527.0,1121803.0,f,Tydrdelhh,580.0,Annaly Capital Management,Whitehorse,,Jfkvp,30.0,United States of America,0.0,O,3.0
Seg12796,S,,1-116-325-3727,CT,232525.0,3790711.0,,Eworaozsjwgov,392.0,MeadWestvaco,Rancho Cucamonga,t,Qnidegbs,62.0,United States of America,5.0,O,1.0
Dcb12797,U,2.0,1-707-542-5564,WV,348317.0,2358798.0,,JIGOXJPXBNWWEIXSSVYYAQGZ,465.0,Modine Manufacturing,Sherbrooke,S,Wafrud,83.0,Canada,2.0,O,5.0
hso12798,M,,,GA,17172.0,3792177.0,,Ocmjqibz,612.0,International Game Technology,Rapid City,,,75.0,United States of America,1.0,O,6.0
Hvc12799,S,3.0,1-831-137-8231,WA,101538.0,217123.0,,wbfleija,386.0,SanDisk,Fullerton,g,IIWTES,84.0,,0.0,O,5.0
OEV12800,U,4.0,1-662-507-4820,MO,207633.0,3461827.0,M,Bhqaiw,821.0,Cintas,Lewiston,n,Oagfsprje,36.0,United States of America,5.0,O,7.0
Clj12801,S,4.0,1-859-886-7117,KS,471030.0,2413480.0,,Uvfbbix,688.0,NewPage Holding,Lansing,,Gxqmxesgh,74.0,United States of America,2.0,O,7.0
axh12802,M,0.0,1-820-176-5181,NJ,354182.0,234759.0,M,GLJZMNFJYM,663.0,Analog Devices,Oshawa,,rutyp,20.0,Canada,0.0,O,4.0
tvp12803,,0.0,1-322-170-1937,New Brunswick,449544.0,726934.0,,SAKZNWVCAHPL,501.0,NII Holdings,Providence,m,,52.0,United States of America,5.0,R,5.0
Egl12804,W,5.0,1-802-284-2869,KY,474564.0,1566133.0,m,DCARBFJSIL,337.0,Jones Financial,Fort Lauderdale,,GHLQGVG,69.0,United States of America,2.0,O,5.0
MGE12805,U,3.0,1-236-473-3668,SC,348607.0,3534013.0,F,bkuhv,567.0,Lowe's,Halifax,V,Znejrbbj,47.0,United States of America,1.0,O,0.0
Bla12806,M,2.0,1-285-361-1299,AL,172472.0,2657465.0,,Rboxyycvmlvlzladyesebkibu,392.0,TravelCenters of America,Salinas,,Tpsdll,6.0,United States of America,0.0,U,10.0
Fjj12807,M,1.0,1-990-991-4392,British Columbia,440512.0,3972575.0,,UUHHOEEZAXPPJNIPLNDNMC,670.0,Liberty Media,Indianapolis,,Ghvcfcuge,30.0,United States of America,0.0,O,5.0
Pdr12808,S,4.0,1-645-678-6379,ME,240823.0,569710.0,,eliqdimzntw,787.0,Kla-Tencor,Huntington Beach,A,Mxeddvie,6.0,United States of America,1.0,O,3.0
xiq12809,W,,1-955-194-4817,WA,448404.0,2674656.0,,HBGVICLOAWNCKNB,,ScanSource,Charlotte,,scrsccd,4.0,Canada,5.0,O,5.0
zec12810,M,5.0,1-705-923-3280,LA,376049.0,1451357.0,M,Tvhshpiflgdyvnummfogjj,802.0,Unum Group,Jersey City,,aysift,69.0,Canada,3.0,O,10.0
Mdg12811,,0.0,1-557-200-9900,DE,40608.0,3569009.0,f,dwgsgwdocunuxfupvixko,320.0,Tech Data,Columbia,,xcwriecb,83.0,United States of America,0.0,R,3.0
Djn12812,S,4.0,1-485-516-5768,AR,157166.0,1045251.0,,Gyoqvimmpi,506.0,Dollar Tree,Hull,O,Qlzzdlwu,34.0,United States of America,4.0,O,6.0
ept12813,W,0.0,1-159-045-7057,MA,492420.0,1557374.0,F,Gbqoj,640.0,Alliance Data Systems,Wichita,,ivdzpfuve,86.0,United States of America,5.0,O,7.0
xlt12814,M,1.0,1-654-049-9995,AZ,178022.0,3716113.0,f,Hnkhpm,,Emerson Electric,Edmonton,,,,United States of America,3.0,O,3.0
Sfs12815,M,5.0,1-930-134-4705,WV,238253.0,2710340.0,,rbpqllm,616.0,O'Reilly Automotive,El Paso,,ECVKM,67.0,Canada,1.0,O,0.0
lxw12816,W,0.0,1-494-642-2744,TX,362259.0,2728067.0,,Carppugrrmtlvocqfgowdraill,827.0,PPL,Lowell,,twcgic,10.0,United States of America,,O,4.0
DVD12817,M,1.0,1-815-217-1481,Nova Scotia,92401.0,568080.0,F,zmgxzqrlvouhsrrzjfjsgiddkxpjhc,600.0,Energy Transfer Equity,Charlottetown,,Kffvlpysz,46.0,United States of America,2.0,O,8.0
GLC12818,M,1.0,1-944-331-7754,MO,86006.0,358790.0,m,Klywfvn,502.0,Polo Ralph Lauren,Denver,K,Mynyqfb,64.0,United States of America,1.0,O,3.0
Ppj12819,S,4.0,1-415-898-5346,DE,403817.0,2918098.0,F,MIWLRS,320.0,,El Paso,v,ctbuaom,41.0,United States of America,,O,0.0
Jsm12820,M,4.0,1-508-816-1520,VA,20449.0,302848.0,m,HMBJXPOITLGO,,Ecolab,Charlotte,,Zquzdqgtpfp,29.0,Canada,3.0,O,6.0
JLI12821,S,5.0,1-456-198-9654,IN,339958.0,2132086.0,,wedvvogzjvthdvzhgkcvtqq,649.0,Penn National Gaming,Mesquite,,Lvhbhrsda,92.0,Canada,,R,1.0
WGO12822,S,5.0,1-505-788-3867,IL,452258.0,733214.0,M,embwfjhgmozdufyfxitsdrbnkddfld,482.0,Qualcomm,Fairbanks,,Xhgoi,4.0,,5.0,O,10.0
nyk12823,U,1.0,1-668-722-1036,NY,234378.0,2857093.0,n,Kfoyqggkbcxzk,589.0,Roper Industries,Lansing,,Gikddslxxefh,25.0,,4.0,O,4.0
DCX12824,D,0.0,1-050-687-3753,Prince Edward Island,446427.0,1960738.0,,fojdpermiblkrup,317.0,Charles Schwab,Independence,,Toqfli,12.0,United States of America,3.0,O,3.0
prk12825,U,0.0,1-351-871-2269,AR,,28764.0,m,UKTXXUHVXWIBGIBXURAZWNUQOM,764.0,Valero Energy,Baltimore,,eypchvym,,Canada,5.0,R,5.0
Keq12826,U,2.0,1-344-055-9285,GA,249143.0,2778082.0,m,Swjbltfvupktmgk,737.0,Dun & Bradstreet,Rapid City,,,63.0,United States of America,4.0,U,4.0
Pik12827,U,3.0,1-002-743-0185,KS,440389.0,3017214.0,f,ZEAZGFDLKKUKXHU,453.0,Nationwide,Regina,,pphkdmxpe,34.0,United States of America,1.0,O,0.0
