AgencyID,Country,City,Age,State,NetWorth,NumberCreditCards,Employer,Income,Phone,OwnOrRentFlag,LastName,FirstName,MiddleInitial,Gender,AddressLine1
kle1545,Canada,Santa Clarita,19.0,NY,3348211.0,3.0,Genworth Financial,46053.0,1-571-237-3189,O,kleynenbergntntia,teetwo,,,2845 trafalgar east
COS1546,Canada,Warwick,49.0,Manitoba,1858209.0,0.0,Warner Music Group,432692.0,1-930-146-1088,O,COSSOTA,Birmingham,,F,7726 TALLOWOOD UPPER
but1547,United States of America,San Bernardino,50.0,Ontario,1913209.0,8.0,Berkshire Hathaway,8221.0,1-190-976-1557,R,butvich,darrin,,,12493 arthur court
Boy1548,United States of America,Wichita,,MA,1290523.0,9.0,Ferrellgas Partners,449503.0,1-095-422-7674,O,Boyce,PATRIZIA,S,f,3797 rutgers park
pat1549,United States of America,Grand Rapids,1.0,OH,3837125.0,10.0,West,498285.0,1-159-540-7650,R,paterson,Dody,,f,10959 throckmorton east
Kru1550,United States of America,Virginia Beach,,AL,3379915.0,,VeraSun Energy,32882.0,1-305-425-6318,O,Krueger,GLYNDA,,F,13276 WESTELLA UPPER
laf1551,United States of America,Greensboro,89.0,AR,2851495.0,4.0,Coca-Cola Enterprises,426830.0,1-542-152-2258,O,laforge,rosabel,,,24313 congress crescent
san1552,United States of America,Mobile,72.0,VT,3365608.0,3.0,NSTAR,389213.0,1-626-445-0049,U,sansom,SALINA,,f,19526 foster rue
COP1553,United States of America,Chula Vista,90.0,SD,2266979.0,0.0,Enbridge Energy Partners,188555.0,1-146-871-3093,U,COPPEDGE,JACQUENETTE,,,23011 la cienega lower
buc1554,United States of America,Vallejo,81.0,IL,3100394.0,6.0,Maxim Integrated Products,34647.0,1-080-899-3805,O,buchanan,Janis,,,5569 sandpoint park
NET1555,Canada,Buffalo,25.0,MS,2086714.0,9.0,Baker Hughes,241005.0,1-407-616-3663,O,NETTO,BIANKA,,,9212 SILVER CRESCENT
Gac1556,United States of America,Great Falls,82.0,CT,2873908.0,6.0,Catalyst Health Solutions,16223.0,1-003-304-9528,U,Gach,NOOSHIN,S,,11812 prairie avenue
D'A1557,United States of America,Plano,31.0,DE,2535519.0,8.0,M&T Bank Corp.,136870.0,1-302-410-8130,R,D'ANJOU,Karna,Q,,8967 PENN RUE
dud1558,United States of America,Santa Fe,59.0,VT,181870.0,7.0,PSS World Medical,79941.0,1-184-336-0567,O,dudgeon,masa,O,,17059 california east
CHI1559,Canada,St. Johns,23.0,DE,1288205.0,9.0,Air Products & Chemicals,388810.0,1-768-893-7223,R,CHILDREE,petra,,f,16656 stuart west
van1560,United States of America,Escondido,86.0,KY,299075.0,3.0,Sempra Energy,382361.0,1-083-883-8300,O,van der,HERMON,,,1796 DAIRY ASHFORD COURT
Sob1561,Canada,Santa Ana,46.0,Prince Edward Island,3685332.0,7.0,Telephone & Data Systems,188686.0,1-241-478-7612,R,Sobon,coursdev,V,M,10232 oak hill west
GAY1562,United States of America,Waco,46.0,MA,3446599.0,5.0,,241889.0,1-541-409-8204,O,GAYLOR,Rejeanne,,,21568 alpha upper
Kob1563,United States of America,Huntsville,20.0,British Columbia,296419.0,6.0,Sherwin-Williams,213323.0,1-126-546-4935,O,Kobierski,faiz,,f,7638 BETHEL ROAD
Nor1564,United States of America,St. Louis,34.0,NJ,896575.0,4.0,Macy's,419724.0,1-459-098-4362,O,Noronha,waneta,,f,6594 MOULTRIE AVENUE
VAL1565,United States of America,Fullerton,82.0,MN,2958136.0,2.0,Frontier Communications,232221.0,1-762-109-5261,O,VALIVETI,Wojciech,,m,14133 beauregard north
hug1566,United States of America,Pasadena,81.0,MN,2587885.0,1.0,Time Warner,237749.0,1-869-781-6422,O,huggins,henrika,D,m,23781 KING SOUTH
lew1567,United States of America,Tallahassee,45.0,ND,1005444.0,9.0,Alliant Techsystems,409091.0,1-161-796-7428,O,lew,Leroy,,,17200 HOLLYWOOD AVENUE
hon1568,United States of America,Idaho Falls,47.0,FL,3954555.0,3.0,Hershey,128460.0,1-769-727-9195,O,honkakangas,lidia,T,,2247 sherwood west
Van1569,United States of America,Lafayette,79.0,UT,807347.0,8.0,Pep Boys,495997.0,1-974-700-6769,O,Vandagriff,smith,A,f,4966 westpark south
gal1570,United States of America,Jacksonville,3.0,MI,3500918.0,2.0,AFLAC,265242.0,1-140-939-6080,O,gallion,GENOVERA,A,,19124 cherry ridge rue
kah1571,United States of America,Huntington Beach,28.0,IL,468253.0,5.0,Celanese,481240.0,1-869-700-6220,R,kahan,Danica,,m,22787 university crescent
May1572,United States of America,London,45.0,DE,1517727.0,10.0,,200410.0,1-393-933-8750,O,Mayne,Zdenek,,,503 northshore park
JAK1573,Canada,Richmond,44.0,New Brunswick,,6.0,Cracker Barrel Old Country,,1-352-302-5746,O,JAKSTYS,Noellyn,,,2929 BRYANT IRVIN ROAD
MAL1574,United States of America,Milwaukee,28.0,NY,380907.0,0.0,Applied Biosystems,204803.0,1-544-399-4428,O,MALANOS,XENIA,,,17376 westmere rue
cai1575,Canada,Lafayette,5.0,NM,2365835.0,6.0,Massey Energy,369656.0,1-176-111-4899,O,cain,gloriane,,m,3222 grant lane
MCN1576,United States of America,Quebec,70.0,Quebec,1207205.0,10.0,Medtronic,394669.0,1-361-613-3801,O,MCNAUGHTON,alvinia,O,,9906 airport north
kho1577,United States of America,Augusta,68.0,Newfoundland,2195768.0,2.0,Arkansas Best,199665.0,1-677-003-1611,R,khouderchah,Annis,W,,16699 sanders south
Mar1578,Canada,Windsor,19.0,MI,644582.0,5.0,Consolidated Edison,20419.0,1-694-213-2352,O,Marlow,Reg,V,F,23684 decatur street
Cha1579,United States of America,Omaha,3.0,Prince Edward Island,286711.0,9.0,Teledyne Technologies,164133.0,1-661-111-0843,U,Chartier,SUSIL,,F,13058 wisteria lane
O'c1580,United States of America,San Antonio,49.0,HI,1204969.0,10.0,Dean Foods,172891.0,,U,O'colmain,mathilde,,F,388 SNEAD UPPER
TYN1581,United States of America,Overland Park,66.0,AK,1867820.0,3.0,Hershey,310017.0,1-756-133-9020,O,TYNDALL,Stergios,N,,1060 blythe court
Sch1582,United States of America,Colorado Springs,2.0,AR,225136.0,6.0,Wendy's/Arby's Group,283503.0,1-962-400-0170,O,Schlegel,Maidsir,,F,16124 weyland park
Gue1583,United States of America,Kansas City,21.0,AL,1403761.0,9.0,Hubbell,,1-328-357-0132,O,Guevara,LORENA,,F,11510 WAKEFOREST RUE
Saw1584,United States of America,Newport News,44.0,AL,1648703.0,1.0,Dresser-Rand Group,90250.0,1-528-975-7395,R,Sawada,Duane,V,,23411 madison south
PAR1585,United States of America,St. Catharines,30.0,Saskatchewan,1964663.0,1.0,Univision Communications,215458.0,1-615-026-0873,O,PARKINS,annabelle,,,15686 oliver street
rus1586,United States of America,Tulsa,80.0,MN,2313539.0,2.0,3M,496587.0,1-228-343-7504,O,ruschmeier,Sacha,,,15447 trail lake road
WAR1587,Canada,St. Petersburg,41.0,Manitoba,2706243.0,10.0,United Technologies,143238.0,1-345-076-8315,U,WARSHAWSKY,Vlado,,F,12470 meadow haven east
Lon1588,United States of America,St. Paul,75.0,NC,3454012.0,7.0,Rockwell Collins,36900.0,1-585-407-1862,U,Longbottom,SHAHRIAR,F,,22986 norfolk lane
VAF1589,Canada,Santa Clara,49.0,OR,1126249.0,5.0,Family Dollar Stores,360262.0,1-118-702-1882,R,VAFAIE,JOYANN,B,,10716 LAVENDER EAST
sch1590,United States of America,Corpus Christi,23.0,Prince Edward Island,61481.0,7.0,Weis Markets,67322.0,1-612-442-2972,,schmeler,Blinny,,f,12272 regency lane
Car1591,United States of America,Waco,89.0,IN,743722.0,7.0,Target,189676.0,1-169-249-3706,U,Cargill,KAZUHIKO,I,,12051 savannah court
TIS1592,United States of America,West Covina,28.0,KY,1902226.0,1.0,Neiman Marcus,28077.0,1-334-560-0470,O,TISCHHAUSER,Britte,,F,2412 BONITA LANE
SCH1593,United States of America,Overland Park,,CT,3667951.0,10.0,Abbott Laboratories,203747.0,1-091-384-7916,R,SCHRIER,Davine,,,9270 leaf south
Amb1594,United States of America,Nashville,88.0,WI,1420518.0,1.0,Humana,191030.0,1-104-274-6326,O,Ambroise,Kelila,,,22605 deerwood south
HLA1595,United States of America,Huntington Beach,42.0,ME,1230013.0,,Merck,278974.0,1-716-421-5982,,HLAUSCHEK,marie-jeanne,E,f,13715 KETCH UPPER
Fal1596,United States of America,Dawson City,49.0,WA,226768.0,5.0,General Growth Properties,405253.0,1-436-171-7630,R,Fallahi,Francine,,f,17433 lowden lower
Lev1597,United States of America,Dallas,79.0,KY,262069.0,8.0,Tesoro,58611.0,1-062-789-9840,O,Levitin,Keslie,,,7054 southlake upper
LES1598,United States of America,Sandy,35.0,Alberta,33073.0,9.0,PNM Resources,183703.0,1-949-903-4401,R,LESNIAK,norcal,J,,13904 mahonia boulevard
wai1599,United States of America,Buffalo,27.0,NY,1366099.0,,Dr Pepper Snapple Group,27048.0,1-807-102-4718,O,wai,EVETTE,Y,,20109 gardener drive
KLA1600,Canada,Orlando,95.0,Newfoundland,92196.0,4.0,Hubbell,393487.0,1-246-968-4832,O,KLAMMER,Charangit,,f,16119 PENMAR NORTH
CAR1601,Canada,Providence,25.0,GA,2609887.0,6.0,Chesapeake Energy,115808.0,1-095-664-2591,O,CARR,martica,,m,633 guadalupe park
Yog1602,Canada,Dawson City,84.0,OK,2293264.0,10.0,Laboratory Corp. of America,99224.0,1-138-271-9862,O,Yogeswaran,LEW,,,21829 midland boulevard
bar1603,United States of America,Norfolk,73.0,IN,295295.0,10.0,IMS Health,371296.0,1-477-254-6590,O,barbary,edee,R,,22083 crossus lower
dor1604,United States of America,McAllen,58.0,DE,73189.0,1.0,Frontier Oil,218276.0,1-588-157-6380,O,dorronsoro,Lacee,Y,,18570 WOODTIMBER WAY
Had1605,United States of America,Hartford,,SC,3545538.0,1.0,Toro,237297.0,1-905-789-7948,O,Haddow,SIVA,,,926 nolan drive
gas1606,United States of America,Dover,28.0,CO,3971444.0,5.0,GameStop,444523.0,1-765-783-0055,U,gasparotto,Jeff,,f,1630 LAMBOLL CRESCENT
mos1607,United States of America,Richmond,4.0,SC,1362426.0,3.0,Cigna,400885.0,1-250-193-0140,O,moshinsky,sang-maun,L,m,24555 REXFORD NORTH
dal1608,United States of America,Cleveland,76.0,ID,2854996.0,1.0,PetSmart,,1-142-956-6276,U,dall'oste,Vu,K,M,7204 katherine boulevard
ARM1609,United States of America,Billings,76.0,Saskatchewan,500510.0,0.0,Duane Reade Holdings,480717.0,1-103-038-8615,U,ARMBRUSTER,ISMAIL,,,13463 dunlevy lower
DIS1610,United States of America,Newark,35.0,ME,2991667.0,3.0,Covance,316675.0,1-046-959-4224,U,DISPATCH,jeanelle,,,7776 inwood lower
Hal1611,United States of America,London,61.0,AK,3042267.0,1.0,Erie Insurance Group,379294.0,1-480-417-1290,O,Halovanic,stclair,,m,3972 WILMINGTON RUE
Mcg1612,Canada,Flint,68.0,RI,2211396.0,8.0,Pep Boys,248490.0,1-176-188-5673,O,Mcgalliard,jerry,,,17343 darlington avenue
Bot1613,United States of America,Sterling Heights,31.0,MD,3838330.0,1.0,,369768.0,1-060-266-1941,R,Botto,Anne-marie,J,,22498 SMITHDALE AVENUE
Rav1614,Canada,Anaheim,,CO,2188130.0,4.0,Southern,424989.0,1-602-565-1482,O,Ravi,Lottie,,F,20064 oakmont east
PAK1615,United States of America,West Valley,3.0,WA,1310726.0,7.0,Wells Fargo,152231.0,1-341-964-3007,R,PAKULSKI,Lina,,,3690 PLUMB BOULEVARD
PAN1616,United States of America,Tempe,49.0,KY,475488.0,10.0,Bank of America Corp.,343566.0,1-340-679-3376,O,PANDYA,Martina,,M,23588 MADISON WEST
att1617,United States of America,Yellow Knife,85.0,PA,243518.0,9.0,Cintas,64485.0,1-128-643-8987,R,attenborough,FANNY,,,8400 polaris west
Bou1618,United States of America,Savannah,64.0,ID,1657663.0,8.0,Owens-Illinois,417784.0,1-364-110-8141,O,Boucouris,Maitilde,,F,18354 DODD COURT
TAN1619,United States of America,Philadelphia,58.0,VT,3504789.0,8.0,Halliburton,215087.0,1-396-311-1198,O,TANGLAO,Cary,,,12635 OLYMPIA EAST
Bar1620,United States of America,Sterling Heights,71.0,CO,640660.0,7.0,Simon Property Group,306929.0,1-207-089-8351,R,Barnhardt,LILLI,,,1821 9TH SOUTH
Lud1621,United States of America,San Jose,33.0,Manitoba,2222986.0,8.0,Adobe Systems,458332.0,1-904-404-1552,O,Ludwick,Gee,,,18245 HOLLY KNOLL PARK
DEL1622,United States of America,Paterson,83.0,TN,3588958.0,0.0,Entergy,39100.0,1-534-838-7977,O,DELANEY,Naveen,,M,18614 tide mill court
Kas1623,United States of America,Rapid City,57.0,IN,2778934.0,5.0,CenterPoint Energy,437794.0,1-161-262-1369,O,Kassissia,aruna,,m,2988 coralberry south
hat1624,Canada,Thousand Oaks,67.0,LA,754973.0,7.0,Invacare,37754.0,1-231-000-0392,R,hatz,Ingeborg,,,16090 darlington lower
Tin1625,United States of America,Colorado Springs,68.0,IN,1266963.0,3.0,Donaldson,193120.0,,O,Tinney,Shoeb,,,1790 golden east
Nes1626,United States of America,Grand Rapids,68.0,NH,1808998.0,4.0,AmeriCredit,99512.0,1-673-457-9456,O,Nesbitt,Nettie,,,16520 hemphil north
Sch1627,United States of America,Sudbury,14.0,MT,2700239.0,3.0,eBay,261126.0,1-926-757-3068,O,Schnaithman,Sybila,,,12667 brighton road
SOB1628,United States of America,Macon,,MT,3108137.0,2.0,Raytheon,120726.0,1-869-366-2040,O,SOBIESIAK,gail,,,2035 eaton park
Clu1629,United States of America,Kitchener,6.0,SD,3578605.0,3.0,ITT,224672.0,1-805-682-0192,O,Cluett,sibyl,,,5003 TRAVIS LOWER
GER1630,United States of America,Anaheim,65.0,CO,3699975.0,1.0,Land O'Lakes,12573.0,1-374-290-1311,,GERRITSE,YONGLI,,F,22682 rio grande south
TUC1631,United States of America,Fairbanks,6.0,WA,2269303.0,8.0,Tenneco,200441.0,1-872-546-8088,U,TUCKER,ernesto,C,,24683 meadowlark boulevard
Tar1632,United States of America,Berkeley,47.0,AK,2250865.0,1.0,Leggett & Platt,487097.0,1-498-123-3199,R,Taralp,Adrienne,,,11376 knight court
Cre1633,United States of America,St. Johns,96.0,FL,952977.0,10.0,,180636.0,1-136-368-7167,O,Creasman,Jenna,,,3149 CENTRAL LANE
Joi1634,Canada,Montreal,68.0,NV,705875.0,1.0,Pool,330412.0,1-576-056-3958,R,Joiner,Audre,,,23987 valderra park
hal1635,United States of America,Sterling Heights,21.0,TX,661156.0,0.0,Arrow Electronics,302078.0,1-875-959-3346,O,halford,DELORIS,Q,,24696 cordoba crescent
Tes1636,United States of America,Baltimore,73.0,Saskatchewan,3656197.0,2.0,MasterCard,11593.0,1-577-954-3908,O,Tessier,Breton,,m,19492 lyons court
ONY1637,United States of America,Lubbock,15.0,NE,2313138.0,9.0,Broadcom,110756.0,1-537-413-0900,R,ONYSHKO,Martie,,,1630 LAMBOLL CRESCENT
DEC1638,United States of America,Hollywood,25.0,VT,3823810.0,7.0,Smith International,278312.0,1-539-974-9296,O,DECARIE,Elsa,,,18270 HICKORYBARK DRIVE
Gag1639,United States of America,Livonia,98.0,HI,3690401.0,8.0,Travelers Cos.,441167.0,1-938-703-0026,O,Gagne,Barsha,O,F,21908 ashford hollow north
Lac1640,United States of America,Saint John,30.0,Ontario,1065171.0,7.0,Monsanto,225388.0,1-297-775-1510,O,Lackenbauer,pauletta,,F,20940 shearer drive
Clo1641,United States of America,Virginia Beach,36.0,Ontario,2185167.0,2.0,,328387.0,1-021-370-2836,R,Cloutier,Benedetta,,,15562 woodcrest upper
BAR1642,United States of America,Kansas City,47.0,AL,1736755.0,0.0,CVR Energy,187204.0,1-304-537-9529,O,BARBE,Davina,V,m,10856 kelvin upper
roi1643,United States of America,Los Angeles,,WA,2865116.0,9.0,Symantec,322359.0,1-693-971-8310,U,roig,raju,U,,3507 GREENE ROAD
Bun1644,United States of America,Garland,32.0,AR,2160791.0,1.0,,,1-220-050-8394,O,Bunner,nabil,,m,11733 electra street
Pel1645,United States of America,San Diego,25.0,OK,3938874.0,4.0,Retail Ventures,364216.0,1-467-981-9596,O,Pelz,chiarra,W,,509 ALICIA AVENUE
PLA1646,United States of America,Tucson,85.0,OH,813632.0,4.0,Del Monte Foods,,1-777-421-2018,U,PLATER-ZYBERK,THIERRY,T,,14520 zenith park
Tra1647,United States of America,Orange,46.0,MA,3373916.0,5.0,Sempra Energy,473754.0,1-890-684-0005,U,Travers,pierre-alain,K,,13447 amherst boulevard
bos1648,Canada,Boston,34.0,DC,3577327.0,0.0,Adams Resources & Energy,259788.0,,O,bose,Blithe,,F,22831 barberry park
GOS1649,United States of America,Fort Collins,61.0,UT,,10.0,MSC Industrial Direct,419570.0,1-764-214-6220,O,GOSWICK,JESSIKA,,,5140 EMERSON LANE
Kik1650,United States of America,Pittsburgh,,MO,2972070.0,0.0,Discover Financial Services,253410.0,1-835-399-6988,O,Kikuta,merilee,,f,7255 berry way
Boc1651,United States of America,Montgomery,82.0,AZ,2722299.0,,Jo Ann Stores,382349.0,1-068-147-6649,O,Bockaj,DIANE-MARIE,,F,10936 COVECREEK UPPER
man1652,Canada,Stamford,29.0,NY,2294218.0,7.0,,52766.0,1-609-204-7920,O,manner,Antonina,,,19939 beard park
HAR1653,United States of America,St. Paul,58.0,AZ,,7.0,American National Insurance,269001.0,1-963-175-0431,O,HARMON,malinde,,M,17213 towerwood east
RES1654,Canada,Lubbock,92.0,Manitoba,3171284.0,2.0,Rite Aid,414609.0,1-784-086-7205,R,RESULTS,Pivert,,,14827 paine upper
Owe1655,United States of America,Worcester,7.0,NH,,8.0,CH2M Hill,80218.0,1-196-609-5188,O,Owen,MERIDITH,R,m,3934 green ash north
Yau1656,United States of America,Halifax,35.0,Saskatchewan,149515.0,3.0,PharMerica,122076.0,1-713-056-3491,O,Yaung,HOLLI,,,19923 MAIN AVENUE
Gol1657,United States of America,Alexandria,10.0,WA,2727224.0,0.0,AutoZone,372965.0,1-044-618-4589,O,Golka,AZRA,B,m,17147 vaughan rue
Gru1658,Canada,Manchester,15.0,OH,3137795.0,5.0,Herman Miller,303356.0,1-982-234-2988,O,Gruska,Dominica,,,21182 keswick west
Man1659,Canada,Santa Fe,,KY,3760773.0,8.0,Wells Fargo,294404.0,1-242-897-1921,R,Manolios,Ehi,H,m,2939 chadbourne way
SOM1660,Canada,Bellevue,82.0,ID,1696300.0,10.0,Tiffany & Co,154738.0,1-276-728-2298,U,SOMMERFELD,Concettina,,M,14702 wainwright way
cur1661,Canada,Hay River,14.0,NH,3737794.0,4.0,ConocoPhillips,159707.0,1-574-992-8766,R,currier,Constantin,,,10653 wishek road
COO1662,United States of America,Fort Worth,15.0,Saskatchewan,2401847.0,5.0,Ashland,41562.0,1-067-494-4220,R,COONEY,devi,,F,14243 river place road
Hys1663,United States of America,Sioux Falls,29.0,Newfoundland,905123.0,7.0,Lam Research,428580.0,1-310-942-8374,O,Hyslop,kristine,,,22494 chimney rock avenue
Ket1664,United States of America,Anchorage,78.0,WY,,8.0,Broadcom,174339.0,,O,Ketcheson,Luping,,,10136 ryder lower
Dev1665,United States of America,McAllen,11.0,WY,,6.0,R.H. Donnelley,140733.0,1-537-213-2904,R,Devincenzi,Syl,,f,4862 martin court
Lep1666,Canada,Yellow Knife,75.0,AR,,7.0,Kindred Healthcare,267828.0,1-949-756-5365,O,Lepage,rogelio,,,8228 hylan drive
Mea1667,United States of America,Fairbanks,40.0,AK,968593.0,4.0,Owens & Minor,,,O,Meagher,BRIGIT,,,8716 WORTHINGTON SOUTH
OPL1668,United States of America,Bellevue,3.0,AK,1193550.0,2.0,Wynn Resorts,364582.0,1-391-289-7760,O,OPLINGER,HESTER,,,1426 basswood avenue
nat1669,United States of America,San Antonio,33.0,NC,207023.0,5.0,Sysco,,1-253-172-1766,O,nath,mary-ann,,m,4686 RAYMOND SOUTH
Cal1670,United States of America,Mount Pearl,73.0,NJ,1990264.0,3.0,Vectren,468033.0,1-542-914-9965,R,Caldwell,Norine,,,5940 malden park
Mar1671,Canada,Sacramento,22.0,GA,992110.0,5.0,Great Atlantic & Pacific Tea,439120.0,1-447-661-0804,U,Marciniuk,GOKUL-CHANDRA,W,,12777 pembrook lower
Cho1672,United States of America,Portland,68.0,AZ,2842887.0,9.0,Peabody Energy,97001.0,1-430-788-0862,R,Cholewinski,Gokal,,f,19131 lullwood park
Liv1673,United States of America,Eugene,88.0,NV,3530642.0,2.0,Penn National Gaming,196086.0,1-880-260-3062,O,Livek,ROCH,,,3636 wroxton north
TAL1674,United States of America,Pueblo,10.0,Newfoundland,1943917.0,3.0,Community Health Systems,139221.0,1-227-757-7307,O,TALBOTT,Coriss,,,8886 chalmers upper
van1675,United States of America,Los Angeles,,FL,1432565.0,5.0,Zimmer Holdings,334941.0,1-084-745-6387,O,vanderheyden,Vanda,,M,24268 hayden west
Nie1676,United States of America,Fargo,47.0,Newfoundland,3251651.0,8.0,Discovery Communications,479238.0,1-656-356-2378,O,Nielsen,STACEE,H,,22569 cole upper
OWE1677,Canada,Charlotte,30.0,IN,977588.0,2.0,CVS Caremark,247437.0,,O,OWENS,timmie,,F,23477 vessey way
Whi1678,United States of America,Oklahoma City,23.0,Saskatchewan,2909288.0,10.0,Supervalu,57060.0,1-858-742-2483,O,Whitman,tiffany,P,,5277 CHAMBLEE DRIVE
MON1679,United States of America,Lubbock,68.0,VA,2039434.0,2.0,Teradata,332194.0,1-022-659-6413,U,MONTOUTE,myrna,,,1047 courtland lane
VER1680,United States of America,Laredo,10.0,MT,2931648.0,8.0,RPM International,174989.0,1-255-299-9298,O,VERHOEVEN,HENK,X,,9167 gardener court
WYM1681,United States of America,Lincoln,14.0,MI,661067.0,10.0,KBR,61122.0,1-974-241-6963,O,WYMARD,aimil,G,,13142 vinson lane
KAP1682,United States of America,Salt Lake City,34.0,Alberta,938673.0,4.0,Capital One Financial,39656.0,1-663-480-5987,R,KAPSA,GEORGE,U,,16959 lacornia crescent
tor1683,United States of America,Fort Worth,25.0,Prince Edward Island,2840325.0,3.0,Health Net,246866.0,,O,tornes,Wen,R,,15399 long avenue
Mat1684,United States of America,Los Angeles,77.0,Prince Edward Island,2714847.0,,Thermo Fisher Scientific,,1-963-796-1557,O,Matatall,NORALY,,,19873 wright avenue
Van1685,United States of America,Louisville,89.0,AR,470906.0,7.0,Enbridge Energy Partners,105639.0,1-644-341-7080,R,Van schouwen,claretta,,m,14286 main boulevard
fol1686,United States of America,Fargo,88.0,MI,2723734.0,1.0,,187081.0,1-829-489-2859,O,follmer,rachel,,F,22632 country road
hog1687,United States of America,Moncton,77.0,ID,974511.0,2.0,Navistar International,172646.0,1-869-936-8210,O,hogeboom,heinz,,m,20093 canterbury way
ANT1688,United States of America,Norfolk,77.0,Saskatchewan,178788.0,1.0,Dillard's,205980.0,1-725-660-9687,O,ANTOFT,christabella,,,351 granada west
Hof1689,Canada,Fort Smith,1.0,RI,163516.0,1.0,International Assets Holding,350863.0,1-777-863-7024,O,Hoffmeister,EMYLEE,,F,10176 pinesap court
Jaf1690,United States of America,Long Beach,19.0,KY,3789614.0,,IMS Health,269661.0,1-603-390-8791,O,Jaffer,Cycelia,,,17933 flores avenue
Bov1691,United States of America,Iqaluit,99.0,Saskatchewan,2372376.0,8.0,Mirant,66545.0,1-698-328-4742,O,Bovenizer,roderick,,M,9094 pine upper
Ban1692,United States of America,Oakland,3.0,NJ,534047.0,6.0,Burlington Northern Santa Fe,272687.0,1-161-889-8284,R,Banerjee,KAMYAR,,,2116 whistler upper
Dug1693,United States of America,Brownsville,34.0,IA,3412264.0,1.0,Commercial Metals,430624.0,1-057-158-2731,O,Duggan,Sephira,J,,2923 navarro lower
Hea1694,United States of America,Las Vegas,74.0,New Brunswick,3331358.0,2.0,Medtronic,399038.0,1-409-105-4971,R,Hearnden,MAMI,,,6526 snyder rue
lew1695,Canada,Abilene,60.0,GA,674289.0,3.0,FirstEnergy,198213.0,1-773-154-9142,O,lewek,Woodline,,f,6454 kiel upper
gau1696,United States of America,Jackson,48.0,SC,1840996.0,0.0,AGCO,,1-389-966-0349,O,gaughan,Nevil,,,8825 AMHERST DRIVE
Mcc1697,United States of America,Winnipeg,67.0,OK,671677.0,3.0,Schering-Plough,148353.0,1-781-516-0268,U,Mccullogh,LILLI,,F,673 EDLOE PARK
lac1698,United States of America,Fort Worth,35.0,SD,2177421.0,8.0,Valassis Communications,378622.0,1-821-873-7772,R,lacoste,Usman,D,f,2097 HARRIS WEST
PIL1699,United States of America,Columbia,54.0,IL,2393402.0,9.0,Anixter International,346372.0,,O,PILLMAN,Martelle,,,22498 smithdale avenue
Chr1700,United States of America,Hay River,2.0,GA,809896.0,4.0,Systemax,328438.0,1-927-226-1923,O,Chrisman,DEVAN,,F,22506 shelter drive
RIS1701,United States of America,Minneapolis,68.0,NY,974925.0,4.0,Kohl's,64723.0,1-123-641-4731,O,RIST,Japan,,F,20744 gene way
ANN1702,United States of America,Bridgeport,,GA,3364968.0,6.0,,495099.0,1-013-661-1962,O,ANNABLE,dis,,M,14783 saunders upper
kim1703,United States of America,Rockford,76.0,WA,849778.0,5.0,Danaher,472180.0,1-855-494-0233,R,kimbrough,Leigh,,F,20441 pinto park
WAI1704,Canada,Waterbury,35.0,NC,2295559.0,9.0,General Cable,384275.0,1-449-109-1566,R,WAINES,Annora,P,,14470 langdon west
Fil1705,United States of America,Cheyenne,4.0,FL,390100.0,4.0,Owens & Minor,273331.0,1-477-907-8126,R,Filkins,HUY,,M,10176 pinesap court
Don1706,United States of America,Sandy,82.0,NJ,1230099.0,2.0,KB Home,297539.0,1-380-165-5667,R,Donohue,ren,,,16511 yamato lower
WOO1707,United States of America,Yellow Knife,70.0,New Brunswick,2009921.0,1.0,,313339.0,1-498-198-4946,U,WOODHALL,Mail,N,f,20710 lee drive
ump1708,United States of America,Peoria,90.0,UT,31399.0,9.0,Occidental Petroleum,164847.0,1-267-067-4151,O,umphres,elsbeth,K,M,5385 young west
DUN1709,United States of America,San Antonio,89.0,MD,,8.0,Legg Mason,155080.0,1-616-008-4954,O,DUNSTAN,lingyan,,f,509 davie avenue
Car1710,Canada,Kansas City,34.0,AL,1112628.0,9.0,,254582.0,1-435-148-8092,U,Carriere,Isadora,,M,9633 hawkins street
Chu1711,Canada,McAllen,30.0,ID,3605130.0,0.0,URS,155527.0,1-832-080-7702,R,Churchill,ANNARBOR,,,17509 REINA EAST
Jen1712,United States of America,Sterling Heights,33.0,MA,1746793.0,6.0,ConAgra Foods,376223.0,1-836-067-8824,O,Jensenworth,martina,,f,20796 dolores drive
GRO1713,United States of America,Thousand Oaks,94.0,RI,3358713.0,8.0,W.W. Grainger,25554.0,,O,GROSSUTTI,scptest,,,2132 meadow lake upper
Car1714,United States of America,Paterson,3.0,ID,195040.0,6.0,Securian Financial Group,435351.0,1-609-469-4186,O,Carden,Jurg,M,,23788 linden drive
not1715,Canada,Irving,73.0,NY,327900.0,6.0,Seaboard,270257.0,1-204-207-1596,R,notley,Natty,,,23223 woodlawn upper
Bla1716,United States of America,Frederick,10.0,CA,2976753.0,0.0,CBS,39062.0,1-549-632-7013,O,Blair,Gladys,,m,9804 stratton court
lle1717,United States of America,Philadelphia,48.0,SD,214385.0,6.0,United Stationers,338038.0,1-795-319-5833,O,llewellyn,peder,V,,23411 MADISON SOUTH
bri1718,United States of America,Rockford,80.0,SC,2990246.0,4.0,Lender Processing Services,88086.0,1-980-266-0033,O,britman,SIR,,,7903 WESTERLEY PARK
