AgencyID,MaritalStatus,NumberChildren,Age,AddressLine2,NetWorth,LastName,FirstName,MiddleInitial,Gender,AddressLine1,PostalCode,City,State
REG1006,W,3.0,95.0,,3855957.0,REGA,elsbeth,,,8092 gibbes court,50302,Salt Lake City,Nova Scotia
pha1007,M,5.0,37.0,,1224866.0,phair,Etty,A,M,6955 CARLINGFORD BOULEVARD,T5a 1x2,Raleigh,NV
Pei1008,M,2.0,72.0,,634672.0,Peiser,Letty,,,19557 LULLWOOD SOUTH,90766,San Diego,RI
Bay1009,M,4.0,95.0,,1263073.0,Bayly,Carlynne,D,m,20658 kerry south,E7o 1n5,Chandler,NM
XEN1010,M,5.0,75.0,,828424.0,XENOS,VICKIE,R,,100 wilmington west,92513,Greensboro,GA
Ham1011,S,1.0,81.0,,174659.0,Hammermeister,Riyad,,,151 holman lane,91318,Cleveland,FL
Fal1012,W,2.0,40.0,apt. 776,1127121.0,Falconer,Riaz,D,,23654 candlelight avenue,94649,Allentown,AK
Hen1013,D,2.0,17.0,,2302546.0,Hench,Ishan,,,268 cooper lower,22312,Honolulu,WY
chr1014,M,5.0,75.0,,3111577.0,chronowic,ANKI,I,m,14543 laredo south,T5d 1s1,Lafayette,KY
NAI1015,W,4.0,,,3209319.0,NAISMITH,Tracy,,M,24990 conier park,76101,Casper,FL
Alt1016,M,0.0,,,2731425.0,Altmann,CYNDIE,Y,,19551 WAINWRIGHT LANE,S3b 1f5,Santa Rosa,NC
NEY1017,M,4.0,22.0,SUITE 130,235939.0,NEYMAN,CHRISTIANE,,,799 englewood lane,99653,Corona,NM
THU1018,W,2.0,61.0,apt. 48,1053243.0,THURMAN,Durantaye,F,,218 conley south,07110,Dover,SD
TET1019,M,5.0,81.0,,1831950.0,TETRAULT,Hq,,M,2297 amsterdam court,70184,Ottawa,Quebec
Per1020,U,4.0,58.0,,167301.0,Percy,ADELHEID,,f,11952 canterbury rue,t5d 1z7,Livonia,NV
Har1021,S,3.0,23.0,,2495100.0,Harker,Jackie,,,19634 hemphil rue,70178,Tacoma,UT
Mis1022,M,5.0,0.0,,3466329.0,Mishina,LETA,,,6138 cooper crescent,89109,Moreno Valley,MI
Bra1023,S,0.0,52.0,,3624918.0,Brannan,Lynnett,B,,20166 PRESIDO PARK,27417,Biloxi,New Brunswick
TRA1024,U,4.0,93.0,,1577238.0,TRANSLATIONS,Dorthea,,F,1524 drexel north,v6y 1u9,Costa Mesa,AZ
igu1025,M,5.0,37.0,,2950693.0,iguchi,ANSELMA,,,19772 LEXINGTON PARK,78273,Lansing,Prince Edward Island
Cha1026,S,1.0,62.0,APT. 322,1493088.0,Chanchlani,Gerhardine,B,,1681 ketch lane,10028,Reno,Manitoba
FIS1027,D,3.0,29.0,,2128459.0,FISCHETTI,Berty,,,23905 viking drive,T5d 1m6,Baton Rouge,Saskatchewan
Hic1028,M,2.0,29.0,,1214816.0,Hickman,Pepi,Y,,17043 montview west,90333,Fullerton,Newfoundland
Cro1029,U,3.0,80.0,,3177263.0,Cromwell,dianemarie,,,2951 ennis west,v6x 1w8,Newport News,MN
god1030,U,4.0,50.0,apt. 714,31017.0,godina,homer,J,,21027 SARATOGA DRIVE,21272,St. Louis,CT
cra1031,M,0.0,,,1869953.0,craver,Ranee,T,m,18124 5th park,93872,Orlando,IL
son1032,U,4.0,15.0,,2933214.0,sonhing,Kirit,,F,10784 gold park,V6F 1W5,Hull,DE
Gud1033,D,0.0,,,1053473.0,Gudgeon,Tuesday,,,24990 conier park,64058,Wichita,FL
Var1034,M,5.0,37.0,,1453604.0,Varady,babara,,m,15591 CAMP BOWIE WAY,H5k 1r3,New York,FL
SAD1035,W,4.0,49.0,,626301.0,SADRI,tabbitha,,,19873 wright avenue,72245,Fort Wayne,Manitoba
FAT1036,S,4.0,81.0,,2406611.0,FATICA,gerianne,K,m,17936 MEMORIAL ROAD,V6D 1P1,Bakersfield,MO
CAR1037,S,1.0,59.0,suite 420,1870492.0,CARMONA,Kristi,,M,4806 CRYSTAL HILLS STREET,80920,Salem,NJ
Til1038,M,1.0,6.0,,2797455.0,Tille,Orsa,Q,,19106 brielle way,91733,Fort Collins,TN
MAR1039,D,5.0,81.0,apt. 817,2426832.0,MARACLE,dpn,,m,18930 ROCKHILL AVENUE,10066,Richmond,AZ
Gol1040,M,2.0,90.0,,627619.0,Goldthorp,KATRINKA,I,f,21421 dexter avenue,m3w 1l4,Greensboro,IN
DOB1041,,1.0,68.0,,3586680.0,DOBBS,phedra,,F,14805 BONNEVILLE STREET,X5e 1v5,Hull,AR
NAM1042,U,3.0,58.0,,3372164.0,NAMONT,Christiana,,f,19532 GOODWIN WAY,77096,Wichita,MT
fil1043,S,2.0,92.0,,2840455.0,filer,Tallou,,,12636 LINWOOD RUE,43639,Arlington,HI
LON1044,M,2.0,36.0,,,LONGTIN,gareth,I,,8716 WORTHINGTON SOUTH,94264,Columbia,MT
KET1045,M,5.0,27.0,,1333861.0,KETTLES,Hiroki,,,23411 madison south,m2r 1e8,Lincoln,MA
MAL1046,S,4.0,54.0,,2277216.0,MALMQVIST,Jennie,H,H,16096 BURNHAM PARK,H2G 1Y5,New Orleans,Quebec
eri1047,S,3.0,19.0,,3753750.0,erickson,Isabelle,K,f,19151 GIBBES SOUTH,V6i 1q1,Mesquite,HI
del1048,D,2.0,51.0,,2126538.0,delong,bang,,,23261 long way,T6d 1e3,Kitchener,HI
Sch1049,D,2.0,4.0,apt. 426,192405.0,Schmitigal,ADDY,P,m,6492 adams east,e7o 1o6,Plano,MN
Xay1050,W,5.0,39.0,,3671370.0,Xayaraj,Bnrecad,,,6768 fondren lower,M5B 1X1,Toledo,SD
Bul1051,M,4.0,53.0,,2637910.0,Buley,Raouf,,M,23989 ashley north,M5G 1X4,Rancho Cucamonga,HI
BRY1052,U,2.0,80.0,,2875489.0,BRYS,Rijos,,,13920 wedgewood lane,M2p 1d1,Winston-Salem,WV
Tem1053,M,2.0,14.0,,2859611.0,Temp,tavis,B,,22026 vickery street,55406,Santa Rosa,KS
Vit1054,M,5.0,9.0,,1062015.0,Vitaglian,ELEANOR,,m,11449 BLALOCK PARK,78273,Rancho Cucamonga,CT
VAN1055,S,3.0,80.0,,337306.0,VAN RIJN,paloma,,m,18267 state drive,89139,Indianapolis,MT
NAN1056,S,2.0,29.0,,1018318.0,NANCE,Mallissa,H,,7385 sycamore court,T6D 1K7,Alexandria,GA
Unx1057,,0.0,95.0,,229409.0,Unxlb,eyde,,,20900 MARCHMONT WEST,39212,Eugene,KY
kro1058,M,4.0,69.0,Apt. 917,1696984.0,kroeger,trees,,,13971 milbury court,94494,Denver,IN
LIM1059,M,3.0,10.0,,264708.0,LIMEINA,Sheelagh,,,12805 bramblewood east,M2p 1f3,Pueblo,UT
Puu1060,M,1.0,,,2838226.0,Puukila,Brenna,,m,16364 BUCKEYE LANE,M5e 1w5,Oklahoma City,IA
LUC1061,W,1.0,68.0,,1194963.0,LUCIANI,mavis,,M,5503 raymond park,m2r 1f9,Lansing,CO
gli1062,M,,16.0,suite 429,759816.0,glidewell,Cristina,,,23788 LINDEN DRIVE,33143,Chesapeake,FL
DUR1063,M,2.0,85.0,,136672.0,DURAN,Owen,B,E,19412 broad lower,27609,Salinas,AL
Lux1064,M,5.0,98.0,,2815085.0,Luxford,FERDINANDA,F,,2882 whistler lane,H7f 1t7,Louisville,SD
Bur1065,S,1.0,26.0,,2186194.0,Burruss,KARYLIN,A,,20109 alexis lane,S7c 1n6,Oceanside,TN
Cla1066,W,4.0,4.0,,562845.0,Clairmont,Adelind,D,m,2648 miller street,60759,Houston,LA
Mot1067,M,5.0,10.0,,3224446.0,Motashaw,Caridad,H,,784 RIVER PLACE SOUTH,98424,Lubbock,NY
KHA1068,U,3.0,65.0,,3935782.0,KHATRI,Shena,,,18207 CONLEY SOUTH,92826,Las Vegas,NV
DEL1069,,5.0,54.0,apt. 585,833744.0,DELORENZI,Melisent,,F,11943 keswick west,79944,Birmingham,CA
Por1070,D,5.0,72.0,,960030.0,Portigal,Helaina,Z,,18582 PERIMETER BOULEVARD,H6c 1x7,Warren,PA
STE1071,M,5.0,55.0,,239307.0,STEELE,Naren,H,f,9993 KELVIN PARK,80160,Louisville,IA
MCD1072,M,1.0,72.0,,,MCDEVITT,Betta,,m,1570 clay rue,60715,Detroit,AL
KHO1073,S,0.0,17.0,,626717.0,KHOUDERCHAH,Prity,G,,24330 CARNATION PARK,V6C 1Q6,Hamilton,KY
Maj1074,U,0.0,14.0,,736082.0,Majmudar,AURORA,R,L,7155 SEWARD CRESCENT,99717,Hamilton,UT
Whi1075,D,0.0,95.0,,2110346.0,Whiteford,Kerry,Z,M,13920 wedgewood lane,M5c 1x8,Irving,WI
pue1076,M,5.0,96.0,,3663087.0,puett,Sallyann,,f,5391 CLAY WEST,78258,Richmond,AL
Mai1077,W,3.0,14.0,,1664925.0,Mailroom,Emanuel,R,f,20809 cecil upper,10272,Rochester,ID
Pok1078,M,,81.0,,2244059.0,Pokrifcak,JULIEN,X,f,3594 MITCHELL NORTH,M9F 1U7,Lubbock,MO
Tra1079,W,5.0,7.0,,3408825.0,Tracey,Marv,,m,2132 MEADOW LAKE UPPER,v5c 1m8,Hay River,ND
Tra1080,S,1.0,76.0,,168117.0,Tran,Isabeau,I,F,12516 bellaire north,90162,Warren,NM
Rav1081,S,1.0,17.0,,2751339.0,Ravji,LEZLIE,,f,8108 DEWEY PARK,94461,Greensboro,Saskatchewan
How1082,S,,20.0,,,Howe-patterson,Adelle,,,2667 bonnie brae rue,m2q 1f6,Fort Wayne,NH
KHA1083,M,5.0,25.0,,2358717.0,KHAWAR,Souphalack,,m,21675 decatur north,85250,Norfolk,WV
HAW1084,M,0.0,,,2480853.0,HAWKES,warren,M,m,16414 penn south,A5d 1a2,Charlotte,TN
bur1085,M,0.0,66.0,,506529.0,burchat,Ariel,,m,5350 glen loch boulevard,40507,Concord,AR
Mil1086,M,4.0,87.0,,3445444.0,Milburn,Hunter,,,23607 stella lane,M5e 1z9,Corpus Christi,NC
Pie1087,M,1.0,40.0,,381358.0,Pieroway,FANECHKA,C,f,8898 rincon boulevard,66117,Raleigh,OR
bir1088,S,0.0,22.0,,2370307.0,biray,Ame,,f,22190 saunders street,V6i 1p5,Escondido,Newfoundland
Sch1089,S,2.0,82.0,,2868966.0,Schutte,Caty,,,7409 lexington lane,19197,Bismarck,New Brunswick
stu1090,U,4.0,8.0,,1404457.0,sturrock,Schyndel,,m,2836 archer crescent,33620,Minneapolis,IN
You1091,M,0.0,26.0,,3306812.0,Younglove,marita,F,,8481 diggs drive,77272,Los Angeles,MD
UBE1092,S,2.0,78.0,,1208350.0,UBERIG,Sandie,,f,450 FLORESTA COURT,v6o 1w4,Sunnyvale,AK
ras1093,W,2.0,100.0,,1237952.0,rasberry,HATTIE,F,f,1892 electra crescent,90392,Winnipeg,NV
Mur1094,S,,30.0,,224107.0,Murrell,HOPE,N,,12530 westerley crescent,99690,Los Angeles,VT
rob1095,M,0.0,72.0,,268750.0,robieux,Mehdi,,f,13429 spring crescent,63156,Los Angeles,ME
Sti1096,M,0.0,60.0,,2592121.0,Stinson,melina,,,13306 dryden court,72289,Worcester,Saskatchewan
ram1097,D,2.0,25.0,,1940913.0,ramsey,RUEBEN,,F,14853 commerce park,85099,Albuquerque,ND
inc1098,M,4.0,75.0,,3384172.0,ince,Damian,,M,21572 rockhill rue,T5d 1l9,London,NE
HAR1099,W,2.0,69.0,Apt. 745,1836514.0,HARRINGTON,LUISA,E,F,13153 jefferson road,19025,Grand Rapids,LA
Lit1100,D,2.0,11.0,,,Litzenberger,dari,Y,m,4050 international road,M7m 1a1,Tulsa,TN
GOL1101,M,,94.0,,1608301.0,GOLDMAN,alvaro,,F,11529 ARCANA BOULEVARD,77235,Salem,AK
deb1102,M,1.0,53.0,,1736445.0,debrusk,kim-tram,R,,14561 hickory way,78504,Huntington Beach,ID
VIT1103,U,5.0,88.0,,76872.0,VITAGLIAN,Virgina,,,5870 YAUPON NORTH,T5C 1S3,Charleston,CO
nav1104,M,1.0,78.0,,3283688.0,navarro,Liesbeth,,f,15205 MOODY EAST,37419,Missoula,Quebec
Ken1105,M,0.0,86.0,,2374216.0,Kent,per,,,23923 potomac road,93753,Plano,NE
oly1106,S,2.0,31.0,,2546060.0,olynyk,Zia,Q,,11683 basswood north,40201,Costa Mesa,MS
Str1107,D,0.0,76.0,,1669874.0,Streight,betty-anne,,,15399 long avenue,94320,Augusta,PA
yer1108,U,0.0,28.0,,,yerigan,CHERRY,,m,292 SAKOWITZ ROAD,H2b 1v9,Bellevue,KY
KOB1109,D,4.0,76.0,,186934.0,KOBIERSKI,Mellisent,,F,10008 BROWNWAY SOUTH,20008,Quebec,RI
Smi1110,W,0.0,55.0,apt. 526,2488540.0,Smid,vino,Q,,6726 englewood upper,M9F 1T8,Minneapolis,WI
Bre1111,M,1.0,44.0,,1177604.0,Brennan,Cang,,M,408 johnson ferry avenue,85703,Huntsville,AL
Cob1112,S,0.0,74.0,Apt. 433,3240889.0,Cobran,Huyen,,M,11678 NEWPORT NEWS LOWER,T6B 1F7,Cheyenne,MO
mab1113,M,0.0,38.0,,1507154.0,mabuchi,Bernelle,K,,7948 BEARD AVENUE,91178,Fargo,NJ
cow1114,S,3.0,17.0,,1420357.0,cowell,Berthe,F,f,17825 fleet south,T5c 1q4,North Las Vegas,AR
att1115,D,0.0,47.0,,2185290.0,attarchi,ophelie,,,12602 wise road,M9d 1u2,Santa Clara,KY
BAT1116,U,3.0,2.0,,855669.0,BATURA,Kellie,,,12960 glenmont street,80923,Independence,ME
Mcg1117,M,0.0,14.0,,3692994.0,Mcgehee,xiaojing,T,M,9109 WESTERN WAY,H2f 1w1,Whitehorse,British Columbia
GAL1118,U,4.0,62.0,,501064.0,GALLUZZI,KIRBY,,,4895 PARKVIEW COURT,V6y 1t4,El Monte,WI
Cac1119,M,1.0,98.0,,950765.0,Cachero,Bevvy,K,M,15338 worley south,91914,Mesquite,Newfoundland
WES1120,S,1.0,16.0,,,WESTFALL,Pramod,G,,15276 addison crescent,m8b 1x9,Lafayette,ME
rem1121,M,4.0,66.0,,3945293.0,rembecki,stormi,,,9749 overton ridge boulevard,90335,Lafayette,British Columbia
Fla1122,M,0.0,22.0,,1838076.0,Flach,Arlena,,,15686 oliver street,66108,Escondido,CO
STI1123,S,1.0,53.0,,2233580.0,STIRLING,carissa,G,m,24053 atwood boulevard,23250,Fort Worth,Quebec
JAM1124,M,2.0,88.0,,505817.0,JAMMU,Ning,,,13776 east boulevard,70150,Livonia,AL
Kun1125,S,4.0,88.0,,949866.0,Kunz,Joanna,,m,8148 pearson avenue,46231,Mesquite,IL
gar1126,M,5.0,58.0,,,garg,Sohayla,,,5398 collier crescent,T5a 1k3,Garland,IN
Mun1127,S,1.0,52.0,,3970367.0,Munroe,Jacqueline,,,7305 HOLLY STREET,10016,Glendale,CO
Bre1128,U,4.0,4.0,,2524762.0,Breglec,ROCHETTE,F,,13372 WINIFRED LANE,98418,Charlottetown,Nova Scotia
Jaf1129,S,0.0,9.0,,47548.0,Jaffer,JUOZAS,,,16520 HEMPHIL NORTH,46234,Billings,VA
hor1130,U,3.0,,,3107908.0,hornung,sask,,,22820 wilshire boulevard,93879,Tempe,WV
hud1131,U,2.0,81.0,,1686378.0,huddleston,Milka,,,6341 CHARLOTTE COURT,94170,Miami,Saskatchewan
Edg1132,U,2.0,91.0,,1825074.0,Edgar,HRDATA,W,m,16606 MCAFEE WEST,33609,Colorado Springs,OK
lau1133,S,3.0,49.0,APT. 90,1812748.0,laurich,Norstar,,,24277 pico upper,76708,Chicago,CO
wam1134,U,1.0,84.0,apt. 951,2410767.0,wambsganz,LAURY,,M,10381 voss rue,31904,Santa Fe,NE
tav1135,W,3.0,5.0,,2561323.0,taverner,Kazuhiko,O,,19610 COOPER LANE,20037,Macon,LA
Tej1136,U,1.0,,Apt. 915,3586148.0,Tejani,marris,G,,4768 belladonna street,A2b 1v1,Tallahassee,Ontario
Bri1137,,0.0,,,2850170.0,Brinklow,thea,T,m,1540 crestmere north,v6x 1s8,Pomona,NH
Vie1138,M,5.0,18.0,,1183241.0,Viens,cortland,,m,8550 briggs avenue,90046,Winston-Salem,DC
Kla1139,W,1.0,79.0,suite 184,2353201.0,Klaudt,martina,,M,22468 cadiz lane,m5f 1v9,Allentown,NM
SEL1140,U,2.0,,,2787578.0,SELISKER,ki,S,,7184 charleville lane,H7e 1u2,Charleston,MO
Kni1141,M,0.0,87.0,Apt. 600,1577482.0,Knighton,Courtney,Q,f,13177 brighton avenue,90395,Santa Clara,British Columbia
kau1142,S,5.0,60.0,,3616434.0,kaura,Mcgee,,m,2756 KENTWOOD COURT,37201,Hampton,WI
Sch1143,M,0.0,13.0,,1092961.0,Schmidt,MARILYNN,G,,2845 TRAFALGAR EAST,H2A 1X9,Mesa,DC
cul1144,U,3.0,40.0,,1871131.0,culp,KENT,,M,9176 clark west,60783,St. Catharines,IN
rai1145,U,5.0,76.0,,1241392.0,rainsforth,MARY-JO,Q,F,18591 CHAPIN ROAD,85080,Whitehorse,KY
hsi1146,M,2.0,97.0,,1253352.0,hsieh,Nady,I,f,11316 hampton street,m5c 1w1,Peoria,KS
met1147,W,2.0,76.0,,3866970.0,metler,ASMAR,,M,8617 woodcrest north,V6f 1w2,Sterling Heights,OR
Map1148,M,4.0,8.0,,857598.0,Mapes,ardith,,,1722 mosshead drive,99548,Milwaukee,PA
bou1149,M,4.0,0.0,,258605.0,bourlet,FEDERICA,K,F,10513 barberry north,36153,Arlington,Saskatchewan
lal1150,M,3.0,,,,lalka,EARNEST,,,10543 cravens crescent,30368,West Covina,MI
MEA1151,S,1.0,75.0,,3379711.0,MEASURES,katarina,Z,F,11503 stratton west,H5i 1r4,San Buenaventura,NM
Td1152,M,0.0,0.0,,1304352.0,Td,Madeline,U,,18930 rockhill avenue,44138,Newark,WV
CAR1153,M,0.0,61.0,,580139.0,CARRON,Alain,H,,15361 HALLE LANE,95208,Livonia,AR
SAB1154,U,3.0,30.0,,2252871.0,SABATINI,Petrina,X,,5521 beverly lane,T6c 1e7,Elizabeth,MN
Tar1155,W,2.0,,,3992185.0,Tardioli,Edyth,,,2773 spicebrush crescent,92173,Lansing,ID
mid1156,U,5.0,,,3091500.0,middleton,bhupendra,R,m,15031 wood south,90039,Fort Lauderdale,OH
pha1157,U,1.0,7.0,,2448579.0,phalen,REAL,U,,12581 CONGRESS ROAD,V6b 1p9,Bismarck,CT
Sha1158,D,4.0,88.0,,3587225.0,Shackley,Skip,,,4737 sayers court,88003,San Francisco,Newfoundland
SCA1159,S,,50.0,,,SCARBOROUGH,holst,G,,19707 FOUR WINDS ROAD,T5b 1t3,Evansville,ND
gai1160,S,2.0,29.0,apt. 440,3394698.0,gaiotti,MISTI,,f,8145 essington north,T5A 1U5,Tallahassee,ME
Fis1161,U,5.0,2.0,,2365806.0,Fiszman,STACIE,,f,10709 whittington south,61608,Hamilton,LA
Sch1162,U,3.0,87.0,,910763.0,Schwane,Daveen,,,10463 winsome boulevard,10183,Atlanta,RI
HEP1163,M,2.0,,,1819015.0,HEPBURN,Miles,X,f,15932 WHALE UPPER,x5e 1v7,Fairbanks,NC
van1164,S,0.0,75.0,,926601.0,vandenborre,heike,,,2254 whistler drive,V6R 1U8,Hollywood,TN
CHR1165,S,0.0,92.0,,280293.0,CHRISTENSEN,roshelle,B,m,16713 FERNANDO LANE,T5a 1y5,Waco,TX
sue1166,M,1.0,97.0,,720552.0,suess,Mohammed,,f,7557 park stream street,95126,Baltimore,ID
Fon1167,,2.0,89.0,,1520684.0,Fondacaro,lewis,,,19492 lyons court,H7H 1T8,Thousand Oaks,British Columbia
Bor1168,S,,34.0,apt. 339,1865107.0,Boruslawski,RADOSLAV,V,,21245 weller way,M1h 1r6,Richmond,NM
WIE1169,M,5.0,97.0,,2157922.0,WIENERT,NELDA,G,F,14719 north rue,60618,Hayward,WV
CHA1170,U,3.0,38.0,,3276895.0,CHANDRASHEKAR,CORDIE,S,,24200 north crescent,T5A 1P2,Regina,VA
Pag1171,S,3.0,,apt. 207,3989535.0,Pagi,jewell,,M,4348 WEDGEWOOD EAST,43226,Lowell,Quebec
pop1172,S,2.0,83.0,,2342514.0,popper,Alysa,R,m,23046 wathan lane,92609,Charleston,NC
Cou1173,U,4.0,33.0,,2623847.0,Courson,vitia,P,m,22498 hutton west,V6n 1u3,Pembroke Pines,WA
COM1174,M,4.0,91.0,,2664977.0,COMEAU,GLORY,,,1715 texas west,36115,Casper,DE
ROC1175,U,1.0,7.0,,202931.0,ROCHE,Ranga,O,m,4437 stonehill drive,30330,Paterson,NE
Ask1176,U,0.0,92.0,,2150554.0,Askins,Carmina,,F,12805 BRAMBLEWOOD EAST,30331,Dover,MN
ALB1177,M,5.0,24.0,Apt. 926,3943624.0,ALBEA,Debi,T,,13493 turtle creek south,M1g 1r4,Naperville,Quebec
Per1178,S,,42.0,Apt. 954,144121.0,Perrier,hala,,,14553 round lake boulevard,36168,Stamford,TX
Ged1179,U,4.0,19.0,,3372221.0,Gedeon,manjinder,,,7385 sycamore court,55162,Hialeah,NV
Gus1180,S,3.0,13.0,,2955257.0,Gustlin,Marylynn,,,21082 cliffbrook west,E7n 1q6,Chandler,CT
kes1181,M,1.0,72.0,,1460915.0,kessel,Nikolia,J,,8453 burnett street,h2d 1u5,Kitchener,DC
RIT1182,U,0.0,20.0,,850568.0,RITTER,Sena,,,19050 cordoba upper,94320,Laredo,PA
DIE1183,M,0.0,16.0,Apt. 668,302538.0,DIEU,lucita,,F,2134 neff south,13222,Chula Vista,MO
SAN1184,U,1.0,40.0,,1806295.0,SANSOM,MARYA,,M,3123 clint south,V5d 1m2,Erie,NC
Dic1185,U,2.0,41.0,,3456371.0,Dickie,rici,,M,1047 courtland lane,M5C 1Z6,Regina,FL
Per1186,M,2.0,56.0,,2691544.0,Perron,Sriranjani,C,,23459 WESLEYAN LANE,T6a 1i4,Mesquite,Ontario
Blo1187,D,3.0,59.0,,3639971.0,Blodgett,codi,,,6094 ALONZO LANE,93801,Sudbury,UT
Hub1188,M,1.0,46.0,,3209574.0,Huber,Berri,A,,5003 travis lower,T5a 1q7,Casper,MA
KIN1189,W,0.0,43.0,,3756926.0,KINNIBURGH,Kassem,,,7421 sandpoint east,V6s 1w9,Omaha,KY
tes1190,M,0.0,49.0,,2931041.0,testsds,BENITA,,f,24160 star drive,v5b 1p6,Spokane,RI
Ser1191,W,5.0,55.0,,775130.0,Serraf,gajendra,V,,16845 BOLL UPPER,10034,Cedar Rapids,HI
kor1192,M,5.0,54.0,apt. 990,2616286.0,kortekaas,ross,,M,15879 pardee rue,32240,Fairbanks,SD
bos1193,M,2.0,20.0,,933005.0,bosnyak,emmalee,,,17514 buckroe court,72284,Fort Wayne,ME
Eng1194,U,1.0,18.0,,2159011.0,Engelberg,Myrtle,I,,12417 airport drive,94138,New York,MI
Lin1195,W,5.0,56.0,,2539729.0,Lindberg,LEONTYNE,,,14329 rio grande lower,64108,New Haven,Ontario
dru1196,W,1.0,5.0,apt. 714,1956521.0,druzeta,Career,,M,3570 reynolds upper,91759,Greensboro,IL
Mim1197,D,3.0,63.0,,1568532.0,Mims,ZACK,,,11436 crestline east,36603,Saint John,UT
MAC1198,M,4.0,7.0,,618397.0,MACIEJEWSKI,HEINO,Q,,1963 holmes lower,33010,Bismarck,Quebec
Boy1199,S,1.0,52.0,,792635.0,Boyce,Sonny,X,M,1485 PEMBERTON WAY,44133,St. Johns,TN
sha1200,U,2.0,85.0,,3786664.0,shannon,Michelle,,f,1756 windsor east,e7o 1h5,Fontana,Quebec
Abe1201,M,0.0,41.0,,2234573.0,Abernathy,Yoshiaki,G,,3489 silver sage west,44102,Fontana,IL
eis1202,M,5.0,82.0,,1190191.0,eisen,Schouwen,J,,13324 preston way,M5D 1W4,San Buenaventura,PA
RUM1203,M,3.0,90.0,,1505284.0,RUMMANS,MOLL,,,8420 ASHLEY UPPER,M5g 1y4,Newport News,MN
CON1204,D,5.0,13.0,,2529745.0,CONERLY,Harrietta,,f,17973 scanlin north,92879,Memphis,Alberta
kla1205,W,3.0,29.0,,990318.0,klapper,CILKA,,,5054 emerson east,T5a 1l5,North Las Vegas,UT
Hud1206,U,3.0,56.0,,2965412.0,Hudyma,aurlie,,m,9902 altamesa park,90244,Tampa,CT
ede1207,S,1.0,12.0,,3947021.0,eder,duncan,,f,505 GAYLORD NORTH,91166,Oshawa,PA
FEL1208,M,2.0,77.0,,205448.0,FELCZAK,Kellen,,F,12416 lenwood lane,23461,Scottsdale,ND
Sch1209,M,3.0,94.0,,1212587.0,Schrader,utpala,,,19334 stratmore lane,93389,Sacramento,NC
bro1210,U,4.0,1.0,,3019513.0,broadhead,maxi,,m,17595 TAHOE EAST,T6c 1h7,Charleston,Manitoba
doi1211,M,1.0,47.0,,480003.0,doig,YARLANDA,,,22014 rose park,e7o 1n9,Warwick,TN
Iaq1212,M,2.0,32.0,,1663851.0,Iaquinto,shandy,,,3692 evans north,13203,Missoula,HI
VOA1213,M,1.0,6.0,,16431.0,VOADMIN,Siamak,,,8293 wayne crescent,91335,Jersey City,AR
woo1214,M,1.0,92.0,,955759.0,woodall,freddi,B,,21646 lake park crescent,T6C 1G9,Winston-Salem,KY
hal1215,U,4.0,31.0,,829233.0,hallett,Ilysa,Z,,19305 crystal hills lower,92878,Lansing,VA
Zay1216,U,4.0,59.0,,1277886.0,Zaydan,florida,,,24611 WRANGLER AVENUE,29205,Chicago,PA
Hur1217,S,5.0,92.0,,2693596.0,Hurtubise,lynnea,R,M,15581 INGERSOLL AVENUE,h2f 1x4,Nashua,NE
GUM1218,M,5.0,69.0,,1340742.0,GUMBLEY,ofelia,,f,14831 murray road,t6a 1g7,Concord,Prince Edward Island
sol1219,,2.0,51.0,,,sollman,Shirlene,,,20494 ross west,90866,San Diego,NM
fao1220,D,3.0,71.0,,852982.0,faou,Jerrylee,,,19166 taylor crest east,94273,Madison,NY
ERN1221,D,4.0,72.0,,1746702.0,ERNST,MIWA,,m,8815 concord court,43625,Saint John,OR
Syl1222,M,1.0,40.0,,1111993.0,Sylvain,Ida,,,9720 tide mill east,H6b 1x8,Norfolk,MD
sco1223,M,1.0,23.0,,905885.0,scourneau,Brittany,,F,3972 wilmington rue,v6t 1r1,Lakewood,ND
Rid1224,U,1.0,40.0,,418487.0,Ridgway,Morganne,,,10785 gemini north,50324,El Paso,LA
Hot1225,S,4.0,81.0,Apt. 646,2667849.0,Hotson,Hortensia,,m,21034 WINDCHIME LOWER,v6o 1s6,El Paso,NV
LUE1226,S,5.0,10.0,,3129396.0,LUE,SAEID,,,3735 neilson upper,E7o 1l7,Tulsa,Nova Scotia
WAL1227,S,,87.0,,1827490.0,WALBRIDGE,MERIDEL,,m,21985 oakhurst court,93664,Escondido,WY
Hoa1228,M,1.0,22.0,,1695044.0,Hoang,MIEP,,,5530 MEADOW LAKE PARK,67225,Irvine,AL
VAN1229,W,0.0,71.0,,3037827.0,VAN OORSCHOT,SWD,U,,12397 ingersoll upper,V5c 1o5,Durham,ID
Sca1230,M,5.0,30.0,,1394392.0,Scarrow,RUTH,S,f,18751 lyle avenue,M5a 1v8,Ann Arbor,Nova Scotia
SID1231,W,3.0,44.0,,1165541.0,SIDOROVSKY,jaya,,,7750 RAMPART DRIVE,T6B 1J1,Bismarck,WV
Luu1232,S,4.0,,,1959230.0,Luu,ivona,,F,23949 SCOTCH PARK,80022,Lowell,Saskatchewan
Bor1233,U,3.0,68.0,,121635.0,Borson,Therese,,,8729 halle street,10164,Ottawa,ND
GIL1234,M,4.0,73.0,,1752544.0,GILLIARD,Lou,A,F,11100 morningside west,60774,Milwaukee,ND
