last_name,email,address,phone,address_id,customer_id,city_id,first_name,address2,district,postal_code,create_date,store_id,active
PAYNE,LYNN.PAYNE@sakilacustomer.org,710 San Felipe del Progreso Avenue,843801144113,170,166,304,LYNN,,Lilongwe,76901,2006-02-14 22:04:36,1,1
PIERCE,SALLY.PIERCE@sakilacustomer.org,1540 Wroclaw Drive,182363341674,171,167,107,SALLY,,Maharashtra,62686,2006-02-14 22:04:36,2,1
BERRY,REGINA.BERRY@sakilacustomer.org,475 Atinsk Way,201705577290,172,168,240,REGINA,,Gansu,59571,2006-02-14 22:04:36,1,1
MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,1294 Firozabad Drive,161801569569,173,169,407,ERICA,,Jiangxi,70618,2006-02-14 22:04:36,2,0
ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,1877 Ezhou Lane,264541743403,174,170,550,BEATRICE,,Rajasthan,63337,2006-02-14 22:04:36,1,1
WAGNER,DOLORES.WAGNER@sakilacustomer.org,316 Uruapan Street,275788967899,175,171,223,DOLORES,,Perak,58194,2006-02-14 22:04:36,2,1
WILLIS,BERNICE.WILLIS@sakilacustomer.org,29 Pyongyang Loop,734780743462,176,172,58,BERNICE,,Batman,47753,2006-02-14 22:04:36,1,1
RAY,AUDREY.RAY@sakilacustomer.org,1010 Klerksdorp Way,493008546874,177,173,186,AUDREY,,Steiermark,6802,2006-02-14 22:04:36,1,1
WATKINS,YVONNE.WATKINS@sakilacustomer.org,1848 Salala Boulevard,48265851133,178,174,373,YVONNE,,Miranda,25220,2006-02-14 22:04:36,2,1
OLSON,ANNETTE.OLSON@sakilacustomer.org,431 Xiangtan Avenue,230250973122,179,175,18,ANNETTE,,Kerala,4854,2006-02-14 22:04:36,1,1
CARROLL,JUNE.CARROLL@sakilacustomer.org,757 Rustenburg Avenue,506134035434,180,176,483,JUNE,,Skikda,89668,2006-02-14 22:04:36,1,1
DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,146 Johannesburg Way,953689007081,181,177,330,SAMANTHA,,Tamaulipas,54132,2006-02-14 22:04:36,2,1
SNYDER,MARION.SNYDER@sakilacustomer.org,1891 Rizhao Boulevard,391065549876,182,178,456,MARION,,So Paulo,47288,2006-02-14 22:04:36,2,1
HART,DANA.HART@sakilacustomer.org,1089 Iwatsuki Avenue,866092335135,183,179,270,DANA,,Kirov,35109,2006-02-14 22:04:36,1,1
CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,1410 Benin City Parkway,104150372603,184,180,405,STACY,,Risaralda,29747,2006-02-14 22:04:36,2,1
BRADLEY,ANA.BRADLEY@sakilacustomer.org,682 Garden Grove Place,72136330362,185,181,333,ANA,,Tennessee,67497,2006-02-14 22:04:36,2,1
LANE,RENEE.LANE@sakilacustomer.org,533 al-Ayn Boulevard,662227486184,186,182,126,RENEE,,California,8862,2006-02-14 22:04:36,1,1
ANDREWS,IDA.ANDREWS@sakilacustomer.org,1839 Szkesfehrvr Parkway,947468818183,187,183,317,IDA,,Gois,55709,2006-02-14 22:04:36,2,1
RUIZ,VIVIAN.RUIZ@sakilacustomer.org,741 Ambattur Manor,302590383819,188,184,438,VIVIAN,,Noord-Brabant,43310,2006-02-14 22:04:36,1,1
HARPER,ROBERTA.HARPER@sakilacustomer.org,927 Barcelona Street,951486492670,189,185,467,ROBERTA,,Chaharmahal va Bakht,65121,2006-02-14 22:04:36,1,1
FOX,HOLLY.FOX@sakilacustomer.org,435 0 Way,760171523969,190,186,195,HOLLY,,West Bengali,74750,2006-02-14 22:04:36,2,1
RILEY,BRITTANY.RILEY@sakilacustomer.org,140 Chiayi Parkway,855863906434,191,187,506,BRITTANY,,Sumy,38982,2006-02-14 22:04:36,2,1
ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,1166 Changhwa Street,650752094490,192,188,62,MELANIE,,Caraga,58852,2006-02-14 22:04:36,1,1
CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,891 Novi Sad Manor,247646995453,193,189,383,LORETTA,,Ontario,5379,2006-02-14 22:04:36,1,1
WEAVER,YOLANDA.WEAVER@sakilacustomer.org,605 Rio Claro Parkway,352469351088,194,190,513,YOLANDA,,Tabora,49348,2006-02-14 22:04:36,2,1
GREENE,JEANETTE.GREENE@sakilacustomer.org,1077 San Felipe de Puerto Plata Place,812824036424,195,191,369,JEANETTE,,Rostov-na-Donu,65387,2006-02-14 22:04:36,1,1
LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,9 San Miguel de Tucumn Manor,956188728558,196,192,169,LAURIE,,Uttar Pradesh,90845,2006-02-14 22:04:36,1,1
ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,447 Surakarta Loop,940830176580,197,193,271,KATIE,,Nyanza,10428,2006-02-14 22:04:36,2,1
CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,345 Oshawa Boulevard,104491201771,198,194,204,KRISTEN,,Tokyo-to,32114,2006-02-14 22:04:36,2,1
SIMS,VANESSA.SIMS@sakilacustomer.org,1792 Valle de la Pascua Place,419419591240,199,195,477,VANESSA,,Nordrhein-Westfalen,15540,2006-02-14 22:04:36,1,1
AUSTIN,ALMA.AUSTIN@sakilacustomer.org,1074 Binzhou Manor,331132568928,200,196,325,ALMA,,Baden-Wrttemberg,36490,2006-02-14 22:04:36,1,1
PETERS,SUE.PETERS@sakilacustomer.org,817 Bradford Loop,264286442804,201,197,109,SUE,,Jiangsu,89459,2006-02-14 22:04:36,2,1
KELLEY,ELSIE.KELLEY@sakilacustomer.org,955 Bamenda Way,768481779568,202,198,218,ELSIE,,Ondo & Ekiti,1545,2006-02-14 22:04:36,2,1
FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,1149 A Corua (La Corua) Boulevard,470884141195,203,199,194,BETH,,Haiphong,95824,2006-02-14 22:04:36,2,1
LAWSON,JEANNE.LAWSON@sakilacustomer.org,387 Mwene-Ditu Drive,764477681869,204,200,35,JEANNE,,Ahal,8073,2006-02-14 22:04:36,2,1
FIELDS,VICKI.FIELDS@sakilacustomer.org,68 Molodetno Manor,146640639760,205,201,575,VICKI,,Nordrhein-Westfalen,4662,2006-02-14 22:04:36,1,1
GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,642 Nador Drive,369050085652,206,202,77,CARLA,,Maharashtra,3924,2006-02-14 22:04:36,2,1
RYAN,TARA.RYAN@sakilacustomer.org,1688 Nador Lane,652218196731,207,203,184,TARA,,Sulawesi Utara,61613,2006-02-14 22:04:36,1,1
SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,1215 Pyongyang Parkway,646237101779,208,204,557,ROSEMARY,,Usak,25238,2006-02-14 22:04:36,1,1
CARR,EILEEN.CARR@sakilacustomer.org,1679 Antofagasta Street,905903574913,209,205,122,EILEEN,,Alto Paran,86599,2006-02-14 22:04:36,2,1
VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,1304 s-Hertogenbosch Way,90336226227,210,206,83,TERRI,,Santa Catarina,10925,2006-02-14 22:04:36,1,1
CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,850 Salala Loop,403404780639,211,207,371,GERTRUDE,,Kitaa,10800,2006-02-14 22:04:36,1,1
WHEELER,LUCY.WHEELER@sakilacustomer.org,624 Oshawa Boulevard,49677664184,212,208,51,LUCY,,West Bengali,89959,2006-02-14 22:04:36,1,1
CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,43 Dadu Avenue,95666951770,213,209,74,TONYA,,Rajasthan,4855,2006-02-14 22:04:36,2,1
OLIVER,ELLA.OLIVER@sakilacustomer.org,751 Lima Loop,756460337785,214,210,7,ELLA,,Aden,99405,2006-02-14 22:04:36,2,1
MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,1333 Haldia Street,408304391718,215,211,174,STACEY,,Jilin,82161,2006-02-14 22:04:36,1,1
RICHARDS,WILMA.RICHARDS@sakilacustomer.org,660 Jedda Boulevard,168758068397,216,212,65,WILMA,,Washington,25053,2006-02-14 22:04:36,2,1
WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,1001 Miyakonojo Lane,584316724815,217,213,518,GINA,,Taizz,67924,2006-02-14 22:04:36,1,1
JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,226 Brest Manor,785881412500,218,214,508,KRISTIN,,California,2299,2006-02-14 22:04:36,1,1
BANKS,JESSIE.BANKS@sakilacustomer.org,1229 Valencia Parkway,352679173732,219,215,498,JESSIE,,Haskovo,99124,2006-02-14 22:04:36,2,1
MEYER,NATALIE.MEYER@sakilacustomer.org,1201 Qomsheh Manor,873492228462,220,216,28,NATALIE,,Gois,21464,2006-02-14 22:04:36,1,1
BISHOP,AGNES.BISHOP@sakilacustomer.org,866 Shivapuri Manor,778502731092,221,217,448,AGNES,,Uttar Pradesh,22474,2006-02-14 22:04:36,2,1
MCCOY,VERA.MCCOY@sakilacustomer.org,1168 Najafabad Parkway,886649065861,222,218,251,VERA,,Kabol,40301,2006-02-14 22:04:36,1,1
HOWELL,WILLIE.HOWELL@sakilacustomer.org,1244 Allappuzha (Alleppey) Place,991802825778,223,219,567,WILLIE,,Buenos Aires,20657,2006-02-14 22:04:36,2,1
ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,1842 Luzinia Boulevard,706878974831,224,220,593,CHARLENE,,Zanzibar West,94420,2006-02-14 22:04:36,2,1
MORRISON,BESSIE.MORRISON@sakilacustomer.org,1926 Gingoog Street,469738825391,225,221,511,BESSIE,,Sisilia,22824,2006-02-14 22:04:36,1,1
HANSEN,DELORES.HANSEN@sakilacustomer.org,810 Palghat (Palakkad) Boulevard,516331171356,226,222,235,DELORES,,Jaroslavl,73431,2006-02-14 22:04:36,2,1
FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,1820 Maring Parkway,99760893676,227,223,324,MELINDA,,Punjab,88307,2006-02-14 22:04:36,1,1
GARZA,PEARL.GARZA@sakilacustomer.org,60 Poos de Caldas Street,963063788669,228,224,243,PEARL,,Rajasthan,82338,2006-02-14 22:04:36,2,1
HARVEY,ARLENE.HARVEY@sakilacustomer.org,1014 Loja Manor,460795526514,229,225,22,ARLENE,,Tamil Nadu,66851,2006-02-14 22:04:36,1,1
LITTLE,MAUREEN.LITTLE@sakilacustomer.org,201 Effon-Alaiye Way,684192903087,230,226,37,MAUREEN,,Asuncin,64344,2006-02-14 22:04:36,2,1
BURTON,COLLEEN.BURTON@sakilacustomer.org,430 Alessandria Loop,669828224459,231,227,439,COLLEEN,,Saarland,47446,2006-02-14 22:04:36,1,1
STANLEY,ALLISON.STANLEY@sakilacustomer.org,754 Valencia Place,594319417514,232,228,406,ALLISON,,Phnom Penh,87911,2006-02-14 22:04:36,2,1
NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,356 Olomouc Manor,22326410776,233,229,26,TAMARA,,Gois,93323,2006-02-14 22:04:36,1,1
GEORGE,JOY.GEORGE@sakilacustomer.org,1256 Bislig Boulevard,479007229460,234,230,86,JOY,,Botosani,50598,2006-02-14 22:04:36,2,1
JACOBS,GEORGIA.JACOBS@sakilacustomer.org,954 Kimchon Place,541327526474,235,231,559,GEORGIA,,West Bengali,42420,2006-02-14 22:04:36,1,1
REID,CONSTANCE.REID@sakilacustomer.org,885 Yingkou Manor,588964509072,236,232,596,CONSTANCE,,Kaduna,31390,2006-02-14 22:04:36,2,1
KIM,LILLIE.KIM@sakilacustomer.org,1736 Cavite Place,431770603551,237,233,216,LILLIE,,Qina,98775,2006-02-14 22:04:36,2,1
FULLER,CLAUDIA.FULLER@sakilacustomer.org,346 Skikda Parkway,630424482919,238,234,233,CLAUDIA,,Hawalli,90628,2006-02-14 22:04:36,1,1
LYNCH,JACKIE.LYNCH@sakilacustomer.org,98 Stara Zagora Boulevard,610173756082,239,235,96,JACKIE,,Valle,76448,2006-02-14 22:04:36,1,1
DEAN,MARCIA.DEAN@sakilacustomer.org,1479 Rustenburg Boulevard,727785483194,240,236,527,MARCIA,,Southern Tagalog,18727,2006-02-14 22:04:36,1,1
GILBERT,TANYA.GILBERT@sakilacustomer.org,647 A Corua (La Corua) Street,792557457753,241,237,357,TANYA,,Chollanam,36971,2006-02-14 22:04:36,1,1
GARRETT,NELLIE.GARRETT@sakilacustomer.org,1964 Gijn Manor,918119601885,242,238,473,NELLIE,,Karnataka,14408,2006-02-14 22:04:36,1,1
ROMERO,MINNIE.ROMERO@sakilacustomer.org,47 Syktyvkar Lane,63937119031,243,239,118,MINNIE,,West Java,22236,2006-02-14 22:04:36,2,1
WELCH,MARLENE.WELCH@sakilacustomer.org,1148 Saarbrcken Parkway,137773001988,244,240,226,MARLENE,,Fukushima,1921,2006-02-14 22:04:36,1,1
LARSON,HEIDI.LARSON@sakilacustomer.org,1103 Bilbays Parkway,279979529227,245,241,578,HEIDI,,Hubei,87660,2006-02-14 22:04:36,2,0
FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,1246 Boksburg Parkway,890283544295,246,242,422,GLENDA,,Hebei,28349,2006-02-14 22:04:36,1,1
BURKE,LYDIA.BURKE@sakilacustomer.org,1483 Pathankot Street,686015532180,247,243,454,LYDIA,,Tucumn,37288,2006-02-14 22:04:36,1,1
HANSON,VIOLA.HANSON@sakilacustomer.org,582 Papeete Loop,569868543137,248,244,294,VIOLA,,Central Visayas,27722,2006-02-14 22:04:36,2,1
DAY,COURTNEY.DAY@sakilacustomer.org,300 Junan Street,890289150158,249,245,553,COURTNEY,,Kyonggi,81314,2006-02-14 22:04:36,1,1
MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,829 Grand Prairie Way,741070712873,250,246,328,MARIAN,,Paran,6461,2006-02-14 22:04:36,1,1
MORENO,STELLA.MORENO@sakilacustomer.org,1473 Changhwa Parkway,266798132374,251,247,124,STELLA,,Mxico,75933,2006-02-14 22:04:36,1,1
BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,1309 Weifang Street,435785045362,252,248,520,CAROLINE,,Florida,57338,2006-02-14 22:04:36,1,1
MEDINA,DORA.MEDINA@sakilacustomer.org,1760 Oshawa Manor,56257502250,253,249,535,DORA,,Tianjin,38140,2006-02-14 22:04:36,2,1
FOWLER,JO.FOWLER@sakilacustomer.org,786 Stara Zagora Way,716256596301,254,250,390,JO,,Oyo & Osun,98332,2006-02-14 22:04:36,2,1
BREWER,VICKIE.BREWER@sakilacustomer.org,1966 Tonghae Street,567359279425,255,251,198,VICKIE,,Anhalt Sachsen,36481,2006-02-14 22:04:36,2,1
HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,1497 Yuzhou Drive,246810237916,256,252,312,MATTIE,,England,3433,2006-02-14 22:04:36,2,1
CARLSON,TERRY.CARLSON@sakilacustomer.org,752 Ondo Loop,134673576619,258,253,338,TERRY,,Miyazaki,32474,2006-02-14 22:04:36,1,1
SILVA,MAXINE.SILVA@sakilacustomer.org,1338 Zalantun Lane,840522972766,259,254,413,MAXINE,,Minas Gerais,45403,2006-02-14 22:04:36,2,1
PEARSON,IRMA.PEARSON@sakilacustomer.org,127 Iwakuni Boulevard,987442542471,260,255,192,IRMA,,Central Luzon,20777,2006-02-14 22:04:36,2,1
HOLLAND,MABEL.HOLLAND@sakilacustomer.org,51 Laredo Avenue,884536620568,261,256,342,MABEL,,Sagaing,68146,2006-02-14 22:04:36,2,1
DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,771 Yaound Manor,245477603573,262,257,64,MARSHA,,Sofala,86768,2006-02-14 22:04:36,2,1
FLEMING,MYRTLE.FLEMING@sakilacustomer.org,532 Toulon Street,46871694740,263,258,460,MYRTLE,,Santiago,69517,2006-02-14 22:04:36,1,1
JENSEN,LENA.JENSEN@sakilacustomer.org,1027 Banjul Place,538241037443,264,259,197,LENA,,West Bengali,50390,2006-02-14 22:04:36,2,1
VARGAS,CHRISTY.VARGAS@sakilacustomer.org,1158 Mandi Bahauddin Parkway,276555730211,265,260,136,CHRISTY,,Shanxi,98484,2006-02-14 22:04:36,1,1
BYRD,DEANNA.BYRD@sakilacustomer.org,862 Xintai Lane,265153400632,266,261,548,DEANNA,,Cagayan Valley,30065,2006-02-14 22:04:36,1,1
DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,816 Cayenne Parkway,282874611748,267,262,414,PATSY,,Manab,93629,2006-02-14 22:04:36,2,1
HOPKINS,HILDA.HOPKINS@sakilacustomer.org,1831 Nam Dinh Loop,322888976727,268,263,323,HILDA,,National Capital Reg,51990,2006-02-14 22:04:36,1,1
MAY,GWENDOLYN.MAY@sakilacustomer.org,446 Kirovo-Tepetsk Lane,303967439816,269,264,203,GWENDOLYN,,Osaka,19428,2006-02-14 22:04:36,1,1
TERRY,JENNIE.TERRY@sakilacustomer.org,682 Halisahar Place,475553436330,270,265,378,JENNIE,,Severn Morava,20536,2006-02-14 22:04:36,2,1
HERRERA,NORA.HERRERA@sakilacustomer.org,1587 Loja Manor,621625204422,271,266,447,NORA,,Salzburg,5410,2006-02-14 22:04:36,2,1
WADE,MARGIE.WADE@sakilacustomer.org,1762 Paarl Parkway,192459639410,272,267,298,MARGIE,,Hunan,53928,2006-02-14 22:04:36,1,1
SOTO,NINA.SOTO@sakilacustomer.org,1519 Ilorin Place,357445645426,273,268,395,NINA,,Kerala,49298,2006-02-14 22:04:36,1,1
WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,920 Kumbakonam Loop,685010736240,274,269,446,CASSANDRA,,California,75090,2006-02-14 22:04:36,1,1
CURTIS,LEAH.CURTIS@sakilacustomer.org,906 Goinia Way,701767622697,275,270,255,LEAH,,Wielkopolskie,83565,2006-02-14 22:04:36,1,1
NEAL,PENNY.NEAL@sakilacustomer.org,1675 Xiangfan Manor,271149517630,276,271,283,PENNY,,Tamil Nadu,11763,2006-02-14 22:04:36,1,0
CALDWELL,KAY.CALDWELL@sakilacustomer.org,85 San Felipe de Puerto Plata Drive,170739645687,277,272,584,KAY,,Shandong,46063,2006-02-14 22:04:37,1,1
LOWE,PRISCILLA.LOWE@sakilacustomer.org,144 South Hill Loop,45387294817,278,273,445,PRISCILLA,,Guanajuato,2012,2006-02-14 22:04:37,2,1
JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,1884 Shikarpur Avenue,959949395183,279,274,263,NAOMI,,Haryana,85548,2006-02-14 22:04:37,1,1
BARNETT,CAROLE.BARNETT@sakilacustomer.org,1980 Kamjanets-Podilskyi Street,874337098891,280,275,404,CAROLE,,Illinois,89502,2006-02-14 22:04:37,2,1
GRAVES,BRANDY.GRAVES@sakilacustomer.org,1944 Bamenda Way,75975221996,281,276,573,BRANDY,,Michigan,24645,2006-02-14 22:04:37,1,1
JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,556 Baybay Manor,363982224739,282,277,374,OLGA,,Oyo & Osun,55802,2006-02-14 22:04:37,2,1
HORTON,BILLIE.HORTON@sakilacustomer.org,457 Tongliao Loop,880756161823,283,278,222,BILLIE,,Bursa,56254,2006-02-14 22:04:37,2,1
SHELTON,DIANNE.SHELTON@sakilacustomer.org,600 Bradford Street,117592274996,284,279,514,DIANNE,,East Azerbaidzan,96204,2006-02-14 22:04:37,2,1
BARRETT,TRACEY.BARRETT@sakilacustomer.org,1006 Santa Brbara dOeste Manor,85059738746,285,280,389,TRACEY,,Ondo & Ekiti,36229,2006-02-14 22:04:37,2,1
OBRIEN,LEONA.OBRIEN@sakilacustomer.org,1308 Sumy Loop,583021225407,286,281,175,LEONA,,Fujian,30657,2006-02-14 22:04:37,2,1
CASTRO,JENNY.CASTRO@sakilacustomer.org,1405 Chisinau Place,62781725285,287,282,411,JENNY,,Ponce,8160,2006-02-14 22:04:37,2,1
SUTTON,FELICIA.SUTTON@sakilacustomer.org,226 Halifax Street,790651020929,288,283,277,FELICIA,,Xinxiang,58492,2006-02-14 22:04:37,1,1
GREGORY,SONIA.GREGORY@sakilacustomer.org,1279 Udine Parkway,195003555232,289,284,69,SONIA,,Edo & Delta,75860,2006-02-14 22:04:37,1,1
MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,1336 Benin City Drive,341242939532,290,285,386,MIRIAM,,Shiga,46044,2006-02-14 22:04:37,1,1
LUCAS,VELMA.LUCAS@sakilacustomer.org,1155 Liaocheng Place,558236142492,291,286,152,VELMA,,Oyo & Osun,22650,2006-02-14 22:04:37,1,1
MILES,BECKY.MILES@sakilacustomer.org,1993 Tabuk Lane,648482415405,292,287,522,BECKY,,Tamil Nadu,64221,2006-02-14 22:04:37,2,1
CRAIG,BOBBIE.CRAIG@sakilacustomer.org,86 Higashiosaka Lane,957128697225,293,288,563,BOBBIE,,Guanajuato,33768,2006-02-14 22:04:37,1,1
RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,1912 Allende Manor,172262454487,294,289,279,VIOLET,,Kowloon and New Kowl,58124,2006-02-14 22:04:37,1,1
CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,544 Tarsus Boulevard,892523334,295,290,562,KRISTINA,,Gurico,53145,2006-02-14 22:04:37,1,1
HOLT,TONI.HOLT@sakilacustomer.org,1936 Cuman Avenue,976798660411,296,291,433,TONI,,Virginia,61195,2006-02-14 22:04:37,1,1
LAMBERT,MISTY.LAMBERT@sakilacustomer.org,1192 Tongliao Street,350970907017,297,292,470,MISTY,,Sharja,19065,2006-02-14 22:04:37,2,1
FLETCHER,MAE.FLETCHER@sakilacustomer.org,44 Najafabad Way,96604821070,298,293,146,MAE,,Baskimaa,61391,2006-02-14 22:04:37,2,1
WATTS,SHELLY.WATTS@sakilacustomer.org,32 Pudukkottai Lane,967274728547,299,294,140,SHELLY,,Ohio,38834,2006-02-14 22:04:37,2,1
BATES,DAISY.BATES@sakilacustomer.org,661 Chisinau Lane,816436065431,300,295,274,DAISY,,Pietari,8856,2006-02-14 22:04:37,1,1
HALE,RAMONA.HALE@sakilacustomer.org,951 Stara Zagora Manor,429925609431,301,296,400,RAMONA,,Punjab,98573,2006-02-14 22:04:37,2,1
RHODES,SHERRI.RHODES@sakilacustomer.org,922 Vila Velha Loop,510737228015,302,297,9,SHERRI,,Maharashtra,4085,2006-02-14 22:04:37,1,1
PENA,ERIKA.PENA@sakilacustomer.org,898 Jining Lane,161643343536,303,298,387,ERIKA,,Pohjois-Pohjanmaa,40070,2006-02-14 22:04:37,1,1
GANNON,JAMES.GANNON@sakilacustomer.org,1635 Kuwana Boulevard,710603868323,304,299,205,JAMES,,Hiroshima,52137,2006-02-14 22:04:37,2,1
FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,41 El Alto Parkway,51917807050,305,300,398,JOHN,,Maharashtra,56883,2006-02-14 22:04:37,1,1
