Phone,City,MaritalStatus,NumberCreditCards,State,Employer,CreditRating,Gender,MiddleInitial,LastName,AgencyID,OwnOrRentFlag,AddressLine1,FirstName,Country,NumberChildren,AddressLine2,NumberCars,Age,NetWorth,Income,PostalCode
1-104-274-6326,Nashville,M,1.0,WI,Humana,531.0,,,Ambroise,Amb1594,O,22605 deerwood south,Kelila,United States of America,0.0,,5.0,88.0,1420518.0,191030.0,M8c 1x7
1-716-421-5982,Huntington Beach,W,,ME,Merck,477.0,f,E,HLAUSCHEK,HLA1595,,13715 KETCH UPPER,marie-jeanne,United States of America,3.0,,4.0,42.0,1230013.0,278974.0,A2c 1w8
1-436-171-7630,Dawson City,M,5.0,WA,General Growth Properties,818.0,f,,Fallahi,Fal1596,R,17433 lowden lower,Francine,United States of America,2.0,,0.0,49.0,226768.0,405253.0,77271
1-062-789-9840,Dallas,U,8.0,KY,Tesoro,445.0,,,Levitin,Lev1597,O,7054 southlake upper,Keslie,United States of America,1.0,,0.0,79.0,262069.0,58611.0,T6d 1c3
1-949-903-4401,Sandy,M,9.0,Alberta,PNM Resources,674.0,,J,LESNIAK,LES1598,R,13904 mahonia boulevard,norcal,United States of America,2.0,,0.0,35.0,33073.0,183703.0,e7n 1o8
1-807-102-4718,Buffalo,M,,NY,Dr Pepper Snapple Group,543.0,,Y,wai,wai1599,O,20109 gardener drive,EVETTE,United States of America,4.0,,5.0,27.0,1366099.0,27048.0,c2a 4w4
1-246-968-4832,Orlando,D,4.0,Newfoundland,Hubbell,381.0,f,,KLAMMER,KLA1600,O,16119 PENMAR NORTH,Charangit,Canada,4.0,,5.0,95.0,92196.0,393487.0,V6F 1U7
1-095-664-2591,Providence,M,6.0,GA,Chesapeake Energy,780.0,m,,CARR,CAR1601,O,633 guadalupe park,martica,Canada,0.0,,5.0,25.0,2609887.0,115808.0,T5a 1t2
1-138-271-9862,Dawson City,U,10.0,OK,Laboratory Corp. of America,,,,Yogeswaran,Yog1602,O,21829 midland boulevard,LEW,Canada,2.0,,3.0,84.0,2293264.0,99224.0,19219
1-477-254-6590,Norfolk,M,10.0,IN,IMS Health,358.0,,R,barbary,bar1603,O,22083 crossus lower,edee,United States of America,2.0,,4.0,73.0,295295.0,371296.0,T6B 1J8
1-588-157-6380,McAllen,W,1.0,DE,Frontier Oil,572.0,,Y,dorronsoro,dor1604,O,18570 WOODTIMBER WAY,Lacee,United States of America,5.0,,,58.0,73189.0,218276.0,t5a 1o9
1-905-789-7948,Hartford,W,1.0,SC,Toro,319.0,,,Haddow,Had1605,O,926 nolan drive,SIVA,United States of America,0.0,,,,3545538.0,237297.0,48245
1-765-783-0055,Dover,W,5.0,CO,GameStop,400.0,f,,gasparotto,gas1606,U,1630 LAMBOLL CRESCENT,Jeff,United States of America,0.0,,0.0,28.0,3971444.0,444523.0,37406
1-250-193-0140,Richmond,D,3.0,SC,Cigna,340.0,m,L,moshinsky,mos1607,O,24555 REXFORD NORTH,sang-maun,United States of America,2.0,,5.0,4.0,1362426.0,400885.0,80202
1-142-956-6276,Cleveland,U,1.0,ID,PetSmart,,M,K,dall'oste,dal1608,U,7204 katherine boulevard,Vu,United States of America,,,2.0,76.0,2854996.0,,H7H 1U5
1-103-038-8615,Billings,M,0.0,Saskatchewan,Duane Reade Holdings,642.0,,,ARMBRUSTER,ARM1609,U,13463 dunlevy lower,ISMAIL,United States of America,3.0,,2.0,76.0,500510.0,480717.0,60761
1-046-959-4224,Newark,D,3.0,ME,Covance,640.0,,,DISPATCH,DIS1610,U,7776 inwood lower,jeanelle,United States of America,1.0,,2.0,35.0,2991667.0,316675.0,V6r 1v7
1-480-417-1290,London,M,1.0,AK,Erie Insurance Group,735.0,m,,Halovanic,Hal1611,O,3972 WILMINGTON RUE,stclair,United States of America,5.0,,2.0,61.0,3042267.0,379294.0,91143
1-176-188-5673,Flint,S,8.0,RI,Pep Boys,332.0,,,Mcgalliard,Mcg1612,O,17343 darlington avenue,jerry,Canada,0.0,,0.0,68.0,2211396.0,248490.0,V6D 1S5
1-060-266-1941,Sterling Heights,M,1.0,MD,,591.0,,J,Botto,Bot1613,R,22498 SMITHDALE AVENUE,Anne-marie,United States of America,0.0,,1.0,31.0,3838330.0,369768.0,36670
1-602-565-1482,Anaheim,D,4.0,CO,Southern,772.0,F,,Ravi,Rav1614,O,20064 oakmont east,Lottie,Canada,3.0,,2.0,,2188130.0,424989.0,v6y 1w2
1-341-964-3007,West Valley,U,7.0,WA,Wells Fargo,642.0,,,PAKULSKI,PAK1615,R,3690 PLUMB BOULEVARD,Lina,United States of America,5.0,,0.0,3.0,1310726.0,152231.0,03106
1-340-679-3376,Tempe,W,10.0,KY,Bank of America Corp.,577.0,M,,PANDYA,PAN1616,O,23588 MADISON WEST,Martina,United States of America,4.0,,0.0,49.0,475488.0,343566.0,85014
1-128-643-8987,Yellow Knife,S,9.0,PA,Cintas,764.0,,,attenborough,att1617,R,8400 polaris west,FANNY,United States of America,3.0,,,85.0,243518.0,64485.0,35294
1-364-110-8141,Savannah,W,8.0,ID,Owens-Illinois,759.0,F,,Boucouris,Bou1618,O,18354 DODD COURT,Maitilde,United States of America,5.0,,0.0,64.0,1657663.0,417784.0,90042
1-396-311-1198,Philadelphia,D,8.0,VT,Halliburton,433.0,,,TANGLAO,TAN1619,O,12635 OLYMPIA EAST,Cary,United States of America,0.0,,3.0,58.0,3504789.0,215087.0,V6V 1R1
1-207-089-8351,Sterling Heights,S,7.0,CO,Simon Property Group,525.0,,,Barnhardt,Bar1620,R,1821 9TH SOUTH,LILLI,United States of America,3.0,,1.0,71.0,640660.0,306929.0,r5h 1l3
1-904-404-1552,San Jose,M,8.0,Manitoba,Adobe Systems,832.0,,,Ludwick,Lud1621,O,18245 HOLLY KNOLL PARK,Gee,United States of America,4.0,,1.0,33.0,2222986.0,458332.0,79402
1-534-838-7977,Paterson,,0.0,TN,Entergy,316.0,M,,DELANEY,DEL1622,O,18614 tide mill court,Naveen,United States of America,2.0,,4.0,83.0,3588958.0,39100.0,T6a 1k7
1-161-262-1369,Rapid City,D,5.0,IN,CenterPoint Energy,685.0,m,,Kassissia,Kas1623,O,2988 coralberry south,aruna,United States of America,4.0,,0.0,57.0,2778934.0,437794.0,35280
1-231-000-0392,Thousand Oaks,M,7.0,LA,Invacare,381.0,,,hatz,hat1624,R,16090 darlington lower,Ingeborg,Canada,1.0,,4.0,67.0,754973.0,37754.0,90157
,Colorado Springs,M,3.0,IN,Donaldson,584.0,,,Tinney,Tin1625,O,1790 golden east,Shoeb,United States of America,4.0,,2.0,68.0,1266963.0,193120.0,h5j 1p6
1-673-457-9456,Grand Rapids,M,4.0,NH,AmeriCredit,385.0,,,Nesbitt,Nes1626,O,16520 hemphil north,Nettie,United States of America,0.0,,1.0,68.0,1808998.0,99512.0,32245
1-926-757-3068,Sudbury,S,3.0,MT,eBay,635.0,,,Schnaithman,Sch1627,O,12667 brighton road,Sybila,United States of America,3.0,,2.0,14.0,2700239.0,261126.0,77286
1-869-366-2040,Macon,D,2.0,MT,Raytheon,805.0,,,SOBIESIAK,SOB1628,O,2035 eaton park,gail,United States of America,1.0,,4.0,,3108137.0,120726.0,V6e 1q2
1-805-682-0192,Kitchener,M,3.0,SD,ITT,679.0,,,Cluett,Clu1629,O,5003 TRAVIS LOWER,sibyl,United States of America,0.0,,1.0,6.0,3578605.0,224672.0,H5L 1O3
1-374-290-1311,Anaheim,S,1.0,CO,Land O'Lakes,453.0,F,,GERRITSE,GER1630,,22682 rio grande south,YONGLI,United States of America,3.0,,5.0,65.0,3699975.0,12573.0,H2c 1y5
1-872-546-8088,Fairbanks,U,8.0,WA,Tenneco,847.0,,C,TUCKER,TUC1631,U,24683 meadowlark boulevard,ernesto,United States of America,2.0,,4.0,6.0,2269303.0,200441.0,60612
1-498-123-3199,Berkeley,U,1.0,AK,Leggett & Platt,,,,Taralp,Tar1632,R,11376 knight court,Adrienne,United States of America,1.0,,3.0,47.0,2250865.0,487097.0,T6A 1E5
1-136-368-7167,St. Johns,D,10.0,FL,,,,,Creasman,Cre1633,O,3149 CENTRAL LANE,Jenna,United States of America,3.0,Suite 136,5.0,96.0,952977.0,180636.0,80100
1-576-056-3958,Montreal,U,1.0,NV,Pool,642.0,,,Joiner,Joi1634,R,23987 valderra park,Audre,Canada,5.0,apt. 212,0.0,68.0,705875.0,330412.0,H5j 1r1
1-875-959-3346,Sterling Heights,S,0.0,TX,Arrow Electronics,,,Q,halford,hal1635,O,24696 cordoba crescent,DELORIS,United States of America,2.0,,,21.0,661156.0,302078.0,h2g 1z9
1-577-954-3908,Baltimore,W,2.0,Saskatchewan,MasterCard,600.0,m,,Tessier,Tes1636,O,19492 lyons court,Breton,United States of America,0.0,,,73.0,3656197.0,11593.0,45277
1-537-413-0900,Lubbock,S,9.0,NE,Broadcom,435.0,,,ONYSHKO,ONY1637,R,1630 LAMBOLL CRESCENT,Martie,United States of America,0.0,,2.0,15.0,2313138.0,110756.0,H2f 1x4
1-539-974-9296,Hollywood,M,7.0,VT,Smith International,730.0,,,DECARIE,DEC1638,O,18270 HICKORYBARK DRIVE,Elsa,United States of America,0.0,,4.0,25.0,3823810.0,278312.0,72211
1-938-703-0026,Livonia,M,8.0,HI,Travelers Cos.,418.0,F,O,Gagne,Gag1639,O,21908 ashford hollow north,Barsha,United States of America,0.0,,4.0,98.0,3690401.0,441167.0,25335
1-297-775-1510,Saint John,U,7.0,Ontario,Monsanto,388.0,F,,Lackenbauer,Lac1640,O,20940 shearer drive,pauletta,United States of America,4.0,,4.0,30.0,1065171.0,225388.0,V6X 1R2
1-021-370-2836,Virginia Beach,D,2.0,Ontario,,622.0,,,Cloutier,Clo1641,R,15562 woodcrest upper,Benedetta,United States of America,3.0,Apt. 422,2.0,36.0,2185167.0,328387.0,V6c 1t5
1-304-537-9529,Kansas City,M,0.0,AL,CVR Energy,562.0,m,V,BARBE,BAR1642,O,10856 kelvin upper,Davina,United States of America,3.0,,3.0,47.0,1736755.0,187204.0,83725
1-693-971-8310,Los Angeles,S,9.0,WA,Symantec,702.0,,U,roig,roi1643,U,3507 GREENE ROAD,raju,United States of America,4.0,,3.0,,2865116.0,322359.0,85755
1-220-050-8394,Garland,M,1.0,AR,,741.0,m,,Bunner,Bun1644,O,11733 electra street,nabil,United States of America,4.0,,1.0,32.0,2160791.0,,92150
1-467-981-9596,San Diego,M,4.0,OK,Retail Ventures,312.0,,W,Pelz,Pel1645,O,509 ALICIA AVENUE,chiarra,United States of America,0.0,APT. 80,0.0,25.0,3938874.0,364216.0,M5E 1Z5
1-777-421-2018,Tucson,M,4.0,OH,Del Monte Foods,790.0,,T,PLATER-ZYBERK,PLA1646,U,14520 zenith park,THIERRY,United States of America,3.0,,2.0,85.0,813632.0,,48911
1-890-684-0005,Orange,S,5.0,MA,Sempra Energy,698.0,,K,Travers,Tra1647,U,13447 amherst boulevard,pierre-alain,United States of America,0.0,,4.0,46.0,3373916.0,473754.0,H2D 1W6
,Boston,U,0.0,DC,Adams Resources & Energy,363.0,F,,bose,bos1648,O,22831 barberry park,Blithe,Canada,0.0,,4.0,34.0,3577327.0,259788.0,S7c 1n6
1-764-214-6220,Fort Collins,S,10.0,UT,MSC Industrial Direct,649.0,,,GOSWICK,GOS1649,O,5140 EMERSON LANE,JESSIKA,United States of America,1.0,,4.0,61.0,,419570.0,53204
1-835-399-6988,Pittsburgh,U,0.0,MO,Discover Financial Services,773.0,f,,Kikuta,Kik1650,O,7255 berry way,merilee,United States of America,1.0,,4.0,,2972070.0,253410.0,72205
1-068-147-6649,Montgomery,M,,AZ,Jo Ann Stores,342.0,F,,Bockaj,Boc1651,O,10936 COVECREEK UPPER,DIANE-MARIE,United States of America,0.0,,5.0,82.0,2722299.0,382349.0,93838
1-609-204-7920,Stamford,S,7.0,NY,,356.0,,,manner,man1652,O,19939 beard park,Antonina,Canada,1.0,,4.0,29.0,2294218.0,52766.0,87103
1-963-175-0431,St. Paul,S,7.0,AZ,American National Insurance,551.0,M,,HARMON,HAR1653,O,17213 towerwood east,malinde,United States of America,5.0,,3.0,58.0,,269001.0,94617
1-784-086-7205,Lubbock,M,2.0,Manitoba,Rite Aid,395.0,,,RESULTS,RES1654,R,14827 paine upper,Pivert,Canada,0.0,,0.0,92.0,3171284.0,414609.0,90083
1-196-609-5188,Worcester,U,8.0,NH,CH2M Hill,423.0,m,R,Owen,Owe1655,O,3934 green ash north,MERIDITH,United States of America,0.0,,5.0,7.0,,80218.0,T5C 1J4
1-713-056-3491,Halifax,M,3.0,Saskatchewan,PharMerica,635.0,,,Yaung,Yau1656,O,19923 MAIN AVENUE,HOLLI,United States of America,5.0,,5.0,35.0,149515.0,122076.0,90190
1-044-618-4589,Alexandria,W,0.0,WA,AutoZone,648.0,m,B,Golka,Gol1657,O,17147 vaughan rue,AZRA,United States of America,5.0,,,10.0,2727224.0,372965.0,90166
1-982-234-2988,Manchester,M,5.0,OH,Herman Miller,791.0,,,Gruska,Gru1658,O,21182 keswick west,Dominica,Canada,3.0,,4.0,15.0,3137795.0,303356.0,10706
1-242-897-1921,Santa Fe,S,8.0,KY,Wells Fargo,776.0,m,H,Manolios,Man1659,R,2939 chadbourne way,Ehi,Canada,0.0,,5.0,,3760773.0,294404.0,91138
1-276-728-2298,Bellevue,W,10.0,ID,Tiffany & Co,640.0,M,,SOMMERFELD,SOM1660,U,14702 wainwright way,Concettina,Canada,4.0,,5.0,82.0,1696300.0,154738.0,36140
1-574-992-8766,Hay River,U,4.0,NH,ConocoPhillips,542.0,,,currier,cur1661,R,10653 wishek road,Constantin,Canada,0.0,SUITE 274,1.0,14.0,3737794.0,159707.0,40202
1-067-494-4220,Fort Worth,S,5.0,Saskatchewan,Ashland,746.0,F,,COONEY,COO1662,R,14243 river place road,devi,United States of America,1.0,,4.0,15.0,2401847.0,41562.0,95140
1-310-942-8374,Sioux Falls,U,7.0,Newfoundland,Lam Research,676.0,,,Hyslop,Hys1663,O,22494 chimney rock avenue,kristine,United States of America,0.0,,1.0,29.0,905123.0,428580.0,97230
,Anchorage,S,8.0,WY,Broadcom,340.0,,,Ketcheson,Ket1664,O,10136 ryder lower,Luping,United States of America,,,1.0,78.0,,174339.0,m2r 1f6
1-537-213-2904,McAllen,S,6.0,WY,R.H. Donnelley,339.0,f,,Devincenzi,Dev1665,R,4862 martin court,Syl,United States of America,2.0,,1.0,11.0,,140733.0,99654
1-949-756-5365,Yellow Knife,S,7.0,AR,Kindred Healthcare,408.0,,,Lepage,Lep1666,O,8228 hylan drive,rogelio,Canada,3.0,,5.0,75.0,,267828.0,M4l 1m4
,Fairbanks,U,4.0,AK,Owens & Minor,449.0,,,Meagher,Mea1667,O,8716 WORTHINGTON SOUTH,BRIGIT,United States of America,,,0.0,40.0,968593.0,,33010
1-391-289-7760,Bellevue,M,2.0,AK,Wynn Resorts,403.0,,,OPLINGER,OPL1668,O,1426 basswood avenue,HESTER,United States of America,0.0,,5.0,3.0,1193550.0,364582.0,60756
1-253-172-1766,San Antonio,S,5.0,NC,Sysco,566.0,m,,nath,nat1669,O,4686 RAYMOND SOUTH,mary-ann,United States of America,0.0,,4.0,33.0,207023.0,,31416
1-542-914-9965,Mount Pearl,M,3.0,NJ,Vectren,658.0,,,Caldwell,Cal1670,R,5940 malden park,Norine,United States of America,1.0,,3.0,73.0,1990264.0,468033.0,H5k 1q3
1-447-661-0804,Sacramento,M,5.0,GA,Great Atlantic & Pacific Tea,434.0,,W,Marciniuk,Mar1671,U,12777 pembrook lower,GOKUL-CHANDRA,Canada,0.0,,2.0,22.0,992110.0,439120.0,32254
1-430-788-0862,Portland,U,9.0,AZ,Peabody Energy,606.0,f,,Cholewinski,Cho1672,R,19131 lullwood park,Gokal,United States of America,4.0,,2.0,68.0,2842887.0,97001.0,90203
1-880-260-3062,Eugene,U,2.0,NV,Penn National Gaming,378.0,,,Livek,Liv1673,O,3636 wroxton north,ROCH,United States of America,2.0,,5.0,88.0,3530642.0,196086.0,T5D 1T9
1-227-757-7307,Pueblo,S,3.0,Newfoundland,Community Health Systems,668.0,,,TALBOTT,TAL1674,O,8886 chalmers upper,Coriss,United States of America,1.0,,0.0,10.0,1943917.0,139221.0,79918
1-084-745-6387,Los Angeles,D,5.0,FL,Zimmer Holdings,616.0,M,,vanderheyden,van1675,O,24268 hayden west,Vanda,United States of America,5.0,,0.0,,1432565.0,334941.0,14608
1-656-356-2378,Fargo,M,8.0,Newfoundland,Discovery Communications,478.0,,H,Nielsen,Nie1676,O,22569 cole upper,STACEE,United States of America,2.0,,2.0,47.0,3251651.0,479238.0,30358
,Charlotte,U,2.0,IN,CVS Caremark,710.0,F,,OWENS,OWE1677,O,23477 vessey way,timmie,Canada,1.0,Suite 132,0.0,30.0,977588.0,247437.0,90093
1-858-742-2483,Oklahoma City,W,10.0,Saskatchewan,Supervalu,543.0,,P,Whitman,Whi1678,O,5277 CHAMBLEE DRIVE,tiffany,United States of America,1.0,apt. 453,3.0,23.0,2909288.0,57060.0,H2E 1X8
1-022-659-6413,Lubbock,U,2.0,VA,Teradata,329.0,,,MONTOUTE,MON1679,U,1047 courtland lane,myrna,United States of America,2.0,,1.0,68.0,2039434.0,332194.0,R3a 1m9
1-255-299-9298,Laredo,S,8.0,MT,RPM International,330.0,,X,VERHOEVEN,VER1680,O,9167 gardener court,HENK,United States of America,0.0,,4.0,10.0,2931648.0,174989.0,94355
1-974-241-6963,Lincoln,W,10.0,MI,KBR,549.0,,G,WYMARD,WYM1681,O,13142 vinson lane,aimil,United States of America,0.0,,1.0,14.0,661067.0,61122.0,20020
1-663-480-5987,Salt Lake City,S,4.0,Alberta,Capital One Financial,613.0,,U,KAPSA,KAP1682,R,16959 lacornia crescent,GEORGE,United States of America,1.0,,3.0,34.0,938673.0,39656.0,43659
,Fort Worth,M,3.0,Prince Edward Island,Health Net,765.0,,R,tornes,tor1683,O,15399 long avenue,Wen,United States of America,1.0,,,25.0,2840325.0,246866.0,80915
1-963-796-1557,Los Angeles,M,,Prince Edward Island,Thermo Fisher Scientific,809.0,,,Matatall,Mat1684,O,19873 wright avenue,NORALY,United States of America,4.0,Apt. 437,1.0,77.0,2714847.0,,10028
1-644-341-7080,Louisville,S,7.0,AR,Enbridge Energy Partners,768.0,m,,Van schouwen,Van1685,R,14286 main boulevard,claretta,United States of America,3.0,,1.0,89.0,470906.0,105639.0,85740
1-829-489-2859,Fargo,M,1.0,MI,,,F,,follmer,fol1686,O,22632 country road,rachel,United States of America,1.0,,1.0,88.0,2723734.0,187081.0,63119
1-869-936-8210,Moncton,S,2.0,ID,Navistar International,,m,,hogeboom,hog1687,O,20093 canterbury way,heinz,United States of America,2.0,,1.0,77.0,974511.0,172646.0,99214
1-725-660-9687,Norfolk,M,1.0,Saskatchewan,Dillard's,,,,ANTOFT,ANT1688,O,351 granada west,christabella,United States of America,0.0,,2.0,77.0,178788.0,205980.0,h5i 1r1
1-777-863-7024,Fort Smith,S,1.0,RI,International Assets Holding,401.0,F,,Hoffmeister,Hof1689,O,10176 pinesap court,EMYLEE,Canada,0.0,Suite 285,2.0,1.0,163516.0,350863.0,30387
1-603-390-8791,Long Beach,W,,KY,IMS Health,740.0,,,Jaffer,Jaf1690,O,17933 flores avenue,Cycelia,United States of America,4.0,,0.0,19.0,3789614.0,269661.0,T5B 1M3
1-698-328-4742,Iqaluit,U,8.0,Saskatchewan,Mirant,727.0,M,,Bovenizer,Bov1691,O,9094 pine upper,roderick,United States of America,4.0,,0.0,99.0,2372376.0,66545.0,75248
1-161-889-8284,Oakland,M,6.0,NJ,Burlington Northern Santa Fe,458.0,,,Banerjee,Ban1692,R,2116 whistler upper,KAMYAR,United States of America,5.0,,4.0,3.0,534047.0,272687.0,30321
1-057-158-2731,Brownsville,U,1.0,IA,Commercial Metals,412.0,,J,Duggan,Dug1693,O,2923 navarro lower,Sephira,United States of America,2.0,apt. 803,4.0,34.0,3412264.0,430624.0,99215
1-409-105-4971,Las Vegas,M,2.0,New Brunswick,Medtronic,328.0,,,Hearnden,Hea1694,R,6526 snyder rue,MAMI,United States of America,3.0,,5.0,74.0,3331358.0,399038.0,53754
1-773-154-9142,Abilene,S,3.0,GA,FirstEnergy,369.0,f,,lewek,lew1695,O,6454 kiel upper,Woodline,Canada,0.0,,1.0,60.0,674289.0,198213.0,90238
1-389-966-0349,Jackson,W,0.0,SC,AGCO,524.0,,,gaughan,gau1696,O,8825 AMHERST DRIVE,Nevil,United States of America,2.0,,3.0,48.0,1840996.0,,94113
1-781-516-0268,Winnipeg,M,3.0,OK,Schering-Plough,367.0,F,,Mccullogh,Mcc1697,U,673 EDLOE PARK,LILLI,United States of America,0.0,,1.0,67.0,671677.0,148353.0,35259
1-821-873-7772,Fort Worth,M,8.0,SD,Valassis Communications,836.0,f,D,lacoste,lac1698,R,2097 HARRIS WEST,Usman,United States of America,2.0,,3.0,35.0,2177421.0,378622.0,95051
,Columbia,W,9.0,IL,Anixter International,719.0,,,PILLMAN,PIL1699,O,22498 smithdale avenue,Martelle,United States of America,2.0,,4.0,54.0,2393402.0,346372.0,19057
1-927-226-1923,Hay River,S,4.0,GA,Systemax,704.0,F,,Chrisman,Chr1700,O,22506 shelter drive,DEVAN,United States of America,5.0,,2.0,2.0,809896.0,328438.0,V6m 1w7
1-123-641-4731,Minneapolis,U,4.0,NY,Kohl's,399.0,F,,RIST,RIS1701,O,20744 gene way,Japan,United States of America,4.0,,0.0,68.0,974925.0,64723.0,93820
1-013-661-1962,Bridgeport,W,6.0,GA,,637.0,M,,ANNABLE,ANN1702,O,14783 saunders upper,dis,United States of America,3.0,,5.0,,3364968.0,495099.0,19206
1-855-494-0233,Rockford,S,5.0,WA,Danaher,614.0,F,,kimbrough,kim1703,R,20441 pinto park,Leigh,United States of America,,,4.0,76.0,849778.0,472180.0,77024
1-449-109-1566,Waterbury,U,9.0,NC,General Cable,546.0,,P,WAINES,WAI1704,R,14470 langdon west,Annora,Canada,4.0,,4.0,35.0,2295559.0,384275.0,H6d 1y4
1-477-907-8126,Cheyenne,U,4.0,FL,Owens & Minor,319.0,M,,Filkins,Fil1705,R,10176 pinesap court,HUY,United States of America,3.0,,5.0,4.0,390100.0,273331.0,48310
1-380-165-5667,Sandy,M,2.0,NJ,KB Home,701.0,,,Donohue,Don1706,R,16511 yamato lower,ren,United States of America,2.0,,,82.0,1230099.0,297539.0,27101
1-498-198-4946,Yellow Knife,D,1.0,New Brunswick,,612.0,f,N,WOODHALL,WOO1707,U,20710 lee drive,Mail,United States of America,0.0,,2.0,70.0,2009921.0,313339.0,06504
1-267-067-4151,Peoria,M,9.0,UT,Occidental Petroleum,347.0,M,K,umphres,ump1708,O,5385 young west,elsbeth,United States of America,0.0,,1.0,90.0,31399.0,164847.0,21210
1-616-008-4954,San Antonio,W,8.0,MD,Legg Mason,438.0,f,,DUNSTAN,DUN1709,O,509 davie avenue,lingyan,United States of America,1.0,,0.0,89.0,,155080.0,45267
1-435-148-8092,Kansas City,D,9.0,AL,,,M,,Carriere,Car1710,U,9633 hawkins street,Isadora,Canada,5.0,Apt. 594,5.0,34.0,1112628.0,254582.0,H6c 1y6
1-832-080-7702,McAllen,M,0.0,ID,URS,454.0,,,Churchill,Chu1711,R,17509 REINA EAST,ANNARBOR,Canada,4.0,,0.0,30.0,3605130.0,155527.0,92805
1-836-067-8824,Sterling Heights,S,6.0,MA,ConAgra Foods,837.0,f,,Jensenworth,Jen1712,O,20796 dolores drive,martina,United States of America,3.0,,4.0,33.0,1746793.0,376223.0,94472
,Thousand Oaks,D,8.0,RI,W.W. Grainger,365.0,,,GROSSUTTI,GRO1713,O,2132 meadow lake upper,scptest,United States of America,0.0,,2.0,94.0,3358713.0,25554.0,H5j 1p6
1-609-469-4186,Paterson,M,6.0,ID,Securian Financial Group,347.0,,M,Carden,Car1714,O,23788 linden drive,Jurg,United States of America,2.0,,4.0,3.0,195040.0,435351.0,93004
1-204-207-1596,Irving,M,6.0,NY,Seaboard,318.0,,,notley,not1715,R,23223 woodlawn upper,Natty,Canada,0.0,,4.0,73.0,327900.0,270257.0,70177
1-549-632-7013,Frederick,M,0.0,CA,CBS,362.0,m,,Blair,Bla1716,O,9804 stratton court,Gladys,United States of America,0.0,,1.0,10.0,2976753.0,39062.0,47724
1-795-319-5833,Philadelphia,M,6.0,SD,United Stationers,424.0,,V,llewellyn,lle1717,O,23411 MADISON SOUTH,peder,United States of America,3.0,apt. 293,5.0,48.0,214385.0,338038.0,V6d 1q5
1-980-266-0033,Rockford,,4.0,SC,Lender Processing Services,636.0,,,britman,bri1718,O,7903 WESTERLEY PARK,SIR,United States of America,2.0,Apt. 99,4.0,80.0,2990246.0,88086.0,61601
1-880-958-9657,Paterson,S,7.0,Prince Edward Island,Murphy Oil,807.0,,,Bourlet,Bou1719,O,12416 lenwood lane,aniko,United States of America,4.0,,1.0,3.0,2173372.0,478317.0,v6q 1s4
1-311-117-7895,Elizabeth,D,8.0,SC,Dole Food,453.0,M,M,hu,hu1720,R,24250 summer south,Hing,United States of America,0.0,,1.0,53.0,2495685.0,441744.0,30382
1-681-878-2769,Edmonton,,6.0,UT,Kinetic Concepts,553.0,,M,Widdis,Wid1721,O,17183 watts avenue,micheline,United States of America,,,4.0,64.0,1298559.0,316360.0,93888
1-971-525-0125,St. Paul,,5.0,DC,Crosstex Energy,836.0,m,C,MOBLEY,MOB1722,O,14754 woodview east,jesus,United States of America,2.0,Apt. 962,2.0,15.0,2570364.0,222301.0,63111
1-729-980-1798,Topeka,D,3.0,Ontario,Vulcan Materials,602.0,F,B,Bielby,Bie1723,U,7217 wise lower,BRITTE,United States of America,0.0,,5.0,51.0,2752826.0,114379.0,94483
1-577-438-1116,Nashville,S,9.0,Alberta,Wal-Mart Stores,667.0,,,Glasgow,Gla1724,O,15966 sanders lane,christie,United States of America,3.0,,2.0,52.0,3247977.0,42598.0,M4J 1M9
1-527-136-7705,Bridgeport,S,0.0,Ontario,Dover,371.0,f,H,Humes,Hum1725,O,23639 purdue rue,Feliza,Canada,2.0,APT. 200,4.0,15.0,2817367.0,31414.0,E7N 1J6
1-384-107-7418,Livonia,D,6.0,VA,,501.0,f,N,Udayasekaran,Uda1726,O,10484 WAVERLY ROAD,BRINN,United States of America,5.0,,0.0,78.0,3527886.0,84028.0,92058
1-984-213-9188,Fort Wayne,W,2.0,NJ,Vought Aircraft Industries,588.0,,,Purington,Pur1727,O,23788 linden drive,Idalia,Canada,5.0,Apt. 290,0.0,15.0,1397842.0,479514.0,T5A 1P9
1-886-271-1668,Atlanta,S,10.0,UT,Vulcan Materials,460.0,,,Frierson,Fri1728,U,1899 malden way,lotti,United States of America,5.0,,4.0,26.0,906724.0,225328.0,v6j 1u6
1-349-208-4354,Edmonton,D,9.0,LA,Herman Miller,302.0,m,,Kohm,Koh1729,O,16068 cantey way,DOMENIGA,Canada,0.0,,3.0,17.0,,462202.0,70187
1-514-274-8934,New Haven,S,4.0,WV,CUNA Mutual Group,836.0,m,,sparacio,spa1730,R,19940 GOLD CREST PARK,KARIOTTA,United States of America,5.0,,3.0,27.0,,191020.0,77121
1-612-458-2371,Santa Ana,S,4.0,MN,Newmont Mining,755.0,,G,Tarquinio,Tar1731,O,10856 kelvin upper,wenda,Canada,2.0,,2.0,0.0,3515704.0,451551.0,V6x 1p4
1-019-366-7763,Nashville,M,6.0,WA,Eli Lilly,674.0,f,,Viens,Vie1732,O,24301 fulton north,Eben,United States of America,2.0,,,23.0,,413045.0,60756
1-606-032-5535,Mount Pearl,U,9.0,OR,Home Depot,655.0,,,parkash,par1733,R,18815 WASHINGTON WEST,AAREN,Canada,2.0,,1.0,,3981423.0,137297.0,46216
