City,LastName,Income,State,Phone,NumberCreditCards,Country,MaritalStatus,AddressLine1,Age,AddressLine2,Gender,OwnOrRentFlag,NumberCars,NetWorth,Employer,PostalCode,NumberChildren,CreditRating,AgencyID,FirstName,MiddleInitial
Rapid City,Njtuqcojmlnxrxxzcsdosmnxpi,415392.0,NH,,0.0,United States of America,U,xhalsxdwlwysbltc,76.0,QJFBCYLHCZUVOASWRBKBRACTOZEUGKFPQOKZYZEODIKSGNS,f,O,4.0,2840444.0,Darden Restaurants,Nroycbwc,4.0,710.0,Njt9141,wodlcgocxaomyibbgtawzztqns,z
Montpelier,Stwbvluezrqkiqckvjdw,266393.0,Saskatchewan,1-187-623-9544,2.0,United States of America,W,Rpngtvtuvucrngqwvbechggqogkbjaomieho,80.0,Fhrtzzrfarkpkahwqffedwzblagv,m,,0.0,344970.0,Xcel Energy,Apyudlubq,1.0,506.0,Stw9142,Dcmbuuxwmgrkeifvyfrinu,L
Louisville,GYVYJVLAFGKOVOEUDOIJCLNDXZ,394420.0,MI,1-932-086-1896,7.0,United States of America,U,kerxeaustbeemgcrdhjc,42.0,NJSFIKELPUHK,f,O,3.0,1560889.0,Fifth Third Bancorp,KISYNK,4.0,528.0,GYV9143,Skdlkxfdgoerigvdnwiiifcwwlddbx,
Hilo,Jggsjaqscfvuaksutwp,331864.0,WY,1-730-680-6559,1.0,United States of America,S,,90.0,Ihhdgqlhpsvfcndzxethadvaifsnlrckmgzkymmcmelepazmhzd,m,O,5.0,2795249.0,Biomet,DJSDUOEM,4.0,802.0,Jgg9144,AGVKLDTDTYUMASVEKDDNUIRC,
Lansing,Jclukxljwdfjxkic,362556.0,ID,1-003-356-1671,6.0,United States of America,,iykwocwfty,3.0,ophfcqltnlfwper,,O,5.0,2173389.0,Ruddick,Soovgsnqugo,1.0,509.0,Jcl9145,Ujzvmqthtbgqzirhfqwzwe,
Fort Lauderdale,Eljljwcplkffmdscmejfhrjmnms,422474.0,AL,1-208-414-2689,4.0,United States of America,S,Zvpxxjfcbrhmtgkxcyqiwbdzqpvxapqkfajbyglrljomlcsmgiyktxrpxm,94.0,Bbxyabphzekwaauuoiepgre,F,O,5.0,3217303.0,Alliance One International,Pglceslq,4.0,501.0,Elj9146,Eettjxgcbfitaog,
Torrance,Fdzpgezkpzrrf,69579.0,NC,1-825-506-8869,0.0,,M,Edtprgd,88.0,Vclcxwxepnwmuqlmeymibojuisoexzcfkyylpqaxlhotrpftcfizdcqoppxhweaza,F,O,0.0,1174560.0,World Fuel Services,JRIAYBR,0.0,766.0,Fdz9147,Reyimicsehhrcsvvzjomtwb,
Mesquite,TOACWLOQAJHL,14746.0,ME,1-958-506-3364,8.0,United States of America,W,,35.0,Qxworafkjcuazlcdunzzqnk,F,U,3.0,2968566.0,Coca-Cola Enterprises,ebztihbgwuvh,2.0,607.0,TOA9148,Sjwurosllglkizwfss,
Baltimore,Hpjrvqjzkcfjphvufnctmnacd,258437.0,UT,1-942-846-7199,8.0,Canada,M,torwvjepeuhnvpcjnmspftcqmphynnhpycxkvtfdlopspwcjrueysvfhmnesobkimae,87.0,JOJSFZMGAQMLMGV,M,O,5.0,2840442.0,CB Richard Ellis Group,Tuentivkg,3.0,334.0,Hpj9149,Xawwrjrliijrrq,e
Elizabeth,Jymbbmcx,476651.0,IL,1-818-647-1608,4.0,United States of America,M,Jnkeajvvhbacchsygovfqxkgsfzcdpwoccckzblaklgwbeblvx,,EJGORGINKJAXSKIVUCSYGGDRLPGFHQCNZGVQTUNWCHPWGDDPFCWEXHRCPT,,U,3.0,121610.0,Popular,znkahcnw,3.0,555.0,Jym9150,SFXTL,
Columbia,FDIUHRH,173781.0,LA,1-608-831-7553,5.0,United States of America,W,Wfcgxsipedzlujxqczkoyiusaepjzpfotqoomsqgbdhlvadfgnhfhnqi,53.0,Efhodltjwiooikdivwphuxej,F,O,1.0,2589336.0,Casey's General Stores,qawts,3.0,576.0,FDI9151,Rrlyfghtzqi,L
Garland,stmbgulriwpdklg,128024.0,TN,1-018-158-1247,7.0,,U,Hxdarunmnhazmxkrysdmmnrhtfnpluedqkbvy,64.0,hgwanlvawdehrabjxdvnzubmadlvncbajieffvicvbxdzktydfqwifkbcnpyr,M,O,5.0,3962678.0,Quanta Services,Pfplpuwn,5.0,389.0,stm9152,qxdnfbltsaoojvlcxmm,
Omaha,Nasgapwfkyvzleruvaexpouxerz,337331.0,NJ,,6.0,United States of America,W,Ttprjvomfjgnnnhxxhmzrwxbesurzshffyxfjprg,97.0,NPNZWBOGXWTPHHHKZDTERICAWJBQC,,R,5.0,2964312.0,Sara Lee,VZHEJZIJYII,3.0,417.0,Nas9153,OLGNIWVELECFFRKFNSQEGTWUQH,p
Overland Park,Deaktekoplkqcuqjxqfnl,303942.0,PA,1-657-924-4158,10.0,United States of America,M,SVMWJTBBPXOVSUCZAJMKLTCMGPSYQSO,39.0,Oekuwnedabtkpiiufwphaldqovgacbaywhjjscmsvtfoptstlcqytcvvezodjovtvojtgnasnsz,F,O,5.0,724794.0,Kelly Services,Vqvhsn,5.0,838.0,Dea9154,VRBMJQPRALEBUBADYQYKR,R
Santa Clara,Qbnfyjwkzfz,494961.0,Prince Edward Island,,6.0,United States of America,M,RIDYHMUHQWDVININDTGSUMBAWTVMUKEJNDUGYTCJ,92.0,Eltcudkghnjny,f,O,1.0,1994461.0,Western & Southern Financial,nuxldoyht,0.0,824.0,Qbn9155,kuxsmcqudbrodwiguyt,J
Huntington Beach,imwbhencenazbbpxjbnizzkqw,357333.0,Saskatchewan,1-781-351-7417,1.0,United States of America,,Itvfartybkchwdkphwejqbjbysplihiuehqckrddhzimuzcs,83.0,Ufrfgcywqmwzpswqqifbvxxfbzlpaftcoffpvveyglexfsudki,f,R,1.0,1180241.0,Hanesbrands,Vjldnszpvn,5.0,741.0,imw9156,Ntwefmftkaidbhiqvvty,i
Pembroke Pines,WDSHPZDPICQDBPTZYRNZ,141947.0,MA,1-424-892-6369,,United States of America,D,zlgsfgpttcpzcbaqmyxnlkvnbyekdsrjswxzvtixtmsnavwzmx,20.0,Dffgvaignigusodyeutxpavitwggijhchg,m,O,4.0,2091309.0,Amphenol,ERYNYCFMQTO,3.0,376.0,WDS9157,Qufpwlxtydarvfupqsapjoeapcth,
Toronto,XIPFMDSAT,416533.0,DC,1-469-392-3779,3.0,United States of America,U,Xaxesiveityfxnevghwtcrzdgtkeunfvfujrzpsnshjgvkltaw,49.0,Eywvqotarhbauwidlkhrwo,f,U,2.0,945046.0,Brink's,gwogwvogqhu,4.0,319.0,XIP9158,mzcdwavasuyxm,S
Yellow Knife,Ccmmwmenqkwqeiulbweedvncmi,331423.0,WI,,3.0,United States of America,W,ulrvjhkqpfweoqwcwcdxggmltgimiygwugmmcmgwv,75.0,KTHOVGPWNIQCCWODPONYQSQLJMYHCLI,,O,2.0,1587234.0,Atlas America,vrdqfr,0.0,637.0,Ccm9159,Insllfvoxxcyeojiotkp,
Halifax,Iebwckcevteooioy,41073.0,CT,1-894-758-0139,5.0,United States of America,M,Lahbjibgr,10.0,Whykvurjxbbzpkhbjaqgdxjbpihgptuqnntwkbfkahhmoyqvvsflgbrokvmoxjfgpbl,,R,5.0,2760170.0,Pepco Holdings,OGNITNRN,2.0,626.0,Ieb9160,Ubzntgzijlldpp,
Mesa,Dduyacwqsewjdatmjeqyfx,227955.0,RI,1-092-943-0561,2.0,United States of America,M,Dvqukkkimmeltmmqyqcyuudf,0.0,Sqdwiiivhvippuoxtezymkdiqhpcvfexgopujjpkvmnciknszbezzackmaqtmn,K,O,,3326239.0,Erie Insurance Group,EUOPOCBVOM,5.0,827.0,Ddu9161,CXZRFWXTB,
Waco,IUCYPTGNMHMGMEDRFYEOV,185304.0,NJ,1-236-097-4757,10.0,United States of America,S,Ocbcrbbskincwtxlasfzgitvnkwraxswcgfvtpvltkmtzemejerwxabijegsqfm,77.0,,f,O,5.0,427035.0,Select Medical Holdings,Scykysbml,3.0,712.0,IUC9162,Rxavjanfkuus,S
Idaho Falls,Oobqudl,475119.0,Newfoundland,1-379-625-2828,7.0,United States of America,S,HQPKTFUAZNQFHXNQUGHAMKWNF,60.0,qhmdlzdcbvknipcmsxhvbqrrxtqglvxnmcvx,m,O,3.0,880880.0,,uirpruwpyqu,4.0,426.0,Oob9163,ffyfhsjfm,
Garden Grove,LLQXSCQHGIVACAM,279222.0,MO,1-818-734-0056,,United States of America,W,QRLIOEIBYNEOHDFTOJSXASWAXAVUKIDOQGFRLJW,44.0,Yvphpehfpvmmklrmgggkjehblexgtwqc,,O,,595303.0,Bucyrus International,Wkgybt,1.0,469.0,LLQ9164,QQWUDGCWFI,
Newport News,Elxjmwmrxfzdbkkfwcqgg,430081.0,MD,1-996-891-3766,2.0,United States of America,U,Qkptdohrniawysuigqbjxmqqozzyxmfiflgngcfhkjryhhbcbdpscjuuukqsppdpxhqixyqlwrxrulq,40.0,BKTAPSHYIHELFMNTFOSD,,O,1.0,3967316.0,First American Corp.,GOLRHUD,1.0,752.0,Elx9165,Crqhlvmms,
Nashua,scepvkkctfhtkxfiyxmekwj,243250.0,NY,1-998-247-0049,4.0,United States of America,M,Uwlawylzlfygfmkwntwbcyimddgpugjqcmqzotzugwqntsluzggptryofxbnuovubeafwmzvosdf,83.0,vjyjsgezxnm,f,O,3.0,948259.0,Sara Lee,MUUULYMRSMP,1.0,363.0,sce9166,uuhduy,
New York,Xuhwfuzeytpfi,121950.0,DC,1-570-879-4404,4.0,Canada,U,IJNEKKDSHTDPBMEYWRIQKEJHENZJAWMTASQEEVICLLSNYBZBEDOUYJAIYMXPYQRHMYQCGDK,34.0,Rhbslhsem,M,R,1.0,1610568.0,Regis,AGCKFMPAW,2.0,831.0,Xuh9167,Ujgvsbwtpjhfbvtcmnsifwdlnxhh,N
Oklahoma City,GUSIZFSJATCETMHNVXWW,288390.0,MD,1-368-561-8370,0.0,United States of America,U,tshfdqmmmnvjoxpbhbawlhshkxkdampljompmmvikcmdpyknfweoyvhawldtmzmc,19.0,Qzsdryjdhsrxamng,m,O,4.0,1759438.0,CACI International,vzsmopts,0.0,335.0,GUS9168,Cjizjhjxrimsolmmqufzchnb,F
Fort Worth,Lquchqx,419879.0,Saskatchewan,1-638-644-1702,7.0,United States of America,,axnrhustzpgwzkwbajtspeygdgbquomyerqkeyicubfzsveabkk,90.0,Dgzrkdpqhplemmglofvllmjigtgsymdjzclyemsklnspwgbjrdrvcrwucinbjkynbqclna,M,O,5.0,1113419.0,HealthSpring,Byjpxez,1.0,516.0,Lqu9169,Ayeraxpanwhlr,
Norfolk,Asyenwqkwlxbzfgvlykuzyqfl,266079.0,Newfoundland,1-425-682-6802,9.0,United States of America,,Qyphjxdikzxwbvpbapjvolxqhnjyllglfzyfvrupffsylsecyohhdedawamkatdefgnrx,38.0,IKHGLCV,,O,5.0,374029.0,Ametek,Edkexthfdq,5.0,845.0,Asy9170,Ioyvuecjuzokgqtbwbulf,s
Peoria,Hvckigjvuwftqcit,468035.0,CA,1-009-685-4523,0.0,United States of America,M,Jchydfzlmmzosrucapljdkxbzftttclfytjoryodcldreognkvdblhlngtnmdoxjtdpktbu,79.0,Hrtibrgboixokcwzbiea,,O,,1460271.0,Guess,Hcayf,1.0,305.0,Hvc9171,Ehbooilkagibsxpoqssjlxuwlb,
Austin,Cemrvegmvfanlzrmozsaebkw,54914.0,DE,1-911-020-4396,,Canada,M,Uctqzprqvdjthlc,82.0,Rsshgts,m,O,1.0,3304104.0,Dollar General,axlewbffbqbk,4.0,675.0,Cem9172,FHNKECNZSXNGBPHSXUBW,
Mesquite,ghkthdhabunnwynaqgzmviknzmnxl,78820.0,WI,1-086-373-2938,1.0,United States of America,S,tsorvrnsjyrtelrdhryxttewujytww,81.0,Drzbuwvsirlerywjjktdesxdlazfwbbpwlhmitcnyvvzmwkpjsfjyzzmlcnqji,m,R,1.0,3710345.0,Fidelity National Information,Atzwxfsfpc,2.0,778.0,ghk9173,tbkrsheb,
Idaho Falls,Hwtrk,376708.0,VT,1-997-781-1093,3.0,United States of America,S,jsbbqvkowwbjnxpsfdfmxaicfdulhgfghvstmecjcjuezushtd,12.0,Ldmcfgobqeicelbsnljlferrk,F,O,2.0,3233806.0,,Dpghi,0.0,756.0,Hwt9174,iwflsrvpbos,
Salem,UWPHXGLOPOFQVFGZ,349957.0,MN,1-674-356-0758,9.0,United States of America,S,Nscciuykulavmyxkfupefakjimwhouxnbsaupukzdlhytxvomzrlwzurhgdvdmftmtcnmci,44.0,OPPUSDVUPVV,,R,5.0,1802654.0,EOG Resources,Ijcitbuzoy,2.0,630.0,UWP9175,Ldfsesadait,
Erie,Imisbadhhyosllkvd,100475.0,NM,1-760-959-9757,2.0,United States of America,M,Ivmmggrczqxqgtlmfgcofs,,asgyphxsxhuhjcjqsexitxptqklalcrmmil,,R,,3443988.0,Abbott Laboratories,Ptgxcn,5.0,726.0,Imi9176,Nqknuz,T
Glendale,frqdwhtsdknrzwigmkdkqw,218327.0,SD,1-040-011-0945,2.0,Canada,S,LJJMDEKXFZILMAWFCAYQBWOQTTHTAPBDWNVZJFDOZDJJXQ,3.0,gxjqd,m,O,0.0,2344256.0,Becton Dickinson,Mabkkvvlo,5.0,,frq9177,Nhvjpimdsaxdbqyyxuhcrkxehpwnno,H
San Antonio,brkvaibrejxsk,291592.0,MA,1-880-778-3276,9.0,Canada,U,Haooryebbakcvdvtceamdxzeeknnygemdequzgljobbjojjqvjrgcnbgjhibvvborxqketthqvmg,,GPJDDFBRAIBCXJPIJIPIRTLOWMZJDWSXOXCNLVKFQTLTIMFPXEPIPYIOXFEGCWDBEFTHCFGSPVAE,,,2.0,1463889.0,Scholastic,Djlstrf,1.0,686.0,brk9178,Fntwvfriwkmbd,L
Arlington,Unszfujv,303607.0,WY,1-765-473-8287,2.0,,S,Khjdilsfubjyuzyftfuvifbkzxwuwsjfgpmopu,75.0,FGOTKGMQANFTFBJDLOXJFLRCOYVSFEBSFXHFMV,f,U,3.0,543974.0,,pdvaf,4.0,794.0,Uns9179,Suaszjbfxhbqjvwfnikimdplx,
Eugene,Domxltnjoafesguiipexztwqlx,284065.0,RI,1-456-488-2807,5.0,United States of America,M,Ojncncmjkeuewyygfkycnmsbcorjdusdtxobrsuxhijyfndp,92.0,OZWPNFUFSPTXHLIFXBEWIUMJVVMST,M,O,2.0,1080827.0,LKQ,ZTXULO,0.0,611.0,Dom9180,Xuejihekiuig,
Santa Clara,tgvcxtxbhgccfvazopslpgj,161403.0,British Columbia,1-129-652-0322,7.0,,M,Rnmmygifdrbipxihzxbllvzcopplakvgzlik,92.0,Jlazejasfrxakejjjnmnhpilswfaxlmsjlxvtptyaigghwmrlbgfmwxxgdnchdhswwbfwgp,,R,5.0,777878.0,Jo Ann Stores,,0.0,346.0,tgv9181,eimwwprxpwe,
Richmond,Xomiluarnhbfavubhc,241708.0,WY,1-295-674-2688,2.0,United States of America,U,kteafhlxvatykzbozurtfdrvbkhtkzcosevjolipxpzojnsdjjrjfbtpvfoonjgmc,78.0,ibtvffqelsigiekuhraeaaehjebnltaxannlqlrunprveqwwavxv,,O,2.0,2770169.0,M&T Bank Corp.,vukupbknocly,3.0,528.0,Xom9182,YDKLPHPXZTSLG,z
Tacoma,RYRBK,349706.0,UT,1-997-928-3807,10.0,United States of America,,VHEWNLQGINRSAYZWPXSZXQJYHULCJLZBUGAJWUKSUHTIULXYVFL,92.0,Ijkdbfqhdxpyhbtpwpq,,O,1.0,2002134.0,Brown-Forman,Rqzly,3.0,501.0,RYR9183,Jelnmltiiy,
London,ujodbxpqbupgmeitaocxqcnr,443580.0,OR,1-106-900-8878,6.0,United States of America,U,DJDCBWECWTPWWDUSTXLJCFDIGCVYWWVL,23.0,Xvduukjkmrxpebfp,f,R,3.0,2512507.0,Packaging Corp. of America,Nffkov,3.0,815.0,ujo9184,rmoszlrlyltjjxk,
Vancouver,Dryrgvj,366858.0,IL,1-185-101-7573,0.0,United States of America,S,BJBIRGFYZZSPETAXOPXPWHBTIHJXJBGQCVYZPRBWINUYBHEBXATPQOOYYPANRKHNUQPIWC,64.0,Wakdzlwaaixxfdnmtahihm,m,R,2.0,485091.0,NuStar Energy,Dlpicds,0.0,344.0,Dry9185,EGKZIXGOPPMHYEVB,B
Cheyenne,QCWIQW,487454.0,Ontario,1-133-271-7352,9.0,United States of America,M,Endxfuhozkxvq,86.0,fvcwpjrvaqthgqex,,O,4.0,209138.0,SanDisk,,2.0,417.0,QCW9186,Jbosletmkfubcaueuk,
Plano,LTCSTP,6753.0,MO,1-257-518-6672,1.0,United States of America,M,Mfeduu,26.0,YXQZURLYOOCTNTFSHCAMUBSPMDYMNGFTZHXUDCQCQQELKRANSOVLXUYIZSFJLDJMTXV,f,O,4.0,,Republic Services,,0.0,835.0,LTC9187,MRNTDEDLEGWXQDOJAVFIG,
Buffalo,Fxjmtrdrjhwnyrtddedoowta,314007.0,CO,1-929-821-3320,5.0,United States of America,M,Cqptskddhdtrbesqmegroxobdyjirat,72.0,,f,O,0.0,1632998.0,Biomet,dnxkyhneovf,2.0,795.0,Fxj9188,bnbmkqqcgxxzu,
Orlando,dsxkrgiuyuqjcfnqqwhmpfinrzr,146899.0,RI,1-539-472-0866,8.0,United States of America,U,jtopozckgcokzlavdegmpnrkwnanjcgagprhdjdnalanwrenbduouomzugijlymaquvputo,48.0,Uwuxwawymxbnmwcpltckwamnntxcimkpnsjqrjkkrhejpvs,M,O,4.0,374006.0,Constellation Energy,THHPCTAYFXTG,2.0,701.0,dsx9189,Odrpouqkyijwndh,x
Cheyenne,Lufhqjqpdqezp,,MT,1-645-153-1683,7.0,United States of America,W,ijglcmscngrxruxxauxaatjdjckhqzmjsvoqpoluknbtnyz,15.0,,F,R,0.0,2449166.0,Advance Auto Parts,SXACCSB,0.0,546.0,Luf9190,Jhcatqubltxnp,
Stamford,Byetq,381790.0,UT,1-486-402-0643,6.0,United States of America,M,XBNBSREBJTDSACSSJXRXEGCAEOGRF,56.0,Ihnylwzekisjmdlspwmdxsodeaojjwqnuyokqcwjbvsaibmlhfftiddqmquwtxpues,,O,0.0,2580050.0,Kindred Healthcare,Xhwgookh,5.0,390.0,Bye9191,Imkfvnumwclhdoqhvcsxjfvelvrcdx,L
Laredo,Pfyrzlgtqmowomikrpxybqbkm,17390.0,LA,1-119-799-4971,9.0,United States of America,D,okvuykuzxtxysovxoueeyfxuwnvzmfxkg,52.0,Plaomzihfspaelewgjxywhtdr,,,2.0,,Morgan Stanley,Ygsgnqta,3.0,372.0,Pfy9192,Bkxagqumlbdfbactczd,
New Haven,gunaupdtgexe,238063.0,GA,1-037-369-0178,5.0,United States of America,,UMFCBKTXHB,10.0,Yfrvfluuetoifknfxnjtgeinxhnkmkagjzjbvdruuhqsfrdpnvcagfmjsgmjaumjhvnbruxkmjx,,,1.0,3502915.0,Del Monte Foods,Bwmktnix,4.0,396.0,gun9193,TEHGDRXLRKSPSAEMUQQWDOFHN,f
Windsor,qvnysqo,302505.0,MT,1-640-077-2640,5.0,,M,,53.0,IYNCLQECHKSKSMNXUJBXHNFCX,,O,0.0,1689133.0,Regal Entertainment Group,Brgblmp,5.0,518.0,qvn9194,Wbptuszdmz,N
Bellevue,krxpdfn,152676.0,FL,1-318-452-6794,6.0,United States of America,M,vyzgitblaejonvxyhfxubfqxwwnmhyimdprlrttypnlkmkdsesik,63.0,,F,U,0.0,968034.0,Whole Foods Market,Nubeyiy,0.0,598.0,krx9195,abfubm,
Provo,Bvdpmwrofypw,314196.0,WI,1-741-252-7353,9.0,United States of America,S,Rstsmiposocpudvzuaitthigmbjgxbrqlhy,13.0,vdhivmnkedxbmfejenmksmpahalcnhtqfuqrhhhvbajwvtvhucaqcxltfcjoembtxdw,F,O,1.0,802062.0,Brink's,,0.0,390.0,Bvd9196,ppurqrmltvgbtqaoupujeeidnlmlw,
Atlanta,Xvcsmqfrazwhd,226932.0,FL,1-666-139-6875,10.0,,U,Ympllgegtkneprkvoalpa,72.0,FKSPGWYDSDFKHRRWPWANAMN,,O,0.0,3239896.0,Embarq,Estjbv,1.0,693.0,Xvc9197,Uygcpkanqunvmqd,w
Santa Clara,dwpqqjpuebvby,399292.0,FL,1-145-205-8503,1.0,United States of America,U,,26.0,VJQSEQBFMRAVSSGNWMBTOTRNAPCXEZMFRWRRMKUHQVFCDHAZPAFIXEONFLBMBJBMHGEDKBG,f,O,4.0,460924.0,Ecolab,Pdugmwtidrl,0.0,395.0,dwp9198,Lyvypvankcyunvnhffgkxlhtdxmm,q
Anaheim,Dywqihli,379263.0,IA,1-562-068-9921,1.0,,D,TMUFMNVYOWEHLSLHFQONCATCVDXFGQSYNLFJEAOFWKMWVOIUTVGQ,43.0,Zzqlxlwvhqddrmnkxywsyx,,O,2.0,2154624.0,News Corp.,DFTKQVDSUFAX,0.0,614.0,Dyw9199,laahfuyqvhaadvsekjsfofactvq,
Oxnard,Gzdpfyqezaaoahutwufkwfmjdtsc,467066.0,AL,1-825-912-0116,8.0,United States of America,W,vdqvwtaxkhqzcpguibmsqqeomxqhfsvcfmwbqwnbekhrzxibtfwkqqhxsebhcmkwtxsmmbkooqynipfe,51.0,Jfoirlhpubhnriyqolokjhuxdpoacaxwhsmsaewxvmcgedohs,,O,3.0,333758.0,US Airways Group,Womlenbhwmz,1.0,674.0,Gzd9200,agmaxuztqfollqgftkxrrdjo,
Riverside,otezdfxhkhpstrtxfhuheug,374351.0,Manitoba,,6.0,United States of America,W,rxtxowxiyhggn,61.0,UVHJWIOVMLCWHOHEAUZFQINZXMACJYLVRFDMNOELHPHWQXQPUASIAJJJFPUBBV,,O,2.0,1163886.0,Mohawk Industries,Tsjvfvzvknvf,1.0,656.0,ote9201,Wgilgruhvtzsnkiapzjt,B
Grand Rapids,Wmaptwhpvfsvwterwpbpxpjms,39456.0,RI,1-338-994-9667,8.0,,U,Szwxpmdddpdzxctkbvabgmqcovolvkgdlvjiojgccjxakokmvyvqwtupqdrlwgjy,13.0,Qkuagiqhrgkcjfnap,F,O,3.0,,BMC Software,wqpbjsjavd,4.0,630.0,Wma9202,Hpscusqtkhdicxdndbpasdscmbb,c
Bellevue,lxxfkapeso,478333.0,AK,1-852-595-3195,3.0,United States of America,D,grawjwnavifsuznrabgdabtw,89.0,TSFGUSMYMHHZLAUTPYJROVGCF,F,U,1.0,3895690.0,Pulte Homes,MFPEALEXC,3.0,648.0,lxx9203,Smjwifispixncnrnukzyjqwqa,
St. Johns,qeoboafphqopv,334209.0,Saskatchewan,1-725-814-3421,0.0,United States of America,D,gjrduxgigmphalniqdyzflfv,55.0,CDTBKSBPMFSLUYIDVZIEHYKQFE,,R,0.0,3262809.0,Big Lots,Uuqansex,3.0,821.0,qeo9204,EOPLLIUURHXZMI,W
Bellevue,Cbmcxclah,261038.0,MA,1-148-542-8338,1.0,United States of America,M,BVYPBZHVSSX,44.0,FQVATNYNUBRLACRPCFLKMMMWWPGNIHKHHAUMKAUDATQUFUMWNRDJE,M,O,0.0,2745045.0,Hubbell,fzrcyd,0.0,692.0,Cbm9205,Uvwzmsicez,V
Saskatoon,evmemqttngjazhn,345000.0,GA,1-138-082-9611,0.0,United States of America,M,LXXOXGJSAQLGNMPYKDHLTIMEXBLVDDNIQJGFSBQIDXRXUXGOE,67.0,uycquhtgxbsgfptzcroohjgbkvscan,f,O,1.0,2845538.0,Tiffany & Co,Dhwefgmdl,2.0,741.0,evm9206,DQZGHGEIMFVYXMPTCAETG,
Bridgeport,QMRKVW,476570.0,MA,,5.0,United States of America,M,Lwurmahnzytlddungywasfjvswcqwodnezjbpzgktzcbmt,87.0,Xamoxktrwbnngemfubfrwmgbxqdcidjdfjiljxiwmvnypow,,R,1.0,3526238.0,Ross Stores,ngwnhrzbm,3.0,844.0,QMR9207,Hwikiasiunleribe,T
Yonkers,NEFPUZBUXCLYWLHTCNINOBYONOUAA,257638.0,KY,1-684-115-0152,2.0,United States of America,M,Wmxrpknhvtqr,,,M,O,3.0,2626638.0,Macy's,Cnucpkiwyoai,0.0,562.0,NEF9208,Jteecztsymoeggilrekjp,D
Coral Springs,Dockhhclpvlxttynjdli,25062.0,CA,1-720-664-0283,2.0,United States of America,U,Gaftcjlgfslddxsotjopfxvcekifiwulbtlhgkaudlovvrjfybgpyjbiugsb,,Twpfvdxzxguabvcnfyhxhvrxqfcnwfgcyhuafeqpoedzescsrqgbvfx,,O,0.0,595730.0,Expeditors International,jcvjvdks,4.0,385.0,Doc9209,QBUFAYNDNVNGWKGCHZHPJNWEXT,j
Salt Lake City,Kfjolcfg,192169.0,MN,1-839-882-6088,4.0,United States of America,U,Ghondwjspviutfcgoxqrsyiskgmpbhhreuawi,84.0,Vrrrpyblmqnzgipeqvcjaqyap,m,O,5.0,3488045.0,Werner Enterprises,Tayouyd,5.0,510.0,Kfj9210,Dykvlnyqaxss,
Huntington,tajsb,3702.0,MI,1-352-424-7336,2.0,United States of America,M,Qrvodnkirzltwhclntt,75.0,Fsfhouuttsnnderoppnextjcdypcbukuzrnp,,O,4.0,2272366.0,Chevron,Cykjrihyvua,2.0,592.0,taj9211,KQOYVKSIZPOBEBZU,
Tulsa,Ycqygoqlhttmapqjq,42734.0,MT,1-623-752-7526,4.0,Canada,D,Adktqpedvxqr,71.0,UDBQHFAUCAADXBXMOARBBV,,R,2.0,2966797.0,FPL Group,VTMTYCIJRIXN,0.0,414.0,Ycq9212,Cknbeyrg,g
Vancouver,geuszdjzjixa,171321.0,TX,1-401-248-2354,1.0,Canada,U,JTCLJUREOFOWOCKBLTVQNURBBLLCKWRRKFHPNECSSUGVOFSXHQKTXFCQ,0.0,xvbtqetxcuzqvjjobucrjszyohyscsqnjbytauewgcdxkaknzhaqkpddia,,O,5.0,811317.0,,Rdzzerer,1.0,531.0,geu9213,Qkapuyetksgewbuosczkdweikhnb,
San Diego,aphcnrzlkkiamhcollphrxwwgu,173619.0,NM,1-375-969-9352,1.0,United States of America,U,rulhbj,52.0,Hcnfcfkhldlecqgldfrhegibvedbqviiorppuutehgmsdwhlmig,F,O,5.0,2286478.0,McDonald's,TXNXZPUXL,2.0,456.0,aph9214,GVFHZXYABLSRULZL,
Milwaukee,Lgoek,160290.0,ND,1-246-250-5029,2.0,United States of America,U,Rummsghdcqukanqnhxaqcjpxyjnielkdezdbjprdpblxtqep,72.0,Mjhlptqgtuuxbhpuuligiaeeloaggdhfmg,,R,5.0,2947139.0,Kraft Foods,Vwfrv,1.0,327.0,Lgo9215,Mohlcicpbskabzyccecrfocgozxkv,
Wichita,Yhnxccdsrvkvf,278170.0,MA,1-297-274-8671,2.0,United States of America,S,Eihugfbgjuufuyorcpogmekthgboohyeecrqiyoxfoh,44.0,Mzlnkdemzindjazpmhkicny,,O,4.0,3444949.0,Interactive Brokers Group,VLRXZCI,4.0,617.0,Yhn9216,OOFOZOADDNZPZBV,
Glendale,ZXHUOLPRMDCWVHKOBMHJWSXBU,165449.0,AK,1-015-340-9847,,United States of America,M,Pasmvlveygvbmxszvokqubizkafpaaivfztcfqbjefmrsdvrhhyyfknoaswcdlrxjhdv,72.0,Tyiypmulcrxwbflshghyidebuqbyllwlnprplnnbfbjrwwgecnhlfuyxqvhllmwc,,O,2.0,2428103.0,Nacco Industries,MQKRFP,1.0,590.0,ZXH9217,Kuvdeov,w
Madison,Qlsxjepqjbfaccsxedynb,455788.0,NM,1-747-775-7347,6.0,United States of America,U,SJJEWFRRNTMFSOECIDMBHWYIYQG,79.0,txpqcmhlorwig,M,U,1.0,2434001.0,Rohm & Haas,wsoabj,0.0,797.0,Qls9218,UHHUBDAACEILNCQGNYBXLPIJLRX,
