AgencyID,Country,NetWorth,AddressLine2,Phone,Employer,Income,NumberCreditCards,MiddleInitial,OwnOrRentFlag,FirstName,LastName,Gender,AddressLine1,PostalCode,City
Hes4340,United States of America,1360868.0,,1-384-288-0709,State Street Corp.,248027.0,0.0,,R,LAUREEN,Hesse,M,10010 alonzo lane,V6m 1v8,Dallas
ken4341,United States of America,3436227.0,,1-702-603-7446,Del Monte Foods,457802.0,8.0,K,O,Ved,kenyon,f,8990 TRAFALGAR BOULEVARD,H5L 1O6,Newark
GRE4342,United States of America,1994840.0,,1-251-856-0630,Tenet Healthcare,91671.0,5.0,,O,AILEY,GREBIL,,4024 savannah road,76001,Oxnard
fau4343,United States of America,2572827.0,,1-639-973-8298,RBS Global,300853.0,3.0,O,,thanh-quoc,faubert,,16787 broad drive,80918,Fargo
KAY4344,United States of America,2733553.0,APT. 607,1-126-237-2401,Las Vegas Sands,402253.0,1.0,,O,Annalise,KAYAR,,3561 hilltop lower,63161,Jacksonville
GOO4345,United States of America,1109504.0,suite 274,1-963-394-0472,Quanta Services,469155.0,0.0,,O,marjo,GOODSON,,10252 main lower,M6s 1h6,Kitchener
Lib4346,United States of America,3577569.0,,1-122-290-4865,Jack in the Box,37300.0,0.0,,O,Rycca,Libadmin,m,24940 CORALBERRY BOULEVARD,90280,New Haven
Kov4347,Canada,1759158.0,Apt. 355,1-418-342-7698,HCA,23070.0,4.0,,O,dawn,Kovats,f,5397 gessner drive,93726,Macon
COT4348,United States of America,3757860.0,,1-018-557-0006,Eastman Kodak,205607.0,4.0,V,O,Bambi,COTNAM,,4197 vicente south,23282,Washington
kar4349,United States of America,1276411.0,Apt. 597,1-393-415-8392,Discover Financial Services,364271.0,5.0,,U,NOELLE,karhuniemi,,24330 carnation park,32311,Huntsville
ric4350,United States of America,3226822.0,,1-467-482-9353,Pfizer,383948.0,7.0,G,O,Kirbie,rickard,m,14499 lyle way,35878,Brownsville
let4351,United States of America,,,1-357-360-4154,Inergy Holdings,117216.0,8.0,Y,O,Narinder,lett,f,12279 valley vista upper,52404,Newport News
Ave4352,United States of America,3576358.0,,1-812-616-7200,Publix Super Markets,161014.0,1.0,,U,penelopa,Avery,m,9521 oliver lane,19183,New Orleans
nor4353,United States of America,1820559.0,,1-654-942-3301,AbitibiBowater,257128.0,1.0,E,O,paul,norman,,13971 milbury court,x1h 1t1,Las Vegas
Hab4354,Canada,3708236.0,,1-745-588-7016,Amkor Technology,298247.0,7.0,,R,Qainsp,Habelrih,,20031 crumley south,93301,Oklahoma City
Lat4355,United States of America,1734153.0,,1-932-035-7774,Perot Systems,123295.0,10.0,,O,IDUS,Lattanzi,,7290 macon way,20081,Scottsdale
LET4356,United States of America,445458.0,,1-268-383-6134,SPX,68134.0,7.0,B,U,JULEE,LETHBRIDGE,,2045 brielle upper,V6m 1t9,Thousand Oaks
Sto4357,United States of America,1968176.0,,1-441-685-8957,SAIC,325684.0,5.0,L,O,SUNDARAM,Storey,,13506 LYLE WEST,t6d 1h4,Oklahoma City
SYL4358,United States of America,622079.0,,,,105465.0,9.0,,O,Cho,SYLVESTRE,,295 pelan way,91337,Pembroke Pines
DAN4359,United States of America,1896525.0,,1-334-173-6098,,101539.0,5.0,,R,Ramon,DANE,,20497 ECHO UPPER,60653,Oklahoma City
DES4360,United States of America,892117.0,apt. 646,1-448-797-5301,Oneok,13585.0,10.0,R,O,LETITIA,DESCHIFFART,,13839 lamport street,V6l 1v6,Spokane
Red4361,United States of America,3053070.0,,1-169-981-6667,Cognizant Technology Solutions,200625.0,,,O,shirley,Reddick,,20706 lyle north,80062,Irving
BAR4362,United States of America,3445326.0,,1-097-078-1576,Tupperware Brands,255018.0,,,O,Dela,BARTRA,,3149 central lane,97306,Salinas
Cla4364,United States of America,1470282.0,,1-380-951-6624,Electronic Arts,354633.0,10.0,,O,SHEKAR,Clairmont,,13696 cedar drive,60827,Ontario
BLA4365,United States of America,1851070.0,,1-109-121-8391,,423577.0,3.0,,U,Norri,BLAIR,f,24977 garden brook upper,b8b 1y8,Sacramento
HER4366,United States of America,1112692.0,,1-385-113-2403,Wyeth,343709.0,9.0,,O,Etienne,HERMES,m,18175 walnut east,78290,Alexandria
wom4367,United States of America,2293421.0,,1-778-131-0193,Puget Energy,176534.0,0.0,X,O,Lyndsie,womack,f,5678 DAYTON STREET,64135,Mesa
Cro4368,United States of America,2375379.0,,1-788-347-4376,,410820.0,6.0,,O,HILDEGAARD,Cronkwright,,18582 perimeter boulevard,70124,Corpus Christi
wim4369,United States of America,1098814.0,apt. 84,1-074-330-4067,Gap,63148.0,6.0,,R,GALEN,wimmer,,18591 chapin road,V6y 1u9,Rapid City
Rat4370,United States of America,3937786.0,,1-482-932-7898,Lennar,176887.0,10.0,,U,Franki,Rathbun,,24977 GARDEN BROOK UPPER,27414,New Haven
Par4371,Canada,340845.0,Apt. 480,1-143-708-2272,Chesapeake Energy,412056.0,0.0,,O,Goldwyn,Parra,F,10352 marathon drive,92171,Lansing
Stu4372,Canada,790315.0,,1-359-503-4771,Armstrong World Industries,369283.0,4.0,,R,annemarie,Stubbs,f,8726 shiner lane,70167,St. Louis
pan4373,United States of America,2972684.0,,1-252-576-9296,Dun & Bradstreet,487234.0,1.0,,O,WYNNE,panesar,,17388 OAKHURST LOWER,92118,Huntington Beach
Zal4374,United States of America,576332.0,,1-987-740-3644,MEMC Electronic Materials,416325.0,9.0,S,O,Yodha,Zaleski,,10442 silver sage street,h2f 1x3,Oakland
Mlc4375,United States of America,,,1-955-990-4598,,306126.0,3.0,,O,Greer,Mlcoch,M,8481 kirkwood south,80909,Savannah
MAC4376,United States of America,2374964.0,SUITE 429,1-435-398-5564,Paychex,,8.0,,R,dupuy,MAC MAID,,23459 wesleyan lane,93379,Columbus
Gri4377,United States of America,659856.0,,1-260-583-7545,Superior Energy Services,436207.0,9.0,O,R,brian,Grigsby,f,18591 chapin road,t6d 1g6,Simi Valley
Bri4378,Canada,3622516.0,,1-608-490-1025,Waste Management,341663.0,,G,O,chen-chen,Briard,,10256 BROWNWAY NORTH,10223,St. Catharines
cal4379,United States of America,2581455.0,Suite 97,1-569-129-8217,Southwestern Energy,250537.0,3.0,K,O,MARYLYNN,calmejane,f,2990 royal boulevard,92115,Elizabeth
DOB4380,United States of America,2790101.0,,1-019-038-4886,Nucor,277984.0,1.0,,U,valerye,DOBBY,,11650 brielle boulevard,90790,Yonkers
GAR4381,United States of America,,,1-945-538-8651,Newfield Exploration,47121.0,9.0,,,Chiu,GAREIS,,13568 green park,M2q 1e8,Tallahassee
WIL4382,United States of America,,,,Precision Castparts,101995.0,6.0,,O,opalina,WILHOIT,f,12835 ADDISON SOUTH,33110,Iqaluit
Irv4383,United States of America,1661433.0,,1-598-184-4310,Masco,182968.0,5.0,,O,Ronny,Irvine,N,15213 parsons rue,78740,Whitehorse
BYC4384,United States of America,1143553.0,,1-690-445-3372,Ingram Micro,261491.0,9.0,H,O,Rakhuma,BYCZKO,,22823 burgoyne boulevard,10032,Victoria
Kin4385,Canada,734384.0,,1-997-375-0797,Genzyme,480953.0,1.0,,O,casi,Kinsey,m,20124 river place drive,v6w 1w7,Wilmington
HAB4386,United States of America,895404.0,,1-758-916-7825,Popular,229628.0,2.0,,O,JAAN,HABELRIH,,22220 maywind road,T5d 1m4,Augusta
ROS4387,United States of America,1116807.0,,1-419-564-7297,TJX,361241.0,7.0,S,O,BABB,ROSEWELL,,10716 lavender east,94277,Long Beach
Bat4388,United States of America,1794990.0,,1-315-180-8086,AmeriCredit,,6.0,P,O,NESSY,Bateman,m,16605 turtle creek park,E7n 1h9,Moncton
Lak4389,Canada,3885194.0,,1-365-205-7597,Liz Claiborne,139300.0,8.0,T,O,BRITTA,Lakins,m,21088 murie street,32205,Little Rock
Pao4390,United States of America,2289652.0,,1-856-827-5514,,301930.0,6.0,Z,U,Verena,Paoletti,,9109 WESTERN WAY,78298,Philadelphia
FOG4391,United States of America,3808316.0,,1-640-018-7107,NII Holdings,395454.0,5.0,,O,Elliott,FOGELSON,,19332 tartan court,77029,Corpus Christi
Zin4392,United States of America,3800887.0,,1-026-786-4419,,287931.0,2.0,S,O,Clarita,Zinn,,11867 DAVIE NORTH,55140,Moreno Valley
Tho4393,United States of America,1193302.0,,1-835-970-6757,Thrivent Financial,245470.0,5.0,R,O,Hendrik,Thomlinson,f,7204 katherine boulevard,72284,Bridgeport
bhu4394,United States of America,2057643.0,,1-938-747-8434,URS,443370.0,0.0,,O,Dalila,bhullar,,13435 TOWERWOOD WEST,93706,Arlington
BAG4395,United States of America,1998868.0,,1-551-971-5307,ProLogis,241768.0,5.0,,O,Liduine,BAGG,,11115 MIDLAND AVENUE,25324,Santa Ana
Atp4396,United States of America,2102461.0,,1-043-908-4167,Steelcase,158212.0,7.0,Q,O,Catlin,Atp,,3131 wathan south,H6A 1Z3,Concord
Dei4397,United States of America,3752822.0,,1-983-623-6726,Lockheed Martin,466760.0,7.0,,O,Costas-dinos,Deitiker,,2682 lumber park,23281,Stamford
PEE4398,United States of America,237708.0,,1-412-566-8971,Kellogg,319184.0,9.0,,O,IDELLE,PEEDIN,M,24560 ketch upper,47725,Rockford
Aza4399,Canada,446039.0,,,Wesco International,351059.0,5.0,,R,CRISTIAN,Azarshahi,,23057 broken oak avenue,77223,Alexandria
Kay4400,United States of America,,,1-021-399-9031,KB Home,,4.0,Z,U,dore,Kayser,,7079 collinwood west,M5D 1V2,Akron
Sye4401,United States of America,1475593.0,Suite 454,1-221-105-6757,Tech Data,,5.0,,O,Gracie,Syed,,8478 green avenue,V6f 1w8,Grand Prairie
duk4402,United States of America,349849.0,,1-722-835-0590,Abbott Laboratories,199465.0,10.0,,O,Malory,dukes,,16547 danvers rue,91166,Fayetteville
Pkd4403,United States of America,1345608.0,,1-191-861-6456,Amerigroup,387100.0,0.0,,O,Corry,Pkdcd,,21027 saratoga drive,90348,St. Catharines
Isk4404,United States of America,1252041.0,,1-792-607-1366,W.W. Grainger,210170.0,1.0,,O,AMELITA,Iskandar,,5731 cadiz lower,72232,Calgary
Dav4405,United States of America,700515.0,,1-939-076-3536,Emcor Group,329536.0,1.0,,O,Francene,Davidovich,,13010 ingersoll crescent,V6u 1r2,Fort Lauderdale
war4406,United States of America,189629.0,,1-310-589-1604,Scotts Miracle-Gro,197526.0,8.0,T,U,Moray,warun,,16652 nowita west,85261,Reno
Fre4407,Canada,2252856.0,,1-810-360-6922,Massey Energy,497966.0,1.0,,O,Maressa,Fredriksen,m,19875 keswick avenue,M1i 1r1,Boston
O'M4408,United States of America,839241.0,,1-292-393-8984,Interstate Bakeries,21149.0,6.0,,O,CATHLENE,O'MURCHU,M,1243 marcus east,M5a 1u4,Jackson
Ruc4409,Canada,2668914.0,,1-064-213-8946,National Life Group,437354.0,,,O,Oguz,Ruck,,20215 NEALY AVENUE,20076,Livonia
GAN4410,Canada,1526669.0,,1-892-353-4619,Westlake Chemical,191111.0,5.0,,O,Charene,GANNON,,3388 concord crescent,80072,Fairbanks
Col4411,Canada,1825975.0,,1-352-038-8179,NCI Building Systems,48073.0,4.0,,O,Adrienne,Colvin,,11319 devonshire rue,77093,Livonia
gen4412,United States of America,649048.0,,1-139-504-4297,NetApp,393791.0,7.0,,U,CORTLAND,genge,,20031 crumley south,m8a 1x9,Fort Smith
Bla4413,Canada,2615842.0,,1-934-764-7298,Lam Research,420266.0,8.0,X,U,katrina,Blaschuk,m,5148 GEMINI EAST,93851,Tempe
Tap4414,United States of America,683969.0,,1-233-422-8309,TravelCenters of America,271166.0,10.0,P,O,isaac,Tapner,m,14073 DEXTER WEST,T5C 1U1,Grand Prairie
Hor4415,United States of America,250393.0,,1-518-374-9317,Alliance Data Systems,45986.0,7.0,T,U,fitness,Horianopoulos,,10033 lake upper,94229,St. Petersburg
SUM4416,United States of America,675685.0,Suite 244,1-617-783-3379,Werner Enterprises,268405.0,9.0,,O,mable,SUMI,,3333 neville court,15235,Santa Fe
Tur4417,United States of America,94228.0,,1-965-397-5831,Aleris International,155171.0,5.0,,O,Wannell,Turner,,15310 MEADOWLARK EAST,43604,Garden Grove
Fai4418,United States of America,2731721.0,,1-530-632-0169,A. Schulman,328872.0,10.0,,O,Peng-david,Faison,M,22806 garson east,06602,Denver
SET4419,United States of America,2104750.0,,1-399-126-7286,Unisys,301602.0,8.0,,O,Eyde,SETO,,8967 penn rue,19243,Sherbrooke
sin4420,United States of America,3556648.0,APT. 129,,AptarGroup,416332.0,8.0,,O,PARKER,sinanan,,19921 ramsey lane,92507,Hialeah
Ewi4421,United States of America,1326989.0,,1-400-684-0056,Burlington Northern Santa Fe,74200.0,8.0,,O,Stesha,Ewing,,5714 FURTH DRIVE,32211,London
WIL4422,United States of America,2184065.0,,1-859-580-6818,ConocoPhillips,191221.0,4.0,,O,BERNI,WILKEN,,17714 VIKING ROAD,h5i 1o5,Billings
Leo4423,Canada,2904252.0,,1-366-190-8658,,308477.0,2.0,,O,coraline,Leow,,8705 flagler park,R5G 1M4,Oceanside
MIC4424,United States of America,1661228.0,,1-174-837-3447,Steelcase,112512.0,3.0,,R,fidelia,MICUCCI,,18951 camden court,10146,Indianapolis
Men4425,United States of America,783794.0,,1-609-449-4036,NSTAR,257797.0,5.0,,U,Tianbao,Mendelsohn,M,16511 yamato lower,98004,Quebec
dil4426,United States of America,2709540.0,,1-109-336-1039,Quest Diagnostics,303975.0,10.0,Y,O,atalanta,dilallo,,13010 ingersoll crescent,14627,Thousand Oaks
Cre4427,United States of America,2356613.0,,1-870-040-0454,WellPoint,389069.0,7.0,,O,QAINFO,Creamer,f,14036 saratoga west,85010,Rapid City
You4428,United States of America,,Apt. 939,1-949-219-0176,Goldman Sachs Group,182693.0,8.0,,O,Zafer,Youngs,,23375 noonan boulevard,h2f 1v5,Lafayette
CER4429,Canada,994860.0,,1-413-167-9282,Freddie Mac,107492.0,2.0,,,Harmonie,CERANIC,M,12769 allen park,80040,Orange
Spl4430,United States of America,634746.0,,1-571-067-5285,Google,434960.0,9.0,D,R,JOHNNY,Splitt,,9448 elle lee north,92109,Modesto
SHE4431,United States of America,148239.0,suite 382,1-322-216-7101,NetApp,382711.0,4.0,,O,GNNI,SHEA,f,7076 chapin drive,T5d 1l9,Concord
Bul4432,United States of America,736114.0,,1-202-981-1317,Archer Daniels Midland,152887.0,1.0,,R,cordy,Bulger,,8211 pelican avenue,77121,Vallejo
pus4433,United States of America,885201.0,,1-945-995-5487,,158889.0,2.0,N,U,gini,pusztai,F,22024 DARLINGTON NORTH,55416,Cedar Rapids
HOR4434,United States of America,1739395.0,,1-986-537-8259,Coca-Cola,440008.0,10.0,,O,Shobana,HORBAN,,13019 8th south,55130,Columbus
Loc4435,United States of America,1064661.0,,1-476-844-9533,Radian Group,299517.0,1.0,P,O,CHARLENA,Lockett,,8065 killeen upper,36637,Rockford
Kir4436,Canada,3892709.0,,1-729-923-6781,Rockwell Automation,263922.0,4.0,,,MARYLIN,Kirkwood,,12009 pharr south,25303,Kansas City
wig4437,Canada,3618277.0,,1-484-929-5265,Furniture Brands International,458346.0,3.0,S,O,kaylee,wiggs,,14242 beach lower,60785,Pomona
mad4438,Canada,2584482.0,,1-333-675-1179,Freescale Semiconductor,335334.0,3.0,Z,R,Kynthia,madigan,,23477 HAVENRIDGE RUE,80092,Akron
Vir4439,United States of America,3199985.0,,1-567-020-3294,Hewitt Associates,404847.0,3.0,,O,KIN-WAI,Viriato,,9210 curtis north,66214,Winston-Salem
Bah4440,United States of America,2708481.0,Apt. 849,1-277-742-9625,Belden,333852.0,0.0,Z,U,seang,Bahgat,F,21829 midland boulevard,93064,Salinas
SEN4441,United States of America,,,,General Electric,247365.0,5.0,,O,minnnie,SENIUK,F,19588 keswick drive,97310,Windsor
Cha4442,Canada,,,,Walt Disney,252580.0,5.0,S,U,Joan,Chartier,B,23849 westerley south,70148,Pembroke Pines
sie4443,United States of America,2129101.0,,1-413-807-6082,CB Richard Ellis Group,142476.0,5.0,,O,jolee,sieben,,6963 emmonds drive,77087,Cleveland
gra4444,United States of America,1939375.0,,1-021-869-5409,,400204.0,,,O,ANNET,graman,M,15594 oliver upper,e7o 1l9,Rapid City
DEC4445,United States of America,2542875.0,Apt. 271,1-854-405-5485,Time Warner,439933.0,6.0,,U,KANNAN,DECOURCY,f,12767 garson court,06709,Newport News
bro4446,United States of America,3156456.0,,1-028-803-8007,Murphy Oil,119348.0,8.0,,O,ITALO,brombal,,20664 ross upper,90783,Memphis
Bal4447,United States of America,1749005.0,apt. 587,1-249-122-8974,VeraSun Energy,102791.0,7.0,,O,Chawki,Ballinger,F,1121 greene park,91119,St. Louis
Dal4448,Canada,3148926.0,,1-820-716-8973,NetApp,208419.0,0.0,,R,CAITLIN,Dall'oste,,20623 hickory street,V5d 1m8,Torrance
uhl4449,United States of America,3400941.0,,1-081-831-9400,NBTY,410708.0,7.0,,O,SEVEN,uhlig,,16655 VENTURA NORTH,64199,Palmdale
Rol4450,United States of America,1056500.0,SUITE 44,1-753-578-1335,Joy Global,40444.0,6.0,E,,MATILDA,Rolfes,,3760 dearborn east,t5c 1v3,Sydney
mai4451,United States of America,2288860.0,apt. 630,1-184-382-8210,DISH Network,127233.0,4.0,,O,maciej,maisonneuve,,20609 shiner east,T6D 1A2,Billings
pac4452,Canada,1208933.0,,1-150-235-7926,,57442.0,0.0,,O,Yu-hung,pacheco,f,13914 fairmount lower,V6P 1W2,Livonia
Suh4453,Canada,2368908.0,,1-918-865-4490,Bob Evans Farms,5115.0,3.0,,U,Margarete,Suharly,,21813 purdue upper,90095,Stamford
Ash4454,United States of America,3466072.0,,1-919-928-9686,Mueller Industries,370669.0,6.0,,,ardeen,Ashberry,,19470 ennis crescent,10192,Orange
Mos4455,United States of America,175694.0,,1-023-004-1324,MasterCard,473373.0,3.0,D,R,WALLACE,Moseby,,10098 upton way,06503,San Antonio
Jam4456,United States of America,,,1-147-655-4158,Patterson,322832.0,0.0,,O,chungsik,Jamensky,,11583 WAYNE ROAD,10024,Vallejo
Syl4457,United States of America,1090289.0,,1-810-589-9385,Pitney Bowes,424662.0,5.0,,O,emile,Sylvie,,14821 north upper,V6y 1r5,Nashua
mar4458,United States of America,992563.0,,1-967-197-0797,Crosstex Energy,370473.0,1.0,,,YOKO,marciniuk,,8426 navidad way,65801,Corpus Christi
IMB4459,United States of America,272971.0,,1-248-704-2743,Bio-Rad Laboratories,207661.0,3.0,,O,DI,IMBEMBA,,13932 yamato way,60661,Omaha
Vir4460,Canada,509130.0,,1-230-674-8084,United Refining,,7.0,,U,Laurna,Virchick,,24458 alamo upper,94147,St. Petersburg
Zad4461,United States of America,2606590.0,,1-900-703-9476,Ametek,301121.0,2.0,,O,mehmud,Zadorozny,,22162 alabama drive,C2a 4w4,Berkeley
lov4462,United States of America,2961203.0,,1-721-411-5225,NuStar Energy,328939.0,,,O,tom,lovatt,F,6480 rockhill crescent,M5d 1u1,Sudbury
Tow4463,United States of America,1632349.0,apt. 318,1-800-324-6614,Casey's General Stores,108275.0,3.0,C,O,Layney,Townson,m,19748 alexis upper,v6m 1w9,Lewiston
cli4464,United States of America,1339623.0,APT. 965,1-395-023-6191,Church & Dwight,131046.0,8.0,,O,Carmita,clifton,,5052 california lower,h6b 1y8,Chula Vista
ZBI4465,United States of America,152465.0,,1-421-326-2895,Burger King Holdings,450227.0,3.0,,R,Ringo,ZBIB,,23366 harris way,35834,Corona
Cop4466,United States of America,2141567.0,,,Staples,273386.0,,,,emyle,Copley,F,2284 NORTHSHORE BOULEVARD,H6d 1w8,West Valley
Mck4467,Canada,2903661.0,,1-853-771-8772,Express Scripts,407910.0,0.0,,O,balakrishna,Mckinlay,,24468 brooks lane,V6N 1T4,Dawson City
run4468,United States of America,1097525.0,,1-666-686-6476,Molina Healthcare,148628.0,10.0,,O,balakrishna,runyon,M,16508 CLEVELAND UPPER,80229,Cheyenne
MUM4469,United States of America,377486.0,,1-092-833-2443,Sonoco Products,403130.0,1.0,Y,R,Kac,MUMMY-CRAFT,,4474 valley vista crescent,H5K 1O2,Grand Prairie
BEA4470,Canada,2761903.0,,1-770-386-2045,DST Systems,497628.0,10.0,,O,Zsazsa,BEAUDIN,,13372 winifred lane,98165,Vallejo
Mus4471,United States of America,1756876.0,,1-963-074-3240,,119959.0,5.0,F,O,MERRIDIE,Mussar,m,19412 broad lower,C2a 4w2,Casper
Bou4472,United States of America,3840537.0,,1-824-635-3748,Arkansas Best,454769.0,0.0,,O,Sati,Bourgault,,5286 nolan road,23456,Nashua
SID4473,United States of America,254897.0,,1-329-267-1413,Procter & Gamble,28780.0,7.0,,O,HIROSHI,SIDOR,M,20940 shearer drive,E7O 1M9,Memphis
BVW4474,Canada,3166324.0,,1-106-575-0352,Inergy Holdings,241731.0,,Y,U,Felice,BVWORKS,,20433 sun tree upper,M4j 1n1,Madison
mcc4475,United States of America,379506.0,,1-686-377-9958,Varian Medical Systems,300834.0,10.0,,O,Concordia,mccarthy,M,12667 brighton road,80231,Anchorage
gor4476,United States of America,3516026.0,,1-208-546-1483,Sprint Nextel,453230.0,3.0,J,U,Eoin,gorman,F,18947 FRESCO LANE,35264,Mount Pearl
col4477,United States of America,1766102.0,,1-768-432-8632,AGCO,173201.0,5.0,,O,Cordelie,collyer,M,2459 WILSHIRE COURT,E7N 1N9,Lewiston
Wil4478,Canada,2600781.0,apt. 876,1-622-356-6405,RSC Holdings,160432.0,0.0,,O,ELENA,Willekes,F,7575 BERNARD COURT,E7N 1L7,Pomona
reg4479,United States of America,2127431.0,,1-711-953-4456,Varian Medical Systems,134181.0,9.0,,O,Veronica,rege,,15015 lullwood road,90362,Windsor
cae4480,United States of America,,,1-070-792-1529,ITT,,7.0,P,O,HAILEE,cae,m,14754 woodview east,V6m 1w8,Jackson
azz4481,United States of America,765852.0,,1-115-591-4385,Continental Airlines,126371.0,6.0,,O,sacto,azzuolo,m,7755 pinto street,38135,Windsor
dre4482,United States of America,2699993.0,,1-754-349-8151,Equity Residential,400884.0,4.0,,R,GRETTA,drewes,,15296 westmere way,39203,Windsor
her4483,United States of America,2718531.0,,1-943-733-4117,Pep Boys,119069.0,10.0,D,R,MATILDE,herrmann,,22177 MINOT NORTH,94630,Amarillo
hol4484,United States of America,1263694.0,,1-835-915-6430,Mettler-Toledo International,401281.0,1.0,E,O,Krista,holley,,13555 ALMONT WAY,V6y 1w1,Little Rock
CRE4485,United States of America,2759617.0,,1-206-574-7208,Textron,419561.0,9.0,,O,kazuhito,CRE,,1426 basswood avenue,90867,Yellow Knife
ANO4486,United States of America,3627001.0,,1-397-710-0539,Ameren,178713.0,6.0,,O,Merissa,ANOLIK,f,20738 landera east,53701,Beaumont
Hol4487,United States of America,1850242.0,,1-567-747-5916,Applied Industrial Tech,454276.0,1.0,,R,Jon,Hollis,,1063 los altos north,23452,Nashville
Mcc4488,Canada,92455.0,,1-727-799-5705,W.R. Berkley,59477.0,3.0,R,R,marjory,Mccue,,18955 spruce street,37924,Cedar Rapids
ADE4489,United States of America,2610393.0,,1-784-833-1368,Hill-Rom Holdings,337054.0,10.0,L,O,ROBINIA,ADEY,B,12513 wesleyan boulevard,H2c 1z2,Hull
Fre4490,United States of America,1744065.0,,1-624-830-7451,L-3 Communications,34169.0,8.0,J,O,firat,Freeth,,20387 fox grove park,90178,San Bernardino
jam4491,United States of America,3739091.0,SUITE 308,1-504-248-1997,Casey's General Stores,421062.0,9.0,U,R,Bulletin,jamensky,F,322 cantrell park,85019,Topeka
Bre4492,United States of America,1564070.0,,1-519-643-6850,W.W. Grainger,432393.0,7.0,Z,O,jolyn,Brennand,m,23165 kentucky street,93347,Montpelier
Unk4493,United States of America,2000094.0,,1-282-604-1087,Cabela's,281939.0,2.0,,O,katha,Unkles,M,18326 rampart south,T6a 1g7,Riverside
Sal4494,United States of America,953262.0,,1-598-755-6397,Public Storage,255085.0,5.0,,R,Tyler,Salkilld,F,17398 PEACHTREE PARK,V6N 1S6,Hamilton
Mit4495,United States of America,3004941.0,,1-374-914-5196,Eli Lilly,455608.0,8.0,,O,LINNEA,Mitrou,,13222 glen loch road,H2a 1x6,West Covina
Kom4496,United States of America,622801.0,,1-448-813-5527,Tyson Foods,411287.0,7.0,L,O,Ruben,Komatsu,f,1270 hughes lane,90149,Frederick
FAI4497,Canada,2713174.0,,1-681-386-1406,Tractor Supply,91656.0,7.0,,O,Emanuel,FAIRLIE,,11316 hampton street,94329,Naperville
Cis4498,United States of America,1337287.0,,1-702-066-1552,Kla-Tencor,240004.0,5.0,,O,pier,Ciskowski,f,11683 BASSWOOD NORTH,94325,Pomona
SHI4499,United States of America,2251723.0,,1-908-481-7410,Career Education,120662.0,6.0,,O,ADORNE,SHIGEMURA,,7776 INWOOD LOWER,20093,Baltimore
Gla4500,United States of America,832323.0,,1-734-225-5356,Inergy Holdings,40354.0,,,,ILAN,Glazer,,17781 creekmoor upper,78274,Topeka
Hr4501,United States of America,3870989.0,,1-991-218-4675,Owens & Minor,168373.0,0.0,O,U,Trisha,Hr,m,22870 LA CIENEGA STREET,23256,Concord
Bra4502,Canada,1234672.0,,,Colgate-Palmolive,98735.0,3.0,L,O,TIMMI,Branscombe,F,5258 trinity west,70185,Oceanside
NAD4503,United States of America,458148.0,,1-393-977-6602,Rock-Tenn,178254.0,6.0,,R,ROBY,NADON,M,1485 pemberton way,E7o 1f9,San Jose
GAL4504,United States of America,544182.0,,1-713-548-8426,Mutual Life Insurance,243956.0,3.0,D,O,YUNG,GALBRAITH,F,14276 CEDAR SPRINGS EAST,90186,St. Catharines
Col4505,United States of America,3459537.0,,1-359-595-7330,Men's Wearhouse,304145.0,1.0,L,,PATCH,Colterman,,1306 waldemar avenue,t6d 1f2,Rochester
Emo4506,United States of America,2479432.0,,1-396-253-6859,Pacific Life,40772.0,1.0,,O,Bathsheba,Emond,m,8334 camp bowie upper,35804,Regina
Ben4507,United States of America,,,1-164-425-6373,Burlington Northern Santa Fe,235869.0,6.0,,R,siamak,Benthin,f,19615 INGERSOLL RUE,x5f 1u4,Miami
Sam4508,United States of America,1870058.0,,1-004-978-2016,Buckeye GP Holdings,277855.0,3.0,,R,Rajan,Samhaber,,13064 ennis upper,55406,Halifax
Squ4509,United States of America,3749435.0,,1-371-419-6159,Scotts Miracle-Gro,284961.0,6.0,,O,Kassem,Squizzato,F,23999 3rd west,V6G 1U2,Arlington
Koe4510,Canada,574175.0,,1-524-380-4444,ITT,468885.0,6.0,,O,Mehdi,Koellner,,23276 dillbeck upper,M6u 1i6,Detroit
Wol4511,United States of America,1989202.0,,1-959-501-7758,FedEx,254074.0,5.0,,O,THEADORA,Wolfman,,15845 mallory boulevard,94615,Burlington
SER4512,Canada,1946285.0,,1-725-166-5590,HealthSouth,483195.0,3.0,,,Ester,SERACK,,15465 BEACH UPPER,35888,Beaumont
Whi4513,Canada,2563342.0,,1-878-409-3903,Constellation Energy,162095.0,7.0,F,O,LOLITA,Whitaker,m,8481 KIRKWOOD SOUTH,88001,Cleveland
vei4514,United States of America,3313326.0,,1-038-279-3631,World Fuel Services,231090.0,2.0,,O,tonia,veit,M,1968 lemming lower,H5l 1p3,Columbia
LEV4515,United States of America,2052188.0,,1-908-794-5374,McClatchy,473528.0,4.0,,O,Cloris,LEVERT,f,15748 royalton park,38131,Iqaluit
Haf4516,Canada,1102267.0,,1-483-392-6780,Teleflex,410380.0,8.0,,O,Hedy,Hafermalz,f,24468 brooks lane,80035,Burlington
Tol4517,United States of America,656689.0,,1-889-959-3037,Capital One Financial,422529.0,4.0,,U,Dorian,Tolson,,18885 rogers rue,79951,Mount Pearl
PET4518,Canada,1007589.0,apt. 37,1-540-336-0990,Big Lots,434499.0,6.0,,O,emilia,PETZOLD,,14408 preston west,38125,Saint John
