Age,MaritalStatus,NumberCreditCards,Phone,PostalCode,AgencyID,NetWorth,LastName,OwnOrRentFlag,MiddleInitial,NumberCars,Country,Gender,CreditRating,Income,City,AddressLine2,Employer,AddressLine1,NumberChildren,State,FirstName
93.0,U,9.0,1-929-877-0764,X5f 1u5,Fro3842,2601096.0,Frodsham,O,H,4.0,United States of America,f,687.0,474590.0,Springfield,,Sealed Air,12727 HAYDEN CRESCENT,3.0,Manitoba,Marce
62.0,S,4.0,1-591-177-9817,73144,Men3843,170906.0,Menzel,O,,5.0,United States of America,,582.0,91643.0,Cedar Rapids,,KBR,19156 cherry bend upper,2.0,GA,Esther
93.0,M,3.0,1-102-929-9677,T5b 1m3,Bus3844,1614723.0,Busko,O,,1.0,United States of America,M,,,Torrance,suite 459,Avnet,15917 scanlin east,0.0,NH,TINEKE
1.0,U,,1-811-612-1190,28311,Wei3845,3141717.0,Weitz,O,,,United States of America,,485.0,277979.0,Des Moines,,Kansas City Southern,13689 GULFTON DRIVE,4.0,TN,KENDRA
42.0,D,10.0,1-620-412-9037,50323,Cle3846,2594540.0,Clegg,R,L,5.0,United States of America,,685.0,70176.0,Anaheim,,Tech Data,24555 rexford north,3.0,FL,Lynett
13.0,S,4.0,1-934-158-7897,V6l 1v8,Win3847,2227290.0,Windsor,O,,5.0,United States of America,F,492.0,267081.0,Shreveport,,U.S. Bancorp,2328 GRACIE AVENUE,0.0,NE,Tayeb
10.0,,7.0,1-327-461-7717,H6A 1Y8,Soh3848,519103.0,Sohal,O,,3.0,United States of America,m,801.0,117882.0,Miami,Suite 405,Liz Claiborne,6769 pasadena upper,3.0,MT,MARTELLE
84.0,M,8.0,1-425-446-7537,05401,She3849,2412460.0,Sherow,O,,4.0,United States of America,,310.0,215564.0,Lubbock,,Kraft Foods,1322 oasis drive,0.0,FL,felicdad
68.0,S,5.0,1-020-064-5168,V6T 1Q1,Caw3850,,Cawley,R,,3.0,United States of America,,682.0,397315.0,Costa Mesa,,eBay,13888 kegleman west,2.0,MT,meriline
32.0,D,8.0,1-807-429-1321,98182,Jew3851,858455.0,Jew,O,,0.0,Canada,,337.0,251895.0,Oakland,,Prudential Financial,3624 shelter way,1.0,AR,VASU
42.0,U,2.0,,T6a 1i8,STA3852,2787342.0,STARSDPS,O,K,4.0,United States of America,,816.0,111248.0,Hay River,,Moog,12845 tully north,1.0,OK,brande
61.0,M,4.0,1-840-381-3691,53742,Mod3853,1839144.0,Modafferi,U,,0.0,United States of America,m,754.0,253682.0,Bakersfield,,Cincinnati Financial,20493 hirsch lower,5.0,KS,Heleen
80.0,U,3.0,1-151-989-4875,80190,Bor3854,70653.0,Borozny,O,,4.0,United States of America,,592.0,482631.0,Santa Ana,,Time Warner,3261 henderson south,2.0,TX,Alfie
42.0,D,10.0,1-384-061-1944,B8B 1Z6,COR3855,176534.0,CORR,O,,4.0,United States of America,,703.0,368947.0,Tucson,,Pilgrim's Pride,18087 gardener upper,2.0,HI,ZACK
47.0,U,5.0,1-327-748-3717,06510,Nis3856,1253228.0,Nishida,O,,2.0,United States of America,,548.0,279975.0,Chandler,,Boyd Gaming,10176 pinesap court,3.0,WY,Monroe
3.0,U,2.0,1-815-535-6822,80216,qui3857,3280715.0,quintero,R,F,,United States of America,M,689.0,284703.0,Modesto,,Greif,19156 cherry bend upper,5.0,British Columbia,JUNK
28.0,M,7.0,1-276-532-9869,31907,Bac3858,2360813.0,Bachmann,O,,4.0,United States of America,F,583.0,389072.0,Winnipeg,,Chemtura,13588 davie east,4.0,MD,dyanna
67.0,M,6.0,,95403,Beh3859,3261168.0,Behlen,O,,5.0,United States of America,m,,10312.0,Calgary,,United Natural Foods,13829 SANDPOINT PARK,0.0,CT,car
19.0,S,5.0,1-218-511-9759,20037,FON3860,3543582.0,FONTANILLA,O,,1.0,United States of America,,637.0,45223.0,El Paso,,Prudential Financial,8046 creekmoor south,4.0,New Brunswick,Laura
99.0,M,10.0,1-477-362-1457,91326,sle3861,3553513.0,sleeth,,J,1.0,United States of America,,478.0,284105.0,St. Petersburg,,Delphi,5398 collier crescent,4.0,TX,DIDANI
36.0,U,9.0,1-762-213-3610,85747,LAN3862,2182659.0,LANOSZKA,O,J,4.0,United States of America,M,384.0,62602.0,Plano,,American Financial Group,9473 powers way,5.0,Ontario,RAJINDERPAL
37.0,M,3.0,1-531-410-9458,10009,Bea3863,3900802.0,Beatty,O,,3.0,United States of America,,760.0,263510.0,Milwaukee,,Anixter International,4506 harris crescent,0.0,British Columbia,drusie
55.0,D,10.0,1-521-001-7188,V6T 1U9,rei3864,879138.0,reiser,O,,5.0,United States of America,m,814.0,371933.0,Lowell,,Allegheny Energy,15866 archer boulevard,3.0,MI,Betsy
61.0,M,9.0,1-451-674-9663,M5B 1X6,Cha3865,1753731.0,Chapman,U,,1.0,United States of America,,665.0,462898.0,Anaheim,,Monsanto,2882 WHISTLER LANE,1.0,IA,Burgess
19.0,U,3.0,1-840-921-7902,35262,Isk3866,2807626.0,Iskra,R,,1.0,United States of America,f,655.0,168370.0,Rapid City,,,6691 ocean rue,3.0,Manitoba,colm
73.0,,4.0,1-500-635-2980,23453,DE 3867,,DE BEAUMONT,O,,5.0,United States of America,f,433.0,128841.0,Topeka,,Amgen,8921 rampart court,3.0,NV,DARBIE
59.0,W,2.0,1-765-688-1000,10077,Del3868,2682714.0,Delahay,O,,4.0,United States of America,f,642.0,134679.0,Fayetteville,,Jarden,16488 yohan avenue,0.0,SD,Kellina
62.0,D,0.0,1-891-143-3987,E7o 1f6,Fra3869,3593836.0,Frampton,O,B,1.0,United States of America,,741.0,178966.0,Austin,suite 114,Coach,19873 WRIGHT AVENUE,4.0,IL,arts
26.0,D,0.0,1-367-934-3770,v6z 1u6,Rei3870,848352.0,Reichow,O,K,4.0,United States of America,,416.0,255559.0,Pembroke Pines,,Mutual of America Life,24713 SANDERS DRIVE,2.0,DE,elisabetta
58.0,S,10.0,,78420,Pea3871,3595777.0,Pearson,R,H,0.0,United States of America,,438.0,275450.0,Sunnyvale,,Symantec,12491 carroll boulevard,2.0,ND,cheslie
82.0,M,5.0,1-811-369-4798,35804,Hox3872,2670129.0,Hoxie,O,W,0.0,United States of America,,516.0,284488.0,Missoula,,Ametek,21747 durden drive,5.0,PA,Celyne
37.0,W,5.0,1-329-682-8868,53765,har3873,3662382.0,harter,O,S,5.0,United States of America,f,339.0,386187.0,Providence,,Moog,13506 lyle west,5.0,KS,Joydeep
49.0,S,4.0,1-013-905-7677,E7o 1h5,ACZ3874,1199647.0,ACZEL,O,J,4.0,United States of America,M,729.0,271085.0,Worcester,,Imation,24224 bolton upper,3.0,WY,dave
17.0,U,,1-818-571-9769,V6i 1q3,Bow3875,,Bowes,O,,1.0,United States of America,F,339.0,65303.0,Garden Grove,,Vought Aircraft Industries,6696 CAPITAL LANE,3.0,Saskatchewan,nomi
65.0,D,,1-088-806-9059,77092,BOW3876,2885068.0,BOWDEN,O,,5.0,Canada,M,340.0,416339.0,Dover,,Cabot,13622 houston way,2.0,MT,Andriette
75.0,,5.0,,H2c 1x4,XAV3877,360789.0,XAVIER,O,N,1.0,United States of America,F,704.0,69721.0,Philadelphia,,SunGard Data Systems,23366 harris way,0.0,NV,Naomi
100.0,M,6.0,1-058-412-8314,r3a 1n3,Van3878,2729238.0,Van hoy,O,,5.0,United States of America,F,467.0,485917.0,Oklahoma City,,E.W. Scripps,4806 crystal hills street,1.0,ID,Maisie
93.0,,10.0,1-502-878-4242,10046,Smi3879,859492.0,Smithdeal,O,Q,2.0,United States of America,,722.0,350425.0,Allentown,,Marathon Oil,909 sienna drive,,NY,OMAYMA
20.0,S,8.0,1-863-751-1470,91216,RIC3880,367593.0,RICHMOND,R,,2.0,United States of America,f,302.0,413022.0,Sherbrooke,,Stryker,21122 wesleyan east,3.0,VA,TXP
9.0,M,9.0,,V6t 1v8,Koo3881,2233443.0,Koolstra,O,,1.0,United States of America,,580.0,54119.0,Savannah,,Total System Services,1584 EMMONDS RUE,4.0,SD,DANIELE
90.0,S,4.0,,06703,gun3882,830213.0,gundecha,R,W,1.0,Canada,,511.0,13311.0,Durham,,Questar,24985 royal avenue,4.0,VT,SEDIGHEH
54.0,M,5.0,1-592-782-2932,98662,Fox3883,332338.0,Foxworthy,O,P,1.0,United States of America,,520.0,215228.0,Providence,,Alliance One International,11833 applewood east,2.0,HI,Starr
54.0,U,3.0,1-235-978-1596,74153,Kes3884,368931.0,Kessing,O,,0.0,Canada,m,313.0,131014.0,Thousand Oaks,,Sealed Air,15065 bellaire crescent,5.0,VT,jean-normand
31.0,,0.0,1-229-312-2473,78526,ess3885,2535264.0,essig,O,V,1.0,United States of America,f,779.0,276435.0,Pomona,,AECOM Technology,6480 ROCKHILL CRESCENT,2.0,NJ,Marlyne
16.0,U,6.0,1-263-130-0488,90877,Wea3886,1361087.0,Weathersbee,U,,4.0,United States of America,,830.0,277758.0,Oshawa,,Regal-Beloit,3384 SMITHDALE CRESCENT,2.0,NE,Karlyn
60.0,S,5.0,1-400-337-8019,48271,Sch3887,1613720.0,Scheible,O,,0.0,United States of America,f,711.0,166826.0,Montreal,Apt. 76,Century Aluminum,14285 kimberley south,4.0,ND,Steve
8.0,M,4.0,1-190-461-6643,94279,Ast3888,1781858.0,Astorino,O,A,2.0,United States of America,f,457.0,145725.0,Carrollton,,YRC Worldwide,24050 ESSINGTON EAST,5.0,MD,Helsa
56.0,W,8.0,1-914-791-7334,S7c 1n8,Sid3889,2791865.0,Siddall,O,Y,4.0,Canada,F,595.0,405488.0,Chesapeake,Suite 28,Penn National Gaming,7776 inwood lower,4.0,CO,Melinda
3.0,M,4.0,1-975-686-4201,V6g 1u1,Yak3890,2979142.0,Yakibchuk,O,A,1.0,United States of America,,637.0,133659.0,Elizabeth,,Northeast Utilities,14753 ankara north,5.0,AZ,Ellette
2.0,,8.0,1-763-255-8217,67205,Nor3891,377320.0,Norwood,R,J,3.0,Canada,f,738.0,403219.0,Phoenix,,Teleflex,24411 coit park,5.0,CO,Janos
88.0,M,2.0,1-105-707-5050,10128,Gru3892,2373015.0,Gruber,O,,0.0,Canada,m,753.0,348691.0,Fayetteville,,Costco Wholesale,18207 CONLEY SOUTH,5.0,AK,MARISKA
41.0,S,4.0,1-980-975-5706,85269,pls3893,3876229.0,plssup,O,,5.0,United States of America,m,573.0,464643.0,Omaha,,Xcel Energy,2761 trafalgar east,5.0,ID,samia
52.0,M,0.0,1-633-373-1097,t6b 1f3,bij3894,2449825.0,bijjani,,,1.0,Canada,f,672.0,149148.0,Allentown,,Affinia Group Intermediate,7788 holmes east,4.0,NY,Fawne
15.0,M,2.0,1-768-666-4510,94661,Cri3895,3049513.0,Cribbs,O,N,3.0,United States of America,,609.0,184736.0,Brownsville,,Parker Hannifin,6696 CAPITAL LANE,5.0,MT,gloria
100.0,D,4.0,1-853-368-8479,74127,Muk3896,2375253.0,Mukai,R,,4.0,Canada,,350.0,482748.0,London,,Gannett,10991 roseman road,3.0,KY,Fernando
70.0,S,0.0,1-360-443-7018,t6a 1h8,mcc3897,,mccready,O,,3.0,United States of America,,463.0,212523.0,Allentown,,Newell Rubbermaid,16415 four winds crescent,,DE,JANAYA
32.0,M,0.0,1-021-655-0829,h6d 1y3,bir3898,2646002.0,birk,O,,0.0,United States of America,M,517.0,418533.0,Tucson,,Coventry Health Care,4857 smith street,0.0,SC,KALEENA
80.0,D,1.0,1-267-719-3740,90257,GUI3899,1136767.0,GUINNANE,,,4.0,United States of America,,449.0,497476.0,Victoria,,MDU Resources Group,22594 reagan park,4.0,IN,DURALI
100.0,M,,1-838-092-4224,v6n 1s9,ben3900,1324485.0,benchimol,R,A,4.0,United States of America,,394.0,473084.0,Riverside,,,10479 WHITTINGTON RUE,5.0,CA,Hsieh
6.0,U,3.0,1-643-328-5107,99676,COV3901,2078134.0,COVINGTON,O,,5.0,United States of America,f,509.0,220065.0,Charlotte,,Zale,8774 crestline avenue,0.0,MD,IRA
15.0,,8.0,1-441-458-8686,77108,Bho3902,91450.0,Bhoday,R,,0.0,United States of America,m,836.0,87849.0,Sudbury,,Aleris International,7193 murray south,5.0,MI,randy
49.0,M,7.0,1-846-316-8097,m5f 1y3,WIL3903,2755178.0,WILLIS,O,D,1.0,United States of America,m,396.0,82316.0,Winnipeg,,Avon Products,17750 summer crest north,1.0,ME,Stoddard
53.0,S,0.0,1-502-134-4049,99654,FRA3904,1440455.0,FRANKCOM,O,,2.0,United States of America,,372.0,273497.0,Tempe,,Vectren,512 northland street,5.0,SC,robbi
66.0,U,2.0,1-486-876-9883,78420,bir3905,3349714.0,birtch,O,,4.0,United States of America,f,413.0,282351.0,Rancho Cucamonga,,Analog Devices,21889 west court,2.0,AL,Binnie
41.0,M,0.0,1-804-620-6818,53723,FRI3906,3019581.0,FRIERSON,O,I,3.0,United States of America,M,821.0,113830.0,St. Catharines,,Weyerhaeuser,4040 lendon east,2.0,AR,anne marie
13.0,W,0.0,1-907-455-0581,93820,KRI3907,2647195.0,KRIZ,O,V,0.0,United States of America,,639.0,194304.0,Knoxville,,Liberty Media,14324 waverly lower,3.0,VA,KIPPIE
26.0,D,6.0,1-130-136-5098,t6b 1k8,Eri3908,1918730.0,Erickson,O,,1.0,United States of America,,830.0,102159.0,Raleigh,APT. 78,Thomas & Betts,22026 vickery street,2.0,Manitoba,Marie-andree
,M,6.0,1-424-597-8300,92170,Sho3909,3736822.0,Shoaf,O,,4.0,United States of America,,368.0,311142.0,Irvine,,Steelcase,9239 gessner way,5.0,OH,Melamie
68.0,W,3.0,1-018-018-7407,35872,Nic3910,976614.0,Nicosia,O,,1.0,Canada,,305.0,342202.0,Hay River,,Coca-Cola Enterprises,7629 windchime east,2.0,KY,Letta
97.0,D,2.0,1-288-551-4212,32254,she3911,2097622.0,sherrill,U,D,5.0,United States of America,M,438.0,233113.0,Syracuse,,PNM Resources,5441 ETHRIDGE LOWER,3.0,NE,Debadeep
37.0,U,3.0,1-448-685-9720,85745,FRO3912,,FROBISHER,U,C,2.0,United States of America,,,440435.0,St. Paul,Apt. 426,AutoZone,22849 lacornia rue,3.0,TN,teresa
76.0,M,6.0,1-176-111-9133,94142,Fer3913,1248568.0,Ferriss,R,M,3.0,United States of America,,632.0,366296.0,Portland,,Southwestern Energy,6404 pharr park,4.0,New Brunswick,bernardina
8.0,M,4.0,1-982-536-3150,94280,Bou3914,3358998.0,Bourque,O,,3.0,Canada,,562.0,433223.0,Bellevue,,Ashland,22703 durand rue,5.0,HI,Liana
19.0,S,2.0,1-591-246-9915,79930,rad3915,3577509.0,radcliffe,O,,4.0,United States of America,,545.0,366205.0,Abilene,,Sigma-Aldrich,7658 WINIFRED STREET,0.0,AL,Ellie
1.0,M,10.0,1-903-469-7304,m3v 1j7,cha3916,2130635.0,chanchlani,O,B,1.0,United States of America,,367.0,453808.0,Boston,,Lennar,17334 lavender street,,MI,Loan
2.0,M,6.0,1-626-945-9512,B8a 1z9,Pan3917,3711680.0,Panosh,O,G,0.0,United States of America,F,751.0,327524.0,Fort Wayne,apt. 177,Nalco Holding,21292 HILDEBRAND WEST,1.0,VA,nikkie
12.0,D,10.0,1-407-504-6058,M5b 1y5,Log3918,1420308.0,Logan,O,,4.0,United States of America,,447.0,311317.0,San Francisco,Apt. 797,Cognizant Technology Solutions,1096 westheimer south,4.0,TX,dorin
48.0,M,0.0,1-186-185-9717,V6Y 1W9,Shu3919,3155784.0,Shukster,O,,3.0,United States of America,f,339.0,82497.0,Chattanooga,,Kansas City Southern,5142 BRAMBLEWOOD AVENUE,1.0,Manitoba,KAYLE
82.0,,2.0,1-725-482-5852,t6a 1c9,Mai3920,1441087.0,Maisonneuve,O,,4.0,United States of America,,403.0,391356.0,Tacoma,,Calpine,16670 meadowlark street,1.0,DC,Omer
30.0,M,2.0,1-837-211-6674,77038,Ket3921,2662065.0,Ketterer,U,,4.0,United States of America,,633.0,499696.0,Casper,,Snap-On,23639 purdue rue,0.0,DE,Cristin
12.0,D,1.0,1-686-789-5126,85098,ODE3922,3747381.0,ODEN,,C,3.0,Canada,,393.0,161893.0,Los Angeles,,Integrys Energy Group,14470 LANGDON WEST,5.0,AR,Carissa
1.0,M,5.0,1-355-475-1952,33198,Cau3923,2215804.0,Cauthers,O,J,,United States of America,,528.0,215675.0,Fremont,,Lender Processing Services,5975 winston park,3.0,FL,HILDE
18.0,M,2.0,1-360-449-2033,T5d 1m9,Jen3924,3544338.0,Jenner,O,,2.0,United States of America,f,638.0,401722.0,Lincoln,,Dollar General,17786 halifax court,0.0,MS,Quintilla
76.0,M,5.0,,H7f 1s3,aik3925,1029002.0,aiken,R,,1.0,Canada,,487.0,493159.0,Lancaster,,Qwest Communications,1427 addax lane,1.0,OK,GUGLIELMA
40.0,U,9.0,1-582-774-6626,82605,Hin3926,1864694.0,Hinchley,O,Y,,United States of America,M,306.0,459955.0,Vancouver,,Steel Dynamics,15811 JOHNSON FERRY AVENUE,0.0,NJ,MALCOLM
52.0,M,6.0,1-184-794-1705,V6o 1r5,CRA3927,2378722.0,CRAMER,O,,,United States of America,,592.0,158871.0,Shreveport,,Aon,11939 TAYLOR CREST UPPER,1.0,CT,Ernesto
37.0,W,8.0,1-324-585-5119,83701,Set3928,221463.0,Sethian,R,,0.0,United States of America,F,342.0,370280.0,Baltimore,APT. 577,Service Enterprise Group,9254 lexington avenue,2.0,MO,zere
55.0,S,5.0,1-894-221-7612,23227,Szi3929,2487053.0,Sziladi,O,,1.0,United States of America,,331.0,463910.0,Alexandria,,Dominion Resources,6683 DEARBORN PARK,2.0,CA,Kaila
85.0,U,4.0,1-284-963-6768,72223,rio3930,1730310.0,rios,O,L,4.0,United States of America,f,378.0,399940.0,Paterson,,Washington Post,11436 crestline east,1.0,FL,Leanne
26.0,S,7.0,1-423-548-3498,63172,Pil3931,2530570.0,Pilote,R,T,1.0,United States of America,M,792.0,396032.0,Fayetteville,Apt. 715,American National Insurance,295 pelan way,,Alberta,BELA
99.0,M,5.0,1-766-526-1298,V6v 1v3,Tom3932,2850980.0,Tomar,O,W,2.0,United States of America,,707.0,254696.0,Costa Mesa,,Brookdale Senior Living,4834 MEMORIAL STREET,0.0,Ontario,Roman
100.0,M,1.0,1-475-892-8133,T5c 1l2,CAL3933,3856183.0,CALLERY,R,,3.0,United States of America,M,580.0,26831.0,Concord,,Tellabs,21177 norfolk way,0.0,AL,WILLI
78.0,U,2.0,,38142,Emm3934,,Emmert,O,,3.0,United States of America,,497.0,34809.0,Akron,,Hayes Lemmerz,13318 creekmoor west,2.0,AZ,ibby
24.0,M,8.0,,92158,boe3935,880657.0,boecke,U,,0.0,United States of America,,694.0,263380.0,Yonkers,,DaVita,232 lyle park,,TX,Anneliese
47.0,U,6.0,1-034-601-0217,92184,OST3936,3619387.0,OSTER,R,,3.0,United States of America,M,768.0,,Tallahassee,,Markel,11647 coralberry east,2.0,CT,merry
16.0,M,0.0,1-620-404-0230,m1h 1r7,ROL3937,3052784.0,ROLFES,R,I,5.0,Canada,F,580.0,242269.0,Paterson,,Questar,1845 dunn south,3.0,CO,PETAR
74.0,M,10.0,1-098-370-7188,85011,PIL3938,3745778.0,PILCH,O,,4.0,United States of America,m,630.0,30954.0,Mobile,,Tesoro,9167 gardener court,0.0,WI,constantin
90.0,,3.0,1-061-955-3556,b1c 1x9,JEL3939,3032403.0,JELENIEWSKI,O,H,0.0,United States of America,,837.0,,Oklahoma City,,Texas Instruments,2054 ASHFORD EAST,0.0,TX,Gwendolyn
94.0,M,4.0,1-002-097-0775,98101,Wil3940,3100585.0,Wilken,O,,2.0,United States of America,M,750.0,259894.0,North Las Vegas,Apt. 982,Rent A Center,21122 wesleyan east,1.0,Quebec,Myron
69.0,M,8.0,1-607-620-3362,73148,ISH3941,3751681.0,ISHII,O,A,1.0,United States of America,,701.0,206827.0,Santa Clarita,,,5520 FOX PARK,1.0,ME,SIOUXIE
40.0,M,,1-500-464-5663,80931,Mut3942,2683569.0,Muthuswamy,O,,,United States of America,m,725.0,263376.0,Baton Rouge,,Berry Plastics,6528 inshore avenue,1.0,ME,Orly
6.0,S,6.0,1-064-509-5894,78219,kon3943,3308201.0,konomis,O,,1.0,United States of America,,352.0,319554.0,Washington,,Regis,21646 LAKE PARK CRESCENT,4.0,NC,Icylyn
58.0,S,7.0,1-851-752-7679,H7F 1S2,Us3944,3884938.0,Us,R,,1.0,Canada,M,578.0,33576.0,Lexington,,AES,10773 glen loch south,2.0,AL,vern
,M,6.0,1-830-590-8448,38153,Gra3945,97029.0,Gratton,O,,3.0,Canada,m,358.0,194669.0,Irving,,Mattel,24176 imperial north,1.0,TX,Tandi
18.0,W,,1-671-578-7526,30316,Sha3946,2309423.0,Shaner,O,A,1.0,United States of America,,325.0,256396.0,Buffalo,,Jacobs Engineering Group,6769 warren drive,2.0,Quebec,Gussy
13.0,D,1.0,1-820-990-0149,19026,mir3947,2314556.0,mirande,O,A,0.0,United States of America,,510.0,46561.0,Sterling Heights,,Patterson-UTI Energy,1424 east road,5.0,NH,Elwira
9.0,S,9.0,1-209-755-3127,23328,col3948,2644252.0,colton,O,L,3.0,Canada,,449.0,1785.0,Nashville,,Shaw Group,22769 nowita rue,3.0,AZ,DAYA
76.0,,10.0,1-080-867-3893,84105,ami3949,3069378.0,amini,O,,0.0,United States of America,,397.0,376713.0,Montgomery,,Hudson City Bancorp,11943 keswick west,2.0,NE,Koray
60.0,M,,1-110-962-4203,95227,ozm3950,1800381.0,ozmore,O,,1.0,Canada,,588.0,376130.0,Rapid City,apt. 109,Urban Outfitters,22591 eaton west,2.0,ND,Aristides
,S,5.0,1-992-095-4081,77142,Pas3951,1649674.0,Pastore,O,,1.0,Canada,,496.0,63161.0,Santa Clarita,,NRG Energy,6490 marchmont south,0.0,PA,Gokul
74.0,,10.0,1-554-221-2405,96823,GIR3952,420547.0,GIRIDHARAGOPAL,U,,3.0,United States of America,m,457.0,396509.0,Moncton,,Western & Southern Financial,9176 CLARK WEST,1.0,MT,AURIE
89.0,S,8.0,1-907-926-0522,93354,jes3953,1847978.0,jesshope,O,,4.0,United States of America,,605.0,321626.0,Ottawa,,Limited Brands,10570 weizmann lower,2.0,SD,Rojer
45.0,S,7.0,1-034-844-6319,19217,hai3954,3938607.0,haigh,R,Z,2.0,United States of America,,785.0,444492.0,Hollywood,,Sun Microsystems,6148 kimberley rue,5.0,AK,Mentor
16.0,D,9.0,1-678-968-4810,28208,Flo3955,1206584.0,Floch,R,,2.0,United States of America,F,340.0,228329.0,Providence,,ManTech International,13352 beauregard lower,1.0,RI,simonne
21.0,U,8.0,1-429-001-8142,44317,Boe3956,1247667.0,Boeck,O,,5.0,United States of America,m,721.0,131394.0,Chicago,,Praxair,12777 pembrook lower,0.0,Newfoundland,Kizzee
86.0,S,8.0,1-462-303-0750,B1c 1x7,LAN3957,274109.0,LANGELIER,O,,0.0,United States of America,M,395.0,245170.0,Rochester,,First American Corp.,8905 rockhill road,3.0,WI,tresa
65.0,M,0.0,1-852-100-7891,95286,Bak3958,2606422.0,Bakhach,O,,3.0,United States of America,,524.0,405317.0,Lubbock,,Great Plains Energy,7656 concho lower,4.0,ME,los
27.0,M,1.0,1-805-457-3150,48238,Del3959,756962.0,Delolmodiez,R,K,4.0,United States of America,m,581.0,279856.0,Long Beach,,Universal,19068 coventry park,2.0,WY,Jean-marie
91.0,U,3.0,1-238-633-3985,63122,Ozy3960,719749.0,Ozyetis,O,L,5.0,United States of America,M,346.0,161831.0,Sherbrooke,,Cigna,15972 valita upper,5.0,HI,Betty-ann
12.0,S,9.0,1-623-751-2273,H2a 1u5,pel3961,3305090.0,pelton,O,Z,2.0,United States of America,,482.0,39056.0,Boise,,Airgas,18744 YAMATO UPPER,2.0,DE,Georgianne
8.0,W,2.0,1-553-328-8828,85039,ENG3962,3614970.0,ENG,O,,2.0,United States of America,f,720.0,378335.0,Overland Park,,Illinois Tool Works,7889 MURRAY WAY,5.0,MI,Honey
87.0,S,1.0,1-257-658-1258,60613,STA3963,2807277.0,STAROWICZ,O,Z,1.0,Canada,,438.0,134684.0,Rapid City,,Sunoco,14389 weller upper,1.0,TN,Ijff
32.0,M,5.0,1-321-886-1589,30302,ID3964,2469670.0,ID,R,,,United States of America,,772.0,276397.0,Ontario,,Fidelity National Information,3855 cantey drive,2.0,NJ,REBEKKAH
14.0,U,2.0,1-961-257-0037,98662,POU3965,,POULOS,O,,5.0,United States of America,,666.0,79060.0,St. Johns,APT. 68,Pinnacle West Capital,8503 pecos drive,2.0,AL,Luis
87.0,S,1.0,1-478-381-3761,m5e 1y7,Atw3966,526735.0,Atwater,U,Q,2.0,United States of America,,350.0,118184.0,Glendale,,Polaris Industries,7626 CAROLINA RUE,3.0,OK,Yoshiaki
79.0,M,5.0,1-784-966-2618,78221,cuc3967,1716488.0,cuccioletta,O,,5.0,United States of America,,,198281.0,Lexington,,,12357 hayes lower,1.0,HI,Konstanze
14.0,M,9.0,1-157-547-5695,74155,FUL3968,3261923.0,FULLER,U,,,United States of America,,516.0,11460.0,Las Cruces,,AutoNation,13342 CECIL WAY,0.0,ID,ethelda
54.0,W,5.0,1-166-052-1797,90877,ben3969,1286840.0,bennett,O,,3.0,United States of America,,587.0,20606.0,Evansville,,Lennox International,20857 darlington way,0.0,NM,Alex
17.0,M,0.0,1-610-322-3860,60717,Cha3970,2122327.0,Chandran,U,Z,2.0,United States of America,,526.0,344872.0,Erie,,Weyerhaeuser,9733 berry south,5.0,WV,Remo
23.0,M,7.0,1-849-383-5394,91330,goh3971,1357173.0,goh,O,U,1.0,United States of America,,,377262.0,Saskatoon,,Best Buy,2566 MILBURY AVENUE,1.0,Manitoba,wallis
27.0,U,10.0,1-405-183-3667,V6y 1p2,CHU3972,3113971.0,CHURAS,R,,5.0,United States of America,,758.0,207647.0,Knoxville,,Textron,17088 purdue lower,5.0,IA,allissa
30.0,M,5.0,1-577-408-3915,V5C 1M9,CLI3973,942092.0,CLINCKETT,O,E,4.0,United States of America,m,588.0,483910.0,El Monte,Apt. 290,Costco Wholesale,1736 PENMARC EAST,0.0,AZ,Tonie
48.0,,3.0,1-231-574-0969,70173,KIR3974,1381151.0,KIROUAC,R,,0.0,Canada,M,432.0,466783.0,Huntsville,,Charter Communications,1238 westwick west,0.0,MD,Olympia
36.0,U,4.0,1-997-889-7057,96805,Too3975,2109715.0,Tooyserkani,O,,3.0,United States of America,,713.0,452720.0,Bridgeport,,Applied Industrial Tech,5835 bittercreek north,2.0,AL,aldo
95.0,M,4.0,1-008-315-1267,V6o 1v7,gur3976,,gurer,O,,4.0,United States of America,f,368.0,51837.0,Costa Mesa,,T. Rowe Price,15979 MONTFORT WAY,0.0,MD,Terrijo
92.0,U,10.0,1-558-934-6087,85215,WIL3977,570722.0,WILTZ,O,,2.0,Canada,,398.0,170774.0,Pueblo,,Oceaneering International,17812 mesa upper,0.0,Quebec,Lalitha
25.0,S,9.0,,V6X 1T1,Gue3978,3941173.0,Guerette,,,3.0,United States of America,,811.0,400931.0,Charlotte,,NiSource,482 milam drive,1.0,Manitoba,Gilbertine
35.0,S,2.0,1-673-785-6710,V6D 1U7,Twi3979,3741149.0,Twitty,O,,3.0,United States of America,,775.0,,Bellevue,,Ralcorp Holdings,5672 altamesa upper,,MI,PARVIN
0.0,U,8.0,1-420-526-2912,33702,WAL3980,2586017.0,WALES,U,,1.0,United States of America,M,412.0,82039.0,Beaumont,,PepsiAmericas,3174 palmetto street,3.0,WI,seamus
62.0,M,2.0,1-731-052-7796,E7o 1q6,lap3981,484973.0,laprade,R,X,3.0,United States of America,,475.0,352038.0,Houston,,J.B. Hunt Transport Services,12028 pardee rue,1.0,TN,WAI-BUN
