AgencyID,NetWorth,OwnOrRentFlag,CreditRating,MiddleInitial,Country,Income,NumberCreditCards,City,AddressLine2,Employer,Age,AddressLine1,NumberChildren,FirstName,State,Phone,NumberCars,MaritalStatus
Xfd10012,1001653.0,O,581.0,,United States of America,394424.0,9.0,McAllen,ezodjoktfzfcuatchkdockcoevkkmalnukkzufwoauhcnkpuhipskbwkwbb,Brown Shoe,100.0,TNQYUMPOVSCUYKW,3.0,zlnpolfxjiesmad,MT,1-220-554-5813,,W
Lmf10013,1023484.0,U,500.0,,United States of America,30696.0,2.0,Mount Pearl,Mdqsjtrcmttbwbkzffxwyluscrzbpilv,,14.0,tpzpxamzcdosivedgqrtogjoomvpxgspinfbcrogaeebeeokqzxtwjvoboatjsuqoflsutlvdadinwxd,2.0,dkotsxvkmitaiznvnjjv,AK,1-571-220-6767,3.0,W
Gop10014,2923681.0,O,330.0,w,Canada,190881.0,2.0,Palmdale,ULIWCNVTMIITFTJNZGRMVVXLJCYXYXZEEZTJTBEEZTMDTQKMMQSNQUBAFJSZVHVALCHGW,National Semiconductor,1.0,yaxozckfykbyw,2.0,Xmudqewcetmscpetxuxxavhxxyu,OK,1-537-987-9492,2.0,W
Xpw10015,,O,651.0,,United States of America,7744.0,7.0,Fairbanks,Pjkvbnvhhaetanuvtqad,SanDisk,88.0,Nsfmbrbjienyjeexxwvlkjtrkboijijaoxvvjnvjhdjozagfyanckmikrd,0.0,Uygfvgzcdbsekuocbkuou,VT,1-419-745-2569,4.0,S
Ben10016,2614217.0,U,735.0,I,Canada,115929.0,3.0,Oshawa,JDTAFEXLW,Patterson,23.0,Eoithmiarypsnytpxvfynzmzlrhtgegwanbqlhjfjqizgmjruunlxvbvhiulticlygaphrfde,3.0,Hemgvcmndhtvrpycfw,NJ,1-242-357-9176,5.0,M
vfo10017,1103724.0,O,582.0,,United States of America,340441.0,4.0,Hamilton,CXQJTVKRQMYISWUPLIARHBHUHOWSDJYPIDVCSZIYLIDQGQAMDAY,Aon,27.0,rbsbdpbjwoannagqmzgvtxlfabqahtctfeglucaacwpqttc,2.0,msbvogeyttcwnchcsachdznmfy,MD,1-311-650-4217,0.0,M
Yfh10018,,O,475.0,e,United States of America,208736.0,3.0,Syracuse,Bzakfpdvciizqoknwjpzpuucfmlptwnmacihszzhnpoutykokteoxhjsnbldkbhnvrwlqflienbssbk,Martin Marietta Materials,77.0,Noakeivrssjlfrdigqacgujwrohmpxijfmeamtewmpqyysojsxcggmskbiibi,,QZMECIXREEHVFIA,AR,1-130-807-7466,3.0,U
Ndi10019,2187825.0,R,548.0,,United States of America,10024.0,4.0,Bakersfield,UVZBUMJUNVJXVGCXWZRASZXOGTTXGMSWTAYJGCGWMBKUNVPVNNCQTIKGZXYNELLBHWTAJIA,Corning,10.0,Hovqbtzgy,0.0,Zciepwfto,SC,1-410-352-8064,1.0,M
Nvq10020,865624.0,O,705.0,,Canada,,5.0,Ottawa,Etnfatrnxxeqqlgcxfjzejmtmxoxgizssbiftinqrzuxdkbandhlvuheicaekgaeuzrm,Consol Energy,12.0,Ncdxghscxre,3.0,WQVOHLGXPISTFSCYQTXA,New Brunswick,1-208-898-6958,5.0,U
Zmi10021,2063636.0,U,456.0,,United States of America,,0.0,Pasadena,,Warnaco Group,60.0,Rcnsshussednnoxvepnqymukoiocwheldlcthryesjmpvrices,,Iwnbfjnq,MN,1-450-413-5347,5.0,W
qtt10022,,O,575.0,t,United States of America,153002.0,10.0,Palmdale,hkpnkmrpcbcheuumhfjftuwylllpogffpgaiuuymckjbikxbhbgquxpadejk,Beazer Homes USA,19.0,ZYLOJNQNUJLRFPQKHZLXIRASCHWGIXVPBWMUMFXUMFHLKMYPWVDBVUSEEFJNFSXUDWWOAGEL,3.0,uosvokdxoqulgpkahhirtcrokwb,MI,1-600-676-1137,5.0,S
GRI10023,320429.0,O,694.0,,Canada,57895.0,4.0,Kansas City,Fvuldlxsczxrpumjqwhsf,,77.0,dwaftiptmkskpeyepuwildedarfmwpyqbfwgwlpurvcmglkgu,3.0,Opmtvwbkmxk,ME,1-675-464-0057,5.0,U
Eau10024,429522.0,R,343.0,,United States of America,,2.0,Sudbury,otgqgjoaqscafmekpcbokjjq,Steelcase,100.0,whzaemwognffpicfvpfkvmaxixqnidywxsyxewkaqblmmgalbdwhksnrwcavwpbothbdykxpyqv,3.0,Ohiftagrxicnz,MT,1-059-243-0540,4.0,
Xdh10025,2417260.0,O,304.0,,United States of America,254815.0,2.0,Great Falls,RFBVZLZHCOPVM,Unified Grocers,36.0,ygltiucaykbjhssbg,0.0,Ybwgijz,WY,1-124-255-9435,3.0,M
Gtk10026,2924753.0,O,776.0,P,United States of America,149808.0,7.0,Miami,Ighesyjptdclvuawmddbsdcnoxrkihqlmblhmztbjefphsjziyjnytjslistopuqesjuxpbbds,Sun Microsystems,3.0,DPUYJRLQAWXKZRFXBWTVRBXCIZRLBYBYEYOFDBFRTDXDLUZF,2.0,nomkrafhteeleriiuqan,MT,1-913-090-8549,3.0,U
Vxt10027,2237097.0,O,496.0,j,United States of America,197887.0,9.0,Peoria,Mjnxhhpodlqexdimvfpvqsrzobo,Fidelity National Financial,32.0,voipetkez,2.0,xekiwxaaijnipymvntqhgrdxbnc,OK,1-151-623-8702,5.0,M
Mxq10028,1700638.0,R,775.0,K,United States of America,100236.0,2.0,Casper,Qcsigdskftdzmfhtrmblcyfmkcbmwng,Washington Post,30.0,VYLLBSQJSLILGHOAJDRZMFLMOHZFRAQMBJPOWJCJA,2.0,NJSTAEVRQFMRFKJSJMDGYMOLJDWM,PA,1-792-751-0393,1.0,D
Xdy10030,1645270.0,O,709.0,P,United States of America,471903.0,10.0,Thousand Oaks,gdagnjiojbthoxfqcmmcmbkl,Baker Hughes,2.0,agmwciqaixqkorcxqxiliwjfvbfnrwtsoi,2.0,XCRIZHKGDGQPCSDAGMMYFMA,SC,1-370-533-4546,2.0,M
DQG10031,1695223.0,,387.0,,United States of America,253467.0,4.0,Winnipeg,Kilfbisxh,Dentsply International,73.0,Ohgstcnqfmgdggvkbiomqdaipncqkpuoidiwtypmbevrifnblrwgktfahglpllgqzx,3.0,UOLVXQHFDICDSRSBIIFOYFMXA,CT,1-871-898-7648,3.0,
cyc10032,209987.0,O,479.0,z,United States of America,343089.0,1.0,Anchorage,Acswav,FPL Group,21.0,Pgvamqxxkwuyevm,3.0,THWFNFVKDPQVFRJTBWH,TN,1-498-887-2381,3.0,D
qlb10033,123327.0,O,525.0,,United States of America,174235.0,7.0,Austin,THWYLOAAASWRELGTEMZACCHMEPBMPXALL,VWR Funding,4.0,LVKUA,4.0,TKMGIUHYGXLSUFPMO,TN,1-835-940-8907,5.0,U
Qpl10034,3785648.0,O,511.0,,United States of America,408801.0,3.0,Montpelier,Iscwvtdmevsgykxwlvdcwgxchjjwifnvrqhgtqmmjombjqrxwkuaopferubowerr,Intuit,43.0,IRFPVQALQZLNTQ,4.0,WADDHAHRG,New Brunswick,1-864-714-0995,4.0,U
WUV10035,3462238.0,O,802.0,,United States of America,122309.0,3.0,Idaho Falls,Prisjkdesnvpipqvclzatllftcwqiurscpbvwbcjrkujfjrelwmxvqprljonlrl,Bed Bath & Beyond,81.0,WLJFMNRFPKGNRNPURFMPBZKZHRVOPPJPA,0.0,Rpauzvnlmj,VT,1-142-414-7706,2.0,U
Lgk10036,2630578.0,O,518.0,,United States of America,285722.0,2.0,Scottsdale,Erbrpnlbjzhdxjnhwqucfvbztuxsxphzbvwmvmjsfuldmridukqiyenbhqbpshexbnqwd,Diebold,81.0,,,Bmbfuqpkylqtabsoo,NC,1-407-947-5386,3.0,S
Tcd10037,612958.0,O,374.0,G,United States of America,212558.0,9.0,Wichita,zfowneuxouoipkxwsvzoiny,Darden Restaurants,75.0,MYAWXKTIJBAISPSLGZRZVDCJXIVPIKOLSCWABDVXJUOKP,2.0,Fgfyohzbse,CT,1-258-739-1381,4.0,U
kxt10038,2534811.0,O,652.0,,United States of America,151023.0,1.0,Santa Clara,Alpnauqfjsshvixzvoxktnbyozpcmddvtqvrguczbyldomsdvfvdjaywvlmye,Piedmont Natural Gas,11.0,Bieeefalxdrnzhfjswyqdoiaonrahlxllfcnzcrlxnhkjuyrefgvm,,Atsmrfhsuxxzzjgrvuskhtcpwhs,MT,1-672-102-3843,5.0,
HOS10039,3983470.0,R,501.0,g,Canada,,1.0,Columbia,Vtvbokgaotbulvolggdfuugkl,Gannett,90.0,BTZXCAHUYIK,1.0,JDUWXGLXRZQGCAXEWFDFB,KS,,,U
XSI10040,1655697.0,U,694.0,i,United States of America,73141.0,4.0,Windsor,Evrduotsphiybbarvgchglaxsljlvstibsyvlfeilrjmardvzhafmfyzrzym,,82.0,kejdsxaiuavgdricmyxfpszono,1.0,Qfeuqpefmnlweyjwveurw,KS,1-769-294-8359,4.0,M
KPI10041,1819333.0,R,338.0,,United States of America,481681.0,1.0,Saskatoon,Bijhdjbqoxoefi,World Fuel Services,38.0,Ebizlwwklzhifqnlgbxksgaukgvhkjuxaoatcfrfbijenguqsvupsycx,0.0,Surnvnzyflcflufbmtbtxgmf,MA,1-681-729-7853,,M
hiv10042,2590567.0,O,389.0,,,53062.0,0.0,Naperville,rcyqwfaeenxwinxsrldmqa,E.W. Scripps,96.0,Nakkvbpmablddjwdfyhscjxmpuyzfuiidpcghddfsyhztclaxau,3.0,Lgkfbfksctf,TX,1-260-360-1152,5.0,M
qxo10043,1771470.0,U,697.0,E,United States of America,309730.0,2.0,Berkeley,hwjzexgxfgzkyhc,Fifth Third Bancorp,90.0,MKVIZQOWWEXBUJXLLSLQNULEDJGQDJBXIXWJGBAPSDDJFSDNZUPDVLEAWWSWLEGSZVZRWLOYGGTARUA,0.0,Hucilm,WV,1-009-619-1159,4.0,U
Gsp10044,3773953.0,O,630.0,L,United States of America,400198.0,2.0,Moreno Valley,,National Semiconductor,98.0,FHHULEBKDOQAGZPKMCWWQERUQEALOVJQSIBRPSSDJKOGIUHDQROHOUCIXOMCQNTBC,5.0,Zsyzerhllwvvtebs,MA,1-799-905-6697,2.0,M
Fkv10045,2772818.0,R,540.0,R,,36994.0,,Des Moines,FAGAMIEPGAWFDVH,3M,31.0,Hveupixpsvmykasduhorglywhnxvefrtvwlkxogkhwbvvsrekbwfuer,0.0,Jmzhcwuot,British Columbia,1-778-455-0101,1.0,U
RQZ10046,3224271.0,R,547.0,Q,United States of America,342771.0,,Madison,Aldpqwhuzcmgeby,,34.0,,5.0,HHWQIETLUW,MO,1-734-700-3184,2.0,W
GRY10047,726190.0,O,533.0,,United States of America,171960.0,3.0,Oklahoma City,Emgsnytpjimxsjcmifblneicrtfhxzteenvpebwklbnhpgqocx,McGraw-Hill,100.0,Wrztpkfifufxnikwncviounj,2.0,rpoptepsvyphifrcyvlaoghqedn,KS,1-287-138-0050,0.0,U
Uhu10048,3762880.0,O,812.0,p,United States of America,308562.0,3.0,Idaho Falls,TMGOCASQEEVTCYMYJIWZTVKUWIYUQUGTTCUKKMVWVHWSUYGW,M&T Bank Corp.,73.0,Berhgforxbnfkqxt,4.0,ITWICSPPTODNDKNRTXBAYVOJNACE,CA,1-655-905-8881,0.0,
Enc10049,1686253.0,R,553.0,b,United States of America,,4.0,Scottsdale,Clkdjagvxpkokah,Fred's,100.0,Jvmuoipkexbqudxetbnhmgujncikgepwqcongdsxkjpsvokanbhavxxtluarihvzzfucsilzgavlczsh,0.0,Kxwqxlwjkbbsghzjxuwghmws,NY,1-292-945-9624,1.0,W
Dgz10050,726053.0,R,730.0,,United States of America,30979.0,9.0,Overland Park,sznlqd,Motorola,61.0,vxaslawgzwbnvchpzqwywkhdwpzwfsgcdyiloxqhtihutwftrrfcgkrcqdd,3.0,Wuvwv,HI,1-803-082-5990,1.0,U
Xsi10051,3222421.0,O,615.0,,Canada,301764.0,10.0,Lafayette,Nsyrjxhwmvjrkldadccypsbysmxtnqeh,Children's Place Retail Stores,72.0,nyucfehmllptofafwaboyxeyxybugwsuevjcqtloforxzowradsdbhrlkxiitlrrrkmoyxhssluntn,1.0,PQXAZLUOMLEMJAMLKJASMKTHLGIDF,ME,1-688-610-8556,4.0,M
Tqq10052,218472.0,O,654.0,D,Canada,367956.0,8.0,Tacoma,vewtkpeekkwjljlc,UGI,34.0,bxsncunmkvwgnbgizpiiomzseksrspaviwitqixwynyhlfopxriwnhjmxg,2.0,uirzkqxe,WA,1-510-911-1412,3.0,U
Vbj10053,3441222.0,O,791.0,,United States of America,121964.0,8.0,Victoria,Mvigarkmpcbuphxtnvewcwkhnrmmdljbumwgglmyfgzc,Cincinnati Financial,23.0,exgqslozbzriemkbkxdbtrmyloouvqg,3.0,tfvjjosukkhroqfbblvvlpitdssc,Saskatchewan,1-483-303-8915,4.0,M
Kpb10054,1329934.0,O,332.0,W,United States of America,353936.0,0.0,Memphis,chjmhhlhoikjraptxmjcuiqftf,Amkor Technology,61.0,prhtndlbrabypsmmhdlgobnfgvxpouahardddjvjcrdvmwbnfuwqbjhdbbdrqcuwc,4.0,hezgmmyxnurbugqbkr,MT,1-479-489-4960,3.0,W
pgh10055,2881163.0,O,510.0,,United States of America,463771.0,10.0,Norfolk,Bmdrzwzxynyjjkkilzcmsfojzcnajpngqu,Perrigo,51.0,Dlkxdzmjgxrnvamqzdkjdkoencomarnkfsxiekfn,0.0,Ftmldhkwfjjdkdn,AZ,1-279-217-5453,,W
Utw10056,3431520.0,O,666.0,,United States of America,323990.0,,San Jose,aibqgbbtxbmtaeekj,Harley-Davidson,16.0,BSUCPQIWOYKABSRGCONOIZXFGLWOWFYLXEJNBTZAUYNMGC,0.0,ocdekfzezia,NM,1-632-565-2831,1.0,
osk10057,203573.0,R,594.0,S,United States of America,476366.0,8.0,Rochester,Qqztteospnbklxytavxmyxfozwzlnlcxcvkjipfilsqquyhxebgdypsbjzvttaprsblec,American Greetings,84.0,Kcnibxcdzguqnhqquscellocjenqgwrfqetiebhfjccsjafwwl,2.0,Haxcuirbxzghiylpchsnj,PA,1-886-121-4794,0.0,S
MZP10058,232850.0,O,,,United States of America,,1.0,Hampton,Qgrqattznf,Ashland,33.0,UHRJVZJKHLPHTVEHYOHRXGTCXQVCRWFLGUHYGXKZHYSUHEDSODQCKQOIFDJ,3.0,Dykrutfymrfqecuvbwyujgbtjwyvj,MO,1-070-535-6972,2.0,D
Ixo10059,230107.0,O,677.0,A,United States of America,134760.0,1.0,Rockford,CXKXHYVVGFEHASZIDIH,Scotts Miracle-Gro,67.0,DKINTRJPWDXDUTNPQSQXCWTXAJLTELPQOKICPVCMCDHYEZEQFOYONFJKNSRPGWRDH,0.0,DACHJNAAGH,NV,1-933-413-2342,3.0,W
SMA10060,3683833.0,O,484.0,,United States of America,420695.0,8.0,Overland Park,Cbyevnvpinhvfpwqftsniigjafksvaprkiokokpizulrjjkqqj,ScanSource,23.0,Gmulovzakbcqkuuwl,0.0,XVFGUSHBBGKB,SC,1-891-019-9037,4.0,M
dge10061,2315776.0,O,436.0,x,Canada,396813.0,2.0,Oshawa,Zoommtraevwyrkzzwuzdqhsuutyfcsisifdzvwstmweybi,CarMax,98.0,Zouhspwiuiwmqqwuxhlzgzsgxoesfoqkgudahnktasmcmstmjhhwlt,5.0,Punva,PA,1-109-880-5806,3.0,U
zrj10062,,O,480.0,,United States of America,161845.0,,Columbus,XMRSFCLWQMEZXCNGMXPDCXTGBOEGCFWMIJHQBCMQHFHIMGGGHTHGTXDJGCRCHSAMCOKCWBPOJ,Archer Daniels Midland,78.0,Buflakjbzxjicwpmkhmqgqdidflljrlzttaulqlzsichdjqyvknggdyjgiof,1.0,Ouczxanszaaveznwuvvd,CA,1-831-077-5103,0.0,M
yuw10063,3261613.0,R,514.0,,United States of America,460815.0,3.0,Hay River,Siphjzavkhojhdqepiaqkjsavjchzfhlicvpefqzlqanuzbpvixboh,Walgreen,0.0,HFOSDGOGISLPIDMYTREQKLPKGNEYONXKDISNTMZRERL,3.0,SEFBFVAQEXXTMLEFRUEDELTM,SC,1-368-825-9338,3.0,U
WIR10064,1255727.0,O,658.0,U,United States of America,105812.0,10.0,Manchester,Lecoobfhwgwbjaeiettndwhpzimyyzwsnshbqeltvmidtabacirnl,Micron Technology,62.0,aslykftjhtzocuyofafatpkotbqujdchiyjperbnakhuknyffamohviddfdwkj,1.0,ZHARYIVTAYLXGGOGMY,KY,1-111-668-4356,4.0,M
aey10065,3068148.0,R,465.0,,United States of America,82416.0,0.0,St. Paul,Yxmtvuudhyrajecnt,Hovnanian Enterprises,72.0,JRFMEC,1.0,CAEWDAZCOWTWYOUCHHXRUQTR,Quebec,1-934-310-6708,2.0,U
CTU10066,1599721.0,R,508.0,r,United States of America,13053.0,,Waco,gaehmfapztaokpusyysteulevzulczvcyhvmatetflzcwimjlqvobfvbrkgvnnqbtwupqpgzipyfbma,,21.0,,1.0,FERDTAINXZQN,OR,,2.0,M
PPX10067,1691481.0,R,375.0,,United States of America,498286.0,6.0,Columbia,,Blockbuster,92.0,errtjroq,0.0,Msxscbulohz,NV,1-098-084-9093,4.0,D
Lho10068,136905.0,R,751.0,k,United States of America,303617.0,6.0,Worcester,yiyrpnashbwvvulhcuofrpkypyoueplmxzkmvdbhbuniddsjcnjpuohhrlmd,Patterson,73.0,WNSPZLZZQFRULGFWJZFRXYVXVWNXNQZISMGEYCLXKPINBEFEWVCVSINJXNNELBQXHIQOCFFHGH,5.0,Fauetkegduqpslyljskmoajfocigq,IL,1-294-965-8900,4.0,S
snk10069,3129743.0,O,,,United States of America,399677.0,,Mobile,Qqruvojnckpnbttcltydwzgllojjlwrousldkcscsysolpilpbdrhwoxnbvvt,Temple-Inland,45.0,rzrcpuekxxfadcbadvpwfecekefionangxrwhqxj,2.0,Kwhcghgtntrpwojvsgxr,British Columbia,,5.0,M
cvd10070,2693706.0,U,665.0,,United States of America,144231.0,1.0,Louisville,sepbbcwmpoxitszhgzbwwtfykwygza,Abbott Laboratories,88.0,KKEKYSWRKONHTXDKQPJEZVWFTZANWYWCWVGRHZTREKVOFMCIBYTIDOVJFYCIQGRJXDEWUPUAHLRFER,1.0,ebuamqjd,IA,,0.0,U
ogt10071,16462.0,O,436.0,i,United States of America,373697.0,4.0,Yonkers,hlpthedtqyiudukvasmxybilyszzvlbbbcmtlxfkqwgcinxmweefqzls,Integrys Energy Group,4.0,TUXNQJYIXZWTZCNKQKBUNPJPCBNKUVSBNE,0.0,Liozxbiqtegiuspwiykjedgvwt,Prince Edward Island,1-048-096-5918,4.0,
Fno10072,2155019.0,U,337.0,,United States of America,307469.0,4.0,Stamford,NXYSZMCSXVOIOJOJYUSBCGDBUNJIQLEIJSZXPDPJMYHXIPSHYWRWJXWSHWMRKXFS,StanCorp Financial,30.0,Iqmmttgweeueuqfwlpldyrzubixbcpsuimfcnavhachkrmnvaoaehtezdklrefwvxtnxrahmc,2.0,Psdtpsbuaupyksaepannfqt,HI,1-283-862-3359,5.0,S
lfp10073,3690017.0,R,583.0,,United States of America,122087.0,6.0,Naperville,omjuzjymitgotpwjprecksknvvudnwlxg,Olin,74.0,Ijpxnbrkvkgpabfnymyjatdzuuqcjiwfsdhnairbgvfdwxhmabotfuqwhechwmxyovke,4.0,Vixlmcrbgmkxzlxnfuprada,Prince Edward Island,1-001-377-1529,1.0,S
Gmp10074,3540302.0,U,,,United States of America,261407.0,0.0,Inglewood,xbrjj,Catalyst Health Solutions,66.0,Xvnkmgootzeotnpozwqlhqveeqny,,Tumufkuqumtxnggibahyjkp,Saskatchewan,1-315-660-4386,0.0,M
Ntq10075,1692798.0,O,391.0,P,United States of America,31387.0,4.0,Milwaukee,,Fannie Mae,100.0,Cbgnua,4.0,YSQXUVGAW,ND,1-406-599-2861,0.0,D
epg10076,3331506.0,O,761.0,,United States of America,157597.0,3.0,Iqaluit,VOBIQDIGYACBGS,Coventry Health Care,22.0,Kwubcahxulxhmezgmrcepjkgfgpgnlmfqzjkexekllfehjpigtcgiiqcntkdvvdmfecsezi,1.0,Xefnyyvum,IA,1-448-934-9856,5.0,M
xug10077,1356771.0,R,745.0,,,378281.0,2.0,Indianapolis,qbvjtajntucpvvtmwlggxvwuybxusakdmygjsvz,Brookdale Senior Living,69.0,Zsfpnluqwnuaszootvahleukoffyxjlblojgidifuybeusyoxlbrakqqsuxwdswrxdvoaq,2.0,BRUNVRDDM,MN,1-739-095-9177,5.0,D
Wuq10078,349586.0,U,750.0,,United States of America,480199.0,,Indianapolis,zpieopchycqlcgvgeiuswahzbke,AECOM Technology,38.0,xxgxtxex,5.0,Exddzuaultnaymkf,ND,1-263-330-3722,1.0,U
nkv10079,2058296.0,O,817.0,,United States of America,46065.0,6.0,Berkeley,Fjrvwfvekgavlyrpzbaiirmokrwbihovxoobfjurisnqcgsrwlgmg,Bemis,30.0,Gbsggcfheetdhcxtrrauvpiqsggixovhoff,,LDZTCIGFMTTGOSMGVBJDOSO,CT,1-717-139-3674,1.0,W
NUT10080,2114682.0,R,316.0,D,United States of America,255263.0,5.0,Las Cruces,Qzvtgazsjbwlksreabqosqvtnfegxntovnunlnpjpvievcmruiwffnhrvpqfmjokoodhgvuoyvkoa,Alliance Data Systems,36.0,GSJTDFIASLZILVFFCHECRJKLNHTPULAFWDIKZXCEXUJILMGCWGXMR,3.0,Almryqsq,OK,1-722-770-3518,4.0,M
HIS10081,3647819.0,O,455.0,,United States of America,225331.0,,Honolulu,Fuocqocjgybqgggwrgybvpvffdnizlbdtvkjawvjgoafbspjbojubvpig,VWR Funding,16.0,TXKBVSWBQSOYTBVFMCZHAQTDNUZQOFNEACSFWWOCAHZPRFWWNUY,1.0,cdnueynqvjodscbrsjtjmece,NV,1-384-014-2572,2.0,S
Jyi10082,3183870.0,U,654.0,,United States of America,338565.0,2.0,Simi Valley,Etsrnfsyzeqwriimy,Wyeth,16.0,Jembqnhbrtgvkrrawwupfjpisvsiaaiaxvosndeodzacizwauozvlapa,3.0,SAPVDZJUHSQIWBCOIX,TN,1-194-403-9641,4.0,M
xwa10083,2003485.0,O,333.0,G,United States of America,417002.0,8.0,Warren,Fnevir,Becton Dickinson,96.0,Aciomxouzrddkdwtgyrqsyvkhewhmbkkycyojvgiztihlftjnrudtoqrppfdttjns,2.0,Tpfmeigbohkwbmsefzai,GA,1-743-589-1084,5.0,W
Otj10084,1056073.0,O,694.0,c,Canada,12553.0,6.0,Detroit,Fnzayfyhztmgqapygsmyhvhkeu,Calumet Specialty Products,95.0,,5.0,Dxuacelnwciqceyjkwhqmt,British Columbia,1-748-948-6135,2.0,M
Oyf10085,1649128.0,O,746.0,i,United States of America,443000.0,9.0,Scottsdale,Piwngwkqchqqyrkhfvgiyhbmpjvldzcvnxsrvqjvomfbdlaxkyygiezxilsemocozwalhuqfcqsx,UGI,84.0,UNEKXNCKJOFVRSPRJRYAUCKRUNWWLQEOWXQPBWGOJDMITPVN,5.0,fkgeuojqonkfwnpsi,NY,1-488-954-9587,2.0,M
bte10086,3061951.0,R,631.0,Q,United States of America,,,Providence,Dxuseqsvhtvvpskfgaxxnmeea,Dun & Bradstreet,10.0,paaxxmxylpamqlcvbeqtpixbqijrvjnmagdijvljptbvbzseucgavzlamqozxbzrp,4.0,Ipyeqetwhcdqlidlyzixwzql,MI,1-487-588-4438,4.0,U
Pcf10087,,R,352.0,,United States of America,169061.0,4.0,Fort Wayne,Ngadxsp,Marsh & McLennan,16.0,Ylejtttqtbsjpbxmpljbmzpximnfazcqcvcxbmpody,0.0,Cxqsbgxayhycbssivxy,Newfoundland,1-994-369-2884,2.0,D
Bmu10088,1609930.0,O,505.0,,United States of America,465786.0,7.0,Biloxi,Rptltcmyiahoqygrw,Aramark,66.0,Tdmjzplbmymkzojqwqkwpulvgjbrqnqadwynxsofvedvdioqyirrgriqncxne,2.0,Dgznrcdpohwulxz,MI,1-522-544-3796,3.0,M
Yev10089,3250568.0,O,318.0,,Canada,191808.0,2.0,Las Cruces,Sdqotwnkfsjpbjqwxjdnohqxiwiqfmbnrkuxnpkvxjagcnl,Genzyme,63.0,Msnhxlpujswbjiaictygixkkhswgvoto,4.0,RAOXAOMGHVVLRVD,TN,1-917-689-4879,0.0,D
Mpq10090,2421503.0,O,302.0,,United States of America,18428.0,4.0,Shreveport,wrtiaphgmcmphxvmkiczjryqdfykgesuborlrcmppixzziqknzwqstroaeelzffeivxioqdodoe,Stanley Works,85.0,JLOBPMGBOCFDJAFIZBOBHTRCEJWIHLXQXCONQLUPVWCSMLFSNZR,3.0,Rxcuzlkevfvvcawyg,OK,1-366-779-0853,2.0,M
Blb10091,3779989.0,U,469.0,,United States of America,72492.0,4.0,Pueblo,Yekcsoyctwxhlihjowuargfthiiitlbfshmrxriivkvkalx,Martin Marietta Materials,42.0,Vycddbdbqic,5.0,dlbghmdfwrdebiylxtdoorcefdaw,MO,1-506-111-9309,2.0,W
Psf10092,1042465.0,O,,,United States of America,358276.0,8.0,Provo,Argjoagnr,Avnet,6.0,xbujwtogjnuckztibfcyvqurayttufwlhcslvkgqtnidqocddw,0.0,Qscumqakosrqyipunlfayulompxpeo,TN,1-255-264-5230,3.0,M
Ixg10093,412817.0,R,449.0,S,United States of America,,7.0,Tacoma,QRBGUSBRJFKVQFMTPQCNTV,Annaly Capital Management,,OOKQHYARFKHBHJBRAYUHRWZRPIIJASBTOWJBCHEVTVLMYFOVZJGECJPLDJN,5.0,gdnrdqrnulntwegwue,New Brunswick,1-171-379-4196,,M
Ldb10094,1050013.0,O,400.0,Q,United States of America,295516.0,8.0,Irving,Jrvzmmlcijerggdshlafaqpdsoochrbbmrjgqsmicajaiagvitqrmo,Fluor,60.0,,0.0,grghvulpjvjsgnihkcvebptpvh,British Columbia,1-843-912-8827,0.0,U
Gms10095,3171403.0,,541.0,A,United States of America,346045.0,2.0,Des Moines,Atmhiheaygmjvptpnykndcwavljxgifwmfczplfxbvaksbcvpqrzkyjznzs,Timken,80.0,Lprjwmcyc,1.0,Vbpdsdepvifagpky,MI,1-561-132-3037,2.0,S
Gtp10096,1973343.0,R,710.0,,United States of America,15757.0,7.0,Pittsburgh,,Toro,0.0,Jhepbxuxykeqdzclzknabkeeiyaptadgrdvzejc,1.0,Zwxozxokoejspdkofgxcfqnefqfxlm,TN,1-431-389-7830,4.0,U
OHA10097,783159.0,R,395.0,Z,United States of America,441529.0,1.0,Biloxi,hlevlxskilvedsshyxvycpsmtwqkverltfqgxqosgovpfehsslhupdqd,Smith International,4.0,Pkwgoinqkniahufgprglekimshkbhjxfzxpvarkiwwupo,1.0,XBEEKD,IN,1-552-424-3133,,M
Uld10098,2991020.0,O,792.0,,United States of America,374311.0,0.0,Warren,PHXPGQGQXHCNIEDNQWYVVRRKVKMYTDN,Texas Instruments,,Yxsutpujbmwjhlpmmtiwmuvxtmcghlimanvqeiirfinnusp,3.0,KKOHPRKQQLICZMXKWUUMUJVEP,GA,1-335-601-0235,2.0,M
Kfv10099,1314466.0,U,818.0,f,United States of America,67592.0,6.0,Regina,Bkrhvjuuseuexghmtybglkfvcnv,Pitney Bowes,69.0,gbskjcqvrelvhfkinojrwbbvwwihakxjoistzezqleemclcsnwhkfgljktvooyu,0.0,Jjbkkz,VA,1-616-041-5276,4.0,M
Aqw10100,2068936.0,R,652.0,r,Canada,476468.0,3.0,Lewiston,Iwgelpsumzbngecaimkzriftlwxxf,Hanover Insurance Group,10.0,Olojfqzbhjwexuf,3.0,Nhbkeuscolvlrpdcbuufegr,Nova Scotia,1-549-786-7335,5.0,M
tpe10101,2045428.0,O,760.0,k,United States of America,102926.0,4.0,Vancouver,Yqdhwftsqgaobkescaubrpuvtflshgiwmwavseuzjdophjwmwgaryddsrwpqoqqqv,Enersys,15.0,Vnajxzjnmdonarh,1.0,nljcn,Manitoba,1-315-097-9135,1.0,M
