AgencyID,Age,NumberChildren,PostalCode,Country,MaritalStatus,LastName,FirstName,MiddleInitial,Gender,AddressLine1,AddressLine2,City,State
god1030,50.0,4.0,21272,Canada,U,godina,homer,J,,21027 SARATOGA DRIVE,apt. 714,St. Louis,CT
cra1031,,0.0,93872,United States of America,M,craver,Ranee,T,m,18124 5th park,,Orlando,IL
son1032,15.0,4.0,V6F 1W5,United States of America,U,sonhing,Kirit,,F,10784 gold park,,Hull,DE
Gud1033,,0.0,64058,United States of America,D,Gudgeon,Tuesday,,,24990 conier park,,Wichita,FL
Var1034,37.0,5.0,H5k 1r3,United States of America,M,Varady,babara,,m,15591 CAMP BOWIE WAY,,New York,FL
SAD1035,49.0,4.0,72245,United States of America,W,SADRI,tabbitha,,,19873 wright avenue,,Fort Wayne,Manitoba
FAT1036,81.0,4.0,V6D 1P1,United States of America,S,FATICA,gerianne,K,m,17936 MEMORIAL ROAD,,Bakersfield,MO
CAR1037,59.0,1.0,80920,United States of America,S,CARMONA,Kristi,,M,4806 CRYSTAL HILLS STREET,suite 420,Salem,NJ
Til1038,6.0,1.0,91733,Canada,M,Tille,Orsa,Q,,19106 brielle way,,Fort Collins,TN
MAR1039,81.0,5.0,10066,United States of America,D,MARACLE,dpn,,m,18930 ROCKHILL AVENUE,apt. 817,Richmond,AZ
Gol1040,90.0,2.0,m3w 1l4,United States of America,M,Goldthorp,KATRINKA,I,f,21421 dexter avenue,,Greensboro,IN
DOB1041,68.0,1.0,X5e 1v5,United States of America,,DOBBS,phedra,,F,14805 BONNEVILLE STREET,,Hull,AR
NAM1042,58.0,3.0,77096,Canada,U,NAMONT,Christiana,,f,19532 GOODWIN WAY,,Wichita,MT
fil1043,92.0,2.0,43639,United States of America,S,filer,Tallou,,,12636 LINWOOD RUE,,Arlington,HI
LON1044,36.0,2.0,94264,United States of America,M,LONGTIN,gareth,I,,8716 WORTHINGTON SOUTH,,Columbia,MT
KET1045,27.0,5.0,m2r 1e8,United States of America,M,KETTLES,Hiroki,,,23411 madison south,,Lincoln,MA
MAL1046,54.0,4.0,H2G 1Y5,United States of America,S,MALMQVIST,Jennie,H,H,16096 BURNHAM PARK,,New Orleans,Quebec
eri1047,19.0,3.0,V6i 1q1,United States of America,S,erickson,Isabelle,K,f,19151 GIBBES SOUTH,,Mesquite,HI
del1048,51.0,2.0,T6d 1e3,Canada,D,delong,bang,,,23261 long way,,Kitchener,HI
Sch1049,4.0,2.0,e7o 1o6,United States of America,D,Schmitigal,ADDY,P,m,6492 adams east,apt. 426,Plano,MN
Xay1050,39.0,5.0,M5B 1X1,United States of America,W,Xayaraj,Bnrecad,,,6768 fondren lower,,Toledo,SD
Bul1051,53.0,4.0,M5G 1X4,United States of America,M,Buley,Raouf,,M,23989 ashley north,,Rancho Cucamonga,HI
BRY1052,80.0,2.0,M2p 1d1,Canada,U,BRYS,Rijos,,,13920 wedgewood lane,,Winston-Salem,WV
Tem1053,14.0,2.0,55406,United States of America,M,Temp,tavis,B,,22026 vickery street,,Santa Rosa,KS
Vit1054,9.0,5.0,78273,United States of America,M,Vitaglian,ELEANOR,,m,11449 BLALOCK PARK,,Rancho Cucamonga,CT
VAN1055,80.0,3.0,89139,United States of America,S,VAN RIJN,paloma,,m,18267 state drive,,Indianapolis,MT
NAN1056,29.0,2.0,T6D 1K7,United States of America,S,NANCE,Mallissa,H,,7385 sycamore court,,Alexandria,GA
Unx1057,95.0,0.0,39212,United States of America,,Unxlb,eyde,,,20900 MARCHMONT WEST,,Eugene,KY
kro1058,69.0,4.0,94494,United States of America,M,kroeger,trees,,,13971 milbury court,Apt. 917,Denver,IN
LIM1059,10.0,3.0,M2p 1f3,United States of America,M,LIMEINA,Sheelagh,,,12805 bramblewood east,,Pueblo,UT
Puu1060,,1.0,M5e 1w5,United States of America,M,Puukila,Brenna,,m,16364 BUCKEYE LANE,,Oklahoma City,IA
LUC1061,68.0,1.0,m2r 1f9,Canada,W,LUCIANI,mavis,,M,5503 raymond park,,Lansing,CO
gli1062,16.0,,33143,United States of America,M,glidewell,Cristina,,,23788 LINDEN DRIVE,suite 429,Chesapeake,FL
DUR1063,85.0,2.0,27609,United States of America,M,DURAN,Owen,B,E,19412 broad lower,,Salinas,AL
Lux1064,98.0,5.0,H7f 1t7,United States of America,M,Luxford,FERDINANDA,F,,2882 whistler lane,,Louisville,SD
Bur1065,26.0,1.0,S7c 1n6,United States of America,S,Burruss,KARYLIN,A,,20109 alexis lane,,Oceanside,TN
Cla1066,4.0,4.0,60759,United States of America,W,Clairmont,Adelind,D,m,2648 miller street,,Houston,LA
Mot1067,10.0,5.0,98424,United States of America,M,Motashaw,Caridad,H,,784 RIVER PLACE SOUTH,,Lubbock,NY
KHA1068,65.0,3.0,92826,United States of America,U,KHATRI,Shena,,,18207 CONLEY SOUTH,,Las Vegas,NV
DEL1069,54.0,5.0,79944,United States of America,,DELORENZI,Melisent,,F,11943 keswick west,apt. 585,Birmingham,CA
Por1070,72.0,5.0,H6c 1x7,United States of America,D,Portigal,Helaina,Z,,18582 PERIMETER BOULEVARD,,Warren,PA
STE1071,55.0,5.0,80160,United States of America,M,STEELE,Naren,H,f,9993 KELVIN PARK,,Louisville,IA
MCD1072,72.0,1.0,60715,United States of America,M,MCDEVITT,Betta,,m,1570 clay rue,,Detroit,AL
KHO1073,17.0,0.0,V6C 1Q6,Canada,S,KHOUDERCHAH,Prity,G,,24330 CARNATION PARK,,Hamilton,KY
Maj1074,14.0,0.0,99717,United States of America,U,Majmudar,AURORA,R,L,7155 SEWARD CRESCENT,,Hamilton,UT
Whi1075,95.0,0.0,M5c 1x8,United States of America,D,Whiteford,Kerry,Z,M,13920 wedgewood lane,,Irving,WI
pue1076,96.0,5.0,78258,Canada,M,puett,Sallyann,,f,5391 CLAY WEST,,Richmond,AL
Mai1077,14.0,3.0,10272,United States of America,W,Mailroom,Emanuel,R,f,20809 cecil upper,,Rochester,ID
Pok1078,81.0,,M9F 1U7,United States of America,M,Pokrifcak,JULIEN,X,f,3594 MITCHELL NORTH,,Lubbock,MO
Tra1079,7.0,5.0,v5c 1m8,United States of America,W,Tracey,Marv,,m,2132 MEADOW LAKE UPPER,,Hay River,ND
Tra1080,76.0,1.0,90162,United States of America,S,Tran,Isabeau,I,F,12516 bellaire north,,Warren,NM
Rav1081,17.0,1.0,94461,United States of America,S,Ravji,LEZLIE,,f,8108 DEWEY PARK,,Greensboro,Saskatchewan
How1082,20.0,,m2q 1f6,United States of America,S,Howe-patterson,Adelle,,,2667 bonnie brae rue,,Fort Wayne,NH
KHA1083,25.0,5.0,85250,United States of America,M,KHAWAR,Souphalack,,m,21675 decatur north,,Norfolk,WV
HAW1084,,0.0,A5d 1a2,United States of America,M,HAWKES,warren,M,m,16414 penn south,,Charlotte,TN
bur1085,66.0,0.0,40507,United States of America,M,burchat,Ariel,,m,5350 glen loch boulevard,,Concord,AR
Mil1086,87.0,4.0,M5e 1z9,United States of America,M,Milburn,Hunter,,,23607 stella lane,,Corpus Christi,NC
Pie1087,40.0,1.0,66117,United States of America,M,Pieroway,FANECHKA,C,f,8898 rincon boulevard,,Raleigh,OR
bir1088,22.0,0.0,V6i 1p5,United States of America,S,biray,Ame,,f,22190 saunders street,,Escondido,Newfoundland
Sch1089,82.0,2.0,19197,United States of America,S,Schutte,Caty,,,7409 lexington lane,,Bismarck,New Brunswick
stu1090,8.0,4.0,33620,Canada,U,sturrock,Schyndel,,m,2836 archer crescent,,Minneapolis,IN
You1091,26.0,0.0,77272,United States of America,M,Younglove,marita,F,,8481 diggs drive,,Los Angeles,MD
UBE1092,78.0,2.0,v6o 1w4,Canada,S,UBERIG,Sandie,,f,450 FLORESTA COURT,,Sunnyvale,AK
ras1093,100.0,2.0,90392,United States of America,W,rasberry,HATTIE,F,f,1892 electra crescent,,Winnipeg,NV
Mur1094,30.0,,99690,United States of America,S,Murrell,HOPE,N,,12530 westerley crescent,,Los Angeles,VT
rob1095,72.0,0.0,63156,United States of America,M,robieux,Mehdi,,f,13429 spring crescent,,Los Angeles,ME
Sti1096,60.0,0.0,72289,Canada,M,Stinson,melina,,,13306 dryden court,,Worcester,Saskatchewan
ram1097,25.0,2.0,85099,Canada,D,ramsey,RUEBEN,,F,14853 commerce park,,Albuquerque,ND
inc1098,75.0,4.0,T5d 1l9,United States of America,M,ince,Damian,,M,21572 rockhill rue,,London,NE
HAR1099,69.0,2.0,19025,United States of America,W,HARRINGTON,LUISA,E,F,13153 jefferson road,Apt. 745,Grand Rapids,LA
Lit1100,11.0,2.0,M7m 1a1,United States of America,D,Litzenberger,dari,Y,m,4050 international road,,Tulsa,TN
GOL1101,94.0,,77235,United States of America,M,GOLDMAN,alvaro,,F,11529 ARCANA BOULEVARD,,Salem,AK
deb1102,53.0,1.0,78504,Canada,M,debrusk,kim-tram,R,,14561 hickory way,,Huntington Beach,ID
VIT1103,88.0,5.0,T5C 1S3,United States of America,U,VITAGLIAN,Virgina,,,5870 YAUPON NORTH,,Charleston,CO
nav1104,78.0,1.0,37419,United States of America,M,navarro,Liesbeth,,f,15205 MOODY EAST,,Missoula,Quebec
Ken1105,86.0,0.0,93753,United States of America,M,Kent,per,,,23923 potomac road,,Plano,NE
oly1106,31.0,2.0,40201,United States of America,S,olynyk,Zia,Q,,11683 basswood north,,Costa Mesa,MS
Str1107,76.0,0.0,94320,Canada,D,Streight,betty-anne,,,15399 long avenue,,Augusta,PA
yer1108,28.0,0.0,H2b 1v9,United States of America,U,yerigan,CHERRY,,m,292 SAKOWITZ ROAD,,Bellevue,KY
KOB1109,76.0,4.0,20008,United States of America,D,KOBIERSKI,Mellisent,,F,10008 BROWNWAY SOUTH,,Quebec,RI
Smi1110,55.0,0.0,M9F 1T8,United States of America,W,Smid,vino,Q,,6726 englewood upper,apt. 526,Minneapolis,WI
Bre1111,44.0,1.0,85703,United States of America,M,Brennan,Cang,,M,408 johnson ferry avenue,,Huntsville,AL
Cob1112,74.0,0.0,T6B 1F7,Canada,S,Cobran,Huyen,,M,11678 NEWPORT NEWS LOWER,Apt. 433,Cheyenne,MO
mab1113,38.0,0.0,91178,United States of America,M,mabuchi,Bernelle,K,,7948 BEARD AVENUE,,Fargo,NJ
cow1114,17.0,3.0,T5c 1q4,United States of America,S,cowell,Berthe,F,f,17825 fleet south,,North Las Vegas,AR
att1115,47.0,0.0,M9d 1u2,United States of America,D,attarchi,ophelie,,,12602 wise road,,Santa Clara,KY
BAT1116,2.0,3.0,80923,Canada,U,BATURA,Kellie,,,12960 glenmont street,,Independence,ME
Mcg1117,14.0,0.0,H2f 1w1,Canada,M,Mcgehee,xiaojing,T,M,9109 WESTERN WAY,,Whitehorse,British Columbia
GAL1118,62.0,4.0,V6y 1t4,Canada,U,GALLUZZI,KIRBY,,,4895 PARKVIEW COURT,,El Monte,WI
Cac1119,98.0,1.0,91914,United States of America,M,Cachero,Bevvy,K,M,15338 worley south,,Mesquite,Newfoundland
WES1120,16.0,1.0,m8b 1x9,Canada,S,WESTFALL,Pramod,G,,15276 addison crescent,,Lafayette,ME
rem1121,66.0,4.0,90335,United States of America,M,rembecki,stormi,,,9749 overton ridge boulevard,,Lafayette,British Columbia
Fla1122,22.0,0.0,66108,United States of America,M,Flach,Arlena,,,15686 oliver street,,Escondido,CO
STI1123,53.0,1.0,23250,United States of America,S,STIRLING,carissa,G,m,24053 atwood boulevard,,Fort Worth,Quebec
JAM1124,88.0,2.0,70150,United States of America,M,JAMMU,Ning,,,13776 east boulevard,,Livonia,AL
Kun1125,88.0,4.0,46231,Canada,S,Kunz,Joanna,,m,8148 pearson avenue,,Mesquite,IL
gar1126,58.0,5.0,T5a 1k3,United States of America,M,garg,Sohayla,,,5398 collier crescent,,Garland,IN
Mun1127,52.0,1.0,10016,Canada,S,Munroe,Jacqueline,,,7305 HOLLY STREET,,Glendale,CO
Bre1128,4.0,4.0,98418,United States of America,U,Breglec,ROCHETTE,F,,13372 WINIFRED LANE,,Charlottetown,Nova Scotia
Jaf1129,9.0,0.0,46234,United States of America,S,Jaffer,JUOZAS,,,16520 HEMPHIL NORTH,,Billings,VA
hor1130,,3.0,93879,United States of America,U,hornung,sask,,,22820 wilshire boulevard,,Tempe,WV
hud1131,81.0,2.0,94170,United States of America,U,huddleston,Milka,,,6341 CHARLOTTE COURT,,Miami,Saskatchewan
Edg1132,91.0,2.0,33609,United States of America,U,Edgar,HRDATA,W,m,16606 MCAFEE WEST,,Colorado Springs,OK
lau1133,49.0,3.0,76708,United States of America,S,laurich,Norstar,,,24277 pico upper,APT. 90,Chicago,CO
wam1134,84.0,1.0,31904,Canada,U,wambsganz,LAURY,,M,10381 voss rue,apt. 951,Santa Fe,NE
tav1135,5.0,3.0,20037,United States of America,W,taverner,Kazuhiko,O,,19610 COOPER LANE,,Macon,LA
Tej1136,,1.0,A2b 1v1,United States of America,U,Tejani,marris,G,,4768 belladonna street,Apt. 915,Tallahassee,Ontario
Bri1137,,0.0,v6x 1s8,Canada,,Brinklow,thea,T,m,1540 crestmere north,,Pomona,NH
Vie1138,18.0,5.0,90046,United States of America,M,Viens,cortland,,m,8550 briggs avenue,,Winston-Salem,DC
Kla1139,79.0,1.0,m5f 1v9,United States of America,W,Klaudt,martina,,M,22468 cadiz lane,suite 184,Allentown,NM
SEL1140,,2.0,H7e 1u2,United States of America,U,SELISKER,ki,S,,7184 charleville lane,,Charleston,MO
Kni1141,87.0,0.0,90395,United States of America,M,Knighton,Courtney,Q,f,13177 brighton avenue,Apt. 600,Santa Clara,British Columbia
kau1142,60.0,5.0,37201,Canada,S,kaura,Mcgee,,m,2756 KENTWOOD COURT,,Hampton,WI
Sch1143,13.0,0.0,H2A 1X9,Canada,M,Schmidt,MARILYNN,G,,2845 TRAFALGAR EAST,,Mesa,DC
cul1144,40.0,3.0,60783,United States of America,U,culp,KENT,,M,9176 clark west,,St. Catharines,IN
rai1145,76.0,5.0,85080,Canada,U,rainsforth,MARY-JO,Q,F,18591 CHAPIN ROAD,,Whitehorse,KY
hsi1146,97.0,2.0,m5c 1w1,Canada,M,hsieh,Nady,I,f,11316 hampton street,,Peoria,KS
met1147,76.0,2.0,V6f 1w2,United States of America,W,metler,ASMAR,,M,8617 woodcrest north,,Sterling Heights,OR
Map1148,8.0,4.0,99548,Canada,M,Mapes,ardith,,,1722 mosshead drive,,Milwaukee,PA
bou1149,0.0,4.0,36153,United States of America,M,bourlet,FEDERICA,K,F,10513 barberry north,,Arlington,Saskatchewan
lal1150,,3.0,30368,United States of America,M,lalka,EARNEST,,,10543 cravens crescent,,West Covina,MI
MEA1151,75.0,1.0,H5i 1r4,Canada,S,MEASURES,katarina,Z,F,11503 stratton west,,San Buenaventura,NM
Td1152,0.0,0.0,44138,United States of America,M,Td,Madeline,U,,18930 rockhill avenue,,Newark,WV
CAR1153,61.0,0.0,95208,United States of America,M,CARRON,Alain,H,,15361 HALLE LANE,,Livonia,AR
SAB1154,30.0,3.0,T6c 1e7,United States of America,U,SABATINI,Petrina,X,,5521 beverly lane,,Elizabeth,MN
Tar1155,,2.0,92173,United States of America,W,Tardioli,Edyth,,,2773 spicebrush crescent,,Lansing,ID
mid1156,,5.0,90039,United States of America,U,middleton,bhupendra,R,m,15031 wood south,,Fort Lauderdale,OH
pha1157,7.0,1.0,V6b 1p9,United States of America,U,phalen,REAL,U,,12581 CONGRESS ROAD,,Bismarck,CT
Sha1158,88.0,4.0,88003,United States of America,D,Shackley,Skip,,,4737 sayers court,,San Francisco,Newfoundland
SCA1159,50.0,,T5b 1t3,United States of America,S,SCARBOROUGH,holst,G,,19707 FOUR WINDS ROAD,,Evansville,ND
gai1160,29.0,2.0,T5A 1U5,United States of America,S,gaiotti,MISTI,,f,8145 essington north,apt. 440,Tallahassee,ME
Fis1161,2.0,5.0,61608,United States of America,U,Fiszman,STACIE,,f,10709 whittington south,,Hamilton,LA
Sch1162,87.0,3.0,10183,Canada,U,Schwane,Daveen,,,10463 winsome boulevard,,Atlanta,RI
HEP1163,,2.0,x5e 1v7,Canada,M,HEPBURN,Miles,X,f,15932 WHALE UPPER,,Fairbanks,NC
van1164,75.0,0.0,V6R 1U8,United States of America,S,vandenborre,heike,,,2254 whistler drive,,Hollywood,TN
CHR1165,92.0,0.0,T5a 1y5,Canada,S,CHRISTENSEN,roshelle,B,m,16713 FERNANDO LANE,,Waco,TX
sue1166,97.0,1.0,95126,United States of America,M,suess,Mohammed,,f,7557 park stream street,,Baltimore,ID
Fon1167,89.0,2.0,H7H 1T8,United States of America,,Fondacaro,lewis,,,19492 lyons court,,Thousand Oaks,British Columbia
Bor1168,34.0,,M1h 1r6,United States of America,S,Boruslawski,RADOSLAV,V,,21245 weller way,apt. 339,Richmond,NM
WIE1169,97.0,5.0,60618,United States of America,M,WIENERT,NELDA,G,F,14719 north rue,,Hayward,WV
CHA1170,38.0,3.0,T5A 1P2,United States of America,U,CHANDRASHEKAR,CORDIE,S,,24200 north crescent,,Regina,VA
Pag1171,,3.0,43226,Canada,S,Pagi,jewell,,M,4348 WEDGEWOOD EAST,apt. 207,Lowell,Quebec
pop1172,83.0,2.0,92609,Canada,S,popper,Alysa,R,m,23046 wathan lane,,Charleston,NC
Cou1173,33.0,4.0,V6n 1u3,Canada,U,Courson,vitia,P,m,22498 hutton west,,Pembroke Pines,WA
COM1174,91.0,4.0,36115,United States of America,M,COMEAU,GLORY,,,1715 texas west,,Casper,DE
ROC1175,7.0,1.0,30330,United States of America,U,ROCHE,Ranga,O,m,4437 stonehill drive,,Paterson,NE
Ask1176,92.0,0.0,30331,United States of America,U,Askins,Carmina,,F,12805 BRAMBLEWOOD EAST,,Dover,MN
ALB1177,24.0,5.0,M1g 1r4,United States of America,M,ALBEA,Debi,T,,13493 turtle creek south,Apt. 926,Naperville,Quebec
Per1178,42.0,,36168,United States of America,S,Perrier,hala,,,14553 round lake boulevard,Apt. 954,Stamford,TX
Ged1179,19.0,4.0,55162,United States of America,U,Gedeon,manjinder,,,7385 sycamore court,,Hialeah,NV
Gus1180,13.0,3.0,E7n 1q6,United States of America,S,Gustlin,Marylynn,,,21082 cliffbrook west,,Chandler,CT
kes1181,72.0,1.0,h2d 1u5,United States of America,M,kessel,Nikolia,J,,8453 burnett street,,Kitchener,DC
RIT1182,20.0,0.0,94320,Canada,U,RITTER,Sena,,,19050 cordoba upper,,Laredo,PA
DIE1183,16.0,0.0,13222,Canada,M,DIEU,lucita,,F,2134 neff south,Apt. 668,Chula Vista,MO
SAN1184,40.0,1.0,V5d 1m2,United States of America,U,SANSOM,MARYA,,M,3123 clint south,,Erie,NC
Dic1185,41.0,2.0,M5C 1Z6,United States of America,U,Dickie,rici,,M,1047 courtland lane,,Regina,FL
Per1186,56.0,2.0,T6a 1i4,United States of America,M,Perron,Sriranjani,C,,23459 WESLEYAN LANE,,Mesquite,Ontario
Blo1187,59.0,3.0,93801,United States of America,D,Blodgett,codi,,,6094 ALONZO LANE,,Sudbury,UT
Hub1188,46.0,1.0,T5a 1q7,United States of America,M,Huber,Berri,A,,5003 travis lower,,Casper,MA
KIN1189,43.0,0.0,V6s 1w9,Canada,W,KINNIBURGH,Kassem,,,7421 sandpoint east,,Omaha,KY
tes1190,49.0,0.0,v5b 1p6,United States of America,M,testsds,BENITA,,f,24160 star drive,,Spokane,RI
Ser1191,55.0,5.0,10034,United States of America,W,Serraf,gajendra,V,,16845 BOLL UPPER,,Cedar Rapids,HI
kor1192,54.0,5.0,32240,United States of America,M,kortekaas,ross,,M,15879 pardee rue,apt. 990,Fairbanks,SD
bos1193,20.0,2.0,72284,Canada,M,bosnyak,emmalee,,,17514 buckroe court,,Fort Wayne,ME
Eng1194,18.0,1.0,94138,United States of America,U,Engelberg,Myrtle,I,,12417 airport drive,,New York,MI
Lin1195,56.0,5.0,64108,United States of America,W,Lindberg,LEONTYNE,,,14329 rio grande lower,,New Haven,Ontario
dru1196,5.0,1.0,91759,United States of America,W,druzeta,Career,,M,3570 reynolds upper,apt. 714,Greensboro,IL
Mim1197,63.0,3.0,36603,United States of America,D,Mims,ZACK,,,11436 crestline east,,Saint John,UT
MAC1198,7.0,4.0,33010,United States of America,M,MACIEJEWSKI,HEINO,Q,,1963 holmes lower,,Bismarck,Quebec
Boy1199,52.0,1.0,44133,United States of America,S,Boyce,Sonny,X,M,1485 PEMBERTON WAY,,St. Johns,TN
sha1200,85.0,2.0,e7o 1h5,United States of America,U,shannon,Michelle,,f,1756 windsor east,,Fontana,Quebec
Abe1201,41.0,0.0,44102,United States of America,M,Abernathy,Yoshiaki,G,,3489 silver sage west,,Fontana,IL
eis1202,82.0,5.0,M5D 1W4,Canada,M,eisen,Schouwen,J,,13324 preston way,,San Buenaventura,PA
RUM1203,90.0,3.0,M5g 1y4,Canada,M,RUMMANS,MOLL,,,8420 ASHLEY UPPER,,Newport News,MN
CON1204,13.0,5.0,92879,United States of America,D,CONERLY,Harrietta,,f,17973 scanlin north,,Memphis,Alberta
kla1205,29.0,3.0,T5a 1l5,United States of America,W,klapper,CILKA,,,5054 emerson east,,North Las Vegas,UT
Hud1206,56.0,3.0,90244,United States of America,U,Hudyma,aurlie,,m,9902 altamesa park,,Tampa,CT
ede1207,12.0,1.0,91166,Canada,S,eder,duncan,,f,505 GAYLORD NORTH,,Oshawa,PA
FEL1208,77.0,2.0,23461,United States of America,M,FELCZAK,Kellen,,F,12416 lenwood lane,,Scottsdale,ND
Sch1209,94.0,3.0,93389,Canada,M,Schrader,utpala,,,19334 stratmore lane,,Sacramento,NC
bro1210,1.0,4.0,T6c 1h7,United States of America,U,broadhead,maxi,,m,17595 TAHOE EAST,,Charleston,Manitoba
doi1211,47.0,1.0,e7o 1n9,United States of America,M,doig,YARLANDA,,,22014 rose park,,Warwick,TN
Iaq1212,32.0,2.0,13203,United States of America,M,Iaquinto,shandy,,,3692 evans north,,Missoula,HI
VOA1213,6.0,1.0,91335,United States of America,M,VOADMIN,Siamak,,,8293 wayne crescent,,Jersey City,AR
woo1214,92.0,1.0,T6C 1G9,United States of America,M,woodall,freddi,B,,21646 lake park crescent,,Winston-Salem,KY
hal1215,31.0,4.0,92878,United States of America,U,hallett,Ilysa,Z,,19305 crystal hills lower,,Lansing,VA
Zay1216,59.0,4.0,29205,United States of America,U,Zaydan,florida,,,24611 WRANGLER AVENUE,,Chicago,PA
Hur1217,92.0,5.0,h2f 1x4,Canada,S,Hurtubise,lynnea,R,M,15581 INGERSOLL AVENUE,,Nashua,NE
GUM1218,69.0,5.0,t6a 1g7,United States of America,M,GUMBLEY,ofelia,,f,14831 murray road,,Concord,Prince Edward Island
sol1219,51.0,2.0,90866,United States of America,,sollman,Shirlene,,,20494 ross west,,San Diego,NM
fao1220,71.0,3.0,94273,United States of America,D,faou,Jerrylee,,,19166 taylor crest east,,Madison,NY
ERN1221,72.0,4.0,43625,Canada,D,ERNST,MIWA,,m,8815 concord court,,Saint John,OR
Syl1222,40.0,1.0,H6b 1x8,United States of America,M,Sylvain,Ida,,,9720 tide mill east,,Norfolk,MD
sco1223,23.0,1.0,v6t 1r1,United States of America,M,scourneau,Brittany,,F,3972 wilmington rue,,Lakewood,ND
Rid1224,40.0,1.0,50324,United States of America,U,Ridgway,Morganne,,,10785 gemini north,,El Paso,LA
Hot1225,81.0,4.0,v6o 1s6,United States of America,S,Hotson,Hortensia,,m,21034 WINDCHIME LOWER,Apt. 646,El Paso,NV
LUE1226,10.0,5.0,E7o 1l7,United States of America,S,LUE,SAEID,,,3735 neilson upper,,Tulsa,Nova Scotia
WAL1227,87.0,,93664,United States of America,S,WALBRIDGE,MERIDEL,,m,21985 oakhurst court,,Escondido,WY
Hoa1228,22.0,1.0,67225,Canada,M,Hoang,MIEP,,,5530 MEADOW LAKE PARK,,Irvine,AL
VAN1229,71.0,0.0,V5c 1o5,United States of America,W,VAN OORSCHOT,SWD,U,,12397 ingersoll upper,,Durham,ID
Sca1230,30.0,5.0,M5a 1v8,United States of America,M,Scarrow,RUTH,S,f,18751 lyle avenue,,Ann Arbor,Nova Scotia
SID1231,44.0,3.0,T6B 1J1,United States of America,W,SIDOROVSKY,jaya,,,7750 RAMPART DRIVE,,Bismarck,WV
Luu1232,,4.0,80022,United States of America,S,Luu,ivona,,F,23949 SCOTCH PARK,,Lowell,Saskatchewan
Bor1233,68.0,3.0,10164,United States of America,U,Borson,Therese,,,8729 halle street,,Ottawa,ND
GIL1234,73.0,4.0,60774,United States of America,M,GILLIARD,Lou,A,F,11100 morningside west,,Milwaukee,ND
Mcw1235,74.0,5.0,37220,United States of America,M,Mcwherter,JOCELIN,,,24123 lamport lower,Suite 290,New Orleans,ME
Huf1236,43.0,0.0,99703,United States of America,M,Huffman,Alan,,,8188 candlelight north,,Greensboro,AR
mev1237,3.0,2.0,14232,Canada,S,mevis,jolynn,,F,16508 cleveland upper,,Simi Valley,WA
sti1238,49.0,5.0,T5a 1m4,United States of America,U,stirling,TWYLA,W,M,7609 josey street,,Santa Clara,TX
lor1239,50.0,0.0,93326,United States of America,U,lorincz,saree,X,F,298 CEDAR CRESCENT,,Worcester,CA
vin1240,53.0,3.0,h2f 1x4,Canada,W,vincent,Shirley,,m,9764 harvard park,,Escondido,ND
Wan1241,38.0,0.0,90164,Canada,D,Wang,LORNE,D,f,24132 abbott street,,Erie,SC
Baz1242,60.0,5.0,98141,United States of America,S,Bazik,Somsak,,F,12636 LINWOOD RUE,APT. 254,Regina,MN
Bab1243,72.0,5.0,90807,United States of America,W,Babin,Elyssa,,,22824 ROSE EAST,,Lancaster,OH
Neu1244,42.0,5.0,E4a 1r2,United States of America,M,Neuman,SHIRLEE,,,19085 amsterdam avenue,,Charlottetown,PA
Bet1245,3.0,5.0,v5a 1p5,United States of America,M,Betts,Wilow,,,15401 winter park lane,APT. 159,Huntsville,ID
sch1246,92.0,5.0,90239,Canada,M,schwenk,Christine,,,16606 mcafee west,,Springfield,IL
Zel1247,56.0,3.0,35845,United States of America,U,Zelsmann,Ria,,M,2031 ross road,Suite 328,Bismarck,MI
Win1248,80.0,5.0,A2b 1v9,United States of America,D,Winningham,heddie,,,15960 st. phillip boulevard,APT. 421,Salinas,ND
heb1249,54.0,4.0,H5l 1p9,Canada,D,hebbar,Aartjan,,f,8899 starling lane,,Fort Wayne,TN
pic1250,82.0,3.0,M9e 1u7,United States of America,M,picard,Aloisia,,M,22133 wesleyan way,,McAllen,ND
May1251,32.0,1.0,20011,United States of America,D,Mayr-stein,jossine,J,,18267 cape lane,apt. 776,Shreveport,NM
kle1252,76.0,4.0,10187,United States of America,D,kleynenbergntmvaa,ANSLEY,,,11961 beningus rue,,Hilo,AK
Dil1253,58.0,4.0,V6L 1T1,United States of America,W,Dilley,chin,,,11926 GAYLORD SOUTH,,Oxnard,WI
COM1254,75.0,2.0,93888,Canada,S,COMBEE,cybill,,,2270 floresta rue,,Pittsburgh,MD
men1255,72.0,4.0,13204,United States of America,M,mendez,QAINFO,,F,14783 SAUNDERS UPPER,,Pomona,NY
CAL1256,25.0,3.0,H2a 1w9,United States of America,S,CALIS,Luke,,,23975 morton rue,,Lubbock,Newfoundland
CON1257,73.0,5.0,94629,United States of America,S,CONNER,CATE,S,,22345 4th east,,Chicago,New Brunswick
Van1258,33.0,1.0,m2q 1d5,United States of America,S,Van dyke,Florine,,F,7626 clint west,,Gary,ID
Nov1259,89.0,,V6b 1r6,Canada,U,Novia,Luping,,M,17107 university court,,Independence,SC
ACK1260,8.0,1.0,94632,United States of America,M,ACKWOOD,Caroline,R,,881 vance jackson south,,Little Rock,TN
PAT1261,36.0,0.0,10703,Canada,D,PATTULLO,Krinda,,F,18723 ethridge park,,North Las Vegas,Alberta
