LastName,Country,Income,CreditRating,Gender,NumberCars,MaritalStatus,State,Age,NumberCreditCards,AddressLine1,City,Phone,NumberChildren,AddressLine2,Employer,PostalCode,MiddleInitial,AgencyID,FirstName,OwnOrRentFlag,NetWorth
DOMANICO,United States of America,202240.0,819.0,,2.0,M,DE,13.0,6.0,16701 pearl drive,Salinas,1-072-742-5464,0.0,,Boston Scientific,06504,,DOM2075,Karoly,O,2710548.0
Abernethy,United States of America,423054.0,417.0,M,5.0,M,UT,32.0,5.0,8437 WITHERS DRIVE,Alexandria,1-281-761-3374,4.0,,Cinemark Holdings,35881,,Abe2076,gray,O,1190003.0
BARAN,United States of America,449660.0,407.0,,4.0,,OH,94.0,10.0,8428 roberts way,Pomona,1-064-950-8013,0.0,,Temple-Inland,36682,I,BAR2077,MARCI,O,134214.0
Rohan,United States of America,5959.0,728.0,,4.0,U,NH,50.0,5.0,9933 inwood south,Detroit,1-110-757-8596,1.0,,NewPage Holding,M5a 1u8,L,Roh2078,KATEY,,406688.0
Riddall,United States of America,128625.0,639.0,,1.0,M,IN,4.0,4.0,8887 holly knoll court,Jacksonville,1-552-270-1343,1.0,,Hasbro,19032,,Rid2079,Clarke,O,1710567.0
Pecic,United States of America,199590.0,423.0,,3.0,U,AR,67.0,4.0,3312 plummer street,New York,1-496-413-3015,5.0,,,75260,,Pec2080,Simon-cheuk,O,210747.0
Doan,United States of America,110401.0,686.0,f,,M,IL,,8.0,6492 adams east,El Monte,1-138-235-6884,0.0,,Equifax,94442,,Doa2081,OTHELIA,O,3783852.0
BADGER,United States of America,435606.0,810.0,m,5.0,M,OR,12.0,8.0,14254 HUNT WEST,Elizabeth,1-158-509-6181,5.0,,Massey Energy,H7f 1u5,M,BAD2082,mariya,O,2792723.0
HOELSCHER,Canada,147855.0,649.0,,2.0,M,CO,69.0,6.0,3906 roosevelt lower,Plano,1-010-884-3128,3.0,,Baxter International,80182,,HOE2083,anabelle,O,3415412.0
Binnington,United States of America,26933.0,410.0,,1.0,W,AR,6.0,5.0,23923 potomac road,Grand Rapids,1-659-502-3229,1.0,,McClatchy,94648,,Bin2084,Francois,R,3358673.0
mymryk,Canada,307065.0,809.0,,0.0,M,AK,69.0,9.0,8074 euclid way,Spokane,1-896-163-7704,5.0,,Regis,93347,,mym2085,KELSEY,O,2329856.0
Udall,Canada,431396.0,849.0,,1.0,M,WV,39.0,10.0,12347 valita upper,El Paso,1-079-121-7691,3.0,,Reliance Steel & Aluminum,33159,,Uda2086,Madeleine,O,3533670.0
Nestor,United States of America,189391.0,401.0,,5.0,W,Prince Edward Island,95.0,10.0,24759 queensbury way,Cleveland,1-088-551-1526,4.0,,Kellogg,90320,,Nes2087,roland,R,1179460.0
ADAMOWICZ,United States of America,280433.0,453.0,y,5.0,S,Nova Scotia,65.0,10.0,20506 ardmore street,Toronto,1-027-846-0168,0.0,Apt. 691,E.W. Scripps,48261,,ADA2088,cristionna,O,1271651.0
SHERRELL,United States of America,54908.0,468.0,M,0.0,U,WV,98.0,10.0,19171 meyers east,Erie,1-453-801-0009,2.0,,BMC Software,87504,P,SHE2089,Leticia,O,3556870.0
staples,United States of America,200827.0,773.0,M,5.0,M,CA,76.0,9.0,21421 dexter avenue,Las Vegas,1-053-581-0851,4.0,,Sysco,99566,V,sta2090,aloysia,U,1700411.0
ALTEEN,United States of America,49514.0,528.0,,0.0,D,VT,0.0,10.0,18207 conley south,Gary,1-068-460-7241,3.0,Apt. 946,Sanderson Farms,M1i 1r2,,ALT2091,glori,O,146477.0
allaman,United States of America,458844.0,363.0,F,3.0,W,NM,75.0,2.0,14004 pelan way,Montgomery,1-283-886-9805,2.0,,Northrop Grumman,43208,S,all2092,Tabbatha,O,2718355.0
Onder,United States of America,361238.0,706.0,,0.0,D,LA,66.0,2.0,4423 bonneville west,Richmond,1-213-738-1684,2.0,,Flowers Foods,95215,O,Ond2093,Callie,O,2146102.0
Zapach,United States of America,119807.0,725.0,f,2.0,D,GA,22.0,7.0,13342 alamo court,Fort Smith,,,,NTK Holdings,M5A 1U8,,Zap2094,Orel,O,2385658.0
Dugas,United States of America,309386.0,740.0,F,4.0,S,SC,90.0,3.0,17865 chennault south,Victoria,1-763-723-0180,2.0,,United Services Automobile,35858,B,Dug2095,VERENA,U,2981947.0
LUHCS,Canada,476845.0,833.0,,5.0,M,NJ,90.0,1.0,15655 oakmont crescent,Mesa,1-967-016-7682,5.0,,LKQ,T5B 1W1,F,LUH2096,JULIANNE,O,3524237.0
Ito,United States of America,424509.0,599.0,M,4.0,W,ND,31.0,8.0,13371 walnut park,Dallas,1-685-817-7352,2.0,,Airtran Holdings,V6P 1T6,,Ito2097,EALASAID,O,2199779.0
Heckman,United States of America,258208.0,808.0,F,4.0,U,IA,30.0,7.0,21375 inman upper,Grand Prairie,1-675-269-5285,1.0,,,27409,U,Hec2098,SHIV,O,2729726.0
perrella,United States of America,88349.0,683.0,f,2.0,W,ME,83.0,9.0,14805 bonneville street,Newark,1-288-288-8130,1.0,,Exxon Mobil,98149,,per2099,Kandy,O,3476735.0
Cumming,United States of America,84083.0,333.0,F,,M,Quebec,16.0,7.0,219 panther creek way,Fort Lauderdale,1-219-066-5347,3.0,,Packaging Corp. of America,85271,P,Cum2100,TOSHI,O,1115519.0
ELIE,United States of America,86501.0,547.0,,0.0,M,Saskatchewan,78.0,5.0,13087 jensen east,Casper,1-447-421-3003,4.0,,Eastman Chemical,93549,R,ELI2101,DANIEL,R,698809.0
byk,United States of America,164128.0,310.0,,3.0,S,HI,95.0,6.0,16811 mahonia street,Erie,1-799-426-3700,,,American Axle & Manufacturing,M9d 1u2,,byk2102,IFTI,U,3973778.0
MACCONAILL,United States of America,327356.0,517.0,f,5.0,U,NE,78.0,3.0,3261 HENDERSON SOUTH,Oshawa,1-725-932-4274,,Apt. 759,Covance,m7m 1c4,,MAC2103,barbara-anne,U,1254778.0
GOODIER,United States of America,347555.0,488.0,,0.0,U,HI,5.0,2.0,8728 selma north,Miami,1-468-707-2150,3.0,apt. 850,Sally Beauty Holdings,V6o 1s4,,GOO2104,elisabeth,O,2552938.0
Jenkins,Canada,238482.0,363.0,,2.0,S,SD,27.0,2.0,17207 WYCLIFFE PARK,Fort Lauderdale,1-553-965-6244,2.0,,El Paso,77165,J,Jen2105,rommel,O,1307542.0
Priede,United States of America,272883.0,622.0,,2.0,M,Manitoba,61.0,6.0,4141 eagle north,Sioux Falls,1-846-467-3924,2.0,,Marriott International,98131,,Pri2106,Agenia,O,2517482.0
Vempati,United States of America,46680.0,508.0,,1.0,M,VT,3.0,2.0,24749 ryan lower,Memphis,1-210-426-3060,5.0,,Mylan,04111,,Vem2107,xavier,O,1766044.0
LINN,United States of America,376150.0,313.0,,5.0,U,VA,,0.0,16511 yamato lower,Anchorage,,0.0,,SanDisk,97225,,LIN2108,MAT,O,
Kleynenberg,United States of America,257358.0,614.0,m,2.0,M,RI,53.0,9.0,18630 ATLANTIC ROAD,Lincoln,1-588-029-9307,4.0,,Hayes Lemmerz,T5b 1m3,,Kle2109,Tatsman,U,790562.0
Chester,United States of America,352354.0,,,3.0,S,AL,28.0,7.0,6916 SILVERADO AVENUE,Sioux Falls,1-981-581-3375,4.0,,Rockwood Holdings,79914,,Che2110,Kym,O,2198082.0
Pastorek,Canada,37429.0,389.0,M,1.0,M,WY,0.0,5.0,6396 woodall north,Pittsburgh,1-666-464-1272,5.0,,Sanderson Farms,v5d 1o8,,Pas2111,ANNADIANA,O,1996495.0
Witchlow,United States of America,,427.0,,,,FL,45.0,3.0,22386 spanish river lane,Elizabeth,1-010-319-9107,,,Conseco,94439,E,Wit2112,Nollie,R,639832.0
NEAL,United States of America,215304.0,534.0,,5.0,S,IN,78.0,3.0,11926 gaylord south,Madison,1-417-173-1136,5.0,APT. 513,Philip Morris International,43625,,NEA2113,Rori,O,2802913.0
mikulka,Canada,,640.0,,4.0,U,Nova Scotia,6.0,7.0,23477 vessey way,Tacoma,1-566-339-9557,3.0,,Hospira,59805,T,mik2114,ANNMARIA,O,2834537.0
Suter,United States of America,195400.0,777.0,,0.0,M,AR,86.0,6.0,15960 st. phillip boulevard,San Francisco,1-409-442-7294,0.0,,Ford Motor,V6t 1r3,,Sut2115,Paolina,,3029877.0
Cheba,Canada,448262.0,714.0,,4.0,S,CO,40.0,2.0,10463 WINSOME BOULEVARD,Philadelphia,1-525-477-5709,0.0,,HealthSpring,M3v 1j5,,Che2116,BLINNY,R,2190927.0
Bagshaw,United States of America,143857.0,720.0,F,3.0,S,GA,73.0,5.0,11117 archer park,Moncton,1-953-685-6592,0.0,,Allergan,V6q 1v5,X,Bag2117,juozas,,1971051.0
Kensinger,Canada,179841.0,814.0,,4.0,D,VA,93.0,4.0,2808 hancock north,Boston,1-585-956-4117,0.0,,,72222,C,Ken2118,Cyrus,R,2107368.0
Girgis,United States of America,452925.0,475.0,,0.0,M,WY,74.0,0.0,8426 navidad way,Sacramento,1-406-532-7170,0.0,,Magellan Health Services,V6h 1s9,M,Gir2119,Dee,O,1235106.0
Neuman,United States of America,479884.0,338.0,M,2.0,,GA,39.0,0.0,9375 WOOD SOUTH,Sacramento,1-396-584-3133,4.0,,Warnaco Group,82009,,Neu2120,ISAAC,O,3859061.0
Khosraviani,United States of America,170729.0,704.0,M,2.0,U,British Columbia,70.0,6.0,19015 CHENNAULT LANE,Houston,1-923-695-6155,4.0,,Alliant Energy,v6j 1u6,,Kho2121,moon,O,1360442.0
Makarenko,Canada,325731.0,310.0,m,3.0,M,CA,96.0,9.0,5137 royalton park,Independence,1-069-777-3530,0.0,,National Semiconductor,98139,,Mak2122,Kendre,O,1972245.0
MCKEITHAN,United States of America,175574.0,426.0,,1.0,M,IA,76.0,10.0,7155 seward crescent,Torrance,1-855-600-2016,5.0,,Western Union,94241,,MCK2123,fil,O,2728113.0
Hoxie,United States of America,411899.0,651.0,,1.0,U,OH,38.0,0.0,2993 garden brook east,Amarillo,1-467-626-8149,2.0,,AMR,23663,A,Hox2124,CORY,U,
hopcroft,United States of America,146326.0,666.0,F,2.0,U,DE,25.0,9.0,1899 malden way,Vancouver,1-570-278-7548,3.0,,Pioneer Natural Resources,80028,,hop2125,POH-SOON,O,
Jordan,United States of America,207930.0,594.0,M,3.0,U,KS,5.0,3.0,5660 HALIFAX NORTH,Fullerton,1-413-780-8239,4.0,,Landstar System,14208,,Jor2126,Izumi,O,2185221.0
Leibovitz,United States of America,18272.0,503.0,m,5.0,S,TX,58.0,10.0,7223 guadalupe lower,Tacoma,1-005-858-4055,4.0,,Exelon,70177,,Lei2127,ZARELLA,O,3041565.0
walkley,United States of America,127650.0,749.0,M,3.0,,DC,26.0,4.0,14600 ventura upper,Evansville,1-544-904-0774,1.0,,Alaska Air Group,90237,W,wal2128,Charley,O,2948782.0
MILTON,United States of America,168755.0,849.0,,1.0,D,CO,,7.0,6582 kirby boulevard,Sandy,1-766-118-6234,1.0,,Alliant Techsystems,T5A 1J4,E,MIL2129,jae,O,1661630.0
seymour,United States of America,143627.0,612.0,,3.0,U,FL,93.0,5.0,1722 mosshead drive,Shreveport,1-403-801-9432,0.0,,AptarGroup,78244,,sey2130,CLARICE,R,
MIRANDA,Canada,377718.0,662.0,m,2.0,M,DC,14.0,5.0,9863 boll boulevard,Amarillo,1-575-819-7454,2.0,,Nasdaq OMX Group,81012,V,MIR2131,Rico,U,170102.0
Bohannon,Canada,403878.0,378.0,,1.0,M,MN,21.0,8.0,6359 sandpoint street,Salt Lake City,1-710-506-4820,4.0,,J.C. Penney,10213,,Boh2132,LORIE,O,2649768.0
MCCAIN,United States of America,107422.0,696.0,,5.0,M,NJ,74.0,10.0,24943 jack road,Ann Arbor,1-319-504-7678,2.0,Apt. 230,Altria Group,94137,,MCC2133,marianne,O,823261.0
gaebel,Canada,10506.0,494.0,,3.0,,MT,20.0,8.0,12854 la cienega street,Windsor,1-868-906-2428,1.0,,Perot Systems,37209,,gae2134,Angele,O,878941.0
Kobierski,United States of America,465128.0,675.0,M,2.0,M,NM,17.0,9.0,14635 greene rue,Las Vegas,,1.0,,Affiliated Computer Services,60614,,Kob2135,Eleni,O,3385169.0
Hattingh,United States of America,123912.0,750.0,,3.0,U,OR,20.0,9.0,14991 howard park,Oceanside,1-130-487-3494,4.0,,Duke Energy,23239,N,Hat2136,Torey,O,2328754.0
HALPENNY,United States of America,306314.0,744.0,,1.0,U,FL,44.0,6.0,15278 walnut hill road,St. Johns,1-746-606-9451,2.0,,Weis Markets,60507,,HAL2137,Carmina,O,3909663.0
Edmxtest,United States of America,130729.0,426.0,,2.0,S,Nova Scotia,63.0,4.0,3388 concord crescent,Pueblo,1-447-266-4053,0.0,,HNI,53721,A,Edm2138,TAPE,O,184992.0
Savard,United States of America,278265.0,394.0,,2.0,M,ID,57.0,3.0,287 woodland park court,Glendale,1-735-995-1570,2.0,,TD Ameritrade,v6o 1u2,,Sav2139,FSCOCOS,O,2149895.0
chappuis,United States of America,117675.0,802.0,,1.0,,VA,19.0,,16941 lamboll court,Hollywood,1-069-019-9412,,apt. 508,Unitrin,72235,,cha2140,emilda,O,2722571.0
Etchieson,Canada,82092.0,617.0,,4.0,M,British Columbia,98.0,2.0,17536 frostwood crescent,Beaumont,1-311-126-0299,0.0,,Warner Music Group,10246,X,Etc2141,Ranique,O,2876358.0
griner,United States of America,8457.0,417.0,f,4.0,W,SD,85.0,5.0,23667 parkwood way,Peoria,1-942-330-9592,,SUITE 59,Nash-Finch,06101,,gri2142,Mindy,U,3684172.0
ntelpac,United States of America,217880.0,385.0,F,2.0,S,VA,45.0,4.0,6015 chamberlin way,New Orleans,1-623-539-4841,4.0,,,s3b 1f2,T,nte2143,ADELIA,R,2524898.0
Brabant,United States of America,162353.0,366.0,,4.0,M,Newfoundland,74.0,4.0,6015 chamberlin way,Gary,1-362-842-0696,5.0,,PerkinElmer,v6o 1t1,Z,Bra2144,flying,O,164059.0
Pietrzak,United States of America,134997.0,518.0,m,4.0,U,Prince Edward Island,89.0,1.0,336 knipp boulevard,Inglewood,1-560-309-1742,3.0,,Briggs & Stratton,V6c 1q7,,Pie2145,Tariq,O,563127.0
Koskie,United States of America,447989.0,432.0,F,4.0,U,AR,65.0,3.0,24277 PICO UPPER,Palmdale,1-779-296-3052,0.0,,Avon Products,V6t 1w2,,Kos2146,ADVANCE,O,3367241.0
Leader,United States of America,255358.0,827.0,,4.0,W,ND,68.0,8.0,23787 HOSTA PARK,Fort Lauderdale,1-738-170-0166,,Apt. 543,AGCO,59117,,Lea2147,Satyajit,O,3621212.0
Sheffey,United States of America,,364.0,,5.0,D,IN,73.0,8.0,14254 hunt west,Corona,1-324-704-8572,1.0,apt. 161,CB Richard Ellis Group,32229,,She2148,LINDA,O,
timleck,Canada,138836.0,728.0,M,0.0,U,MO,0.0,0.0,4095 alonzo boulevard,Kitchener,1-596-346-0594,5.0,,Baldor Electric,v6w 1p8,C,tim2149,Eugenie,O,309488.0
TABBERT,United States of America,2602.0,631.0,f,1.0,M,MN,53.0,8.0,21675 DECATUR NORTH,Minneapolis,1-377-253-8333,5.0,,Great Plains Energy,95155,,TAB2150,Kasey,R,
IENTILE,Canada,496128.0,656.0,M,5.0,M,IA,73.0,5.0,19482 farmers drive,Corona,1-299-375-2909,,,Qwest Communications,T6C 1F5,,IEN2151,Kimihiko,O,362797.0
Khosla,Canada,489272.0,633.0,,0.0,S,LA,28.0,8.0,13932 yamato way,Beaumont,1-170-681-2604,3.0,,,77024,,Kho2152,Hildegaard,,2362673.0
KINNAIRD,United States of America,337207.0,500.0,,4.0,U,MS,59.0,8.0,17687 DENTON LOWER,Thousand Oaks,1-135-140-6917,0.0,,Int. Business Machines,36638,C,KIN2153,NASH,O,1940630.0
Ferrao,United States of America,120903.0,443.0,,2.0,W,HI,63.0,6.0,12687 macon crescent,Orange,1-969-212-5514,4.0,Apt. 159,,X1g 1s2,B,Fer2154,Otakar,R,3940940.0
fallahi,Canada,,500.0,M,4.0,,NC,73.0,1.0,22469 lindale way,Shreveport,1-644-729-0811,4.0,,Mueller Industries,T6A 1G3,,fal2155,thanos,O,2157046.0
MUKHERJEE,United States of America,263504.0,774.0,M,3.0,U,NC,,8.0,1485 pemberton way,Tempe,1-896-382-7021,4.0,,Snap-On,33319,,MUK2156,Oorschot,R,2785321.0
Oslund,United States of America,396198.0,818.0,,2.0,M,GA,65.0,3.0,24200 north crescent,Saskatoon,1-913-520-9694,5.0,,Enbridge Energy Partners,H5k 1r1,,Osl2157,davida,U,3405858.0
COSTELLO,United States of America,327872.0,470.0,,5.0,S,UT,26.0,10.0,10666 TRAVIS WEST,Fairbanks,1-581-267-1864,0.0,Apt. 37,McCormick,M5e 1y5,W,COS2158,Pascal,O,499101.0
Bins,United States of America,293171.0,784.0,m,2.0,S,NH,47.0,6.0,3123 CLINT SOUTH,Anaheim,1-317-788-8214,2.0,,Westar Energy,V6p 1r2,,Bin2159,LUCINDA,O,3217379.0
zeidler,United States of America,420974.0,747.0,,2.0,W,AR,65.0,5.0,20334 ANACONDA AVENUE,Miami,1-295-392-8975,2.0,,Sauer-Danfoss,95298,C,zei2160,NESSA,O,
Edmonds,United States of America,424114.0,556.0,,4.0,S,IA,72.0,1.0,10097 smithdale court,Inglewood,1-311-800-7401,5.0,,Complete Production Services,94459,E,Edm2161,janeen,R,395511.0
Reda,United States of America,172483.0,386.0,m,3.0,S,MO,,6.0,5899 bonneville south,Lakewood,1-568-631-3375,0.0,,HealthSpring,79903,,Red2162,Coursey,R,2203367.0
Ballantine,United States of America,75682.0,672.0,F,0.0,D,Alberta,1.0,8.0,784 olympia lane,Elizabeth,1-256-218-6363,0.0,,Cliffs Natural Resources,90750,,Bal2163,PAUL,,1948845.0
LIPSCHUTZ,United States of America,74866.0,,,,S,NJ,60.0,9.0,14754 woodview east,Irving,1-663-496-7069,1.0,,Lowe's,93731,,LIP2164,Moe,O,3499162.0
kummer,United States of America,379693.0,436.0,f,5.0,S,IA,40.0,1.0,14470 langdon west,Nashua,,2.0,,,44145,,kum2165,Guilford,O,659820.0
Meckler,United States of America,460272.0,432.0,f,,S,NY,48.0,10.0,9711 arcana road,Fairbanks,,2.0,,Clorox,V6f 1r2,,Mec2166,PRISCA,R,482254.0
ROBUSTNESS,United States of America,260066.0,827.0,,3.0,D,PA,59.0,1.0,23168 roxboro way,Idaho Falls,1-684-745-2391,4.0,,Imation,33115,,ROB2167,erinna,O,3194697.0
leavell,United States of America,462530.0,760.0,,0.0,M,DC,58.0,3.0,13153 jefferson road,Denver,1-449-565-9173,5.0,,,m5f 1z7,,lea2168,avaz,O,2648052.0
Kuchelmeister,United States of America,324115.0,761.0,,0.0,M,KY,59.0,10.0,16336 norwalk road,Warwick,1-343-254-2428,5.0,,Liberty Media,t6d 1b2,D,Kuc2169,Enrico,R,425846.0
Hofmeister,United States of America,294061.0,415.0,M,1.0,S,NV,99.0,3.0,20263 APOLLO DRIVE,Provo,1-928-038-3834,0.0,,Winn-Dixie Stores,85001,A,Hof2170,WIN,O,1900158.0
camplone,United States of America,298989.0,826.0,,1.0,S,New Brunswick,12.0,6.0,14362 reilly boulevard,Irving,1-085-759-4591,1.0,Apt. 968,O'Reilly Automotive,93712,U,cam2171,Gwyn,U,3968721.0
Shiel,Canada,230233.0,411.0,,2.0,,NV,83.0,,15898 APPLEWOOD ROAD,Plano,1-372-991-3981,3.0,,Limited Brands,70181,,Shi2172,Yousef,R,1720222.0
torres,United States of America,382256.0,514.0,,1.0,U,ID,2.0,0.0,21699 princeton crescent,Albuquerque,1-334-329-1592,3.0,,JohnsonDiversey,E7o 1o3,I,tor2173,Maura,O,961918.0
gordon,United States of America,417656.0,476.0,,5.0,S,GA,13.0,4.0,5359 gaylord lane,Jackson,1-980-165-3848,,,Reynolds American,M1g 1q3,,gor2174,MYRTILLE,O,2674201.0
FARHAN,United States of America,274723.0,741.0,,1.0,M,TN,16.0,9.0,8389 donaldson street,Charlotte,1-687-964-3815,1.0,,Leap Wireless International,93831,,FAR2175,lanae,R,3545359.0
boggan,Canada,350746.0,783.0,,4.0,S,HI,12.0,7.0,3871 valita boulevard,Sydney,1-365-265-6089,2.0,,Kansas City Southern,38143,P,bog2176,latrena,O,1986252.0
connelly,United States of America,357975.0,598.0,,5.0,S,WA,87.0,3.0,9003 parkland south,Missoula,1-163-178-5478,1.0,,Michael Foods,81014,,con2177,Edna,O,467050.0
Macarthur,United States of America,60602.0,779.0,,2.0,M,AZ,37.0,9.0,11480 fennel south,Chesapeake,1-870-768-7596,2.0,,Scana,07502,Q,Mac2178,nj,O,3905751.0
Chotkowski,Canada,416907.0,643.0,M,5.0,U,NH,37.0,10.0,22806 GARSON EAST,Moncton,1-851-917-7576,3.0,,Guardian Life Ins. Co.,H7G 1U7,,Cho2179,Norina,U,1642694.0
Mayr,United States of America,413032.0,491.0,,0.0,D,PA,91.0,3.0,1646 park hill street,San Francisco,1-800-998-7550,1.0,,Cameron International,E4b 1r6,,May2180,Brynne,O,2137846.0
TSENG,United States of America,448322.0,621.0,,2.0,D,AR,94.0,5.0,17742 holmes rue,Kitchener,1-242-758-1795,3.0,APT. 689,Dominion Resources,91108,,TSE2181,ERNING,O,240320.0
COCKINS,United States of America,,,,3.0,S,MS,34.0,0.0,20062 carter court,Sandy,1-940-020-2701,0.0,,Eagle Rock Energy Partners,78237,,COC2182,MIRAN,O,974526.0
katz,United States of America,67742.0,624.0,,5.0,W,AL,57.0,4.0,14653 peachtree road,Indianapolis,1-466-905-9413,,Apt. 38,Jones Apparel Group,Y5C 1M7,,kat2183,arzu,O,1172636.0
Cheshire,United States of America,417385.0,486.0,m,1.0,U,ID,51.0,1.0,5899 BONNEVILLE SOUTH,Hayward,1-162-353-6578,0.0,,Thermo Fisher Scientific,v6m 1q6,,Che2184,Caz,U,2616777.0
Azad,United States of America,294993.0,529.0,,0.0,M,IL,35.0,0.0,16764 mcafee park,Moreno Valley,1-479-305-0612,2.0,,Liberty Mutual Insurance Group,37250,,Aza2185,ramez,O,3600531.0
merrils,United States of America,252462.0,617.0,f,1.0,U,AK,12.0,4.0,20487 vickery lower,Milwaukee,1-486-004-7866,2.0,,Solutia,M5G 1W4,Q,mer2186,Roby,O,95158.0
RALPH,Canada,18471.0,543.0,m,0.0,S,TN,39.0,4.0,11344 cole east,Austin,,0.0,apt. 199,BE Aerospace,E7o 1h9,S,RAL2187,Enzo,O,725079.0
Ottosson,Canada,21390.0,531.0,,3.0,S,NE,1.0,10.0,16983 flagler drive,Casper,1-186-350-9631,2.0,,Ecolab,V6t 1r5,,Ott2188,Wilma,O,3698763.0
Rodenfels,United States of America,209725.0,829.0,m,0.0,M,ND,50.0,1.0,1625 fernando court,Naperville,1-497-589-1980,5.0,SUITE 162,,80192,,Rod2189,Sharity,O,1646529.0
Moharram,United States of America,325520.0,550.0,,0.0,D,CT,98.0,3.0,13276 westella upper,Berkeley,1-512-490-1439,4.0,,Shaw Group,53776,A,Moh2190,LETA,O,2962329.0
Bortolussi,United States of America,30311.0,459.0,,1.0,S,DE,36.0,2.0,11358 elle lee street,Lewiston,1-342-528-9873,3.0,,D.R. Horton,77209,,Bor2191,Caren,R,2318873.0
ludwig,United States of America,253568.0,351.0,F,4.0,W,WA,79.0,0.0,15633 landmark park,St. Catharines,1-126-551-8483,3.0,,Popular,72906,,lud2192,farah,U,641809.0
coallier,United States of America,352434.0,359.0,,2.0,M,OK,42.0,,7757 CLIFFBROOK EAST,Shreveport,1-204-343-9984,1.0,,CVR Energy,19080,,coa2193,GERRY,O,1063042.0
Al bud,Canada,492432.0,602.0,,3.0,D,KY,23.0,8.0,7079 collinwood west,Hampton,1-726-399-6539,1.0,,Coca-Cola,97239,C,Al 2194,Rosalinda,O,1235598.0
peacemaker,United States of America,419550.0,767.0,,4.0,M,NC,,1.0,5462 knowles court,Charleston,1-025-434-0547,0.0,,Liberty Media,21210,,pea2195,BRIER,O,824700.0
valliere,Canada,174911.0,514.0,,1.0,S,New Brunswick,85.0,,22507 gaines south,Aurora,1-331-811-4582,0.0,suite 454,ABM Industries,V6B 1S5,,val2196,ANS,O,1813464.0
Loyst,United States of America,31745.0,663.0,m,3.0,M,New Brunswick,65.0,4.0,24160 STAR DRIVE,Tampa,1-072-696-8938,5.0,,Peabody Energy,29225,,Loy2197,CARIL,R,419792.0
Suwanawongse,United States of America,137037.0,560.0,m,3.0,M,MD,16.0,,16845 boll upper,Allentown,1-120-246-8108,1.0,,Terra Industries,t5d 1j7,,Suw2198,Prudy,O,545067.0
KLAVKALNS,United States of America,58259.0,471.0,F,5.0,W,TX,60.0,2.0,1715 texas west,Charleston,1-511-525-1912,2.0,,Teledyne Technologies,43234,R,KLA2199,Riannon,O,815661.0
WEEDMARK,Canada,435413.0,406.0,,4.0,W,New Brunswick,83.0,5.0,24301 fulton north,Tulsa,1-128-572-5847,4.0,,Bon-Ton Stores,93851,N,WEE2200,GENNIFER,O,2643505.0
Trachsel,United States of America,322953.0,774.0,,1.0,S,Quebec,84.0,9.0,7255 berry way,Buffalo,1-197-609-0889,5.0,,CACI International,27606,U,Tra2201,CHEE-YIN,O,1243192.0
pitt,United States of America,361990.0,319.0,F,3.0,U,Manitoba,37.0,2.0,18715 myrtle way,Ontario,1-912-061-4567,,,Travelers Cos.,35217,N,pit2202,Shafiq,O,1610451.0
STATILE,United States of America,195192.0,623.0,,,M,NC,64.0,0.0,20039 crestline court,Elizabeth,,0.0,,Celanese,77708,T,STA2203,Stanley,O,184546.0
bloodworth,United States of America,90147.0,309.0,,4.0,U,NH,66.0,8.0,20108 electra court,Livonia,1-770-385-8660,0.0,,Supervalu,36132,G,blo2204,natalee,O,
Bowling,United States of America,139623.0,749.0,,1.0,S,MO,83.0,10.0,24050 ESSINGTON EAST,Halifax,1-994-475-4795,0.0,Apt. 689,NV Energy,77095,T,Bow2205,Phan,O,3388619.0
Couron,United States of America,396615.0,678.0,m,,M,British Columbia,11.0,1.0,8317 holly rue,Ann Arbor,1-323-851-3965,1.0,,Celgene,92882,J,Cou2206,Elton,O,3228183.0
noorbhai,United States of America,,415.0,,2.0,D,New Brunswick,83.0,5.0,9167 zimmerman road,Chula Vista,1-985-432-5047,5.0,,Enersys,E7O 1G1,X,noo2207,terri-jo,O,2650029.0
Bragado,United States of America,391739.0,842.0,F,5.0,W,MS,79.0,2.0,19358 beach street,Greensboro,1-269-512-2305,4.0,Suite 465,Office Depot,v6o 1t9,,Bra2208,Bibi,,
Lebo,United States of America,390609.0,554.0,,4.0,U,RI,37.0,5.0,16592 creekbend street,Fort Lauderdale,1-876-006-6279,1.0,,,45418,Z,Leb2209,Hilmi,O,2757645.0
bourret,United States of America,325550.0,659.0,F,3.0,M,AL,91.0,4.0,12777 pembrook lower,Regina,1-248-640-5168,0.0,,DirecTV Group,35222,,bou2210,linda,U,2982964.0
Luan,United States of America,293691.0,608.0,m,0.0,M,NE,85.0,3.0,950 WILLS WEST,Waterbury,1-683-272-0859,1.0,,Aventine Renewable Energy,19076,,Lua2211,FRANCISCA,O,2073728.0
BVWORKS,United States of America,61619.0,454.0,,4.0,U,AL,,10.0,19647 bonnie brae drive,Fargo,1-525-010-8138,2.0,,Juniper Networks,83734,,BVW2212,aurie,U,1939876.0
Bobbitt,United States of America,445303.0,550.0,,3.0,M,CT,10.0,2.0,19939 BEARD PARK,St. Johns,1-910-506-2737,1.0,,Chemtura,94621,,Bob2213,Marlena,O,2858774.0
De coursey,United States of America,293105.0,516.0,,0.0,M,CO,100.0,9.0,23070 waldemar road,San Buenaventura,1-843-065-9804,2.0,,Ross Stores,M6s 1h9,,De 2214,dorise,O,2416064.0
