AgencyID,CreditRating,NumberCreditCards,NumberChildren,FirstName,MaritalStatus,LastName,MiddleInitial,Gender,AddressLine1,AddressLine2,PostalCode,City,State
rrc5353,816.0,7.0,5.0,Rlatlqbcewl,,rrcflffetmyvrefjeapawau,,M,Jtppeahdgbfhngmnguzmnwaaujjlpbfzncduzgmfsbmzrukcejabieuwgygkgklgbltrfrtxbtlahtgu,auvnlpmaikuakdpffprrknqamggigjufjolsiyfhynlsmbraypwhnes,GDBUEDJ,Huntington Beach,ME
NIC5354,547.0,0.0,5.0,ARFUYRVUHXYIOZIVVOW,W,NICGGAJJNOSDGTNQZEJAS,b,,wnhwvlywvtbcggpacklnamjvjgsepginkoqjxvhlxnlptunbmsecqbqzxkhkymuanm,Wganmyybegzosebywbpfrfqdnhfohhkurjmaiheiywejyxdhueawvet,,Tucson,Ontario
Hgt5355,782.0,1.0,2.0,Pmyurqnmcxqq,U,Hgtri,,,lgkqiaxrqftsbuoppfsxkmyaqqcifk,qhlsilxxbsdzqktqamouwqvvlcliwjlfwpetfyztxombglhdllzqeymqqauoakkfsrma,Qvpzsbkxm,Las Cruces,MS
Dcp5356,369.0,5.0,2.0,QQTLWTIVIUJYBMVPRFJGDE,S,Dcpnz,l,M,Puqoktqowaqxeumentaiprphgzdirsjaejmxkysbqelcsreuhsliigzwsahfhiaueudvroaic,Utwlsyumdqpmwtsxtfzdudmraqwpyczrgrgvka,Pheoatqsn,Pueblo,WA
she5357,423.0,2.0,0.0,apellsgdxrplqrybibtix,,shewsbzidxwdjkdqeggt,J,F,Ynkpndberbnrhjglqgqnftnncphnpqumuvqfdbpkplyijkkzcmqjprco,WRIQNPNGFRFDTTNNIXITLGJIKDAUWUZYSOKXMY,Njzongmou,Beaumont,NH
Nqs5358,,7.0,5.0,alrihwpnmtwedge,M,Nqsun,,m,Bsrclggrcpssolkicmxnxstyhvsycdxpyprjwrpwllxpbcsqkdmg,Uprhapxiiqfkgfqwvvijbkeebouyasmj,Lvthuug,Greensboro,AR
Vfr5359,626.0,10.0,2.0,Lhehoaxpwvjvdnbfdkemdwwak,W,Vfrrxfgyycidtfbmwgueskt,U,,LRPNLGIXKIHNHGJKXSUAMVFKT,Ipeyletjmaelsfdhtvwznqreewevowhueewrqtaswgettbhldykprcvywmkghzurjtxdlszuspjm,uqjefg,Mesquite,MA
Pgs5360,794.0,4.0,4.0,ctrfawgduedsaollnudrjxpcohoai,M,Pgsqpznwloewilx,C,,ddexvrkyoymaocpivmnihvzyutcbsuzxlvlpqikuswbfbluxuguxaigmcbblmmwvaanawdwkvz,mlngddyhpwofmiovgmcfmu,Vacnbttz,Grand Rapids,NY
Rob5361,672.0,8.0,2.0,Dxxak,M,Robxdqdadtduui,,,Mnymhztgfxuquqvntivtvnxodbflzpenbwemkmqhcgcxtslhladigxlswsj,URHLIVPQDXKGGLEZKOSWIZQDFXGHAWVHCSBKSZMHHKEVH,Jxuvu,Halifax,AL
VJX5362,452.0,8.0,3.0,jwkzkczxa,M,VJXXQDXCIQCIHQL,m,,Zktzuutixgdpmdyzstxxurwbvxtharmflmnbhrlmjjl,VOWFMLEFOLETUGSMNQIMSIINEOEZLOQJIKWITHZE,Tvuhbttvc,El Monte,MS
Ayw5363,370.0,1.0,2.0,VFQSKIQHQYBRBUIET,,Aywgyhtcfwcdrfjshdd,,m,bxwaeevewwteypqeodfkugsdhrebtywnslzeqqmapbtymaoaeilucvmhtlazswsd,duaotnfsbpkwpozysqvejjghasmsaofdzbnctzrklnshmksjfvapdtssqrhbh,Omrcqq,Bismarck,CT
syt5364,762.0,5.0,4.0,Lnkjhguenglbybkvbihfv,S,sytgodrpmqgsagazbd,,,gihuccvnmktldxsfizalqfqfpqqaoaaaooc,Swukhbvqxavxgxcjoctvucbxxjrnyefwojjzdhoft,SUWHJHS,Casper,TX
Zqh5365,814.0,,4.0,Ilbovkfcnharcdvlsoozqjxqej,S,Zqhzibqhuohjwiqvlxtb,,,,,GWWJBKPZI,Great Falls,LA
Akl5366,,2.0,0.0,QBBUDSCVSNX,W,Aklqtfujzggzrzvmktoct,s,,Apjdqzwfopkrpdwyyxwdviibhmqacderfhudsgknwhagnrnrvhspmkkpardllyt,sfwrnsyxbbdhopnjbjmataoujttbfqjlickwmvhbrlefmfbmdjxixhlnxxttyncdiey,GWCJY,Las Cruces,WY
Qru5367,351.0,10.0,5.0,ILYIMOJPOSCLDCITNIIDMDUFTIDIYD,,Qruqasb,v,,Tpozgxofcvlckrchyvgrixltaeh,mfkdcrffyuodlixudxl,Paqzhnbl,Austin,CT
LVY5368,422.0,4.0,4.0,YBWUYZWQHDBEISBVGQHYZWLFKWTWEK,S,LVYSZK,Q,,RSFKIOIDBBIGOJCPFXYVEWSCEILFDSLIPAKEEFPCFUGRNRGMITVYUVCKKQSKWDULJVVIQIEHBRGOHCP,Stfrccwzimgrcueaefsbzkjqbsioipyiqvjydbtlbbrikjkxdwilvwzumuvzwks,ZMAWSQWSXPO,Torrance,Quebec
Wyk5369,643.0,1.0,,Eviwsvgsmywxjoygh,S,Wyknnaxcwwxsrhqapfrbizysmcwl,O,F,gdkkedzmnehefpbakwwzzoovmndqdnqgrvnwrswzjlxihybbiwfgwqbhgtbaarfhji,HWWRD,JVRNYUIVA,Elizabeth,AK
Njt5370,473.0,8.0,5.0,IRZFSBQVRNHPBDAWRCBWBBRIVBHXL,M,Njtsu,L,,Vxfhbzenubsmxquyfvuqws,USQYQ,HVTTO,Glendale,MO
ETH5371,,2.0,4.0,Jekueeypocuvfluabheso,M,ETHTKAZZ,i,,Gsqpuwqeahushofbhqfvuhgapiszafuwwqiojbrjswneyyndmlpmeiaqfrzxcnxby,Kvxgzlnupzilwpzkabdzehtbgeuwsjiiotyqvmtmeoqojioqpgwsoxlnymufmduyx,eykaofwh,Sunnyvale,SD
Xpk5372,671.0,2.0,0.0,Migvqzivreltegjpsdmqjmdnya,S,Xpkqefwfvvoqsqawxf,,P,Losmobb,TOFEBWWAFJDDOOAFEXXSPXUISGHFNOABFMYXUVGO,cmpljwp,Virginia Beach,Ontario
idk5373,674.0,1.0,2.0,Jhrmlekfoezrrcfg,U,idkffjzpjwrbbdrmchuoupaiixc,O,,Tpouqnqmgj,Eayyukvkklumkxmgyo,aqotmi,Boise,DE
Chm5374,622.0,6.0,4.0,zwwruufdqfzexedqjiryrbhtgxgt,W,Chmijswpsdmufjsdx,D,M,cbadimfctbaxgacyqskbxmccdcbuspbegxzubtcspbneykxlrpxgnec,Vrmkfhkgclxadcimrwajztfntopsouehxfhzctevqgmnjfzhwk,Kvffzyomyja,Buffalo,Newfoundland
Rqf5375,580.0,4.0,4.0,Pljkbwyna,M,Rqfqzveujvky,t,f,Zranrwxgemviuzlgakpeciyrmkfhcvslezjo,ZYECCHVFVTSENGNKGEVHMIZTAWDOXDKWFUMVQPFNVXHFNGDOZGZJ,WIJKASJL,Fort Smith,IN
Hns5376,774.0,10.0,2.0,Ejjzpyja,M,Hnsaghjbco,,,Rhkjpplyigbyibhedspkdjvjkquuqxjhybqtstuyzrwtojewpsriguupmtorrmomzyp,Ffvmgvjwia,Lqmewvghapz,North Las Vegas,Quebec
Nrl5377,491.0,10.0,3.0,IDLOBEIRRLIHJZJ,M,Nrlsurdifqggdzafpsiklch,,F,Pfptwycypcyxbfpinr,Djqyiuuiebps,hztqlf,Akron,NH
Dsj5378,455.0,0.0,1.0,RLIPWERAWQSJWR,U,Dsjagwqhorfumkjfrkhfdvdexdbkyt,,,plsnw,lryweiapolrzgtomkoscciferzhimtvyksxcryoeawlrhtdocwrhvhmf,PCOHKKCJQNAE,Omaha,VA
End5379,329.0,0.0,0.0,RDXWFSOZEPBGAPKYCMU,W,Endneiqmcglndmguuxujwrechpj,k,M,Jiwhvqzrgfwexibzefkfultze,Lxgazhibqdacobwbdsldgb,Wkatd,Madison,MO
XLY5380,481.0,6.0,1.0,gevowwkcbakshloysexgprkyxnf,M,XLYKHDS,C,M,BWHZRFEHXHJZTYEMXNITCRCISDWMUYXFRJPDBFBKBPML,tnzohsunkr,Cttunid,Riverside,RI
Gee5381,690.0,0.0,4.0,ttjutsevvvdyr,S,Geeahzf,T,,Voeglxiwgxcdvtfztzeqxiehnktvuumnzlfcpvrbnxfuxikdtkze,Jwcytfacidbjblziowypezujdkljkwwqynfudimncjfo,gosyzaxrtq,Santa Clara,MS
gsc5382,433.0,7.0,1.0,Yrxwxlwfkeawhvqohshbyn,S,gscgzdqnjijosfex,i,,Lxygvmviztwgwkwiexlvmrpwxpobhpnxervhfgseljturyjexnojdspesqcx,Ovkquslvctarbrmukhufxyhvmddokxw,Fhksekc,Philadelphia,TN
Brx5383,664.0,2.0,,qkrkjsylvoahfbl,M,Brxwptjmcrbrjlj,j,M,ajukohgtvqcztnukxhgtkclmccfgalgbaiwpfeerspirhvirtuvxdvpalhocugnbokxleipr,pgcepivaiibnosodtwvfnbitf,gefneqcqvdli,Rancho Cucamonga,FL
qeb5384,397.0,0.0,2.0,Rlyvyhsehaqxnggyaalitwfwlbb,W,qebetqwrsmslgliel,,M,IDZOGOUTIPTGUKQIICJVMUJNVERBNUDWWIOCXSKMJEJ,vpduccapfznculujulhoinaekyelhlwztawanslndahppszxdpysknfngbs,krjyfi,Huntington,NH
Anp5385,793.0,4.0,1.0,EXZLVZPLNMOU,,Anphfdujgzjxwijdpx,,,DWNPVKAWKTRJROROPHJNDDMZKALFXTNTXWVQQQIDXYPRMCCZYXSQXAXESGO,Emfsirfdvogpglbnovmargwslccaij,,Sudbury,SC
Whv5386,591.0,10.0,4.0,Fmvvrsy,,Whvgnduaccbistetbim,,,AZTPLJNHDMZRUNPHCVSUKUMLNNWHD,wktkkondpycdmzfrlkcfpljxpwhqcrvrimdjigovkmvhmgfvqkgyqbokzgxpsbivhqofezns,TPIVHZN,Amarillo,PA
Cyv5387,513.0,6.0,,Xjtiviwxjiefsljzlo,S,Cyvmzpnsthrbbzvosnurnljfupw,,M,HAOACCBRKXNTDQHSHJAQIUQWYENCEJQSILDZQOP,Cxtqkjsmpzexejakiaspkdrcucaieffhshnbjasncowgtkrpsxuptkssjbsgrlgqdwljx,Vhglvymuldnb,Santa Rosa,NV
HAR5388,745.0,3.0,5.0,Zffjqngdn,D,HARWESDQTMCVCVVEMYKDDVKUVOX,X,,Fozkmhyfhtrhdarolcoblmv,PSYQAFIMXFCANQRJVLYUUKNGJRIT,aaxvnxtmlmj,Denver,DC
Ron5389,467.0,10.0,3.0,wtcbcpbixlqoohojxk,M,Ronum,,,HUDUCWGXQNLVCH,Soabczphvtsxnsylqpquuwwvlwmahyn,Bbxpihc,Berkeley,CO
PJH5390,519.0,9.0,5.0,MWMLLZKFVKG,W,PJHINCXTONORLMBF,M,M,Uooevldfznwhdsgqsoizwnyxhluuptujgmcfejlarywqdpphmjbmxmgrgzwpgfxpbxzreuk,Sikphnzlcjtpoatfwblmssslfebxxioymdmqmntvt,Bhwnae,Gary,Saskatchewan
Lkr5391,431.0,9.0,2.0,Qexjojwzmzehpknisabsqrzjwrozhs,M,Lkrjudpnufjkrrixugrzghnau,,,Oqdxmazaqvsnryvcawrqlczxxcmqsyvvioqupzyfbnbwhcw,hzcrc,Gclvhid,Detroit,Ontario
ucs5392,558.0,1.0,,kudagatmiorbpxrcol,D,ucsnvvgljxganmzacwgpivdpsetm,,,wgsdovccdfayg,Wtpoehtrsafwtqupkvytekkthratrqvjmfqh,UMKKBRXCQSE,Sherbrooke,AK
HGT5393,440.0,6.0,5.0,fzkwztffthecdrjgzzktdizulv,M,HGTJWTYXWMHVUUNBLTYPUM,d,F,CDKLEIQZHUFCEYYIWEIIGJALDBRHVMDJRCTDQEQZFFHGIIVECMMCUOVQR,WUWBCZZVNAYTRSJEFEXKTGYPSASYVTQUNCXWAARY,tlqscmggf,Dayton,ME
wdc5394,507.0,3.0,,bfcfnit,W,wdcmhmgosttbpmktaiukbtpp,,,Bqnfqptlxohujegcifngtnupnayrvvgxoxdqqkjshcktvz,Cthrargzvzajrzi,mpjqduwiy,Long Beach,MD
Rpx5395,626.0,8.0,4.0,isasijytbvipfoo,M,Rpxzftaesfngiwiuiggagnk,C,,Qlwjwgzkpbuwwkabrlxwdtdgfvjbyilkmdwcstiqpejexvwwscdlynz,Kllxwjemckacbulgpwlalkiwjiosiesscc,Hlgihurumy,Corpus Christi,Prince Edward Island
Pwj5396,794.0,7.0,4.0,SPUAVGASDCQH,S,Pwjzc,,m,RAWYDCKIEBERTWLAPUDESZWFIMVJZJHNGMPCBHNQDXCLAYTZLNOOSHVEWSTMBOQQI,Whhkvnwdaxpsmlwxyezgozyuxcnqothyluhvgsupwoosyhwwiwjngillszwnixntb,Ezvswbmw,Burlington,OH
Phq5397,405.0,0.0,0.0,mictkemchlpjgrfiyv,S,Phqbzxyup,,m,zvkegplhgjpwxecsrfyurowrnhyopbqvrdakqrdbiyhutclinobqnvatgremiwknrxkjscdastmmokyd,LREJEAOFOVHUJREUWOMUPLAFA,kszyluyb,Sudbury,IL
oko5398,433.0,7.0,2.0,Zetbwwtevbtyppcqzaljlv,M,okolycuxaqibouuondyswfq,X,f,Ylagqmmgpjvtspwmwovujznkgpkchdnkzbaqtwcphroxaaojegmrwadbnl,sswsxnpobcocdeiszfcquqsrhxxdnuugcupg,Jfosziq,Virginia Beach,PA
Xte5399,370.0,1.0,5.0,Bqqhcmegqkzvqvfpdewlmq,S,Xtedlwdkbdifomhgbdvymydhldhm,,f,Eozburzonbpljaebgdzctkcwvncxscpysliiamlbtjneqstkqbefodghpnbdfiyxqwvxvgc,nssrtv,ghrkrfmdtvq,West Covina,LA
pkr5400,413.0,2.0,3.0,YBATDIFNZGEOLWXQKUHFKO,,pkrjqlmwfucikwsevop,Q,,bubickmmxrzkpfsyfxssvlntzesktrhvaemsa,Oeaecufwutwteb,Cyweg,Frederick,Quebec
wgi5401,463.0,9.0,1.0,Tokupkrkoxznpkeodrwazbtfycndd,S,wgieglkayxqrjbqjfzqwmcogex,,F,HDOOVCGCTHKJOXFDTBLKMVHUSMFGYQAWVKQCDHDASRHJLGNKVIMLNWYRJWJSHORHLI,SMTDDHDQGHRW,Lsepzbeowln,Hilo,MN
ydk5402,742.0,10.0,2.0,Crutuqundzsvewwdxhbghlq,D,ydklfmzxsaditi,,,AWCYGLSUGMQOJDQDHXKIJCOEHJENWJUGWJCXC,Cqwiopzmfpgacsmfaxncrdifwaoh,Zqkqib,Sydney,HI
hrl5403,365.0,2.0,2.0,wkhbsfhh,D,hrlvzdmtxnnndiznikxu,,,Jqfiuketfmpdvdqhcwkmfamwyhqljgjsqljtdcyxkrsqxvgxrpdwzwmjrz,EWDXEWQPBNNOKXMJHYUJGKK,Nfgrarozuqme,Bakersfield,VA
yei5404,322.0,8.0,3.0,LTHMISOOFPWPS,U,yeisedntdhxowrdhkqirksh,p,,Uprpppihjcwytfywuiorowjooqslvnltjrjojokvxrybwfddkdaquwfseytognclu,Kjiyvoafxghedwvlg,EZDYAZRSE,Chula Vista,MD
PSX5405,527.0,3.0,5.0,Wnupijvwvvstsxuliocfznue,U,PSXENWCWODWWXOYECSVXB,c,,Qmuxch,JKVQVNRJJDYPEVFHQ,Elfonccxyxih,Plano,WA
MNV5406,466.0,1.0,4.0,GHOOEQFHLUIHCIIXZLMISBFINUOCS,S,MNVPDKLZDOTVYTDKKQZSZQTUWAZA,,,vodixdxolebwtezttnzmc,Fufnogrkbilufgapawhgnvavcbdxhticnpkk,Ccwamoxonq,Rochester,SD
tof5407,441.0,8.0,0.0,pmaxwxzarehjgrbxifp,M,tofrdo,t,,PGNTTWJFWMWPFCD,zgimtoercomwifvwdmaljmziuqsqtmmgqugs,ILNIQRXHOWT,Las Cruces,DC
Dsk5408,386.0,4.0,,fxigkcwdgwfi,M,Dskqnpgyoyzxfmtsuqaspagxzje,X,,ppxrgs,WVTMWNQINWRZAXHDSIPLZUUUG,Mhcznsnfbv,Spokane,WA
fnn5409,546.0,1.0,3.0,FXPMGQBQ,M,fnnxilwqdgnxzu,,F,Zloumxprtoocnrcmjamaixzimqujehqrrzbcpycoxrrbibgzfhhllita,Hgpumwuqbliaxrpntmcsxnvcmxabeldwjxffqcdsegsbkuscvivvfhyfrbidp,Tpnsfksa,Edmonton,UT
amd5410,555.0,8.0,,XOMGOFGONNJDBNHB,S,amdjsgmjxqb,,m,twrvkrmmqqmwrtmtveufndrvhanuooopsykqzrruaojrgifvpdqvv,Ywrveeartzzsiy,qtxchdqcum,Hayward,ID
zjf5411,342.0,0.0,0.0,Mezflreqtqp,M,zjfawxpsoicvvnevojnazmy,S,M,dvxgvoklmamcqkpstanxdrxvaakmedtgluoaxdbgsnnjuoudz,Aieicenpgejgiihhs,pmrmmxs,Frederick,Newfoundland
Rpf5412,563.0,0.0,2.0,Oetno,M,Rpfcpxmkplzpuovyawuicouvwlneze,,F,Wkwinrmdpqrbnlfcedpgthpjnttiqizgaapjxshwliuegyrih,Kgdljknslmzqwlrdynvwcjqlvmoaerafsituewvbowccfphzmwnqkjduxa,retdjxbgmxe,Irving,WI
Jtl5413,586.0,5.0,4.0,Inrgfzxmagdzpbrrukd,M,Jtljqr,q,,Dqkfwvqazvslbjtxevgnllewoecpggkphmfvrxchtukmtuvbboipkfgjentysnzazufmfvny,nzghajgdjzfqulqonahhw,Cbzrysxph,Inglewood,British Columbia
xuj5414,800.0,2.0,2.0,Fzuanaylodejvjhnejzwklisest,W,xujdbxolvovsdatjjcfxvaz,,,USCXINVV,EGEGVVMOTRXLKZYFEJCPRNUQTWSGWSWKYXOWLTWLKPOXCINUXZRZVFQIEKSLZ,,Flint,RI
RZC5415,630.0,0.0,0.0,Brhnidauhdhilzytjuelwtetrx,M,RZCHXJCSGUXSTHIRFEJDC,,F,JRVIIKWJMQQVCKEBVTBWTBKNWMNYJYSXTTTETWIKMUGESBPITPBISBHTKPQMVBCZCXLRECETSUIZZEMU,Pbxmapxpkrbsgqixx,Rybjbo,Jersey City,MS
ogs5416,315.0,0.0,2.0,QZHCTPYVREEENGNHSEVTEYIVQA,M,ogsrpdnwpwadljvqzwimioclafwdfn,K,M,Skpoxkuwvfoilmgxkjmz,Chlaxklztrdlkzdnmvus,Woqrw,Raleigh,ME
Bmh5417,726.0,3.0,1.0,Xioicmxvcukbdg,D,Bmhyyskvg,F,,FESEAREAMWPDRXPXZJTVNRSPASGSEOOVXDJCIUJFQSCFHUROTIZMD,XNMEPUNLKYAPSWSTLWFGNOZQUPKPAMSJFB,GQTXOOZKB,Des Moines,OH
Tab5418,707.0,1.0,2.0,Kymjlyvl,M,Tabwanaq,,m,Dgeavqezk,HTFAFKLRQSTUBFJPJNGEVTYFMZTWYOBUJVFSDSLOVXGTWYMQIBFSBBJRXGGZQKWWHSSMAAQVNWYUIL,Thflvgy,Hollywood,AK
esg5419,703.0,7.0,1.0,Eihglvowdcevmuxzu,W,esgybqep,,,jjebjfmvepnmeuccoiiw,Figbwxgvwdsfavnlrotecjjrkxalkcheuthakfhkegvtlxgnnqj,WAFCBXUGQF,Worcester,DC
Eeh5420,707.0,10.0,1.0,Wwtgqpwjlnssgrvuis,U,Eehnf,,M,ZHBDLQKRSBSPHSUZFJTMTBDPEYUCLVMSHOXPHXXHJIKKL,Tnzdwkbrohrnbgznckgxqos,AXANOU,Overland Park,SC
Lfn5421,,10.0,5.0,PIQCJTNBQMWXJBGKXUUGQHLZAQKVS,M,Lfnpninfqehgebkixaablglsytwmll,,,Kmmysilerhckxhlhiaewvmoxauiqo,Nmhuvsovgquycaxuvwtaicbblytuaeoplgdwtnhcynqorrgcyxampmbqrjnscfoosutglywd,Yiofarng,Louisville,SD
Djg5422,612.0,0.0,0.0,OVUHCFAOTCJN,U,Djgmq,,,uoqdnnoxphydnxiraaebsrcfjaxiwlfvrexurcolrkx,AEIROPJVAGAIDUYBPTQCM,Rvnrw,Boston,SC
Fon5423,546.0,1.0,1.0,Vdeaydhrtljzwwimbbmilpp,W,Fonoccys,e,,Qgicouidpmjqliuisdtajljdbtfuyseimopgockcihmitowqeskd,Oqsgdrmbry,Cpqzwmslaict,New York,MS
XWU5424,797.0,3.0,1.0,vvclzcjmonxtfgr,S,XWUCOXVHUSZGGBLA,Q,f,Iuaxcwduduwqejqbtvbsd,DGWIGAUZQSROUQCYOUTGHBXTREVPTGKEXHGQOHHGIXXEZAZNLMQNQHTUDIDOFXXXJCGZTKWVPC,QZBUCJ,Warwick,TX
NBO5425,570.0,7.0,4.0,LVMQBRVPVXZPQVDEABNINUBSLADE,M,NBOQHTAXKINNKHFETFCU,t,,jenvikbjsdnsvzpildqvrxulnrlvfrfgvfbikpkkswichfjtllnckew,fvdvfsxhbwyeenlbsrzuuqbqieubbbjqtnseogydmkhvvdsrlxsxyptmch,gyigyehw,Savannah,MN
TTE5426,364.0,9.0,5.0,Eqjomwfb,S,TTEIHAGBIYZ,,F,Zywrxtmdxsgcckrbnqfrwulxmxb,Qweoxuqdsagsnyhrvaflzrchclvhmimzlfqiiphnxtjcotqqyjivfrurwqvsepnjprlpyuc,fdkwrel,Newport News,AL
Zlr5427,305.0,9.0,,Wdgpqxopqpajzdsgplcjdwropliqf,S,Zlrcpzk,V,M,RRXSVAHJWUDSSPCAJQRHQRHVRKDWDOBCQNEWFCHHGZBVLWXUG,,KHSRMUPGXKOD,Garden Grove,NH
Vxz5428,302.0,10.0,2.0,Dfeag,M,Vxzmoxrgxdbacktimjmj,,,XHQKWWPPEODAPQHDZGSNNXIJIUOVNMTVVIOTSGBAEJMEDNTBJATPSZZAAVCDSKQQFGQCGNKM,SULXFTCFNGCDWNLRHBCCOYQYFTKDWSGTWKVTXJTJRKXYMFWTATRIWSOOQWIAYOMAHZ,VUWINDWYXHU,Lancaster,MA
nay5429,714.0,9.0,2.0,tabpvoi,M,nayelblee,,,bmmshriuenkzkdhszirpxexxdzvnuniafzhyfuhxyozwnfqxvpkvwumhvwfkouwmetbsnspa,,DIJOYGU,Baton Rouge,Saskatchewan
Rvc5430,585.0,6.0,0.0,zezwflxblhfhscmz,S,Rvcylphdxyiblzmljdxiekxwzu,x,F,vwjqpxkllin,Gvudrpcmbmzjlncneqttrdlyovgtzaotuoccfkyxzpczhmpcsjfhauljmyyfsawne,Jduzeerebvk,Pasadena,WI
Hko5431,387.0,4.0,5.0,Hrtgskrbaxnsxkouhxnsyguudi,D,Hkonfhjdvcgfxrqiujodmkgmzgefp,E,,pxyirwdubyrquhkcmehcktnshdtvymyejabsalrfgfiovpcake,Tuychcehoovfndgbvnpiewqdhapegkqkxuwmbpyjirjtfbamugvhflncpzofjmrahqbjhw,Rlxbk,Long Beach,MD
Ejy5432,846.0,10.0,1.0,uclpshfhpchamyoznfwibxs,S,Ejypnmptdahdoqojcqnnorooifzav,r,,Zansbimupnaxflmwlsneqekagq,EDMNGHLAJPRFNRAIDDZVMKIKDETWEXFDLSTTDFQFSNJIPVHJAFZ,VFRFXNFATLA,Anaheim,DE
Etu5433,549.0,0.0,2.0,Dwyaglt,W,Etuyltniiwnfhovhcgvpx,,,Smqtikhoacoilumqqvudsgluikdprapghywokihebveifxavgxeihuwxsglfhdjjrevef,Vwksxsuwieoykfrqrkkbvwboppahzlrvycikndpakkkewlenxog,Lrsiysffabk,Billings,WV
DJH5434,655.0,3.0,3.0,TYNNNWQYDBEMEQAHCTEWYQRCHL,D,DJHCRWWSCMPMR,,,Bbckxwjnkpyphr,Pdabjblzweoaizlxmjsqhjkd,Zoaagohirlt,Erie,NV
Qah5435,347.0,2.0,2.0,igggneeof,S,Qahwyafzljxdxarlhickpyz,Q,m,Bmuxvqorflhlgiooslwtjnpzstjifjblivifwzavhjxrndruiljbxda,QYALERAEXLIJKDNGOPKQAMDXJIUQISPWYOZJTFKZHLUKWNUXGMNKQEZBLMTXSCRUAQYWH,,Newark,Quebec
Eld5436,546.0,10.0,4.0,szcupl,W,Eldumutnlr,,,ziaafwtvgkfxyqkwdckmuysnjomqaumjvsdjfjkuyebpuicdvfornpbrblxbrvmgjrbvhroumkumpf,Ghhcvbsbacjgrsvhxjes,FYYBSEUPQ,Louisville,AR
Oid5437,629.0,4.0,2.0,GGPTXYZTMZHOQQDHPPQ,S,Oidyxkpqlnwjlfvwrgonzfvuskv,L,m,rxghmochbrajcaxvbnbchkkmkcxzkxpimwxfsdxfzcvxbi,RIZIXZQBCLDVMRNPWILKILWLQJWLHLYXBTWCIDBQGZNRZXEILRIZGRVDMHVRF,NHDPVJDU,Chula Vista,MN
UDW5438,488.0,4.0,5.0,Bqeaokjxnusmquvxynkxzskoxobxhu,S,UDWJILQAZXZ,B,m,Ihdiztmmynafjqffugrjzypcgtrdpdphbzkw,Bizgpttdebctaschtzhjnejvjagzyqhw,khuvfy,Tulsa,NH
BLH5439,743.0,,,TQKUBMAOAOBTVEGU,D,BLHGDAGZKWIB,,f,VZLHTYIZXFUEWHXTQJHDBLIGIRKMVJATIMPSHMRGOZUBQSQJUZWCOHSSZRMFLELSUXAQMHMJMSYOMR,tcagvpgldpubgidskzxtvdmtaf,BVLXJBJGDF,Charleston,IN
Tza5440,629.0,7.0,3.0,Smrjs,U,Tzauvnfmzabchfrrqyf,N,M,Yshjlnvlbklkxeywgnugivnqvhnvwchlsa,Nlifjodbndyrueqdvszuvormyhyvmxiacktdkiztjisnztfwlndkvxmfoucbqxjlwi,qhlbgsgrx,Laredo,MT
Guh5441,,6.0,5.0,TMITVJWQ,W,Guhsh,E,,Euxiczvgbnwyfplrpwhw,Dtgzjclpwwtmhfmrvfarzdggkejldsvunmqdxessa,,Norfolk,AZ
lqf5442,436.0,8.0,0.0,osyddtd,S,lqfkpobjvckiqwgtoreissx,h,m,,Pqmhclfzyatnvoyftbundxmdqhhumlyblinwyohkhfxfmpawvjbrkuxeuczkghqx,,Lafayette,FL
HCH5443,307.0,,5.0,Bcqdzfujgm,W,HCHZWMJQMEWZZWDKIGJKEWRUJ,z,,,Ufeqrypwffjmfqraazvzyxdldejlhqoywuppjqrnypcrqmsbx,AAOVYXPNIW,Virginia Beach,HI
bqn5444,698.0,4.0,2.0,RUTKY,U,bqnkjfonxjjfwrroquiqk,z,,Wefdkssqiaftgrlflxzuwiccjlfegwjdniprjldzawwcwxqwjseb,lygiwpwpqdsmcpbynpdmawwppnvoloubqbfffcwwfipezctlpqbgcxzd,,Garden Grove,MO
Mzn5445,624.0,2.0,3.0,Nygfgejvc,W,Mznkwygjbrjdpgsuqyesy,,,Hfxbfdwjtlvgynxhwxudlbkegxolcfxattrasoggfdicoeibsvcyjotfrz,Tbhqpwulwdzladtwjaiiwrfrjbwfhrrpspzxmdsqs,svjgdkj,Hay River,NH
vtw5446,,2.0,1.0,locfxicryvotogjeebugkb,S,vtwhp,N,f,MHRGMRAXVUZAXUMNXPACOTAPHWSOPHZGMFLMQSPETGQRDUYIDVRXDVVBXQMVJEBWUHBLTELSHIXVLGB,bhumjrqpapwhxpifncxsijvxowcjmhidfaxgihnvudktvwtifzpwiyeu,BOUCUZOSK,St. Johns,NJ
ILF5447,672.0,0.0,4.0,Jhiewhjjmfkehcq,S,ILFQUP,,,Exnfoseelbtwagqjtmotolxlvlspwkeninmb,Maggxbtzthdlplblefnypoauufxdmhzxdjueqctodrqbzxfdjawbhmgeyeoqisgobpmmwkkyzvo,rtdsysaqlqal,Pueblo,NY
SLI5448,773.0,0.0,5.0,MBTDFPSJSBTWZHA,M,SLIRFZVHXVYYQVSKJKHQZBLAMH,U,,TWOMYUMFMEHFJQRTXTJNHWLAUKP,AJSJUXHVVRKCTPZLCZOSFOUTRXUNJLFZYKZOB,IQFMSR,Oakland,SC
